ROWID	_SubCategoryID|TEXT	_TitleNameID|INTEGER	_SubTitleNameID|INTEGER	_TitleNameIDParam|TEXT	_SubTitleNameIDParam|TEXT	_Icon|INTEGER	_AchieveIcon|INTEGER	_RewardAppellation|INTEGER	_RewardPoint|INTEGER	_AchieveEvent|INTEGER	_Achieve1Type|INTEGER	_Achieve1Param|INTEGER	_Achieve1Operator|INTEGER	_Achieve2Type|INTEGER	_Achieve2Param|INTEGER	_Achieve2Operator|INTEGER	_Achieve3Type|INTEGER	_Achieve3Param|INTEGER	_Achieve3Operator|INTEGER	_Achieve4Type|INTEGER	_Achieve4Param|INTEGER	_Achieve4Operator|INTEGER	_Achieve5Type|INTEGER	_Achieve5Param|INTEGER	_Achieve5Operator|INTEGER	_CounterParam|INTEGER	_CounterOperator|INTEGER	_AchieveCheckType|BOOLEAN	_type|INTEGER	_typeParam|INTEGER	_MailID|INTEGER	_StartTime|TEXT	_EndTime|TEXT	_MinLevel|INTEGER	_MaxLevel|INTEGER
600051	0	0	0			3	0	0	0	92	118	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	false	4	0	0	0	0	0	0
600052	0	0	0			3	0	0	0	92	118	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	false	4	0	0	0	0	0	0
600053	0	0	0			3	0	0	0	92	118	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	false	4	0	0	0	0	0	0
600054	0	0	0			3	0	0	0	92	118	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	false	4	0	0	0	0	0	0
600055	0	0	0			3	0	0	0	92	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	false	4	0	0	0	0	0	0
400006	0	1000086649	1000086650		30	3	0	0	10	3	45	0	0	7	75	4	7	76	5	0	0	0	0	0	0	30	4	false	9	0	2951	201308140900	201502250900	0	0
400007	0	1000086649	1000086650		60	3	0	0	10	3	45	0	0	7	75	4	7	76	5	0	0	0	0	0	0	60	4	false	9	0	2948	201308140900	201502250900	0	0
400008	0	1000086649	1000086650		100	3	0	0	10	3	45	0	0	7	75	4	7	76	5	0	0	0	0	0	0	100	4	false	9	0	2949	201308140900	201502250900	0	0
400009	0	1000089159	1000089895	100	100	3	0	0	10	3	45	0	0	45	10	0	0	0	0	0	0	0	0	0	0	100	4	true	9	0	2988	201308140900	201309140900	0	0
400010	0	1000089160	1000089896	100	100	3	0	0	50	3	45	1	0	36	4	5	0	0	0	0	0	0	0	0	0	100	4	false	9	0	2989	201308140900	201309140900	0	0
400011	0	1000089161	1000089164	80	80	3	0	0	100	3	45	1	0	36	5	4	4	3	4	4	4	5	0	0	0	80	4	false	9	0	2990	201308140900	201309140900	0	0
