ROWID	_StageClearDropid|INTEGER	_MinLevel|INTEGER	_MaxLevel|INTEGER	_Job|INTEGER	_DropID|INTEGER	_ExDifficulty|INTEGER	_ClearGold|INTEGER
1001175	78283760	47	47	7	226499109	0	0
1001176	78283760	48	48	7	226499110	0	0
1001177	78283760	49	49	7	226499111	0	0
1001178	78283760	50	50	7	226499112	0	0
1001179	78283760	51	51	7	226499113	0	0
1001180	78283760	52	52	7	226499114	0	0
1001181	78283760	53	53	7	226499115	0	0
1001182	78283760	54	54	7	226499116	0	0
1001183	78283760	55	55	7	226499117	0	0
1001184	78283760	56	56	7	226499118	0	0
1001185	78283760	57	57	7	226499119	0	0
1001186	78283760	58	58	7	226499120	0	0
1001187	78283760	59	59	7	226499121	0	0
1001188	78283760	60	60	7	226499122	0	0
1001189	78283760	61	61	7	226499123	0	0
1001190	78283760	62	62	7	226499124	0	0
1001191	78283760	63	63	7	226499125	0	0
1001192	78283760	64	64	7	226499126	0	0
1001193	78283760	65	65	7	226499127	0	0
1001194	78283760	66	66	7	226499128	0	0
1001195	78283760	67	67	7	226499129	0	0
1001196	78283760	68	68	7	226499130	0	0
1001197	78283760	69	69	7	226499131	0	0
1001198	78283760	70	70	7	226499132	0	0
1001199	78283760	71	71	7	226499133	0	0
1001200	78283760	72	72	7	226499134	0	0
1001201	78283760	73	73	7	226499135	0	0
1001202	78283760	74	74	7	226499136	0	0
1001203	78283760	75	75	7	226499137	0	0
1001204	78283760	76	76	7	226499138	0	0
1001205	78283760	77	77	7	226499139	0	0
1001206	78283760	78	78	7	226499140	0	0
1001207	78283760	79	79	7	226499141	0	0
1001208	78283760	80	80	7	226499142	0	0
1001209	78283760	81	81	7	226499143	0	0
1001210	78283760	82	82	7	226499144	0	0
1001211	78283760	83	83	7	226499145	0	0
1001212	78283760	84	84	7	226499146	0	0
1001213	78283760	85	85	7	226499147	0	0
1001214	78283760	86	86	7	226499148	0	0
1001215	78283760	87	87	7	226499149	0	0
1001216	78283760	88	88	7	226499150	0	0
1001217	78283760	89	89	7	226499151	0	0
1001218	78283760	90	90	7	226499152	0	0
1001219	78283760	91	91	7	226499153	0	0
1001220	78283760	92	92	7	226499154	0	0
1001221	78283760	93	93	7	226499155	0	0
1001222	78283760	94	94	7	226499156	0	0
1001223	78283761	1	1	7	226498969	0	0
1001224	78283761	2	2	7	226498970	0	0
1001225	78283761	3	3	7	226498971	0	0
1001226	78283761	4	4	7	226498972	0	0
1001227	78283761	5	5	7	226498973	0	0
1001228	78283761	6	6	7	226498974	0	0
1001229	78283761	7	7	7	226498975	0	0
1001230	78283761	8	8	7	226498976	0	0
1001231	78283761	9	9	7	226498977	0	0
1001232	78283761	10	10	7	226498978	0	0
1001233	78283761	11	11	7	226498979	0	0
1001234	78283761	12	12	7	226498980	0	0
1001235	78283761	13	13	7	226498981	0	0
1001236	78283761	14	14	7	226498982	0	0
1001237	78283761	15	15	7	226498983	0	0
1001238	78283761	16	16	7	226498984	0	0
1001239	78283761	17	17	7	226498985	0	0
1001240	78283761	18	18	7	226498986	0	0
1001241	78283761	19	19	7	226498987	0	0
1001242	78283761	20	20	7	226498988	0	0
1001243	78283761	21	21	7	226498989	0	0
1001244	78283761	22	22	7	226498990	0	0
1001245	78283761	23	23	7	226498991	0	0
1001246	78283761	24	24	7	226498992	0	0
1001247	78283761	25	25	7	226498993	0	0
1001248	78283761	26	26	7	226498994	0	0
1001249	78283761	27	27	7	226498995	0	0
1001250	78283761	28	28	7	226498996	0	0
1001251	78283761	29	29	7	226498997	0	0
1001252	78283761	30	30	7	226498998	0	0
1001253	78283761	31	31	7	226498999	0	0
1001254	78283761	32	32	7	226499000	0	0
1001255	78283761	33	33	7	226499001	0	0
1001256	78283761	34	34	7	226499002	0	0
1001257	78283761	35	35	7	226499003	0	0
1001258	78283761	36	36	7	226499004	0	0
1001259	78283761	37	37	7	226499005	0	0
1001260	78283761	38	38	7	226499006	0	0
1001261	78283761	39	39	7	226499007	0	0
1001262	78283761	40	40	7	226499008	0	0
1001263	78283761	41	41	7	226499009	0	0
1001264	78283761	42	42	7	226499010	0	0
1001265	78283761	43	43	7	226499011	0	0
1001266	78283761	44	44	7	226499012	0	0
1001267	78283761	45	45	7	226499013	0	0
1001268	78283761	46	46	7	226499014	0	0
1001269	78283761	47	47	7	226499015	0	0
1001270	78283761	48	48	7	226499016	0	0
1001271	78283761	49	49	7	226499017	0	0
1001272	78283761	50	50	7	226499018	0	0
1001273	78283761	51	51	7	226499019	0	0
1001274	78283761	52	52	7	226499020	0	0
1001275	78283761	53	53	7	226499021	0	0
1001276	78283761	54	54	7	226499022	0	0
1001277	78283761	55	55	7	226499023	0	0
1001278	78283761	56	56	7	226499024	0	0
1001279	78283761	57	57	7	226499025	0	0
1001280	78283761	58	58	7	226499026	0	0
1001281	78283761	59	59	7	226499027	0	0
1001282	78283761	60	60	7	226499028	0	0
1001283	78283761	61	61	7	226499029	0	0
1001284	78283761	62	62	7	226499030	0	0
1001285	78283761	63	63	7	226499031	0	0
1001286	78283761	64	64	7	226499032	0	0
1001287	78283761	65	65	7	226499033	0	0
1001288	78283761	66	66	7	226499034	0	0
1001289	78283761	67	67	7	226499035	0	0
1001290	78283761	68	68	7	226499036	0	0
1001291	78283761	69	69	7	226499037	0	0
1001292	78283761	70	70	7	226499038	0	0
1001293	78283761	71	71	7	226499039	0	0
1001294	78283761	72	72	7	226499040	0	0
1001295	78283761	73	73	7	226499041	0	0
1001296	78283761	74	74	7	226499042	0	0
1001297	78283761	75	75	7	226499043	0	0
1001298	78283761	76	76	7	226499044	0	0
1001299	78283761	77	77	7	226499045	0	0
1001300	78283761	78	78	7	226499046	0	0
1001301	78283761	79	79	7	226499047	0	0
1001302	78283761	80	80	7	226499048	0	0
1001303	78283761	81	81	7	226499049	0	0
1001304	78283761	82	82	7	226499050	0	0
1001305	78283761	83	83	7	226499051	0	0
1001306	78283761	84	84	7	226499052	0	0
1001307	78283761	85	85	7	226499053	0	0
1001308	78283761	86	86	7	226499054	0	0
1001309	78283761	87	87	7	226499055	0	0
1001310	78283761	88	88	7	226499056	0	0
1001311	78283761	89	89	7	226499057	0	0
1001312	78283761	90	90	7	226499058	0	0
1001313	78283761	91	91	7	226499059	0	0
1001314	78283761	92	92	7	226499060	0	0
1001315	78283761	93	93	7	226499061	0	0
1001316	78283761	94	94	7	226499062	0	0
1001317	78283760	1	1	8	226499251	0	0
1001318	78283760	2	2	8	226499252	0	0
1001319	78283760	3	3	8	226499253	0	0
1001320	78283760	4	4	8	226499254	0	0
1001321	78283760	5	5	8	226499255	0	0
1001322	78283760	6	6	8	226499256	0	0
1001323	78283760	7	7	8	226499257	0	0
1001324	78283760	8	8	8	226499258	0	0
1001325	78283760	9	9	8	226499259	0	0
1001326	78283760	10	10	8	226499260	0	0
1001327	78283760	11	11	8	226499261	0	0
1001328	78283760	12	12	8	226499262	0	0
1001329	78283760	13	13	8	226499263	0	0
1001330	78283760	14	14	8	226499264	0	0
1001331	78283760	15	15	8	226499265	0	0
1001332	78283760	16	16	8	226499266	0	0
1001333	78283760	17	17	8	226499267	0	0
1001334	78283760	18	18	8	226499268	0	0
1001335	78283760	19	19	8	226499269	0	0
1001336	78283760	20	20	8	226499270	0	0
1001337	78283760	21	21	8	226499271	0	0
1001338	78283760	22	22	8	226499272	0	0
1001339	78283760	23	23	8	226499273	0	0
1001340	78283760	24	24	8	226499274	0	0
1001341	78283760	25	25	8	226499275	0	0
1001342	78283760	26	26	8	226499276	0	0
1001343	78283760	27	27	8	226499277	0	0
1001344	78283760	28	28	8	226499278	0	0
1001345	78283760	29	29	8	226499279	0	0
1001346	78283760	30	30	8	226499280	0	0
1001347	78283760	31	31	8	226499281	0	0
1001348	78283760	32	32	8	226499282	0	0
1001349	78283760	33	33	8	226499283	0	0
1001350	78283760	34	34	8	226499284	0	0
1001351	78283760	35	35	8	226499285	0	0
1001352	78283760	36	36	8	226499286	0	0
1001353	78283760	37	37	8	226499287	0	0
1001354	78283760	38	38	8	226499288	0	0
1001355	78283760	39	39	8	226499289	0	0
1001356	78283760	40	40	8	226499290	0	0
1001357	78283760	41	41	8	226499291	0	0
1001358	78283760	42	42	8	226499292	0	0
1001359	78283760	43	43	8	226499293	0	0
1001360	78283760	44	44	8	226499294	0	0
1001361	78283760	45	45	8	226499295	0	0
1001362	78283760	46	46	8	226499296	0	0
1001363	78283760	47	47	8	226499297	0	0
1001364	78283760	48	48	8	226499298	0	0
1001365	78283760	49	49	8	226499299	0	0
1001366	78283760	50	50	8	226499300	0	0
1001367	78283760	51	51	8	226499301	0	0
1001368	78283760	52	52	8	226499302	0	0
1001369	78283760	53	53	8	226499303	0	0
1001370	78283760	54	54	8	226499304	0	0
1001371	78283760	55	55	8	226499305	0	0
1001372	78283760	56	56	8	226499306	0	0
1001373	78283760	57	57	8	226499307	0	0
1001374	78283760	58	58	8	226499308	0	0
1001375	78283760	59	59	8	226499309	0	0
1001376	78283760	60	60	8	226499310	0	0
1001377	78283760	61	61	8	226499311	0	0
1001378	78283760	62	62	8	226499312	0	0
1001379	78283760	63	63	8	226499313	0	0
1001380	78283760	64	64	8	226499314	0	0
1001381	78283760	65	65	8	226499315	0	0
1001382	78283760	66	66	8	226499316	0	0
1001383	78283760	67	67	8	226499317	0	0
1001384	78283760	68	68	8	226499318	0	0
1001385	78283760	69	69	8	226499319	0	0
1001386	78283760	70	70	8	226499320	0	0
1001387	78283760	71	71	8	226499321	0	0
1001388	78283760	72	72	8	226499322	0	0
1001389	78283760	73	73	8	226499323	0	0
1001390	78283760	74	74	8	226499324	0	0
1001391	78283760	75	75	8	226499325	0	0
1001392	78283760	76	76	8	226499326	0	0
1001393	78283760	77	77	8	226499327	0	0
1001394	78283760	78	78	8	226499328	0	0
1001395	78283760	79	79	8	226499329	0	0
1001396	78283760	80	80	8	226499330	0	0
1001397	78283760	81	81	8	226499331	0	0
1001398	78283760	82	82	8	226499332	0	0
1001399	78283760	83	83	8	226499333	0	0
1001400	78283760	84	84	8	226499334	0	0
1001401	78283760	85	85	8	226499335	0	0
1001402	78283760	86	86	8	226499336	0	0
1001403	78283760	87	87	8	226499337	0	0
1001404	78283760	88	88	8	226499338	0	0
1001405	78283760	89	89	8	226499339	0	0
1001406	78283760	90	90	8	226499340	0	0
1001407	78283760	91	91	8	226499341	0	0
1001408	78283760	92	92	8	226499342	0	0
1001409	78283760	93	93	8	226499343	0	0
1001410	78283760	94	94	8	226499344	0	0
1001411	78283761	1	1	8	226499157	0	0
1001412	78283761	2	2	8	226499158	0	0
1001413	78283761	3	3	8	226499159	0	0
1001414	78283761	4	4	8	226499160	0	0
1001415	78283761	5	5	8	226499161	0	0
1001416	78283761	6	6	8	226499162	0	0
1001417	78283761	7	7	8	226499163	0	0
1001418	78283761	8	8	8	226499164	0	0
1001419	78283761	9	9	8	226499165	0	0
1001420	78283761	10	10	8	226499166	0	0
1001421	78283761	11	11	8	226499167	0	0
1001422	78283761	12	12	8	226499168	0	0
1001423	78283761	13	13	8	226499169	0	0
1001424	78283761	14	14	8	226499170	0	0
1001425	78283761	15	15	8	226499171	0	0
1001426	78283761	16	16	8	226499172	0	0
1001427	78283761	17	17	8	226499173	0	0
1001428	78283761	18	18	8	226499174	0	0
1001429	78283761	19	19	8	226499175	0	0
1001430	78283761	20	20	8	226499176	0	0
1001431	78283761	21	21	8	226499177	0	0
1001432	78283761	22	22	8	226499178	0	0
1001433	78283761	23	23	8	226499179	0	0
1001434	78283761	24	24	8	226499180	0	0
1001435	78283761	25	25	8	226499181	0	0
1001436	78283761	26	26	8	226499182	0	0
1001437	78283761	27	27	8	226499183	0	0
1001438	78283761	28	28	8	226499184	0	0
1001439	78283761	29	29	8	226499185	0	0
1001440	78283761	30	30	8	226499186	0	0
1001441	78283761	31	31	8	226499187	0	0
1001442	78283761	32	32	8	226499188	0	0
1001443	78283761	33	33	8	226499189	0	0
1001444	78283761	34	34	8	226499190	0	0
1001445	78283761	35	35	8	226499191	0	0
1001446	78283761	36	36	8	226499192	0	0
1001447	78283761	37	37	8	226499193	0	0
1001448	78283761	38	38	8	226499194	0	0
1001449	78283761	39	39	8	226499195	0	0
1001450	78283761	40	40	8	226499196	0	0
1001451	78283761	41	41	8	226499197	0	0
1001452	78283761	42	42	8	226499198	0	0
1001453	78283761	43	43	8	226499199	0	0
1001454	78283761	44	44	8	226499200	0	0
1001455	78283761	45	45	8	226499201	0	0
1001456	78283761	46	46	8	226499202	0	0
1001457	78283761	47	47	8	226499203	0	0
1001458	78283761	48	48	8	226499204	0	0
1001459	78283761	49	49	8	226499205	0	0
1001460	78283761	50	50	8	226499206	0	0
1001461	78283761	51	51	8	226499207	0	0
1001462	78283761	52	52	8	226499208	0	0
1001463	78283761	53	53	8	226499209	0	0
1001464	78283761	54	54	8	226499210	0	0
1001465	78283761	55	55	8	226499211	0	0
1001466	78283761	56	56	8	226499212	0	0
1001467	78283761	57	57	8	226499213	0	0
1001468	78283761	58	58	8	226499214	0	0
1001469	78283761	59	59	8	226499215	0	0
1001470	78283761	60	60	8	226499216	0	0
1001471	78283761	61	61	8	226499217	0	0
1001472	78283761	62	62	8	226499218	0	0
1001473	78283761	63	63	8	226499219	0	0
1001474	78283761	64	64	8	226499220	0	0
1001475	78283761	65	65	8	226499221	0	0
1001476	78283761	66	66	8	226499222	0	0
1001477	78283761	67	67	8	226499223	0	0
1001478	78283761	68	68	8	226499224	0	0
1001479	78283761	69	69	8	226499225	0	0
1001480	78283761	70	70	8	226499226	0	0
1001481	78283761	71	71	8	226499227	0	0
1001482	78283761	72	72	8	226499228	0	0
1001483	78283761	73	73	8	226499229	0	0
1001484	78283761	74	74	8	226499230	0	0
1001485	78283761	75	75	8	226499231	0	0
1001486	78283761	76	76	8	226499232	0	0
1001487	78283761	77	77	8	226499233	0	0
1001488	78283761	78	78	8	226499234	0	0
1001489	78283761	79	79	8	226499235	0	0
1001490	78283761	80	80	8	226499236	0	0
1001491	78283761	81	81	8	226499237	0	0
1001492	78283761	82	82	8	226499238	0	0
1001493	78283761	83	83	8	226499239	0	0
1001494	78283761	84	84	8	226499240	0	0
1001495	78283761	85	85	8	226499241	0	0
1001496	78283761	86	86	8	226499242	0	0
1001497	78283761	87	87	8	226499243	0	0
1001498	78283761	88	88	8	226499244	0	0
1001499	78283761	89	89	8	226499245	0	0
1001500	78283761	90	90	8	226499246	0	0
1001501	78283761	91	91	8	226499247	0	0
1001502	78283761	92	92	8	226499248	0	0
1001503	78283761	93	93	8	226499249	0	0
1001504	78283761	94	94	8	226499250	0	0
1001505	78283760	1	1	9	226499439	0	0
1001506	78283760	2	2	9	226499440	0	0
1001507	78283760	3	3	9	226499441	0	0
1001508	78283760	4	4	9	226499442	0	0
1001509	78283760	5	5	9	226499443	0	0
1001510	78283760	6	6	9	226499444	0	0
1001511	78283760	7	7	9	226499445	0	0
1001512	78283760	8	8	9	226499446	0	0
1001513	78283760	9	9	9	226499447	0	0
1001514	78283760	10	10	9	226499448	0	0
1001515	78283760	11	11	9	226499449	0	0
1001516	78283760	12	12	9	226499450	0	0
1001517	78283760	13	13	9	226499451	0	0
1001518	78283760	14	14	9	226499452	0	0
1001519	78283760	15	15	9	226499453	0	0
1001520	78283760	16	16	9	226499454	0	0
1001521	78283760	17	17	9	226499455	0	0
1001522	78283760	18	18	9	226499456	0	0
1001523	78283760	19	19	9	226499457	0	0
1001524	78283760	20	20	9	226499458	0	0
1001525	78283760	21	21	9	226499459	0	0
1001526	78283760	22	22	9	226499460	0	0
1001527	78283760	23	23	9	226499461	0	0
1001528	78283760	24	24	9	226499462	0	0
1001529	78283760	25	25	9	226499463	0	0
1001530	78283760	26	26	9	226499464	0	0
1001531	78283760	27	27	9	226499465	0	0
1001532	78283760	28	28	9	226499466	0	0
1001533	78283760	29	29	9	226499467	0	0
1001534	78283760	30	30	9	226499468	0	0
1001535	78283760	31	31	9	226499469	0	0
1001536	78283760	32	32	9	226499470	0	0
1001537	78283760	33	33	9	226499471	0	0
1001538	78283760	34	34	9	226499472	0	0
1001539	78283760	35	35	9	226499473	0	0
1001540	78283760	36	36	9	226499474	0	0
1001541	78283760	37	37	9	226499475	0	0
1001542	78283760	38	38	9	226499476	0	0
1001543	78283760	39	39	9	226499477	0	0
1001544	78283760	40	40	9	226499478	0	0
1001545	78283760	41	41	9	226499479	0	0
1001546	78283760	42	42	9	226499480	0	0
1001547	78283760	43	43	9	226499481	0	0
1001548	78283760	44	44	9	226499482	0	0
1001549	78283760	45	45	9	226499483	0	0
1001550	78283760	46	46	9	226499484	0	0
1001551	78283760	47	47	9	226499485	0	0
1001552	78283760	48	48	9	226499486	0	0
1001553	78283760	49	49	9	226499487	0	0
1001554	78283760	50	50	9	226499488	0	0
1001555	78283760	51	51	9	226499489	0	0
1001556	78283760	52	52	9	226499490	0	0
1001557	78283760	53	53	9	226499491	0	0
1001558	78283760	54	54	9	226499492	0	0
1001559	78283760	55	55	9	226499493	0	0
1001560	78283760	56	56	9	226499494	0	0
1001561	78283760	57	57	9	226499495	0	0
1001562	78283760	58	58	9	226499496	0	0
1001563	78283760	59	59	9	226499497	0	0
1001564	78283760	60	60	9	226499498	0	0
1001565	78283760	61	61	9	226499499	0	0
1001566	78283760	62	62	9	226499500	0	0
1001567	78283760	63	63	9	226499501	0	0
1001568	78283760	64	64	9	226499502	0	0
1001569	78283760	65	65	9	226499503	0	0
1001570	78283760	66	66	9	226499504	0	0
1001571	78283760	67	67	9	226499505	0	0
1001572	78283760	68	68	9	226499506	0	0
1001573	78283760	69	69	9	226499507	0	0
1001574	78283760	70	70	9	226499508	0	0
1001575	78283760	71	71	9	226499509	0	0
1001576	78283760	72	72	9	226499510	0	0
1001577	78283760	73	73	9	226499511	0	0
1001578	78283760	74	74	9	226499512	0	0
1001579	78283760	75	75	9	226499513	0	0
1001580	78283760	76	76	9	226499514	0	0
1001581	78283760	77	77	9	226499515	0	0
1001582	78283760	78	78	9	226499516	0	0
1001583	78283760	79	79	9	226499517	0	0
1001584	78283760	80	80	9	226499518	0	0
1001585	78283760	81	81	9	226499519	0	0
1001586	78283760	82	82	9	226499520	0	0
1001587	78283760	83	83	9	226499521	0	0
1001588	78283760	84	84	9	226499522	0	0
1001589	78283760	85	85	9	226499523	0	0
1001590	78283760	86	86	9	226499524	0	0
1001591	78283760	87	87	9	226499525	0	0
1001592	78283760	88	88	9	226499526	0	0
1001593	78283760	89	89	9	226499527	0	0
1001594	78283760	90	90	9	226499528	0	0
1001595	78283760	91	91	9	226499529	0	0
1001596	78283760	92	92	9	226499530	0	0
1001597	78283760	93	93	9	226499531	0	0
1001598	78283760	94	94	9	226499532	0	0
1001599	78283761	1	1	9	226499345	0	0
1001600	78283761	2	2	9	226499346	0	0
1001601	78283761	3	3	9	226499347	0	0
1001602	78283761	4	4	9	226499348	0	0
1001603	78283761	5	5	9	226499349	0	0
1001604	78283761	6	6	9	226499350	0	0
1001605	78283761	7	7	9	226499351	0	0
1001606	78283761	8	8	9	226499352	0	0
1001607	78283761	9	9	9	226499353	0	0
1001608	78283761	10	10	9	226499354	0	0
1001609	78283761	11	11	9	226499355	0	0
1001610	78283761	12	12	9	226499356	0	0
1001611	78283761	13	13	9	226499357	0	0
1001612	78283761	14	14	9	226499358	0	0
1001613	78283761	15	15	9	226499359	0	0
1001614	78283761	16	16	9	226499360	0	0
1001615	78283761	17	17	9	226499361	0	0
1001616	78283761	18	18	9	226499362	0	0
1001617	78283761	19	19	9	226499363	0	0
1001618	78283761	20	20	9	226499364	0	0
1001619	78283761	21	21	9	226499365	0	0
1001620	78283761	22	22	9	226499366	0	0
1001621	78283761	23	23	9	226499367	0	0
1001622	78283761	24	24	9	226499368	0	0
1001623	78283761	25	25	9	226499369	0	0
1001624	78283761	26	26	9	226499370	0	0
1001625	78283761	27	27	9	226499371	0	0
1001626	78283761	28	28	9	226499372	0	0
1001627	78283761	29	29	9	226499373	0	0
1001628	78283761	30	30	9	226499374	0	0
1001629	78283761	31	31	9	226499375	0	0
1001630	78283761	32	32	9	226499376	0	0
1001631	78283761	33	33	9	226499377	0	0
1001632	78283761	34	34	9	226499378	0	0
1001633	78283761	35	35	9	226499379	0	0
1001634	78283761	36	36	9	226499380	0	0
1001635	78283761	37	37	9	226499381	0	0
1001636	78283761	38	38	9	226499382	0	0
1001637	78283761	39	39	9	226499383	0	0
1001638	78283761	40	40	9	226499384	0	0
1001639	78283761	41	41	9	226499385	0	0
1001640	78283761	42	42	9	226499386	0	0
1001641	78283761	43	43	9	226499387	0	0
1001642	78283761	44	44	9	226499388	0	0
1001643	78283761	45	45	9	226499389	0	0
1001644	78283761	46	46	9	226499390	0	0
1001645	78283761	47	47	9	226499391	0	0
1001646	78283761	48	48	9	226499392	0	0
1001647	78283761	49	49	9	226499393	0	0
1001648	78283761	50	50	9	226499394	0	0
1001649	78283761	51	51	9	226499395	0	0
1001650	78283761	52	52	9	226499396	0	0
1001651	78283761	53	53	9	226499397	0	0
1001652	78283761	54	54	9	226499398	0	0
1001653	78283761	55	55	9	226499399	0	0
1001654	78283761	56	56	9	226499400	0	0
1001655	78283761	57	57	9	226499401	0	0
1001656	78283761	58	58	9	226499402	0	0
1001657	78283761	59	59	9	226499403	0	0
1001658	78283761	60	60	9	226499404	0	0
1001659	78283761	61	61	9	226499405	0	0
1001660	78283761	62	62	9	226499406	0	0
1001661	78283761	63	63	9	226499407	0	0
1001662	78283761	64	64	9	226499408	0	0
1001663	78283761	65	65	9	226499409	0	0
1001664	78283761	66	66	9	226499410	0	0
1001665	78283761	67	67	9	226499411	0	0
1001666	78283761	68	68	9	226499412	0	0
1001667	78283761	69	69	9	226499413	0	0
1001668	78283761	70	70	9	226499414	0	0
1001669	78283761	71	71	9	226499415	0	0
1001670	78283761	72	72	9	226499416	0	0
1001671	78283761	73	73	9	226499417	0	0
1001672	78283761	74	74	9	226499418	0	0
1001673	78283761	75	75	9	226499419	0	0
1001674	78283761	76	76	9	226499420	0	0
1001675	78283761	77	77	9	226499421	0	0
1001676	78283761	78	78	9	226499422	0	0
1001677	78283761	79	79	9	226499423	0	0
1001678	78283761	80	80	9	226499424	0	0
1001679	78283761	81	81	9	226499425	0	0
1001680	78283761	82	82	9	226499426	0	0
1001681	78283761	83	83	9	226499427	0	0
1001682	78283761	84	84	9	226499428	0	0
1001683	78283761	85	85	9	226499429	0	0
1001684	78283761	86	86	9	226499430	0	0
1001685	78283761	87	87	9	226499431	0	0
1001686	78283761	88	88	9	226499432	0	0
1001687	78283761	89	89	9	226499433	0	0
1001688	78283761	90	90	9	226499434	0	0
1001689	78283761	91	91	9	226499435	0	0
1001690	78283761	92	92	9	226499436	0	0
1001691	78283761	93	93	9	226499437	0	0
1001692	78283761	94	94	9	226499438	0	0
1001693	78283762	1	1	1	226497863	0	0
1001694	78283762	2	2	1	226497864	0	0
1001695	78283762	3	3	1	226497865	0	0
1001696	78283762	4	4	1	226497866	0	0
1001697	78283762	5	5	1	226497867	0	0
1001698	78283762	6	6	1	226497868	0	0
1001699	78283762	7	7	1	226497869	0	0
1001700	78283762	8	8	1	226497870	0	0
1001701	78283762	9	9	1	226497871	0	0
1001702	78283762	10	10	1	226497872	0	0
1001703	78283762	11	11	1	226497873	0	0
1001704	78283762	12	12	1	226497874	0	0
1001705	78283762	13	13	1	226497875	0	0
1001706	78283762	14	14	1	226497876	0	0
1001707	78283762	15	15	1	226497877	0	0
1001708	78283762	16	16	1	226497878	0	0
1001709	78283762	17	17	1	226497879	0	0
1001710	78283762	18	18	1	226497880	0	0
1001711	78283762	19	19	1	226497881	0	0
1001712	78283762	20	20	1	226497882	0	0
1001713	78283762	21	21	1	226497883	0	0
1001714	78283762	22	22	1	226497884	0	0
1001715	78283762	23	23	1	226497885	0	0
1001716	78283762	24	24	1	226497886	0	0
1001717	78283762	25	25	1	226497887	0	0
1001718	78283762	26	26	1	226497888	0	0
1001719	78283762	27	27	1	226497889	0	0
1001720	78283762	28	28	1	226497890	0	0
1001721	78283762	29	29	1	226497891	0	0
1001722	78283762	30	30	1	226497892	0	0
1001723	78283762	31	31	1	226497893	0	0
1001724	78283762	32	32	1	226497894	0	0
1001725	78283762	33	33	1	226497895	0	0
1001726	78283762	34	34	1	226497896	0	0
1001727	78283762	35	35	1	226497897	0	0
1001728	78283762	36	36	1	226497898	0	0
1001729	78283762	37	37	1	226497899	0	0
1001730	78283762	38	38	1	226497900	0	0
1001731	78283762	39	39	1	226497901	0	0
1001732	78283762	40	40	1	226497902	0	0
1001733	78283762	41	41	1	226497903	0	0
1001734	78283762	42	42	1	226497904	0	0
1001735	78283762	43	43	1	226497905	0	0
1001736	78283762	44	44	1	226497906	0	0
1001737	78283762	45	45	1	226497907	0	0
1001738	78283762	46	46	1	226497908	0	0
1001739	78283762	47	47	1	226497909	0	0
1001740	78283762	48	48	1	226497910	0	0
1001741	78283762	49	49	1	226497911	0	0
1001742	78283762	50	50	1	226497912	0	0
1001743	78283762	51	51	1	226497913	0	0
1001744	78283762	52	52	1	226497914	0	0
1001745	78283762	53	53	1	226497915	0	0
1001746	78283762	54	54	1	226497916	0	0
1001747	78283762	55	55	1	226497917	0	0
1001748	78283762	56	56	1	226497918	0	0
1001749	78283762	57	57	1	226497919	0	0
1001750	78283762	58	58	1	226497920	0	0
1001751	78283762	59	59	1	226497921	0	0
1001752	78283762	60	60	1	226497922	0	0
1001753	78283762	61	61	1	226497923	0	0
1001754	78283762	62	62	1	226497924	0	0
1001755	78283762	63	63	1	226497925	0	0
1001756	78283762	64	64	1	226497926	0	0
1001757	78283762	65	65	1	226497927	0	0
1001758	78283762	66	66	1	226497928	0	0
1001759	78283762	67	67	1	226497929	0	0
1001760	78283762	68	68	1	226497930	0	0
1001761	78283762	69	69	1	226497931	0	0
1001762	78283762	70	70	1	226497932	0	0
1001763	78283762	71	71	1	226497933	0	0
1001764	78283762	72	72	1	226497934	0	0
1001765	78283762	73	73	1	226497935	0	0
1001766	78283762	74	74	1	226497936	0	0
1001767	78283762	75	75	1	226497937	0	0
1001768	78283762	76	76	1	226497938	0	0
1001769	78283762	77	77	1	226497939	0	0
1001770	78283762	78	78	1	226497940	0	0
1001771	78283762	79	79	1	226497941	0	0
1001772	78283762	80	80	1	226497942	0	0
1001773	78283762	81	81	1	226497943	0	0
1001774	78283762	82	82	1	226497944	0	0
1001775	78283762	83	83	1	226497945	0	0
1001776	78283762	84	84	1	226497946	0	0
1001777	78283762	85	85	1	226497947	0	0
1001778	78283762	86	86	1	226497948	0	0
1001779	78283762	87	87	1	226497949	0	0
1001780	78283762	88	88	1	226497950	0	0
1001781	78283762	89	89	1	226497951	0	0
1001782	78283762	90	90	1	226497952	0	0
1001783	78283762	91	91	1	226497953	0	0
1001784	78283762	92	92	1	226497954	0	0
1001785	78283762	93	93	1	226497955	0	0
1001786	78283762	94	94	1	226497956	0	0
1001787	78283763	1	1	1	226497769	0	0
1001788	78283763	2	2	1	226497770	0	0
1001789	78283763	3	3	1	226497771	0	0
1001790	78283763	4	4	1	226497772	0	0
1001791	78283763	5	5	1	226497773	0	0
1001792	78283763	6	6	1	226497774	0	0
1001793	78283763	7	7	1	226497775	0	0
1001794	78283763	8	8	1	226497776	0	0
1001795	78283763	9	9	1	226497777	0	0
1001796	78283763	10	10	1	226497778	0	0
1001797	78283763	11	11	1	226497779	0	0
1001798	78283763	12	12	1	226497780	0	0
1001799	78283763	13	13	1	226497781	0	0
1001800	78283763	14	14	1	226497782	0	0
1001801	78283763	15	15	1	226497783	0	0
1001802	78283763	16	16	1	226497784	0	0
1001803	78283763	17	17	1	226497785	0	0
1001804	78283763	18	18	1	226497786	0	0
1001805	78283763	19	19	1	226497787	0	0
1001806	78283763	20	20	1	226497788	0	0
