ROWID	_StaticName|TEXT	_Class|INTEGER	_SkinName|INTEGER	_AniName|INTEGER	_ActName|INTEGER	_CamName|INTEGER	_Press|INTEGER	_SizeParam1|INTEGER	_SizeParam2|INTEGER	_Material|INTEGER	_Weight|DOUBLE	_Height|INTEGER	_RotationAngleSpeed|DOUBLE	_PressLevel|INTEGER	_TwoPassAlpha|BOOLEAN	_RandomFrameSummon|BOOLEAN	_throughpass|BOOLEAN	_ContentsID|TEXT
1855	Npc_hero_Rabbit	100	60263	60267	60264	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1856	Npc_BleedPhantom	100	60578	60577	60576	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1857	Npc_Kusanagi	100	61091	61089	61088	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1858	Npc_HongRyun_guard_black	100	57949	37629	61700	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1859	Npc_trader_jangpo	100	62558	61396	62563	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1860		10	0	0	0	0	0	0	0	0	1.0	100	720.0	0	true	true	false	
1861	Npc_wandering_merchant	100	60688	60689	60686	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1862	Npc_GustDragon_basilisk	100	60700	60697	60694	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1863	Npc_Hwaran	100	61236	61238	61237	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1864	Npc_Garden_Maid	100	61240	61383	61384	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1865	Npc_Wolf_Jade	100	61347	61346	61345	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1866	Npc_Gust_Dragon	100	61108	61109	61107	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1867	Npc_Gust_Dragon_fiy	100	61350	61109	61107	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1868	Npc_seokyung	100	61395	61396	61398	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1869	NPC_Hongryun_Rubinat	100	61554	61555	61553	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1870	NPC_25_Dark_Rubinat	100	44820	35443	61727	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1871	AOD_Msoldier_Sword	100	39636	39635	39634	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1872	NPC_Aod_commander	100	38901	38902	38903	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1873	Npc_Kanna	100	63254	63255	63256	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1874	Npc_Blue_Raven_Man_Sick_01	100	63325	61396	61398	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1875	Npc_Blue_Raven_Man_Sick_02	100	63327	61396	61398	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1876	Npc_Blue_Raven_Man_Sick_03	100	63329	61396	61398	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1877	Npc_Blue_Raven_Man_Sick_04	100	63331	61396	61398	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1878	Npc_Kali	100	63347	63359	63358	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1879	Npc_Wisp_A	100	2337	2776	63536	0	0	50	0	0	1.0	100	720.0	1	true	true	false	
1880	Npc_Blue_Raven_Man_B	100	63538	61396	61398	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1881	Npc_Blue_Raven_Man_C	100	62558	61396	61398	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1882	Npc_Blue_Raven_Woman_A	100	63758	61383	63752	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1883	Npc_RLPTeaCupA	100	63757	63754	63753	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1884	Npc_Salica_Child	100	65848	31813	50694	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1885	Npc_Ain_Z	100	65847	31408	31407	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1886	Npc_Ain_Dead	100	65847	31408	31542	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1887	Npc_FM_Man_Merca	100	63920	50727	63921	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1888	Npc_Knoll_Desert	100	19079	2801	20696	3346	0	30	0	0	1.1	100	720.0	0	true	true	false	
1889	Npc_Kali_Event	100	63347	52996	52995	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1890	Assassin_Ren	100	25373	25382	63927	25269	0	30	0	0	1.1	100	720.0	0	true	true	false	
1891	Npc_Machina	100	64503	64731	64732	0	0	30	0	0	1.1	100	720.0	0	true	true	false	
1892	Npc_Velskud_Silver_cutscene	100	55025	2762	3113	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1893	Npc_Vandar	100	64778	64776	64777	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1894	Npc_Fox_Treasure	100	65210	65209	65208	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1895	Npc_Hwaran_sit	100	61236	61238	65720	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1896	Npc_Woman_Old	100	65730	61383	65734	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1897	Npc_Woman_Old_Mistland	100	65722	61383	65734	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1898	Npc_Blue_Raven_Woman_A_stand	100	63758	61383	65734	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1899	Npc_Blue_Raven_Woman_B_stand	100	61240	61383	65734	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1900	Npc_wangpung	100	64309	40657	64312	0	0	80	0	1	7.0	100	360.0	10	true	true	false	
1901	Npc_HongRyun_Soilder_Palace	100	56955	2644	65999	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1902	Npc_HongRyun_knight_death	100	57812	34178	57319	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1903	Npc_Prop_CrowTerritoryJewel	100	66021	66020	66019	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1904	Npc_HolyGrail	100	66072	66074	66073	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1905	Npc_HolyGrailkey	100	66075	66074	66073	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1906	Npc_Vandar_sick	100	64778	64776	66092	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1907	NPC_9910_Boss_dead	100	66289	66287	66286	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1908	NPC_Hongryun_Rubinat_wing	100	44820	35443	66340	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1909	NPC_Grele_Child_movie	100	66922	66951	66950	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1910	Npc_Sylviana	100	67247	67248	67246	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1911	Npc_Quanos	100	67245	67250	67249	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1912	Npc_Hiver_child	100	43219	43265	43264	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1913	NPC_Frozen_Dragon	100	68616	68615	68614	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
1914	Npc_HolyGrail_Combine	100	68945	68947	68946	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
2001	X_Pet_Squirrel	10	2336	2775	3128	0	0	30	0	0	1.2	100	720.0	0	true	true	false	
5001	Cleric_RelicOfLightning	10	14740	2776	3129	0	0	30	0	2	0.0	100	0.0	9	true	true	false	
5002	Cleric_RelicOfHeal	10	14740	2776	3130	0	0	30	0	2	0.0	100	0.0	9	true	true	false	
5003	Cleric_RelicOfCure	10	14740	2776	3131	0	0	30	0	2	0.0	100	0.0	9	true	true	false	
5004	Cleric_RelicOfHold	10	14740	2776	3132	0	0	30	0	2	0.0	100	0.0	9	true	true	false	
5005	Cleric_RelicOfObstruction	10	14740	2776	3133	0	0	30	0	2	0.0	100	0.0	9	true	true	false	
5006	Cleric_RelicOfMiraClerice	10	14740	2776	3134	0	0	30	0	2	0.0	100	0.0	9	true	true	false	
5007	Cylopse_RelicOfBuff	10	14740	2776	3135	0	0	30	0	2	0.0	100	0.0	10	true	true	false	
5008	Cylopse_RelicOfChargeBolt	10	14740	2776	3136	0	0	30	0	2	0.0	100	0.0	10	true	true	false	
5009	MinotaurosCow	10	2338	2777	3137	0	0	30	0	0	1.2	100	720.0	-1	true	true	false	
5010	Npc_Elite_Soilder_Tired	10	2198	2644	3138	0	0	10	0	0	1.1	100	720.0	5	true	true	false	
5011	Npc_Alice_darkelf	100	2339	2685	3014	0	0	30	0	0	1.0	100	720.0	10	true	true	false	
5012		10	0	0	0	0	0	0	0	0	1.0	100	720.0	0	true	true	false	
5013	Cleric_RelicOfLightning_EX	10	14740	2776	3139	0	0	30	0	2	0.0	100	0.0	9	true	true	false	
5014	Cheating_Point_Flower	10	2340	2778	3140	0	0	30	0	2	0.0	100	0.0	-1	true	true	false	
5015	IcicleInJection_Totem	10	2337	2776	3141	0	0	30	0	2	0.0	100	0.0	9	true	true	false	
5016	Cleric_RelicOfHeal_EX	10	14740	2776	19419	0	0	30	0	2	0.0	100	0.0	9	true	true	false	
5017	Academic_TeleportZone	10	2337	2776	3142	0	0	30	0	2	0.0	100	0.0	-1	true	true	false	
5018	Academic_GatlingTower	10	2341	2779	3143	0	0	30	0	2	0.0	100	720.0	-1	true	true	false	
5019	Academic_IceRainTower	10	2342	2780	3144	0	0	30	0	2	0.0	100	720.0	-1	true	true	false	
5020	Academic_CannonTower	10	2343	2781	3145	0	0	30	0	2	0.0	100	720.0	-1	true	true	false	
5021	Academic_Automat	10	2344	2782	3146	0	0	30	0	2	0.0	100	720.0	-1	true	true	false	
5022	Academic_Alfredo	10	2345	2783	3147	0	0	30	0	1	1.5	180	720.0	0	true	true	false	
5023	Academic_MechaDuck1	10	2346	2784	3148	3333	0	30	0	1	0.0	100	720.0	-1	true	true	false	
5024	Academic_MechaDuck2	10	2347	2784	3148	3333	0	30	0	1	0.0	100	720.0	-1	true	true	false	
5025	Academic_MechaDuck3	10	2348	2784	3148	3333	0	30	0	1	0.0	100	720.0	-1	true	true	false	
5026	Academic_ElectricSawTower	10	2349	2785	3149	0	0	30	0	2	0.0	100	720.0	-1	true	true	false	
5027	Academic_Slime	20	14724	14725	14726	0	0	30	0	2	0.0	100	720.0	-1	true	true	false	
5028	Academic_IcePalm	20	35734	14982	14981	0	0	0	0	2	0.0	100	720.0	-1	true	true	false	
5029	Academic_MagmaWall1	20	14974	14973	14972	0	0	60	0	1	0.0	100	720.0	9	true	true	false	
5030	Academic_MagmaWall2	20	15130	15129	15128	0	1	180	0	1	0.0	100	720.0	9	true	true	false	
5031	Academic_MagmaWall3	20	14980	14979	14978	0	0	60	0	1	0.0	100	720.0	9	true	true	false	
5032	Academic_IcePalm_PvP	20	14983	14982	14981	0	0	50	0	2	0.0	100	720.0	-1	true	true	false	
5033	Cleric_RelicOfCure	10	20327	2776	20326	0	0	30	0	2	0.0	100	0.0	9	true	true	false	
5034	Academic_MagmaWall2	20	20373	20374	20372	0	1	180	0	1	0.0	100	720.0	9	true	true	false	
5035		10	2345	2783	26580	0	0	30	0	1	1.5	180	720.0	0	true	true	false	
5036		10	2346	2784	26579	3333	0	30	0	1	0.0	100	720.0	-1	true	true	false	
5037	Archer_Falcon	10	41912	41911	41910	0	0	30	0	2	0.0	100	720.0	-1	true	true	false	
5038	Archer_Falcon	10	42325	41911	41910	0	0	30	0	2	0.0	100	720.0	-1	true	true	false	
5039	CostumeSkill_2015Halloween	10	42153	42154	42155	0	0	60	0	1	0.0	100	720.0	9	true	true	false	
5045		10	47712	42154	47713	0	0	60	0	1	0.0	100	720.0	9	true	true	false	
5040	Trap_Fire	10	42318	42317	42316	0	0	10	0	0	1.0	10	0.0	-1	true	true	false	
5041	Trap_Ice	10	42321	42320	42319	0	0	10	0	0	1.0	10	0.0	-1	true	true	false	
5042	Trap_Flash	10	42324	42323	42322	0	0	10	0	0	1.0	10	0.0	-1	true	true	false	
5043	Archer_Falcon	10	41912	41911	42720	0	0	30	0	2	0.0	100	720.0	-1	true	true	false	
5044	Archer_Falcon	10	42325	41911	42720	0	0	30	0	2	0.0	100	720.0	-1	true	true	false	
5046	Cleric_RelicOfLightning	10	14740	2776	52692	0	0	30	0	2	0.0	100	0.0	-1	true	true	false	
5100	Soceress_ForceMirror	20	185	2786	3150	0	0	100	0	1	0.0	200	0.0	9	true	true	false	
5101	Soceress_ForceMirror_EX	20	20201	20200	20199	0	0	100	0	1	0.0	200	0.0	9	true	true	false	
5102	Cleric_RelicOfHold_EX	10	20327	2776	22426	0	0	30	0	2	0.0	100	0.0	9	true	true	false	
5103	FireBird	10	61399	41911	61559	0	0	30	0	2	0.0	100	720.0	-1	true	true	false	
5110	Cleric_RelicOfLightning_EX_Sub	10	14740	2776	37904	0	0	30	0	2	0.0	100	0.0	-1	true	true	false	
5111	Cleric_RelicOfCure_PVP	10	20327	2776	37845	0	0	30	0	2	0.0	100	0.0	9	true	true	false	
5112	Cleric_RelicOfHeal_EX_PVP	10	14740	2776	37846	0	0	30	0	2	0.0	100	0.0	9	true	true	false	
5113	Cleric_RelicOfHold_EX_PVP	10	20327	2776	37847	0	0	30	0	2	0.0	100	0.0	9	true	true	false	
5114	Cleric_RelicOfLightning_EX_PVP	10	14740	2776	37848	0	0	30	0	2	0.0	100	0.0	9	true	true	false	
5115	Cleric_RelicOfLightning_EX	10	14740	2776	46224	0	0	30	0	2	0.0	100	0.0	9	true	true	false	
5116	Cleric_RelicOfLightning_EX_Sub	10	14740	2776	46225	0	0	30	0	2	0.0	100	0.0	9	true	true	false	
5117	Cleric_RelicOfMiraClerice	10	14740	2776	53891	0	0	30	0	2	0.0	100	0.0	9	true	true	false	
5200	Kali_DummyGhost	10	17126	17125	17124	0	0	60	0	0	3.0	100	360.0	0	true	true	false	
5201	Kali_SoulGate	20	17233	17232	17231	0	0	60	0	0	0.0	100	360.0	9	true	true	false	
5202	Kali_SummonPuppet	20	17132	17131	17130	0	2	60	0	0	0.0	100	360.0	9	true	true	false	
5203	Kali_SoulGate_EX	20	20453	20452	20451	0	0	60	0	0	0.0	100	360.0	9	true	true	false	
5204	kali_StormOfEwinia	10	20511	20510	20509	20965	0	300	100	0	1.3	200	720.0	9	true	true	false	
5301	Assassin_Fade	6	23523	21251	21252	17516	0	35	0	0	1.1	100	720.0	0	true	true	false	
5302	Assassin_CripplePunisher	6	23523	21251	21252	17516	0	35	0	0	1.1	100	720.0	0	true	true	false	
5303	Assassin_FakeClog	10	24120	24121	24122	0	0	60	0	0	3.0	100	360.0	0	true	true	false	
5304	Assassin_Ash	10	34334	21251	34335	0	0	30	0	1	0.0	100	720.0	-1	true	true	false	
5400	Cleric_OverWhelm	10	38845	2570	2885	0	0	35	0	0	1.1	100	720.0	0	true	true	false	
5401	Cleric_ShieldCharge	20	45878	2570	45806	0	0	30	0	0	1.1	100	720.0	0	true	true	false	
5501	Kali_SummonTotem	20	47535	47534	47536	0	0	60	0	0	0.0	100	360.0	9	true	true	false	
6001		10	27830	2567	28048	14282	0	35	0	0	1.1	100	720.0	0	true	true	false	
6002		10	27831	2570	28404	14277	0	35	0	0	1.1	100	720.0	0	true	true	false	
6003		10	2240	2575	27833	3316	0	35	0	0	1.1	100	720.0	0	true	true	false	
6004		10	28003	2568	28276	14280	0	35	0	0	1.1	100	720.0	0	true	true	false	
6005		10	28002	2569	28309	14273	0	35	0	0	1.1	100	720.0	0	true	true	false	
6006		10	28004	2571	29716	14281	0	35	0	0	1.1	100	720.0	0	true	true	false	
6007		10	2090	2573	28059	3314	0	35	0	0	1.1	100	720.0	0	true	true	false	
6008		10	2090	2573	28308	3316	0	60	0	0	1.1	100	720.0	0	true	true	false	
6009		10	2514	2811	28347	0	0	10	0	0	1.0	10	0.0	0	true	true	false	
6010		10	2107	2578	28451	3319	0	35	0	0	1.1	100	720.0	0	true	true	false	
6011		10	2370	2578	28452	3319	0	35	0	0	1.1	100	720.0	0	true	true	false	
6012		10	2337	2776	28453	0	0	10	0	2	5.0	100	200.0	0	true	true	false	
6013		10	2189	28573	28281	0	0	35	0	0	1.1	100	720.0	0	true	true	false	
6014		10	2324	2762	28282	28455	0	35	0	0	1.1	100	720.0	0	true	true	false	
6015		10	28443	28442	28554	0	0	35	0	0	1.1	100	720.0	0	true	true	false	
6016		20	26055	26056	28577	0	0	70	0	1	0.0	100	720.0	0	true	true	false	
6017		10	17566	16281	28789	17585	0	35	0	0	1.1	100	720.0	0	true	true	false	
6018		10	25270	21251	28790	24699	0	35	0	0	1.1	100	720.0	0	true	true	false	
6019		10	2370	2578	28452	3319	0	35	0	0	1.1	100	720.0	0	true	true	false	
6020		10	21723	21722	28952	22274	0	35	0	0	1.1	100	720.0	0	true	true	false	
6021		10	28954	2784	28953	3333	0	30	0	1	0.0	100	720.0	-1	true	true	false	
6022		10	25908	25909	29122	30798	0	35	0	0	1.1	100	720.0	0	true	true	false	
6023		10	2282	2579	29211	3320	0	45	0	0	1.1	100	720.0	0	true	true	false	
6024		10	2413	2795	29212	3340	0	35	0	0	1.1	100	720.0	0	true	true	false	
6025		10	2464	2819	29213	3360	0	35	0	0	1.1	100	720.0	0	true	true	false	
6026		10	14740	2776	29257	0	0	30	0	2	0.0	100	0.0	9	true	true	false	
6027		10	14740	2776	29259	0	0	30	0	2	0.0	100	0.0	9	true	true	false	
6028		10	2372	2579	29211	3320	0	45	0	0	1.1	100	720.0	0	true	true	false	
6029		10	2111	2579	29211	3320	0	45	0	0	1.1	100	720.0	0	true	true	false	
6030		10	23151	2585	28661	24434	0	100	0	0	1.5	100	200.0	3	true	true	false	
6031		10	15922	15923	28654	16014	0	80	0	0	1.1	100	200.0	0	true	true	false	
6032		10	30306	2762	30305	0	0	35	0	0	1.1	100	720.0	0	true	true	false	
6034		10	27831	2570	31820	14277	0	35	0	0	1.1	100	720.0	0	true	true	false	
6035		10	28002	2569	31821	14273	0	35	0	0	1.1	100	720.0	0	true	true	false	
6040		10	2107	2578	29291	3319	0	35	0	0	1.1	100	720.0	0	true	true	false	
6041		10	27830	2567	29195	14282	0	35	0	0	1.1	100	720.0	0	true	true	false	
6042		10	27831	2570	29284	14277	0	35	0	0	1.1	100	720.0	0	true	true	false	
6043		10	28003	2568	29243	14280	0	35	0	0	1.1	100	720.0	0	true	true	false	
6044		10	28002	2569	29244	14273	0	35	0	0	1.1	100	720.0	0	true	true	false	
6045		10	2240	2575	29196	3316	0	35	0	0	1.1	100	720.0	0	true	true	false	
6046		10	21723	21722	29197	22274	0	35	0	0	1.1	100	720.0	0	true	true	false	
6047		10	28004	2571	29254	14281	0	35	0	0	1.1	100	720.0	0	true	true	false	
6048		10	2090	2573	29253	3314	0	35	0	0	1.1	100	720.0	0	true	true	false	
6049		10	2107	2578	29250	3319	0	35	0	0	1.1	100	720.0	0	true	true	false	
6050		10	2370	2578	29251	3319	0	35	0	0	1.1	100	720.0	0	true	true	false	
6051		10	17566	16281	29256	17585	0	35	0	0	1.1	100	720.0	0	true	true	false	
6052		10	25270	21251	29255	24699	0	35	0	0	1.1	100	720.0	0	true	true	false	
6053		10	2370	2578	29251	3319	0	35	0	0	1.1	100	720.0	0	true	true	false	
6054		10	25908	25909	29272	30798	0	35	0	0	1.1	100	720.0	0	true	true	false	
6055		10	2282	2579	29268	3320	0	45	0	0	1.1	100	720.0	0	true	true	false	
6056		10	2413	2795	29283	3340	0	35	0	0	1.1	100	720.0	0	true	true	false	
6057		10	2464	2819	29282	3360	0	35	0	0	1.1	100	720.0	0	true	true	false	
6058		10	2372	2579	29269	3320	0	45	0	0	1.1	100	720.0	0	true	true	false	
6059		10	2111	2579	29269	3320	0	45	0	0	1.1	100	720.0	0	true	true	false	
7001		10	2189	28573	29288	0	0	35	0	0	1.1	100	720.0	0	true	true	false	
7002		10	2324	2762	29289	0	0	35	0	0	1.1	100	720.0	0	true	true	false	
7003		10	28443	28442	29287	0	0	35	0	0	1.1	100	720.0	0	true	true	false	
10001	HoundNormal	10	2080	2572	2887	3313	0	30	0	0	1.2	100	720.0	0	true	true	false	
10002	HoundNoramlStrong	10	2081	2572	2888	3313	0	30	0	1	1.2	100	720.0	0	true	true	false	
10003	HoundDesert	10	2082	2572	2887	3313	0	30	0	0	1.2	100	720.0	0	true	true	false	
10004	HoundDesertStrong	10	2083	2572	2888	3313	0	30	0	1	1.2	100	720.0	0	true	true	false	
10005	HoundSnow	10	2084	2572	2887	3313	0	30	0	0	1.2	100	720.0	0	true	true	false	
10006	HoundSnowStrong	10	2085	2572	2888	3313	0	30	0	1	1.2	100	720.0	0	true	true	false	
10007	HellHound	10	2086	2572	2887	3313	0	30	0	0	1.2	100	720.0	0	true	true	false	
10008	HellHoundStrong	10	2087	2572	2888	3313	0	30	0	1	1.2	100	720.0	0	true	true	false	
10009	HoundSnow_Black	10	2350	2572	2887	3313	0	30	0	0	1.2	100	720.0	0	true	true	false	
10010	HoundSnowStrong_Black	10	2351	2572	2888	3313	0	30	0	1	1.2	100	720.0	0	true	true	false	
10011	HoundRudolph	10	14502	2572	2887	3313	0	30	0	0	1.2	100	720.0	0	true	true	false	
10012	HoundMecha	10	18918	2572	2887	3313	0	30	0	1	1.2	100	720.0	0	true	true	false	
10101	GhoulGreen	10	2088	2573	2889	3314	0	35	0	0	1.3	100	720.0	0	true	true	false	
10102	GhoulGray	10	2089	2573	2889	3314	0	35	0	0	1.3	100	720.0	0	true	true	false	
10103	GhoulBlue	10	2090	2573	2889	3314	0	35	0	0	1.3	100	720.0	0	true	true	false	
10104	GhoulWhite	10	2091	2573	2889	3314	0	35	0	0	1.3	100	720.0	0	true	true	false	
10105	GhoulRed	10	2092	2573	2889	3314	0	35	0	0	1.3	100	720.0	0	true	true	false	
10106	GhoulMummy	10	2149	2573	2889	3314	0	55	0	0	1.3	100	720.0	5	true	true	false	
10107	GhoulRed	10	2092	2573	25984	3314	0	35	0	0	1.3	100	720.0	0	true	true	false	
10108		10	0	0	0	0	0	0	0	0	1.3	100	720.0	0	true	true	false	
10150	GhoulBlue_Boss	10	2090	2573	63157	3314	0	35	0	0	1.3	100	720.0	1	true	true	false	
10151		10	0	0	0	0	0	0	0	0	1.3	100	720.0	0	true	true	false	
10201	KoboldWarriorYellow	11	2093	2574	2890	3315	0	35	0	0	1.05	100	720.0	0	true	true	false	
10202	KoboldWarriorGreen	11	2094	2574	2890	3315	0	35	0	0	1.05	100	720.0	0	true	true	false	
10203	KoboldWarriorGray	11	2095	2574	2890	3315	0	35	0	0	1.05	100	720.0	0	true	true	false	
10204	KoboldWarriorBlue	11	2096	2574	2890	3315	0	35	0	0	1.05	100	720.0	0	true	true	false	
10205	KoboldWarriorBlack	11	2097	2574	2890	3315	0	35	0	0	1.05	100	720.0	0	true	true	false	
10206	KoboldWarriorRed	11	2098	2574	2891	3315	0	35	0	0	1.05	100	720.0	0	true	true	false	
10207	Academic_MagmaWall2	20	28047	28046	28045	0	1	180	0	1	0.0	100	720.0	9	true	true	false	
10208	Academic_MagmaWall2	20	28044	28043	28042	0	1	180	0	1	0.0	100	720.0	9	true	true	false	
10209	Academic_MagmaWall1	20	14974	14973	28297	0	0	60	0	1	0.0	100	720.0	9	true	true	false	
10210	Academic_MagmaWall2	20	15130	15129	28298	0	1	180	0	1	0.0	100	720.0	9	true	true	false	
10211	Academic_MagmaWall3	20	14980	14979	28299	0	0	60	0	1	0.0	100	720.0	9	true	true	false	
10212	Academic_MagmaWall2	20	20373	20374	28300	0	1	180	0	1	0.0	100	720.0	9	true	true	false	
10213	Academic_MagmaWall2	20	28047	28046	28301	0	1	180	0	1	0.0	100	720.0	9	true	true	false	
10214	Academic_MagmaWall2	20	28044	28043	28302	0	1	180	0	1	0.0	100	720.0	9	true	true	false	
10299	GoblinGold	22	21224	2575	20697	3316	0	35	0	0	3.0	100	720.0	0	true	true	false	
10300	GoblinGold	10	21224	2575	20697	3316	0	35	0	0	3.0	100	720.0	0	true	true	false	
10301	GoblinGreen	11	2099	2575	2892	3316	0	35	0	0	1.05	100	720.0	0	true	true	false	
10302	GoblinBlue	11	2100	2575	2892	3316	0	35	0	0	1.05	100	720.0	0	true	true	false	
10303	GoblinWhite	11	2101	2575	2892	3316	0	35	0	0	1.05	100	720.0	0	true	true	false	
10304	GoblinBlack	12	2102	2575	2892	3316	0	35	0	1	1.05	100	720.0	0	true	true	false	
10305	GoblinRed	11	2103	2575	2892	3316	0	35	0	0	1.05	100	720.0	0	true	true	false	
10306	GoblinBone	11	2352	2575	2892	3316	0	35	0	0	1.05	100	720.0	0	true	true	false	
10307	GoblinGray	11	2353	2787	3151	3316	0	35	0	0	1.05	100	720.0	0	true	true	false	
10308	GoblinPurple	11	14077	2575	2892	3316	0	35	0	0	1.05	100	720.0	0	true	true	false	
10309	GoblinPurple	11	14077	2575	17205	3316	0	35	0	0	1.05	100	720.0	0	true	true	false	
10310	GoblinPrisonBlack	11	19322	2575	17205	3316	0	35	0	0	1.05	100	720.0	0	true	true	false	
10311	GoblinPrisonWhite	11	19323	2575	17205	3316	0	35	0	0	1.05	100	720.0	0	true	true	false	
10312	GoblinDesertBlack	11	19324	2575	17205	3316	0	35	0	0	1.05	100	720.0	0	true	true	false	
10313	GoblinDesertWhite	11	19325	2575	17205	3316	0	35	0	0	1.05	100	720.0	0	true	true	false	
10350	GoblinRed_Boss	11	2103	2575	2892	3316	0	35	0	0	1.05	100	720.0	1	true	true	false	
10351	Goblin_Asai	11	14278	2575	2892	3316	0	35	0	0	1.05	100	720.0	0	true	true	false	
10352	Goblin_Santa	11	14501	2575	2892	3316	0	35	0	0	1.05	100	720.0	0	true	true	false	
10353	GoblinGreen	11	2099	2575	22821	23092	0	35	0	0	1.05	100	720.0	0	true	true	false	
10354	GoblinGreen	11	2099	2575	23430	3316	0	35	0	0	1.05	100	360.0	0	true	true	false	
10355	GoblinBlue	11	2100	2575	23431	3316	0	35	0	0	1.05	100	360.0	0	true	true	false	
10356	GoblinRed	11	2103	2575	23432	3316	0	35	0	0	1.05	100	360.0	0	true	true	false	
10357	GoblinHalloween	11	26296	22822	22821	26301	0	35	0	0	1.05	100	360.0	0	true	true	false	
10358	Goblin_Xerxes	11	2286	2575	28669	3362	0	35	0	0	1.0	100	720.0	0	true	true	false	
10401	HopGoblinGreen	11	2354	2708	3042	3331	0	55	0	0	1.2	100	500.0	1	true	true	false	
10402	HopGoblinBlack	11	2355	2708	3042	3331	0	55	0	1	1.2	100	500.0	1	true	true	false	
10403	HopGoblinSkeleton	11	2356	2708	3042	3331	0	55	0	1	1.2	100	500.0	1	true	true	false	
10404	HopGoblinBoy01	11	2357	2708	3042	3331	0	55	0	0	1.2	100	500.0	1	true	true	false	
10405	HopGoblinBoy02	11	2358	2708	3042	3331	0	55	0	0	1.2	100	500.0	1	true	true	false	
10406	HopGoblinBoy03	11	2359	2708	3042	3331	0	55	0	0	1.2	100	500.0	1	true	true	false	
10407	HopGoblinBoy04	11	2360	2708	3042	3331	0	55	0	0	1.2	100	500.0	1	true	true	false	
10408	HopGoblinBoy05	11	2361	2708	3042	3331	0	55	0	0	1.2	100	500.0	1	true	true	false	
10409	HopGoblinOld	11	2261	2708	3042	3331	0	55	0	0	1.2	100	500.0	1	true	true	false	
10410	HopGoblinBlack	11	2355	2708	3042	3331	0	55	0	1	1.2	100	500.0	-1	true	true	false	
10501	SkeletonGray	11	2104	2576	2893	3317	0	30	0	1	3.0	100	720.0	0	true	true	false	
10502	SkeletonBlue	11	2362	2576	2893	3317	0	30	0	1	3.0	100	720.0	0	true	true	false	
10503	SkeletonWhite	11	2363	2576	2893	3317	0	30	0	1	3.0	100	720.0	0	true	true	false	
10504	SkeletonBlack	11	2364	2576	2893	3317	0	30	0	1	3.0	100	720.0	0	true	true	false	
