ROWID	_DescriptionID|INTEGER	_UseItem01|INTEGER	_UseItem02|INTEGER	_UseItem03|INTEGER	_UseItem04|INTEGER	_UseItem05|INTEGER	_UseItem06|INTEGER	_UseItem07|INTEGER	_UseItem08|INTEGER	_UseItem09|INTEGER	_UseItem10|INTEGER	_UseItem11|INTEGER	_UseItem12|INTEGER	_UseItem13|INTEGER	_UseItem14|INTEGER	_UseItem15|INTEGER	_UseItem16|INTEGER	_UseItem17|INTEGER	_UseItem18|INTEGER	_UseItem19|INTEGER	_UseItem20|INTEGER	_UseItem21|INTEGER	_UseItem22|INTEGER	_UseItem23|INTEGER	_UseItem24|INTEGER	_UseItem25|INTEGER	_UseItem26|INTEGER	_UseItem27|INTEGER	_UseItem28|INTEGER	_UseItem29|INTEGER	_UseItem30|INTEGER	_SubCategory|INTEGER
201	1000048610	2902711	2902712	2902713	2902714	2902715	2902716	2902717	2902718	2902719	2902720	2902721	2902722	2902723	2902724	2903423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
202	1000048610	999999366	999999367	999999368	999999369	999999370	999999371	999999372	999999373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
203	1000048610	999999374	999999375	999999376	999999377	999999378	999999379	999999380	999999381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
220	1000048610	999999398	999999399	999999400	999999401	999999402	999999403	999999404	999999405	999999406	999999407	999999408	999999409	999999410	999999411	999999412	999999413	999999414	999999415	999999416	999999417	999999418	999999419	999999420	999999421	0	0	0	0	0	0	350
221	1000048610	999999422	999999423	999999424	999999425	999999426	999999427	999999428	999999429	999999430	999999431	999999432	999999433	999999434	999999435	999999436	999999437	999999438	999999439	999999440	999999441	999999442	999999443	999999444	999999445	0	0	0	0	0	0	350
223	1000048610	999999446	999999447	999999448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
224	1000048610	999999449	999999450	999999451	999999452	999999453	999999454	999999455	999999456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
225	1000048610	999999457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
226	1000048610	999999458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
227	1000048610	999999459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
256	1000048610	999999483	999999484	999999485	999999486	999999487	999999488	999999489	999999490	999999491	999999492	999999493	999999494	999999495	999999496	999999497	999999498	999999499	999999500	999999501	999999502	999999503	999999504	999999505	999999506	999999507	999999508	999999509	0	0	0	350
263	1000048610	999999510	999999511	999999512	999999513	999999514	999999515	999999516	999999517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
264	1000048610	999999518	999999519	999999520	999999521	999999522	999999523	999999524	999999525	999999526	999999527	999999528	999999529	999999530	999999531	999999532	999999533	999999534	999999535	999999536	999999537	999999538	999999539	999999540	999999541	0	0	0	0	0	0	350
267	1000048610	999999542	999999543	999999544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
269	1000048610	999999545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
270	1000048610	999999546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
273	1000048610	999999565	999999566	999999567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
275	1000048610	999999568	999999569	999999570	999999571	999999572	999999573	999999574	999999575	999999576	999999577	999999578	999999579	999999580	999999581	999999582	999999583	999999584	999999585	999999586	999999587	999999588	999999589	999999590	999999591	999999592	999999593	999999594	0	0	0	350
284	1000048610	999999595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
285	1000048610	999999596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
287	1000048610	999999597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
288	1000048610	999999598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
289	1000048610	999999599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
290	1000048610	999999600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
291	1000048610	999999601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
293	1000048610	999999602	999999603	999999604	999999605	999999606	999999607	999999608	999999609	999999610	999999611	999999612	999999613	999999614	999999615	999999616	999999617	999999618	999999619	999999620	999999621	999999622	999999623	999999624	999999625	999999626	999999627	999999628	0	0	0	350
294	1000048610	1000000293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
300	1000048610	999999632	999999633	999999634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
301	1000048610	999999635	999999636	999999637	999999638	999999639	999999640	999999641	999999642	999999643	999999644	999999645	999999646	999999647	999999648	999999649	999999650	999999651	999999652	999999653	999999654	999999655	999999656	999999657	999999658	0	0	0	0	0	0	350
306	1000048610	999999679	999999680	999999681	999999682	999999683	999999684	999999685	999999686	999999687	999999688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
307	1000048610	999999689	999999690	999999691	999999692	999999693	999999694	999999695	999999696	999999697	999999698	999999699	999999700	999999701	999999702	999999703	999999704	999999705	999999706	999999707	999999708	999999709	999999710	999999711	999999712	0	0	0	0	0	0	350
315	1000048610	999999740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
316	1000048610	999999713	999999714	999999715	999999716	999999717	999999718	999999719	999999720	999999721	999999722	999999723	999999724	999999725	999999726	999999727	999999728	999999729	999999730	999999731	999999732	999999733	999999734	999999735	999999736	999999737	999999738	999999739	0	0	0	350
317	1000048610	999999742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
318	1000048610	2904473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
319	1000048610	999999743	999999744	999999745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
320	1000048610	999999746	999999747	999999748	999999749	999999750	999999751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
324	1000048610	999999752	999999753	999999754	999999755	999999756	999999757	999999758	999999759	999999760	999999761	999999762	999999763	999999764	999999765	999999766	999999767	999999768	999999769	999999770	999999771	999999772	999999773	999999774	999999775	999999776	999999777	999999778	0	0	0	350
327	1000048610	999999780	999999781	999999782	999999783	999999784	999999785	999999786	999999787	999999788	999999789	999999790	999999791	999999792	999999793	999999794	999999795	999999796	999999797	0	0	0	0	0	0	0	0	0	0	0	0	350
335	1000048610	999999798	999999799	999999800	999999801	999999802	999999803	999999804	999999805	999999806	999999807	999999808	999999809	999999810	999999811	999999812	999999813	999999814	999999815	0	0	0	0	0	0	0	0	0	0	0	0	350
336	1000048610	999999816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
341	1000048610	999999817	999999818	999999819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
342	1000048610	999999820	999999821	999999822	999999823	999999824	999999825	999999826	999999827	999999828	999999829	999999830	999999831	999999832	999999833	999999834	999999835	999999836	999999837	999999838	999999839	999999840	999999841	999999842	999999843	999999844	999999845	999999846	0	0	0	350
343	1000048610	999999847	999999848	999999849	999999850	999999851	999999852	999999853	999999854	999999855	999999856	999999857	999999858	999999859	999999860	999999861	999999862	999999863	999999864	999999865	999999866	999999867	999999868	999999869	999999870	999999871	999999872	999999873	0	0	0	350
348	1000048610	999999874	999999875	999999876	999999877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
349	1000048610	999999878	999999879	999999880	999999881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
352	1000048610	999999884	999999885	999999886	999999887	999999888	999999889	999999890	999999891	999999892	999999893	999999894	999999895	999999896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
353	1000048610	999999898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
354	1000048610	999999900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
361	1000048610	999999932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
362	1000048610	999999934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
363	1000048610	999999936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
365	1000048610	999999938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
370	1000048610	999999941	999999942	999999943	999999944	999999945	999999946	999999947	999999948	999999949	999999950	999999951	999999952	999999953	999999954	999999955	999999956	999999957	999999958	999999959	999999960	999999961	999999962	999999963	999999964	999999965	999999966	999999967	0	0	0	350
371	1000048610	999999968	999999969	999999970	999999971	999999972	999999973	999999974	999999975	999999976	999999977	999999978	999999979	999999980	999999981	999999982	999999983	999999984	999999985	999999986	999999987	999999988	999999989	999999990	999999991	999999992	999999993	999999994	1000000562	1000000563	1000000564	350
372	1000048610	999999995	999999996	999999997	999999998	999999999	1000000000	1000000001	1000000002	1000000003	1000000004	1000000005	1000000006	1000000007	1000000008	1000000009	1000000010	1000000011	1000000012	1000000013	1000000014	1000000015	1000000016	1000000017	1000000018	1000000019	1000000020	1000000021	0	0	0	350
373	1000048610	1000000022	1000000023	1000000024	1000000025	1000000026	1000000027	1000000028	1000000029	1000000030	1000000031	1000000032	1000000033	1000000034	1000000035	1000000036	1000000037	1000000038	1000000039	1000000040	1000000041	1000000042	1000000043	1000000044	1000000045	1000000046	1000000047	1000000048	0	0	0	350
379	1000048610	1000000053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
380	1000048610	1000000055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
383	1000048610	1000000057	1000000058	1000000059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
384	1000048610	1000000061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
385	1000048610	1000000063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
386	1000048610	1000000065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
389	1000048610	1000000068	1000000069	1000000070	1000000071	1000000072	1000000073	1000000074	1000000075	1000000076	1000000077	1000000078	1000000079	1000000080	1000000081	1000000082	1000000083	1000000084	1000000085	1000000086	1000000087	1000000088	1000000089	1000000090	1000000091	1000000301	1000000302	1000000303	1000000565	1000000566	1000000567	350
390	1000048610	1000000093	1000000094	1000000095	1000000096	1000000097	1000000098	1000000099	1000000100	1000000101	1000000102	1000000103	1000000104	1000000105	1000000106	1000000107	1000000108	1000000109	1000000110	1000000111	1000000112	1000000113	1000000114	1000000115	1000000116	1000000117	1000000118	1000000119	0	0	0	350
391	1000048610	1000000121	1000000122	1000000123	1000000124	1000000125	1000000126	1000000127	1000000128	1000000129	1000000130	1000000131	1000000132	1000000133	1000000134	1000000135	1000000136	1000000137	1000000138	1000000139	1000000140	1000000141	1000000142	1000000143	1000000144	1000000145	1000000146	1000000147	0	0	0	350
392	1000048610	1000000149	1000000150	1000000151	1000000152	1000000153	1000000154	1000000155	1000000156	1000000157	1000000158	1000000159	1000000160	1000000161	1000000162	1000000163	1000000164	1000000165	1000000166	1000000167	1000000168	1000000169	1000000170	1000000171	1000000172	1000000173	1000000174	1000000175	0	0	0	350
393	1000048610	1000000177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
394	1000048610	1000000179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
404	1000048610	1000000181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
417	1000048610	1000000183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
418	1000048610	1000000185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
426	1000048610	1000000187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
454	1000048610	1000000190	1000000191	1000000192	1000000193	1000000194	1000000195	1000000196	1000000197	1000000198	1000000199	1000000200	1000000201	1000000202	1000000203	1000000204	1000000205	1000000206	1000000207	1000000208	1000000209	1000000210	1000000211	1000000212	1000000213	1000000214	1000000215	1000000216	0	0	0	350
455	1000048610	1000000218	1000000219	1000000220	1000000221	1000000222	1000000223	1000000224	1000000225	1000000226	1000000227	1000000228	1000000229	1000000230	1000000231	1000000232	1000000233	1000000234	1000000235	1000000236	1000000237	1000000238	1000000239	1000000240	1000000241	0	0	0	0	0	0	350
456	1000048610	1000000243	1000000244	1000000245	1000000246	1000000247	1000000248	1000000249	1000000250	1000000251	1000000252	1000000253	1000000254	1000000255	1000000256	1000000257	1000000258	1000000259	1000000260	1000000261	1000000262	1000000263	1000000264	1000000265	1000000266	0	0	0	0	0	0	350
457	1000048610	1000000268	1000000269	1000000270	1000000271	1000000272	1000000273	1000000274	1000000275	1000000276	1000000277	1000000278	1000000279	1000000280	1000000281	1000000282	1000000283	1000000284	1000000285	1000000286	1000000287	1000000288	1000000289	1000000290	1000000291	0	0	0	0	0	0	350
459	1000048610	1000000295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
460	1000048610	1000000297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
461	1000048610	1000000299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
508	1000048610	1990308	1990309	1990310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
515	1000048610	910000059	910000060	910000061	910000062	910000063	910000064	910000065	910000066	910000067	910000068	910000069	910000070	910000071	910000072	910000073	910000074	910000075	910000076	910000077	910000078	910000079	910000080	910000081	910000082	910000083	910000084	910000085	910000775	910000776	910000777	350
535	1000048610	1000000322	1000000323	1000000324	1000000325	1000000326	1000000327	1000000328	1000000329	1000000330	1000000331	1000000332	1000000333	1000000334	1000000335	1000000336	1000000337	1000000338	1000000339	1000000340	1000000341	1000000342	1000000343	1000000344	1000000345	1000000346	1000000347	1000000348	0	0	0	350
536	1000048610	1990382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
537	1000048610	1990384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
538	1000048610	1990386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
539	1000048610	1990383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
540	1000048610	1990385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
541	1000048610	1990387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
554	1000048610	1000000388	1000000389	1000000390	1000000391	1000000392	1000000393	1000000394	1000000395	1000000396	1000000568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
558	1000048610	1000000434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
570	1000048610	1000000436	1000000437	1000000438	1000000439	1000000440	1000000441	1000000442	1000000561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
581	1000048610	910000173	910000174	910000175	910000176	910000177	910000178	910000179	910000180	910000181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
582	1000048610	910000182	910000183	910000184	910000185	910000186	910000187	910000188	910000189	910000190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
583	1000048610	910000191	910000192	910000193	910000194	910000195	910000196	910000197	910000198	910000199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
584	1000048610	910000200	910000201	910000202	910000203	910000204	910000205	910000206	910000207	910000208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
585	1000048610	910000209	910000210	910000211	910000212	910000213	910000214	910000215	910000216	910000217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
586	1000048610	910000218	910000219	910000220	910000221	910000222	910000223	910000224	910000225	910000226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
587	1000048610	910000227	910000228	910000229	910000230	910000231	910000232	910000233	910000234	910000235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
588	1000048610	910000236	910000237	910000238	910000239	910000240	910000241	910000242	910000243	910000244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
589	1000048610	910000245	910000246	910000247	910000248	910000249	910000250	910000251	910000252	910000253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
598	1000048610	1000000444	1000000445	1000000446	1000000447	1000000448	1000000449	1000000450	1000000451	1000000452	1000000453	1000000454	1000000455	1000000456	1000000457	1000000458	1000000459	1000000460	1000000461	1000000462	1000000463	1000000464	1000000465	1000000466	1000000467	1000000468	1000000469	1000000470	0	0	0	350
599	1000048610	1000000472	1000000473	1000000474	1000000475	1000000476	1000000477	1000000478	1000000479	1000000480	1000000481	1000000482	1000000483	1000000484	1000000485	1000000486	1000000487	1000000488	1000000489	1000000490	1000000491	1000000492	1000000493	1000000494	1000000495	1000000496	1000000497	1000000498	0	0	0	350
609	1000048610	910000179	910000180	910000181	910000188	910000189	910000190	910000197	910000198	910000199	910000206	910000207	910000208	910000215	910000216	910000217	910000224	910000225	910000226	910000233	910000234	910000235	910000242	910000243	910000244	910000251	910000252	910000253	0	0	0	350
617	1000048610	1000000518	1000000519	1000000520	1000000521	1000000522	1000000523	1000000524	1000000525	1000000526	1000000527	1000000528	1000000529	1000000530	1000000531	1000000532	1000000533	1000000534	1000000535	1000000536	1000000537	1000000538	1000000539	1000000540	1000000541	0	0	0	0	0	0	350
620	1000048610	1000000542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
660	1000048610	2000000213	2000000214	2000000215	2000000216	2000000217	2000000218	2000000219	2000000220	2000000221	2000000222	2000000223	2000000224	2000000225	2000000226	2000000227	2000000228	2000000229	2000000230	2000000231	2000000232	2000000233	2000000234	2000000235	2000000236	2000000237	2000000238	2000000239	2000000240	2000000241	2000000242	350
661	1000048610	1000000589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
663	1000048610	910000882	910000808	910000809	910000810	910000811	910000812	910000813	910000814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
664	1000048610	1000000591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
684	1000048610	920001038	920001039	920001040	920001041	920001042	920001043	920001044	920001045	920001046	920001047	920001048	920001049	920001050	920001051	920001052	920001053	920001054	920001055	920001056	920001057	920001058	920001059	920001060	920001061	920001062	920001063	920001064	0	0	0	350
685	1000048610	920000929	920000930	920000931	920000932	920000933	920000934	920000935	920000936	920000937	920000938	920000939	920000940	920000941	920000942	920000943	920000944	920000945	920000946	0	0	0	0	0	0	0	0	0	0	0	0	350
693	1000048610	1000000638	1000000639	1000000640	1000000641	1000000642	1000000643	1000000644	1000000645	1000000646	1000000647	1000000648	1000000649	1000000650	1000000651	1000000652	1000000653	1000000654	1000000655	0	0	0	0	0	0	0	0	0	0	0	0	350
698	1000048610	920001484	920001485	920001486	920001487	920001488	920001489	920001490	920001491	920001492	920001493	920001494	920001495	920001496	920001497	920001498	920001499	920001500	920001501	920001502	920001503	0	0	0	0	0	0	0	0	0	0	350
699	1000048610	920001610	920001611	920001612	920001613	920001614	920001615	920001616	920001617	920001618	920001619	920001620	920001621	920001622	920001623	920001624	920001625	920001626	920001627	920001628	920001629	0	0	0	0	0	0	0	0	0	0	350
700	1000048610	920001463	920001464	920001465	920001466	920001467	920001468	920001469	920001470	920001471	920001472	920001473	920001474	920001475	920001476	920001477	920001478	920001479	920001480	920001481	920001482	0	0	0	0	0	0	0	0	0	0	350
702	1000048610	1000000676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
705	1000048610	920001631	920001632	920001633	920001634	920001635	920001636	920001637	920001638	920001639	920001640	920001641	920001642	920001643	920001644	920001645	920001646	920001647	920001648	920001649	920001650	0	0	0	0	0	0	0	0	0	0	350
706	1000048610	920001652	920001653	920001654	920001655	920001656	920001657	920001658	920001659	920001660	920001661	920001662	920001663	920001664	920001665	920001666	920001667	920001668	920001669	920001670	920001671	0	0	0	0	0	0	0	0	0	0	350
707	1000048610	920001673	920001674	920001675	920001676	920001677	920001678	920001679	920001680	920001681	920001682	920001683	920001684	920001685	920001686	920001687	920001688	920001689	920001690	920001691	920001692	0	0	0	0	0	0	0	0	0	0	350
708	1000048610	920001505	920001506	920001507	920001508	920001509	920001510	920001511	920001512	920001513	920001514	920001515	920001516	920001517	920001518	920001519	920001520	920001521	920001522	920001523	920001524	0	0	0	0	0	0	0	0	0	0	350
709	1000048610	920001526	920001527	920001528	920001529	920001530	920001531	920001532	920001533	920001534	920001535	920001536	920001537	920001538	920001539	920001540	920001541	920001542	920001543	920001544	920001545	0	0	0	0	0	0	0	0	0	0	350
710	1000048610	920001547	920001548	920001549	920001550	920001551	920001552	920001553	920001554	920001555	920001556	920001557	920001558	920001559	920001560	920001561	920001562	920001563	920001564	920001565	920001566	0	0	0	0	0	0	0	0	0	0	350
711	1000048610	920001694	920001695	920001696	920001697	920001698	920001699	920001700	920001701	920001702	920001703	920001704	920001705	920001706	920001707	920001708	920001709	920001710	920001711	920001712	920001713	0	0	0	0	0	0	0	0	0	0	350
712	1000048610	920001736	920001737	920001738	920001739	920001740	920001741	920001742	920001743	920001744	920001745	920001746	920001747	920001748	920001749	920001750	920001751	920001752	920001753	920001754	920001755	0	0	0	0	0	0	0	0	0	0	350
713	1000048610	920001757	920001758	920001759	920001760	920001761	920001762	920001763	920001764	920001765	920001766	920001767	920001768	920001769	920001770	920001771	920001772	920001773	920001774	920001775	920001776	0	0	0	0	0	0	0	0	0	0	350
714	1000048610	920001778	920001779	920001780	920001781	920001782	920001783	920001784	920001785	920001786	920001787	920001788	920001789	920001790	920001791	920001792	920001793	920001794	920001795	920001796	920001797	0	0	0	0	0	0	0	0	0	0	350
715	1000048610	920001715	920001716	920001717	920001718	920001719	920001720	920001721	920001722	920001723	920001724	920001725	920001726	920001727	920001728	920001729	920001730	920001731	920001732	920001733	920001734	0	0	0	0	0	0	0	0	0	0	350
716	1000048610	920001589	920001590	920001591	920001592	920001593	920001594	920001595	920001596	920001597	920001598	920001599	920001600	920001601	920001602	920001603	920001604	920001605	920001606	920001607	920001608	0	0	0	0	0	0	0	0	0	0	350
717	1000048610	920001568	920001569	920001570	920001571	920001572	920001573	920001574	920001575	920001576	920001577	920001578	920001579	920001580	920001581	920001582	920001583	920001584	920001585	920001586	920001587	0	0	0	0	0	0	0	0	0	0	350
718	1000048610	920001462	920001483	920001504	920001525	920001546	920001609	920001630	920001651	920001672	920001693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
