ROWID	_Name|TEXT	_QuestType|INTEGER	_QuestCode|INTEGER	_QuestLv|INTEGER	_QuestTalk|TEXT	_QuestScript|TEXT	_QuestImageTitle|INTEGER	_QSortIndex|INTEGER	_QuestRepeatable|INTEGER	_IsEvent|INTEGER	_QuestMarkHide|BOOLEAN	_QuestHideLv|INTEGER	_Map|INTEGER	_LevelCapReward|INTEGER	_guide|BOOLEAN	_EmergenceSet|BOOLEAN	_DailyPartyMapIndex|INTEGER	_DailyPartyMaplevel|INTEGER	_GuildQuestType|INTEGER	_Authority|INTEGER	_OpenDate|TEXT	_OpenTime|TEXT
737	진실에 다가섭니다	2	1	43	mq15_737_truth.xml	mq15_737_truth.lua	13758	85	0	0	false	0	15	0	false	false	0	0	0	0	0	0
738	눈물을 흘립니다	2	1	45	mq15_738_tears.xml	mq15_738_tears.lua	13759	86	0	0	false	0	15	0	false	false	0	0	0	0	0	0
739	다시 만났습니다	2	1	45	mq15_739_meet_again.xml	mq15_739_meet_again.lua	13762	87	0	0	false	0	15	0	false	false	0	0	0	0	0	0
740	지난 과거의 이야기입니다	2	1	45	mq15_740_past_story.xml	mq15_740_past_story.lua	13763	88	0	0	false	0	15	0	false	false	0	0	0	0	0	0
741	아픈 과거의 상처입니다	2	1	45	mq15_741_past_wounds.xml	mq15_741_past_wounds.lua	13764	89	0	0	false	0	15	0	false	false	0	0	0	0	0	0
742	천재입니다	2	1	45	mq15_742_genius.xml	mq15_742_genius.lua	13765	90	0	0	false	0	15	0	false	false	0	0	0	0	0	0
743	정해진 운명입니다	2	1	45	mq15_743_destiny.xml	mq15_743_destiny.lua	13766	91	0	0	false	0	15	0	false	false	0	0	0	0	0	0
744	기록을 종료합니다	2	1	45	mq15_744_record_end.xml	mq15_744_record_end.lua	13767	92	0	0	false	0	15	0	false	false	0	0	0	0	0	0
747	계속되었던 시도	6	1	45	sq15_747_continued_attempt.xml	sq15_747_continued_attempt.lua	13768	0	0	0	false	0	14	0	true	false	0	0	0	0	0	0
748	나는 무엇인가요	6	1	45	sq15_748_what_am_i.xml	sq15_748_what_am_i.lua	13768	0	0	0	false	0	14	0	true	false	0	0	0	0	0	0
749	절망하지 않겠습니다	6	1	45	sq15_749_do_not_despair.xml	sq15_749_do_not_despair.lua	13768	0	0	0	false	0	14	0	true	false	0	0	0	0	0	0
750	누군가 바라는 삶	6	1	45	sq15_750_life_that_someone_desire.xml	sq15_750_life_that_someone_desire.lua	13768	0	0	0	false	0	14	0	true	false	0	0	0	0	0	0
751	기적의 아이	6	1	45	sq15_751_miracle_boy.xml	sq15_751_miracle_boy.lua	13768	0	0	0	false	0	23	0	true	false	0	0	0	0	0	0
752	에클레르의 비밀	6	1	45	sq15_752_secret_of_eclair.xml	sq15_752_secret_of_eclair.lua	13768	0	0	0	false	0	14	0	true	false	0	0	0	0	0	0
753	침묵의 재회	6	1	45	sq15_753_wordless_mom.xml	sq15_753_wordless_mom.lua	13768	0	0	0	false	0	23	0	true	false	0	0	0	0	0	0
754	부디 자유롭기를	6	1	45	sq15_754_as_you_wish.xml	sq15_754_as_you_wish.lua	13768	0	0	0	false	0	23	0	true	false	0	0	0	0	0	0
755	검은 기사의 그림자	6	1	45	sq15_755_shoadow_of_dark_night.xml	sq15_755_shoadow_of_dark_night.lua	13768	0	0	0	false	0	14	0	true	false	0	0	0	0	0	0
756	패배를 딛고	6	1	45	sq15_756_turn_defeat.xml	sq15_756_turn_defeat.lua	13768	0	0	0	false	0	14	0	true	false	0	0	0	0	0	0
757	조금 더 강한 힘을	6	1	45	sq15_757_stronger_powers.xml	sq15_757_stronger_powers.lua	13768	0	0	0	false	0	14	0	true	false	0	0	0	0	0	0
758	시련과 응답	6	1	45	sq15_758_ordeal_and_answer.xml	sq15_758_ordeal_and_answer.lua	13768	0	0	0	false	0	15	0	true	false	0	0	0	0	0	0
759	마법서가 문제	6	1	45	sq15_759_real_cause.xml	sq15_759_real_cause.lua	13768	0	0	0	false	0	14	0	true	false	0	0	0	0	0	0
760	필요충분 조건	6	1	45	sq15_760_necessary_condition.xml	sq15_760_necessary_condition.lua	13768	0	0	0	false	0	14	0	true	false	0	0	0	0	0	0
761	기록의 서	6	1	45	sq15_761_engraved_written.xml	sq15_761_engraved_written.lua	13768	0	0	0	false	0	14	0	true	false	0	0	0	0	0	0
762	소서리스의 지식	6	1	45	sq15_762_knowledge_of_sorceress.xml	sq15_762_knowledge_of_sorceress.lua	13768	0	0	0	false	0	14	0	true	false	0	0	0	0	0	0
763	진정 필요한 힘	6	1	45	sq15_763_truly_power.xml	sq15_763_truly_power.lua	13768	0	0	0	false	0	14	0	true	false	0	0	0	0	0	0
764	방황하는 마음	6	1	45	sq15_764_stray_hearts.xml	sq15_764_stray_hearts.lua	13768	0	0	0	false	0	14	0	true	false	0	0	0	0	0	0
765	낯선 숙명	6	1	45	sq15_765_unknown_destiny.xml	sq15_765_unknown_destiny.lua	13768	0	0	0	false	0	14	0	true	false	0	0	0	0	0	0
766	갈림길의 엘프	6	1	45	sq15_766_at_the_crossroads.xml	sq15_766_at_the_crossroads.lua	13768	0	0	0	false	0	14	0	true	false	0	0	0	0	0	0
767	운명의 바람소리	6	1	45	sq15_767_whistling_of_the_breeze.xml	sq15_767_whistling_of_the_breeze.lua	13768	0	0	0	false	0	15	0	true	false	0	0	0	0	0	0
768	타마라의 취미	1	1	40	sq15_768_amuse_of_tamara.xml	sq15_768_amuse_of_tamara.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
769	즐거운 요리시간	1	1	40	sq15_769_cooking_time.xml	sq15_769_cooking_time.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
770	고대인의 저녁식단	1	1	40	sq15_770_ancient_recipe.xml	sq15_770_ancient_recipe.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
771	이제는 실전연습	1	1	40	sq15_771_real_game_now.xml	sq15_771_real_game_now.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
772	별책부록 레시피	1	1	43	sq15_772_supplement_recipe.xml	sq15_772_supplement_recipe.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
773	배가 고프면 다 맛있다	1	1	43	sq15_773_hungry_hungry.xml	sq15_773_hungry_hungry.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
774	산뜻한 색깔	1	1	43	sq15_774_fresh_color.xml	sq15_774_fresh_color.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
775	마음 상하지 않도록	1	1	43	sq15_775_sick_at_heart.xml	sq15_775_sick_at_heart.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
776	비밀이에요	1	1	43	sq15_776_shush_please.xml	sq15_776_shush_please.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
777	아버지의 길	1	1	40	sq15_777_father_road.xml	sq15_777_father_road.lua	13768	0	0	0	true	47	15	0	false	false	0	0	0	0	0	0
778	또다른 텔레지아	1	1	40	sq15_778_another_telejia.xml	sq15_778_another_telejia.lua	13768	0	0	0	true	47	15	0	false	false	0	0	0	0	0	0
779	돈벌이를 위하여	1	1	40	sq15_779_for_the_parttime.xml	sq15_779_for_the_parttime.lua	13768	0	0	0	true	47	15	0	false	false	0	0	0	0	0	0
780	어머니의 이름	1	1	40	sq15_780_mothers_name.xml	sq15_780_mothers_name.lua	13768	0	0	0	true	47	15	0	false	false	0	0	0	0	0	0
781	냥냥 등장	1	1	40	sq15_781_appearance_of_cat.xml	sq15_781_appearance_of_cat.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
782	피부에 양보하세요	1	1	40	sq15_782_skin_food.xml	sq15_782_skin_food.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
783	아가씨의 체력단련	1	1	40	sq15_783_setting_up_lady.xml	sq15_783_setting_up_lady.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
784	쓸만한 무기	1	1	40	sq15_784_useful_weapon.xml	sq15_784_useful_weapon.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
785	멋을 아는 여자	1	1	40	sq15_785_dress_up_lady.xml	sq15_785_dress_up_lady.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
786	아가씨를 구해줘	1	1	45	sq15_786_save_the_girl.xml	sq15_786_save_the_girl.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
787	어디까지나 호신용품	1	1	45	sq15_787_self_defence_for_cat.xml	sq15_787_self_defence_for_cat.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
788	아가씨의 두 번째 위기	1	1	45	sq15_788_second_emergency.xml	sq15_788_second_emergency.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
789	뜻밖의 그녀	1	1	45	sq15_789_unexpected_girl.xml	sq15_789_unexpected_girl.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
790	하로리의 팔찌	1	1	45	sq15_790_bracelet_of_harori.xml	sq15_790_bracelet_of_harori.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
791	미라클 스토리	1	1	45	sq15_791_miracle_story.xml	sq15_791_miracle_story.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
792	그리고 아무도 없었다	1	1	45	sq15_792_nobody_there.xml	sq15_792_nobody_there.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
793	와드득콰드득	1	1	52	sq15_793_chomp_on.xml	sq15_793_chomp_on.lua	13744	0	0	0	true	60	14	1	false	false	0	0	0	0	0	0
794	시공의 정원	1	1	50	sq15_794_garden_of_time_and_space.xml	sq15_794_garden_of_time_and_space.lua	13768	0	0	0	true	51	27	0	false	false	0	0	0	0	0	0
795	골동품 항아리	1	1	40	sq15_795_antique_jar.xml	sq15_795_antique_jar.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
796	잡화점 대청소	1	1	40	sq15_796_general_shop_cleaning.xml	sq15_796_general_shop_cleaning.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
797	거칠어진 손	1	1	40	sq15_797_rough_hands.xml	sq15_797_rough_hands.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
798	어머니의 손맛	1	1	40	sq15_798_mother_soap.xml	sq15_798_mother_soap.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
799	그리운 오빠	1	1	43	sq15_799_missed_brother.xml	sq15_799_missed_brother.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
800	특별한 윤활유	1	1	43	sq15_800_special_lubricant.xml	sq15_800_special_lubricant.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
801	다시 만날 날을 위하여	1	1	43	sq15_801_for_the_reunion_day.xml	sq15_801_for_the_reunion_day.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
802	사라진 결혼반지	1	1	40	sq15_802_missing_wedding_ring.xml	sq15_802_missing_wedding_ring.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
803	몸짱의 비밀	1	1	40	sq15_803_best_bodybuilder.xml	sq15_803_best_bodybuilder.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
804	단식 특효약	1	1	40	sq15_804_fasting_cure.xml	sq15_804_fasting_cure.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
805	다가오는 결혼기념일	1	1	43	sq15_805_wedding_anniversary.xml	sq15_805_wedding_anniversary.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
806	보석 가공하기	1	1	43	sq15_806_gem_cutter.xml	sq15_806_gem_cutter.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
807	특별한 핸드백	1	1	43	sq15_807_special_handbag.xml	sq15_807_special_handbag.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
808	추억의 물건	1	1	40	sq15_808_memory_box.xml	sq15_808_memory_box.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
809	친구의 흔적	1	1	40	sq15_809_friend_trace.xml	sq15_809_friend_trace.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
810	기적의 증거	1	1	40	sq15_810_evidence_of_miracle.xml	sq15_810_evidence_of_miracle.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
811	의문의 편지	1	1	45	sq15_811_questionable_letter.xml	sq15_811_questionable_letter.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
812	깨뜨릴 수 없는 맹세	1	1	45	sq15_812_unbreakable_vow.xml	sq15_812_unbreakable_vow.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
813	아름다운 오해	1	1	45	sq15_813_beautiful_misunderstanding.xml	sq15_813_beautiful_misunderstanding.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
814	아버지의 길	1	1	40	sq15_814_father_road.xml	sq15_814_father_road.lua	13768	0	0	0	true	47	15	0	false	false	0	0	0	0	0	0
815	또 다른 텔레지아	1	1	40	sq15_815_another_telejia.xml	sq15_815_another_telejia.lua	13768	0	0	0	true	47	15	0	false	false	0	0	0	0	0	0
816	돈벌이를 위하여	1	1	40	sq15_816_for_the_parttime.xml	sq15_816_for_the_parttime.lua	13768	0	0	0	true	47	15	0	false	false	0	0	0	0	0	0
817	어머니의 이름	1	1	40	sq15_817_mothers_name.xml	sq15_817_mothers_name.lua	13768	0	0	0	true	47	15	0	false	false	0	0	0	0	0	0
818	고대인의 설계도	1	1	42	sq15_818_ancient_draft.xml	sq15_818_ancient_draft.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
819	테트라스톤	1	1	43	sq15_819_tetra_stone.xml	sq15_819_tetra_stone.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
820	특별한 보석함	1	1	43	sq15_820_special_treasure_box.xml	sq15_820_special_treasure_box.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
821	테트라스톤의 힘	1	1	45	sq15_821_power_of_tetrastone.xml	sq15_821_power_of_tetrastone.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
822	사라진 테트라스톤	1	1	45	sq15_822_disappeared_tetrastone.xml	sq15_822_disappeared_tetrastone.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
823	순례단의 행적	1	1	45	sq15_823_trace_of_pilgrims.xml	sq15_823_trace_of_pilgrims.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
824	생존자 탐색	1	1	45	sq15_824_search_survivors.xml	sq15_824_search_survivors.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
825	검은 양의 정체	1	1	45	sq15_825_black_sheep.xml	sq15_825_black_sheep.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
826	타락한 수호자	1	1	45	sq15_826_fallen_guardian.xml	sq15_826_fallen_guardian.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
827	공짜는 없다	1	1	45	sq15_827_no_free.xml	sq15_827_no_free.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
829	겁쟁이의 의뢰	1	1	40	sq15_829_coward_request.xml	sq15_829_coward_request.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
830	수상한 초청장	1	1	40	sq15_830_suspicious_invitation.xml	sq15_830_suspicious_invitation.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
831	농작물을 지켜라	1	1	40	sq15_831_take_care_plant.xml	sq15_831_take_care_plant.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
832	가디언의 심장	1	1	40	sq15_832_guardian_heart.xml	sq15_832_guardian_heart.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
833	고대의 명검	1	1	40	sq15_833_ancient_sword.xml	sq15_833_ancient_sword.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
834	찾아낸 것은 전설의 무언가	1	1	45	sq15_834_something_legendary.xml	sq15_834_something_legendary.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
835	그것은 그냥 소설	1	1	45	sq15_835_just_novel.xml	sq15_835_just_novel.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
836	시작은 그러했으나	1	1	45	sq15_836_opening_is_like_that.xml	sq15_836_opening_is_like_that.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
837	감추고 싶은 과거	1	1	45	sq15_837_shameful_past.xml	sq15_837_shameful_past.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
838	확신의 근거	1	1	40	sq15_838_warranty_of_conviction.xml	sq15_838_warranty_of_conviction.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
839	이단자 처벌	1	1	40	sq15_839_punish_heretics.xml	sq15_839_punish_heretics.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
840	불길한 상징물	1	1	40	sq15_840_ominous_symbol.xml	sq15_840_ominous_symbol.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
841	배신의 이유	1	1	40	sq15_841_motive_of_betrayal.xml	sq15_841_motive_of_betrayal.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
842	변하지 않는 마음	1	1	45	sq15_842_everlasting_hearts.xml	sq15_842_everlasting_hearts.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
843	나비들의 숲	1	1	43	sq15_843_forest_of_butterflies.xml	sq15_843_forest_of_butterflies.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
844	나비들이 죽어가는 숲	1	1	43	sq15_844_forest_of_dead_butterflies.xml	sq15_844_forest_of_dead_butterflies.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
845	초자연적 분리장치	1	1	43	sq15_845_supernatral_separator.xml	sq15_845_supernatral_separator.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
846	원조 하운드 영양식	1	1	45	sq15_846_original_nourishing_meal.xml	sq15_846_original_nourishing_meal.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
847	칵퉤꽃 대란	1	1	45	sq15_847_disaster_of_spit_flower.xml	sq15_847_disaster_of_spit_flower.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
848	뜻밖의 효과	1	1	45	sq15_848_unexpected_effect.xml	sq15_848_unexpected_effect.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
849	금지된 레시피	1	1	45	sq15_849_forbidden_recipe.xml	sq15_849_forbidden_recipe.lua	13768	0	0	0	true	47	14	0	false	false	0	0	0	0	0	0
850	바르낙의 짝사랑	1	1	45	sq15_850_barnak_unrequited_love.xml	sq15_850_barnak_unrequited_love.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
851	반짝반짝 빛나는	1	1	45	sq15_851_glitteringly_luminous.xml	sq15_851_glitteringly_luminous.lua	13768	0	0	0	true	47	14	1	false	false	0	0	0	0	0	0
852	혼돈의 틈	4	1	50	sq15_852_chaos_crack.xml	sq15_852_chaos_crack.lua	13768	0	0	0	true	51	14	0	false	false	0	0	0	0	0	0
853	나락의 저편에서	1	1	47	sq15_853_beyond_the_abyss.xml	sq15_853_beyond_the_abyss.lua	13768	0	0	0	true	50	14	1	false	false	0	0	0	0	0	0
854	사라진 사람들	1	1	47	sq15_854_lost_people.xml	sq15_854_lost_people.lua	13768	0	0	0	true	50	14	1	false	false	0	0	0	0	0	0
855	요한의 상처 치료약	1	1	47	sq15_855_johns_medicine.xml	sq15_855_johns_medicine.lua	13768	0	0	0	true	50	14	1	false	false	0	0	0	0	0	0
856	아무도 없다	1	1	47	sq15_856_all_clear.xml	sq15_856_all_clear.lua	13768	0	0	0	true	50	14	1	false	false	0	0	0	0	0	0
857	안타까운 추측	1	1	47	sq15_857_regrettable_thing.xml	sq15_857_regrettable_thing.lua	13768	0	0	0	true	50	14	1	false	false	0	0	0	0	0	0
858	아주 중요한 도움	1	1	1	sq15_858_valued_assistance.xml	sq15_858_valued_assistance.lua	13768	0	0	0	true	50	14	0	false	false	0	0	0	0	0	0
859	길 잃은 모험자	1	1	47	sq15_859_lost_lotte.xml	sq15_859_lost_lotte.lua	13768	0	0	0	true	50	14	1	false	false	0	0	0	0	0	0
860	진정한 보물1	1	1	47	sq15_860_real_treasure1.xml	sq15_860_real_treasure1.lua	13768	0	0	0	true	50	14	1	false	false	0	0	0	0	0	0
861	진정한 보물2	1	1	47	sq15_861_real_treasure2.xml	sq15_861_real_treasure2.lua	13768	0	0	0	true	50	14	1	false	false	0	0	0	0	0	0
862	진정한 보물3	1	1	47	sq15_862_real_treasure3.xml	sq15_862_real_treasure3.lua	13768	0	0	0	true	50	14	1	false	false	0	0	0	0	0	0
863	오래 기억되도록	1	1	47	sq15_863_long_live.xml	sq15_863_long_live.lua	13768	0	0	0	true	50	14	1	false	false	0	0	0	0	0	0
864	고대의 또 다른 명검	1	1	47	sq15_864_another_sword.xml	sq15_864_another_sword.lua	13768	0	0	0	true	50	14	1	false	false	0	0	0	0	0	0
865	어디에 쓰는 물건인가	1	1	47	sq15_865_how_use.xml	sq15_865_how_use.lua	13768	0	0	0	true	50	14	1	false	false	0	0	0	0	0	0
866	검의 용도	1	1	47	sq15_866_by_sword.xml	sq15_866_by_sword.lua	13768	0	0	0	true	50	14	1	false	false	0	0	0	0	0	0
867	이상한 생물들의 땅	1	1	50	sq15_867_strange_lives.xml	sq15_867_strange_lives.lua	13744	0	0	0	true	60	14	1	false	false	0	0	0	0	0	0
868	발본색원	1	1	52	sq15_868_eradicate.xml	sq15_868_eradicate.lua	13744	0	0	0	true	60	14	1	false	false	0	0	0	0	0	0
869	옛날에 살던 사람	1	1	52	sq15_869_in_old_time.xml	sq15_869_in_old_time.lua	13744	0	0	0	true	60	14	1	false	false	0	0	0	0	0	0
870	부르거나 만들거나	1	1	52	sq15_870_call_or_create.xml	sq15_870_call_or_create.lua	13744	0	0	0	true	60	14	1	false	false	0	0	0	0	0	0
871	표본은 알고있다	1	1	52	sq15_871_models_knowhow.xml	sq15_871_models_knowhow.lua	13744	0	0	0	true	60	14	1	false	false	0	0	0	0	0	0
872	생태계 연구	1	1	53	sq15_872_biogeocenology.xml	sq15_872_biogeocenology.lua	13744	0	0	0	true	60	14	1	false	false	0	0	0	0	0	0
873	변이의 속도	1	1	53	sq15_873_velocity_of_modification.xml	sq15_873_velocity_of_modification.lua	13744	0	0	0	true	60	14	1	false	false	0	0	0	0	0	0
874	맑아지는 돌	1	1	53	sq15_874_cleared_stone.xml	sq15_874_cleared_stone.lua	13744	0	0	0	true	60	14	1	false	false	0	0	0	0	0	0
875	진정한 팬의 자세	1	1	52	sq15_875_admirers_attitude.xml	sq15_875_admirers_attitude.lua	13744	0	0	0	true	60	14	1	false	false	0	0	0	0	0	0
876	옛날 생물도감	1	1	56	sq15_876_illustrated_book.xml	sq15_876_illustrated_book.lua	13744	0	0	0	true	60	14	1	false	false	0	0	0	0	0	0
877	새로운 생물도감	1	1	56	sq15_877_renewel_book.xml	sq15_877_renewel_book.lua	13744	0	0	0	true	60	14	1	false	false	0	0	0	0	0	0
878	미증유	1	1	57	sq15_878_unheard_thing.xml	sq15_878_unheard_thing.lua	13744	0	0	0	true	60	14	1	false	false	0	0	0	0	0	0
879	그의 발자취	1	1	47	sq15_879_his_trace.xml	sq15_879_his_trace.lua	13768	0	0	0	true	50	14	1	false	false	0	0	0	0	0	0
880	뼈아픈 패배	1	1	47	sq15_880_the_defeat.xml	sq15_880_the_defeat.lua	13768	0	0	0	true	50	14	1	false	false	0	0	0	0	0	0
881	그가 손에 넣은 힘	1	1	47	sq15_881_gain_power.xml	sq15_881_gain_power.lua	13768	0	0	0	true	50	14	1	false	false	0	0	0	0	0	0
882	여신의 눈물	4	1	40	sq15_882_tears_of_goddess.xml	sq15_882_tears_of_goddess.lua	13768	0	0	0	true	47	14	0	false	false	0	0	0	0	0	0
883	세인트헤이븐 구역 워프	1	1	0	sq15_883_warp.xml	sq15_883_warp.lua	13768	0	0	0	false	0	11	0	false	false	0	0	0	0	0	0
884	캐더락 관문 구역 워프	1	1	0	sq15_884_warp.xml	sq15_884_warp.lua	13768	0	0	0	false	0	8	0	false	false	0	0	0	0	0	0
885	[테스트 서버] 바로 전직 - 워리어	1	1	1	sq_885_2nd_job_change_1.xml	sq_885_2nd_job_change_1.lua	13769	0	0	0	false	0	1	0	false	false	0	0	0	0	0	0
886	[테스트 서버] 바로 전직 - 아처	1	1	1	sq_886_2nd_job_change_2.xml	sq_886_2nd_job_change_2.lua	13769	0	0	0	false	0	1	0	false	false	0	0	0	0	0	0
887	[테스트 서버] 바로 전직 - 소서리스	1	1	1	sq_887_2nd_job_change_3.xml	sq_887_2nd_job_change_3.lua	13769	0	0	0	false	0	1	0	false	false	0	0	0	0	0	0
888	[테스트 서버] 바로 전직 - 클레릭	1	1	1	sq_888_2nd_job_change_4.xml	sq_888_2nd_job_change_4.lua	13769	0	0	0	false	0	1	0	false	false	0	0	0	0	0	0
889	퀘스트 테스트	3	1	1	sq_889_quest_test.xml	sq_889_quest_test.lua	13769	0	1	0	false	0	1	0	false	false	0	0	0	0	0	0
890	퀘스트 테스트	3	1	1	sq_890_quest_test.xml	sq_890_quest_test.lua	13769	0	1	0	false	0	1	0	false	false	0	0	0	0	0	0
891	퀘스트 테스트	3	1	1	sq_891_quest_test.xml	sq_891_quest_test.lua	13769	0	0	0	false	0	1	0	false	false	0	0	0	0	0	0
892	퀘스트 테스트	3	1	1	sq_892_quest_test.xml	sq_892_quest_test.lua	13769	0	0	0	false	0	1	0	false	false	0	0	0	0	0	0
893	퀘스트 테스트	3	1	1	sq_893_quest_test.xml	sq_893_quest_test.lua	13769	0	0	0	false	0	1	0	false	false	0	0	0	0	0	0
894	퀘스트 테스트	5	1	1	sq_894_quest_test.xml	sq_894_quest_test.lua	13769	0	0	0	false	0	11	0	false	false	0	0	2	0	0,1,2,3,4,5,6	1000:2300
895	퀘스트 테스트	5	1	1	sq_895_quest_test.xml	sq_895_quest_test.lua	13769	0	0	0	false	0	11	0	false	false	0	0	1	0	0,1,2,3,4,5,6	1000:2300
896	퀘스트 테스트	3	1	1	sq_896_quest_test.xml	sq_896_quest_test.lua	13769	0	0	0	false	0	1	0	false	false	0	0	0	0	0	0
897	퀘스트 테스트	3	1	1	sq_897_quest_test.xml	sq_897_quest_test.lua	13769	0	0	0	false	0	1	0	false	false	0	0	0	0	0	0
898	퀘스트 테스트	3	1	1	sq_898_quest_test.xml	sq_898_quest_test.lua	13769	0	0	0	false	0	1	0	false	false	0	0	0	0	0	0
899	퀘스트 테스트	3	1	1	sq_899_quest_test.xml	sq_899_quest_test.lua	13769	0	0	0	false	0	1	0	false	false	0	0	0	0	0	0
900	퀘스트 테스트	3	1	1	sq_900_quest_test.xml	sq_900_quest_test.lua	13769	0	0	0	false	0	1	0	false	false	0	0	0	0	0	0
901	운명의 소녀	1	1	15	sq_901_trial_quest.xml	sq_901_trial_quest.lua	13769	0	1	0	false	0	15036	0	false	false	0	0	0	0	0	0
902	럭키덕과 함께 날아가버리세요!	1	1	1	sq_902_jpn_open_event.xml	sq_902_jpn_open_event.lua	13769	0	0	0	false	0	15036	0	false	false	0	0	0	0	0	0
903	Crazy Duck의 마구모아 이벤트	1	1	1	sq_903_ring_event.xml	sq_903_ring_event.lua	13769	0	0	0	false	0	15036	0	false	false	0	0	0	0	0	0
