ROWID	_EnchantLevel|INTEGER	_DisjointDrop|INTEGER	_Item1Index|INTEGER	_Item2Index|INTEGER	_Item3Index|INTEGER	_Item4Index|INTEGER	_Item5Index|INTEGER	_Item6Index|INTEGER	_Item7Index|INTEGER	_Item8Index|INTEGER	_Item9Index|INTEGER	_Item10Index|INTEGER	_Item11Index|INTEGER	_Item12Index|INTEGER	_Item13Index|INTEGER	_Item14Index|INTEGER	_Item15Index|INTEGER	_Item16Index|INTEGER	_Item17Index|INTEGER	_Item18Index|INTEGER	_Item19Index|INTEGER	_Item20Index|INTEGER
10899	5	184554524	268479964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10900	6	184554524	268479965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10901	7	184554524	268479966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10902	8	184554524	268479967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10903	9	184554524	268479968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10904	10	184554524	268479969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10905	11	184554524	268479970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10906	12	184554524	268479971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10907	13	184554524	268479972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10908	14	184554524	268479973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10909	15	184554524	268479974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10910	16	184554524	268479975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10911	17	184554524	268479976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10912	18	184554524	268479977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10913	19	184554524	268479978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10914	20	184554524	268479979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10915	0	184554545	268479903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10916	1	184554545	268478279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10917	2	184554545	268479980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10918	3	184554545	268479981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10919	4	184554545	268479982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10920	5	184554545	268478283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10921	6	184554545	268479983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10922	7	184554545	268478222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10923	8	184554545	268478188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10924	9	184554545	268479881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10925	10	184554545	268479984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10926	11	184554545	268479985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10927	12	184554545	268479986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10928	13	184554545	268479987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10929	14	184554545	268479988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10930	15	184554545	268479989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10931	16	184554545	268479990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10932	17	184554545	268479991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10933	18	184554545	268479992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10934	19	184554545	268479993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10935	20	184554545	268479994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10949	0	184554566	536879001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10970	0	184554587	536879001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10991	0	184554608	536879001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11012	0	184554629	536879001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11033	0	184554650	536879001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11061	0	184554671	536879001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11311	0	184554702	268484217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11312	0	184554703	268484219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11313	0	184554704	268484218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11314	0	184554705	268484220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11315	0	184554706	268484217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11316	0	184554707	268484219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11317	0	184554708	268484218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11318	0	184554709	268484220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11319	0	184554710	268484217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11320	0	184554711	268484219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11321	0	184554712	268484218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11322	0	184554713	268484220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11323	0	184554714	268484217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11324	0	184554715	268484219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11325	0	184554716	268484218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11326	0	184554717	268484220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11327	0	184554718	268484287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11328	1	184554718	268484338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11329	2	184554718	268481442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11330	3	184554718	268484348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11331	4	184554718	268484310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11332	0	184554723	268484287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11333	1	184554723	268484338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11334	2	184554723	268481442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11335	3	184554723	268484348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11336	4	184554723	268484310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11683	10	184554889	536880781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11685	0	184554889	536880801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12101	0	184555039	268488361	268488362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12122	0	184555040	268488363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12123	0	184555041	268488363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12159	0	184555074	268488909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12160	1	184555074	268488909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12161	2	184555074	268488909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12162	3	184555074	268488909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12163	4	184555074	268488909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12164	5	184555074	268488909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12165	6	184555074	268488909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12166	7	184555074	268488909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12167	8	184555074	268488909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12168	9	184555074	268488909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12169	10	184555074	268488909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12170	11	184555074	268488909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12171	12	184555074	268488909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12172	13	184555074	268488909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12173	14	184555074	268488909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12174	15	184555074	268488909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12175	16	184555074	268488909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12176	17	184555074	268488909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12177	18	184555074	268488909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12178	19	184555074	268488909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12179	20	184555074	268488909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12470	0	184555209	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12471	1	184555209	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12422	2	184555209	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12423	3	184555209	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12424	4	184555209	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12425	5	184555209	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12426	6	184555209	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12427	7	184555209	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12428	8	184555209	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12429	9	184555209	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12485	10	184555209	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12486	11	184555209	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12487	12	184555209	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12488	13	184555209	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12489	14	184555209	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12490	15	184555209	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12491	16	184555209	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12492	17	184555209	536881481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12493	18	184555209	536881481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12494	19	184555209	536881481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12495	20	184555209	536881481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12430	0	184555219	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12431	1	184555219	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12432	2	184555219	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12433	3	184555219	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12434	4	184555219	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12435	5	184555219	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12436	6	184555219	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12437	7	184555219	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12438	8	184555219	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12439	9	184555219	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12496	10	184555219	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12497	11	184555219	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12498	12	184555219	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12499	13	184555219	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12500	14	184555219	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12501	15	184555219	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12502	16	184555219	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12503	17	184555219	536881481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12504	18	184555219	536881481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12505	19	184555219	536881481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12506	20	184555219	536881481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12440	0	184555229	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12441	1	184555229	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12442	2	184555229	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12443	3	184555229	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12444	4	184555229	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12445	5	184555229	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12446	6	184555229	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12447	7	184555229	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12448	8	184555229	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12449	9	184555229	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12507	10	184555229	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12508	11	184555229	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12509	12	184555229	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12510	13	184555229	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12511	14	184555229	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12512	15	184555229	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12513	16	184555229	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12514	17	184555229	536881481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12515	18	184555229	536881481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12516	19	184555229	536881481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12517	20	184555229	536881481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12450	0	184555239	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12451	1	184555239	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12452	2	184555239	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12453	3	184555239	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12454	4	184555239	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12455	5	184555239	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12456	6	184555239	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12457	7	184555239	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12458	8	184555239	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12459	9	184555239	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12518	10	184555239	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12519	11	184555239	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12520	12	184555239	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12521	13	184555239	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12522	14	184555239	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12523	15	184555239	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12524	16	184555239	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12525	17	184555239	536881481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12526	18	184555239	536881481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12527	19	184555239	536881481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12528	20	184555239	536881481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12460	0	184555249	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12461	1	184555249	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12462	2	184555249	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12463	3	184555249	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12464	4	184555249	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12465	5	184555249	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12466	6	184555249	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12467	7	184555249	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12468	8	184555249	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12469	9	184555249	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12529	10	184555249	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12530	11	184555249	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12531	12	184555249	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12532	13	184555249	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12533	14	184555249	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12534	15	184555249	268484238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12535	16	184555249	536881481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12536	17	184555249	536881481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12537	18	184555249	536881481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12538	19	184555249	536881481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12539	20	184555249	536881481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12483	0	184555259	268489676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12714	0	184555478	536881633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12715	1	184555478	536881634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12716	2	184555478	536881635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12717	3	184555478	536881636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12718	4	184555478	536881637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12719	5	184555478	536881638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12720	6	184555478	536881639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12721	7	184555478	536881640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12722	8	184555478	536881641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12723	9	184555478	536881642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12724	10	184555478	536881643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12725	11	184555478	536881644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12726	12	184555478	536881645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12727	13	184555478	536881646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12728	14	184555478	536881647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12729	15	184555478	536881648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12730	16	184555478	536881649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12731	17	184555478	536881650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12732	18	184555478	536881651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12733	19	184555478	536881652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12734	20	184555478	536881653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12735	0	184555499	536881654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12736	1	184555499	536881655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12737	2	184555499	536881656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12738	3	184555499	536881657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12739	4	184555499	536881658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12740	5	184555499	536881659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12741	6	184555499	536881660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12742	7	184555499	536881661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12743	8	184555499	536881662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12744	9	184555499	536881663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12745	10	184555499	536881664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12746	11	184555499	536881665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12747	12	184555499	536881666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12748	13	184555499	536881667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12749	14	184555499	536881668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12750	15	184555499	536881669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12751	16	184555499	536881670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12752	17	184555499	536881671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12753	18	184555499	536881672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12754	19	184555499	536881673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12755	20	184555499	536881674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12756	0	184555520	536881675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12757	1	184555520	536881676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12758	2	184555520	536881677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12759	3	184555520	536881678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12760	4	184555520	536881679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12761	5	184555520	536881680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12762	6	184555520	536881681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12763	7	184555520	536881682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12764	8	184555520	536881683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12765	9	184555520	536881684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12766	10	184555520	536881685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12767	11	184555520	536881686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12768	12	184555520	536881687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12769	13	184555520	536881688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12770	14	184555520	536881689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12771	15	184555520	536881690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12772	16	184555520	536881691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12773	17	184555520	536881692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12774	18	184555520	536881693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12775	19	184555520	536881694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12776	20	184555520	536881695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12777	0	184555541	536881696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12778	1	184555541	536881697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12779	2	184555541	536881698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12780	3	184555541	536881699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
