ROWID	_ApplicableValue|INTEGER	_RequireMaxItemLevel|INTEGER	_RequireEnchantLevel|INTEGER	_EnchantLevel|INTEGER	_CanApplySealedItem|BOOLEAN
308302234	125385730	32	9	10	true
308302235	125385730	32	10	11	true
308302236	125385730	32	11	12	true
308302237	125385730	32	12	13	true
308302238	125385730	32	13	14	true
308302239	125385730	32	14	15	true
308301969	125385730	32	0	1	true
308301970	125385730	32	0	2	true
308301971	125385730	32	0	3	true
308301972	125385730	32	0	4	true
308301973	125385730	32	0	5	true
308301974	125385730	32	0	6	true
308301975	125385730	32	0	7	true
308301976	125385730	32	0	8	true
308301977	125385730	32	0	9	true
308301978	125385730	32	0	10	true
308301979	125385730	32	0	11	true
308301980	125385730	32	0	12	true
308301981	125385730	32	0	13	true
308301982	125385730	32	0	14	true
308301983	125385730	32	0	15	true
308300178	125352962	32	1	2	true
308300179	125352962	32	2	3	true
308300180	125352962	32	3	4	true
308300181	125352962	32	4	5	true
308300182	125352962	32	5	6	true
308300183	125352962	32	6	7	true
308300184	125352962	32	7	8	true
308300185	125352962	32	8	9	true
308300186	125352962	32	9	10	true
308300187	125352962	32	10	11	true
308300188	125352962	32	11	12	true
308299921	125352962	32	0	1	true
308299922	125352962	32	0	2	true
308299923	125352962	32	0	3	true
308299924	125352962	32	0	4	true
308299925	125352962	32	0	5	true
308299926	125352962	32	0	6	true
308299927	125352962	32	0	7	true
308299928	125352962	32	0	8	true
308299929	125352962	32	0	9	true
308299930	125352962	32	0	10	true
308299931	125352962	32	0	11	true
308299932	125352962	32	0	12	true
308304274	125451266	32	1	2	true
308304275	125451266	32	2	3	true
308304276	125451266	32	3	4	true
308304277	125451266	32	4	5	true
308304278	125451266	32	5	6	true
308304279	125451266	32	6	7	true
308304280	125451266	32	7	8	true
308304281	125451266	32	8	9	true
308304282	125451266	32	9	10	true
308304283	125451266	32	10	11	true
308304284	125451266	32	11	12	true
308304285	125451266	32	12	13	true
308304286	125451266	32	13	14	true
308304287	125451266	32	14	15	true
308304017	125451266	32	0	1	true
308304018	125451266	32	0	2	true
308304019	125451266	32	0	3	true
308304020	125451266	32	0	4	true
308304021	125451266	32	0	5	true
308304022	125451266	32	0	6	true
308304023	125451266	32	0	7	true
308304024	125451266	32	0	8	true
308304025	125451266	32	0	9	true
308304026	125451266	32	0	10	true
308304027	125451266	32	0	11	true
308304028	125451266	32	0	12	true
308304029	125451266	32	0	13	true
308304030	125451266	32	0	14	true
308304031	125451266	32	0	15	true
308330898	125336584	32	1	2	true
308330899	125336584	32	2	3	true
308330900	125336584	32	3	4	true
308330901	125336584	32	4	5	true
308330902	125336584	32	5	6	true
308330903	125336584	32	6	7	true
308330904	125336584	32	7	8	true
308330905	125336584	32	8	9	true
308330906	125336584	32	9	10	true
308330907	125336584	32	10	11	true
308330908	125336584	32	11	12	true
308330641	125336584	32	0	1	true
308330642	125336584	32	0	2	true
308330643	125336584	32	0	3	true
308330644	125336584	32	0	4	true
308330645	125336584	32	0	5	true
308330646	125336584	32	0	6	true
308330647	125336584	32	0	7	true
308330648	125336584	32	0	8	true
308330649	125336584	32	0	9	true
308330650	125336584	32	0	10	true
308330651	125336584	32	0	11	true
308330652	125336584	32	0	12	true
308334994	125385736	32	1	2	true
308334995	125385736	32	2	3	true
308334996	125385736	32	3	4	true
308334997	125385736	32	4	5	true
308334998	125385736	32	5	6	true
308334999	125385736	32	6	7	true
308335000	125385736	32	7	8	true
308335001	125385736	32	8	9	true
308335002	125385736	32	9	10	true
308335003	125385736	32	10	11	true
308335004	125385736	32	11	12	true
308335005	125385736	32	12	13	true
308335006	125385736	32	13	14	true
308335007	125385736	32	14	15	true
308334737	125385736	32	0	1	true
308334738	125385736	32	0	2	true
308334739	125385736	32	0	3	true
308334740	125385736	32	0	4	true
308334741	125385736	32	0	5	true
308334742	125385736	32	0	6	true
308334743	125385736	32	0	7	true
308334744	125385736	32	0	8	true
308334745	125385736	32	0	9	true
308334746	125385736	32	0	10	true
308334747	125385736	32	0	11	true
308334748	125385736	32	0	12	true
308334749	125385736	32	0	13	true
308334750	125385736	32	0	14	true
308334751	125385736	32	0	15	true
308332946	125352968	32	1	2	true
308332947	125352968	32	2	3	true
308332948	125352968	32	3	4	true
308332949	125352968	32	4	5	true
308332950	125352968	32	5	6	true
308332951	125352968	32	6	7	true
308332952	125352968	32	7	8	true
308332953	125352968	32	8	9	true
308332954	125352968	32	9	10	true
308332955	125352968	32	10	11	true
308332956	125352968	32	11	12	true
308332689	125352968	32	0	1	true
308332690	125352968	32	0	2	true
308332691	125352968	32	0	3	true
308332692	125352968	32	0	4	true
308332693	125352968	32	0	5	true
308332694	125352968	32	0	6	true
308332695	125352968	32	0	7	true
308332696	125352968	32	0	8	true
308332697	125352968	32	0	9	true
308332698	125352968	32	0	10	true
308332699	125352968	32	0	11	true
308332700	125352968	32	0	12	true
308337042	125451272	32	1	2	true
308337043	125451272	32	2	3	true
308337044	125451272	32	3	4	true
308337045	125451272	32	4	5	true
308337046	125451272	32	5	6	true
308337047	125451272	32	6	7	true
308337048	125451272	32	7	8	true
308337049	125451272	32	8	9	true
308337050	125451272	32	9	10	true
308337051	125451272	32	10	11	true
308337052	125451272	32	11	12	true
308337053	125451272	32	12	13	true
308337054	125451272	32	13	14	true
308337055	125451272	32	14	15	true
308336785	125451272	32	0	1	true
308336786	125451272	32	0	2	true
308336787	125451272	32	0	3	true
308336788	125451272	32	0	4	true
308336789	125451272	32	0	5	true
308336790	125451272	32	0	6	true
308336791	125451272	32	0	7	true
308336792	125451272	32	0	8	true
308336793	125451272	32	0	9	true
308336794	125451272	32	0	10	true
308336795	125451272	32	0	11	true
308336796	125451272	32	0	12	true
308336797	125451272	32	0	13	true
308336798	125451272	32	0	14	true
308336799	125451272	32	0	15	true
308380050	125336640	32	1	2	true
308380051	125336640	32	2	3	true
308380052	125336640	32	3	4	true
308380053	125336640	32	4	5	true
308380054	125336640	32	5	6	true
308380055	125336640	32	6	7	true
308380056	125336640	32	7	8	true
308380057	125336640	32	8	9	true
308380058	125336640	32	9	10	true
308380059	125336640	32	10	11	true
308380060	125336640	32	11	12	true
308379793	125336640	32	0	1	true
308379794	125336640	32	0	2	true
308379795	125336640	32	0	3	true
308379796	125336640	32	0	4	true
308379797	125336640	32	0	5	true
308379798	125336640	32	0	6	true
308379799	125336640	32	0	7	true
308379800	125336640	32	0	8	true
308379801	125336640	32	0	9	true
308379802	125336640	32	0	10	true
308379803	125336640	32	0	11	true
308379804	125336640	32	0	12	true
308384146	125385792	32	1	2	true
308384147	125385792	32	2	3	true
308384148	125385792	32	3	4	true
308384149	125385792	32	4	5	true
308384150	125385792	32	5	6	true
308384151	125385792	32	6	7	true
308384152	125385792	32	7	8	true
308384153	125385792	32	8	9	true
308384154	125385792	32	9	10	true
308384155	125385792	32	10	11	true
308384156	125385792	32	11	12	true
308384157	125385792	32	12	13	true
308384158	125385792	32	13	14	true
308384159	125385792	32	14	15	true
308383889	125385792	32	0	1	true
308383890	125385792	32	0	2	true
308383891	125385792	32	0	3	true
308383892	125385792	32	0	4	true
308383893	125385792	32	0	5	true
308383894	125385792	32	0	6	true
308383895	125385792	32	0	7	true
308383896	125385792	32	0	8	true
308383897	125385792	32	0	9	true
308383898	125385792	32	0	10	true
308383899	125385792	32	0	11	true
308383900	125385792	32	0	12	true
308383901	125385792	32	0	13	true
308383902	125385792	32	0	14	true
308383903	125385792	32	0	15	true
308382098	125353024	32	1	2	true
308382099	125353024	32	2	3	true
308382100	125353024	32	3	4	true
308382101	125353024	32	4	5	true
308382102	125353024	32	5	6	true
308382103	125353024	32	6	7	true
308382104	125353024	32	7	8	true
308382105	125353024	32	8	9	true
308382106	125353024	32	9	10	true
308382107	125353024	32	10	11	true
308382108	125353024	32	11	12	true
308381841	125353024	32	0	1	true
308381842	125353024	32	0	2	true
308381843	125353024	32	0	3	true
308381844	125353024	32	0	4	true
308381845	125353024	32	0	5	true
308381846	125353024	32	0	6	true
308381847	125353024	32	0	7	true
308381848	125353024	32	0	8	true
308381849	125353024	32	0	9	true
308381850	125353024	32	0	10	true
308381851	125353024	32	0	11	true
308381852	125353024	32	0	12	true
308386194	125451328	32	1	2	true
308386195	125451328	32	2	3	true
308386196	125451328	32	3	4	true
308386197	125451328	32	4	5	true
308386198	125451328	32	5	6	true
308386199	125451328	32	6	7	true
308386200	125451328	32	7	8	true
308386201	125451328	32	8	9	true
308386202	125451328	32	9	10	true
308386203	125451328	32	10	11	true
308386204	125451328	32	11	12	true
308386205	125451328	32	12	13	true
308386206	125451328	32	13	14	true
308386207	125451328	32	14	15	true
308385937	125451328	32	0	1	true
308385938	125451328	32	0	2	true
308385939	125451328	32	0	3	true
308385940	125451328	32	0	4	true
308385941	125451328	32	0	5	true
308385942	125451328	32	0	6	true
308385943	125451328	32	0	7	true
308385944	125451328	32	0	8	true
308385945	125451328	32	0	9	true
308385946	125451328	32	0	10	true
308385947	125451328	32	0	11	true
308385948	125451328	32	0	12	true
308385949	125451328	32	0	13	true
308385950	125451328	32	0	14	true
308385951	125451328	32	0	15	true
308363666	125336608	32	1	2	true
308363667	125336608	32	2	3	true
308363668	125336608	32	3	4	true
308363669	125336608	32	4	5	true
308363670	125336608	32	5	6	true
308363671	125336608	32	6	7	true
308363672	125336608	32	7	8	true
308363673	125336608	32	8	9	true
308363674	125336608	32	9	10	true
308363675	125336608	32	10	11	true
308363676	125336608	32	11	12	true
308363409	125336608	32	0	1	true
308363410	125336608	32	0	2	true
308363411	125336608	32	0	3	true
308363412	125336608	32	0	4	true
308363413	125336608	32	0	5	true
308363414	125336608	32	0	6	true
308363415	125336608	32	0	7	true
308363416	125336608	32	0	8	true
308363417	125336608	32	0	9	true
308363418	125336608	32	0	10	true
308363419	125336608	32	0	11	true
308363420	125336608	32	0	12	true
308367762	125385760	32	1	2	true
308367763	125385760	32	2	3	true
308367764	125385760	32	3	4	true
308367765	125385760	32	4	5	true
308367766	125385760	32	5	6	true
308367767	125385760	32	6	7	true
308367768	125385760	32	7	8	true
308367769	125385760	32	8	9	true
308367770	125385760	32	9	10	true
308367771	125385760	32	10	11	true
308367772	125385760	32	11	12	true
308367773	125385760	32	12	13	true
308367774	125385760	32	13	14	true
308367775	125385760	32	14	15	true
308367505	125385760	32	0	1	true
308367506	125385760	32	0	2	true
308367507	125385760	32	0	3	true
308367508	125385760	32	0	4	true
308367509	125385760	32	0	5	true
308367510	125385760	32	0	6	true
308367511	125385760	32	0	7	true
308367512	125385760	32	0	8	true
308367513	125385760	32	0	9	true
308367514	125385760	32	0	10	true
308367515	125385760	32	0	11	true
308367516	125385760	32	0	12	true
308367517	125385760	32	0	13	true
308367518	125385760	32	0	14	true
308367519	125385760	32	0	15	true
308365714	125352992	32	1	2	true
308365715	125352992	32	2	3	true
308365716	125352992	32	3	4	true
308365717	125352992	32	4	5	true
308365718	125352992	32	5	6	true
308365719	125352992	32	6	7	true
308365720	125352992	32	7	8	true
308365721	125352992	32	8	9	true
308365722	125352992	32	9	10	true
308365723	125352992	32	10	11	true
308365724	125352992	32	11	12	true
308365457	125352992	32	0	1	true
308365458	125352992	32	0	2	true
308365459	125352992	32	0	3	true
308365460	125352992	32	0	4	true
308365461	125352992	32	0	5	true
308365462	125352992	32	0	6	true
308365463	125352992	32	0	7	true
308365464	125352992	32	0	8	true
308365465	125352992	32	0	9	true
308365466	125352992	32	0	10	true
308365467	125352992	32	0	11	true
308365468	125352992	32	0	12	true
308369810	125451296	32	1	2	true
308369811	125451296	32	2	3	true
308369812	125451296	32	3	4	true
308369813	125451296	32	4	5	true
308369814	125451296	32	5	6	true
308369815	125451296	32	6	7	true
308369816	125451296	32	7	8	true
308369817	125451296	32	8	9	true
308369818	125451296	32	9	10	true
308369819	125451296	32	10	11	true
308369820	125451296	32	11	12	true
308369821	125451296	32	12	13	true
308369822	125451296	32	13	14	true
308369823	125451296	32	14	15	true
308369553	125451296	32	0	1	true
308369554	125451296	32	0	2	true
308369555	125451296	32	0	3	true
308369556	125451296	32	0	4	true
308369557	125451296	32	0	5	true
308369558	125451296	32	0	6	true
308369559	125451296	32	0	7	true
308369560	125451296	32	0	8	true
308369561	125451296	32	0	9	true
308369562	125451296	32	0	10	true
308369563	125451296	32	0	11	true
308369564	125451296	32	0	12	true
308369565	125451296	32	0	13	true
308369566	125451296	32	0	14	true
308369567	125451296	32	0	15	true
308281746	125336577	32	1	2	true
308281747	125336577	32	2	3	true
308281748	125336577	32	3	4	true
308281749	125336577	32	4	5	true
308281750	125336577	32	5	6	true
308281751	125336577	32	6	7	true
308281752	125336577	32	7	8	true
308281753	125336577	32	8	9	true
308281754	125336577	32	9	10	true
308281755	125336577	32	10	11	true
308281756	125336577	32	11	12	true
308281489	125336577	32	0	1	true
308281490	125336577	32	0	2	true
308281491	125336577	32	0	3	true
308281492	125336577	32	0	4	true
308281493	125336577	32	0	5	true
308281494	125336577	32	0	6	true
308281495	125336577	32	0	7	true
308281496	125336577	32	0	8	true
308281497	125336577	32	0	9	true
308281498	125336577	32	0	10	true
308281499	125336577	32	0	11	true
308281500	125336577	32	0	12	true
308285842	125385729	32	1	2	true
308285843	125385729	32	2	3	true
308285844	125385729	32	3	4	true
308285845	125385729	32	4	5	true
308285846	125385729	32	5	6	true
308285847	125385729	32	6	7	true
308285848	125385729	32	7	8	true
308285849	125385729	32	8	9	true
308285850	125385729	32	9	10	true
308285851	125385729	32	10	11	true
308285852	125385729	32	11	12	true
308285853	125385729	32	12	13	true
308285854	125385729	32	13	14	true
308285855	125385729	32	14	15	true
308285585	125385729	32	0	1	true
308285586	125385729	32	0	2	true
308285587	125385729	32	0	3	true
308285588	125385729	32	0	4	true
308285589	125385729	32	0	5	true
308285590	125385729	32	0	6	true
308285591	125385729	32	0	7	true
308285592	125385729	32	0	8	true
308285593	125385729	32	0	9	true
308285594	125385729	32	0	10	true
308285595	125385729	32	0	11	true
308285596	125385729	32	0	12	true
308285597	125385729	32	0	13	true
308285598	125385729	32	0	14	true
308285599	125385729	32	0	15	true
308283794	125352961	32	1	2	true
308283795	125352961	32	2	3	true
308283796	125352961	32	3	4	true
308283797	125352961	32	4	5	true
308283798	125352961	32	5	6	true
308283799	125352961	32	6	7	true
308283800	125352961	32	7	8	true
308283801	125352961	32	8	9	true
308283802	125352961	32	9	10	true
308283803	125352961	32	10	11	true
308283804	125352961	32	11	12	true
308283537	125352961	32	0	1	true
308283538	125352961	32	0	2	true
308283539	125352961	32	0	3	true
308283540	125352961	32	0	4	true
308283541	125352961	32	0	5	true
308283542	125352961	32	0	6	true
308283543	125352961	32	0	7	true
308283544	125352961	32	0	8	true
308283545	125352961	32	0	9	true
308283546	125352961	32	0	10	true
308283547	125352961	32	0	11	true
308283548	125352961	32	0	12	true
308287890	125451265	32	1	2	true
308287891	125451265	32	2	3	true
308287892	125451265	32	3	4	true
308287893	125451265	32	4	5	true
308287894	125451265	32	5	6	true
308287895	125451265	32	6	7	true
308287896	125451265	32	7	8	true
308287897	125451265	32	8	9	true
308287898	125451265	32	9	10	true
308287899	125451265	32	10	11	true
308287900	125451265	32	11	12	true
308287901	125451265	32	12	13	true
308287902	125451265	32	13	14	true
308287903	125451265	32	14	15	true
308287633	125451265	32	0	1	true
308287634	125451265	32	0	2	true
308287635	125451265	32	0	3	true
308287636	125451265	32	0	4	true
308287637	125451265	32	0	5	true
308287638	125451265	32	0	6	true
308287639	125451265	32	0	7	true
308287640	125451265	32	0	8	true
308287641	125451265	32	0	9	true
308287642	125451265	32	0	10	true
308287643	125451265	32	0	11	true
308287644	125451265	32	0	12	true
308287645	125451265	32	0	13	true
308287646	125451265	32	0	14	true
308287647	125451265	32	0	15	true
308347282	125336592	32	1	2	true
308347283	125336592	32	2	3	true
308347284	125336592	32	3	4	true
308347285	125336592	32	4	5	true
308347286	125336592	32	5	6	true
308347287	125336592	32	6	7	true
308347288	125336592	32	7	8	true
308347289	125336592	32	8	9	true
308347290	125336592	32	9	10	true
308347291	125336592	32	10	11	true
308347292	125336592	32	11	12	true
308347025	125336592	32	0	1	true
308347026	125336592	32	0	2	true
308347027	125336592	32	0	3	true
308347028	125336592	32	0	4	true
308347029	125336592	32	0	5	true
308347030	125336592	32	0	6	true
308347031	125336592	32	0	7	true
308347032	125336592	32	0	8	true
308347033	125336592	32	0	9	true
308347034	125336592	32	0	10	true
308347035	125336592	32	0	11	true
308347036	125336592	32	0	12	true
308351378	125385744	32	1	2	true
308351379	125385744	32	2	3	true
308351380	125385744	32	3	4	true
308351381	125385744	32	4	5	true
308351382	125385744	32	5	6	true
308351383	125385744	32	6	7	true
308351384	125385744	32	7	8	true
308351385	125385744	32	8	9	true
308351386	125385744	32	9	10	true
308351387	125385744	32	10	11	true
308351388	125385744	32	11	12	true
308351389	125385744	32	12	13	true
308351390	125385744	32	13	14	true
308351391	125385744	32	14	15	true
308351121	125385744	32	0	1	true
308351122	125385744	32	0	2	true
308351123	125385744	32	0	3	true
308351124	125385744	32	0	4	true
308351125	125385744	32	0	5	true
308351126	125385744	32	0	6	true
308351127	125385744	32	0	7	true
308351128	125385744	32	0	8	true
308351129	125385744	32	0	9	true
308351130	125385744	32	0	10	true
308351131	125385744	32	0	11	true
308351132	125385744	32	0	12	true
308351133	125385744	32	0	13	true
308351134	125385744	32	0	14	true
308351135	125385744	32	0	15	true
308349330	125352976	32	1	2	true
308349331	125352976	32	2	3	true
308349332	125352976	32	3	4	true
308349333	125352976	32	4	5	true
308349334	125352976	32	5	6	true
308349335	125352976	32	6	7	true
308349336	125352976	32	7	8	true
308349337	125352976	32	8	9	true
308349338	125352976	32	9	10	true
308349339	125352976	32	10	11	true
308349340	125352976	32	11	12	true
308349073	125352976	32	0	1	true
308349074	125352976	32	0	2	true
308349075	125352976	32	0	3	true
308349076	125352976	32	0	4	true
308349077	125352976	32	0	5	true
308349078	125352976	32	0	6	true
308349079	125352976	32	0	7	true
308349080	125352976	32	0	8	true
308349081	125352976	32	0	9	true
308349082	125352976	32	0	10	true
308349083	125352976	32	0	11	true
308349084	125352976	32	0	12	true
308353426	125451280	32	1	2	true
308353427	125451280	32	2	3	true
308353428	125451280	32	3	4	true
308353429	125451280	32	4	5	true
308353430	125451280	32	5	6	true
308353431	125451280	32	6	7	true
308353432	125451280	32	7	8	true
308353433	125451280	32	8	9	true
308353434	125451280	32	9	10	true
308353435	125451280	32	10	11	true
308353436	125451280	32	11	12	true
308353437	125451280	32	12	13	true
308353438	125451280	32	13	14	true
308353439	125451280	32	14	15	true
308353169	125451280	32	0	1	true
308353170	125451280	32	0	2	true
308353171	125451280	32	0	3	true
308353172	125451280	32	0	4	true
308353173	125451280	32	0	5	true
308353174	125451280	32	0	6	true
308353175	125451280	32	0	7	true
308353176	125451280	32	0	8	true
308353177	125451280	32	0	9	true
308353178	125451280	32	0	10	true
308353179	125451280	32	0	11	true
308353180	125451280	32	0	12	true
308353181	125451280	32	0	13	true
308353182	125451280	32	0	14	true
308353183	125451280	32	0	15	true
308314402	125336580	40	1	2	true
308314403	125336580	40	2	3	true
308314404	125336580	40	3	4	true
308314405	125336580	40	4	5	true
308314406	125336580	40	5	6	true
308314407	125336580	40	6	7	true
308314408	125336580	40	7	8	true
308314409	125336580	40	8	9	true
308314410	125336580	40	9	10	true
308314411	125336580	40	10	11	true
308314412	125336580	40	11	12	true
308314145	125336580	40	0	1	true
308314146	125336580	40	0	2	true
308314147	125336580	40	0	3	true
308314148	125336580	40	0	4	true
308314149	125336580	40	0	5	true
308314150	125336580	40	0	6	true
308314151	125336580	40	0	7	true
308314152	125336580	40	0	8	true
308314153	125336580	40	0	9	true
308314154	125336580	40	0	10	true
308314155	125336580	40	0	11	true
308314156	125336580	40	0	12	true
308318498	125385732	40	1	2	true
308318499	125385732	40	2	3	true
308318500	125385732	40	3	4	true
308318501	125385732	40	4	5	true
308318502	125385732	40	5	6	true
308318503	125385732	40	6	7	true
308318504	125385732	40	7	8	true
308318505	125385732	40	8	9	true
308318506	125385732	40	9	10	true
308318507	125385732	40	10	11	true
308318508	125385732	40	11	12	true
308318509	125385732	40	12	13	true
308318510	125385732	40	13	14	true
308318511	125385732	40	14	15	true
308318241	125385732	40	0	1	true
308318242	125385732	40	0	2	true
308318243	125385732	40	0	3	true
308318244	125385732	40	0	4	true
308318245	125385732	40	0	5	true
308318246	125385732	40	0	6	true
308318247	125385732	40	0	7	true
308318248	125385732	40	0	8	true
308318249	125385732	40	0	9	true
308318250	125385732	40	0	10	true
308318251	125385732	40	0	11	true
308318252	125385732	40	0	12	true
308318253	125385732	40	0	13	true
308318254	125385732	40	0	14	true
308318255	125385732	40	0	15	true
308316450	125352964	40	1	2	true
308316451	125352964	40	2	3	true
308316452	125352964	40	3	4	true
308316453	125352964	40	4	5	true
308316454	125352964	40	5	6	true
308316455	125352964	40	6	7	true
308316456	125352964	40	7	8	true
308316457	125352964	40	8	9	true
308316458	125352964	40	9	10	true
308316459	125352964	40	10	11	true
308316460	125352964	40	11	12	true
308316193	125352964	40	0	1	true
308316194	125352964	40	0	2	true
308316195	125352964	40	0	3	true
308316196	125352964	40	0	4	true
308316197	125352964	40	0	5	true
308316198	125352964	40	0	6	true
308316199	125352964	40	0	7	true
308316200	125352964	40	0	8	true
308316201	125352964	40	0	9	true
308316202	125352964	40	0	10	true
308316203	125352964	40	0	11	true
308316204	125352964	40	0	12	true
308320546	125451268	40	1	2	true
308320547	125451268	40	2	3	true
308320548	125451268	40	3	4	true
308320549	125451268	40	4	5	true
308320550	125451268	40	5	6	true
308320551	125451268	40	6	7	true
308320552	125451268	40	7	8	true
308320553	125451268	40	8	9	true
308320554	125451268	40	9	10	true
308320555	125451268	40	10	11	true
308320556	125451268	40	11	12	true
308320557	125451268	40	12	13	true
308320558	125451268	40	13	14	true
308320559	125451268	40	14	15	true
308320289	125451268	40	0	1	true
308320290	125451268	40	0	2	true
308320291	125451268	40	0	3	true
308320292	125451268	40	0	4	true
308320293	125451268	40	0	5	true
308320294	125451268	40	0	6	true
308320295	125451268	40	0	7	true
308320296	125451268	40	0	8	true
308320297	125451268	40	0	9	true
308320298	125451268	40	0	10	true
308320299	125451268	40	0	11	true
308320300	125451268	40	0	12	true
308320301	125451268	40	0	13	true
308320302	125451268	40	0	14	true
308320303	125451268	40	0	15	true
308322594	125582340	40	1	2	true
308322595	125582340	40	2	3	true
308322596	125582340	40	3	4	true
308322597	125582340	40	4	5	true
308322598	125582340	40	5	6	true
308322599	125582340	40	6	7	true
308322600	125582340	40	7	8	true
308322601	125582340	40	8	9	true
308322602	125582340	40	9	10	true
308322603	125582340	40	10	11	true
308322604	125582340	40	11	12	true
308322605	125582340	40	12	13	true
308322606	125582340	40	13	14	true
308322337	125582340	40	0	1	true
308322338	125582340	40	0	2	true
308322339	125582340	40	0	3	true
308322340	125582340	40	0	4	true
308322341	125582340	40	0	5	true
308322342	125582340	40	0	6	true
308322343	125582340	40	0	7	true
308322344	125582340	40	0	8	true
308322345	125582340	40	0	9	true
308322346	125582340	40	0	10	true
308322347	125582340	40	0	11	true
308322348	125582340	40	0	12	true
308322349	125582340	40	0	13	true
308322350	125582340	40	0	14	true
308298018	125336578	40	1	2	true
308298019	125336578	40	2	3	true
308298020	125336578	40	3	4	true
308298021	125336578	40	4	5	true
308298022	125336578	40	5	6	true
308298023	125336578	40	6	7	true
308298024	125336578	40	7	8	true
308298025	125336578	40	8	9	true
308298026	125336578	40	9	10	true
308298027	125336578	40	10	11	true
308298028	125336578	40	11	12	true
308297761	125336578	40	0	1	true
308297762	125336578	40	0	2	true
308297763	125336578	40	0	3	true
308297764	125336578	40	0	4	true
308297765	125336578	40	0	5	true
308297766	125336578	40	0	6	true
308297767	125336578	40	0	7	true
308297768	125336578	40	0	8	true
308297769	125336578	40	0	9	true
308297770	125336578	40	0	10	true
308297771	125336578	40	0	11	true
308297772	125336578	40	0	12	true
308302114	125385730	40	1	2	true
308302115	125385730	40	2	3	true
308302116	125385730	40	3	4	true
308302117	125385730	40	4	5	true
308302118	125385730	40	5	6	true
308302119	125385730	40	6	7	true
308302120	125385730	40	7	8	true
308302121	125385730	40	8	9	true
308302122	125385730	40	9	10	true
308302123	125385730	40	10	11	true
308302124	125385730	40	11	12	true
308302125	125385730	40	12	13	true
308302126	125385730	40	13	14	true
308302127	125385730	40	14	15	true
308301857	125385730	40	0	1	true
308301858	125385730	40	0	2	true
308301859	125385730	40	0	3	true
308301860	125385730	40	0	4	true
308301861	125385730	40	0	5	true
308301862	125385730	40	0	6	true
308301863	125385730	40	0	7	true
308301864	125385730	40	0	8	true
308301865	125385730	40	0	9	true
308301866	125385730	40	0	10	true
308301867	125385730	40	0	11	true
308301868	125385730	40	0	12	true
308301869	125385730	40	0	13	true
308301870	125385730	40	0	14	true
308301871	125385730	40	0	15	true
308300066	125352962	40	1	2	true
308300067	125352962	40	2	3	true
308300068	125352962	40	3	4	true
308300069	125352962	40	4	5	true
308300070	125352962	40	5	6	true
308300071	125352962	40	6	7	true
308300072	125352962	40	7	8	true
308300073	125352962	40	8	9	true
308300074	125352962	40	9	10	true
308300075	125352962	40	10	11	true
308300076	125352962	40	11	12	true
308299809	125352962	40	0	1	true
308299810	125352962	40	0	2	true
308299811	125352962	40	0	3	true
308299812	125352962	40	0	4	true
308299813	125352962	40	0	5	true
308299814	125352962	40	0	6	true
308299815	125352962	40	0	7	true
308299816	125352962	40	0	8	true
308299817	125352962	40	0	9	true
308299818	125352962	40	0	10	true
308299819	125352962	40	0	11	true
308299820	125352962	40	0	12	true
308304162	125451266	40	1	2	true
308304163	125451266	40	2	3	true
308304164	125451266	40	3	4	true
308304165	125451266	40	4	5	true
308304166	125451266	40	5	6	true
308304167	125451266	40	6	7	true
308304168	125451266	40	7	8	true
308304169	125451266	40	8	9	true
308304170	125451266	40	9	10	true
308304171	125451266	40	10	11	true
308304172	125451266	40	11	12	true
308304173	125451266	40	12	13	true
308304174	125451266	40	13	14	true
308304175	125451266	40	14	15	true
308303905	125451266	40	0	1	true
308303906	125451266	40	0	2	true
308303907	125451266	40	0	3	true
308303908	125451266	40	0	4	true
308303909	125451266	40	0	5	true
308303910	125451266	40	0	6	true
308303911	125451266	40	0	7	true
308303912	125451266	40	0	8	true
308303913	125451266	40	0	9	true
308303914	125451266	40	0	10	true
308303915	125451266	40	0	11	true
308303916	125451266	40	0	12	true
308303917	125451266	40	0	13	true
308303918	125451266	40	0	14	true
308303919	125451266	40	0	15	true
308306210	125582338	40	1	2	true
308306211	125582338	40	2	3	true
308306212	125582338	40	3	4	true
308306213	125582338	40	4	5	true
308306214	125582338	40	5	6	true
308306215	125582338	40	6	7	true
308306216	125582338	40	7	8	true
308306217	125582338	40	8	9	true
308306218	125582338	40	9	10	true
308306219	125582338	40	10	11	true
308306220	125582338	40	11	12	true
308306221	125582338	40	12	13	true
308306222	125582338	40	13	14	true
308305953	125582338	40	0	1	true
308305954	125582338	40	0	2	true
308305955	125582338	40	0	3	true
308305956	125582338	40	0	4	true
308305957	125582338	40	0	5	true
308305958	125582338	40	0	6	true
308305959	125582338	40	0	7	true
308305960	125582338	40	0	8	true
308305961	125582338	40	0	9	true
308305962	125582338	40	0	10	true
308305963	125582338	40	0	11	true
308305964	125582338	40	0	12	true
308305965	125582338	40	0	13	true
308305966	125582338	40	0	14	true
308330786	125336584	40	1	2	true
308330787	125336584	40	2	3	true
308330788	125336584	40	3	4	true
308330789	125336584	40	4	5	true
308330790	125336584	40	5	6	true
308330791	125336584	40	6	7	true
308330792	125336584	40	7	8	true
308330793	125336584	40	8	9	true
308330794	125336584	40	9	10	true
308330795	125336584	40	10	11	true
308330796	125336584	40	11	12	true
308330529	125336584	40	0	1	true
308330530	125336584	40	0	2	true
308330531	125336584	40	0	3	true
