ROWID	_Activate|INTEGER	_TitleNameID|INTEGER	_TitleNameIDParam|TEXT	_AchieveIcon|INTEGER	_AchieveEvent|INTEGER	_Achieve1Type|INTEGER	_Achieve1Param|INTEGER	_Achieve1Operator|INTEGER	_Achieve2Type|INTEGER	_Achieve2Param|INTEGER	_Achieve2Operator|INTEGER	_Achieve3Type|INTEGER	_Achieve3Param|INTEGER	_Achieve3Operator|INTEGER	_Achieve4Type|INTEGER	_Achieve4Param|INTEGER	_Achieve4Operator|INTEGER	_Achieve5Type|INTEGER	_Achieve5Param|INTEGER	_Achieve5Operator|INTEGER	_GainCheckType|BOOLEAN	_AchieveCheckType|BOOLEAN	_MailID|INTEGER
230	1	1000053265		4	19	3	14100	0	9	501022	0	0	0	0	0	0	0	0	0	0	false	false	1596
231	1	1000053218	{1000042658}	4	19	3	14100	0	9	501003	0	0	0	0	0	0	0	0	0	0	false	false	1596
232	1	1000053214	{1000021547}	4	19	3	14073	0	9	235747	0	23	3	3	0	0	0	0	0	0	false	false	1594
233	1	1000053266	{1000019978}	4	3	3	14073	0	23	3	3	0	0	0	0	0	0	0	0	0	false	false	1594
234	1	1000053214	{1000036445}	4	19	3	14083	0	9	236020	0	0	0	0	0	0	0	0	0	0	false	false	1595
235	1	1000053266	{1000037428}	4	3	3	14083	0	23	3	5	0	0	0	0	0	0	0	0	0	false	false	1595
236	1	1000055541	{1000019978}	4	3	3	14073	0	23	6	3	0	0	0	0	0	0	0	0	0	false	false	1594
237	1	1000055541	{1000037428}	4	3	3	14083	0	23	6	5	0	0	0	0	0	0	0	0	0	false	false	1595
238	1	1000055542	1	4	24	33	8	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	1593
239	1	1000055542	1	4	24	33	8	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	1594
240	1	1000055542	1	4	24	33	8	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	1595
241	1	1000055542	1	4	24	33	8	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	1596
242	1	1000053221	{1000054964},4	4	3	3	761	0	15	240	5	0	0	0	0	0	0	0	0	0	false	false	1597
243	1	1000053223	{1000054964}	4	3	23	1	3	21	1	3	0	0	0	0	0	0	0	0	0	false	false	1597
244	1	1000060738		4	63	3	761	0	20	3225	0	0	0	0	0	0	0	0	0	0	false	false	1597
245	1	1000053221	{1000054965},4	4	3	3	771	0	15	240	5	0	0	0	0	0	0	0	0	0	false	false	1597
246	1	1000053214	{1000058266}	4	19	9	601116	0	9	701116	0	0	0	0	0	0	0	0	0	0	false	true	1597
247	1	1000060739	{1000058353}	4	63	3	771	0	20	3226	0	0	0	0	0	0	0	0	0	0	false	false	1597
248	1	1000053221	{1000054966},4	4	3	3	781	0	15	240	5	0	0	0	0	0	0	0	0	0	false	false	1597
249	1	1000053216	{1000054966}	4	3	14	2	5	0	0	0	0	0	0	0	0	0	0	0	0	false	false	1597
250	1	1000063077		4	63	3	781	0	20	3227	0	0	0	0	0	0	0	0	0	0	false	false	1597
251	1	1000053221	{1000054967},4	4	3	3	792	0	15	240	5	0	0	0	0	0	0	0	0	0	false	false	1597
252	1	1000053217	{1000054967},5	4	19	22	5	4	0	0	0	0	0	0	0	0	0	0	0	0	false	false	1597
253	1	1000060741		4	63	3	791	0	20	3228	0	0	0	0	0	0	0	0	0	0	false	false	1597
254	1	1000053221	{1000054968},4	4	3	3	801	0	15	240	5	0	0	0	0	0	0	0	0	0	false	false	1597
255	1	1000053223	{1000054968}	4	3	23	1	3	21	1	3	0	0	0	0	0	0	0	0	0	false	false	1597
256	1	1000060742		4	63	3	801	0	20	3229	0	0	0	0	0	0	0	0	0	0	false	false	1597
