ROWID	_Type|INTEGER	_Index|INTEGER	_Expectation|DOUBLE	_Description|INTEGER	_DescriptionParam|TEXT
268488438	0	0	0.0	0	
268488439	0	0	0.0	0	
268488440	0	0	0.0	0	
268488441	0	0	0.0	0	
268488442	0	0	0.0	0	
268488443	0	0	0.0	0	
268488444	0	0	0.0	0	
268488445	0	0	0.0	0	
268488446	0	0	0.0	0	
268488447	0	0	0.0	0	
268487984	0	0	0.0	0	
268490638	0	0	0.0	0	
268490639	0	0	0.0	0	
268490640	0	0	0.0	0	
268490641	0	0	0.0	0	
268490642	0	0	0.0	0	
268490643	0	0	0.0	0	
268490644	0	0	0.0	0	
268490645	0	0	0.0	0	
268490646	0	0	0.0	0	
268490647	0	0	0.0	0	
268490648	0	0	0.0	0	
268490649	0	0	0.0	0	
268490650	0	0	0.0	0	
268490651	0	0	0.0	0	
268490652	0	0	0.0	0	
268490653	0	0	0.0	0	
268490654	0	0	0.0	0	
268490655	0	0	0.0	0	
268490656	0	0	0.0	0	
268490657	0	0	0.0	0	
268490658	0	0	0.0	0	
268490716	0	0	0.0	0	
268490660	0	0	0.0	0	
268490662	0	0	0.0	0	
268490663	0	0	0.0	0	
268490664	0	0	0.0	0	
268490665	0	0	0.0	0	
268490666	0	0	0.0	0	
268490667	0	0	0.0	0	
268490670	0	0	0.0	0	
268490672	0	0	0.0	0	
268490673	0	0	0.0	0	
268490684	0	0	0.0	0	
268490676	0	0	0.0	0	
268490678	0	0	0.0	0	
268490669	0	0	0.0	0	
268490671	0	0	0.0	0	
268490685	0	0	0.0	0	
268490674	0	0	0.0	0	
268490668	0	0	0.0	0	
268490675	0	0	0.0	0	
268490679	0	0	0.0	0	
268490680	0	0	0.0	0	
268490681	0	0	0.0	0	
268490682	0	0	0.0	0	
268490677	0	0	0.0	0	
268495482	0	0	0.0	0	
268495483	0	0	0.0	0	
268495484	0	0	0.0	0	
268495485	0	0	0.0	0	
268495486	0	0	0.0	0	
268495487	0	0	0.0	0	
268495488	0	0	0.0	0	
268496519	0	0	0.0	0	
268496520	0	0	0.0	0	
268496521	0	0	0.0	0	
268496522	0	0	0.0	0	
268496523	0	0	0.0	0	
268496524	0	0	0.0	0	
268496525	0	0	0.0	0	
268496535	0	0	0.0	0	
268496536	0	0	0.0	0	
268496527	0	0	0.0	0	
268496528	0	0	0.0	0	
268498300	0	0	0.0	0	
268498301	0	0	0.0	0	
268496529	0	0	0.0	0	
268496530	0	0	0.0	0	
268496531	0	0	0.0	0	
268496578	0	0	0.0	0	
268496579	0	0	0.0	0	
268496580	0	0	0.0	0	
268496581	0	0	0.0	0	
268496582	0	0	0.0	0	
268496583	0	0	0.0	0	
268496584	0	0	0.0	0	
268496585	0	0	0.0	0	
268496586	0	0	0.0	0	
268496587	0	0	0.0	0	
268496588	0	0	0.0	0	
268496589	0	0	0.0	0	
268496590	0	0	0.0	0	
268496591	0	0	0.0	0	
268496592	0	0	0.0	0	
268496593	0	0	0.0	0	
268496594	0	0	0.0	0	
268496595	0	0	0.0	0	
268496596	0	0	0.0	0	
268496597	0	0	0.0	0	
268496598	0	0	0.0	0	
268496599	0	0	0.0	0	
268496600	0	0	0.0	0	
268496601	0	0	0.0	0	
268496602	0	0	0.0	0	
268496603	0	0	0.0	0	
268496604	0	0	0.0	0	
268496605	0	0	0.0	0	
268496606	0	0	0.0	0	
268496607	0	0	0.0	0	
268496608	0	0	0.0	0	
268496609	0	0	0.0	0	
268496610	0	0	0.0	0	
268496611	0	0	0.0	0	
268496612	0	0	0.0	0	
268496613	0	0	0.0	0	
268496614	0	0	0.0	0	
268496615	0	0	0.0	0	
268496616	0	0	0.0	0	
268496617	0	0	0.0	0	
268496618	0	0	0.0	0	
268496619	0	0	0.0	0	
268496620	0	0	0.0	0	
268496621	0	0	0.0	0	
268496622	0	0	0.0	0	
268496623	0	0	0.0	0	
268496624	0	0	0.0	0	
268496625	0	0	0.0	0	
268496626	0	0	0.0	0	
268496627	0	0	0.0	0	
268496628	0	0	0.0	0	
268496629	0	0	0.0	0	
268496630	0	0	0.0	0	
268496631	0	0	0.0	0	
268496632	0	0	0.0	0	
268496633	0	0	0.0	0	
268496634	0	0	0.0	0	
268496635	0	0	0.0	0	
268496636	0	0	0.0	0	
268496637	0	0	0.0	0	
268496638	0	0	0.0	0	
268496639	0	0	0.0	0	
268496640	0	0	0.0	0	
268496641	0	0	0.0	0	
268496642	0	0	0.0	0	
268496643	0	0	0.0	0	
268496644	0	0	0.0	0	
268496645	0	0	0.0	0	
268496646	0	0	0.0	0	
268496647	0	0	0.0	0	
268496648	0	0	0.0	0	
268496649	0	0	0.0	0	
268496650	0	0	0.0	0	
268496651	0	0	0.0	0	
268496652	0	0	0.0	0	
268496653	0	0	0.0	0	
268496654	0	0	0.0	0	
268496655	0	0	0.0	0	
268496656	0	0	0.0	0	
268496657	0	0	0.0	0	
268496658	0	0	0.0	0	
268496659	0	0	0.0	0	
268496660	0	0	0.0	0	
268496661	0	0	0.0	0	
268497460	0	0	0.0	0	
268497461	0	0	0.0	0	
268497462	0	0	0.0	0	
268497463	0	0	0.0	0	
268497464	0	0	0.0	0	
268497465	0	0	0.0	0	
268497466	0	0	0.0	0	
268497467	0	0	0.0	0	
268497468	0	0	0.0	0	
268497469	0	0	0.0	0	
268497470	0	0	0.0	0	
268497471	0	0	0.0	0	
268497472	0	0	0.0	0	
268497473	0	0	0.0	0	
268497474	0	0	0.0	0	
268497475	0	0	0.0	0	
268497476	0	0	0.0	0	
268497477	0	0	0.0	0	
268497478	0	0	0.0	0	
268497479	0	0	0.0	0	
268497480	0	0	0.0	0	
268497481	0	0	0.0	0	
268497482	0	0	0.0	0	
268497483	0	0	0.0	0	
268497484	0	0	0.0	0	
268497485	0	0	0.0	0	
268497486	0	0	0.0	0	
268497487	0	0	0.0	0	
268497488	0	0	0.0	0	
268497489	0	0	0.0	0	
268497490	0	0	0.0	0	
268497491	0	0	0.0	0	
268497492	0	0	0.0	0	
268497493	0	0	0.0	0	
268497494	0	0	0.0	0	
268497495	0	0	0.0	0	
268497496	0	0	0.0	0	
268497497	0	0	0.0	0	
268497498	0	0	0.0	0	
268497499	0	0	0.0	0	
268497500	0	0	0.0	0	
268497501	0	0	0.0	0	
268497502	0	0	0.0	0	
268497503	0	0	0.0	0	
268497504	0	0	0.0	0	
268497505	0	0	0.0	0	
268497506	0	0	0.0	0	
268497507	0	0	0.0	0	
268497508	0	0	0.0	0	
268497509	0	0	0.0	0	
268497510	0	0	0.0	0	
268497511	0	0	0.0	0	
268497512	0	0	0.0	0	
268497513	0	0	0.0	0	
268497514	0	0	0.0	0	
268497515	0	0	0.0	0	
268497516	0	0	0.0	0	
268497517	0	0	0.0	0	
268497518	0	0	0.0	0	
268497519	0	0	0.0	0	
268497520	0	0	0.0	0	
268497521	0	0	0.0	0	
268497522	0	0	0.0	0	
268497523	0	0	0.0	0	
268497524	0	0	0.0	0	
268497525	0	0	0.0	0	
268497526	0	0	0.0	0	
268497527	0	0	0.0	0	
268497528	0	0	0.0	0	
268497529	0	0	0.0	0	
268497530	0	0	0.0	0	
268497531	0	0	0.0	0	
268497532	0	0	0.0	0	
268497533	0	0	0.0	0	
268497534	0	0	0.0	0	
268497535	0	0	0.0	0	
268497536	0	0	0.0	0	
268497537	0	0	0.0	0	
268497538	0	0	0.0	0	
268497539	0	0	0.0	0	
268497540	0	0	0.0	0	
268497541	0	0	0.0	0	
268497542	0	0	0.0	0	
268497543	0	0	0.0	0	
268497544	0	0	0.0	0	
268497545	0	0	0.0	0	
268497546	0	0	0.0	0	
268497547	0	0	0.0	0	
268497548	0	0	0.0	0	
268497549	0	0	0.0	0	
268497550	0	0	0.0	0	
268497551	0	0	0.0	0	
268497552	0	0	0.0	0	
268497553	0	0	0.0	0	
268497554	0	0	0.0	0	
268497555	0	0	0.0	0	
268497556	0	0	0.0	0	
268497557	0	0	0.0	0	
268497558	0	0	0.0	0	
268497559	0	0	0.0	0	
268497560	0	0	0.0	0	
268497561	0	0	0.0	0	
268497562	0	0	0.0	0	
268497563	0	0	0.0	0	
268497564	0	0	0.0	0	
268497565	0	0	0.0	0	
268497566	0	0	0.0	0	
268497567	0	0	0.0	0	
268497568	0	0	0.0	0	
268497569	0	0	0.0	0	
268497570	0	0	0.0	0	
268497571	0	0	0.0	0	
268497572	0	0	0.0	0	
268497573	0	0	0.0	0	
268497574	0	0	0.0	0	
268497575	0	0	0.0	0	
268497576	0	0	0.0	0	
268497577	0	0	0.0	0	
268497578	0	0	0.0	0	
268497579	0	0	0.0	0	
268497580	0	0	0.0	0	
268497581	0	0	0.0	0	
268497582	0	0	0.0	0	
268497583	0	0	0.0	0	
268497584	0	0	0.0	0	
268497585	0	0	0.0	0	
268497586	0	0	0.0	0	
268497587	0	0	0.0	0	
268497588	0	0	0.0	0	
268497589	0	0	0.0	0	
268497590	0	0	0.0	0	
268497591	0	0	0.0	0	
268497592	0	0	0.0	0	
268497593	0	0	0.0	0	
268497594	0	0	0.0	0	
268497595	0	0	0.0	0	
268497596	0	0	0.0	0	
268497597	0	0	0.0	0	
268497598	0	0	0.0	0	
268497599	0	0	0.0	0	
268497600	0	0	0.0	0	
268497601	0	0	0.0	0	
268497602	0	0	0.0	0	
268497603	0	0	0.0	0	
268497604	0	0	0.0	0	
268497605	0	0	0.0	0	
268497606	0	0	0.0	0	
268497607	0	0	0.0	0	
268497608	0	0	0.0	0	
268497609	0	0	0.0	0	
268497610	0	0	0.0	0	
268497611	0	0	0.0	0	
268497612	0	0	0.0	0	
268497613	0	0	0.0	0	
268497614	0	0	0.0	0	
268497615	0	0	0.0	0	
268497616	0	0	0.0	0	
268497617	0	0	0.0	0	
268497618	0	0	0.0	0	
268497619	0	0	0.0	0	
268497620	0	0	0.0	0	
268497621	0	0	0.0	0	
268497622	0	0	0.0	0	
268497623	0	0	0.0	0	
268497624	0	0	0.0	0	
268497625	0	0	0.0	0	
268497626	0	0	0.0	0	
268497627	0	0	0.0	0	
268497628	0	0	0.0	0	
268497629	0	0	0.0	0	
268497630	0	0	0.0	0	
268497631	0	0	0.0	0	
268497632	0	0	0.0	0	
268497633	0	0	0.0	0	
268497634	0	0	0.0	0	
268497635	0	0	0.0	0	
268497636	0	0	0.0	0	
268497637	0	0	0.0	0	
268497638	0	0	0.0	0	
268497639	0	0	0.0	0	
268497640	0	0	0.0	0	
268497641	0	0	0.0	0	
268497642	0	0	0.0	0	
268497643	0	0	0.0	0	
268497644	0	0	0.0	0	
268497645	0	0	0.0	0	
268497646	0	0	0.0	0	
268497647	0	0	0.0	0	
268497648	0	0	0.0	0	
268497649	0	0	0.0	0	
268497650	0	0	0.0	0	
268497651	0	0	0.0	0	
268497652	0	0	0.0	0	
268497653	0	0	0.0	0	
268497654	0	0	0.0	0	
268497655	0	0	0.0	0	
268497656	0	0	0.0	0	
268497657	0	0	0.0	0	
268497658	0	0	0.0	0	
268497659	0	0	0.0	0	
268497660	0	0	0.0	0	
268497661	0	0	0.0	0	
268497662	0	0	0.0	0	
268497663	0	0	0.0	0	
268497664	0	0	0.0	0	
268497665	0	0	0.0	0	
268497666	0	0	0.0	0	
268497667	0	0	0.0	0	
268497668	0	0	0.0	0	
268497669	0	0	0.0	0	
268497670	0	0	0.0	0	
268497671	0	0	0.0	0	
268497672	0	0	0.0	0	
268497673	0	0	0.0	0	
268497674	0	0	0.0	0	
268497675	0	0	0.0	0	
268497676	0	0	0.0	0	
268497677	0	0	0.0	0	
268497678	0	0	0.0	0	
268497679	0	0	0.0	0	
268497680	0	0	0.0	0	
268497681	0	0	0.0	0	
268497682	0	0	0.0	0	
268497683	0	0	0.0	0	
268497684	0	0	0.0	0	
268497685	0	0	0.0	0	
268497686	0	0	0.0	0	
268497687	0	0	0.0	0	
268497688	0	0	0.0	0	
268497689	0	0	0.0	0	
268497690	0	0	0.0	0	
268497691	0	0	0.0	0	
268497692	0	0	0.0	0	
268497693	0	0	0.0	0	
268497694	0	0	0.0	0	
268497695	0	0	0.0	0	
268497696	0	0	0.0	0	
268497697	0	0	0.0	0	
268497698	0	0	0.0	0	
268497699	0	0	0.0	0	
268497700	0	0	0.0	0	
268497701	0	0	0.0	0	
268497702	0	0	0.0	0	
268497703	0	0	0.0	0	
268497704	0	0	0.0	0	
268497705	0	0	0.0	0	
268497706	0	0	0.0	0	
268497707	0	0	0.0	0	
268497708	0	0	0.0	0	
268497709	0	0	0.0	0	
268497710	0	0	0.0	0	
268497711	0	0	0.0	0	
268497712	0	0	0.0	0	
268497713	0	0	0.0	0	
268497714	0	0	0.0	0	
268497715	0	0	0.0	0	
268497716	0	0	0.0	0	
268497717	0	0	0.0	0	
268497718	0	0	0.0	0	
268497719	0	0	0.0	0	
268497720	0	0	0.0	0	
268497721	0	0	0.0	0	
268497722	0	0	0.0	0	
268497723	0	0	0.0	0	
268497724	0	0	0.0	0	
268497725	0	0	0.0	0	
268497726	0	0	0.0	0	
268497727	0	0	0.0	0	
268497728	0	0	0.0	0	
268497729	0	0	0.0	0	
268497730	0	0	0.0	0	
268497731	0	0	0.0	0	
268497732	0	0	0.0	0	
268497733	0	0	0.0	0	
268497734	0	0	0.0	0	
268497735	0	0	0.0	0	
268497736	0	0	0.0	0	
268497737	0	0	0.0	0	
268497738	0	0	0.0	0	
268497739	0	0	0.0	0	
268497740	0	0	0.0	0	
268497741	0	0	0.0	0	
268497742	0	0	0.0	0	
268497743	0	0	0.0	0	
268497744	0	0	0.0	0	
268497745	0	0	0.0	0	
268497746	0	0	0.0	0	
268497747	0	0	0.0	0	
268497748	0	0	0.0	0	
268497749	0	0	0.0	0	
268497750	0	0	0.0	0	
268497751	0	0	0.0	0	
268497752	0	0	0.0	0	
268497753	0	0	0.0	0	
268497754	0	0	0.0	0	
268497755	0	0	0.0	0	
268497756	0	0	0.0	0	
268497757	0	0	0.0	0	
268497758	0	0	0.0	0	
268497759	0	0	0.0	0	
268497760	0	0	0.0	0	
268497761	0	0	0.0	0	
268497762	0	0	0.0	0	
268497763	0	0	0.0	0	
268497764	0	0	0.0	0	
268497765	0	0	0.0	0	
268497766	0	0	0.0	0	
268497767	0	0	0.0	0	
268497768	0	0	0.0	0	
268497769	0	0	0.0	0	
268497770	0	0	0.0	0	
268497771	0	0	0.0	0	
268497772	0	0	0.0	0	
268497773	0	0	0.0	0	
268497774	0	0	0.0	0	
268497775	0	0	0.0	0	
268497776	0	0	0.0	0	
268497777	0	0	0.0	0	
268497778	0	0	0.0	0	
268497779	0	0	0.0	0	
268497780	0	0	0.0	0	
268497781	0	0	0.0	0	
268497782	0	0	0.0	0	
268497783	0	0	0.0	0	
268497784	0	0	0.0	0	
268497785	0	0	0.0	0	
268497786	0	0	0.0	0	
268497787	0	0	0.0	0	
268497788	0	0	0.0	0	
268497789	0	0	0.0	0	
268497790	0	0	0.0	0	
268497791	0	0	0.0	0	
268497792	0	0	0.0	0	
268497793	0	0	0.0	0	
268497794	0	0	0.0	0	
268497795	0	0	0.0	0	
268497796	0	0	0.0	0	
268497797	0	0	0.0	0	
268497798	0	0	0.0	0	
268497799	0	0	0.0	0	
268497800	0	0	0.0	0	
268497801	0	0	0.0	0	
268497802	0	0	0.0	0	
268497803	0	0	0.0	0	
268497804	0	0	0.0	0	
268497805	0	0	0.0	0	
268497806	0	0	0.0	0	
268497807	0	0	0.0	0	
268497808	0	0	0.0	0	
268497809	0	0	0.0	0	
268497810	0	0	0.0	0	
268497811	0	0	0.0	0	
268497812	0	0	0.0	0	
268497813	0	0	0.0	0	
268497814	0	0	0.0	0	
268497815	0	0	0.0	0	
268497816	0	0	0.0	0	
268497817	0	0	0.0	0	
268497818	0	0	0.0	0	
268497819	0	0	0.0	0	
268497820	0	0	0.0	0	
268497821	0	0	0.0	0	
268497822	0	0	0.0	0	
268497823	0	0	0.0	0	
268497824	0	0	0.0	0	
268497825	0	0	0.0	0	
268497826	0	0	0.0	0	
268497827	0	0	0.0	0	
268497828	0	0	0.0	0	
268497829	0	0	0.0	0	
268497830	0	0	0.0	0	
268497831	0	0	0.0	0	
268497832	0	0	0.0	0	
268497833	0	0	0.0	0	
268497834	0	0	0.0	0	
268497835	0	0	0.0	0	
268497836	0	0	0.0	0	
268497837	0	0	0.0	0	
268497838	0	0	0.0	0	
268497839	0	0	0.0	0	
268497840	0	0	0.0	0	
268497841	0	0	0.0	0	
268497842	0	0	0.0	0	
268497843	0	0	0.0	0	
268497844	0	0	0.0	0	
268497845	0	0	0.0	0	
268497846	0	0	0.0	0	
268497847	0	0	0.0	0	
268497848	0	0	0.0	0	
268497849	0	0	0.0	0	
268497850	0	0	0.0	0	
268497851	0	0	0.0	0	
268497852	0	0	0.0	0	
268497853	0	0	0.0	0	
268497854	0	0	0.0	0	
268497855	0	0	0.0	0	
268497856	0	0	0.0	0	
268497857	0	0	0.0	0	
268497858	0	0	0.0	0	
268497859	0	0	0.0	0	
268497860	0	0	0.0	0	
268497861	0	0	0.0	0	
268497862	0	0	0.0	0	
268497863	0	0	0.0	0	
268497864	0	0	0.0	0	
268497865	0	0	0.0	0	
268497866	0	0	0.0	0	
268497867	0	0	0.0	0	
268497868	0	0	0.0	0	
268497869	0	0	0.0	0	
268497870	0	0	0.0	0	
268497871	0	0	0.0	0	
268497872	0	0	0.0	0	
268497873	0	0	0.0	0	
268497874	0	0	0.0	0	
268497875	0	0	0.0	0	
268497876	0	0	0.0	0	
268497877	0	0	0.0	0	
268497878	0	0	0.0	0	
268497879	0	0	0.0	0	
268497880	0	0	0.0	0	
268497881	0	0	0.0	0	
268497882	0	0	0.0	0	
268497883	0	0	0.0	0	
268497884	0	0	0.0	0	
268497885	0	0	0.0	0	
268497886	0	0	0.0	0	
268497887	0	0	0.0	0	
268497888	0	0	0.0	0	
268497889	0	0	0.0	0	
268497890	0	0	0.0	0	
268497891	0	0	0.0	0	
268497892	0	0	0.0	0	
268497893	0	0	0.0	0	
268497894	0	0	0.0	0	
268497895	0	0	0.0	0	
268497896	0	0	0.0	0	
268497897	0	0	0.0	0	
268497898	0	0	0.0	0	
268497899	0	0	0.0	0	
268497900	0	0	0.0	0	
268497901	0	0	0.0	0	
268497902	0	0	0.0	0	
268497903	0	0	0.0	0	
268497904	0	0	0.0	0	
268497905	0	0	0.0	0	
268497906	0	0	0.0	0	
268497907	0	0	0.0	0	
268497908	0	0	0.0	0	
268497909	0	0	0.0	0	
268497910	0	0	0.0	0	
268497911	0	0	0.0	0	
268497912	0	0	0.0	0	
268497913	0	0	0.0	0	
268497914	0	0	0.0	0	
268497915	0	0	0.0	0	
268497916	0	0	0.0	0	
268497917	0	0	0.0	0	
268497918	0	0	0.0	0	
268497919	0	0	0.0	0	
268497920	0	0	0.0	0	
268497921	0	0	0.0	0	
268497922	0	0	0.0	0	
268497923	0	0	0.0	0	
268497924	0	0	0.0	0	
268497925	0	0	0.0	0	
268497926	0	0	0.0	0	
268497927	0	0	0.0	0	
268497928	0	0	0.0	0	
268497929	0	0	0.0	0	
268497930	0	0	0.0	0	
268497931	0	0	0.0	0	
268497932	0	0	0.0	0	
268497933	0	0	0.0	0	
268497934	0	0	0.0	0	
268497935	0	0	0.0	0	
268497936	0	0	0.0	0	
268497937	0	0	0.0	0	
268497938	0	0	0.0	0	
268497939	0	0	0.0	0	
268497940	0	0	0.0	0	
268497941	0	0	0.0	0	
268497942	0	0	0.0	0	
268497943	0	0	0.0	0	
268497944	0	0	0.0	0	
268497945	0	0	0.0	0	
268497946	0	0	0.0	0	
268497947	0	0	0.0	0	
268497948	0	0	0.0	0	
268497949	0	0	0.0	0	
268497950	0	0	0.0	0	
268497951	0	0	0.0	0	
268497952	0	0	0.0	0	
268497953	0	0	0.0	0	
268497954	0	0	0.0	0	
268497955	0	0	0.0	0	
268497956	0	0	0.0	0	
268497957	0	0	0.0	0	
268497958	0	0	0.0	0	
268497959	0	0	0.0	0	
268497960	0	0	0.0	0	
268497961	0	0	0.0	0	
268497962	0	0	0.0	0	
268497963	0	0	0.0	0	
268497964	0	0	0.0	0	
268497965	0	0	0.0	0	
268497966	0	0	0.0	0	
268497967	0	0	0.0	0	
268497968	0	0	0.0	0	
268497969	0	0	0.0	0	
268497970	0	0	0.0	0	
268497971	0	0	0.0	0	
268497972	0	0	0.0	0	
268497973	0	0	0.0	0	
268497974	0	0	0.0	0	
268497975	0	0	0.0	0	
268497976	0	0	0.0	0	
268497977	0	0	0.0	0	
268497978	0	0	0.0	0	
268497979	0	0	0.0	0	
268497980	0	0	0.0	0	
268497981	0	0	0.0	0	
268497982	0	0	0.0	0	
268497983	0	0	0.0	0	
268497984	0	0	0.0	0	
268497985	0	0	0.0	0	
268497986	0	0	0.0	0	
268497987	0	0	0.0	0	
268497988	0	0	0.0	0	
268497989	0	0	0.0	0	
268497990	0	0	0.0	0	
268497991	0	0	0.0	0	
268497992	0	0	0.0	0	
268497993	0	0	0.0	0	
268497994	0	0	0.0	0	
268497995	0	0	0.0	0	
268497996	0	0	0.0	0	
268497997	0	0	0.0	0	
268497998	0	0	0.0	0	
268497999	0	0	0.0	0	
268498000	0	0	0.0	0	
268498001	0	0	0.0	0	
268498002	0	0	0.0	0	
268498003	0	0	0.0	0	
268498004	0	0	0.0	0	
268498005	0	0	0.0	0	
268498006	0	0	0.0	0	
268498007	0	0	0.0	0	
268498008	0	0	0.0	0	
268498009	0	0	0.0	0	
268498010	0	0	0.0	0	
268498011	0	0	0.0	0	
268498012	0	0	0.0	0	
268498013	0	0	0.0	0	
268498014	0	0	0.0	0	
268498015	0	0	0.0	0	
268498016	0	0	0.0	0	
268498017	0	0	0.0	0	
268498018	0	0	0.0	0	
268498019	0	0	0.0	0	
268498020	0	0	0.0	0	
268498021	0	0	0.0	0	
268498022	0	0	0.0	0	
268498023	0	0	0.0	0	
268498024	0	0	0.0	0	
268498025	0	0	0.0	0	
268498026	0	0	0.0	0	
268498027	0	0	0.0	0	
268498028	0	0	0.0	0	
268498029	0	0	0.0	0	
268498030	0	0	0.0	0	
268498031	0	0	0.0	0	
268498032	0	0	0.0	0	
268498033	0	0	0.0	0	
268498034	0	0	0.0	0	
268498035	0	0	0.0	0	
268498036	0	0	0.0	0	
268498037	0	0	0.0	0	
268498038	0	0	0.0	0	
268498039	0	0	0.0	0	
268498040	0	0	0.0	0	
268498041	0	0	0.0	0	
268498042	0	0	0.0	0	
268498043	0	0	0.0	0	
268498044	0	0	0.0	0	
268498045	0	0	0.0	0	
268498046	0	0	0.0	0	
268498047	0	0	0.0	0	
268498048	0	0	0.0	0	
268498049	0	0	0.0	0	
268498050	0	0	0.0	0	
268498051	0	0	0.0	0	
268498052	0	0	0.0	0	
268498053	0	0	0.0	0	
268498054	0	0	0.0	0	
268498055	0	0	0.0	0	
268498056	0	0	0.0	0	
268498057	0	0	0.0	0	
268498058	0	0	0.0	0	
268498059	0	0	0.0	0	
268498060	0	0	0.0	0	
268498061	0	0	0.0	0	
268498062	0	0	0.0	0	
268498063	0	0	0.0	0	
268498064	0	0	0.0	0	
268498065	0	0	0.0	0	
268498066	0	0	0.0	0	
268498067	0	0	0.0	0	
268498068	0	0	0.0	0	
268498069	0	0	0.0	0	
268498070	0	0	0.0	0	
268498071	0	0	0.0	0	
268498072	0	0	0.0	0	
268498073	0	0	0.0	0	
268498074	0	0	0.0	0	
268498075	0	0	0.0	0	
268498076	0	0	0.0	0	
268498077	0	0	0.0	0	
268498078	0	0	0.0	0	
268498079	0	0	0.0	0	
268498080	0	0	0.0	0	
268498081	0	0	0.0	0	
268498082	0	0	0.0	0	
268498083	0	0	0.0	0	
268498084	0	0	0.0	0	
268498085	0	0	0.0	0	
268498086	0	0	0.0	0	
268498087	0	0	0.0	0	
268498088	0	0	0.0	0	
268498089	0	0	0.0	0	
268498090	0	0	0.0	0	
268498091	0	0	0.0	0	
268498092	0	0	0.0	0	
268498093	0	0	0.0	0	
268498094	0	0	0.0	0	
268498095	0	0	0.0	0	
268498096	0	0	0.0	0	
268498097	0	0	0.0	0	
268498098	0	0	0.0	0	
268498099	0	0	0.0	0	
268498100	0	0	0.0	0	
268498101	0	0	0.0	0	
268498102	0	0	0.0	0	
268498103	0	0	0.0	0	
268498104	0	0	0.0	0	
268498105	0	0	0.0	0	
268498106	0	0	0.0	0	
268498107	0	0	0.0	0	
268498108	0	0	0.0	0	
268498109	0	0	0.0	0	
268498110	0	0	0.0	0	
268498111	0	0	0.0	0	
268498112	0	0	0.0	0	
268498113	0	0	0.0	0	
268498114	0	0	0.0	0	
268498115	0	0	0.0	0	
268498116	0	0	0.0	0	
268498117	0	0	0.0	0	
268498118	0	0	0.0	0	
268498119	0	0	0.0	0	
268498120	0	0	0.0	0	
268498121	0	0	0.0	0	
268498122	0	0	0.0	0	
268498123	0	0	0.0	0	
268498124	0	0	0.0	0	
268498125	0	0	0.0	0	
268498126	0	0	0.0	0	
268498127	0	0	0.0	0	
268498128	0	0	0.0	0	
268498129	0	0	0.0	0	
268498130	0	0	0.0	0	
268498131	0	0	0.0	0	
268498132	0	0	0.0	0	
268498133	0	0	0.0	0	
268498134	0	0	0.0	0	
268498135	0	0	0.0	0	
268498136	0	0	0.0	0	
268498137	0	0	0.0	0	
268498138	0	0	0.0	0	
268498139	0	0	0.0	0	
268498140	0	0	0.0	0	
268498141	0	0	0.0	0	
268498142	0	0	0.0	0	
268498143	0	0	0.0	0	
268498144	0	0	0.0	0	
268498145	0	0	0.0	0	
268498146	0	0	0.0	0	
268498147	0	0	0.0	0	
268498148	0	0	0.0	0	
268498149	0	0	0.0	0	
268498150	0	0	0.0	0	
268498151	0	0	0.0	0	
268498152	0	0	0.0	0	
268498153	0	0	0.0	0	
268498154	0	0	0.0	0	
268498155	0	0	0.0	0	
268498156	0	0	0.0	0	
268498157	0	0	0.0	0	
268498158	0	0	0.0	0	
268498159	0	0	0.0	0	
268498160	0	0	0.0	0	
268498161	0	0	0.0	0	
268498162	0	0	0.0	0	
268498163	0	0	0.0	0	
268498164	0	0	0.0	0	
268498165	0	0	0.0	0	
268498166	0	0	0.0	0	
268498167	0	0	0.0	0	
268498168	0	0	0.0	0	
268498169	0	0	0.0	0	
268498170	0	0	0.0	0	
268498171	0	0	0.0	0	
268498172	0	0	0.0	0	
268498173	0	0	0.0	0	
268498174	0	0	0.0	0	
268498175	0	0	0.0	0	
268498176	0	0	0.0	0	
268498177	0	0	0.0	0	
268498178	0	0	0.0	0	
268498179	0	0	0.0	0	
268498180	0	0	0.0	0	
268498181	0	0	0.0	0	
268498182	0	0	0.0	0	
268498183	0	0	0.0	0	
268498184	0	0	0.0	0	
268498185	0	0	0.0	0	
268498186	0	0	0.0	0	
268498187	0	0	0.0	0	
268498188	0	0	0.0	0	
268498189	0	0	0.0	0	
268498190	0	0	0.0	0	
268498191	0	0	0.0	0	
268498192	0	0	0.0	0	
268498193	0	0	0.0	0	
268498194	0	0	0.0	0	
268498195	0	0	0.0	0	
268498196	0	0	0.0	0	
268498197	0	0	0.0	0	
268498198	0	0	0.0	0	
268498199	0	0	0.0	0	
268498200	0	0	0.0	0	
268498201	0	0	0.0	0	
268498202	0	0	0.0	0	
268498203	0	0	0.0	0	
268498204	0	0	0.0	0	
268498205	0	0	0.0	0	
268498206	0	0	0.0	0	
268498207	0	0	0.0	0	
268498208	0	0	0.0	0	
268498209	0	0	0.0	0	
268498210	0	0	0.0	0	
268498211	0	0	0.0	0	
268498212	0	0	0.0	0	
268498213	0	0	0.0	0	
268498214	0	0	0.0	0	
268498215	0	0	0.0	0	
268498216	0	0	0.0	0	
268498217	0	0	0.0	0	
268498218	0	0	0.0	0	
268498219	0	0	0.0	0	
268498220	0	0	0.0	0	
268498221	0	0	0.0	0	
268498222	0	0	0.0	0	
268498223	0	0	0.0	0	
268498224	0	0	0.0	0	
