ROWID	_Activate|INTEGER	_OpenLevel|INTEGER	_TitleNameID|INTEGER	_TitleNameIDParam|TEXT	_SubTitleNameID|INTEGER	_SubTitleNameIDParam|TEXT	_SubCategoryID|TEXT	_AchieveEvent|INTEGER	_Achieve1Type|INTEGER	_Achieve1Param|INTEGER	_Achieve1Operator|INTEGER	_Achieve2Type|INTEGER	_Achieve2Param|INTEGER	_Achieve2Operator|INTEGER	_Achieve3Type|INTEGER	_Achieve3Param|INTEGER	_Achieve3Operator|INTEGER	_Achieve4Type|INTEGER	_Achieve4Param|INTEGER	_Achieve4Operator|INTEGER	_Achieve5Type|INTEGER	_Achieve5Param|INTEGER	_Achieve5Operator|INTEGER	_AchieveCheckType|BOOLEAN	_Count|INTEGER	_MailID|INTEGER
207	1	95	1000148651	5	1000149966		1000148524	3	3	19008	0	0	0	0	0	0	0	0	0	0	0	0	0	false	5	4942
208	0	1	1000148652	10	10101		1000148525	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
209	0	1	1000148653	10	10101		1000148525	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
210	0	1	1000148654	10	10101		1000148525	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
211	0	1	1000148655	10	10101		1000148525	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
212	0	1	1000148656	10	10101		1000148525	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
213	0	1	1000148657	10	10101		1000148525	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
214	0	1	1000148658	10	10101		1000148525	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
215	0	1	1000148659	10	10101		1000148525	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
216	0	1	1000148660	10	10101		1000148525	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
217	0	1	1000148661	10	10101		1000148525	63	20	5040	0	0	0	0	0	0	0	0	0	0	0	0	0	false	10	0
218	1	95	1000148664	1	1000148805		1000148526	63	20	4995	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4943
219	0	95	1000148667		1000148808		1000148526	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
220	1	95	1000148670		1000148811		1000148526	25	13	268478006	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4944
221	1	95	1000148665	1	1000148806		1000148526	3	3	19108	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4945
222	1	95	1000148671		1000150552		1000148526	25	13	268480004	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4946
223	1	95	1000148666	1	1000148807		1000148526	3	3	19115	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4947
224	1	95	1000148662	1	1000148803		1000148526	3	3	14893	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4948
225	1	95	1000148668		1000148809		1000148526	25	13	268477564	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4949
226	1	95	1000148669		1000149967		1000148526	25	13	268477570	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4950
227	0	95	1000148663	1	1000148804		1000148526	3	3	14764	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
228	1	95	1000148672		1000148812		1000148527	12	10	2556	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4951
229	1	95	1000148676	10	1000148815		1000148527	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	10	4952
230	0	95	1000148677	3	1000148816		1000148527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	3	0
231	1	95	1000148674	20	1000148814		1000148527	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	20	4953
232	1	95	1000148675	10	1000148814		1000148527	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	10	4954
233	1	95	1000148678		1000148817		1000148528	4	13	268475876	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4955
234	0	95	1000148679		1000148818		1000148528	4	13	268475874	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4956
235	1	95	1000149957		1000148819		1000148528	4	13	348280450	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4957
236	1	95	1000148680		1000148820		1000148528	4	13	268456820	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4958
237	0	95	1000148681		1000148821		1000148528	2	3	15108	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
238	1	95	1000148685		1000148825		1000148529	12	10	2475	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4959
239	1	95	1000148686	1	1000148826		1000148529	3	3	19503	0	3	19505	0	3	19508	0	3	19550	0	0	0	0	true	1	4960
240	1	95	1000148682		1000149968		1000148529	12	10	2624	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4961
241	1	95	1000148683	10	1000148823		1000148529	63	20	5007	0	0	0	0	0	0	0	0	0	0	0	0	0	false	10	4962
242	1	95	1000148684		1000148824		1000148529	4	13	536878984	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4963
243	1	95	1000148687		1000150101		1000148529	4	13	268477037	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4964
244	1	95	1000148688	1	1000149977		1000148529	3	3	13639	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4965
245	1	95	1000148689		1000148829		1000148529	4	13	268476584	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4966
246	0	95	1000148690	1	1000148830		1000148529	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
