ROWID	_ItemGainText|TEXT
268481697	#s{1000055957}#y\n{1000062028}
268481698	#s{1000055957}#y\n{1000062028}
268481699	#s{1000055957}#y\n{1000062028}
268481700	#s{1000055957}#y\n{1000062028}
268481701	#s{1000055957}#y\n{1000062028}
268481702	#s{1000055957}#y\n{1000062028}
268481703	#s{1000055957}#y\n{1000062028}
268481704	#s{1000055957}#y\n{1000062028}
268481705	#s{1000055957}#y\n{1000062028}
268481706	#s{1000055957}#y\n{1000062028}
268481707	#s{1000055957}#y\n{1000062028}
268481708	#s{1000055957}#y\n{1000062028}
268481709	#s{1000055957}#y\n{1000062028}
268481710	#s{1000055957}#y\n{1000062028}
268481711	#s{1000055957}#y\n{1000062028}
268481712	#s{1000055957}#y\n{1000062028}
268481713	#s{1000055957}#y\n{1000062028}
268481714	#s{1000055957}#y\n{1000062028}
268481715	#s{1000055957}#y\n{1000062028}
268481716	#s{1000055957}#y\n{1000062028}
268481717	#s{1000055957}#y\n{1000062028}
268481718	#s{1000055957}#y\n{1000062028}
268481719	#s{1000055957}#y\n{1000062028}
268481720	#s{1000055957}#y\n{1000062028}
268481721	#s{1000055957}#y\n{1000062028}
268481722	#s{1000055957}#y\n{1000062028}
268481723	#s{1000055957}#y\n{1000062028}
268481724	#s{1000055957}#y\n{1000062028}
268481725	#s{1000055957}#y\n{1000062028}
268481726	#s{1000055957}#y\n{1000062028}
268481727	#s{1000055957}#y\n{1000062028}
268481728	#s{1000055957}#y\n{1000062028}
268481729	#s{1000055957}#y\n{1000062028}
268481730	#s{1000055957}#y\n{1000062028}
268481731	#s{1000055957}#y\n{1000062028}
268481732	#s{1000055957}#y\n{1000062028}
268481733	#s{1000055957}#y\n{1000062028}
268481734	#s{1000055957}#y\n{1000062028}
268481735	#s{1000055957}#y\n{1000062028}
268481736	#s{1000055957}#y\n{1000062028}
268481737	#s{1000055957}#y\n{1000062028}
268481738	#s{1000055957}#y\n{1000062028}
268481739	#s{1000055957}#y\n{1000062028}
268481740	#s{1000055957}#y\n{1000062028}
268481741	#s{1000055957}#y\n{1000062028}
268481742	#s{1000055957}#y\n{1000062028}
268481743	#s{1000055957}#y\n{1000062028}
268481744	#s{1000055957}#y\n{1000062028}
268481745	#s{1000055957}#y\n{1000062028}
268481746	#s{1000055957}#y\n{1000062028}
268481747	#s{1000055957}#y\n{1000062028}
268481748	#s{1000055957}#y\n{1000062028}
268481749	#s{1000055957}#y\n{1000062028}
268481750	#s{1000055957}#y\n{1000062028}
268481751	#s{1000055957}#y\n{1000062028}
268481752	#s{1000055957}#y\n{1000062028}
268481753	#s{1000055957}#y\n{1000062028}
268481754	#s{1000055957}#y\n{1000062028}
268481755	#s{1000055957}#y\n{1000062028}
268481756	#s{1000055957}#y\n{1000062028}
268481757	#s{1000055957}#y\n{1000062028}
268481758	#s{1000055957}#y\n{1000062028}
268481759	#s{1000055957}#y\n{1000062028}
268481760	#s{1000055957}#y\n{1000062028}
268481761	#s{1000055957}#y\n{1000062028}
268481762	#s{1000055957}#y\n{1000062028}
268481763	#s{1000055957}#y\n{1000062028}
268481764	#s{1000055957}#y\n{1000062028}
268481765	#s{1000055957}#y\n{1000062028}
268481766	#s{1000055957}#y\n{1000062028}
268481767	#s{1000055957}#y\n{1000062028}
268481768	#s{1000055957}#y\n{1000062028}
268481769	#s{1000055957}#y\n{1000062028}
268481770	#s{1000055957}#y\n{1000062028}
268481771	#s{1000055957}#y\n{1000062028}
268481772	#s{1000055957}#y\n{1000062028}
268481773	#s{1000055957}#y\n{1000062028}
268481774	#s{1000055957}#y\n{1000062028}
268481775	#s{1000055957}#y\n{1000062028}
268481776	#s{1000055957}#y\n{1000062028}
268481777	#s{1000055957}#y\n{1000062028}
268481778	#s{1000055957}#y\n{1000062028}
268481779	#s{1000055957}#y\n{1000062028}
268481780	#s{1000055957}#y\n{1000062028}
268481781	#s{1000055957}#y\n{1000062028}
268481782	#s{1000055957}#y\n{1000062028}
268481783	#s{1000055957}#y\n{1000062028}
268481784	#s{1000055957}#y\n{1000062028}
268481785	#s{1000055957}#y\n{1000062028}
268481786	#s{1000055957}#y\n{1000062028}
268481787	#s{1000055957}#y\n{1000062028}
268481788	#s{1000055957}#y\n{1000062028}
268481789	#s{1000055957}#y\n{1000062028}
268481790	#s{1000055957}#y\n{1000062028}
268481791	#s{1000055957}#y\n{1000062028}
268481792	#s{1000055957}#y\n{1000062028}
268481793	#s{1000055957}#y\n{1000062028}
268481794	#s{1000055957}#y\n{1000062028}
268481795	#s{1000055957}#y\n{1000062028}
268481796	#s{1000055957}#y\n{1000062028}
268481797	#s{1000055957}#y\n{1000062028}
268481798	#s{1000055957}#y\n{1000062028}
268481799	#s{1000055957}#y\n{1000062028}
268481800	#s{1000055957}#y\n{1000062028}
268481801	#s{1000055957}#y\n{1000062028}
268481802	#s{1000055957}#y\n{1000062028}
268481803	#s{1000055957}#y\n{1000062028}
268481804	#s{1000055957}#y\n{1000062028}
268481805	#s{1000055957}#y\n{1000062028}
268481806	#s{1000055957}#y\n{1000062028}
268481807	#s{1000055957}#y\n{1000062028}
268481808	#s{1000055957}#y\n{1000062028}
268481809	#s{1000055957}#y\n{1000062028}
268481810	#s{1000055957}#y\n{1000062028}
268481811	#s{1000055957}#y\n{1000062028}
268481812	#s{1000055957}#y\n{1000062028}
268481813	#s{1000055957}#y\n{1000062028}
268481814	#s{1000055957}#y\n{1000062028}
268481815	#s{1000055957}#y\n{1000062028}
268481816	#s{1000055957}#y\n{1000062028}
268481817	#s{1000055957}#y\n{1000062028}
268481818	#s{1000055957}#y\n{1000062028}
268481819	#s{1000055957}#y\n{1000062028}
268481820	#s{1000055957}#y\n{1000062028}
268481821	#s{1000055957}#y\n{1000062028}
268481822	#s{1000055957}#y\n{1000062028}
268481823	#s{1000055957}#y\n{1000062028}
268481824	#s{1000055957}#y\n{1000062028}
268481825	#s{1000055957}#y\n{1000062028}
268481826	#s{1000055957}#y\n{1000062028}
268481827	#s{1000055957}#y\n{1000062028}
268484648	#s{1000055957}#y\n{10328}
268484649	#s{1000055957}#y\n{10328}
268484650	#s{1000055957}#y\n{10328}
268484651	#s{1000055957}#y\n{10328}
268484652	#s{1000055957}#y\n{10328}
268484653	#s{1000055957}#y\n{10328}
268484654	#s{1000055957}#y\n{10328}
268484655	#s{1000055957}#y\n{1000153784}
268484656	#s{1000055957}#y\n{10328}
268484657	#s{1000055957}#y\n{10328}
268484658	#s{1000055957}#y\n{10328}
268484659	#s{1000055957}#y\n{10328}
268484660	#s{1000055957}#y\n{10328}
268484661	#s{1000055957}#y\n{10328}
268484662	#s{1000055957}#y\n{10328}
268484663	#s{1000055957}#y\n{10328}
268484664	#s{1000055957}#y\n{10328}
268484665	#s{1000055957}#y\n{10328}
268484666	#s{1000055957}#y\n{10328}
268484667	#s{1000055957}#y\n{1000153784}\n{1000169992}
268484668	#s{1000055957}#y\n{10328}
268484669	#s{1000055957}#y\n{10328}
268484670	#s{1000055957}#y\n{10328}
268484671	#s{1000055957}#y\n{10328}
268485731	#s{1000055957}#y\n{1000062028}\n{10328}
268485732	#s{1000055957}#y\n{1000062028}\n{10328}
268485733	#s{1000055957}#y\n{1000062028}\n{10328}
268485734	#s{1000055957}#y\n{1000062028}\n{10328}
268485735	#s{1000055957}#y\n{1000062028}\n{10328}
268485736	#s{1000055957}#y\n{1000062028}\n{10328}
268485737	#s{1000055957}#y\n{1000062028}\n{10328}
268485738	#s{1000055957}#y\n{1000062028}\n{1000153784}\n{1000169992}
268485739	#s{1000055957}#y\n{1000062028}\n{10328}
268485740	#s{1000055957}#y\n{1000062028}\n{10328}
268485741	#s{1000055957}#y\n{1000062028}\n{10328}
268485742	#s{1000055957}#y\n{1000062028}\n{10328}
268485743	#s{1000055957}#y
268485744	#s{1000055957}#y
268485745	#s{1000055957}#y
268485746	#s{1000055957}#y
268485747	#s{1000055957}#y
268485748	#s{1000055957}#y
268485749	#s{1000055957}#y
268485750	#s{1000055957}#y
268485751	#s{1000055957}#y
268485752	#s{1000055957}#y
268485753	#s{1000055957}#y
268485754	#s{1000055957}#y
268487909	#s{1000055957}#y\n{10328}
268487910	#s{1000055957}#y\n{10328}
268487911	#s{1000055957}#y\n{10328}
268487912	#s{1000055957}#y\n{10328}
268487913	#s{1000055957}#y\n{10328}
268487914	#s{1000055957}#y\n{10328}
268487915	#s{1000055957}#y\n{10328}
268487916	#s{1000055957}#y\n{1000153784}\n{1000169992}
268487917	#s{1000055957}#y\n{10328}
268487918	#s{1000055957}#y\n{10328}
268487919	#s{1000055957}#y\n{10328}
268487920	#s{1000055957}#y\n{10328}
268488436	#s{1000055957}#y\n{10328}
268488437	#s{1000055957}#y\n{10328}
268488438	#s{1000055957}#y\n{10328}
268488439	#s{1000055957}#y\n{10328}
268488440	#s{1000055957}#y\n{10328}
268488441	#s{1000055957}#y\n{10328}
268488442	#s{1000055957}#y\n{10328}
268488443	#s{1000055957}#y\n{1000153784}\n{1000169992}
268488444	#s{1000055957}#y\n{10328}
268488445	#s{1000055957}#y\n{10328}
268488446	#s{1000055957}#y\n{10328}
268488447	#s{1000055957}#y\n{10328}
268487984	#s{1000055957}#y
268490638	#s{1000055957}#y\n{1000062028}
268490639	#s{1000055957}#y\n{1000062028}
268490640	#s{1000055957}#y\n{1000062028}
268490641	#s{1000055957}#y\n{1000062028}
268490642	#s{1000055957}#y\n{1000062028}
268490643	#s{1000055957}#y\n{1000062028}
268490644	#s{1000055957}#y\n{1000062028}
268490645	#s{1000055957}#y\n{1000170312}
268490646	#s{1000055957}#y\n{1000170312}
268490647	#s{1000055957}#y\n{1000170312}
268490648	#s{1000055957}#y\n{1000170312}
268490649	#s{1000055957}#y\n{1000170312}
268490650	#s{1000055957}#y\n{1000170312}
268490651	#s{1000055957}#y\n{1000170312}
268490652	#s{1000055957}#y\n{1000170312}
268490653	#s{1000055957}#y\n{1000170312}
268490654	#s{1000055957}#y\n{1000170312}
268490655	#s{1000055957}#y\n{1000170312}
268490656	#s{1000055957}#y\n{1000170312}
268490657	#s{1000055957}#y\n{1000170312}
268490658	#s{1000055957}#y\n{1000170312}
268490716	
268490660	#s{1000055957}#y\n{10328}\n{1000169992}
268490662	#s{1000055957}#y\n{1000062028}
268490663	#s{1000055957}#y\n{1000062028}
268490664	#s{1000055957}#y\n{1000062028}
268490665	#s{1000055957}#y\n{1000062028}
268490666	#s{1000055957}#y\n{1000062028}
268490667	#s{1000055957}#y\n{1000062028}
268490670	#s{1000055957}#y\n{1000170312}
268490672	#s{1000055957}#y\n{1000170312}
268490673	#s{1000055957}#y\n{1000170312}
268490684	#s{1000055957}#y\n{10328}\n{1000169992}
268490676	#s{1000055957}#y\n{1000170312}
268490678	#s{1000055957}#y\n{1000170312}
268490669	#s{1000055957}#y\n{1000170312}
268490671	#s{1000055957}#y\n{1000170312}
268490685	
268490674	#s{1000055957}#y\n{1000170312}
268490668	#s{1000055957}#y\n{1000062028}
268490675	#s{1000055957}#y\n{1000170312}
268490679	#s{1000055957}#y\n{1000170312}
268490680	#s{1000055957}#y\n{1000170312}
268490681	#s{1000055957}#y\n{1000170312}
268490682	#s{1000055957}#y\n{1000170312}
268490677	#s{1000055957}#y\n{1000170312}
268495482	#s{1000055957}#y\n{1000170312}
268495483	#s{1000055957}#y\n{1000170312}
268495484	#s{1000055957}#y\n{1000170312}
268495485	#s{1000055957}#y\n{1000170312}
268495486	#s{1000055957}#y\n{1000170312}
268495487	#s{1000055957}#y\n{1000170312}
268495488	#s{1000055957}#y\n{1000170312}
268496519	#s{1000055957}#y\n{1000170312}
268496520	#s{1000055957}#y\n{1000170312}
268496521	#s{1000055957}#y\n{1000170312}
268496522	#s{1000055957}#y\n{1000170312}
268496523	#s{1000055957}#y\n{1000170312}
268496524	#s{1000055957}#y\n{1000170312}
268496525	#s{1000055957}#y\n{1000170312}
268496535	#s{1000055957}#y\n{1000062028}
268496536	#s{1000055957}#y\n{1000062028}
268496527	#s{1000055957}#y\n{1000062028}
268496528	#s{1000055957}#y\n{1000062028}
268498300	#s{1000055957}#y\n{1000062028}
268498301	#s{1000055957}#y\n{1000179289}
268496529	#s{1000055957}#y\n{1000179289}
268496530	#s{1000055957}#y\n{1000062028}
268496531	#s{1000055957}#y\n{1000062028}
268496578	#s{1000055957}#y\n{1000062028}
268496579	#s{1000055957}#y\n{1000062028}
268496580	#s{1000055957}#y\n{1000062028}
268496581	#s{1000055957}#y\n{1000062028}
268496582	#s{1000055957}#y\n{1000062028}
268496583	#s{1000055957}#y\n{1000062028}
268496584	#s{1000055957}#y\n{1000062028}
268496585	#s{1000055957}#y\n{1000062028}
268496586	#s{1000055957}#y\n{1000062028}
268496587	#s{1000055957}#y\n{1000062028}
268496588	#s{1000055957}#y\n{1000062028}
268496589	#s{1000055957}#y\n{1000062028}
268496590	#s{1000055957}#y\n{1000062028}
268496591	#s{1000055957}#y\n{1000062028}
268496592	#s{1000055957}#y\n{1000062028}
268496593	#s{1000055957}#y\n{1000062028}
268496594	#s{1000055957}#y\n{1000062028}
268496595	#s{1000055957}#y\n{1000062028}
268496596	#s{1000055957}#y\n{1000062028}
268496597	#s{1000055957}#y\n{1000062028}
268496598	#s{1000055957}#y\n{1000062028}
268496599	#s{1000055957}#y\n{1000062028}
268496600	#s{1000055957}#y\n{1000062028}
268496601	#s{1000055957}#y\n{1000062028}
268496602	#s{1000055957}#y\n{1000062028}
268496603	#s{1000055957}#y\n{1000062028}
268496604	#s{1000055957}#y\n{1000062028}
268496605	#s{1000055957}#y\n{1000062028}
268496606	#s{1000055957}#y\n{1000062028}
268496607	#s{1000055957}#y\n{1000062028}
268496608	#s{1000055957}#y\n{1000062028}
268496609	#s{1000055957}#y\n{1000062028}
268496610	#s{1000055957}#y\n{1000062028}
268496611	#s{1000055957}#y\n{1000062028}
268496612	#s{1000055957}#y\n{1000062028}
268496613	#s{1000055957}#y\n{1000062028}
268496614	#s{1000055957}#y\n{1000062028}
268496615	#s{1000055957}#y\n{1000062028}
268496616	#s{1000055957}#y\n{1000062028}
268496617	#s{1000055957}#y\n{1000062028}
268496618	#s{1000055957}#y\n{1000062028}
268496619	#s{1000055957}#y\n{1000062028}
268496620	#s{1000055957}#y\n{1000179289}
268496621	#s{1000055957}#y\n{1000179289}
268496622	#s{1000055957}#y\n{1000179289}
268496623	#s{1000055957}#y\n{1000179289}
268496624	#s{1000055957}#y\n{1000179289}
268496625	#s{1000055957}#y\n{1000179289}
268496626	#s{1000055957}#y\n{1000179289}
268496627	#s{1000055957}#y\n{1000179289}
268496628	#s{1000055957}#y\n{1000179289}
268496629	#s{1000055957}#y\n{1000179289}
268496630	#s{1000055957}#y\n{1000179289}
268496631	#s{1000055957}#y\n{1000179289}
268496632	#s{1000055957}#y\n{1000179289}
268496633	#s{1000055957}#y\n{1000179289}
268496634	#s{1000055957}#y\n{1000179289}
268496635	#s{1000055957}#y\n{1000179289}
268496636	#s{1000055957}#y\n{1000179289}
268496637	#s{1000055957}#y\n{1000179289}
268496638	#s{1000055957}#y\n{1000179289}
268496639	#s{1000055957}#y\n{1000179289}
268496640	#s{1000055957}#y\n{1000179289}
268496641	#s{1000055957}#y\n{1000179289}
268496642	#s{1000055957}#y\n{1000179289}
268496643	#s{1000055957}#y\n{1000179289}
268496644	#s{1000055957}#y\n{1000179289}
268496645	#s{1000055957}#y\n{1000179289}
268496646	#s{1000055957}#y\n{1000179289}
268496647	#s{1000055957}#y\n{1000179289}
268496648	#s{1000055957}#y\n{1000179289}
268496649	#s{1000055957}#y\n{1000179289}
268496650	#s{1000055957}#y\n{1000179289}
268496651	#s{1000055957}#y\n{1000179289}
268496652	#s{1000055957}#y\n{1000179289}
268496653	#s{1000055957}#y\n{1000179289}
268496654	#s{1000055957}#y\n{1000179289}
268496655	#s{1000055957}#y\n{1000179289}
268496656	#s{1000055957}#y\n{1000179289}
268496657	#s{1000055957}#y\n{1000179289}
268496658	#s{1000055957}#y\n{1000179289}
268496659	#s{1000055957}#y\n{1000179289}
268496660	#s{1000055957}#y\n{1000179289}
268496661	#s{1000055957}#y\n{1000179289}
268497460	#s{1000055957}#y\n{1000179289}
268497461	#s{1000055957}#y\n{1000179289}
268497462	#s{1000055957}#y\n{1000179289}
268497463	#s{1000055957}#y\n{1000179289}
268497464	#s{1000055957}#y\n{1000179289}
268497465	#s{1000055957}#y\n{1000179289}
268497466	#s{1000055957}#y\n{1000179289}
268497467	#s{1000055957}#y\n{1000179289}
268497468	#s{1000055957}#y\n{1000179289}
268497469	#s{1000055957}#y\n{1000179289}
268497470	#s{1000055957}#y\n{1000179289}
268497471	#s{1000055957}#y\n{1000179289}
268497472	#s{1000055957}#y\n{1000179289}
268497473	#s{1000055957}#y\n{1000179289}
268497474	#s{1000055957}#y\n{1000179289}
268497475	#s{1000055957}#y\n{1000179289}
268497476	#s{1000055957}#y\n{1000179289}
268497477	#s{1000055957}#y\n{1000179289}
268497478	#s{1000055957}#y\n{1000179289}
268497479	#s{1000055957}#y\n{1000179289}
268497480	#s{1000055957}#y\n{1000179289}
268497481	#s{1000055957}#y\n{1000179289}
268497482	#s{1000055957}#y\n{1000179289}
268497483	#s{1000055957}#y\n{1000179289}
268497484	#s{1000055957}#y\n{1000179289}
268497485	#s{1000055957}#y\n{1000179289}
268497486	#s{1000055957}#y\n{1000179289}
268497487	#s{1000055957}#y\n{1000179289}
268497488	#s{1000055957}#y\n{1000179289}
268497489	#s{1000055957}#y\n{1000179289}
268497490	#s{1000055957}#y\n{1000179289}
268497491	#s{1000055957}#y\n{1000179289}
268497492	#s{1000055957}#y\n{1000179289}
268497493	#s{1000055957}#y\n{1000179289}
268497494	#s{1000055957}#y\n{1000179289}
268497495	#s{1000055957}#y\n{1000179289}
268497496	#s{1000055957}#y\n{1000179289}
268497497	#s{1000055957}#y\n{1000179289}
268497498	#s{1000055957}#y\n{1000179289}
268497499	#s{1000055957}#y\n{1000179289}
268497500	#s{1000055957}#y\n{1000179289}
268497501	#s{1000055957}#y\n{1000179289}
268497502	#s{1000055957}#y\n{1000179289}
268497503	#s{1000055957}#y\n{1000179289}
268497504	#s{1000055957}#y\n{1000179289}
268497505	#s{1000055957}#y\n{1000179289}
268497506	#s{1000055957}#y\n{1000179289}
268497507	#s{1000055957}#y\n{1000179289}
268497508	#s{1000055957}#y\n{1000179289}
268497509	#s{1000055957}#y\n{1000179289}
268497510	#s{1000055957}#y\n{1000179289}
268497511	#s{1000055957}#y\n{1000179289}
268497512	#s{1000055957}#y\n{1000179289}
268497513	#s{1000055957}#y\n{1000179289}
268497514	#s{1000055957}#y\n{1000179289}
268497515	#s{1000055957}#y\n{1000179289}
268497516	#s{1000055957}#y\n{1000179289}
268497517	#s{1000055957}#y\n{1000179289}
268497518	#s{1000055957}#y\n{1000179289}
268497519	#s{1000055957}#y\n{1000179289}
268497520	#s{1000055957}#y\n{1000179289}
268497521	#s{1000055957}#y\n{1000179289}
268497522	#s{1000055957}#y\n{1000179289}
268497523	#s{1000055957}#y\n{1000179289}
268497524	#s{1000055957}#y\n{1000179289}
268497525	#s{1000055957}#y\n{1000179289}
268497526	#s{1000055957}#y\n{1000179289}
268497527	#s{1000055957}#y\n{1000179289}
268497528	#s{1000055957}#y\n{1000179289}
268497529	#s{1000055957}#y\n{1000179289}
268497530	#s{1000055957}#y\n{1000179289}
268497531	#s{1000055957}#y\n{1000179289}
268497532	#s{1000055957}#y\n{1000179289}
268497533	#s{1000055957}#y\n{1000179289}
268497534	#s{1000055957}#y\n{1000179289}
268497535	#s{1000055957}#y\n{1000179289}
268497536	#s{1000055957}#y\n{1000179289}
268497537	#s{1000055957}#y\n{1000179289}
268497538	#s{1000055957}#y\n{1000179289}
268497539	#s{1000055957}#y\n{1000179289}
268497540	#s{1000055957}#y\n{1000179289}
268497541	#s{1000055957}#y\n{1000179289}
268497542	#s{1000055957}#y\n{1000179289}
268497543	#s{1000055957}#y\n{1000179289}
268497544	#s{1000055957}#y\n{1000179289}
268497545	#s{1000055957}#y\n{1000179289}
268497546	#s{1000055957}#y\n{1000179289}
268497547	#s{1000055957}#y\n{1000179289}
268497548	#s{1000055957}#y\n{1000179289}
268497549	#s{1000055957}#y\n{1000179289}
268497550	#s{1000055957}#y\n{1000179289}
268497551	#s{1000055957}#y\n{1000179289}
268497552	#s{1000055957}#y\n{1000179289}
268497553	#s{1000055957}#y\n{1000179289}
268497554	#s{1000055957}#y\n{1000179289}
268497555	#s{1000055957}#y\n{1000179289}
268497556	#s{1000055957}#y\n{1000179289}
268497557	#s{1000055957}#y\n{1000179289}
268497558	#s{1000055957}#y\n{1000179289}
268497559	#s{1000055957}#y\n{1000179289}
268497560	#s{1000055957}#y\n{1000179289}
268497561	#s{1000055957}#y\n{1000179289}
268497562	#s{1000055957}#y\n{1000179289}
268497563	#s{1000055957}#y\n{1000179289}
268497564	#s{1000055957}#y\n{1000179289}
268497565	#s{1000055957}#y\n{1000179289}
268497566	#s{1000055957}#y\n{1000179289}
268497567	#s{1000055957}#y\n{1000179289}
268497568	#s{1000055957}#y\n{1000179289}
268497569	#s{1000055957}#y\n{1000179289}
268497570	#s{1000055957}#y\n{1000179289}
268497571	#s{1000055957}#y\n{1000179289}
268497572	#s{1000055957}#y\n{1000179289}
268497573	#s{1000055957}#y\n{1000179289}
268497574	#s{1000055957}#y\n{1000179289}
268497575	#s{1000055957}#y\n{1000179289}
268497576	#s{1000055957}#y\n{1000179289}
268497577	#s{1000055957}#y\n{1000179289}
268497578	#s{1000055957}#y\n{1000179289}
268497579	#s{1000055957}#y\n{1000179289}
268497580	#s{1000055957}#y\n{1000179289}
268497581	#s{1000055957}#y\n{1000179289}
268497582	#s{1000055957}#y\n{1000179289}
268497583	#s{1000055957}#y\n{1000179289}
268497584	#s{1000055957}#y\n{1000179289}
268497585	#s{1000055957}#y\n{1000179289}
268497586	#s{1000055957}#y\n{1000179289}
268497587	#s{1000055957}#y\n{1000179289}
268497588	#s{1000055957}#y\n{1000179289}
268497589	#s{1000055957}#y\n{1000179289}
268497590	#s{1000055957}#y\n{1000179289}
268497591	#s{1000055957}#y\n{1000179289}
268497592	#s{1000055957}#y\n{1000179289}
268497593	#s{1000055957}#y\n{1000179289}
268497594	#s{1000055957}#y\n{1000179289}
268497595	#s{1000055957}#y\n{1000179289}
268497596	#s{1000055957}#y\n{1000179289}
268497597	#s{1000055957}#y\n{1000179289}
268497598	#s{1000055957}#y\n{1000179289}
268497599	#s{1000055957}#y\n{1000179289}
268497600	#s{1000055957}#y\n{1000179289}
268497601	#s{1000055957}#y\n{1000179289}
268497602	#s{1000055957}#y\n{1000179289}
268497603	#s{1000055957}#y\n{1000179289}
268497604	#s{1000055957}#y\n{1000179289}
268497605	#s{1000055957}#y\n{1000179289}
268497606	#s{1000055957}#y\n{1000179289}
268497607	#s{1000055957}#y\n{1000179289}
268497608	#s{1000055957}#y\n{1000179289}
268497609	#s{1000055957}#y\n{1000179289}
268497610	#s{1000055957}#y\n{1000179289}
268497611	#s{1000055957}#y\n{1000179289}
268497612	#s{1000055957}#y\n{1000179289}
268497613	#s{1000055957}#y\n{1000179289}
268497614	#s{1000055957}#y\n{1000179289}
268497615	#s{1000055957}#y\n{1000179289}
268497616	#s{1000055957}#y\n{1000179289}
268497617	#s{1000055957}#y\n{1000179289}
268497618	#s{1000055957}#y\n{1000179289}
268497619	#s{1000055957}#y\n{1000179289}
268497620	#s{1000055957}#y\n{1000179289}
268497621	#s{1000055957}#y\n{1000179289}
268497622	#s{1000055957}#y\n{1000179289}
268497623	#s{1000055957}#y\n{1000179289}
268497624	#s{1000055957}#y\n{1000179289}
268497625	#s{1000055957}#y\n{1000179289}
268497626	#s{1000055957}#y\n{1000179289}
268497627	#s{1000055957}#y\n{1000179289}
268497628	#s{1000055957}#y\n{1000179289}
268497629	#s{1000055957}#y\n{1000179289}
268497630	#s{1000055957}#y\n{1000179289}
268497631	#s{1000055957}#y\n{1000179289}
268497632	#s{1000055957}#y\n{1000179289}
268497633	#s{1000055957}#y\n{1000179289}
268497634	#s{1000055957}#y\n{1000179289}
268497635	#s{1000055957}#y\n{1000179289}
268497636	#s{1000055957}#y\n{1000179289}
268497637	#s{1000055957}#y\n{1000179289}
268497638	#s{1000055957}#y\n{1000179289}
268497639	#s{1000055957}#y\n{1000179289}
268497640	#s{1000055957}#y\n{1000179289}
268497641	#s{1000055957}#y\n{1000179289}
268497642	#s{1000055957}#y\n{1000179289}
268497643	#s{1000055957}#y\n{1000179289}
268497644	#s{1000055957}#y\n{1000179289}
268497645	#s{1000055957}#y\n{1000179289}
268497646	#s{1000055957}#y\n{1000179289}
268497647	#s{1000055957}#y\n{1000179289}
268497648	#s{1000055957}#y\n{1000179289}
268497649	#s{1000055957}#y\n{1000179289}
268497650	#s{1000055957}#y\n{1000179289}
268497651	#s{1000055957}#y\n{1000179289}
268497652	#s{1000055957}#y\n{1000179289}
268497653	#s{1000055957}#y\n{1000179289}
268497654	#s{1000055957}#y\n{1000179289}
268497655	#s{1000055957}#y\n{1000179289}
268497656	#s{1000055957}#y\n{1000179289}
268497657	#s{1000055957}#y\n{1000179289}
268497658	#s{1000055957}#y\n{1000179289}
268497659	#s{1000055957}#y\n{1000179289}
268497660	#s{1000055957}#y\n{1000179289}
268497661	#s{1000055957}#y\n{1000179289}
268497662	#s{1000055957}#y\n{1000179289}
268497663	#s{1000055957}#y\n{1000179289}
268497664	#s{1000055957}#y\n{1000179289}
268497665	#s{1000055957}#y\n{1000179289}
268497666	#s{1000055957}#y\n{1000179289}
268497667	#s{1000055957}#y\n{1000179289}
268497668	#s{1000055957}#y\n{1000179289}
268497669	#s{1000055957}#y\n{1000179289}
268497670	#s{1000055957}#y\n{1000179289}
268497671	#s{1000055957}#y\n{1000179289}
268497672	#s{1000055957}#y\n{1000179289}
268497673	#s{1000055957}#y\n{1000179289}
268497674	#s{1000055957}#y\n{1000179289}
268497675	#s{1000055957}#y\n{1000179289}
268497676	#s{1000055957}#y\n{1000179289}
268497677	#s{1000055957}#y\n{1000179289}
268497678	#s{1000055957}#y\n{1000179289}
268497679	#s{1000055957}#y\n{1000179289}
268497680	#s{1000055957}#y\n{1000179289}
268497681	#s{1000055957}#y\n{1000179289}
268497682	#s{1000055957}#y\n{1000179289}
268497683	#s{1000055957}#y\n{1000179289}
268497684	#s{1000055957}#y\n{1000179289}
268497685	#s{1000055957}#y\n{1000179289}
268497686	#s{1000055957}#y\n{1000179289}
268497687	#s{1000055957}#y\n{1000179289}
268497688	#s{1000055957}#y\n{1000179289}
268497689	#s{1000055957}#y\n{1000179289}
268497690	#s{1000055957}#y\n{1000179289}
268497691	#s{1000055957}#y\n{1000179289}
268497692	#s{1000055957}#y\n{1000179289}
268497693	#s{1000055957}#y\n{1000179289}
268497694	#s{1000055957}#y\n{1000179289}
268497695	#s{1000055957}#y\n{1000179289}
268497696	#s{1000055957}#y\n{1000179289}
268497697	#s{1000055957}#y\n{1000179289}
268497698	#s{1000055957}#y\n{1000179289}
268497699	#s{1000055957}#y\n{1000179289}
268497700	#s{1000055957}#y\n{1000179289}
268497701	#s{1000055957}#y\n{1000179289}
268497702	#s{1000055957}#y\n{1000179289}
268497703	#s{1000055957}#y\n{1000179289}
268497704	#s{1000055957}#y\n{1000179289}
268497705	#s{1000055957}#y\n{1000179289}
268497706	#s{1000055957}#y\n{1000179289}
268497707	#s{1000055957}#y\n{1000179289}
268497708	#s{1000055957}#y\n{1000179289}
268497709	#s{1000055957}#y\n{1000179289}
268497710	#s{1000055957}#y\n{1000179289}
268497711	#s{1000055957}#y\n{1000179289}
268497712	#s{1000055957}#y\n{1000179289}
268497713	#s{1000055957}#y\n{1000179289}
268497714	#s{1000055957}#y\n{1000179289}
