ROWID	_ClearTableID|INTEGER	_FromLevel|INTEGER	_ToLevel|INTEGER	_FromRound|INTEGER	_ToRound|INTEGER	_ClearRewardExp|INTEGER	_ShowBoxNum|INTEGER	_SelectBoxNum|INTEGER	_BronzeTreasureBoxRatioDL|FLOAT	_SilverTreasureBoxRatioDL|FLOAT	_GoldTreasureBoxRatioDL|FLOAT	_PlatinumTreasureBoxRatioDL|FLOAT	_BronzeItemTableID|INTEGER	_SilverItemTableID|INTEGER	_GoldItemTableID|INTEGER	_PlatinumItemTableID|INTEGER	_ReturnWorldID|INTEGER	_ReturnWorldStartPos|INTEGER	_RewardGP|INTEGER
1918	30001	45	45	18	18	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1919	30001	45	45	19	19	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1920	30001	45	45	20	20	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1921	30001	45	45	21	21	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1922	30001	45	45	22	22	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1923	30001	45	45	23	23	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1924	30001	45	45	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1925	30001	45	45	25	25	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1926	30001	45	45	26	26	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1927	30001	45	45	27	27	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1928	30001	45	45	28	28	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1929	30001	45	45	29	29	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1930	30001	45	45	30	30	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1931	30001	45	45	31	31	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1932	30001	45	45	32	32	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1933	30001	45	45	33	33	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1934	30001	45	45	34	34	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1935	30001	45	45	35	35	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1936	30001	45	45	36	36	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
1937	30001	46	46	1	1	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1938	30001	46	46	2	2	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1939	30001	46	46	3	3	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1940	30001	46	46	4	4	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1941	30001	46	46	5	5	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1942	30001	46	46	6	6	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1943	30001	46	46	7	7	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1944	30001	46	46	8	8	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1945	30001	46	46	9	9	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1946	30001	46	46	10	10	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1947	30001	46	46	11	11	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1948	30001	46	46	12	12	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1949	30001	46	46	13	13	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1950	30001	46	46	14	14	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1951	30001	46	46	15	15	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1952	30001	46	46	16	16	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1953	30001	46	46	17	17	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1954	30001	46	46	18	18	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1955	30001	46	46	19	19	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1956	30001	46	46	20	20	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1957	30001	46	46	21	21	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1958	30001	46	46	22	22	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1959	30001	46	46	23	23	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1960	30001	46	46	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1961	30001	46	46	25	25	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1962	30001	46	46	26	26	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1963	30001	46	46	27	27	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1964	30001	46	46	28	28	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1965	30001	46	46	29	29	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1966	30001	46	46	30	30	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1967	30001	46	46	31	31	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1968	30001	46	46	32	32	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1969	30001	46	46	33	33	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1970	30001	46	46	34	34	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1971	30001	46	46	35	35	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1972	30001	46	46	36	36	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
1973	30001	47	47	1	1	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1974	30001	47	47	2	2	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1975	30001	47	47	3	3	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1976	30001	47	47	4	4	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1977	30001	47	47	5	5	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1978	30001	47	47	6	6	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1979	30001	47	47	7	7	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1980	30001	47	47	8	8	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1981	30001	47	47	9	9	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1982	30001	47	47	10	10	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1983	30001	47	47	11	11	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1984	30001	47	47	12	12	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1985	30001	47	47	13	13	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1986	30001	47	47	14	14	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1987	30001	47	47	15	15	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1988	30001	47	47	16	16	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1989	30001	47	47	17	17	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1990	30001	47	47	18	18	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1991	30001	47	47	19	19	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1992	30001	47	47	20	20	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1993	30001	47	47	21	21	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1994	30001	47	47	22	22	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1995	30001	47	47	23	23	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1996	30001	47	47	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1997	30001	47	47	25	25	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1998	30001	47	47	26	26	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
1999	30001	47	47	27	27	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2000	30001	47	47	28	28	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2001	30001	47	47	29	29	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2002	30001	47	47	30	30	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2003	30001	47	47	31	31	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2004	30001	47	47	32	32	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2005	30001	47	47	33	33	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2006	30001	47	47	34	34	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2007	30001	47	47	35	35	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2008	30001	47	47	36	36	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
2009	30001	48	48	1	1	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2010	30001	48	48	2	2	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2011	30001	48	48	3	3	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2012	30001	48	48	4	4	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2013	30001	48	48	5	5	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2014	30001	48	48	6	6	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2015	30001	48	48	7	7	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2016	30001	48	48	8	8	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2017	30001	48	48	9	9	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2018	30001	48	48	10	10	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2019	30001	48	48	11	11	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2020	30001	48	48	12	12	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2021	30001	48	48	13	13	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2022	30001	48	48	14	14	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2023	30001	48	48	15	15	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2024	30001	48	48	16	16	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2025	30001	48	48	17	17	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2026	30001	48	48	18	18	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2027	30001	48	48	19	19	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2028	30001	48	48	20	20	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2029	30001	48	48	21	21	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2030	30001	48	48	22	22	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2031	30001	48	48	23	23	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2032	30001	48	48	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2033	30001	48	48	25	25	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2034	30001	48	48	26	26	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2035	30001	48	48	27	27	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2036	30001	48	48	28	28	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2037	30001	48	48	29	29	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2038	30001	48	48	30	30	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2039	30001	48	48	31	31	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2040	30001	48	48	32	32	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2041	30001	48	48	33	33	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2042	30001	48	48	34	34	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2043	30001	48	48	35	35	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2044	30001	48	48	36	36	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
2045	30001	49	49	1	1	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2046	30001	49	49	2	2	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2047	30001	49	49	3	3	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2048	30001	49	49	4	4	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2049	30001	49	49	5	5	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2050	30001	49	49	6	6	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2051	30001	49	49	7	7	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2052	30001	49	49	8	8	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2053	30001	49	49	9	9	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2054	30001	49	49	10	10	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2055	30001	49	49	11	11	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2056	30001	49	49	12	12	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2057	30001	49	49	13	13	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2058	30001	49	49	14	14	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2059	30001	49	49	15	15	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2060	30001	49	49	16	16	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2061	30001	49	49	17	17	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2062	30001	49	49	18	18	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2063	30001	49	49	19	19	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2064	30001	49	49	20	20	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2065	30001	49	49	21	21	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2066	30001	49	49	22	22	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2067	30001	49	49	23	23	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2068	30001	49	49	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2069	30001	49	49	25	25	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2070	30001	49	49	26	26	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2071	30001	49	49	27	27	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2072	30001	49	49	28	28	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2073	30001	49	49	29	29	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2074	30001	49	49	30	30	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2075	30001	49	49	31	31	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2076	30001	49	49	32	32	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2077	30001	49	49	33	33	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2078	30001	49	49	34	34	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2079	30001	49	49	35	35	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2080	30001	49	49	36	36	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
2081	30001	50	50	1	1	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2082	30001	50	50	2	2	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2083	30001	50	50	3	3	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2084	30001	50	50	4	4	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2085	30001	50	50	5	5	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2086	30001	50	50	6	6	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2087	30001	50	50	7	7	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2088	30001	50	50	8	8	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2089	30001	50	50	9	9	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2090	30001	50	50	10	10	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2091	30001	50	50	11	11	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2092	30001	50	50	12	12	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2093	30001	50	50	13	13	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2094	30001	50	50	14	14	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2095	30001	50	50	15	15	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2096	30001	50	50	16	16	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2097	30001	50	50	17	17	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2098	30001	50	50	18	18	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2099	30001	50	50	19	19	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2100	30001	50	50	20	20	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2101	30001	50	50	21	21	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2102	30001	50	50	22	22	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2103	30001	50	50	23	23	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2104	30001	50	50	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2105	30001	50	50	25	25	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2106	30001	50	50	26	26	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2107	30001	50	50	27	27	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2108	30001	50	50	28	28	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2109	30001	50	50	29	29	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2110	30001	50	50	30	30	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2111	30001	50	50	31	31	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2112	30001	50	50	32	32	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2113	30001	50	50	33	33	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2114	30001	50	50	34	34	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2115	30001	50	50	35	35	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2116	30001	50	50	36	36	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
2117	30001	51	51	1	1	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2118	30001	51	51	2	2	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2119	30001	51	51	3	3	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2120	30001	51	51	4	4	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2121	30001	51	51	5	5	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2122	30001	51	51	6	6	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2123	30001	51	51	7	7	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2124	30001	51	51	8	8	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2125	30001	51	51	9	9	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2126	30001	51	51	10	10	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2127	30001	51	51	11	11	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2128	30001	51	51	12	12	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2129	30001	51	51	13	13	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2130	30001	51	51	14	14	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2131	30001	51	51	15	15	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2132	30001	51	51	16	16	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2133	30001	51	51	17	17	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2134	30001	51	51	18	18	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2135	30001	51	51	19	19	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2136	30001	51	51	20	20	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2137	30001	51	51	21	21	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2138	30001	51	51	22	22	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2139	30001	51	51	23	23	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2140	30001	51	51	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2141	30001	51	51	25	25	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2142	30001	51	51	26	26	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2143	30001	51	51	27	27	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2144	30001	51	51	28	28	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2145	30001	51	51	29	29	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2146	30001	51	51	30	30	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2147	30001	51	51	31	31	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2148	30001	51	51	32	32	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2149	30001	51	51	33	33	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2150	30001	51	51	34	34	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2151	30001	51	51	35	35	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2152	30001	51	51	36	36	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
2153	30001	52	52	1	1	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2154	30001	52	52	2	2	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2155	30001	52	52	3	3	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2156	30001	52	52	4	4	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2157	30001	52	52	5	5	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2158	30001	52	52	6	6	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2159	30001	52	52	7	7	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2160	30001	52	52	8	8	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2161	30001	52	52	9	9	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2162	30001	52	52	10	10	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2163	30001	52	52	11	11	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2164	30001	52	52	12	12	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2165	30001	52	52	13	13	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2166	30001	52	52	14	14	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2167	30001	52	52	15	15	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2168	30001	52	52	16	16	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2169	30001	52	52	17	17	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2170	30001	52	52	18	18	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2171	30001	52	52	19	19	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2172	30001	52	52	20	20	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2173	30001	52	52	21	21	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2174	30001	52	52	22	22	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2175	30001	52	52	23	23	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2176	30001	52	52	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2177	30001	52	52	25	25	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2178	30001	52	52	26	26	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
2179	30001	52	52	27	27	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
