ROWID	_LvlMin|INTEGER	_LvlMax|INTEGER	_AbyssLvlMin|INTEGER	_AbyssLvlMax|INTEGER	_AbyssQuestID|INTEGER	_PartyOneNumMin|INTEGER	_PartyOneNumMax|INTEGER	_MaxUsableCoin|INTEGER	_CanEasyLevel|INTEGER	_CanNormalLevel|INTEGER	_CanHardLevel|INTEGER	_CanVeryHardLevel|INTEGER	_CanNightmareLevel|INTEGER	_HardOpenRank|INTEGER	_VeryHardOpenRank|INTEGER	_RecommendEasyLevel|INTEGER	_RecommendNormalLevel|INTEGER	_RecommendHardLevel|INTEGER	_RecommendVeryHardLevel|INTEGER	_RecommendNightmareLevel|INTEGER	_RecommendEasyPartyCount|INTEGER	_RecommendNormalPartyCount|INTEGER	_RecommendHardPartyCount|INTEGER	_RecommendVeryHardPartyCount|INTEGER	_RecommendNightmarePartyCount|INTEGER	_NeedItemID|INTEGER	_NeedItemCount|INTEGER	_JewelIndex1|INTEGER	_JewelIndex2|INTEGER	_JewelIndex3|INTEGER	_JewelIndex4|INTEGER	_JewelIndex5|INTEGER	_JewelIndex6|INTEGER	_JewelIndex7|INTEGER	_JewelIndex8|INTEGER	_JewelIndex9|INTEGER	_JewelIndex10|INTEGER	_Vehicle|BOOLEAN	_NeedMission|INTEGER	_ShareCountMap|INTEGER	_ListSort|INTEGER	_StageOutDurability|BOOLEAN	_StageDieDurability|BOOLEAN	_Weight_Easy|INTEGER	_Weight_Normal|INTEGER	_Weight_Hard|INTEGER	_Weight_VeryHard|INTEGER	_Weight_Nightmare|INTEGER	_HellMapID|INTEGER	_SlayerMapID|INTEGER	_NeedIgnoreItemID|INTEGER	_NeedIgnoreItemCount|INTEGER	_ClearMissionID|INTEGER	_Emergenceprobability|INTEGER	_EmergenceCount|INTEGER	_MaxSpecialCoin|INTEGER	_NestLevelUi|BOOLEAN	_CanChaosLevel|INTEGER	_CanHellLevel|INTEGER	_ChaosOpenRank|INTEGER	_HellOpenRank|INTEGER	_RecommendChaosLevel|INTEGER	_RecommendHellLevel|INTEGER	_RecommendChaosPartyCount|INTEGER	_RecommendHellPartyCount|INTEGER	_Weight_Chaos|INTEGER	_Weight_Hell|INTEGER	_Mercenary|BOOLEAN	_UseCoin|BOOLEAN	_StageGradeToolTip|INTEGER	_HeroExp_Easy|INTEGER	_HeroExp_Normal|INTEGER	_HeroExp_Hard|INTEGER	_HeroExp_VeryHard|INTEGER	_HeroExp_Nightmare|INTEGER	_HeroExp_Chaos|INTEGER	_HeroExp_Hell|INTEGER	_DPSLogSave|BOOLEAN	_EnterType|INTEGER	_EnteredNumMark|BOOLEAN	_PartyRebirth|BOOLEAN	_Max_Fatigue|BOOLEAN	_PartyNeedIgnoreItemID|INTEGER	_PartyNeedIgnoreItemOnly|BOOLEAN	_FTGBoostType|INTEGER	_NewBalanceFlag|INTEGER	_LevelWeightlimit|INTEGER	_PlayerCountWeightlimit|INTEGER	_ExDifficultyLvlMin|INTEGER	_ExDifficultyLvlMax|INTEGER	_ExDifficultyTypeMin|INTEGER	_ExDifficultyTypeMax|INTEGER	_PlayerCountWeightIcon|INTEGER	_DifficultyGuideEffectIcon|INTEGER	_ExDifficultyGuideEffectIcon|INTEGER	_ExDifficultyStatusPenaltytIcon|INTEGER	_EnterFatigueFlag|BOOLEAN	_LabyrinthEnterID|INTEGER
50	1	-1	1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
51	1	-1	45	-1	-1	-1	4	-1	1	0	1	1	1	5	5	42	0	43	43	50	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11047	true	true	0	1000	0	1001	0	0	0	0	0	0	0	0	0	false	1	1	5	5	43	43	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
52	1	-1	45	-1	-1	-1	4	-1	1	0	1	1	1	5	5	40	0	41	41	50	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11048	true	true	0	1000	0	1001	0	0	0	0	0	0	0	0	0	false	1	1	5	5	41	41	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
53	1	-1	1	-1	-1	-1	-1	-1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	0	true	true	0	1000	0	1001	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
54	1	-1	45	-1	-1	-1	4	-1	1	0	1	1	1	5	5	46	0	47	47	50	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11049	true	true	0	1000	0	1001	0	0	0	0	0	0	0	0	0	false	1	1	5	5	47	47	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
55	1	-1	45	-1	-1	-1	4	-1	1	0	1	1	1	5	5	44	0	45	45	50	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11050	true	true	0	1000	0	1001	0	0	0	0	0	0	0	0	0	false	1	1	5	5	45	45	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
56	1	-1	45	-1	-1	-1	4	-1	1	0	1	1	1	5	5	48	0	49	49	50	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11051	true	true	0	1000	0	1001	0	0	0	0	0	0	0	0	0	false	1	1	5	5	49	49	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
57	1	-1	45	-1	-1	-1	4	-1	1	0	1	1	1	5	5	40	0	45	48	50	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11052	true	true	0	1000	0	1001	0	0	0	0	0	0	0	0	0	false	1	1	5	5	48	48	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
58	1	-1	45	-1	-1	-1	4	-1	1	0	1	1	1	5	5	40	0	45	48	50	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11053	true	true	0	1000	0	1001	0	0	0	0	0	0	0	0	0	false	1	1	5	5	48	48	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
59	1	-1	55	-1	-1	-1	4	-1	1	0	1	1	1	5	5	50	0	51	51	60	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11059	true	true	0	1000	0	1001	0	0	0	0	0	0	0	0	0	false	1	1	5	5	51	51	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
60	1	-1	55	-1	-1	-1	4	-1	1	0	1	1	1	5	5	52	0	53	53	60	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11060	true	true	0	1000	0	1001	0	0	0	0	0	0	0	0	0	false	1	1	5	5	53	53	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
61	1	-1	55	-1	-1	-1	4	-1	1	0	1	1	1	5	5	54	0	55	55	60	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11061	true	true	0	1000	0	1001	0	0	0	0	0	0	0	0	0	false	1	1	5	5	55	55	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
62	1	-1	55	-1	-1	-1	4	-1	1	0	1	1	1	5	5	58	0	59	59	60	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11063	true	true	0	1000	0	1001	0	0	0	0	0	0	0	0	0	false	1	1	5	5	59	59	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
63	1	-1	55	-1	-1	-1	4	-1	1	0	1	1	1	5	5	56	0	57	57	60	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11062	true	true	0	1000	0	1001	0	0	0	0	0	0	0	0	0	false	1	1	5	5	57	57	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
64	1	-1	45	-1	-1	-1	4	-1	1	0	1	1	1	5	5	40	0	45	48	50	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11054	true	true	0	1000	0	1001	0	0	0	0	0	0	0	0	0	false	1	1	5	5	48	48	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
65	1	-1	45	-1	-1	-1	4	-1	1	0	1	1	1	5	5	40	0	45	48	50	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11055	true	true	0	1000	0	1001	0	0	0	0	0	0	0	0	0	false	1	1	5	5	48	48	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
66	1	-1	45	-1	-1	-1	4	-1	1	0	1	1	1	5	5	40	0	45	48	50	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11056	true	true	0	1000	0	1001	0	0	0	0	0	0	0	0	0	false	1	1	5	5	48	48	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
67	1	-1	45	-1	-1	-1	4	-1	1	0	1	1	1	5	5	40	0	45	48	50	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11057	true	true	0	1000	0	1001	0	0	0	0	0	0	0	0	0	false	1	1	5	5	48	48	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
68	1	-1	45	-1	-1	-1	4	-1	1	0	1	1	1	5	5	40	0	45	48	50	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11058	true	true	0	1000	0	1001	0	0	0	0	0	0	0	0	0	false	1	1	5	5	48	48	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
70	1	-1	1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
71	93	-1	93	-1	-1	-1	1	-1	3	3	3	3	0	5	5	93	93	93	93	93	1	1	1	1	1	268442016	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	-1	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	3	3	5	5	93	93	1	1	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
72	93	-1	93	-1	-1	-1	1	-1	3	3	3	3	0	5	5	93	93	93	93	93	1	1	1	1	1	268442016	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	-1	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	3	3	5	5	93	93	1	1	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
73	93	-1	93	-1	-1	-1	1	-1	3	3	3	3	0	5	5	93	93	93	93	93	1	1	1	1	1	268442016	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	-1	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	3	3	5	5	93	93	1	1	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
74	1	-1	55	-1	-1	-1	4	-1	1	0	1	1	1	5	5	50	0	55	58	60	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11067	true	true	0	1000	0	1001	0	0	0	0	0	0	0	0	0	false	1	1	5	5	58	58	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
75	1	-1	55	-1	-1	-1	4	-1	1	0	1	1	1	5	5	50	0	55	58	60	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11068	true	true	0	1000	0	1001	0	0	0	0	0	0	0	0	0	false	1	1	5	5	58	58	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
76	1	-1	55	-1	-1	-1	4	-1	1	0	1	1	1	5	5	50	0	55	58	60	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11069	true	true	0	1000	0	1001	0	0	0	0	0	0	0	0	0	false	1	1	5	5	58	58	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
77	1	-1	55	-1	-1	-1	4	-1	1	0	1	1	1	5	5	50	0	55	58	60	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11070	true	true	0	1000	0	1001	0	0	0	0	0	0	0	0	0	false	1	1	5	5	58	58	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
78	1	-1	55	-1	-1	-1	4	-1	1	0	1	1	1	5	5	50	0	55	58	60	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11071	true	true	0	1000	0	1001	0	0	0	0	0	0	0	0	0	false	1	1	5	5	58	58	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
79	1	-1	55	-1	-1	-1	4	-1	1	0	1	1	1	5	5	50	0	55	58	60	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11072	true	true	0	1000	0	1001	0	0	0	0	0	0	0	0	0	false	1	1	5	5	58	58	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
80	1	-1	55	-1	-1	-1	4	-1	1	0	1	1	1	5	5	50	0	55	58	60	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11073	true	true	0	1000	0	1001	0	0	0	0	0	0	0	0	0	false	1	1	5	5	58	58	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
81	1	-1	55	-1	-1	-1	4	-1	1	0	1	1	1	5	5	50	0	55	58	60	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11074	true	true	0	1000	0	1001	0	0	0	0	0	0	0	0	0	false	1	1	5	5	58	58	4	4	0	0	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
82	1	-1	65	-1	-1	-1	4	-1	1	0	1	1	1	0	0	60	0	63	65	70	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11075	true	true	0	1000	0	1001	101	0	0	0	0	0	0	0	0	false	1	1	0	0	65	65	4	4	101	101	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
83	1	-1	65	-1	-1	-1	4	-1	1	0	1	1	1	0	0	60	0	63	65	70	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11076	true	true	0	1000	0	1001	101	0	0	0	0	0	0	0	0	false	1	1	0	0	65	65	4	4	101	101	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
84	1	-1	65	-1	-1	-1	4	-1	1	0	1	1	1	0	0	60	0	63	65	70	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11077	true	true	0	1000	0	1001	101	0	0	0	0	0	0	0	0	false	1	1	0	0	65	65	4	4	101	101	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
85	1	-1	65	-1	-1	-1	4	-1	1	0	1	1	1	0	0	60	0	63	65	70	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11078	true	true	0	1000	0	1001	101	0	0	0	0	0	0	0	0	false	1	1	0	0	65	65	4	4	101	101	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
86	1	-1	65	-1	-1	-1	4	-1	1	0	1	1	1	0	0	60	0	63	65	70	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11079	true	true	0	1000	0	1001	101	0	0	0	0	0	0	0	0	false	1	1	0	0	65	65	4	4	101	101	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
87	1	-1	1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
88	65	-1	65	-1	-1	-1	4	-1	3	2	3	2	3	0	0	60	60	63	65	70	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11080	true	true	0	1000	0	1001	104	0	0	0	0	0	0	0	0	false	2	2	0	0	65	65	4	4	104	104	true	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
89	65	-1	65	-1	-1	-1	4	-1	3	2	3	2	3	0	0	60	60	63	65	70	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11081	true	true	0	1000	0	1001	104	0	0	0	0	0	0	0	0	false	2	2	0	0	65	65	4	4	104	104	true	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
90	65	-1	65	-1	-1	-1	4	-1	3	2	3	2	3	0	0	60	60	63	65	70	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11082	true	true	0	1000	0	1001	104	0	0	0	0	0	0	0	0	false	2	2	0	0	65	65	4	4	104	104	true	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
91	65	-1	65	-1	-1	-1	4	-1	3	2	3	2	3	0	0	60	60	63	65	70	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11083	true	true	0	1000	0	1001	104	0	0	0	0	0	0	0	0	false	2	2	0	0	65	65	4	4	104	104	true	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
92	65	-1	65	-1	-1	-1	4	-1	3	2	3	2	3	0	0	60	60	63	65	70	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11084	true	true	0	1000	0	1001	104	0	0	0	0	0	0	0	0	false	2	2	0	0	65	65	4	4	104	104	true	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
93	1	-1	65	-1	-1	-1	4	-1	1	0	1	1	1	0	0	70	0	70	70	70	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11085	true	true	0	1000	0	1001	105	0	0	0	0	0	0	0	0	false	1	1	0	0	70	70	4	4	105	105	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
94	1	-1	65	-1	-1	-1	4	-1	1	0	1	1	1	0	0	70	0	70	70	70	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11086	true	true	0	1000	0	1001	105	0	0	0	0	0	0	0	0	false	1	1	0	0	70	70	4	4	105	105	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
95	1	-1	65	-1	-1	-1	4	-1	1	0	1	1	1	0	0	70	0	70	70	70	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11087	true	true	0	1000	0	1001	105	0	0	0	0	0	0	0	0	false	1	1	0	0	70	70	4	4	105	105	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
96	1	-1	80	-1	-1	-1	4	-1	1	0	1	1	1	0	0	70	0	73	75	80	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11088	true	true	0	1000	0	1001	106	0	0	0	0	0	0	1	0	false	1	1	0	0	75	75	4	4	106	106	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
97	1	-1	80	-1	-1	-1	4	-1	1	0	1	1	1	0	0	70	0	73	75	80	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11089	true	true	0	1000	0	1001	106	0	0	0	0	0	0	1	0	false	1	1	0	0	75	75	4	4	106	106	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
98	1	-1	80	-1	-1	-1	4	-1	1	0	1	1	1	0	0	70	0	73	75	80	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11090	true	true	0	1000	0	1001	106	0	0	0	0	0	0	1	0	false	1	1	0	0	75	75	4	4	106	106	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
99	1	-1	80	-1	-1	-1	4	-1	1	0	1	1	1	0	0	70	0	73	75	80	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11091	true	true	0	1000	0	1001	106	0	0	0	0	0	0	1	0	false	1	1	0	0	75	75	4	4	106	106	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
100	1	-1	80	-1	-1	-1	4	-1	1	0	1	1	1	0	0	75	0	78	80	80	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11092	true	true	0	1000	0	1001	106	0	0	0	0	0	0	2	0	false	1	1	0	0	80	80	4	4	106	106	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
101	1	-1	80	-1	-1	-1	4	-1	1	0	1	1	1	0	0	75	0	78	80	80	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11093	true	true	0	1000	0	1001	106	0	0	0	0	0	0	1	0	false	1	1	0	0	80	80	4	4	106	106	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
102	1	-1	80	-1	-1	-1	4	-1	1	0	1	1	1	0	0	75	0	78	80	80	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11094	true	true	0	1000	0	1001	106	0	0	0	0	0	0	1	0	false	1	1	0	0	80	80	4	4	106	106	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
103	1	-1	80	-1	-1	-1	4	-1	1	0	1	1	1	0	0	75	0	78	80	80	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11095	true	true	0	1000	0	1001	106	0	0	0	0	0	0	1	0	false	1	1	0	0	80	80	4	4	106	106	true	true	0	0	0	0	0	0	0	0	false	0	false	false	true	0	false	1	1	-1	1	1	95	0	22	0	1	-1	18	true	0
104	80	-1	80	-1	-1	-1	4	-1	3	2	3	2	3	0	0	80	80	80	80	80	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11096	true	true	0	1000	0	1001	107	0	0	0	0	0	0	1	0	false	2	2	0	0	80	80	4	4	107	107	true	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
105	80	-1	80	-1	-1	-1	4	-1	3	2	3	2	3	0	0	80	80	80	80	80	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11097	true	true	0	1000	0	1001	107	0	0	0	0	0	0	1	0	false	2	2	0	0	80	80	4	4	107	107	true	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
106	80	-1	80	-1	-1	-1	4	-1	3	2	3	2	3	0	0	80	80	80	80	80	1	1	2	4	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	false	0	0	11098	true	true	0	1000	0	1001	107	0	0	0	0	0	0	1	0	false	2	2	0	0	80	80	4	4	107	107	true	true	0	0	0	0	0	0	0	0	false	0	false	false	false	0	false	0	0	95	4	95	95	1	5	0	0	0	18	false	0
