ROWID	_Activate|INTEGER	_qchapter|INTEGER	_class|INTEGER	_level|INTEGER	_PreQuestCondition|INTEGER	_skipQuest|TEXT	_skipAfterQuest|INTEGER	_MemoryDescriptionIndex|INTEGER	_MemoryDescriptionIndex1|INTEGER	_MemoryDescriptionIndex2|INTEGER	_MemoryDescriptionIndex3|INTEGER	_MemoryDescriptionIndex4|INTEGER	_MemoryDescriptionIndex5|INTEGER	_ChapterStringIndex|INTEGER	_MemoryImage|TEXT
192	1	21	3	95	9804	9779,9780,9781,9782,9783,9784,9785,9786,9787,9788,9789,9790,9791,9792,9793,9794,9795,9796,9797,9798,9799,9800,9801,9802,9803,9804	9805	0	1000118631	1000118632	1000118633	0	0	1000118634	QN_Hirendel.dds
193	1	21	4	95	9804	9779,9780,9781,9782,9783,9784,9785,9786,9787,9788,9789,9790,9791,9792,9793,9794,9795,9796,9797,9798,9799,9800,9801,9802,9803,9804	9805	0	1000118631	1000118632	1000118633	0	0	1000118634	QN_Hirendel.dds
194	1	21	5	95	9804	9779,9780,9781,9782,9783,9784,9785,9786,9787,9788,9789,9790,9791,9792,9793,9794,9795,9796,9797,9798,9799,9800,9801,9802,9803,9804	9805	0	1000118631	1000118632	1000118633	0	0	1000118634	QN_Hirendel.dds
195	1	21	6	95	9804	9779,9780,9781,9782,9783,9784,9785,9786,9787,9788,9789,9790,9791,9792,9793,9794,9795,9796,9797,9798,9799,9800,9801,9802,9803,9804	9805	0	1000118631	1000118632	1000118633	0	0	1000118634	QN_Hirendel.dds
196	1	21	7	95	9804	9779,9780,9781,9782,9783,9784,9785,9786,9787,9788,9789,9790,9791,9792,9793,9794,9795,9796,9797,9798,9799,9800,9801,9802,9803,9804	9805	0	1000118631	1000118632	1000118633	0	0	1000118634	QN_Hirendel.dds
197	1	21	8	95	9804	9779,9780,9781,9782,9783,9784,9785,9786,9787,9788,9789,9790,9791,9792,9793,9794,9795,9796,9797,9798,9799,9800,9801,9802,9803,9804	9805	0	1000118631	1000118632	1000118633	0	0	1000118634	QN_Hirendel.dds
198	1	21	9	95	9804	9779,9780,9781,9782,9783,9784,9785,9786,9787,9788,9789,9790,9791,9792,9793,9794,9795,9796,9797,9798,9799,9800,9801,9802,9803,9804	9805	0	1000118631	1000118632	1000118633	0	0	1000118634	QN_Hirendel.dds
199	1	22	1	95	9813	9805,9806,9807,9808,9809,9810,9811,9812,9813	9814	0	1000137691	1000122797	1000122798	0	0	1000122807	QN_Salica.dds
200	1	22	2	95	9813	9805,9806,9807,9808,9809,9810,9811,9812,9813	9814	0	1000137691	1000122797	1000122798	0	0	1000122807	QN_Salica.dds
201	1	22	3	95	9813	9805,9806,9807,9808,9809,9810,9811,9812,9813	9814	0	1000137691	1000122797	1000122798	0	0	1000122807	QN_Salica.dds
202	1	22	4	95	9813	9805,9806,9807,9808,9809,9810,9811,9812,9813	9814	0	1000137691	1000122797	1000122798	0	0	1000122807	QN_Salica.dds
203	1	22	5	95	9813	9805,9806,9807,9808,9809,9810,9811,9812,9813	9814	0	1000137691	1000122797	1000122798	0	0	1000122807	QN_Salica.dds
204	1	22	6	95	9813	9805,9806,9807,9808,9809,9810,9811,9812,9813	9814	0	1000137691	1000122797	1000122798	0	0	1000122807	QN_Salica.dds
205	1	22	7	95	9813	9805,9806,9807,9808,9809,9810,9811,9812,9813	9814	0	1000137691	1000122797	1000122798	0	0	1000122807	QN_Salica.dds
206	1	22	8	95	9813	9805,9806,9807,9808,9809,9810,9811,9812,9813	9814	0	1000137691	1000122797	1000122798	0	0	1000122807	QN_Salica.dds
207	1	22	9	95	9813	9805,9806,9807,9808,9809,9810,9811,9812,9813	9814	0	1000137691	1000122797	1000122798	0	0	1000122807	QN_Salica.dds
208	1	23	1	95	9831	9814,9815,9816,9817,9818,9819,9820,9821,9822,9823,9824,9825,9826,9827,9828,9829,9830,9831	9836	0	1000137859	1000137861	1000137862	0	0	1000137863	QN_grugiru.dds
209	1	23	2	95	9831	9814,9815,9816,9817,9818,9819,9820,9821,9822,9823,9824,9825,9826,9827,9828,9829,9830,9831	9836	0	1000137859	1000137861	1000137862	0	0	1000137863	QN_grugiru.dds
210	1	23	3	95	9831	9814,9815,9816,9817,9818,9819,9820,9821,9822,9823,9824,9825,9826,9827,9828,9829,9830,9831	9836	0	1000137859	1000137861	1000137862	0	0	1000137863	QN_grugiru.dds
211	1	23	4	95	9831	9814,9815,9816,9817,9818,9819,9820,9821,9822,9823,9824,9825,9826,9827,9828,9829,9830,9831	9836	0	1000137859	1000137861	1000137862	0	0	1000137863	QN_grugiru.dds
212	1	23	5	95	9831	9814,9815,9816,9817,9818,9819,9820,9821,9822,9823,9824,9825,9826,9827,9828,9829,9830,9831	9836	0	1000137859	1000137861	1000137862	0	0	1000137863	QN_grugiru.dds
213	1	23	6	95	9831	9814,9815,9816,9817,9818,9819,9820,9821,9822,9823,9824,9825,9826,9827,9828,9829,9830,9831	9836	0	1000137859	1000137861	1000137862	0	0	1000137863	QN_grugiru.dds
214	1	23	7	95	9831	9814,9815,9816,9817,9818,9819,9820,9821,9822,9823,9824,9825,9826,9827,9828,9829,9830,9831	9836	0	1000137859	1000137861	1000137862	0	0	1000137863	QN_grugiru.dds
215	1	23	8	95	9831	9814,9815,9816,9817,9818,9819,9820,9821,9822,9823,9824,9825,9826,9827,9828,9829,9830,9831	9836	0	1000137859	1000137861	1000137862	0	0	1000137863	QN_grugiru.dds
216	1	23	9	95	9831	9814,9815,9816,9817,9818,9819,9820,9821,9822,9823,9824,9825,9826,9827,9828,9829,9830,9831	9836	0	1000137859	1000137861	1000137862	0	0	1000137863	QN_grugiru.dds
217	1	24	1	95	9854	9836,9837,9838,9839,9840,9841,9842,9843,9844,9845,9846,9847,9848,9849,9850,9851,9852,9853,9854	9855	0	1000155321	1000155322	1000155323	0	0	1000002710	QN_hongryun_pether.dds
218	1	24	2	95	9854	9836,9837,9838,9839,9840,9841,9842,9843,9844,9845,9846,9847,9848,9849,9850,9851,9852,9853,9854	9855	0	1000155321	1000155322	1000155323	0	0	1000002710	QN_hongryun_pether.dds
219	1	24	3	95	9854	9836,9837,9838,9839,9840,9841,9842,9843,9844,9845,9846,9847,9848,9849,9850,9851,9852,9853,9854	9855	0	1000155321	1000155322	1000155323	0	0	1000002710	QN_hongryun_pether.dds
220	1	24	4	95	9854	9836,9837,9838,9839,9840,9841,9842,9843,9844,9845,9846,9847,9848,9849,9850,9851,9852,9853,9854	9855	0	1000155321	1000155322	1000155323	0	0	1000002710	QN_hongryun_pether.dds
221	1	24	5	95	9854	9836,9837,9838,9839,9840,9841,9842,9843,9844,9845,9846,9847,9848,9849,9850,9851,9852,9853,9854	9855	0	1000155321	1000155322	1000155323	0	0	1000002710	QN_hongryun_pether.dds
222	1	24	6	95	9854	9836,9837,9838,9839,9840,9841,9842,9843,9844,9845,9846,9847,9848,9849,9850,9851,9852,9853,9854	9855	0	1000155321	1000155322	1000155323	0	0	1000002710	QN_hongryun_pether.dds
223	1	24	7	95	9854	9836,9837,9838,9839,9840,9841,9842,9843,9844,9845,9846,9847,9848,9849,9850,9851,9852,9853,9854	9855	0	1000155321	1000155322	1000155323	0	0	1000002710	QN_hongryun_pether.dds
224	1	24	8	95	9854	9836,9837,9838,9839,9840,9841,9842,9843,9844,9845,9846,9847,9848,9849,9850,9851,9852,9853,9854	9855	0	1000155321	1000155322	1000155323	0	0	1000002710	QN_hongryun_pether.dds
225	1	24	9	95	9854	9836,9837,9838,9839,9840,9841,9842,9843,9844,9845,9846,9847,9848,9849,9850,9851,9852,9853,9854	9855	0	1000155321	1000155322	1000155323	0	0	1000002710	QN_hongryun_pether.dds
226	1	25	1	95	9865	9855,9856,9857,9858,9859,9860,9861,9862,9863,9864,9865	9899	0	1000155970	1000155971	1000155972	0	0	1000155324	QN_hwaran.dds
227	1	25	2	95	9865	9855,9856,9857,9858,9859,9860,9861,9862,9863,9864,9865	9899	0	1000155970	1000155971	1000155972	0	0	1000155324	QN_hwaran.dds
228	1	25	3	95	9865	9855,9856,9857,9858,9859,9860,9861,9862,9863,9864,9865	9899	0	1000155970	1000155971	1000155972	0	0	1000155324	QN_hwaran.dds
229	1	25	4	95	9865	9855,9856,9857,9858,9859,9860,9861,9862,9863,9864,9865	9899	0	1000155970	1000155971	1000155972	0	0	1000155324	QN_hwaran.dds
230	1	25	5	95	9865	9855,9856,9857,9858,9859,9860,9861,9862,9863,9864,9865	9899	0	1000155970	1000155971	1000155972	0	0	1000155324	QN_hwaran.dds
231	1	25	6	95	9865	9855,9856,9857,9858,9859,9860,9861,9862,9863,9864,9865	9899	0	1000155970	1000155971	1000155972	0	0	1000155324	QN_hwaran.dds
232	1	25	7	95	9865	9855,9856,9857,9858,9859,9860,9861,9862,9863,9864,9865	9899	0	1000155970	1000155971	1000155972	0	0	1000155324	QN_hwaran.dds
233	1	25	8	95	9865	9855,9856,9857,9858,9859,9860,9861,9862,9863,9864,9865	9899	0	1000155970	1000155971	1000155972	0	0	1000155324	QN_hwaran.dds
234	1	25	9	95	9865	9855,9856,9857,9858,9859,9860,9861,9862,9863,9864,9865	9899	0	1000155970	1000155971	1000155972	0	0	1000155324	QN_hwaran.dds
235	0	101	10	90	9874	9866,9867,9868,9869.9870,9871,9872,9873,9874	9875	0	1000168586	1000168588	1000168590	0	0	1000168592	QN_NPC_rubinat.dds
236	1	102	10	93	9884	9875,9876,9877,9878,9879,9880,9881,9882,9883,9884	9885	0	1000168587	1000168589	1000168591	0	0	1000164996	QN_Kali.dds
237	1	103	10	95	9896	9885,9886,9887,9888,9889,9890,9891,9892,9893,9894,9895,9896	9908	0	1000170410	1000170413	1000170416	0	0	1000169967	QN_Kanna.dds
238	1	26	1	95	9907	9899,9900,9901,9902,9903,9904,9905,9906,9907	9917	0	1000170411	1000170414	1000170417	0	0	1000170419	QN_hwaran.dds
239	1	26	2	95	9907	9899,9900,9901,9902,9903,9904,9905,9906,9907	9917	0	1000170411	1000170414	1000170417	0	0	1000170419	QN_hwaran.dds
240	1	26	3	95	9907	9899,9900,9901,9902,9903,9904,9905,9906,9907	9917	0	1000170411	1000170414	1000170417	0	0	1000170419	QN_hwaran.dds
241	1	26	4	95	9907	9899,9900,9901,9902,9903,9904,9905,9906,9907	9917	0	1000170411	1000170414	1000170417	0	0	1000170419	QN_hwaran.dds
242	1	26	5	95	9907	9899,9900,9901,9902,9903,9904,9905,9906,9907	9917	0	1000170411	1000170414	1000170417	0	0	1000170419	QN_hwaran.dds
243	1	26	6	95	9907	9899,9900,9901,9902,9903,9904,9905,9906,9907	9917	0	1000170411	1000170414	1000170417	0	0	1000170419	QN_hwaran.dds
244	1	26	7	95	9907	9899,9900,9901,9902,9903,9904,9905,9906,9907	9917	0	1000170411	1000170414	1000170417	0	0	1000170419	QN_hwaran.dds
245	1	26	8	95	9907	9899,9900,9901,9902,9903,9904,9905,9906,9907	9917	0	1000170411	1000170414	1000170417	0	0	1000170419	QN_hwaran.dds
246	1	26	9	95	9907	9899,9900,9901,9902,9903,9904,9905,9906,9907	9917	0	1000170411	1000170414	1000170417	0	0	1000170419	QN_hwaran.dds
247	1	104	10	95	9916	9908,9909,9910,9911,9912,9913,9914,9915,9916	9927	0	1000170412	1000170415	1000170418	0	0	1000170420	QN_hwaran.dds
248	0	27	1	95	9926	9917,9918,9919,9920,9921,9922,9923,9924,9925,9926	9937	0	1000174056	1000174057	1000174058	0	0	1000174062	QN_Child_hiver.dds
249	0	27	2	95	9926	9917,9918,9919,9920,9921,9922,9923,9924,9925,9926	9937	0	1000174056	1000174057	1000174058	0	0	1000174062	QN_Child_hiver.dds
250	0	27	3	95	9926	9917,9918,9919,9920,9921,9922,9923,9924,9925,9926	9937	0	1000174056	1000174057	1000174058	0	0	1000174062	QN_Child_hiver.dds
251	0	27	4	95	9926	9917,9918,9919,9920,9921,9922,9923,9924,9925,9926	9937	0	1000174056	1000174057	1000174058	0	0	1000174062	QN_Child_hiver.dds
252	0	27	5	95	9926	9917,9918,9919,9920,9921,9922,9923,9924,9925,9926	9937	0	1000174056	1000174057	1000174058	0	0	1000174062	QN_Child_hiver.dds
253	0	27	6	95	9926	9917,9918,9919,9920,9921,9922,9923,9924,9925,9926	9937	0	1000174056	1000174057	1000174058	0	0	1000174062	QN_Child_hiver.dds
254	0	27	7	95	9926	9917,9918,9919,9920,9921,9922,9923,9924,9925,9926	9937	0	1000174056	1000174057	1000174058	0	0	1000174062	QN_Child_hiver.dds
255	0	27	8	95	9926	9917,9918,9919,9920,9921,9922,9923,9924,9925,9926	9937	0	1000174056	1000174057	1000174058	0	0	1000174062	QN_Child_hiver.dds
256	0	27	9	95	9926	9917,9918,9919,9920,9921,9922,9923,9924,9925,9926	9937	0	1000174056	1000174057	1000174058	0	0	1000174062	QN_Child_hiver.dds
257	0	105	10	95	9936	9927,9928,9929,9930,9931,9932,9933,9934,9935,9936	9937	0	1000174059	1000174060	1000174061	0	0	1000174063	QN_Child_hiver.dds
258	0	28	1	95	9937	0	0	0	0	0	0	0	0	0	QN_Child_Grele.dds
259	0	28	2	95	9937	0	0	0	0	0	0	0	0	0	QN_Child_Grele.dds
260	0	28	3	95	9937	0	0	0	0	0	0	0	0	0	QN_Child_Grele.dds
261	0	28	4	95	9937	0	0	0	0	0	0	0	0	0	QN_Child_Grele.dds
262	0	28	5	95	9937	0	0	0	0	0	0	0	0	0	QN_Child_Grele.dds
263	0	28	6	95	9937	0	0	0	0	0	0	0	0	0	QN_Child_Grele.dds
264	0	28	7	95	9937	0	0	0	0	0	0	0	0	0	QN_Child_Grele.dds
265	0	28	8	95	9937	0	0	0	0	0	0	0	0	0	QN_Child_Grele.dds
266	0	28	9	95	9937	0	0	0	0	0	0	0	0	0	QN_Child_Grele.dds
267	0	106	10	95	9937	0	0	0	0	0	0	0	0	0	QN_Child_Grele.dds
