ROWID	_SN|INTEGER	_StartDate|TEXT	_EndDate|TEXT	_BuyAbleCount|INTEGER	_Sellcount|INTEGER	_BuyAbleReset|INTEGER
1284	1200125	12/02/09	12/03/08	0	0	0
1285	1200128	12/02/09	12/03/08	0	0	0
1286	1200131	12/02/09	12/03/08	0	0	0
1287	1200134	12/02/09	12/03/08	0	0	0
1288	1200137	12/02/09	12/03/08	0	0	0
1289	1200140	12/02/09	12/03/08	0	0	0
1290	1200143	12/02/09	12/03/08	0	0	0
1291	1200146	12/02/09	12/03/08	0	0	0
1292	1200149	12/02/09	12/03/08	0	0	0
1293	1200152	12/02/09	12/03/08	0	0	0
1294	1200155	12/02/09	12/03/08	0	0	0
1295	1200158	12/02/09	12/03/08	0	0	0
1296	1200161	12/02/09	12/03/08	0	0	0
1297	1200164	12/02/09	12/03/08	0	0	0
1298	1200167	12/02/09	12/03/08	0	0	0
1299	1200170	12/02/09	12/03/08	0	0	0
1300	1200173	12/02/09	12/03/08	0	0	0
1301	1200176	12/02/09	12/03/08	0	0	0
1302	1200179	12/02/09	12/03/08	0	0	0
1303	1200182	12/02/09	12/03/08	0	0	0
1304	1200185	12/02/09	12/03/08	0	0	0
1305	1200188	12/02/09	12/03/08	0	0	0
1306	1200191	12/02/09	12/03/08	0	0	0
1307	1200194	12/02/09	12/03/08	0	0	0
1308	1200197	12/02/09	12/03/08	0	0	0
1309	1200200	12/02/09	12/03/08	0	0	0
1310	1200203	12/02/09	12/03/08	0	0	0
1311	1200206	12/02/09	12/03/08	0	0	0
1312	1200209	12/02/09	12/03/08	0	0	0
1313	1200212	12/02/09	12/03/08	0	0	0
1314	1200215	12/02/09	12/03/08	0	0	0
1315	1200218	12/02/09	12/03/08	0	0	0
1316	1200221	12/02/09	12/03/08	0	0	0
1317	1200224	12/02/09	12/03/08	0	0	0
1318	1200227	12/02/09	12/03/08	0	0	0
1319	1200230	12/02/09	12/03/08	0	0	0
1320	1200233	12/02/09	12/03/08	0	0	0
1321	1200236	12/02/09	12/03/08	0	0	0
1322	1200239	12/02/09	12/03/08	0	0	0
1323	1200242	12/02/09	12/03/08	0	0	0
1324	1200245	12/02/09	12/03/08	0	0	0
1325	1200248	12/02/09	12/03/08	0	0	0
1326	1200251	12/02/09	12/03/08	0	0	0
1327	1200254	12/02/09	12/03/08	0	0	0
1328	1200257	12/02/09	12/03/08	0	0	0
1329	1200260	12/02/09	12/03/08	0	0	0
1330	1200263	12/02/09	12/03/08	0	0	0
1331	1200266	12/02/09	12/03/08	0	0	0
1332	1200269	12/02/09	12/03/08	0	0	0
1333	1200272	12/02/09	12/03/08	0	0	0
1334	1200275	12/02/09	12/03/08	0	0	0
1335	1200278	12/02/09	12/03/08	0	0	0
1336	1200281	12/02/09	12/03/08	0	0	0
1337	1200284	12/02/09	12/03/08	0	0	0
1338	1200287	12/02/09	12/03/08	0	0	0
1339	1200290	12/02/09	12/03/08	0	0	0
1340	1200293	12/02/09	12/03/08	0	0	0
1341	1200296	12/02/09	12/03/08	0	0	0
1342	1200299	12/02/09	12/03/08	0	0	0
1343	1200302	12/02/09	12/03/08	0	0	0
1344	1200305	12/02/09	12/03/08	0	0	0
1345	1200308	12/02/09	12/03/08	0	0	0
1346	1200311	12/02/09	12/03/08	0	0	0
1347	1200314	12/02/09	12/03/08	0	0	0
1348	1000044	12/03/08	12/04/12	0	0	0
1349	1000045	12/03/08	12/04/12	0	0	0
1350	1000046	12/03/08	12/04/12	0	0	0
1351	1000047	12/03/08	12/04/12	0	0	0
1352	1000048	12/03/08	12/04/12	0	0	0
1353	1000049	12/03/08	12/04/12	0	0	0
1354	1000050	12/03/08	12/04/12	0	0	0
1355	1000051	12/03/08	12/04/12	0	0	0
1356	1000052	12/03/08	12/04/12	0	0	0
1357	1000053	12/03/08	12/04/12	0	0	0
1358	1000054	12/03/08	12/04/12	0	0	0
1359	1000055	12/03/08	12/04/12	0	0	0
1360	1000056	12/03/08	12/04/12	0	0	0
1361	1000057	12/03/08	12/04/12	0	0	0
1362	1000058	12/03/08	12/04/12	0	0	0
1363	1900060			3	0	0
1364	1900061			2	0	0
1365	1900062			1	0	0
1366	1000071	12/04/12	12/05/10	0	0	0
1367	1000072	12/04/12	12/05/10	0	0	0
1368	1000073	12/04/12	12/05/10	0	0	0
1369	1000074	12/04/12	12/05/10	0	0	0
1370	1000075	12/04/12	12/05/10	0	0	0
1371	1000076	12/04/12	12/05/10	0	0	0
1372	1000077	12/04/12	12/05/10	0	0	0
1373	1000078	12/04/12	12/05/10	0	0	0
1374	1000079	12/04/12	12/05/10	0	0	0
1375	1000080	12/04/12	12/05/10	0	0	0
1376	1000081	12/04/12	12/05/10	0	0	0
1377	1000082	12/04/12	12/05/10	0	0	0
1378	1000083	12/04/12	12/05/10	0	0	0
1379	1000084	12/04/12	12/05/10	0	0	0
1380	1000085	12/04/12	12/05/10	0	0	0
1381	1900065			0	30	0
1382	1200790	12/05/10	12/06/21	0	0	0
1383	1200791	12/05/10	12/06/21	0	0	0
1384	1200792	12/05/10	12/06/21	0	0	0
1385	1200793	12/05/10	12/06/21	0	0	0
1386	1200794	12/05/10	12/06/21	0	0	0
1387	1200795	12/05/10	12/06/21	0	0	0
1388	1200796	12/05/10	12/06/21	0	0	0
1389	1200797	12/05/10	12/06/21	0	0	0
1390	1200798	12/05/10	12/06/21	0	0	0
1391	1200799	12/05/10	12/06/21	0	0	0
1392	1200800	12/05/10	12/06/21	0	0	0
1393	1200801	12/05/10	12/06/21	0	0	0
1394	1200802	12/05/10	12/06/21	0	0	0
1395	1200803	12/05/10	12/06/21	0	0	0
1396	1200804	12/05/10	12/06/21	0	0	0
1397	1200805	12/05/10	12/06/21	0	0	0
1398	1200806	12/05/10	12/06/21	0	0	0
1399	1200807	12/05/10	12/06/21	0	0	0
1400	1200808	12/05/10	12/06/21	0	0	0
1401	1200809	12/05/10	12/06/21	0	0	0
1402	1200810	12/05/10	12/06/21	0	0	0
1403	1200811	12/05/10	12/06/21	0	0	0
1404	1200812	12/05/10	12/06/21	0	0	0
1405	1200813	12/05/10	12/06/21	0	0	0
1406	1200814	12/05/10	12/06/21	0	0	0
1407	1200815	12/05/10	12/06/21	0	0	0
1408	1200816	12/05/10	12/06/21	0	0	0
1409	1200817	12/05/10	12/06/21	0	0	0
1410	1200818	12/05/10	12/06/21	0	0	0
1411	1200819	12/05/10	12/06/21	0	0	0
1412	1200820	12/05/10	12/06/21	0	0	0
1413	1200821	12/05/10	12/06/21	0	0	0
1414	1200822	12/05/10	12/06/21	0	0	0
1415	1200823	12/05/10	12/06/21	0	0	0
1416	1200824	12/05/10	12/06/21	0	0	0
1417	1200825	12/05/10	12/06/21	0	0	0
1418	1200826	12/05/10	12/06/21	0	0	0
1419	1200827	12/05/10	12/06/21	0	0	0
1420	1200828	12/05/10	12/06/21	0	0	0
1421	1200829	12/05/10	12/06/21	0	0	0
1422	1200830	12/05/10	12/06/21	0	0	0
1423	1200831	12/05/10	12/06/21	0	0	0
1424	1200832	12/05/10	12/06/21	0	0	0
1425	1200833	12/05/10	12/06/21	0	0	0
1426	1200834	12/05/10	12/06/21	0	0	0
1427	1200835	12/05/10	12/06/21	0	0	0
1428	1200836	12/05/10	12/06/21	0	0	0
1429	1200837	12/05/10	12/06/21	0	0	0
1430	1200838	12/05/10	12/06/21	0	0	0
1431	1200839	12/05/10	12/06/21	0	0	0
1432	1000087	12/05/10	12/06/21	0	0	0
1433	1000088	12/05/10	12/06/21	0	0	0
1434	1000089	12/05/10	12/06/21	0	0	0
1435	1000090	12/05/10	12/06/21	0	0	0
1436	1000091	12/05/10	12/06/21	0	0	0
1437	1200765	12/05/10	12/06/21	0	0	0
1438	1200766	12/05/10	12/06/21	0	0	0
1439	1200767	12/05/10	12/06/21	0	0	0
1440	1200768	12/05/10	12/06/21	0	0	0
1441	1200769	12/05/10	12/06/21	0	0	0
1442	1200770	12/05/10	12/06/21	0	0	0
1443	1200771	12/05/10	12/06/21	0	0	0
1444	1200772	12/05/10	12/06/21	0	0	0
1445	1200773	12/05/10	12/06/21	0	0	0
1446	1200774	12/05/10	12/06/21	0	0	0
1447	1200775	12/05/10	12/06/21	0	0	0
1448	1200776	12/05/10	12/06/21	0	0	0
1449	1200777	12/05/10	12/06/21	0	0	0
1450	1200778	12/05/10	12/06/21	0	0	0
1451	1200779	12/05/10	12/06/21	0	0	0
1452	1200780	12/05/10	12/06/21	0	0	0
1453	1200781	12/05/10	12/06/21	0	0	0
1454	1200782	12/05/10	12/06/21	0	0	0
1455	1200783	12/05/10	12/06/21	0	0	0
1456	1200784	12/05/10	12/06/21	0	0	0
1457	1200785	12/05/10	12/06/21	0	0	0
1458	1200786	12/05/10	12/06/21	0	0	0
1459	1200787	12/05/10	12/06/21	0	0	0
1460	1200788	12/05/10	12/06/21	0	0	0
1461	1200789	12/05/10	12/06/21	0	0	0
1462	1000092	12/05/24	12/06/14	0	0	0
1463	1000093	12/05/24	12/06/14	0	0	0
1464	1000094	12/05/24	12/06/14	0	0	0
1465	1000095	12/05/24	12/06/14	0	0	0
1466	1000096	12/05/24	12/06/14	0	0	0
1467	1000097	12/05/24	12/06/14	0	0	0
1468	1000098	12/05/24	12/06/14	0	0	0
1469	1000099	12/05/24	12/06/14	0	0	0
1470	1000100	12/05/24	12/06/14	0	0	0
1471	1000101	12/05/24	12/06/14	0	0	0
1472	1000102	12/05/24	12/06/14	0	0	0
1473	1000103	12/05/24	12/06/14	0	0	0
1474	1000104	12/05/24	12/06/14	0	0	0
1475	1000105	12/05/24	12/06/14	0	0	0
1476	1000106	12/05/24	12/06/14	0	0	0
1582	1000122	12/06/07	12/07/05	3	0	0
1583	1000123	12/06/07	12/08/09	1	0	0
1584	1000124	12/06/07	12/07/05	0	0	0
1585	1000125	12/06/07	12/07/05	0	0	0
1586	1000126	12/06/07	12/07/05	0	0	0
1587	1000127	12/06/07	12/07/05	0	0	0
1588	1000128	12/06/07	12/07/05	0	0	0
1589	1000129	12/06/07	12/07/05	0	0	0
1590	1000130	12/06/07	12/07/05	0	0	0
1591	1000131	12/06/07	12/07/05	0	0	0
1592	1000132	12/06/07	12/07/05	0	0	0
1593	1000133	12/06/07	12/07/05	0	0	0
1594	1000134	12/06/07	12/07/05	0	0	0
1595	1000135	12/06/07	12/07/05	0	0	0
1596	1000136	12/06/07	12/07/05	0	0	0
1597	1000137	12/06/07	12/07/05	0	0	0
1598	1000107	12/06/07	12/07/05	0	0	0
1599	1000108	12/06/07	12/07/05	0	0	0
1600	1000109	12/06/07	12/07/05	0	0	0
1601	1000110	12/06/07	12/07/05	0	0	0
1602	1000111	12/06/07	12/07/05	0	0	0
1603	1000112	12/06/07	12/07/05	0	0	0
1604	1000113	12/06/07	12/07/05	0	0	0
1605	1000114	12/06/07	12/07/05	0	0	0
1606	1000115	12/06/07	12/07/05	0	0	0
1607	1000116	12/06/07	12/07/05	0	0	0
1608	1000117	12/06/07	12/07/05	0	0	0
1609	1000118	12/06/07	12/07/05	0	0	0
1610	1000119	12/06/07	12/07/05	0	0	0
1611	1000120	12/06/07	12/07/05	0	0	0
1612	1000121	12/06/07	12/07/05	0	0	0
1613	1000138	12/07/05	12/08/09	1	0	0
1614	1000139	12/07/05	12/08/09	1	0	0
1615	1000140	12/07/05	12/08/09	1	0	0
1616	1000141	12/07/05	12/08/09	5	0	0
1617	1000142	12/07/05	12/08/09	3	0	0
1618	1000143	12/07/05	12/08/09	1	0	0
1619	1000144	12/07/05	12/08/09	1	0	0
1620	1000145	12/07/05	12/08/09	0	0	0
1621	1000146	12/07/05	12/08/09	0	0	0
1622	1000147	12/07/05	12/08/09	0	0	0
1623	1000148	12/07/05	12/08/09	0	0	0
1624	1000149	12/07/05	12/08/09	0	0	0
1625	1000150	12/07/05	12/08/09	0	0	0
1626	1000151	12/07/05	12/08/09	0	0	0
1627	1000152	12/07/05	12/08/09	0	0	0
1628	1000153	12/07/05	12/08/09	0	0	0
1629	1000154	12/07/05	12/08/09	0	0	0
1630	1000155	12/07/05	12/08/09	0	0	0
1631	1000156	12/07/05	12/08/09	0	0	0
1632	1000157	12/07/05	12/08/09	0	0	0
1633	1000158	12/07/05	12/08/09	0	0	0
1634	1000159	12/07/05	12/08/09	0	0	0
1635	1000160	12/07/05	12/08/09	1	0	0
1636	1000161	12/07/05	12/08/09	1	0	0
1637	1000162	12/07/05	12/08/09	1	0	0
1638	1000164	12/07/19	12/08/23	0	0	0
1639	1000165	12/07/19	12/08/23	0	0	0
1640	1000166	12/07/19	12/08/23	0	0	0
1641	1000167	12/07/19	12/08/23	0	0	0
1642	1000168	12/07/19	12/08/23	0	0	0
1643	1000169	12/07/19	12/08/23	0	0	0
1644	1000170	12/07/19	12/08/23	0	0	0
1645	1000171	12/07/19	12/08/23	0	0	0
1646	1000172	12/07/19	12/08/23	0	0	0
1647	1000173	12/07/19	12/08/23	0	0	0
1648	1000174	12/07/19	12/08/23	0	0	0
1649	1000175	12/07/19	12/08/23	0	0	0
1650	1000176	12/07/19	12/08/23	0	0	0
1651	1000177	12/07/19	12/08/23	0	0	0
1652	1000178	12/07/19	12/08/23	0	0	0
1653	1000179	12/07/19	12/08/23	0	0	0
1654	1000180	12/07/19	12/08/23	0	0	0
1655	1000181	12/07/19	12/08/23	0	0	0
1656	1201725	12/07/19	12/08/23	0	0	0
1657	1201726	12/07/19	12/08/23	0	0	0
1658	1201727	12/07/19	12/08/23	0	0	0
1659	1201728	12/07/19	12/08/23	0	0	0
1660	1201729	12/07/19	12/08/23	0	0	0
1661	1201730	12/07/19	12/08/23	0	0	0
1662	1201731	12/07/19	12/08/23	0	0	0
1663	1201732	12/07/19	12/08/23	0	0	0
1664	1201733	12/07/19	12/08/23	0	0	0
1665	1201734	12/07/19	12/08/23	0	0	0
1666	1201735	12/07/19	12/08/23	0	0	0
1667	1201736	12/07/19	12/08/23	0	0	0
1668	1201737	12/07/19	12/08/23	0	0	0
1669	1201738	12/07/19	12/08/23	0	0	0
1670	1201739	12/07/19	12/08/23	0	0	0
1671	1201740	12/07/19	12/08/23	0	0	0
1672	1201741	12/07/19	12/08/23	0	0	0
1673	1201742	12/07/19	12/08/23	0	0	0
1674	1201743	12/07/19	12/08/23	0	0	0
1675	1201744	12/07/19	12/08/23	0	0	0
1676	1201745	12/07/19	12/08/23	0	0	0
1677	1201746	12/07/19	12/08/23	0	0	0
1678	1201747	12/07/19	12/08/23	0	0	0
1679	1201748	12/07/19	12/08/23	0	0	0
1680	1201749	12/07/19	12/08/23	0	0	0
1681	1201750	12/07/19	12/08/23	0	0	0
1682	1201751	12/07/19	12/08/23	0	0	0
1683	1201752	12/07/19	12/08/23	0	0	0
1684	1201753	12/07/19	12/08/23	0	0	0
1685	1201754	12/07/19	12/08/23	0	0	0
1686	1201755	12/07/19	12/08/23	0	0	0
1687	1201756	12/07/19	12/08/23	0	0	0
1688	1201757	12/07/19	12/08/23	0	0	0
1689	1201758	12/07/19	12/08/23	0	0	0
1690	1201759	12/07/19	12/08/23	0	0	0
1691	1201760	12/07/19	12/08/23	0	0	0
1692	1201761	12/07/19	12/08/23	0	0	0
1693	1201762	12/07/19	12/08/23	0	0	0
1694	1201763	12/07/19	12/08/23	0	0	0
1695	1201764	12/07/19	12/08/23	0	0	0
1696	1201765	12/07/19	12/08/23	0	0	0
1697	1201766	12/07/19	12/08/23	0	0	0
1698	1201767	12/07/19	12/08/23	0	0	0
1699	1201768	12/07/19	12/08/23	0	0	0
1700	1201769	12/07/19	12/08/23	0	0	0
1701	1201770	12/07/19	12/08/23	0	0	0
1702	1201771	12/07/19	12/08/23	0	0	0
1703	1201772	12/07/19	12/08/23	0	0	0
1704	1201773	12/07/19	12/08/23	0	0	0
1705	1201774	12/07/19	12/08/23	0	0	0
1706	1201775	12/07/19	12/08/23	0	0	0
1707	1201776	12/07/19	12/08/23	0	0	0
1708	1201777	12/07/19	12/08/23	0	0	0
1709	1201778	12/07/19	12/08/23	0	0	0
1710	1201779	12/07/19	12/08/23	0	0	0
1711	1201780	12/07/19	12/08/23	0	0	0
1712	1201781	12/07/19	12/08/23	0	0	0
1713	1201782	12/07/19	12/08/23	0	0	0
1714	1201783	12/07/19	12/08/23	0	0	0
1715	1201784	12/07/19	12/08/23	0	0	0
1716	1201785	12/07/19	12/08/23	0	0	0
1717	1201786	12/07/19	12/08/23	0	0	0
1718	1201787	12/07/19	12/08/23	0	0	0
1719	1201788	12/07/19	12/08/23	0	0	0
1720	1201789	12/07/19	12/08/23	0	0	0
1721	1201790	12/07/19	12/08/23	0	0	0
1722	1201791	12/07/19	12/08/23	0	0	0
1723	1201792	12/07/19	12/08/23	0	0	0
1724	1201793	12/07/19	12/08/23	0	0	0
1725	1201794	12/07/19	12/08/23	0	0	0
1726	1201795	12/07/19	12/08/23	0	0	0
1727	1201796	12/07/19	12/08/23	0	0	0
1728	1201797	12/07/19	12/08/23	0	0	0
1729	1201798	12/07/19	12/08/23	0	0	0
1730	1201799	12/07/19	12/08/23	0	0	0
1731	1201800	12/07/19	12/08/23	0	0	0
1732	1201801	12/07/19	12/08/23	0	0	0
1733	1201802	12/07/19	12/08/23	0	0	0
1734	1201803	12/07/19	12/08/23	0	0	0
1735	1201804	12/07/19	12/08/23	0	0	0
1736	1201805	12/07/19	12/08/23	0	0	0
1737	1201806	12/07/19	12/08/23	0	0	0
1738	1201807	12/07/19	12/08/23	0	0	0
1739	1201808	12/07/19	12/08/23	0	0	0
1740	1201809	12/07/19	12/08/23	0	0	0
1741	1201810	12/07/19	12/08/23	0	0	0
1742	1201811	12/07/19	12/08/23	0	0	0
1743	1201812	12/07/19	12/08/23	0	0	0
1744	1201813	12/07/19	12/08/23	0	0	0
1745	1201814	12/07/19	12/08/23	0	0	0
1746	1201815	12/07/19	12/08/23	0	0	0
1747	1201816	12/07/19	12/08/23	0	0	0
1748	1201817	12/07/19	12/08/23	0	0	0
1749	1201818	12/07/19	12/08/23	0	0	0
1750	1201819	12/07/19	12/08/23	0	0	0
1751	1201820	12/07/19	12/08/23	0	0	0
1752	1201821	12/07/19	12/08/23	0	0	0
1753	1201822	12/07/19	12/08/23	0	0	0
1754	1201823	12/07/19	12/08/23	0	0	0
1755	1201824	12/07/19	12/08/23	0	0	0
1756	1201825	12/07/19	12/08/23	0	0	0
1757	1201826	12/07/19	12/08/23	0	0	0
1758	1201827	12/07/19	12/08/23	0	0	0
1759	1201828	12/07/19	12/08/23	0	0	0
1760	1201829	12/07/19	12/08/23	0	0	0
1761	1201830	12/07/19	12/08/23	0	0	0
1762	1201831	12/07/19	12/08/23	0	0	0
1763	1201832	12/07/19	12/08/23	0	0	0
1764	1201833	12/07/19	12/08/23	0	0	0
1765	1201834	12/07/19	12/08/23	0	0	0
1766	1201835	12/07/19	12/08/23	0	0	0
1767	1201836	12/07/19	12/08/23	0	0	0
1768	1201837	12/07/19	12/08/23	0	0	0
1769	1201838	12/07/19	12/08/23	0	0	0
1770	1201839	12/07/19	12/08/23	0	0	0
1771	1201840	12/07/19	12/08/23	0	0	0
1772	1201841	12/07/19	12/08/23	0	0	0
1773	1201842	12/07/19	12/08/23	0	0	0
1774	1201843	12/07/19	12/08/23	0	0	0
1775	1201844	12/07/19	12/08/23	0	0	0
1776	1201845	12/07/19	12/08/23	0	0	0
1777	1201846	12/07/19	12/08/23	0	0	0
1778	1201847	12/07/19	12/08/23	0	0	0
1779	1201848	12/07/19	12/08/23	0	0	0
1780	1201849	12/07/19	12/08/23	0	0	0
1781	1201850	12/07/19	12/08/23	0	0	0
1782	1201851	12/07/19	12/08/23	0	0	0
1783	1201852	12/07/19	12/08/23	0	0	0
1784	1201853	12/07/19	12/08/23	0	0	0
1785	1201854	12/07/19	12/08/23	0	0	0
1786	1201855	12/07/19	12/08/23	0	0	0
1787	1201856	12/07/19	12/08/23	0	0	0
1788	1201857	12/07/19	12/08/23	0	0	0
1789	1201858	12/07/19	12/08/23	0	0	0
1790	1201859	12/07/19	12/08/23	0	0	0
1791	1201860	12/07/19	12/08/23	0	0	0
1792	1201861	12/07/19	12/08/23	0	0	0
1793	1201862	12/07/19	12/08/23	0	0	0
1794	1201863	12/07/19	12/08/23	0	0	0
1795	1201864	12/07/19	12/08/23	0	0	0
1796	1201865	12/07/19	12/08/23	0	0	0
1797	1201866	12/07/19	12/08/23	0	0	0
1798	1201867	12/07/19	12/08/23	0	0	0
1799	1201868	12/07/19	12/08/23	0	0	0
1800	1201869	12/07/19	12/08/23	0	0	0
1801	1201870	12/07/19	12/08/23	0	0	0
1802	1201871	12/07/19	12/08/23	0	0	0
1803	1201872	12/07/19	12/08/23	0	0	0
1804	1201873	12/07/19	12/08/23	0	0	0
1805	1201874	12/07/19	12/08/23	0	0	0
1806	1201875	12/07/19	12/08/23	0	0	0
1807	1201876	12/07/19	12/08/23	0	0	0
1808	1201877	12/07/19	12/08/23	0	0	0
1809	1201878	12/07/19	12/08/23	0	0	0
1810	1201879	12/07/19	12/08/23	0	0	0
1811	1201880	12/07/19	12/08/23	0	0	0
1812	1201881	12/07/19	12/08/23	0	0	0
1813	1201882	12/07/19	12/08/23	0	0	0
1814	1201883	12/07/19	12/08/23	0	0	0
1815	1201884	12/07/19	12/08/23	0	0	0
1816	1201885	12/07/19	12/08/23	0	0	0
1817	1201886	12/07/19	12/08/23	0	0	0
1818	1201887	12/07/19	12/08/23	0	0	0
1819	1201888	12/07/19	12/08/23	0	0	0
1820	1201889	12/07/19	12/08/23	0	0	0
1821	1201890	12/07/19	12/08/23	0	0	0
1822	1201891	12/07/19	12/08/23	0	0	0
1823	1201892	12/07/19	12/08/23	0	0	0
1824	1201893	12/07/19	12/08/23	0	0	0
1825	1201894	12/07/19	12/08/23	0	0	0
1826	1201895	12/07/19	12/08/23	0	0	0
1827	1201896	12/07/19	12/08/23	0	0	0
1828	1201897	12/07/19	12/08/23	0	0	0
1829	1201898	12/07/19	12/08/23	0	0	0
1830	1201899	12/07/19	12/08/23	0	0	0
1831	1201900	12/07/19	12/08/23	0	0	0
1832	1201901	12/07/19	12/08/23	0	0	0
1833	1201902	12/07/19	12/08/23	0	0	0
1834	1201903	12/07/19	12/08/23	0	0	0
1835	1201904	12/07/19	12/08/23	0	0	0
1836	1201905	12/07/19	12/08/23	0	0	0
1837	1201906	12/07/19	12/08/23	0	0	0
1838	1201907	12/07/19	12/08/23	0	0	0
1839	1201908	12/07/19	12/08/23	0	0	0
1840	1201909	12/07/19	12/08/23	0	0	0
1841	1201910	12/07/19	12/08/23	0	0	0
1842	1201911	12/07/19	12/08/23	0	0	0
1843	1201912	12/07/19	12/08/23	0	0	0
1844	1201913	12/07/19	12/08/23	0	0	0
1845	1201914	12/07/19	12/08/23	0	0	0
1846	1201915	12/07/19	12/08/23	0	0	0
1847	1201916	12/07/19	12/08/23	0	0	0
1848	1201917	12/07/19	12/08/23	0	0	0
1849	1201918	12/07/19	12/08/23	0	0	0
1850	1201919	12/07/19	12/08/23	0	0	0
1851	1201920	12/07/19	12/08/23	0	0	0
1852	1201921	12/07/19	12/08/23	0	0	0
1853	1201922	12/07/19	12/08/23	0	0	0
1854	1201923	12/07/19	12/08/23	0	0	0
1855	1201924	12/07/19	12/08/23	0	0	0
1856	1201925	12/07/19	12/08/23	0	0	0
1857	1201926	12/07/19	12/08/23	0	0	0
1858	1201927	12/07/19	12/08/23	0	0	0
1859	1201928	12/07/19	12/08/23	0	0	0
1860	1201929	12/07/19	12/08/23	0	0	0
1861	1201930	12/07/19	12/08/23	0	0	0
1862	1201931	12/07/19	12/08/23	0	0	0
1863	1201932	12/07/19	12/08/23	0	0	0
1864	1201933	12/07/19	12/08/23	0	0	0
1865	1201934	12/07/19	12/08/23	0	0	0
1866	1201935	12/07/19	12/08/23	0	0	0
1867	1201936	12/07/19	12/08/23	0	0	0
1868	1201937	12/07/19	12/08/23	0	0	0
1869	1201938	12/07/19	12/08/23	0	0	0
1870	1201939	12/07/19	12/08/23	0	0	0
1871	1201940	12/07/19	12/08/23	0	0	0
1872	1201941	12/07/19	12/08/23	0	0	0
1873	1201942	12/07/19	12/08/23	0	0	0
1874	1201943	12/07/19	12/08/23	0	0	0
1875	1201944	12/07/19	12/08/23	0	0	0
1876	1201945	12/07/19	12/08/23	0	0	0
1877	1201946	12/07/19	12/08/23	0	0	0
1878	1201947	12/07/19	12/08/23	0	0	0
1879	1201948	12/07/19	12/08/23	0	0	0
1880	1201949	12/07/19	12/08/23	0	0	0
1881	1201950	12/07/19	12/08/23	0	0	0
1882	1201951	12/07/19	12/08/23	0	0	0
1883	1201952	12/07/19	12/08/23	0	0	0
1884	1201953	12/07/19	12/08/23	0	0	0
1885	1201954	12/07/19	12/08/23	0	0	0
1886	1201955	12/07/19	12/08/23	0	0	0
1887	1201956	12/07/19	12/08/23	0	0	0
1888	1201957	12/07/19	12/08/23	0	0	0
1889	1201958	12/07/19	12/08/23	0	0	0
1890	1201959	12/07/19	12/08/23	0	0	0
1891	1201960	12/07/19	12/08/23	0	0	0
1892	1201961	12/07/19	12/08/23	0	0	0
1893	1201962	12/07/19	12/08/23	0	0	0
1894	1201963	12/07/19	12/08/23	0	0	0
1895	1201964	12/07/19	12/08/23	0	0	0
1896	1201965	12/07/19	12/08/23	0	0	0
1897	1201966	12/07/19	12/08/23	0	0	0
1898	1201967	12/07/19	12/08/23	0	0	0
1899	1201968	12/07/19	12/08/23	0	0	0
1900	1201969	12/07/19	12/08/23	0	0	0
1901	1201970	12/07/19	12/08/23	0	0	0
1902	1201971	12/07/19	12/08/23	0	0	0
1903	1201972	12/07/19	12/08/23	0	0	0
1904	1201973	12/07/19	12/08/23	0	0	0
1905	1201974	12/07/19	12/08/23	0	0	0
1906	1201975	12/07/19	12/08/23	0	0	0
1907	1201976	12/07/19	12/08/23	0	0	0
1908	1201977	12/07/19	12/08/23	0	0	0
1909	1201978	12/07/19	12/08/23	0	0	0
1910	1201979	12/07/19	12/08/23	0	0	0
1911	1201980	12/07/19	12/08/23	0	0	0
1912	1201981	12/07/19	12/08/23	0	0	0
1913	1201982	12/07/19	12/08/23	0	0	0
1914	1201983	12/07/19	12/08/23	0	0	0
1915	1201984	12/07/19	12/08/23	0	0	0
1916	1201985	12/07/19	12/08/23	0	0	0
1917	1201986	12/07/19	12/08/23	0	0	0
1918	1201987	12/07/19	12/08/23	0	0	0
1919	1201988	12/07/19	12/08/23	0	0	0
1920	1201989	12/07/19	12/08/23	0	0	0
1921	1201990	12/07/19	12/08/23	0	0	0
1922	1201991	12/07/19	12/08/23	0	0	0
1923	1201992	12/07/19	12/08/23	0	0	0
1924	1201993	12/07/19	12/08/23	0	0	0
1925	1201994	12/07/19	12/08/23	0	0	0
1926	1000182	12/08/09	12/09/13	0	0	0
1927	1000183	12/08/09	12/09/13	0	0	0
1928	1000184	12/08/09	12/09/13	0	0	0
1929	1000185	12/08/09	12/09/13	0	0	0
1930	1000186	12/08/09	12/09/13	0	0	0
1931	1000187	12/08/09	12/09/13	0	0	0
1932	1000188	12/08/09	12/09/13	0	0	0
1933	1000189	12/08/09	12/09/13	0	0	0
1934	1000190	12/08/09	12/09/13	0	0	0
1935	1000191	12/08/09	12/09/13	0	0	0
1936	1000192	12/08/09	12/09/13	0	0	0
1937	1000193	12/08/09	12/09/13	0	0	0
1938	1000194	12/08/09	12/09/13	0	0	0
1939	1000195	12/08/09	12/09/13	0	0	0
1940	1000196	12/08/09	12/09/13	0	0	0
1941	1000197	12/08/09	12/09/13	0	0	0
1942	1000198	12/08/09	12/09/13	0	0	0
1943	1000199	12/08/09	12/09/13	0	0	0
1944	1000200	12/08/09	12/09/13	0	0	0
1945	1000201	12/08/09	12/09/13	0	0	0
1946	1000202	12/08/09	12/09/13	0	0	0
