ROWID	_PCLevelStart|INTEGER	_PCLevelEnd|INTEGER	_ClassID|INTEGER	_Job|INTEGER	_ItemID|INTEGER	_Grade|INTEGER	_ItemOption|INTEGER	_Type|INTEGER
608007	40	49	8	0	268477660	2	20010	0
608008	40	49	8	0	268463778	2	20010	0
608009	50	59	8	0	268463810	2	20010	0
608010	50	59	8	0	268477661	2	20010	0
608011	50	59	8	0	268463807	2	20010	0
608012	60	69	8	0	268463839	2	20010	0
608013	60	69	8	0	268477662	2	20010	0
608014	60	69	8	0	268463836	2	20010	0
608015	70	79	8	0	268463868	2	20010	0
608016	70	79	8	0	268477663	2	20010	0
608017	70	79	8	0	268463865	2	20010	0
608018	80	89	8	0	268463897	2	20010	0
608019	80	89	8	0	268477664	2	20010	0
608020	80	89	8	0	268463894	2	20010	0
608021	90	92	8	0	268466425	2	20010	0
608022	90	92	8	0	268477666	2	20010	0
608023	90	92	8	0	268466422	2	20010	0
608024	93	95	8	0	268469469	2	20010	0
608025	93	95	8	0	268477667	2	20010	0
608026	93	95	8	0	268469466	2	20010	0
609000	24	31	9	0	268463740	2	20010	0
609001	24	31	9	0	268481157	2	20010	0
609002	24	31	9	0	268463741	2	20010	0
609003	32	39	9	0	268463769	2	20010	0
609004	32	39	9	0	268481158	2	20010	0
609005	32	39	9	0	268463770	2	20010	0
609006	40	49	9	0	268463798	2	20010	0
609007	40	49	9	0	268481159	2	20010	0
609008	40	49	9	0	268463799	2	20010	0
609009	50	59	9	0	268463827	2	20010	0
609010	50	59	9	0	268481160	2	20010	0
609011	50	59	9	0	268463828	2	20010	0
609012	60	69	9	0	268463856	2	20010	0
609013	60	69	9	0	268481161	2	20010	0
609014	60	69	9	0	268463857	2	20010	0
609015	70	79	9	0	268463885	2	20010	0
609016	70	79	9	0	268481162	2	20010	0
609017	70	79	9	0	268463886	2	20010	0
609018	80	89	9	0	268463914	2	20010	0
609019	80	89	9	0	268481163	2	20010	0
609020	80	89	9	0	268463915	2	20010	0
609021	90	92	9	0	268466442	2	20010	0
609022	90	92	9	0	268481165	2	20010	0
609023	90	92	9	0	268466443	2	20010	0
609024	93	95	9	0	268469486	2	20010	0
609025	93	95	9	0	268481171	2	20010	0
609026	93	95	9	0	268469487	2	20010	0
606000	1	95	0	0	1073757587	2	0	0
606001	1	95	0	0	1073783217	2	0	0
606004	1	23	0	0	268466835	2	0	0
606005	1	95	0	0	805310321	2	0	0
700000	24	31	1	0	536872202	2	20010	1
700001	24	31	1	0	536872203	2	20010	1
700002	24	31	1	0	536872205	2	20010	1
700003	24	31	1	0	536872214	2	20010	1
700004	32	39	1	0	536872224	2	20010	1
700005	32	39	1	0	536872225	2	20010	1
700006	32	39	1	0	536872227	2	20010	1
700007	32	39	1	0	536872236	2	20010	1
700008	40	49	1	0	536872246	2	20010	1
700009	40	49	1	0	536872247	2	20010	1
700010	40	49	1	0	536872249	2	20010	1
700011	40	49	1	0	536872258	2	20010	1
700012	50	59	1	0	536872268	2	20010	1
700013	50	59	1	0	536872269	2	20010	1
700014	50	59	1	0	536872271	2	20010	1
700015	50	59	1	0	536872280	2	20010	1
700016	60	60	1	0	536872290	2	20010	1
700017	60	60	1	0	536872291	2	20010	1
700018	60	60	1	0	536872293	2	20010	1
700019	60	60	1	0	536872302	2	20010	1
701000	24	31	2	0	536872204	2	20010	1
701001	24	31	2	0	536872207	2	20010	1
701002	24	31	2	0	536872212	2	20010	1
701003	24	31	2	0	536872220	2	20010	1
701004	32	39	2	0	536872226	2	20010	1
701005	32	39	2	0	536872229	2	20010	1
701006	32	39	2	0	536872234	2	20010	1
701007	32	39	2	0	536872242	2	20010	1
701008	40	49	2	0	536872248	2	20010	1
701009	40	49	2	0	536872251	2	20010	1
701010	40	49	2	0	536872256	2	20010	1
701011	40	49	2	0	536872264	2	20010	1
701012	50	59	2	0	536872270	2	20010	1
701013	50	59	2	0	536872273	2	20010	1
701014	50	59	2	0	536872278	2	20010	1
701015	50	59	2	0	536872286	2	20010	1
701016	60	60	2	0	536872292	2	20010	1
701017	60	60	2	0	536872295	2	20010	1
701018	60	60	2	0	536872300	2	20010	1
701019	60	60	2	0	536872308	2	20010	1
702000	24	31	3	0	536872208	2	20010	1
702001	24	31	3	0	536872217	2	20010	1
702002	24	31	3	0	536872218	2	20010	1
702003	24	31	3	0	536872216	2	20010	1
702004	32	39	3	0	536872230	2	20010	1
702005	32	39	3	0	536872239	2	20010	1
702006	32	39	3	0	536872240	2	20010	1
702007	32	39	3	0	536872238	2	20010	1
702008	40	49	3	0	536872252	2	20010	1
702009	40	49	3	0	536872261	2	20010	1
702010	40	49	3	0	536872262	2	20010	1
702011	40	49	3	0	536872260	2	20010	1
702012	50	59	3	0	536872274	2	20010	1
702013	50	59	3	0	536872283	2	20010	1
702014	50	59	3	0	536872284	2	20010	1
702015	50	59	3	0	536872282	2	20010	1
702016	60	60	3	0	536872296	2	20010	1
702017	60	60	3	0	536872305	2	20010	1
702018	60	60	3	0	536872306	2	20010	1
702019	60	60	3	0	536872304	2	20010	1
703000	24	31	4	0	536872206	2	20010	1
703001	24	31	4	0	536872209	2	20010	1
703002	24	31	4	0	536872213	2	20010	1
703003	24	31	4	0	536872215	2	20010	1
703004	32	39	4	0	536872228	2	20010	1
703005	32	39	4	0	536872231	2	20010	1
703006	32	39	4	0	536872235	2	20010	1
703007	32	39	4	0	536872237	2	20010	1
703008	40	49	4	0	536872250	2	20010	1
703009	40	49	4	0	536872253	2	20010	1
703010	40	49	4	0	536872257	2	20010	1
703011	40	49	4	0	536872259	2	20010	1
703012	50	59	4	0	536872272	2	20010	1
703013	50	59	4	0	536872275	2	20010	1
703014	50	59	4	0	536872279	2	20010	1
703015	50	59	4	0	536872281	2	20010	1
703016	60	60	4	0	536872294	2	20010	1
703017	60	60	4	0	536872297	2	20010	1
703018	60	60	4	0	536872301	2	20010	1
703019	60	60	4	0	536872303	2	20010	1
704000	24	31	5	0	536872210	2	20010	1
704001	24	31	5	0	536872211	2	20010	1
704002	24	31	5	0	536872219	2	20010	1
704003	32	39	5	0	536872232	2	20010	1
704004	32	39	5	0	536872233	2	20010	1
704005	32	39	5	0	536872241	2	20010	1
704006	40	49	5	0	536872254	2	20010	1
704007	40	49	5	0	536872255	2	20010	1
704008	40	49	5	0	536872263	2	20010	1
704009	50	59	5	0	536872276	2	20010	1
704010	50	59	5	0	536872277	2	20010	1
704011	50	59	5	0	536872285	2	20010	1
704012	60	60	5	0	536872298	2	20010	1
704013	60	60	5	0	536872299	2	20010	1
704014	60	60	5	0	536872307	2	20010	1
705000	24	31	6	0	536872221	2	20010	1
705001	24	31	6	0	536872222	2	20010	1
705002	24	31	6	0	536872223	2	20010	1
705003	32	39	6	0	536872243	2	20010	1
705004	32	39	6	0	536872244	2	20010	1
705005	32	39	6	0	536872245	2	20010	1
705006	40	49	6	0	536872265	2	20010	1
705007	40	49	6	0	536872266	2	20010	1
705008	40	49	6	0	536872267	2	20010	1
705009	50	59	6	0	536872287	2	20010	1
705010	50	59	6	0	536872288	2	20010	1
705011	50	59	6	0	536872289	2	20010	1
705012	60	60	6	0	536872309	2	20010	1
705013	60	60	6	0	536872310	2	20010	1
705014	60	60	6	0	536872311	2	20010	1
706000	1	60	0	0	1073779478	2	0	1
706001	90	92	10	0	268489654	0	20010	0
706002	90	92	10	0	268489655	0	20010	0
706003	93	95	10	0	268489658	0	20010	0
706004	93	95	10	0	268489659	0	20010	0
206000	1	60	0	0	1073779478	0	0	1
206001	90	92	201	0	268489654	0	20010	0
206002	90	92	201	0	268489655	0	20010	0
206003	93	95	201	0	268489658	0	20010	0
206004	93	95	201	0	268489659	0	20010	0
