ROWID	_NameID|INTEGER	_LevelLimit|INTEGER	_DescriptionID|INTEGER	_State1|INTEGER	_StateValue1|TEXT	_State2|INTEGER	_StateValue2|TEXT	_State3|INTEGER	_StateValue3|TEXT	_State4|INTEGER	_StateValue4|TEXT	_State5|INTEGER	_StateValue5|TEXT	_State6|INTEGER	_StateValue6|TEXT	_State7|INTEGER	_StateValue7|TEXT	_State8|INTEGER	_StateValue8|TEXT	_State9|INTEGER	_StateValue9|TEXT	_State10|INTEGER	_StateValue10|TEXT	_Color|INTEGER	_Type|INTEGER	_ColorValue|TEXT	_SkillLinkItemID|INTEGER	_TextInColor|TEXT	_TextOutColor|TEXT	_fixstate|INTEGER
1055	1000051410	1	1000051411	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
1056	1000051580	1	1000051582	4	30	5	30	6	30	7	30	0	70	1	70	2	70	3	70	29	30	-1		1	1	0xFF9966FF	0			0
1057	1000051581	1	1000051582	4	30	5	30	6	30	7	30	0	70	1	70	2	70	3	70	29	30	-1		1	1	0xFF9966FF	0			0
1058	1000051831	1	1000051833	4	50	5	50	6	50	7	50	3	30	25	50	26	50	12	50	-1		-1		1	1	0xFF9966FF	0			0
1059	1000051832	1	1000051833	4	50	5	50	6	50	7	50	3	30	25	50	26	50	12	50	-1		-1		1	1	0xFF9966FF	0			0
1060	1000052362	1	1000052364	4	85	5	85	6	85	7	85	0	70	1	70	2	70	3	70	25	150	-1		0	0	0xFFFFFFFF	0			0
1061	1000052363	1	1000052365	4	110	5	110	6	110	7	110	0	95	1	95	2	95	3	95	25	300	-1		0	0	0xFFFFFFFF	0			0
1062	1000039837	1	1000039838	4	1000	5	1300	6	1000	7	1300	25	20000	26	13500	-1		-1		-1		-1		2	2	0xFFFF9933	0			0
1063	1000052473	1	1000052483	4	100	5	100	6	100	7	100	12	300	29	60	-1		-1		-1		-1		1	1	0xFF9966FF	0			0
1064	1000052474	1	1000052483	4	60	5	60	6	60	7	60	16	0.06	17	0.06	18	0.06	19	0.06	12	100	-1		1	1	0xFF9966FF	0			0
1065	1000052475	1	1000052483	4	90	5	90	6	90	7	90	12	1000	-1		-1		-1		-1		-1		1	1	0xFF9966FF	0			0
1066	1000052476	1	1000052483	4	60	5	60	6	60	7	60	0	30	1	30	2	30	3	30	29	40	12	100	1	1	0xFF9966FF	0			0
1067	1000052477	1	1000052483	3	50	20	0.05	21	0.05	22	0.05	23	0.05	-1		-1		-1		-1		-1		1	1	0xFF9966FF	0			0
1068	1000052478	1	1000052483	16	0.05	17	0.05	18	0.05	19	0.05	27	10	-1		-1		-1		-1		-1		1	1	0xFF9966FF	0			0
1069	1000052479	1	1000052483	16	0.03	17	0.03	18	0.03	19	0.03	27	5	-1		-1		-1		-1		-1		1	1	0xFF9966FF	0			0
1070	1000052480	1	1000052483	20	0.03	21	0.03	22	0.03	23	0.03	-1		-1		-1		-1		-1		-1		1	1	0xFF9966FF	0			0
1071	1000052481	1	1000052483	4	50	5	50	6	50	7	50	25	500	26	500	-1		-1		-1		-1		1	1	0xFF9966FF	0			0
1072	1000052482	1	1000052483	4	30	5	30	6	30	7	30	25	300	26	300	-1		-1		-1		-1		1	1	0xFF9966FF	0			0
1073	1000052834	1	1000052842	4	70	5	70	6	70	7	70	0	60	1	60	2	60	3	60	29	45	-1		1	1	0xFF9966FF	0			0
1074	1000052845	1	1000052846	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		1	1	0xFF9966FF	0			0
1075	1000052867	1	1000052868	4	40	5	40	6	50	7	50	0	35	1	30	2	35	3	30	27	10	-1		1	1	0xFF9966FF	0			0
1076	1000052973	1	1000052974	16	0.05	17	0.05	18	0.05	19	0.05	12	100	-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1077	1000053276	1	1000053277	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1078	1000053279	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1079	1000053420	1	1000053422	4	80	5	80	6	80	7	80	0	45	1	45	2	45	3	45	12	300	-1		1	1	0xFF9966FF	0			0
1080	1000053421	1	1000053423	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		1	1	0xFF9966FF	0			0
1081	1000055739	1	1000120824	0	35	1	35	2	35	3	35	12	700	14	500	10	500	-1		-1		-1		3	0	0xFF99CC00	0	0xFFFFFFFF	0xFF99CC00	100
1082	1000055740	1	1000120825	0	35	1	35	2	35	3	35	12	700	14	500	10	500	-1		-1		-1		3	0	0xFF99CC00	0	0xFFFFFFFF	0xFF99CC00	127
1083	1000053638	1	1000053650	0	50	1	50	12	80	-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
1084	1000053639	1	1000053651	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
1085	1000053640	1	1000053652	1	50	3	50	25	250	-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
1086	1000053641	1	1000053653	2	50	6	55	7	55	-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
1087	1000053642	1	1000053654	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
1088	1000053643	1	1000053655	0	55	1	45	2	45	3	45	4	85	5	85	6	85	7	85	-1		-1		0	0	0xFFFFFFFF	0			0
1089	1000053644	1	1000053656	0	45	1	45	2	55	3	45	4	85	5	85	6	85	7	85	-1		-1		0	0	0xFFFFFFFF	0			0
1090	1000053645	1	1000053657	0	45	1	45	2	45	3	70	4	85	5	85	6	85	7	85	25	150	-1		0	0	0xFFFFFFFF	0			0
1091	1000053622	1	1000053623	0	50	1	50	2	50	3	50	4	50	5	50	6	50	7	50	12	300	29	20	1	1	0xFF9966FF	0			0
1092	1000053625	1	1000053626	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		1	1	0xFF9966FF	0			0
1093	1000053646	1	1000053658	4	90	5	90	6	90	7	90	29	40	-1		-1		-1		-1		-1		1	1	0xFF9966FF	0			0
1094	1000053647	1	1000053658	4	80	5	80	6	80	7	80	12	300	-1		-1		-1		-1		-1		1	1	0xFF9966FF	0			0
1095	1000053648	1	1000053658	0	50	1	50	2	50	3	50	-1		-1		-1		-1		-1		-1		1	1	0xFF9966FF	0			0
1096	1000053649	1	1000053658	0	20	1	20	2	20	3	20	-1		-1		-1		-1		-1		-1		1	1	0xFF9966FF	0			0
1097	1000053659	1	1000053637	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		1	1	0xFF9966FF	0			0
1098	1000053661	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		1	1	0xFF9966FF	0			0
1099	1000053709	1	0	4	80	5	80	6	80	7	80	0	40	1	40	2	40	3	40	29	45	-1		1	1	0xFF9966FF	0			0
1100	1000053622	1	1000053623	4	30	5	30	6	30	7	30	0	70	1	70	2	70	3	70	29	30	-1		1	1	0xFF9966FF	0			0
1101	1000054022	1	0	0	50	1	50	2	50	3	50	-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
1102	1000054145	1	1000054146	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1103	1000054463	1	1000054464	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
1104	1000055007	1	1000055011	4	150	5	150	6	150	7	150	0	108	1	108	2	108	3	99	12	125	-1		0	0	0xFFFFFFFF	0			0
1105	1000055008	1	1000055012	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
1106	1000055009	1	1000055013	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
1107	1000055010	1	0	4	120	5	120	6	120	7	120	0	100	1	100	3	110	-1		-1		-1		0	0	0xFFFFFFFF	0			0
1108	1000055015	1	1000055016	4	90	5	90	6	90	7	90	0	20	1	20	2	20	3	20	29	45	-1		1	1	0xFF9966FF	0			0
1109	1000055026	1	1000055032	4	90	5	90	6	90	7	90	0	65	1	65	2	65	3	65	-1		-1		0	0	0xFFFFFFFF	0			0
1110	1000055027	1	1000055032	4	95	5	95	6	95	7	95	0	70	1	70	2	70	3	70	-1		-1		0	0	0xFFFFFFFF	0			0
1111	1000055028	1	1000055032	4	100	5	100	6	100	7	100	0	75	1	75	2	75	3	75	-1		-1		0	0	0xFFFFFFFF	0			0
1112	1000055029	1	1000055032	4	105	5	105	6	105	7	105	0	80	1	80	2	80	3	80	-1		-1		0	0	0xFFFFFFFF	0			0
1113	1000055030	1	1000055032	4	110	5	110	6	110	7	110	0	85	1	85	2	85	3	85	-1		-1		0	0	0xFFFFFFFF	0			0
1114	1000055031	1	1000055032	4	110	5	110	6	110	7	110	0	90	1	90	2	90	3	90	-1		-1		0	0	0xFFFFFFFF	0			0
1115	1000055033	1	1000055034	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		1	1	0xFF9966FF	0			0
1116	1000055083	1	1000055091	4	80	5	80	6	80	7	80	0	70	1	70	2	70	3	65	12	80	-1		0	0	0xFFFFFFFF	0			0
1117	1000055084	1	1000055092	4	80	5	80	6	80	7	80	0	70	1	70	2	70	3	65	12	80	-1		0	0	0xFFFFFFFF	0			0
1118	1000055085	1	1000055093	4	80	5	80	6	80	7	80	0	70	1	70	2	70	3	65	12	80	-1		0	0	0xFFFFFFFF	0			0
1119	1000055086	1	1000055094	4	80	5	80	6	80	7	80	0	70	1	70	2	70	3	65	12	80	-1		0	0	0xFFFFFFFF	0			0
1120	1000055087	1	1000055095	4	80	5	80	6	80	7	80	0	70	1	70	2	70	3	65	12	80	-1		0	0	0xFFFFFFFF	0			0
1121	1000055088	1	1000055096	4	80	5	80	6	80	7	80	0	70	1	70	2	70	3	65	12	80	-1		0	0	0xFFFFFFFF	0			0
1122	1000055089	1	1000055097	4	80	5	80	6	80	7	80	0	70	1	70	2	70	3	65	12	80	-1		0	0	0xFFFFFFFF	0			0
1123	1000055090	1	1000055098	4	80	5	80	6	80	7	80	0	70	1	70	2	70	3	65	12	80	-1		0	0	0xFFFFFFFF	0			0
1124	1000055099	1	1000055100	4	80	5	80	6	80	7	80	0	70	1	70	2	70	3	65	12	80	-1		0	0	0xFFFFFFFF	0			0
1125	1000055147	1	1000055143	0	50	1	50	2	50	3	50	4	50	5	50	6	50	7	50	12	300	29	20	1	1	0xFF9966FF	0			0
1126	1000055148	1	1000055149	0	20	1	20	2	20	3	20	21	0.03	-1		-1		-1		-1		-1		1	1	0xFF9966FF	0			0
1127	1000055159	1	1000055161	4	70	5	70	6	70	7	70	0	60	1	60	2	60	3	60	12	600	-1		2	2	0xFFFF9933	0			0
1128	1000055160	1	1000055161	4	70	5	70	6	70	7	70	0	60	1	60	2	60	3	60	12	600	-1		1	1	0xFF9966FF	0			0
1129	1000055334	1	1000055335	4	45	5	45	6	45	7	45	0	30	1	40	2	30	3	35	-1		-1		0	0	0xFFFFFFFF	0			0
1130	1000055741	1	1000120826	0	35	1	35	2	35	3	35	12	700	14	500	10	500	-1		-1		-1		3	0	0xFF99CC00	0	0xFFFFFFFF	0xFF99CC00	129
1131	1000055742	1	1000120827	4	65	5	65	6	65	7	65	0	50	1	50	2	50	3	50	25	350	-1		3	0	0xFF99CC00	0	0xFFFFFFFF	0xFF99CC00	116
1132	1000055743	1	0	4	70	5	70	0	45	3	45	1	50	14	350	12	250	-1		-1		-1		0	0	0xFFFFFFFF	0			0
1133	1000055744	1	1000061015	4	100	5	100	6	100	7	100	0	80	1	80	2	80	3	80	13	100	-1		3	0	0xFF99CC00	0	0xFFFFFFFF	0xFF99CC00	130
1134	1000055745	1	1000061016	4	160	5	160	6	160	7	160	0	110	1	110	2	110	3	110	12	400	-1		3	0	0xFF99CC00	0	0xFFFFFFFF	0xFF99CC00	118
1135	1000055746	1	1000061018	4	110	5	110	6	110	7	110	0	90	1	90	2	90	3	90	25	250	-1		0	0	0xFFFFFFFF	0			0
1136	1000055747	1	1000061017	4	80	5	80	6	80	7	80	0	75	1	70	2	75	3	45	-1		-1		3	0	0xFF99CC00	0	0xFFFFFFFF	0xFF99CC00	85
1137	1000055748	1	1000120828	4	185	5	185	6	185	7	185	0	125	1	125	2	125	3	125	12	100	29	10	3	0	0xFF99CC00	0	0xFFFFFFFF	0xFF99CC00	81
1138	1000055491	1	1000055459	0	20	1	20	2	20	3	20	-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1139	1000055493	1	1000055494	4	100	5	100	0	40	1	40	2	40	3	40	12	300	-1		-1		-1		0	11	0xFFFFFFFF	0			0
1140	1000055520	1	1000055522	4	100	5	100	0	40	1	40	2	40	3	40	12	300	-1		-1		-1		0	11	0xFFFFFFFF	0			0
1141	1000055521	1	1000055522	4	100	5	100	0	40	1	40	2	40	3	40	12	300	-1		-1		-1		0	11	0xFFFFFFFF	0			0
1142	1000055561	1	1000055571	4	100	5	100	6	100	7	100	8	100	9	100	29	50	-1		-1		-1		0	11	0xFFFFFFFF	0			0
1143	1000055562	1	1000055571	4	80	5	80	6	80	7	80	23	0.05	20	0.05	12	300	-1		-1		-1		0	11	0xFFFFFFFF	0			0
1144	1000055563	1	1000055571	25	1000	3	100	20	0.05	21	0.05	22	0.05	23	0.05	-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1145	1000055564	1	1000055571	4	50	5	50	6	50	7	50	0	60	1	60	2	60	3	60	-1		-1		0	11	0xFFFFFFFF	0			0
1146	1000055565	1	1000055571	6	40	7	40	25	2000	-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1147	1000055566	1	1000055571	4	40	5	40	3	80	-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1148	1000055567	1	1000055571	16	0.03	17	0.03	18	0.03	19	0.03	-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1149	1000055568	1	1000055571	20	0.03	21	0.03	22	0.03	23	0.03	-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1150	1000055569	1	1000055571	4	50	5	50	6	50	7	50	25	500	-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1151	1000055570	1	1000055571	4	30	5	30	6	30	7	30	25	300	-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1152	1000055833	1	1000055836	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		1	1	0xFF9966FF	0			0
1153	1000055834	1	1000055837	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		1	1	0xFF9966FF	0			0
1154	1000055835	1	1000055838	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		1	1	0xFF9966FF	0			0
1155	1000055862	1	1000055864	25	300	-1		3	80	20	0.05	21	0.05	22	0.05	23	0.05	-1		-1		-1		0	11	0xFFFFFFFF	0			0
1156	1000055863	1	1000055865	4	115	5	115	6	115	7	115	0	50	1	50	2	50	3	50	-1		-1		0	11	0xFFFFFFFF	0			0
1157	1000055930	1	1000055931	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1158	1000056131	1	1000056132	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		1	1	0xFF9966FF	0			0
1159	1000056154	1	1000056156	4	60	5	60	6	60	7	60	0	60	1	60	2	60	3	60	-1		-1		1	1	0xFF9966FF	0			0
1160	1000056155	1	1000056157	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1161	1000056158	1	1000056159	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1162	1000056237	1	1000056238	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		5	7	0xFFCC00CC	0			0
1163	1000056333	1	1000056335	4	20	5	20	6	20	7	20	25	1000	26	1000	29	10	-1		-1		-1		1	1	0xFF9966FF	0			0
1164	1000056334	1	1000056335	4	20	5	20	6	20	7	20	25	1000	26	1000	29	10	-1		-1		-1		1	1	0xFF9966FF	0			0
1165	1000056377	1	1000056378	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1166	1000056615	1	1000056608	0	25	1	25	2	25	3	25	-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1167	1000056616	1	1000056609	0	25	1	25	2	25	3	25	-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1168	1000056747	1	1000056748	4	1500	5	1500	6	1500	7	1500	12	500	-1		-1		-1		-1		-1		2	2	0xFFFF9933	0			0
1169	1000056760	1	0	4	45	5	45	6	40	7	40	1	55	25	300	-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
1170	1000056761	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
1171	1000056762	1	0	4	40	5	40	6	45	7	45	2	55	-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
1172	1000056763	1	0	0	35	1	35	2	35	3	35	-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
1173	1000056815	1	1000056817	4	60	5	60	6	60	7	60	0	30	1	30	2	30	3	30	12	300	-1		0	11	0xFFFFFFFF	0			0
1174	1000056816	1	1000056817	4	60	5	60	6	60	7	60	0	30	1	30	2	30	3	30	12	300	-1		0	11	0xFFFFFFFF	0			0
1175	1000056891	1	0	4	7000	5	7000	6	7000	7	7000	-1		-1		-1		-1		-1		-1		2	2	0xFFFF9933	0			0
1176	1000056914	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
1177	1000057313	1	1000057314	4	200	5	200	6	200	7	200	0	130	1	130	2	130	3	130	12	500	-1		1	1	0xFF9966FF	0			0
1178	1000057354	1	1000057357	0	50	1	50	2	50	3	50	25	500	26	500	-1		-1		-1		-1		2	2	0xFFFF9933	0			0
1179	1000057355	1	1000057357	0	50	1	50	2	50	3	50	25	500	26	500	-1		-1		-1		-1		2	2	0xFFFF9933	0			0
1180	1000057356	1	1000057357	0	50	1	50	2	50	3	50	25	500	26	500	-1		-1		-1		-1		2	2	0xFFFF9933	0			0
1181	1000057508	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1182	1000057509	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1183	1000057568	1	0	4	90	5	90	6	90	7	90	0	20	1	20	2	20	3	20	29	45	-1		1	1	0xFF9966FF	0			0
1184	1000057570	1	0	0	80	1	80	2	80	3	80	25	300	8	150	9	150	-1		-1		-1		0	11	0xFFFFFFFF	0			0
1185	1000057597	1	1000057576	4	50	5	50	6	50	7	50	0	50	1	50	2	50	3	50	12	300	29	20	1	1	0xFF9966FF	0			0
1186	1000057645	1	1000057647	0	20	1	20	2	20	3	20	25	1000	-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1187	1000057646	1	1000057648	0	10	1	10	2	10	3	10	-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1188	356	1	1000057649	0	10	1	10	2	10	3	10	-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1189	1000057664	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		1	1	0xFF9966FF	0			0
1190	1000057678	1	1000057679	4	30	5	30	6	30	7	30	0	60	1	60	2	60	3	60	29	20	25	3500	0	11	0xFFFFFFFF	0			0
1191	1000057597	1	1000057576	4	70	5	70	6	70	7	70	0	30	1	30	2	30	3	30	29	30	-1		1	1	0xFF9966FF	0			0
1192	1000057892	1	0	4	60	5	60	6	60	7	60	14	150	12	150	0	50	1	50	-1		-1		0	0	0xFFFFFFFF	0			0
1193	1000057893	1	0	12	200	14	200	10	200	3	10	-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
1194	1000057894	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
1195	1000057895	1	0	4	55	5	55	6	75	7	75	-1		2	60	1	55	-1		-1		-1		0	0	0xFFFFFFFF	0			0
1196	1000057896	1	0	4	60	5	60	6	60	7	60	1	35	-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
1197	1000057897	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
1198	1000057898	1	0	4	60	5	60	6	60	7	60	14	150	12	150	0	50	1	50	-1		-1		0	0	0xFFFFFFFF	0			0
1199	1000057899	1	0	4	30	5	30	6	55	7	55	-1		2	55	-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
1200	1000057900	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
1201	1000057901	1	0	4	65	5	65	6	65	7	65	0	55	1	55	2	35	3	60	-1		-1		0	0	0xFFFFFFFF	0			0
1202	1000059601	1	0	4	70	5	70	6	70	7	70	0	50	1	70	2	25	11	35	15	35	-1		0	0	0xFFFFFFFF	0			0
1203	1000057903	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
1204	1000057904	1	0	4	75	5	75	6	55	7	55	25	450	0	60	3	55	-1		-1		-1		0	0	0xFFFFFFFF	0			0
1205	340	1	0	4	50	5	50	25	600	-1		3	65	13	35	-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
1206	1000057905	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
1207	1000057906	1	1000057907	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		5	7	0xFFCC00CC	0			0
1208	1000058313	1	0	25	1000	-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1209	1000058314	1	0	4	80	5	80	6	80	7	80	-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1210	1000058315	1	0	0	50	1	50	2	50	3	50	-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1211	1000058316	1	0	4	50	5	50	6	50	7	50	0	60	1	60	2	60	3	60	-1		-1		0	11	0xFFFFFFFF	0			0
1212	1000058317	1	0	4	100	5	100	6	100	7	100	0	70	1	70	2	70	3	70	-1		-1		0	11	0xFFFFFFFF	0			0
1213	1000058318	1	0	4	100	5	100	6	100	7	100	0	80	1	80	2	80	3	80	-1		-1		0	11	0xFFFFFFFF	0			0
1214	1000058319	1	0	25	500	-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1215	1000058320	1	0	12	100	-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1216	1000058321	1	0	29	30	-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1217	1000058340	1	1000058342	25	500	-1		8	150	9	150	-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1218	1000058341	1	1000058343	4	150	5	150	6	150	7	150	0	100	1	100	2	100	3	100	12	150	-1		0	11	0xFFFFFFFF	0			0
1219	1000058344	1	1000058347	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1220	1000058345	1	1000058348	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1221	1000058346	1	1000058349	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1222	1000058733	1	1000056238	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		5	7	0xFFCC00CC	0			0
1223	1000058738	1	1000060399	0	90	1	90	25	1500	-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
1224	1000061225	1	1000061230	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		5	8	0xFFCC00CC	805308267			0
1225	1000058814	1	1000058806	0	30	1	30	2	30	3	30	-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1226	1000058909	1	1000058913	4	3000	5	3000	6	3000	7	3000	-1		-1		-1		-1		-1		-1		2	2	0xFFFF9933	0			0
1227	1000058910	1	1000058913	4	3000	5	3000	6	3000	7	3000	-1		-1		-1		-1		-1		-1		2	2	0xFFFF9933	0			0
1228	1000058911	1	1000058913	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1229	1000058912	1	0	4	500	5	500	6	500	7	500	25	7000	26	5000	-1		-1		-1		-1		2	2	0xFFFF9933	0			0
1230	1000058954	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1231	1000058957	1	1000058958	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1232	1000058966	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1233	1000059299	1	0	4	1500	5	1500	6	1500	7	1500	-1		-1		-1		-1		-1		-1		2	2	0xFFFF9933	0			0
1234	1000059301	1	1000059302	4	90	5	90	6	90	7	90	0	20	1	20	2	20	3	20	29	45	-1		1	1	0xFF9966FF	0			0
1235	1000057646	1	1000057648	4	60	5	60	6	60	7	60	0	45	1	45	2	45	3	45	12	400	25	1000	0	11	0xFFFFFFFF	0			0
1236	1000059649	1	0	4	60	5	60	6	60	7	60	16	0.03	17	0.03	18	0.03	19	0.03	25	400	12	400	0	11	0xFFFFFFFF	0			0
1237	1000059673	1	1000059674	0	20	1	20	2	20	3	20	-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1238	1000059690	1	0	4	200	5	200	6	200	7	200	-1		-1		-1		-1		-1		-1		2	2	0xFFFF9933	0			0
1239	1000059716	1	1000053186	4	900	5	900	6	900	7	900	0	55	1	55	2	55	3	55	29	40	-1		2	2	0xFFFF9933	0			0
1240	1000059717	1	1000053186	4	1200	5	1000	6	1000	7	1000	0	60	1	60	2	60	3	60	29	45	-1		2	2	0xFFFF9933	0			0
1241	340	1	1000053186	4	900	5	900	6	900	7	900	0	55	1	55	2	55	3	55	29	40	-1		2	2	0xFFFF9933	0			0
1242	1000059718	1	1000053186	4	900	5	900	6	900	7	900	0	55	1	55	2	55	3	55	29	40	-1		2	2	0xFFFF9933	0			0
1243	1000059810	1	1000059812	4	65	5	65	6	65	7	65	0	50	1	50	2	50	3	50	25	1250	12	450	0	11	0xFFFFFFFF	0			0
1244	1000059811	1	1000059813	4	90	5	90	6	90	7	90	0	70	1	70	2	70	3	70	25	1500	12	500	0	11	0xFFFFFFFF	0			0
1245	1000059819	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1246	1000059830	1	1000059831	4	20	5	20	6	20	7	20	0	30	1	30	2	30	3	30	75	0.01	76	0.01	2	2	0xFFFF9933	0			0
1247	1000059853	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	11	0xFFFFFFFF	0			0
1248	1000060155	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		2	2	0xFFFF9933	0			0
1249	1000060156	1	0	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		2	2	0xFFFF9933	0			0
1250	1000060242	1	1000060400	4	115	5	115	6	115	7	115	0	90	2	90	-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
1251	1000060243	1	1000060401	-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0	0	0xFFFFFFFF	0			0
