ROWID	_ItemID|INTEGER	_TabID|INTEGER	_TabNameID|INTEGER	_GroupID|INTEGER	_PrintID|TEXT	_PrintJob|TEXT	_GetLevel|TEXT	_GainID|TEXT	_DescriptionID|INTEGER	_DescriptionIDParam|TEXT
691	268475922	1	1000024096	1541	1	1;11;23;24;75;76	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
692	268475924	1	1000024096	1541	1	2;14;29;30	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
693	268475926	1	1000024096	1541	1	4;20;41;42;82;83	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
694	268475933	1	1000024096	1541	1	3;17;18;35;36;38;37;84;85	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
695	268475936	1	1000024096	1541	1	6;54;57;55;56;58;59;88;89	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
696	268475939	1	1000024096	1541	1	5;49;50;51	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
697	268475921	1	1000024096	1541	1	7;62;67;63;64;68;69;90;91	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
698	268475930	1	1000024096	1541	1	8;72;73;74;98;99	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
699	268475947	1	1000024096	1541	1	9;77;78;79	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
700	268488618	1	1000024096	1541	1	201;100;102;103	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
701	268475923	1	1000024096	1541	2	1;12;25;26	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
702	268475928	1	1000024096	1541	2	2;15;31;32	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
703	268475934	1	1000024096	1541	2	4;22;43;44	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
704	268475935	1	1000024096	1541	2	3;17;18;35;36;38;37;84;85	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
705	268475944	1	1000024096	1541	2	6;54;57;55;56;58;59	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
706	268475940	1	1000024096	1541	2	5;46;48;47;86;87	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
707	268475931	1	1000024096	1541	2	7;62;67;63;64;68;69;90;91	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
708	268477636	1	1000024096	1541	2	92;93;94;8	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
709	268481175	1	1000024096	1541	2	95;96;97;9	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
710	268475925	1	1000024096	1541	3	1;12;26;25	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
711	268475941	1	1000024096	1541	3	2;14;29;30;80;81	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
712	268475945	1	1000024096	1541	3	4;20;41;42	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
713	268475937	1	1000024096	1541	3	3;17;18;35;36;38;37;84;85	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
714	268475920	1	1000024096	1541	4	1;11;12;23;24;25;26;75;76	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
715	268475927	1	1000024096	1541	4	8;72;73;74;92;93;94;98;99	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
716	268475932	1	1000024096	1541	4	4;20;22;41;42;43;44;82;83	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
717	268475929	1	1000024096	1541	4	3;17;18;35;36;38;37;84;85	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
718	268475938	1	1000024096	1541	4	6;54;57;55;56;58;59;88;89	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
719	268475942	1	1000024096	1541	4	7;62;67;63;64;68;69;90;91	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
720	268475943	1	1000024096	1541	4	5;46;49;48;47;50;51;86;87	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
721	268475946	1	1000024096	1541	4	2;14;29;30;80;81;15;31;32	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
722	268475948	1	1000024096	1541	4	9;77;78;79;95;96;97	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
723	268488617	1	1000024096	1541	4	201;100;102;103	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
724	268475954	1	1000024096	1541	5	0	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
725	268475955	1	1000024096	1541	6	0	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
726	268475956	1	1000024096	1541	7	0	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
727	268475957	1	1000024096	1541	8	0	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
728	268475958	1	1000024096	1541	9	0	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
729	268476502	1	1000024096	1550	1	7;62;67;63;64;68;69;90;91	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
730	268476177	1	1000024096	1550	1	1;11;23;24;75;76	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
731	268476504	1	1000024096	1550	1	2;14;29;30	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
732	268476506	1	1000024096	1550	1	4;20;41;42;82;83	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
733	268476510	1	1000024096	1550	1	8;72;73;74;98;99	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
734	268476513	1	1000024096	1550	1	3;17;18;35;36;38;37;84;85	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
735	268476516	1	1000024096	1550	1	6;54;57;55;56;58;59;88;89	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
736	268476519	1	1000024096	1550	1	5;49;50;51	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
737	268476527	1	1000024096	1550	1	9;77;78;79	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
738	268488620	1	1000024096	1550	1	201;100;102;103	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
739	268476503	1	1000024096	1550	2	1;12;25;26	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
740	268476508	1	1000024096	1550	2	2;15;31;32	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
741	268476511	1	1000024096	1550	2	7;62;67;63;64;68;69;90;91	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
742	268476514	1	1000024096	1550	2	4;22;43;44	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
743	268476515	1	1000024096	1550	2	3;17;18;35;36;38;37;84;85	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
744	268476520	1	1000024096	1550	2	5;46;48;47;86;87	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
745	268476524	1	1000024096	1550	2	6;54;57;55;56;58;59	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
746	268477637	1	1000024096	1550	2	92;93;94;8	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
747	268481176	1	1000024096	1550	2	95;96;97;9	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
748	268476505	1	1000024096	1550	3	1;12;26;25	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
749	268476517	1	1000024096	1550	3	3;17;18;35;36;38;37;84;85	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
750	268476521	1	1000024096	1550	3	2;14;29;30;80;81	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
751	268476525	1	1000024096	1550	3	4;20;41;42	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
752	268476501	1	1000024096	1550	4	1;11;12;23;24;25;26;75;76	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
753	268476507	1	1000024096	1550	4	8;72;73;74;92;93;94;98;99	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
754	268476509	1	1000024096	1550	4	3;17;18;35;36;38;37;84;85	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
755	268476512	1	1000024096	1550	4	4;20;22;41;42;43;44;82;83	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
756	268476518	1	1000024096	1550	4	6;54;57;55;56;58;59;88;89	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
757	268476522	1	1000024096	1550	4	7;62;67;63;64;68;69;90;91	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
758	268476523	1	1000024096	1550	4	5;46;49;48;47;50;51;86;87	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
759	268476526	1	1000024096	1550	4	2;14;29;30;80;81;15;31;32	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
760	268476528	1	1000024096	1550	4	9;77;78;79;95;96;97	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
761	268488619	1	1000024096	1550	4	201;100;102;103	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
762	268476534	1	1000024096	1550	5	0	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
763	268476535	1	1000024096	1550	6	0	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
764	268476536	1	1000024096	1550	7	0	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
765	268476537	1	1000024096	1550	8	0	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
766	268476538	1	1000024096	1550	9	0	2	1000126856;0;0;0;0;0;0;0;0;0	1000120911	
767	268466327	1	1000024096	1600	1	1;11;23;24;75;76	3	0;0;0;0;0;0;0;0;0;0	0	
768	268466329	1	1000024096	1600	1	2;14;29;30	3	0;0;0;0;0;0;0;0;0;0	0	
769	268466331	1	1000024096	1600	1	4;20;41;42;82;83	3	0;0;0;0;0;0;0;0;0;0	0	
770	268466338	1	1000024096	1600	1	3;17;18;35;36;38;37;84;85	3	0;0;0;0;0;0;0;0;0;0	0	
771	268466341	1	1000024096	1600	1	6;54;57;55;56;58;59;88;89	3	0;0;0;0;0;0;0;0;0;0	0	
772	268466344	1	1000024096	1600	1	5;49;50;51	3	0;0;0;0;0;0;0;0;0;0	0	
773	268466326	1	1000024096	1600	1	7;62;67;63;64;68;69;90;91	3	0;0;0;0;0;0;0;0;0;0	0	
774	268466335	1	1000024096	1600	1	8;72;73;74;98;99	3	0;0;0;0;0;0;0;0;0;0	0	
775	268466380	1	1000024096	1600	1	9;77;78;79	3	0;0;0;0;0;0;0;0;0;0	0	
776	268466328	1	1000024096	1600	2	1;12;25;26	3	0;0;0;0;0;0;0;0;0;0	0	
777	268466333	1	1000024096	1600	2	2;15;31;32	3	0;0;0;0;0;0;0;0;0;0	0	
778	268466339	1	1000024096	1600	2	4;22;43;44	3	0;0;0;0;0;0;0;0;0;0	0	
779	268466340	1	1000024096	1600	2	3;17;18;35;36;38;37;84;85	3	0;0;0;0;0;0;0;0;0;0	0	
780	268466349	1	1000024096	1600	2	6;54;57;55;56;58;59	3	0;0;0;0;0;0;0;0;0;0	0	
781	268466345	1	1000024096	1600	2	5;46;48;47;86;87	3	0;0;0;0;0;0;0;0;0;0	0	
782	268466336	1	1000024096	1600	2	7;62;67;63;64;68;69;90;91	3	0;0;0;0;0;0;0;0;0;0	0	
783	268466330	1	1000024096	1600	3	1;12;26;25	3	0;0;0;0;0;0;0;0;0;0	0	
784	268466346	1	1000024096	1600	3	2;14;29;30;80;81	3	0;0;0;0;0;0;0;0;0;0	0	
785	268466350	1	1000024096	1600	3	4;20;41;42	3	0;0;0;0;0;0;0;0;0;0	0	
786	268466342	1	1000024096	1600	3	3;17;18;35;36;38;37;84;85	3	0;0;0;0;0;0;0;0;0;0	0	
787	268466325	1	1000024096	1600	4	1;11;12;23;24;25;26;75;76	3	0;0;0;0;0;0;0;0;0;0	0	
788	268466332	1	1000024096	1600	4	8;72;73;74;92;93;94;98;99	3	0;0;0;0;0;0;0;0;0;0	0	
789	268466337	1	1000024096	1600	4	4;20;22;41;42;43;44;82;83	3	0;0;0;0;0;0;0;0;0;0	0	
790	268466334	1	1000024096	1600	4	3;17;18;35;36;38;37;84;85	3	0;0;0;0;0;0;0;0;0;0	0	
791	268466343	1	1000024096	1600	4	6;54;57;55;56;58;59;88;89	3	0;0;0;0;0;0;0;0;0;0	0	
792	268466347	1	1000024096	1600	4	7;62;67;63;64;68;69;90;91	3	0;0;0;0;0;0;0;0;0;0	0	
793	268466348	1	1000024096	1600	4	5;46;49;48;47;50;51;86;87	3	0;0;0;0;0;0;0;0;0;0	0	
794	268466351	1	1000024096	1600	4	2;14;29;30;80;81;15;31;32	3	0;0;0;0;0;0;0;0;0;0	0	
795	268466381	1	1000024096	1600	4	9;77;78;79;95;96;97	3	0;0;0;0;0;0;0;0;0;0	0	
796	268466383	1	1000024096	1600	5	0	3	0;0;0;0;0;0;0;0;0;0	0	
797	268466384	1	1000024096	1600	6	0	3	0;0;0;0;0;0;0;0;0;0	0	
798	268466385	1	1000024096	1600	7	0	3	0;0;0;0;0;0;0;0;0;0	0	
799	268466386	1	1000024096	1600	8	0	3	0;0;0;0;0;0;0;0;0;0	0	
800	268466387	1	1000024096	1600	9	0	3	0;0;0;0;0;0;0;0;0;0	0	
837	268469850	1	1000024096	1700	1	1;11;23;24;75;76	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
838	268469852	1	1000024096	1700	1	2;14;29;30	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
839	268469854	1	1000024096	1700	1	4;20;41;42;82;83	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
840	268469861	1	1000024096	1700	1	3;17;18;35;36;38;37;84;85	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
841	268469864	1	1000024096	1700	1	6;54;57;55;56;58;59;88;89	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
842	268469867	1	1000024096	1700	1	5;49;50;51	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
843	268469849	1	1000024096	1700	1	7;62;67;63;64;68;69;90;91	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
844	268469858	1	1000024096	1700	1	8;72;73;74;98;99	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
845	268469875	1	1000024096	1700	1	9;77;78;79	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
846	268469851	1	1000024096	1700	2	1;12;25;26	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
847	268469856	1	1000024096	1700	2	2;15;31;32	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
848	268469862	1	1000024096	1700	2	4;22;43;44	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
849	268469863	1	1000024096	1700	2	3;17;18;35;36;38;37;84;85	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
850	268469872	1	1000024096	1700	2	6;54;57;55;56;58;59	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
851	268469868	1	1000024096	1700	2	5;46;48;47;86;87	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
852	268469859	1	1000024096	1700	2	7;62;67;63;64;68;69;90;91	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
853	268469853	1	1000024096	1700	3	1;12;26;25	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
854	268469869	1	1000024096	1700	3	2;14;29;30;80;81	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
855	268469873	1	1000024096	1700	3	4;20;41;42	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
856	268469865	1	1000024096	1700	3	3;17;18;35;36;38;37;84;85	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
857	268469848	1	1000024096	1700	4	1;11;12;23;24;25;26;75;76	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
858	268469855	1	1000024096	1700	4	8;72;73;74;92;93;94;98;99	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
859	268469860	1	1000024096	1700	4	4;20;22;41;42;43;44;82;83	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
860	268469857	1	1000024096	1700	4	3;17;18;35;36;38;37;84;85	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
861	268469866	1	1000024096	1700	4	6;54;57;55;56;58;59;88;89	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
862	268469870	1	1000024096	1700	4	7;62;67;63;64;68;69;90;91	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
863	268469871	1	1000024096	1700	4	5;46;49;48;47;50;51;86;87	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
864	268469874	1	1000024096	1700	4	2;14;29;30;80;81;15;31;32	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
865	268469876	1	1000024096	1700	4	9;77;78;79;95;96;97	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
866	268469877	1	1000024096	1700	5	0	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
867	268469878	1	1000024096	1700	6	0	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
868	268469879	1	1000024096	1700	7	0	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
869	268469880	1	1000024096	1700	8	0	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
870	268469881	1	1000024096	1700	9	0	3	1000113593;0;0;0;0;0;0;0;0;0	1000113604	{1000113602},{1000113603}
871	268475961	1	1000024096	2100	1	1;11;23;24;75;76	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
872	268475963	1	1000024096	2100	1	2;14;29;30	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
873	268475965	1	1000024096	2100	1	4;20;41;42;82;83	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
874	268475972	1	1000024096	2100	1	3;17;18;35;36;38;37;84;85	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
875	268475975	1	1000024096	2100	1	6;54;57;55;56;58;59;88;89	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
876	268475978	1	1000024096	2100	1	5;49;50;51	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
877	268475960	1	1000024096	2100	1	7;62;67;63;64;68;69;90;91	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
878	268475969	1	1000024096	2100	1	8;72;73;74;98;99	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
879	268475986	1	1000024096	2100	1	9;77;78;79	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
880	268488622	1	1000024096	2100	1	201;100;102;103	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
881	268475962	1	1000024096	2100	2	1;12;25;26	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
882	268475967	1	1000024096	2100	2	2;15;31;32	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
883	268475973	1	1000024096	2100	2	4;22;43;44	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
884	268475974	1	1000024096	2100	2	3;17;18;35;36;38;37;84;85	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
885	268475983	1	1000024096	2100	2	6;54;57;55;56;58;59	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
886	268475979	1	1000024096	2100	2	5;46;48;47;86;87	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
887	268475970	1	1000024096	2100	2	7;62;67;63;64;68;69;90;91	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
888	268477638	1	1000024096	2100	2	92;93;94;8	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
889	268481186	1	1000024096	2100	2	95;96;97;9	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
890	268475964	1	1000024096	2100	3	1;12;26;25	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
891	268475980	1	1000024096	2100	3	2;14;29;30;80;81	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
892	268475984	1	1000024096	2100	3	4;20;41;42	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
893	268475976	1	1000024096	2100	3	3;17;18;35;36;38;37;84;85	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
894	268475959	1	1000024096	2100	4	1;11;12;23;24;25;26;75;76	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
895	268475966	1	1000024096	2100	4	8;72;73;74;92;93;94;98;99	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
896	268475971	1	1000024096	2100	4	4;20;22;41;42;43;44;82;83	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
897	268475968	1	1000024096	2100	4	3;17;18;35;36;38;37;84;85	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
898	268475977	1	1000024096	2100	4	6;54;57;55;56;58;59;88;89	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
899	268475981	1	1000024096	2100	4	7;62;67;63;64;68;69;90;91	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
900	268475982	1	1000024096	2100	4	5;46;49;48;47;50;51;86;87	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
901	268475985	1	1000024096	2100	4	2;14;29;30;80;81;15;31;32	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
902	268475987	1	1000024096	2100	4	9;77;78;79;95;96;97	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
903	268488621	1	1000024096	2100	4	201;100;102;103	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
904	268475988	1	1000024096	2100	5	0	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
905	268475989	1	1000024096	2100	6	0	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
906	268475990	1	1000024096	2100	7	0	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
907	268475991	1	1000024096	2100	8	0	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
908	268475992	1	1000024096	2100	9	0	3	1000126857;0;0;0;0;1000149872;0;0;0;0	1000120911	
909	268476540	1	1000024096	2200	1	7;62;67;63;64;68;69;90;91	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
910	268476541	1	1000024096	2200	1	1;11;23;24;75;76	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
911	268476543	1	1000024096	2200	1	2;14;29;30	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
912	268476545	1	1000024096	2200	1	4;20;41;42;82;83	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
913	268476549	1	1000024096	2200	1	8;72;73;74;98;99	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
914	268476552	1	1000024096	2200	1	3;17;18;35;36;38;37;84;85	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
915	268476555	1	1000024096	2200	1	6;54;57;55;56;58;59;88;89	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
916	268476558	1	1000024096	2200	1	5;49;50;51	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
917	268476566	1	1000024096	2200	1	9;77;78;79	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
918	268488624	1	1000024096	2200	1	201;100;102;103	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
919	268476542	1	1000024096	2200	2	1;12;25;26	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
920	268476547	1	1000024096	2200	2	2;15;31;32	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
921	268476550	1	1000024096	2200	2	7;62;67;63;64;68;69;90;91	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
922	268476553	1	1000024096	2200	2	4;22;43;44	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
923	268476554	1	1000024096	2200	2	3;17;18;35;36;38;37;84;85	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
924	268476559	1	1000024096	2200	2	5;46;48;47;86;87	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
925	268476563	1	1000024096	2200	2	6;54;57;55;56;58;59	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
926	268477639	1	1000024096	2200	2	92;93;94;8	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
927	268481187	1	1000024096	2200	2	95;96;97;9	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
928	268476544	1	1000024096	2200	3	1;12;26;25	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
929	268476556	1	1000024096	2200	3	3;17;18;35;36;38;37;84;85	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
930	268476560	1	1000024096	2200	3	2;14;29;30;80;81	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
931	268476564	1	1000024096	2200	3	4;20;41;42	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
932	268476539	1	1000024096	2200	4	1;11;12;23;24;25;26;75;76	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
933	268476546	1	1000024096	2200	4	8;72;73;74;92;93;94;98;99	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
934	268476548	1	1000024096	2200	4	3;17;18;35;36;38;37;84;85	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
935	268476551	1	1000024096	2200	4	4;20;22;41;42;43;44;82;83	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
936	268476557	1	1000024096	2200	4	6;54;57;55;56;58;59;88;89	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
937	268476561	1	1000024096	2200	4	7;62;67;63;64;68;69;90;91	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
938	268476562	1	1000024096	2200	4	5;46;49;48;47;50;51;86;87	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
939	268476565	1	1000024096	2200	4	2;14;29;30;80;81;15;31;32	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
940	268476567	1	1000024096	2200	4	9;77;78;79;95;96;97	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
941	268488623	1	1000024096	2200	4	201;100;102;103	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
942	268476568	1	1000024096	2200	5	0	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
943	268476569	1	1000024096	2200	6	0	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
944	268476570	1	1000024096	2200	7	0	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
945	268476571	1	1000024096	2200	8	0	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
946	268476572	1	1000024096	2200	9	0	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
947	268477398	1	1000024096	2300	1	7;62;67;63;64;68;69;90;91	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
948	268477399	1	1000024096	2300	1	1;11;23;24;75;76	3	1000126857;0;0;0;0;0;0;0;0;0	1000120911	
