ROWID	_TabNum|INTEGER	_Class|INTEGER	_DesignID|INTEGER	_Position|INTEGER	_PositionName|INTEGER	_ColorSort|INTEGER	_ColorName|INTEGER	_StateNum|INTEGER	_Helmet|INTEGER	_Body|INTEGER	_Leg|INTEGER	_Glove|INTEGER	_Boots|INTEGER	_MainWeapon|INTEGER	_SubWeapon|INTEGER
249	15	9	10	11	1000100378	3	1000100370	1	1073865300	1073865301	1073865302	1073865303	1073865304	1073864745	1073864746
250	15	1	11	12	1000102465	1	1000102438	1	1073871921	1073871922	0	0	0	1073871156	1073871157
251	15	1	11	12	1000102465	2	1000102439	1	1073871923	1073871924	0	0	0	1073871156	1073871157
252	15	1	11	12	1000102465	3	1000102440	1	1073871925	1073871926	0	0	0	1073871156	1073871157
253	15	2	11	12	1000102465	1	1000102441	1	1073871927	1073871928	0	0	0	1073871158	1073871159
254	15	2	11	12	1000102465	2	1000102442	1	1073871929	1073871930	0	0	0	1073871158	1073871159
255	15	2	11	12	1000102465	3	1000102443	1	1073871931	1073871932	0	0	0	1073871158	1073871159
256	15	3	11	12	1000102465	1	1000102444	1	1073871933	1073871934	0	0	0	1073871160	1073871161
257	15	3	11	12	1000102465	2	1000102445	1	1073871935	1073871936	0	0	0	1073871160	1073871161
258	15	3	11	12	1000102465	3	1000102446	1	1073871937	1073871938	0	0	0	1073871160	1073871161
259	15	4	11	12	1000102465	1	1000102447	1	1073871939	1073871940	0	0	0	1073871162	1073871163
260	15	4	11	12	1000102465	2	1000102448	1	1073871941	1073871942	0	0	0	1073871162	1073871163
261	15	4	11	12	1000102465	3	1000102449	1	1073871943	1073871944	0	0	0	1073871162	1073871163
262	15	5	11	12	1000102465	1	1000102450	1	1073871945	1073871946	0	0	0	1073871164	1073871165
263	15	5	11	12	1000102465	2	1000102451	1	1073871947	1073871948	0	0	0	1073871164	1073871165
264	15	5	11	12	1000102465	3	1000102452	1	1073871949	1073871950	0	0	0	1073871164	1073871165
265	15	6	11	12	1000102465	1	1000102453	1	1073871951	1073871952	0	0	0	1073871166	1073871167
266	15	6	11	12	1000102465	2	1000102454	1	1073871953	1073871954	0	0	0	1073871166	1073871167
267	15	6	11	12	1000102465	3	1000102455	1	1073871955	1073871956	0	0	0	1073871166	1073871167
268	15	7	11	12	1000102465	1	1000102456	1	1073871957	1073871958	0	0	0	1073871168	1073871169
269	15	7	11	12	1000102465	2	1000102457	1	1073871959	1073871960	0	0	0	1073871168	1073871169
270	15	7	11	12	1000102465	3	1000102458	1	1073871961	1073871962	0	0	0	1073871168	1073871169
271	15	8	11	12	1000102465	1	1000102459	1	1073871963	1073871964	0	0	0	1073871170	1073871171
272	15	8	11	12	1000102465	2	1000102460	1	1073871965	1073871966	0	0	0	1073871170	1073871171
273	15	8	11	12	1000102465	3	1000102461	1	1073871967	1073871968	0	0	0	1073871170	1073871171
274	15	9	11	12	1000102465	1	1000102462	1	1073871969	1073871970	0	0	0	1073871172	1073871173
275	15	9	11	12	1000102465	2	1000102463	1	1073871971	1073871972	0	0	0	1073871172	1073871173
276	15	9	11	12	1000102465	3	1000102464	1	1073871973	1073871974	0	0	0	1073871172	1073871173
277	16	1	12	1	1000090332	1	1000101718	1	1073868628	1073868629	0	0	0	1073868682	1073868683
278	16	1	12	1	1000090332	2	1000101719	1	1073868630	1073868631	0	0	0	1073868682	1073868683
279	16	1	12	1	1000090332	3	1000101720	1	1073868632	1073868633	0	0	0	1073868682	1073868683
280	16	2	12	1	1000090332	1	1000101721	1	1073868634	1073868635	0	0	0	1073868684	1073868685
281	16	2	12	1	1000090332	2	1000101722	1	1073868636	1073868637	0	0	0	1073868684	1073868685
282	16	2	12	1	1000090332	3	1000101723	1	1073868638	1073868639	0	0	0	1073868684	1073868685
283	16	3	12	1	1000090332	1	1000101724	1	1073868640	1073868641	0	0	0	1073868686	1073868687
284	16	3	12	1	1000090332	2	1000101725	1	1073868642	1073868643	0	0	0	1073868686	1073868687
285	16	3	12	1	1000090332	3	1000101726	1	1073868644	1073868645	0	0	0	1073868686	1073868687
286	16	4	12	1	1000090332	1	1000101727	1	1073868646	1073868647	0	0	0	1073868688	1073868689
287	16	4	12	1	1000090332	2	1000101728	1	1073868648	1073868649	0	0	0	1073868688	1073868689
288	16	4	12	1	1000090332	3	1000101729	1	1073868650	1073868651	0	0	0	1073868688	1073868689
289	16	5	12	1	1000090332	1	1000101730	1	1073868652	1073868653	0	0	0	1073868690	1073868691
290	16	5	12	1	1000090332	2	1000101731	1	1073868654	1073868655	0	0	0	1073868690	1073868691
291	16	5	12	1	1000090332	3	1000101732	1	1073868656	1073868657	0	0	0	1073868690	1073868691
292	16	6	12	1	1000090332	1	1000101733	1	1073868658	1073868659	0	0	0	1073868692	1073868693
293	16	6	12	1	1000090332	2	1000101734	1	1073868660	1073868661	0	0	0	1073868692	1073868693
294	16	6	12	1	1000090332	3	1000101735	1	1073868662	1073868663	0	0	0	1073868692	1073868693
295	16	7	12	1	1000090332	1	1000101736	1	1073868664	1073868665	0	0	0	1073868694	1073868695
296	16	7	12	1	1000090332	2	1000101737	1	1073868666	1073868667	0	0	0	1073868694	1073868695
297	16	7	12	1	1000090332	3	1000101738	1	1073868668	1073868669	0	0	0	1073868694	1073868695
298	16	8	12	1	1000090332	1	1000101739	1	1073868670	1073868671	0	0	0	1073868696	1073868697
299	16	8	12	1	1000090332	2	1000101740	1	1073868672	1073868673	0	0	0	1073868696	1073868697
300	16	8	12	1	1000090332	3	1000101741	1	1073868674	1073868675	0	0	0	1073868696	1073868697
301	16	9	12	1	1000090332	1	1000101742	1	1073868676	1073868677	0	0	0	1073868698	1073868699
302	16	9	12	1	1000090332	2	1000101743	1	1073868678	1073868679	0	0	0	1073868698	1073868699
303	16	9	12	1	1000090332	3	1000101744	1	1073868680	1073868681	0	0	0	1073868698	1073868699
304	16	1	13	2	1000089472	1	1000090900	1	1073857393	1073857394	1073857395	1073857396	1073857397	0	0
305	16	1	13	2	1000089472	2	1000090901	1	1073857398	1073857399	1073857400	1073857401	1073857402	0	0
306	16	2	13	2	1000089472	1	1000090902	1	1073857403	1073857404	1073857405	1073857406	1073857407	0	0
307	16	2	13	2	1000089472	2	1000090903	1	1073857408	1073857409	1073857410	1073857411	1073857412	0	0
308	16	3	13	2	1000089472	1	1000090904	1	1073857413	1073857414	1073857415	1073857416	1073857417	0	0
309	16	3	13	2	1000089472	2	1000090905	1	1073857418	1073857419	1073857420	1073857421	1073857422	0	0
310	16	4	13	2	1000089472	1	1000090906	1	1073857423	1073857424	1073857425	1073857426	1073857427	0	0
311	16	4	13	2	1000089472	2	1000090907	1	1073857428	1073857429	1073857430	1073857431	1073857432	0	0
312	16	5	13	2	1000089472	1	1000090908	1	1073857433	1073857434	1073857435	1073857436	1073857437	0	0
313	16	5	13	2	1000089472	2	1000090909	1	1073857438	1073857439	1073857440	1073857441	1073857442	0	0
314	16	6	13	2	1000089472	1	1000090910	1	1073857443	1073857444	1073857445	1073857446	1073857447	0	0
315	16	6	13	2	1000089472	2	1000090911	1	1073857448	1073857449	1073857450	1073857451	1073857452	0	0
316	16	7	13	2	1000089472	1	1000090912	1	1073857453	1073857454	1073857455	1073857456	1073857457	0	0
317	16	7	13	2	1000089472	2	1000090913	1	1073857458	1073857459	1073857460	1073857461	1073857462	0	0
318	16	8	13	2	1000089472	1	1000090914	1	1073857463	1073857464	1073857465	1073857466	1073857467	0	0
319	16	8	13	2	1000089472	2	1000090915	1	1073857468	1073857469	1073857470	1073857471	1073857472	0	0
320	16	9	13	2	1000089472	1	1000103682	1	1073861469	1073861470	1073861471	1073861472	1073861473	0	0
321	16	9	13	2	1000089472	2	1000103683	1	1073861474	1073861475	1073861476	1073861477	1073861478	0	0
322	16	1	14	3	1000089516	1	1000105082	1	1073876839	1073876840	0	0	0	1073876473	1073876474
323	16	1	14	3	1000089516	2	1000105083	1	1073876841	1073876842	0	0	0	1073876473	1073876474
324	16	1	14	3	1000089516	3	1000105084	1	1073876843	1073876844	0	0	0	1073876473	1073876474
325	16	2	14	3	1000089516	1	1000105085	1	1073876845	1073876846	0	0	0	1073876475	1073876476
326	16	2	14	3	1000089516	2	1000105086	1	1073876847	1073876848	0	0	0	1073876475	1073876476
327	16	2	14	3	1000089516	3	1000105087	1	1073876849	1073876850	0	0	0	1073876475	1073876476
328	16	3	14	3	1000089516	1	1000105088	1	1073876851	1073876852	0	0	0	1073876477	1073876478
329	16	3	14	3	1000089516	2	1000105089	1	1073876853	1073876854	0	0	0	1073876477	1073876478
330	16	3	14	3	1000089516	3	1000105090	1	1073876855	1073876856	0	0	0	1073876477	1073876478
331	16	4	14	3	1000089516	1	1000105091	1	1073876857	1073876858	0	0	0	1073876479	1073876480
332	16	4	14	3	1000089516	2	1000105092	1	1073876859	1073876860	0	0	0	1073876479	1073876480
333	16	4	14	3	1000089516	3	1000105093	1	1073876861	1073876862	0	0	0	1073876479	1073876480
334	16	5	14	3	1000089516	1	1000105094	1	1073876863	1073876864	0	0	0	1073876481	1073876482
335	16	5	14	3	1000089516	2	1000105095	1	1073876865	1073876866	0	0	0	1073876481	1073876482
336	16	5	14	3	1000089516	3	1000105096	1	1073876867	1073876868	0	0	0	1073876481	1073876482
337	16	6	14	3	1000089516	1	1000105097	1	1073876869	1073876870	0	0	0	1073876483	1073876484
338	16	6	14	3	1000089516	2	1000105098	1	1073876871	1073876872	0	0	0	1073876483	1073876484
339	16	6	14	3	1000089516	3	1000105099	1	1073876873	1073876874	0	0	0	1073876483	1073876484
340	16	7	14	3	1000089516	1	1000105100	1	1073876875	1073876876	0	0	0	1073876485	1073876486
341	16	7	14	3	1000089516	2	1000105101	1	1073876877	1073876878	0	0	0	1073876485	1073876486
342	16	7	14	3	1000089516	3	1000105102	1	1073876879	1073876880	0	0	0	1073876485	1073876486
343	16	8	14	3	1000089516	1	1000105103	1	1073876881	1073876882	0	0	0	1073876487	1073876488
344	16	8	14	3	1000089516	2	1000105104	1	1073876883	1073876884	0	0	0	1073876487	1073876488
345	16	8	14	3	1000089516	3	1000105105	1	1073876885	1073876886	0	0	0	1073876487	1073876488
346	16	9	14	3	1000089516	1	1000105106	1	1073876887	1073876888	0	0	0	1073876489	1073876490
347	16	9	14	3	1000089516	2	1000105107	1	1073876889	1073876890	0	0	0	1073876489	1073876490
348	16	9	14	3	1000089516	3	1000105108	1	1073876891	1073876892	0	0	0	1073876489	1073876490
349	16	1	15	4	1000090279	1	1000104578	1	1073875789	1073875790	1073875791	1073875792	1073875793	1073876437	1073876438
350	16	1	15	4	1000090279	2	1000104579	1	1073875794	1073875795	1073875796	1073875797	1073875798	1073876437	1073876438
351	16	1	15	4	1000090279	3	1000104580	1	1073875799	1073875800	1073875801	1073875802	1073875803	1073876437	1073876438
352	16	2	15	4	1000090279	1	1000104581	1	1073875804	1073875805	1073875806	1073875807	1073875808	1073876439	1073876440
353	16	2	15	4	1000090279	2	1000104582	1	1073875809	1073875810	1073875811	1073875812	1073875813	1073876439	1073876440
354	16	2	15	4	1000090279	3	1000104583	1	1073875814	1073875815	1073875816	1073875817	1073875818	1073876439	1073876440
355	16	3	15	4	1000090279	1	1000104584	1	1073875819	1073875820	1073875821	1073875822	1073875823	1073876441	1073876442
356	16	3	15	4	1000090279	2	1000104585	1	1073875824	1073875825	1073875826	1073875827	1073875828	1073876441	1073876442
357	16	3	15	4	1000090279	3	1000104586	1	1073875829	1073875830	1073875831	1073875832	1073875833	1073876441	1073876442
358	16	4	15	4	1000090279	1	1000104587	1	1073875834	1073875835	1073875836	1073875837	1073875838	1073876443	1073876444
359	16	4	15	4	1000090279	2	1000104588	1	1073875839	1073875840	1073875841	1073875842	1073875843	1073876443	1073876444
360	16	4	15	4	1000090279	3	1000104589	1	1073875844	1073875845	1073875846	1073875847	1073875848	1073876443	1073876444
361	16	5	15	4	1000090279	1	1000104590	1	1073875849	1073875850	1073875851	1073875852	1073875853	1073876445	1073876446
362	16	5	15	4	1000090279	2	1000104591	1	1073875854	1073875855	1073875856	1073875857	1073875858	1073876445	1073876446
363	16	5	15	4	1000090279	3	1000104592	1	1073875859	1073875860	1073875861	1073875862	1073875863	1073876445	1073876446
364	16	6	15	4	1000090279	1	1000104593	1	1073875864	1073875865	1073875866	1073875867	1073875868	1073876447	1073876448
365	16	6	15	4	1000090279	2	1000104594	1	1073875869	1073875870	1073875871	1073875872	1073875873	1073876447	1073876448
366	16	6	15	4	1000090279	3	1000104595	1	1073875874	1073875875	1073875876	1073875877	1073875878	1073876447	1073876448
367	16	7	15	4	1000090279	1	1000104596	1	1073875879	1073875880	1073875881	1073875882	1073875883	1073876449	1073876450
368	16	7	15	4	1000090279	2	1000104597	1	1073875884	1073875885	1073875886	1073875887	1073875888	1073876449	1073876450
369	16	7	15	4	1000090279	3	1000104598	1	1073875889	1073875890	1073875891	1073875892	1073875893	1073876449	1073876450
370	16	8	15	4	1000090279	1	1000104599	1	1073875894	1073875895	1073875896	1073875897	1073875898	1073876451	1073876452
371	16	8	15	4	1000090279	2	1000104600	1	1073875899	1073875900	1073875901	1073875902	1073875903	1073876451	1073876452
372	16	8	15	4	1000090279	3	1000104601	1	1073875904	1073875905	1073875906	1073875907	1073875908	1073876451	1073876452
373	16	9	15	4	1000090279	1	1000104602	1	1073875909	1073875910	1073875911	1073875912	1073875913	1073876453	1073876454
374	16	9	15	4	1000090279	2	1000104603	1	1073875914	1073875915	1073875916	1073875917	1073875918	1073876453	1073876454
375	16	9	15	4	1000090279	3	1000104604	1	1073875919	1073875920	1073875921	1073875922	1073875923	1073876453	1073876454
376	16	1	16	5	1000091116	1	1000099880	1	1073866379	1073866380	1073866381	1073866382	1073866383	0	0
377	16	1	16	5	1000091116	2	1000099881	1	1073866384	1073866385	1073866386	1073866387	1073866388	0	0
378	16	2	16	5	1000091116	1	1000099882	1	1073866389	1073866390	1073866391	1073866392	1073866393	0	0
379	16	2	16	5	1000091116	2	1000099883	1	1073866394	1073866395	1073866396	1073866397	1073866398	0	0
380	16	3	16	5	1000091116	1	1000099884	1	1073866399	1073866400	1073866401	1073866402	1073866403	0	0
381	16	3	16	5	1000091116	2	1000099885	1	1073866404	1073866405	1073866406	1073866407	1073866408	0	0
382	16	4	16	5	1000091116	1	1000099886	1	1073866409	1073866410	1073866411	1073866412	1073866413	0	0
383	16	4	16	5	1000091116	2	1000099887	1	1073866414	1073866415	1073866416	1073866417	1073866418	0	0
384	16	5	16	5	1000091116	1	1000099888	1	1073866419	1073866420	1073866421	1073866422	1073866423	0	0
385	16	5	16	5	1000091116	2	1000099889	1	1073866424	1073866425	1073866426	1073866427	1073866428	0	0
386	16	6	16	5	1000091116	1	1000099890	1	1073866429	1073866430	1073866431	1073866432	1073866433	0	0
387	16	6	16	5	1000091116	2	1000099891	1	1073866434	1073866435	1073866436	1073866437	1073866438	0	0
388	16	7	16	5	1000091116	1	1000099892	1	1073866439	1073866440	1073866441	1073866442	1073866443	0	0
389	16	7	16	5	1000091116	2	1000099893	1	1073866444	1073866445	1073866446	1073866447	1073866448	0	0
390	16	8	16	5	1000091116	1	1000099894	1	1073866449	1073866450	1073866451	1073866452	1073866453	0	0
391	16	8	16	5	1000091116	2	1000099895	1	1073866454	1073866455	1073866456	1073866457	1073866458	0	0
392	16	9	16	5	1000091116	1	1000099896	1	1073866459	1073866460	1073866461	1073866462	1073866463	0	0
393	16	9	16	5	1000091116	2	1000099897	1	1073866464	1073866465	1073866466	1073866467	1073866468	0	0
394	16	1	17	6	1000092924	1	1000106583	1	1073878104	1073878105	1073878106	1073878107	1073878108	1073878644	1073878645
395	16	1	17	6	1000092924	2	1000106584	1	1073878109	1073878110	1073878111	1073878112	1073878113	1073878644	1073878645
396	16	1	17	6	1000092924	3	1000106585	1	1073878114	1073878115	1073878116	1073878117	1073878118	1073878644	1073878645
397	16	2	17	6	1000092924	1	1000106586	1	1073878119	1073878120	1073878121	1073878122	1073878123	1073878646	1073878647
398	16	2	17	6	1000092924	2	1000106587	1	1073878124	1073878125	1073878126	1073878127	1073878128	1073878646	1073878647
399	16	2	17	6	1000092924	3	1000106588	1	1073878129	1073878130	1073878131	1073878132	1073878133	1073878646	1073878647
400	16	3	17	6	1000092924	1	1000106589	1	1073878134	1073878135	1073878136	1073878137	1073878138	1073878648	1073878649
401	16	3	17	6	1000092924	2	1000106590	1	1073878139	1073878140	1073878141	1073878142	1073878143	1073878648	1073878649
402	16	3	17	6	1000092924	3	1000106591	1	1073878144	1073878145	1073878146	1073878147	1073878148	1073878648	1073878649
403	16	4	17	6	1000092924	1	1000106592	1	1073878149	1073878150	1073878151	1073878152	1073878153	1073878650	1073878651
404	16	4	17	6	1000092924	2	1000106593	1	1073878154	1073878155	1073878156	1073878157	1073878158	1073878650	1073878651
405	16	4	17	6	1000092924	3	1000106594	1	1073878159	1073878160	1073878161	1073878162	1073878163	1073878650	1073878651
406	16	5	17	6	1000092924	1	1000106595	1	1073878164	1073878165	1073878166	1073878167	1073878168	1073878652	1073878653
407	16	5	17	6	1000092924	2	1000106596	1	1073878169	1073878170	1073878171	1073878172	1073878173	1073878652	1073878653
408	16	5	17	6	1000092924	3	1000106597	1	1073878174	1073878175	1073878176	1073878177	1073878178	1073878652	1073878653
409	16	6	17	6	1000092924	1	1000106598	1	1073878179	1073878180	1073878181	1073878182	1073878183	1073878654	1073878655
410	16	6	17	6	1000092924	2	1000106599	1	1073878184	1073878185	1073878186	1073878187	1073878188	1073878654	1073878655
411	16	6	17	6	1000092924	3	1000106600	1	1073878189	1073878190	1073878191	1073878192	1073878193	1073878654	1073878655
412	16	7	17	6	1000092924	1	1000106601	1	1073878194	1073878195	1073878196	1073878197	1073878198	1073878656	1073878657
413	16	7	17	6	1000092924	2	1000106602	1	1073878199	1073878200	1073878201	1073878202	1073878203	1073878656	1073878657
414	16	7	17	6	1000092924	3	1000106603	1	1073878204	1073878205	1073878206	1073878207	1073878208	1073878656	1073878657
415	16	8	17	6	1000092924	1	1000106604	1	1073878209	1073878210	1073878211	1073878212	1073878213	1073878658	1073878659
416	16	8	17	6	1000092924	2	1000106605	1	1073878214	1073878215	1073878216	1073878217	1073878218	1073878658	1073878659
417	16	8	17	6	1000092924	3	1000106606	1	1073878219	1073878220	1073878221	1073878222	1073878223	1073878658	1073878659
418	16	9	17	6	1000092924	1	1000106607	1	1073878224	1073878225	1073878226	1073878227	1073878228	1073878660	1073878661
419	16	9	17	6	1000092924	2	1000106608	1	1073878229	1073878230	1073878231	1073878232	1073878233	1073878660	1073878661
420	16	9	17	6	1000092924	3	1000106609	1	1073878234	1073878235	1073878236	1073878237	1073878238	1073878660	1073878661
421	16	1	18	7	1000096057	1	1000108629	1	1073880656	1073880657	0	0	0	1073880710	1073880711
422	16	1	18	7	1000096057	2	1000108630	1	1073880658	1073880659	0	0	0	1073880710	1073880711
423	16	1	18	7	1000096057	3	1000108631	1	1073880660	1073880661	0	0	0	1073880710	1073880711
424	16	2	18	7	1000096057	1	1000108632	1	1073880662	1073880663	0	0	0	1073880712	1073880713
425	16	2	18	7	1000096057	2	1000108633	1	1073880664	1073880665	0	0	0	1073880712	1073880713
426	16	2	18	7	1000096057	3	1000108634	1	1073880666	1073880667	0	0	0	1073880712	1073880713
427	16	3	18	7	1000096057	1	1000108635	1	1073880668	1073880669	0	0	0	1073880714	1073880715
428	16	3	18	7	1000096057	2	1000108636	1	1073880670	1073880671	0	0	0	1073880714	1073880715
429	16	3	18	7	1000096057	3	1000108634	1	1073880672	1073880673	0	0	0	1073880714	1073880715
430	16	4	18	7	1000096057	1	1000108637	1	1073880674	1073880675	0	0	0	1073880716	1073880717
431	16	4	18	7	1000096057	2	1000108638	1	1073880676	1073880677	0	0	0	1073880716	1073880717
432	16	4	18	7	1000096057	3	1000108639	1	1073880678	1073880679	0	0	0	1073880716	1073880717
433	16	5	18	7	1000096057	1	1000108640	1	1073880680	1073880681	0	0	0	1073880718	1073880719
434	16	5	18	7	1000096057	2	1000108641	1	1073880682	1073880683	0	0	0	1073880718	1073880719
435	16	5	18	7	1000096057	3	1000108642	1	1073880684	1073880685	0	0	0	1073880718	1073880719
436	16	6	18	7	1000096057	1	1000108643	1	1073880686	1073880687	0	0	0	1073880720	1073880721
437	16	6	18	7	1000096057	2	1000108644	1	1073880688	1073880689	0	0	0	1073880720	1073880721
438	16	6	18	7	1000096057	3	1000108636	1	1073880690	1073880691	0	0	0	1073880720	1073880721
439	16	7	18	7	1000096057	1	1000108645	1	1073880692	1073880693	0	0	0	1073880722	1073880723
440	16	7	18	7	1000096057	2	1000108646	1	1073880694	1073880695	0	0	0	1073880722	1073880723
441	16	7	18	7	1000096057	3	1000108647	1	1073880696	1073880697	0	0	0	1073880722	1073880723
442	16	8	18	7	1000096057	1	1000108648	1	1073880698	1073880699	0	0	0	1073880724	1073880725
443	16	8	18	7	1000096057	2	1000108649	1	1073880700	1073880701	0	0	0	1073880724	1073880725
444	16	8	18	7	1000096057	3	1000108650	1	1073880702	1073880703	0	0	0	1073880724	1073880725
445	16	9	18	7	1000096057	1	1000108651	1	1073880704	1073880705	0	0	0	1073880726	1073880727
446	16	9	18	7	1000096057	2	1000108652	1	1073880706	1073880707	0	0	0	1073880726	1073880727
447	16	9	18	7	1000096057	3	1000108653	1	1073880708	1073880709	0	0	0	1073880726	1073880727
448	16	1	19	8	1000096026	1	1000106610	1	1073878718	1073878719	1073878720	1073878721	1073878722	0	0
449	16	1	19	8	1000096026	2	1000109994	1	1073878723	1073878724	1073878725	1073878726	1073878727	0	0
450	16	2	19	8	1000096026	1	1000106612	1	1073878733	1073878734	1073878735	1073878736	1073878737	0	0
451	16	2	19	8	1000096026	2	1000109995	1	1073878738	1073878739	1073878740	1073878741	1073878742	0	0
452	16	3	19	8	1000096026	1	1000106614	1	1073878748	1073878749	1073878750	1073878751	1073878752	0	0
453	16	3	19	8	1000096026	2	1000109996	1	1073878753	1073878754	1073878755	1073878756	1073878757	0	0
454	16	4	19	8	1000096026	1	1000106616	1	1073878763	1073878764	1073878765	1073878766	1073878767	0	0
455	16	4	19	8	1000096026	2	1000109997	1	1073878768	1073878769	1073878770	1073878771	1073878772	0	0
456	16	5	19	8	1000096026	1	1000106618	1	1073878778	1073878779	1073878780	1073878781	1073878782	0	0
457	16	5	19	8	1000096026	2	1000109998	1	1073878783	1073878784	1073878785	1073878786	1073878787	0	0
458	16	6	19	8	1000096026	1	1000106620	1	1073878793	1073878794	1073878795	1073878796	1073878797	0	0
459	16	6	19	8	1000096026	2	1000109999	1	1073878798	1073878799	1073878800	1073878801	1073878802	0	0
460	16	7	19	8	1000096026	1	1000106622	1	1073878808	1073878809	1073878810	1073878811	1073878812	0	0
461	16	7	19	8	1000096026	2	1000110000	1	1073878813	1073878814	1073878815	1073878816	1073878817	0	0
462	16	8	19	8	1000096026	1	1000106624	1	1073878823	1073878824	1073878825	1073878826	1073878827	0	0
463	16	8	19	8	1000096026	2	1000110001	1	1073878828	1073878829	1073878830	1073878831	1073878832	0	0
464	16	9	19	8	1000096026	1	1000106626	1	1073878838	1073878839	1073878840	1073878841	1073878842	0	0
465	16	9	19	8	1000096026	2	1000110002	1	1073878843	1073878844	1073878845	1073878846	1073878847	0	0
466	16	1	20	9	1000098951	1	1000106671	1	1073877349	1073877350	1073877351	1073877352	1073877353	1073877889	1073877890
467	16	1	20	9	1000098951	2	1000106672	1	1073877354	1073877355	1073877356	1073877357	1073877358	1073877889	1073877890
468	16	1	20	9	1000098951	3	1000106673	1	1073877359	1073877360	1073877361	1073877362	1073877363	1073877889	1073877890
469	16	2	20	9	1000098951	1	1000106674	1	1073877364	1073877365	1073877366	1073877367	1073877368	1073877891	1073877892
470	16	2	20	9	1000098951	2	1000106675	1	1073877369	1073877370	1073877371	1073877372	1073877373	1073877891	1073877892
471	16	2	20	9	1000098951	3	1000106676	1	1073877374	1073877375	1073877376	1073877377	1073877378	1073877891	1073877892
472	16	3	20	9	1000098951	1	1000106677	1	1073877379	1073877380	1073877381	1073877382	1073877383	1073877893	1073877894
473	16	3	20	9	1000098951	2	1000106678	1	1073877384	1073877385	1073877386	1073877387	1073877388	1073877893	1073877894
474	16	3	20	9	1000098951	3	1000106679	1	1073877389	1073877390	1073877391	1073877392	1073877393	1073877893	1073877894
475	16	4	20	9	1000098951	1	1000106680	1	1073877394	1073877395	1073877396	1073877397	1073877398	1073877895	1073877896
476	16	4	20	9	1000098951	2	1000106681	1	1073877399	1073877400	1073877401	1073877402	1073877403	1073877895	1073877896
477	16	4	20	9	1000098951	3	1000106682	1	1073877404	1073877405	1073877406	1073877407	1073877408	1073877895	1073877896
478	16	5	20	9	1000098951	1	1000106683	1	1073877409	1073877410	1073877411	1073877412	1073877413	1073877897	1073877898
479	16	5	20	9	1000098951	2	1000106684	1	1073877414	1073877415	1073877416	1073877417	1073877418	1073877897	1073877898
480	16	5	20	9	1000098951	3	1000106685	1	1073877419	1073877420	1073877421	1073877422	1073877423	1073877897	1073877898
481	16	6	20	9	1000098951	1	1000106686	1	1073877424	1073877425	1073877426	1073877427	1073877428	1073877899	1073877900
482	16	6	20	9	1000098951	2	1000106687	1	1073877429	1073877430	1073877431	1073877432	1073877433	1073877899	1073877900
483	16	6	20	9	1000098951	3	1000106688	1	1073877434	1073877435	1073877436	1073877437	1073877438	1073877899	1073877900
484	16	7	20	9	1000098951	1	1000106689	1	1073877439	1073877440	1073877441	1073877442	1073877443	1073877901	1073877902
485	16	7	20	9	1000098951	2	1000106690	1	1073877444	1073877445	1073877446	1073877447	1073877448	1073877901	1073877902
486	16	7	20	9	1000098951	3	1000106691	1	1073877449	1073877450	1073877451	1073877452	1073877453	1073877901	1073877902
487	16	8	20	9	1000098951	1	1000106692	1	1073877454	1073877455	1073877456	1073877457	1073877458	1073877903	1073877904
488	16	8	20	9	1000098951	2	1000106693	1	1073877459	1073877460	1073877461	1073877462	1073877463	1073877903	1073877904
489	16	8	20	9	1000098951	3	1000106694	1	1073877464	1073877465	1073877466	1073877467	1073877468	1073877903	1073877904
490	16	9	20	9	1000098951	1	1000106695	1	1073877469	1073877470	1073877471	1073877472	1073877473	1073877905	1073877906
491	16	9	20	9	1000098951	2	1000106696	1	1073877474	1073877475	1073877476	1073877477	1073877478	1073877905	1073877906
492	16	9	20	9	1000098951	3	1000106697	1	1073877479	1073877480	1073877481	1073877482	1073877483	1073877905	1073877906
493	16	1	21	10	1000099872	1	1000112771	1	1073887005	1073887006	0	0	0	1073886357	1073886358
494	16	1	21	10	1000099872	2	1000112772	1	1073887007	1073887008	0	0	0	1073886357	1073886358
495	16	1	21	10	1000099872	3	1000112773	1	1073887009	1073887010	0	0	0	1073886357	1073886358
496	16	2	21	10	1000099872	1	1000112774	1	1073887011	1073887012	0	0	0	1073886359	1073886360
497	16	2	21	10	1000099872	2	1000112775	1	1073887013	1073887014	0	0	0	1073886359	1073886360
498	16	2	21	10	1000099872	3	1000112776	1	1073887015	1073887016	0	0	0	1073886359	1073886360
499	16	3	21	10	1000099872	1	1000112777	1	1073887017	1073887018	0	0	0	1073886361	1073886362
500	16	3	21	10	1000099872	2	1000112778	1	1073887019	1073887020	0	0	0	1073886361	1073886362
501	16	3	21	10	1000099872	3	1000112779	1	1073887021	1073887022	0	0	0	1073886361	1073886362
502	16	4	21	10	1000099872	1	1000112780	1	1073887023	1073887024	0	0	0	1073886363	1073886364
503	16	4	21	10	1000099872	2	1000112781	1	1073887025	1073887026	0	0	0	1073886363	1073886364
504	16	4	21	10	1000099872	3	1000112782	1	1073887027	1073887028	0	0	0	1073886363	1073886364
505	16	5	21	10	1000099872	1	1000112783	1	1073887029	1073887030	0	0	0	1073886365	1073886366
506	16	5	21	10	1000099872	2	1000112784	1	1073887031	1073887032	0	0	0	1073886365	1073886366
