ROWID	_Type|INTEGER	_Period|INTEGER	_ApplicableValue|INTEGER	_CanApplySealedItem|BOOLEAN	_Charge|INTEGER	_ElementalType|INTEGER
268445486	1	0	536821759	false	0	-1
268446121	1	0	536821759	false	0	-1
268446122	1	0	536821759	false	0	-1
268446123	1	0	536821759	false	0	-1
268446124	1	0	536821759	false	0	-1
268446125	1	0	536821759	false	0	-1
268446757	2	0	536821759	false	0	-1
268446758	2	0	536821759	false	0	-1
268446759	2	0	536821759	false	0	-1
268445487	2	0	536821759	false	0	-1
268446126	2	0	536821759	false	0	-1
268446127	2	0	536821759	false	0	-1
268445488	1	0	536821759	false	0	-1
268446128	1	0	536821759	false	0	-1
268446129	1	0	536821759	false	0	-1
268445490	2	0	536821759	false	0	-1
268446130	2	0	536821759	false	0	-1
268446131	2	0	536821759	false	0	-1
268445491	2	0	536821759	false	0	-1
268446132	2	0	536821759	false	0	-1
268446133	2	0	536821759	false	0	-1
268445492	2	0	536821759	false	0	-1
268446134	2	0	536821759	false	0	-1
268446135	2	0	536821759	false	0	-1
268446136	1	0	536821759	false	0	-1
268446137	1	0	536821759	false	0	-1
268446138	1	0	536821759	false	0	-1
268446139	1	0	536821759	false	0	-1
268446140	1	0	536821759	false	0	-1
268446141	1	0	536821759	false	0	-1
268446142	2	0	536821759	false	0	-1
268446143	2	0	536821759	false	0	-1
268446144	2	0	536821759	false	0	-1
268446145	1	0	536821759	false	0	-1
268446146	1	0	536821759	false	0	-1
268446147	1	0	536821759	false	0	-1
268446148	2	0	536821759	false	0	-1
268446149	2	0	536821759	false	0	-1
268446150	2	0	536821759	false	0	-1
268446151	1	0	536821759	false	0	-1
268446152	1	0	536821759	false	0	-1
268446153	1	0	536821759	false	0	-1
268446760	2	0	536821759	false	0	-1
268446761	2	0	536821759	false	0	-1
268446762	2	0	536821759	false	0	-1
268446154	2	0	536821759	false	0	-1
268446155	2	0	536821759	false	0	-1
268446156	2	0	536821759	false	0	-1
268446157	1	0	536821759	false	0	-1
268446158	1	0	536821759	false	0	-1
268446159	1	0	536821759	false	0	-1
268446763	2	0	536821759	false	0	-1
268446764	2	0	536821759	false	0	-1
268446765	2	0	536821759	false	0	-1
268446160	1	0	536821759	false	0	-1
268446161	1	0	536821759	false	0	-1
268446162	1	0	536821759	false	0	-1
268446766	2	0	536821759	false	0	-1
268446767	2	0	536821759	false	0	-1
268446768	2	0	536821759	false	0	-1
268446163	1	0	536821759	false	0	-1
268446164	1	0	536821759	false	0	-1
268446165	1	0	536821759	false	0	-1
268446166	1	0	536821759	false	0	-1
268446167	1	0	536821759	false	0	-1
268446168	1	0	536821759	false	0	-1
268446769	2	0	536821759	false	0	-1
268446770	2	0	536821759	false	0	-1
268446771	2	0	536821759	false	0	-1
268446169	2	0	536821759	false	0	-1
268446170	2	0	536821759	false	0	-1
268446171	2	0	536821759	false	0	-1
268446172	1	0	536821759	false	0	-1
268446173	1	0	536821759	false	0	-1
268446174	1	0	536821759	false	0	-1
268446175	2	0	536821759	false	0	-1
268446176	2	0	536821759	false	0	-1
268446177	2	0	536821759	false	0	-1
268446178	2	0	536821759	false	0	-1
268446179	2	0	536821759	false	0	-1
268446180	2	0	536821759	false	0	-1
268446181	2	0	536821759	false	0	-1
268446182	2	0	536821759	false	0	-1
268446183	2	0	536821759	false	0	-1
268452855	1	0	536821759	false	0	-1
268452856	1	0	536821759	false	0	-1
268452857	1	0	536821759	false	0	-1
268452858	1	0	536821759	false	0	-1
268452859	1	0	536821759	false	0	-1
268452860	1	0	536821759	false	0	-1
268452861	2	0	536821759	false	0	-1
268452862	2	0	536821759	false	0	-1
268452863	2	0	536821759	false	0	-1
268452864	1	0	536821759	false	0	-1
268452865	1	0	536821759	false	0	-1
268452866	1	0	536821759	false	0	-1
268452867	2	0	536821759	false	0	-1
268452868	2	0	536821759	false	0	-1
268452869	2	0	536821759	false	0	-1
268452870	1	0	536821759	false	0	-1
268452871	1	0	536821759	false	0	-1
268452872	1	0	536821759	false	0	-1
268452873	2	0	536821759	false	0	-1
268452874	2	0	536821759	false	0	-1
268452875	2	0	536821759	false	0	-1
268452876	2	0	536821759	false	0	-1
268452877	2	0	536821759	false	0	-1
268452878	2	0	536821759	false	0	-1
268452879	1	0	536821759	false	0	-1
268452880	1	0	536821759	false	0	-1
268452881	1	0	536821759	false	0	-1
268452882	2	0	536821759	false	0	-1
268452883	2	0	536821759	false	0	-1
268452884	2	0	536821759	false	0	-1
268452885	1	0	536821759	false	0	-1
268452886	1	0	536821759	false	0	-1
268452887	1	0	536821759	false	0	-1
268452888	2	0	536821759	false	0	-1
268452889	2	0	536821759	false	0	-1
268452890	2	0	536821759	false	0	-1
268452891	1	0	536821759	false	0	-1
268452892	1	0	536821759	false	0	-1
268452893	1	0	536821759	false	0	-1
268452894	1	0	536821759	false	0	-1
268452895	1	0	536821759	false	0	-1
268452896	1	0	536821759	false	0	-1
268452897	2	0	536821759	false	0	-1
268452898	2	0	536821759	false	0	-1
268452899	2	0	536821759	false	0	-1
268452900	2	0	536821759	false	0	-1
268452901	2	0	536821759	false	0	-1
268452902	2	0	536821759	false	0	-1
268452903	1	0	536821759	false	0	-1
268452904	1	0	536821759	false	0	-1
268452905	1	0	536821759	false	0	-1
268452906	2	0	536821759	false	0	-1
268452907	2	0	536821759	false	0	-1
268452908	2	0	536821759	false	0	-1
268452909	2	0	536821759	false	0	-1
268452910	2	0	536821759	false	0	-1
268452911	2	0	536821759	false	0	-1
268452912	2	0	536821759	false	0	-1
268452913	2	0	536821759	false	0	-1
268452914	2	0	536821759	false	0	-1
268454588	1	0	536821759	false	0	-1
268454589	1	0	536821759	false	0	-1
268449207	1	0	536820737	false	0	1
268449209	1	0	536820737	false	0	0
268449211	1	0	536820737	false	0	2
268449213	1	0	536820737	false	0	3
268449215	1	0	536820737	false	0	1
268449217	1	0	536820737	false	0	0
268449219	1	0	536820737	false	0	2
268449221	1	0	536820737	false	0	3
268449223	1	0	536820737	false	0	1
268449225	1	0	536820737	false	0	0
268449227	1	0	536820737	false	0	2
268449229	1	0	536820737	false	0	3
268449231	1	0	536820737	false	0	1
268449233	1	0	536820737	false	0	0
268449235	1	0	536820737	false	0	2
268449237	1	0	536820737	false	0	3
268452915	1	0	536820737	false	0	1
268452916	1	0	536820737	false	0	0
268452917	1	0	536820737	false	0	2
268452918	1	0	536820737	false	0	3
268453770	1	0	536820737	false	0	1
268453771	1	0	536820737	false	0	0
268453772	1	0	536820737	false	0	2
268453773	1	0	536820737	false	0	3
268453774	1	0	536820737	false	0	1
268453775	1	0	536820737	false	0	0
268453776	1	0	536820737	false	0	2
268453777	1	0	536820737	false	0	3
268453778	1	0	536820737	false	0	1
268453779	1	0	536820737	false	0	0
268453780	1	0	536820737	false	0	2
268453781	1	0	536820737	false	0	3
268453782	1	0	536820737	false	0	1
268453783	1	0	536820737	false	0	0
268453784	1	0	536820737	false	0	2
268453785	1	0	536820737	false	0	3
268453786	1	0	536820737	false	0	1
268453787	1	0	536820737	false	0	0
268453788	1	0	536820737	false	0	2
268453789	1	0	536820737	false	0	3
268463511	1	0	536821759	false	0	-1
268463512	1	0	536821759	false	0	-1
268463513	1	0	536821759	false	0	-1
268463514	1	0	536821759	false	0	-1
268463515	1	0	536821759	false	0	-1
268463459	2	0	536821759	false	0	-1
268463516	1	0	536821759	false	0	-1
268463517	1	0	536821759	false	0	-1
268463518	1	0	536821759	false	0	-1
268463493	2	0	536821759	false	0	-1
268463500	2	0	536821759	false	0	-1
268463519	2	0	536821759	false	0	-1
268463520	2	0	536821759	false	0	-1
268463521	2	0	536821759	false	0	-1
268463522	1	0	536820737	false	0	1
268463523	1	0	536820737	false	0	0
268463524	1	0	536820737	false	0	2
268463525	1	0	536820737	false	0	3
268463648	1	0	536821759	false	0	-1
268463957	2	0	536821759	false	0	-1
268463958	2	0	536821759	false	0	-1
268463959	2	0	536821759	false	0	-1
268466303	2	0	536820740	false	0	-1
268466306	1	0	536363007	false	0	-1
268466307	1	0	536363007	false	0	-1
268466308	1	0	536363007	false	0	-1
268466309	1	0	536363007	false	0	-1
268466310	1	0	536363007	false	0	-1
268466311	1	0	536363007	false	0	-1
268466312	1	0	536361985	false	0	1
268466313	1	0	536361985	false	0	0
268466314	1	0	536361985	false	0	2
268466315	1	0	536361985	false	0	3
268466917	1	0	536821759	false	0	-1
268466918	1	0	536821759	false	0	-1
268466919	1	0	536821759	false	0	-1
268466920	1	0	536821759	false	0	-1
268466921	1	0	536821759	false	0	-1
268466922	2	0	536821759	false	0	-1
268466923	1	0	536821759	false	0	-1
268466924	1	0	536821759	false	0	-1
268466925	1	0	536821759	false	0	-1
268466926	2	0	536821759	false	0	-1
268466927	2	0	536821759	false	0	-1
268466928	2	0	536821759	false	0	-1
268466929	2	0	536821759	false	0	-1
268466930	2	0	536821759	false	0	-1
268466935	1	0	536820737	false	0	1
268466936	1	0	536820737	false	0	0
268466937	1	0	536820737	false	0	2
268466938	1	0	536820737	false	0	3
268468266	1	0	67174400	false	0	-1
268468832	1	0	536363007	false	0	-1
268468833	1	0	536363007	false	0	-1
268468834	1	0	536363007	false	0	-1
268468835	1	0	536363007	false	0	-1
268468836	1	0	536363007	false	0	-1
268468837	1	0	536363007	false	0	-1
268468838	1	0	536361985	false	0	1
268468839	1	0	536361985	false	0	0
268468840	1	0	536361985	false	0	2
268468841	1	0	536361985	false	0	3
268476183	2	0	536756223	false	0	-1
268476184	1	0	536756223	false	0	-1
268476190	1	0	536755201	false	0	1
268476191	1	0	536755201	false	0	0
268476192	1	0	536755201	false	0	2
268476193	1	0	536755201	false	0	3
268476186	2	0	536756223	false	0	-1
268476187	1	0	536756223	false	0	-1
268476194	1	0	536755201	false	0	1
268476195	1	0	536755201	false	0	0
268476196	1	0	536755201	false	0	2
268476197	1	0	536755201	false	0	3
268477146	2	0	536756223	false	0	-1
268477147	1	0	536756223	false	0	-1
268477148	1	0	536755201	false	0	1
268477149	1	0	536755201	false	0	0
268477150	1	0	536755201	false	0	2
268477151	1	0	536755201	false	0	3
268476180	2	0	536756223	false	0	-1
268476181	1	0	536756223	false	0	-1
268476008	1	0	536755201	false	0	1
268476189	1	0	536755201	false	0	0
268476010	1	0	536755201	false	0	2
268476011	1	0	536755201	false	0	3
268477276	2	0	536820740	false	0	-1
268477277	2	0	536820740	false	0	-1
268477278	2	0	536820740	false	0	-1
268478002	2	0	536756223	false	0	-1
268478003	1	0	536756223	false	0	-1
268478004	2	0	536756223	false	0	-1
268478005	1	0	536756223	false	0	-1
268478037	2	0	536756223	false	0	-1
268478038	1	0	536756223	false	0	-1
268477986	1	0	536755201	false	0	1
268478039	1	0	536755201	false	0	1
268478040	1	0	536755201	false	0	1
268477987	1	0	536755201	false	0	0
268478041	1	0	536755201	false	0	0
268478042	1	0	536755201	false	0	0
268477988	1	0	536755201	false	0	2
268478043	1	0	536755201	false	0	2
268478044	1	0	536755201	false	0	2
268477989	1	0	536755201	false	0	3
268478045	1	0	536755201	false	0	3
268478046	1	0	536755201	false	0	3
268478629	2	0	536756223	false	0	-1
268478630	1	0	536756223	false	0	-1
268478631	2	0	536756223	false	0	-1
268478632	1	0	536756223	false	0	-1
268478633	2	0	536756223	false	0	-1
268478634	1	0	536756223	false	0	-1
268478635	1	0	536755201	false	0	1
268478636	1	0	536755201	false	0	1
268478637	1	0	536755201	false	0	1
268478638	1	0	536755201	false	0	0
268478639	1	0	536755201	false	0	0
268478640	1	0	536755201	false	0	0
268478641	1	0	536755201	false	0	2
268478642	1	0	536755201	false	0	2
268478643	1	0	536755201	false	0	2
268478644	1	0	536755201	false	0	3
268478645	1	0	536755201	false	0	3
268478646	1	0	536755201	false	0	3
268478647	2	0	536756223	false	0	-1
268478648	1	0	536756223	false	0	-1
268478649	2	0	536756223	false	0	-1
268478650	1	0	536756223	false	0	-1
268478651	2	0	536756223	false	0	-1
268478652	1	0	536756223	false	0	-1
268478653	1	0	536755201	false	0	1
268478654	1	0	536755201	false	0	1
268478655	1	0	536755201	false	0	1
268478656	1	0	536755201	false	0	0
268478657	1	0	536755201	false	0	0
268478658	1	0	536755201	false	0	0
268478659	1	0	536755201	false	0	2
268478660	1	0	536755201	false	0	2
268478661	1	0	536755201	false	0	2
268478662	1	0	536755201	false	0	3
268478663	1	0	536755201	false	0	3
268478664	1	0	536755201	false	0	3
268478665	2	0	536756223	false	0	-1
268478666	1	0	536756223	false	0	-1
268478667	2	0	536756223	false	0	-1
268478668	1	0	536756223	false	0	-1
268478669	2	0	536756223	false	0	-1
268478670	1	0	536756223	false	0	-1
268478671	1	0	536755201	false	0	1
268478672	1	0	536755201	false	0	1
268478673	1	0	536755201	false	0	1
268478674	1	0	536755201	false	0	0
268478675	1	0	536755201	false	0	0
268478676	1	0	536755201	false	0	0
268478677	1	0	536755201	false	0	2
268478678	1	0	536755201	false	0	2
268478679	1	0	536755201	false	0	2
268478680	1	0	536755201	false	0	3
268478681	1	0	536755201	false	0	3
268478682	1	0	536755201	false	0	3
268477990	2	0	536756223	false	0	-1
268477991	1	0	536756223	false	0	-1
268477992	2	0	536756223	false	0	-1
268477993	1	0	536756223	false	0	-1
268478007	2	0	536756223	false	0	-1
268478008	1	0	536756223	false	0	-1
268477968	1	0	536755201	false	0	1
268478009	1	0	536755201	false	0	1
268478010	1	0	536755201	false	0	1
268477969	1	0	536755201	false	0	0
268478011	1	0	536755201	false	0	0
268478012	1	0	536755201	false	0	0
268477970	1	0	536755201	false	0	2
268478013	1	0	536755201	false	0	2
268478014	1	0	536755201	false	0	2
268477971	1	0	536755201	false	0	3
268478015	1	0	536755201	false	0	3
268478016	1	0	536755201	false	0	3
268478683	2	0	536756223	false	0	-1
268478684	1	0	536756223	false	0	-1
268478685	2	0	536756223	false	0	-1
268478686	1	0	536756223	false	0	-1
268478687	2	0	536756223	false	0	-1
268478688	1	0	536756223	false	0	-1
268478689	1	0	536755201	false	0	1
268478690	1	0	536755201	false	0	1
268478691	1	0	536755201	false	0	1
268478692	1	0	536755201	false	0	0
268478693	1	0	536755201	false	0	0
268478694	1	0	536755201	false	0	0
268478695	1	0	536755201	false	0	2
268478696	1	0	536755201	false	0	2
268478697	1	0	536755201	false	0	2
268478698	1	0	536755201	false	0	3
268478699	1	0	536755201	false	0	3
268478700	1	0	536755201	false	0	3
268478701	2	0	536756223	false	0	-1
268478702	1	0	536756223	false	0	-1
268478703	2	0	536756223	false	0	-1
268478704	1	0	536756223	false	0	-1
268478705	2	0	536756223	false	0	-1
268478706	1	0	536756223	false	0	-1
268478707	1	0	536755201	false	0	1
268478708	1	0	536755201	false	0	1
268478709	1	0	536755201	false	0	1
268478710	1	0	536755201	false	0	0
268478711	1	0	536755201	false	0	0
268478712	1	0	536755201	false	0	0
268478713	1	0	536755201	false	0	2
268478714	1	0	536755201	false	0	2
268478715	1	0	536755201	false	0	2
268478716	1	0	536755201	false	0	3
268478717	1	0	536755201	false	0	3
268478718	1	0	536755201	false	0	3
268478719	2	0	536756223	false	0	-1
268478720	1	0	536756223	false	0	-1
268478721	2	0	536756223	false	0	-1
268478722	1	0	536756223	false	0	-1
268478723	2	0	536756223	false	0	-1
268478724	1	0	536756223	false	0	-1
268478725	1	0	536755201	false	0	1
268478726	1	0	536755201	false	0	1
268478727	1	0	536755201	false	0	1
268478728	1	0	536755201	false	0	0
268478729	1	0	536755201	false	0	0
268478730	1	0	536755201	false	0	0
268478731	1	0	536755201	false	0	2
268478732	1	0	536755201	false	0	2
268478733	1	0	536755201	false	0	2
268478734	1	0	536755201	false	0	3
268478735	1	0	536755201	false	0	3
268478736	1	0	536755201	false	0	3
268477998	2	0	536756223	false	0	-1
268477999	1	0	536756223	false	0	-1
268478000	2	0	536756223	false	0	-1
268478001	1	0	536756223	false	0	-1
268478027	2	0	536756223	false	0	-1
268478028	1	0	536756223	false	0	-1
268477980	1	0	536755201	false	0	1
268478029	1	0	536755201	false	0	1
268478030	1	0	536755201	false	0	1
268477981	1	0	536755201	false	0	0
268478031	1	0	536755201	false	0	0
268478032	1	0	536755201	false	0	0
268477982	1	0	536755201	false	0	2
268478033	1	0	536755201	false	0	2
268478034	1	0	536755201	false	0	2
268477983	1	0	536755201	false	0	3
268478035	1	0	536755201	false	0	3
268478036	1	0	536755201	false	0	3
268478737	2	0	536756223	false	0	-1
268478738	1	0	536756223	false	0	-1
268478739	2	0	536756223	false	0	-1
268478740	1	0	536756223	false	0	-1
268478741	2	0	536756223	false	0	-1
268478742	1	0	536756223	false	0	-1
268478743	1	0	536755201	false	0	1
268478744	1	0	536755201	false	0	1
268478745	1	0	536755201	false	0	1
268478746	1	0	536755201	false	0	0
268478747	1	0	536755201	false	0	0
268478748	1	0	536755201	false	0	0
268478749	1	0	536755201	false	0	2
268478750	1	0	536755201	false	0	2
268478751	1	0	536755201	false	0	2
268478752	1	0	536755201	false	0	3
268478753	1	0	536755201	false	0	3
268478754	1	0	536755201	false	0	3
268478755	2	0	536756223	false	0	-1
268478756	1	0	536756223	false	0	-1
268478757	2	0	536756223	false	0	-1
268478758	1	0	536756223	false	0	-1
268478759	2	0	536756223	false	0	-1
268478760	1	0	536756223	false	0	-1
268478761	1	0	536755201	false	0	1
268478762	1	0	536755201	false	0	1
268478763	1	0	536755201	false	0	1
268478764	1	0	536755201	false	0	0
268478765	1	0	536755201	false	0	0
268478766	1	0	536755201	false	0	0
268478767	1	0	536755201	false	0	2
268478768	1	0	536755201	false	0	2
268478769	1	0	536755201	false	0	2
268478770	1	0	536755201	false	0	3
268478771	1	0	536755201	false	0	3
268478772	1	0	536755201	false	0	3
268478773	2	0	536756223	false	0	-1
268478774	1	0	536756223	false	0	-1
268478775	2	0	536756223	false	0	-1
268478776	1	0	536756223	false	0	-1
268478777	2	0	536756223	false	0	-1
268478778	1	0	536756223	false	0	-1
268478779	1	0	536755201	false	0	1
268478780	1	0	536755201	false	0	1
268478781	1	0	536755201	false	0	1
268478782	1	0	536755201	false	0	0
268478783	1	0	536755201	false	0	0
268478784	1	0	536755201	false	0	0
268478785	1	0	536755201	false	0	2
268478786	1	0	536755201	false	0	2
268478787	1	0	536755201	false	0	2
268478788	1	0	536755201	false	0	3
268478789	1	0	536755201	false	0	3
268478790	1	0	536755201	false	0	3
268477994	2	0	536756223	false	0	-1
268477995	1	0	536756223	false	0	-1
268477996	2	0	536756223	false	0	-1
268477997	1	0	536756223	false	0	-1
268478017	2	0	536756223	false	0	-1
268478018	1	0	536756223	false	0	-1
268477974	1	0	536755201	false	0	1
268478019	1	0	536755201	false	0	1
268478020	1	0	536755201	false	0	1
268477975	1	0	536755201	false	0	0
268478021	1	0	536755201	false	0	0
268478022	1	0	536755201	false	0	0
268477976	1	0	536755201	false	0	2
268478023	1	0	536755201	false	0	2
268478024	1	0	536755201	false	0	2
268477977	1	0	536755201	false	0	3
268478025	1	0	536755201	false	0	3
268478026	1	0	536755201	false	0	3
268478791	2	0	536756223	false	0	-1
268478792	1	0	536756223	false	0	-1
268478793	2	0	536756223	false	0	-1
268478794	1	0	536756223	false	0	-1
268478795	2	0	536756223	false	0	-1
268478796	1	0	536756223	false	0	-1
268478797	1	0	536755201	false	0	1
268478798	1	0	536755201	false	0	1
268478799	1	0	536755201	false	0	1
268478800	1	0	536755201	false	0	0
268478801	1	0	536755201	false	0	0
268478802	1	0	536755201	false	0	0
268478803	1	0	536755201	false	0	2
268478804	1	0	536755201	false	0	2
268478805	1	0	536755201	false	0	2
268478806	1	0	536755201	false	0	3
268478807	1	0	536755201	false	0	3
268478808	1	0	536755201	false	0	3
268478809	2	0	536756223	false	0	-1
268478810	1	0	536756223	false	0	-1
268478811	2	0	536756223	false	0	-1
268478812	1	0	536756223	false	0	-1
268478813	2	0	536756223	false	0	-1
268478814	1	0	536756223	false	0	-1
268478815	1	0	536755201	false	0	1
268478816	1	0	536755201	false	0	1
268478817	1	0	536755201	false	0	1
268478818	1	0	536755201	false	0	0
268478819	1	0	536755201	false	0	0
268478820	1	0	536755201	false	0	0
268478821	1	0	536755201	false	0	2
268478822	1	0	536755201	false	0	2
268478823	1	0	536755201	false	0	2
268478824	1	0	536755201	false	0	3
268478825	1	0	536755201	false	0	3
268478826	1	0	536755201	false	0	3
268478827	2	0	536756223	false	0	-1
268478828	1	0	536756223	false	0	-1
268478829	2	0	536756223	false	0	-1
268478830	1	0	536756223	false	0	-1
268478831	2	0	536756223	false	0	-1
268478832	1	0	536756223	false	0	-1
268478833	1	0	536755201	false	0	1
268478834	1	0	536755201	false	0	1
268478835	1	0	536755201	false	0	1
268478836	1	0	536755201	false	0	0
268478837	1	0	536755201	false	0	0
268478838	1	0	536755201	false	0	0
268478839	1	0	536755201	false	0	2
268478840	1	0	536755201	false	0	2
268478841	1	0	536755201	false	0	2
268478842	1	0	536755201	false	0	3
268478843	1	0	536755201	false	0	3
268478844	1	0	536755201	false	0	3
268478850	2	0	536756223	false	0	-1
268478851	1	0	536756223	false	0	-1
268478852	2	0	536756223	false	0	-1
268478853	1	0	536756223	false	0	-1
268478854	2	0	536756223	false	0	-1
268478855	1	0	536756223	false	0	-1
268478856	1	0	536755201	false	0	1
268478857	1	0	536755201	false	0	1
268478858	1	0	536755201	false	0	1
268478859	1	0	536755201	false	0	0
268478860	1	0	536755201	false	0	0
268478861	1	0	536755201	false	0	0
268478862	1	0	536755201	false	0	2
268478863	1	0	536755201	false	0	2
268478864	1	0	536755201	false	0	2
268478865	1	0	536755201	false	0	3
268478866	1	0	536755201	false	0	3
268478867	1	0	536755201	false	0	3
268480007	2	0	536756223	false	0	-1
268480008	1	0	536756223	false	0	-1
268481508	1	0	536756223	false	0	-1
268481579	1	0	536756223	false	0	-1
268481580	1	0	536756223	false	0	-1
268481581	1	0	536756223	false	0	-1
268481582	1	0	536756223	false	0	-1
268481583	1	0	536756223	false	0	-1
268484059	1	0	536756223	false	0	-1
268484060	1	0	536755201	false	0	1
268484061	1	0	536755201	false	0	0
268484062	1	0	536755201	false	0	2
268484063	1	0	536755201	false	0	3
268484064	1	0	536756223	false	0	-1
268484065	1	0	536755201	false	0	1
268484066	1	0	536755201	false	0	0
268484067	1	0	536755201	false	0	2
268484068	1	0	536755201	false	0	3
268484701	2	0	536756223	false	0	-1
268484702	1	0	536756223	false	0	-1
268485488	2	0	536755208	false	0	-1
268485490	2	0	536756223	false	0	-1
268485491	2	0	536756223	false	0	-1
268485492	2	0	536756223	false	0	-1
268485493	1	0	536756223	false	0	-1
268485494	1	0	536756223	false	0	-1
268485605	2	0	536756223	false	0	-1
268485606	1	0	536756223	false	0	-1
268485607	2	0	536756223	false	0	-1
268485608	1	0	536756223	false	0	-1
268485609	2	0	536756223	false	0	-1
268485610	1	0	536756223	false	0	-1
268485611	1	0	536755201	false	0	1
268485612	1	0	536755201	false	0	1
268485613	1	0	536755201	false	0	1
268485614	1	0	536755201	false	0	0
268485615	1	0	536755201	false	0	0
268485616	1	0	536755201	false	0	0
268485617	1	0	536755201	false	0	2
268485618	1	0	536755201	false	0	2
268485619	1	0	536755201	false	0	2
268485620	1	0	536755201	false	0	3
268485621	1	0	536755201	false	0	3
268485622	1	0	536755201	false	0	3
268485623	2	0	536756223	false	0	-1
268485624	1	0	536756223	false	0	-1
268485625	2	0	536756223	false	0	-1
268485626	1	0	536756223	false	0	-1
268485627	2	0	536756223	false	0	-1
268485628	1	0	536756223	false	0	-1
268485629	1	0	536755201	false	0	1
268485630	1	0	536755201	false	0	1
268485631	1	0	536755201	false	0	1
268485632	1	0	536755201	false	0	0
268485633	1	0	536755201	false	0	0
268485634	1	0	536755201	false	0	0
268485635	1	0	536755201	false	0	2
268485636	1	0	536755201	false	0	2
268485637	1	0	536755201	false	0	2
268485638	1	0	536755201	false	0	3
268485639	1	0	536755201	false	0	3
268485640	1	0	536755201	false	0	3
268485641	2	0	536756223	false	0	-1
268485642	1	0	536756223	false	0	-1
268485643	2	0	536756223	false	0	-1
268485644	1	0	536756223	false	0	-1
268485645	2	0	536756223	false	0	-1
268485646	1	0	536756223	false	0	-1
268485647	1	0	536755201	false	0	1
268485648	1	0	536755201	false	0	1
268485649	1	0	536755201	false	0	1
268485650	1	0	536755201	false	0	0
268485651	1	0	536755201	false	0	0
268485652	1	0	536755201	false	0	0
268485653	1	0	536755201	false	0	2
268485654	1	0	536755201	false	0	2
268485655	1	0	536755201	false	0	2
268485656	1	0	536755201	false	0	3
268485657	1	0	536755201	false	0	3
268485658	1	0	536755201	false	0	3
268485659	2	0	536756223	false	0	-1
268485660	1	0	536756223	false	0	-1
268485661	2	0	536756223	false	0	-1
268485662	1	0	536756223	false	0	-1
268485663	2	0	536756223	false	0	-1
268485664	1	0	536756223	false	0	-1
268485665	1	0	536755201	false	0	1
268485666	1	0	536755201	false	0	1
268485667	1	0	536755201	false	0	1
268485668	1	0	536755201	false	0	0
268485669	1	0	536755201	false	0	0
268485670	1	0	536755201	false	0	0
268485671	1	0	536755201	false	0	2
268485672	1	0	536755201	false	0	2
268485673	1	0	536755201	false	0	2
268485674	1	0	536755201	false	0	3
268485675	1	0	536755201	false	0	3
268485676	1	0	536755201	false	0	3
268485677	2	0	536756223	false	0	-1
268485678	1	0	536756223	false	0	-1
268485679	2	0	536756223	false	0	-1
268485680	1	0	536756223	false	0	-1
268485681	2	0	536756223	false	0	-1
268485682	1	0	536756223	false	0	-1
268485683	1	0	536755201	false	0	1
268485684	1	0	536755201	false	0	1
268485685	1	0	536755201	false	0	1
268485686	1	0	536755201	false	0	0
268485687	1	0	536755201	false	0	0
268485688	1	0	536755201	false	0	0
268485689	1	0	536755201	false	0	2
268485690	1	0	536755201	false	0	2
268485691	1	0	536755201	false	0	2
268485692	1	0	536755201	false	0	3
268485693	1	0	536755201	false	0	3
268485694	1	0	536755201	false	0	3
268485695	2	0	536756223	false	0	-1
268485696	1	0	536756223	false	0	-1
268485697	2	0	536756223	false	0	-1
268485698	1	0	536756223	false	0	-1
268485699	2	0	536756223	false	0	-1
268485700	1	0	536756223	false	0	-1
268485701	1	0	536755201	false	0	1
268485702	1	0	536755201	false	0	1
268485703	1	0	536755201	false	0	1
268485704	1	0	536755201	false	0	0
268485705	1	0	536755201	false	0	0
268485706	1	0	536755201	false	0	0
268485707	1	0	536755201	false	0	2
268485708	1	0	536755201	false	0	2
268485709	1	0	536755201	false	0	2
268485710	1	0	536755201	false	0	3
268485711	1	0	536755201	false	0	3
268485712	1	0	536755201	false	0	3
268485713	2	0	536756223	false	0	-1
268485714	1	0	536756223	false	0	-1
268485715	2	0	536756223	false	0	-1
268485716	1	0	536756223	false	0	-1
268485717	2	0	536756223	false	0	-1
268485718	1	0	536756223	false	0	-1
268485719	1	0	536755201	false	0	1
268485720	1	0	536755201	false	0	1
268485721	1	0	536755201	false	0	1
268485722	1	0	536755201	false	0	0
268485723	1	0	536755201	false	0	0
268485724	1	0	536755201	false	0	0
268485725	1	0	536755201	false	0	2
268485726	1	0	536755201	false	0	2
268485727	1	0	536755201	false	0	2
268485728	1	0	536755201	false	0	3
268485729	1	0	536755201	false	0	3
268485730	1	0	536755201	false	0	3
268487982	2	0	536756223	false	0	-1
268487986	2	0	536756223	false	0	-1
268487983	1	0	536756223	false	0	-1
268487990	1	0	536756223	false	0	-1
268488994	2	0	536756223	false	0	-1
268488995	2	0	536756223	false	0	-1
268488996	2	0	536756223	false	0	-1
268488997	2	0	536756223	false	0	-1
268488998	2	0	536756223	false	0	-1
268488999	2	0	536756223	false	0	-1
268489000	1	0	536756223	false	0	-1
268489001	1	0	536756223	false	0	-1
268489002	1	0	536756223	false	0	-1
268489003	1	0	536756223	false	0	-1
268489004	1	0	536756223	false	0	-1
268489005	1	0	536756223	false	0	-1
268489048	1	0	536755201	false	0	1
268489049	1	0	536755201	false	0	1
268489050	1	0	536755201	false	0	1
