ROWID	_NeedSetNum1|INTEGER	_State1|INTEGER	_State1Value|TEXT	_NeedSetNum2|INTEGER	_State2|INTEGER	_State2Value|TEXT	_NeedSetNum3|INTEGER	_State3|INTEGER	_State3Value|TEXT	_NeedSetNum4|INTEGER	_State4|INTEGER	_State4Value|TEXT	_NeedSetNum5|INTEGER	_State5|INTEGER	_State5Value|TEXT	_NeedSetNum6|INTEGER	_State6|INTEGER	_State6Value|TEXT	_NeedSetNum7|INTEGER	_State7|INTEGER	_State7Value|TEXT	_NeedSetNum8|INTEGER	_State8|INTEGER	_State8Value|TEXT	_NeedSetNum9|INTEGER	_State9|INTEGER	_State9Value|TEXT	_NeedSetNum10|INTEGER	_State10|INTEGER	_State10Value|TEXT	_NeedSetNum11|INTEGER	_State11|INTEGER	_State11Value|TEXT	_NeedSetNum12|INTEGER	_State12|INTEGER	_State12Value|TEXT	_NeedSkinSetNum|INTEGER	_SoundChangeWord|TEXT	_SkillID|INTEGER	_SkillLevel|INTEGER	_NeedCSSetNum|INTEGER	_TransformPartsNum|INTEGER	_TransformItemID|INTEGER
872415310	2	75	0.01501	2	76	0.015	4	0	20	4	1	20	4	2	20	4	3	20	4	20	0.01001	4	21	0.01001	4	22	0.01001	4	23	0.01001	0	0		0	0		0		0	0	0	0	0
872415311	4	50	0.02001	4	51	0.02001	4	52	0.02001	4	53	0.02001	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415312	2	25	2500	2	26	2500	2	0	60	2	1	60	2	2	60	2	3	60	2	62	0.05001	3	4	200	3	5	200	3	6	200	3	7	200	3	29	100	0		0	0	0	0	0
872415313	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	56	0.09001	7	57	0.09001	7	12	600	0	0		0	0		0	0		0		0	0	0	0	0
872415314	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.09001	7	55	0.09001	7	12	600	0	0		0	0		0	0		0		0	0	0	0	0
872415315	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.04001	7	55	0.04001	7	56	0.04001	7	57	0.04001	7	12	600	0	0		0		0	0	0	0	0
872415316	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	56	0.09001	7	57	0.09001	7	12	600	0	0		0	0		0	0		0		0	0	0	0	0
872415317	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.09001	7	55	0.09001	7	12	600	0	0		0	0		0	0		0		0	0	0	0	0
872415318	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.04001	7	55	0.04001	7	56	0.04001	7	57	0.04001	7	12	600	0	0		0		0	0	0	0	0
872415319	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	19	0.07501	7	12	600	0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415320	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	17	0.07501	7	12	600	0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415321	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	16	0.07501	7	12	600	0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415322	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	56	0.09001	7	57	0.09001	7	12	600	0	0		0	0		0	0		0		0	0	0	0	0
872415323	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.09001	7	55	0.09001	7	12	600	0	0		0	0		0	0		0		0	0	0	0	0
872415324	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.04001	7	55	0.04001	7	56	0.04001	7	57	0.04001	7	12	600	0	0		0		0	0	0	0	0
872415325	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	56	0.09001	7	57	0.09001	7	12	600	0	0		0	0		0	0		0		0	0	0	0	0
872415326	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.09001	7	55	0.09001	7	12	600	0	0		0	0		0	0		0		0	0	0	0	0
872415327	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.04001	7	55	0.04001	7	56	0.04001	7	57	0.04001	7	12	600	0	0		0		0	0	0	0	0
872415328	2	54	0.01001	2	55	0.01001	2	56	0.01001	2	57	0.01001	2	50	0.03001	2	51	0.03001	2	52	0.03001	2	53	0.03001	2	75	0.01001	2	76	0.01001	2	12	400	0	0		0		0	0	0	0	0
872415329	2	4	80	2	5	80	2	6	80	2	7	80	2	25	500	2	26	500	2	74	0.03001	0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415330	2	4	240	2	5	240	2	6	240	2	7	240	2	12	600	2	25	2500	2	26	2500	0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415331	3	75	0.03001	3	76	0.03001	5	54	0.03001	5	55	0.03001	5	56	0.03001	5	57	0.03001	7	50	0.02001	7	51	0.02001	7	52	0.02001	7	53	0.02001	0	0		0	0		0		0	0	0	0	0
872415337	3	75	0.02001	3	76	0.02001	5	54	0.02001	5	55	0.02001	5	56	0.02001	5	57	0.02001	7	50	0.01001	7	51	0.01001	7	52	0.01001	7	53	0.01001	7	62	0.05001	0	0		0		0	0	0	0	0
872415338	2	54	0.03001	2	55	0.03001	2	56	0.03001	2	57	0.03001	2	77	0.03001	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415339	2	0	100	2	1	100	2	2	100	2	3	100	3	4	200	3	5	200	3	6	200	3	7	200	3	12	200	7	0		0	0		0	0		0		0	0	0	0	0
872415340	3	75	0.02001	3	76	0.02001	5	54	0.02001	5	55	0.02001	5	56	0.02001	5	57	0.02001	7	50	0.01001	7	51	0.01001	7	52	0.01001	7	53	0.01001	7	62	0.05001	8	29	100	0		0	0	0	0	0
872415341	3	25	500	3	26	500	3	10	200	3	14	200	4	23	0.05001	4	54	0.04001	4	55	0.04001	4	12	500	0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415342	3	25	500	3	26	500	3	10	200	3	14	200	4	23	0.05001	4	56	0.04001	4	57	0.04001	4	12	500	0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415343	3	25	500	3	26	500	3	10	200	3	14	200	4	19	0.05001	4	16	0.05001	4	17	0.05001	0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415344	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	56	0.09001	7	57	0.09001	7	12	600	0	0		0	0		0	0		0		0	0	0	0	0
872415345	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.09001	7	55	0.09001	7	12	600	0	0		0	0		0	0		0		0	0	0	0	0
872415346	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.04001	7	55	0.04001	7	56	0.04001	7	57	0.04001	7	12	600	0	0		0		0	0	0	0	0
872415347	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	56	0.09001	7	57	0.09001	7	12	600	0	0		0	0		0	0		0		0	0	0	0	0
872415348	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.09001	7	55	0.09001	7	12	600	0	0		0	0		0	0		0		0	0	0	0	0
872415349	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.04001	7	55	0.04001	7	56	0.04001	7	57	0.04001	7	12	600	0	0		0		0	0	0	0	0
872415350	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	19	0.07501	7	12	600	0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415351	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	17	0.07501	7	12	600	0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415352	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	16	0.07501	7	12	600	0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415353	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	56	0.09001	7	57	0.09001	7	12	600	0	0		0	0		0	0		0		0	0	0	0	0
872415354	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.09001	7	55	0.09001	7	12	600	0	0		0	0		0	0		0		0	0	0	0	0
872415355	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.04001	7	55	0.04001	7	56	0.04001	7	57	0.04001	7	12	600	0	0		0		0	0	0	0	0
872415356	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	56	0.09001	7	57	0.09001	7	12	600	0	0		0	0		0	0		0		0	0	0	0	0
872415357	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.09001	7	55	0.09001	7	12	600	0	0		0	0		0	0		0		0	0	0	0	0
872415358	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.04001	7	55	0.04001	7	56	0.04001	7	57	0.04001	7	12	600	0	0		0		0	0	0	0	0
872415360	8	50	0.08001	8	51	0.08001	8	52	0.08001	8	53	0.08001	8	75	0.10001	8	54	0.08001	8	55	0.08001	8	56	0.08001	8	57	0.08001	8	0		0	0		0	0		0		0	0	0	0	0
872415361	2	4	250	2	5	250	2	6	250	2	7	250	2	19	0.06001	2	16	0.06001	2	17	0.06001	2	18	0.06001	2	12	600	0	0		0	0		0	0		0		0	0	0	0	0
872415362	2	4	200	2	5	200	2	6	200	2	7	200	2	16	0.06001	2	19	0.06001	2	17	0.06001	2	18	0.06001	2	12	600	0	0		0	0		0	0		0		0	0	0	0	0
872415363	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415364	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415365	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415366	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415367	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415368	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415369	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415370	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415371	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415372	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415373	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415374	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415375	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415376	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415377	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415378	2	58	0.02001	2	59	0.02001	3	75	0.04001	3	76	0.04001	4	12	450	4	53	0.02001	5	54	0.04001	5	55	0.04001	5	56	0.04001	5	57	0.04001	0	0		0	0		0		0	0	0	0	0
872415379	3	75	0.02001	3	76	0.02001	5	54	0.02001	5	55	0.02001	5	56	0.02001	5	57	0.02001	0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415380	2	4	240	2	5	240	2	6	240	2	7	240	2	12	600	2	25	2500	2	26	2500	0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415381	2	54	0.02001	2	55	0.02001	2	56	0.02001	2	57	0.02001	2	75	0.02001	2	76	0.02001	0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415382	3	75	0.03001	3	76	0.03001	5	54	0.03001	5	55	0.03001	5	56	0.03001	5	57	0.03001	7	50	0.02001	7	51	0.02001	7	52	0.02001	7	53	0.02001	0	0		0	0		0		0	0	0	0	0
872415384	3	54	0.09001	3	55	0.09001	3	56	0.05001	3	57	0.05001	3	75	0.04001	3	76	0.04001	3	12	500	3	27	20	4	4	40	4	5	40	4	6	40	4	7	40	0		0	0	0	0	0
872415385	3	54	0.05001	3	55	0.05001	3	56	0.09001	3	57	0.09001	3	75	0.04001	3	76	0.04001	3	12	500	3	27	20	4	4	40	4	5	40	4	6	40	4	7	40	0		0	0	0	0	0
872415386	3	54	0.07001	3	55	0.07001	3	56	0.07001	3	57	0.07001	3	75	0.04001	3	76	0.04001	3	12	500	3	27	20	4	4	40	4	5	40	4	6	40	4	7	40	0		0	0	0	0	0
872415387	3	54	0.09001	3	55	0.09001	3	56	0.05001	3	57	0.05001	3	75	0.04001	3	76	0.04001	3	12	500	3	27	20	4	4	40	4	5	40	4	6	40	4	7	40	0		0	0	0	0	0
872415388	3	54	0.05001	3	55	0.05001	3	56	0.09001	3	57	0.09001	3	75	0.04001	3	76	0.04001	3	12	500	3	27	20	4	4	40	4	5	40	4	6	40	4	7	40	0		0	0	0	0	0
872415389	3	54	0.07001	3	55	0.07001	3	56	0.07001	3	57	0.07001	3	75	0.04001	3	76	0.04001	3	12	500	3	27	20	4	4	40	4	5	40	4	6	40	4	7	40	0		0	0	0	0	0
872415390	3	56	0.05001	3	57	0.05001	3	19	0.07501	3	75	0.04001	3	76	0.04001	3	12	500	3	27	20	4	4	40	4	5	40	4	6	40	4	7	40	0	0		0		0	0	0	0	0
872415391	3	56	0.05001	3	57	0.05001	3	17	0.07501	3	75	0.04001	3	76	0.04001	3	12	500	3	27	20	4	4	40	4	5	40	4	6	40	4	7	40	0	0		0		0	0	0	0	0
872415392	3	56	0.05001	3	57	0.05001	3	16	0.07501	3	75	0.04001	3	76	0.04001	3	12	500	3	27	20	4	4	40	4	5	40	4	6	40	4	7	40	0	0		0		0	0	0	0	0
872415393	3	54	0.09001	3	55	0.09001	3	56	0.05001	3	57	0.05001	3	75	0.04001	3	76	0.04001	3	12	500	3	27	20	4	4	40	4	5	40	4	6	40	4	7	40	0		0	0	0	0	0
872415394	3	54	0.05001	3	55	0.05001	3	56	0.09001	3	57	0.09001	3	75	0.04001	3	76	0.04001	3	12	500	3	27	20	4	4	40	4	5	40	4	6	40	4	7	40	0		0	0	0	0	0
872415395	3	54	0.07001	3	55	0.07001	3	56	0.07001	3	57	0.07001	3	75	0.04001	3	76	0.04001	3	12	500	3	27	20	4	4	40	4	5	40	4	6	40	4	7	40	0		0	0	0	0	0
872415396	3	54	0.09001	3	55	0.09001	3	56	0.05001	3	57	0.05001	3	75	0.04001	3	76	0.04001	3	12	500	3	27	20	4	4	40	4	5	40	4	6	40	4	7	40	0		0	0	0	0	0
872415397	3	54	0.05001	3	55	0.05001	3	56	0.09001	3	57	0.09001	3	75	0.04001	3	76	0.04001	3	12	500	3	27	20	4	4	40	4	5	40	4	6	40	4	7	40	0		0	0	0	0	0
872415398	3	54	0.07001	3	55	0.07001	3	56	0.07001	3	57	0.07001	3	75	0.04001	3	76	0.04001	3	12	500	3	27	20	4	4	40	4	5	40	4	6	40	4	7	40	0		0	0	0	0	0
872415399	2	75	0.02001	2	76	0.02001	3	0	50	3	1	50	3	2	50	3	3	50	3	20	0.01001	3	21	0.01001	3	22	0.01001	3	23	0.01001	0	0		0	0		0		0	0	0	0	0
872415400	3	75	0.03001	3	76	0.03001	5	54	0.03001	5	55	0.03001	5	56	0.03001	5	57	0.03001	7	50	0.02001	7	51	0.02001	7	52	0.02001	7	53	0.02001	0	0		0	0		0		0	0	0	0	0
872415401	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.09001	7	55	0.09001	7	56	0.09001	7	57	0.09001	7	12	600	0	0		0		0	0	0	0	0
872415402	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.09001	7	55	0.09001	7	56	0.09001	7	57	0.09001	7	12	600	0	0		0		0	0	0	0	0
872415403	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	19	0.07501	7	16	0.07501	7	17	0.07501	7	12	600	0	0		0	0		0		0	0	0	0	0
872415404	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.09001	7	55	0.09001	7	56	0.09001	7	57	0.09001	7	12	600	0	0		0		0	0	0	0	0
872415405	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.09001	7	55	0.09001	7	56	0.09001	7	57	0.09001	7	12	600	0	0		0		0	0	0	0	0
872415406	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.09001	7	55	0.09001	7	56	0.09001	7	57	0.09001	7	12	600	0	0		0		0	0	0	0	0
872415407	2	25	2000	2	26	2000	2	62	0.05001	2	0	60	2	1	60	2	2	60	2	3	60	3	4	300	3	5	300	3	6	300	3	7	300	3	29	100	0		0	0	0	0	0
872415408	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415409	2	54	0.02001	2	55	0.02001	2	56	0.02001	2	57	0.02001	2	77	0.02001	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415410	5	25	500	5	26	500	5	10	200	5	14	200	7	23	0.05001	7	54	0.04001	7	55	0.04001	7	12	500	0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415411	5	25	500	5	26	500	5	10	200	5	14	200	7	23	0.05001	7	56	0.04001	7	57	0.04001	7	12	500	0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415412	5	25	500	5	26	500	5	10	200	5	14	200	7	19	0.05001	7	16	0.05001	7	17	0.05001	0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415413	5	25	500	5	26	500	5	10	200	5	14	200	7	19	0.05001	7	23	0.05001	7	12	500	0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415420	2	4	50	2	5	50	2	6	50	2	7	50	2	77	0.02001	2	10	100	2	14	100	2	12	100	0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415421	2	58	0.02001	2	59	0.02001	3	75	0.04001	3	76	0.04001	4	12	450	4	53	0.02001	5	54	0.04001	5	55	0.04001	5	56	0.04001	5	57	0.04001	7	74	0.15001	7	62	0.05001	0		0	0	0	0	0
872415422	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.09001	7	55	0.09001	7	56	0.09001	7	57	0.09001	7	12	600	0	0		0		0	0	0	0	0
872415423	3	75	0.02001	3	76	0.02001	5	54	0.02001	5	55	0.02001	5	56	0.02001	5	57	0.02001	7	0	20	7	1	20	7	2	20	7	3	20	0	0		0	0		0		0	0	0	0	0
872415424	2	19	0.02001	2	16	0.02001	2	17	0.02001	2	18	0.02001	2	25	1500	2	26	1500	2	62	0.05001	0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415425	5	25	500	5	26	500	5	10	200	5	14	200	7	23	0.05001	7	54	0.04001	7	55	0.04001	7	12	500	0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415432	5	25	500	5	26	500	5	10	200	5	14	200	7	23	0.05001	7	56	0.04001	7	57	0.04001	7	12	500	0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415433	5	25	500	5	26	500	5	10	200	5	14	200	7	19	0.05001	7	16	0.05001	7	17	0.05001	0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415434	5	25	500	5	26	500	5	10	200	5	14	200	7	19	0.05001	7	23	0.05001	7	12	500	0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415435	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.09001	7	55	0.09001	7	56	0.09001	7	57	0.09001	7	12	600	0	0		0		0	0	0	0	0
872415436	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.09001	7	55	0.09001	7	56	0.09001	7	57	0.09001	7	12	600	0	0		0		0	0	0	0	0
872415437	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	19	0.07501	7	16	0.07501	7	17	0.07501	7	12	600	0	0		0	0		0		0	0	0	0	0
872415438	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.09001	7	55	0.09001	7	56	0.09001	7	57	0.09001	7	12	600	0	0		0		0	0	0	0	0
872415439	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.09001	7	55	0.09001	7	56	0.09001	7	57	0.09001	7	12	600	0	0		0		0	0	0	0	0
872415440	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.09001	7	55	0.09001	7	56	0.09001	7	57	0.09001	7	12	600	0	0		0		0	0	0	0	0
872415446	2	64	0.01501	2	60	0.01501	2	62	0.01501	3	0	40	3	1	40	3	2	40	3	3	40	4	4	60	4	5	60	4	6	60	4	7	60	4	12	500	0		0	0	0	0	0
872415447	2	4	250	2	5	250	2	6	250	2	7	250	2	54	0.09001	2	55	0.09001	2	56	0.09001	2	57	0.09001	2	12	600	0	0		0	0		0	0		0		0	0	0	0	0
872415448	2	0	30	2	1	30	2	2	30	2	3	30	5	60	0.01501	5	64	0.01501	5	62	0.01501	8	4	80	8	5	80	8	6	80	8	7	80	8	12	500	0		0	0	0	0	0
872415449	2	54	0.06001	2	55	0.06001	2	56	0.06001	2	57	0.06001	2	0	90	2	1	90	2	2	90	2	3	90	2	12	900	0	0		0	0		0	0		0		0	0	0	0	0
872415450	3	75	0.02001	3	76	0.02001	5	54	0.02001	5	55	0.02001	5	56	0.02001	5	57	0.02001	7	0	20	7	1	20	7	2	20	7	3	20	0	0		0	0		0		0	0	0	0	0
872415452	2	25	150	2	54	0.02001	2	55	0.02001	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415453	2	26	150	2	16	0.02001	2	17	0.02001	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415455	3	75	0.02001	3	76	0.02001	5	54	0.02001	5	55	0.02001	5	56	0.02001	5	57	0.02001	0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415456	3	75	0.03001	3	76	0.03001	5	54	0.03001	5	55	0.03001	5	56	0.03001	5	57	0.03001	7	50	0.02001	7	51	0.02001	7	52	0.02001	7	53	0.02001	0	0		0	0		0		0	0	0	0	0
872415457	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.09001	7	55	0.09001	7	56	0.09001	7	57	0.09001	7	12	600	0	0		0		0	0	0	0	0
872415458	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.09001	7	55	0.09001	7	56	0.09001	7	57	0.09001	7	12	600	0	0		0		0	0	0	0	0
872415459	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	19	0.07501	7	16	0.07501	7	17	0.07501	7	12	600	0	0		0	0		0		0	0	0	0	0
872415460	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.09001	7	55	0.09001	7	56	0.09001	7	57	0.09001	7	12	600	0	0		0		0	0	0	0	0
872415461	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.09001	7	55	0.09001	7	56	0.09001	7	57	0.09001	7	12	600	0	0		0		0	0	0	0	0
872415462	3	75	0.04001	3	76	0.04001	5	4	40	5	5	40	5	6	40	5	7	40	7	54	0.09001	7	55	0.09001	7	56	0.09001	7	57	0.09001	7	12	600	0	0		0		0	0	0	0	0
872415463	5	25	500	5	26	500	5	10	200	5	14	200	7	23	0.05001	7	54	0.04001	7	55	0.04001	7	12	500	0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415464	5	25	500	5	26	500	5	10	200	5	14	200	7	23	0.05001	7	56	0.04001	7	57	0.04001	7	12	500	0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415465	5	25	500	5	26	500	5	10	200	5	14	200	7	19	0.05001	7	16	0.05001	7	17	0.05001	0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415466	5	25	500	5	26	500	5	10	200	5	14	200	7	19	0.05001	7	23	0.05001	7	12	500	0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415467	3	75	0.02001	3	76	0.02001	5	54	0.02001	5	55	0.02001	5	56	0.02001	5	57	0.02001	0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
872415469	2	54	0.01001	2	55	0.01001	2	56	0.01001	2	57	0.01001	2	0	10	2	1	10	2	2	10	2	3	10	2	74	0.05001	0	0		0	0		0	0		0		0	0	0	0	0
872415470	2	10	250	2	14	250	2	12	600	3	75	0.015	3	76	0.015	4	4	120	4	5	120	4	6	120	4	7	120	0	0		0	0		0	0		0		0	0	0	0	0
872415473	2	54	0.01001	2	55	0.01001	2	56	0.01001	2	57	0.01001	2	50	0.03001	2	51	0.03001	2	52	0.03001	2	53	0.03001	2	75	0.01001	2	76	0.01001	2	12	400	0	0		0		0	0	0	0	0
872415474	2	54	0.02001	2	55	0.02001	2	56	0.02001	2	57	0.02001	2	50	0.04001	2	51	0.04001	2	52	0.04001	2	53	0.04001	2	75	0.02001	2	76	0.02001	2	12	600	0	0		0		0	0	0	0	0
872415475	3	75	0.03001	3	76	0.03001	5	54	0.03001	5	55	0.03001	5	56	0.03001	5	57	0.03001	7	50	0.02001	7	51	0.02001	7	52	0.02001	7	53	0.02001	0	0		0	0		0		0	0	0	0	0
872415476	3	75	0.03001	3	76	0.03001	5	54	0.03001	5	55	0.03001	5	56	0.03001	5	57	0.03001	7	50	0.02001	7	51	0.02001	7	52	0.02001	7	53	0.02001	0	0		0	0		0		0	0	0	0	0
872415477	2	0	100	2	1	100	2	2	100	2	3	100	3	4	300	3	5	300	3	6	300	3	7	300	3	12	300	0	0		0	0		0	0		0		0	0	0	0	0
