ROWID	_PetLevelTypeID|INTEGER	_PetLevel|INTEGER	_PetExp|INTEGER	_State1|INTEGER	_State1_Min|TEXT	_State1_Max|TEXT	_State2|INTEGER	_State2_Min|TEXT	_State2_Max|TEXT	_State3|INTEGER	_State3_Min|TEXT	_State3_Max|TEXT	_State4|INTEGER	_State4_Min|TEXT	_State4_Max|TEXT	_State5|INTEGER	_State5_Min|TEXT	_State5_Max|TEXT	_State6|INTEGER	_State6_Min|TEXT	_State6_Max|TEXT	_State7|INTEGER	_State7_Min|TEXT	_State7_Max|TEXT	_State8|INTEGER	_State8_Min|TEXT	_State8_Max|TEXT	_State9|INTEGER	_State9_Min|TEXT	_State9_Max|TEXT	_State10|INTEGER	_State10_Min|TEXT	_State10_Max|TEXT	_VipExp|INTEGER
196	8	36	143793388	3	72	72	1	72	72	2	72	72	0	72	72	32	96	96	33	96	96	25	912	912	12	54	54	-1	0	0	-1	0	0	0
197	8	37	156014249	3	74	74	1	74	74	2	74	74	0	74	74	32	102	102	33	102	102	25	969	969	12	63	63	-1	0	0	-1	0	0	0
198	8	38	168911269	3	76	76	1	76	76	2	76	76	0	76	76	32	108	108	33	108	108	25	1026	1026	12	72	72	-1	0	0	-1	0	0	0
199	8	39	182502722	3	78	78	1	78	78	2	78	78	0	78	78	32	114	114	33	114	114	25	1083	1083	12	81	81	-1	0	0	-1	0	0	0
200	8	40	196806883	3	80	80	1	80	80	2	80	80	0	80	80	32	120	120	33	120	120	25	1140	1140	12	90	90	-1	0	0	-1	0	0	0
201	8	41	211842027	3	82	82	1	82	82	2	82	82	0	82	82	32	126	126	33	126	126	25	1197	1197	12	99	99	29	2	2	-1	0	0	0
202	8	42	227626428	3	84	84	1	84	84	2	84	84	0	84	84	32	132	132	33	132	132	25	1254	1254	12	108	108	29	4	4	-1	0	0	0
203	8	43	244178361	3	86	86	1	86	86	2	86	86	0	86	86	32	138	138	33	138	138	25	1311	1311	12	117	117	29	6	6	-1	0	0	0
204	8	44	261516100	3	88	88	1	88	88	2	88	88	0	88	88	32	144	144	33	144	144	25	1368	1368	12	126	126	29	8	8	-1	0	0	0
205	8	45	279657920	3	90	90	1	90	90	2	90	90	0	90	90	32	150	150	33	150	150	25	1425	1425	12	135	135	29	10	10	-1	0	0	0
206	8	46	298622095	3	92	92	1	92	92	2	92	92	0	92	92	32	156	156	33	156	156	25	1482	1482	12	144	144	29	12	12	-1	0	0	0
207	8	47	318426900	3	94	94	1	94	94	2	94	94	0	94	94	32	162	162	33	162	162	25	1539	1539	12	153	153	29	14	14	-1	0	0	0
208	8	48	339090610	3	96	96	1	96	96	2	96	96	0	96	96	32	168	168	33	168	168	25	1596	1596	12	162	162	29	16	16	-1	0	0	0
209	8	49	360631499	3	98	98	1	98	98	2	98	98	0	98	98	32	174	174	33	174	174	25	1653	1653	12	171	171	29	18	18	-1	0	0	0
210	8	50	383067842	3	100	100	1	100	100	2	100	100	0	100	100	32	180	180	33	180	180	25	1710	1710	12	180	180	29	20	20	-1	0	0	0
211	8	51	406417913	3	103	103	1	103	103	2	103	103	0	103	103	32	187	187	33	187	187	25	1769	1769	12	192	192	29	24	24	103	50	50	0
212	8	52	430699987	3	106	106	1	106	106	2	106	106	0	106	106	32	194	194	33	194	194	25	1828	1828	12	204	204	29	28	28	103	100	100	0
213	8	53	455932338	3	109	109	1	109	109	2	109	109	0	109	109	32	201	201	33	201	201	25	1887	1887	12	216	216	29	32	32	103	150	150	0
214	8	54	482133241	3	112	112	1	112	112	2	112	112	0	112	112	32	208	208	33	208	208	25	1946	1946	12	228	228	29	36	36	103	200	200	0
215	8	55	509320971	3	115	115	1	115	115	2	115	115	0	115	115	32	215	215	33	215	215	25	2005	2005	12	240	240	29	40	40	103	250	250	0
216	8	56	537513802	3	118	118	1	118	118	2	118	118	0	118	118	32	222	222	33	222	222	25	2064	2064	12	252	252	29	44	44	103	300	300	0
217	8	57	566730009	3	121	121	1	121	121	2	121	121	0	121	121	32	229	229	33	229	229	25	2123	2123	12	264	264	29	48	48	103	350	350	0
218	8	58	596987866	3	124	124	1	124	124	2	124	124	0	124	124	32	236	236	33	236	236	25	2182	2182	12	276	276	29	52	52	103	400	400	0
219	8	59	628305648	3	127	127	1	127	127	2	127	127	0	127	127	32	243	243	33	243	243	25	2241	2241	12	288	288	29	56	56	103	450	450	0
220	8	60	0	3	130	130	1	130	130	2	130	130	0	130	130	32	250	250	33	250	250	25	2300	2300	12	300	300	29	60	60	103	500	500	0
241	10	1	50000	101	0.01001	0.01001	102	0.01001	0.01001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
242	10	2	118275	101	0.01001	0.01001	102	0.01001	0.01001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
243	10	3	223099	101	0.01001	0.01001	102	0.01001	0.01001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
244	10	4	382747	101	0.01001	0.01001	102	0.01001	0.01001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
245	10	5	615493	101	0.01001	0.01001	102	0.01001	0.01001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
246	10	6	939612	101	0.01001	0.01001	102	0.01001	0.01001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
247	10	7	1373378	101	0.01001	0.01001	102	0.01001	0.01001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
248	10	8	1935066	101	0.01001	0.01001	102	0.01001	0.01001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
249	10	9	2642951	101	0.01001	0.01001	102	0.01001	0.01001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
250	10	10	3515307	101	0.02001	0.02001	102	0.02001	0.02001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
251	10	11	4570409	101	0.02001	0.02001	102	0.02001	0.02001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
252	10	12	5826531	101	0.02001	0.02001	102	0.02001	0.02001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
253	10	13	7301948	101	0.02001	0.02001	102	0.02001	0.02001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
254	10	14	9014934	101	0.02001	0.02001	102	0.02001	0.02001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
255	10	15	10983764	101	0.02001	0.02001	102	0.02001	0.02001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
256	10	16	13226712	101	0.02001	0.02001	102	0.02001	0.02001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
257	10	17	15762053	101	0.02001	0.02001	102	0.02001	0.02001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
258	10	18	18608062	101	0.02001	0.02001	102	0.02001	0.02001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
259	10	19	21783013	101	0.02001	0.02001	102	0.02001	0.02001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
260	10	20	25305181	101	0.03001	0.03001	102	0.03001	0.03001	75	0.01001	0.01001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
261	10	21	29192840	101	0.03001	0.03001	102	0.03001	0.03001	75	0.01001	0.01001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
262	10	22	33464265	101	0.03001	0.03001	102	0.03001	0.03001	75	0.01001	0.01001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
263	10	23	38137730	101	0.03001	0.03001	102	0.03001	0.03001	75	0.01001	0.01001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
264	10	24	43231510	101	0.03001	0.03001	102	0.03001	0.03001	75	0.01001	0.01001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
265	10	25	48763880	101	0.03001	0.03001	102	0.03001	0.03001	75	0.03001	0.03001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
266	10	26	54753114	101	0.03001	0.03001	102	0.03001	0.03001	75	0.03001	0.03001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
267	10	27	61217487	101	0.03001	0.03001	102	0.03001	0.03001	75	0.03001	0.03001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
268	10	28	68175273	101	0.03001	0.03001	102	0.03001	0.03001	75	0.03001	0.03001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
269	10	29	75644747	101	0.03001	0.03001	102	0.03001	0.03001	75	0.03001	0.03001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
270	10	30	83644183	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
271	10	31	92191856	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
272	10	32	101306041	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
273	10	33	111005012	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
274	10	34	121307044	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
275	10	35	132230411	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.01001	0.01001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
276	10	36	143793388	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.01001	0.01001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
277	10	37	156014249	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.01001	0.01001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
278	10	38	168911269	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.01001	0.01001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
279	10	39	182502722	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.01001	0.01001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
280	10	40	196806883	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.03001	0.03001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
281	10	41	211842027	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.03001	0.03001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
282	10	42	227626428	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.03001	0.03001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
283	10	43	244178361	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.03001	0.03001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
284	10	44	261516100	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.03001	0.03001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
285	10	45	279657920	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.07001	0.07001	104	0.01001	0.01001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
286	10	46	298622095	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.07001	0.07001	104	0.01001	0.01001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
287	10	47	318426900	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.07001	0.07001	104	0.01001	0.01001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
288	10	48	339090610	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.07001	0.07001	104	0.01001	0.01001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
289	10	49	360631499	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.07001	0.07001	104	0.01001	0.01001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
290	10	50	383067842	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.07001	0.07001	104	0.03001	0.03001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
291	10	51	406417913	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.07001	0.07001	104	0.03001	0.03001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
292	10	52	430699987	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.07001	0.07001	104	0.03001	0.03001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
293	10	53	455932338	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.07001	0.07001	104	0.03001	0.03001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
294	10	54	482133241	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.07001	0.07001	104	0.03001	0.03001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
295	10	55	509320971	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.07001	0.07001	104	0.07001	0.07001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
296	10	56	537513802	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.07001	0.07001	104	0.07001	0.07001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
297	10	57	566730009	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.07001	0.07001	104	0.07001	0.07001	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
298	10	58	596987866	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.07001	0.07001	104	0.07001	0.07001	29	100	100	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
299	10	59	628305648	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.07001	0.07001	104	0.07001	0.07001	29	200	200	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
300	10	60	0	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.07001	0.07001	104	0.07001	0.07001	29	300	300	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0
336	11	61	0	101	0.03001	0.03001	102	0.03001	0.03001	75	0.25001	0.25001	62	0.07001	0.07001	104	0.07001	0.07001	29	500	500	88	0.05001	0.05001	-1	0	0	-1	0	0	-1	0	0	0
337	12	61	0	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.07001	0.07001	104	0.07001	0.07001	29	500	500	88	0.15001	0.15001	-1	0	0	-1	0	0	-1	0	0	0
338	13	61	0	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.17001	0.17001	104	0.07001	0.07001	29	500	500	88	0.05001	0.05001	-1	0	0	-1	0	0	-1	0	0	0
339	14	61	0	101	0.13001	0.13001	102	0.13001	0.13001	75	0.05001	0.05001	62	0.07001	0.07001	104	0.07001	0.07001	29	500	500	88	0.05001	0.05001	-1	0	0	-1	0	0	-1	0	0	0
340	15	61	0	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.07001	0.07001	104	0.07001	0.07001	29	500	500	88	0.05001	0.05001	103	450000	450000	-1	0	0	-1	0	0	0
341	16	61	0	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.07001	0.07001	104	0.07001	0.07001	29	500	500	88	0.05001	0.05001	32	300000	300000	33	300000	300000	-1	0	0	0
342	17	61	0	101	0.03001	0.03001	102	0.03001	0.03001	75	0.05001	0.05001	62	0.07001	0.07001	104	0.07001	0.07001	29	500	500	88	0.05001	0.05001	9	30000	30000	-1	0	0	-1	0	0	0
