ROWID	_MailType|INTEGER	_MailSender|INTEGER	_MailTitle|INTEGER	_MailText|INTEGER	_MailPresentItem1|INTEGER	_Count1|INTEGER	_MailPresentItem2|INTEGER	_Count2|INTEGER	_MailPresentItem3|INTEGER	_Count3|INTEGER	_MailPresentItem4|INTEGER	_Count4|INTEGER	_MailPresentItem5|INTEGER	_Count5|INTEGER	_MailPresentMoney|INTEGER	_IsCash|BOOLEAN	_KeepBoxReceive|INTEGER	_KeepBoxType|INTEGER	_KeepBoxLevelMin|INTEGER	_KeepBoxLevelMax|INTEGER	_KeepBoxClass|INTEGER	_MailTab|INTEGER
4948	3	1000009487	8593	1000109724	268476902	1	268476903	1	268476904	1	268476905	1	0	0	0	false	0	0	0	0	0	4
4949	3	1000009487	8593	1000109724	268480058	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4950	3	1000009487	8593	1000109724	268480058	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4951	3	1000009487	8593	1000109724	268480055	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4952	3	1000009487	8593	1000109724	268480064	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4953	3	1000009487	8593	1000109724	268480064	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4954	3	1000009487	8593	1000109724	268480064	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4955	3	1000009487	8593	1000109724	268480058	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4956	3	1000009487	8593	1000109724	268480058	1	348334081	1	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4957	3	1000009487	8593	1000109724	268480064	1	268436515	100	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4958	3	1000009487	8593	1000109724	268480064	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4959	3	1000009487	8593	1000109724	268480055	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4960	3	1000009487	8593	1000109724	268480060	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4961	3	1000009487	8593	1000109724	268480055	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4962	3	1000009487	8593	1000109724	536878984	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4963	3	1000009487	8593	1000109724	536878985	10	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4964	3	1000009487	8593	1000109724	268480060	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4965	3	1000009487	8593	1000109724	805310362	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4966	3	1000009487	8593	1000109724	268476981	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4972	3	1000009487	1000074490	1000149654	805311923	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4973	3	1000009487	1000074490	1000149655	805311924	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4974	3	1000009487	1000074490	1000149656	805311925	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4975	3	1000009487	1000074490	1000149657	805311926	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4976	3	1000009487	1000074490	1000149658	805311927	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4977	3	1000009487	1000074490	1000149659	805311928	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4978	3	1000009487	1000074490	1000149660	805311929	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4979	3	1000009487	1000074490	1000149661	805311930	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4980	3	1000009487	1000074490	1000149662	805311932	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4981	3	1000009487	1000074490	1000149663	805311933	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4982	3	1000009487	1000074490	1000149664	805311934	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4983	3	1000009487	1000074490	1000149665	805311935	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
4984	11	1000149781	1000149704	1000149705	400660	1	805311911	1	268483044	20	0	0	0	0	0	false	1	0	0	0	0	4
4985	11	1000149781	1000149704	1000149705	400661	1	805311912	1	268483044	20	0	0	0	0	0	false	1	0	0	0	0	4
4986	11	1000149781	1000149704	1000149705	400662	1	805311913	1	268483044	20	0	0	0	0	0	false	1	0	0	0	0	4
5002	3	1000009487	1000074490	1000150201	536876534	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5003	3	1000009487	1000074490	1000150202	536880425	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5004	11	1000036421	1000128066	1000129149	536880427	1	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5005	11	1000036421	1000128066	1000129149	536880428	1	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5006	11	1000036421	1000128066	1000129149	536880429	1	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5007	11	1000036421	1000128066	1000129149	536880430	1	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5008	11	1000036421	1000128066	1000129149	536880431	1	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5009	11	1000036421	1000128066	1000129149	536880439	1	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5011	3	1000009487	1000074490	1000150479	805310129	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5012	3	1000009487	1000074490	1000150480	536880452	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5038	11	1000036421	1000128066	1000129149	536880508	1	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5039	11	1000036421	1000128066	1000129149	536880509	1	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5040	11	1000036421	1000128066	1000129149	536880510	1	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5041	11	1000036421	1000128066	1000129149	536880511	1	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5042	11	1000036421	1000128066	1000129149	536880512	1	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5043	11	1000036421	1000128066	1000129149	536880513	1	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5088	11	1000036421	1000128066	1000129149	268484469	1	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5089	11	1000036421	1000128066	1000129149	268484470	1	268477490	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5090	11	1000036421	1000128066	1000129149	268484471	1	268477490	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5091	11	1000036421	1000128066	1000129149	268484472	1	268477490	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5092	11	1000036421	1000128066	1000129149	268484473	1	268477490	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5093	11	1000036421	1000128066	1000129149	268484474	1	268477490	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5094	11	1000036421	1000128066	1000129149	536880571	1	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5095	3	1000152503	1000152504	1000176636	268480057	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5096	3	1000152503	1000152505	1000151910	268480057	1	268476996	1	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5097	3	1000152503	1000152506	1000152744	268480057	1	536881204	1	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5098	3	1000152503	1000152507	1000152745	268480057	1	536880288	5	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5099	3	1000152503	1000152508	1000163280	268480057	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5100	3	1000152503	1000152509	1000163281	268480057	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5101	3	1000152503	1000152510	1000163806	268480057	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5102	3	1000152503	1000152511	1000163998	268480057	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5103	3	1000152503	1000152512	1000152604	268480057	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5104	3	1000152503	1000152513	1000152747	268480057	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5105	3	1000152503	1000152514	1000152320	268480057	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5106	3	1000152503	1000152515	1000152769	268480057	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5107	3	1000152503	1000152516	1000151932	268480057	1	268476996	1	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5108	3	1000152503	1000152517	1000151931	268480058	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5109	3	1000152503	1000152518	1000151953	268480058	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5110	3	1000152503	1000152519	1000151954	268480058	1	348334081	1	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5111	3	1000152503	1000152520	1000151955	268480058	1	268436515	100	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5112	3	1000152503	1000152521	1000151956	268480058	1	268436515	100	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5113	3	1000152503	1000152522	1000152321	268480058	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5114	3	1000152503	1000152523	1000152757	268480058	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5115	3	1000152503	1000152524	1000152758	268480058	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5116	3	1000152503	1000152525	1000151960	268480058	1	268476996	1	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5117	3	1000152503	1000152526	1000151961	268480058	1	268476996	1	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5118	3	1000152503	1000152527	1000163284	268480058	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5119	3	1000152503	1000152528	1000163285	268480058	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5120	3	1000152503	1000152529	1000151937	268480058	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5121	3	1000152503	1000152530	1000151937	268480058	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5122	3	1000152503	1000152531	1000152771	268480058	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5123	3	1000152503	1000152532	1000168475	268484478	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5124	3	1000152503	1000152533	1000151964	268484478	1	805308199	10	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5125	3	1000152503	1000152534	1000151965	268484478	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5126	3	1000152503	1000152535	1000152760	268484478	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5127	3	1000152503	1000152536	1000151939	268484478	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5128	3	1000152503	1000152537	1000152761	268484478	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5129	3	1000152503	1000152538	1000151972	268484478	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5130	3	1000152503	1000152539	1000161216	268484478	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5131	3	1000152503	1000152540	1000164063	268484478	1	268476323	10	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5132	3	1000152503	1000152541	1000151975	268484478	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5133	3	1000152503	1000152542	1000155922	268484478	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5134	3	1000152503	1000152543	1000151978	268484478	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5135	3	1000152503	1000152544	1000151979	268484478	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5136	3	1000152503	1000152545	1000151980	268484478	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5137	3	1000152503	1000152546	1000151981	268480060	1	536879720	1	536879718	1	805312149	1	0	0	0	false	0	0	0	0	0	4
5138	3	1000152503	1000152547	1000152764	268480060	1	268475988	1	268484464	1	0	0	0	0	0	false	0	0	0	0	0	4
5139	3	1000152503	1000152548	1000152422	268480060	1	268475990	1	268484465	1	0	0	0	0	0	false	0	0	0	0	0	4
5140	3	1000152503	1000152549	1000151983	268480060	1	268475992	1	268484467	1	0	0	0	0	0	false	0	0	0	0	0	4
5141	3	1000152503	1000152550	1000151984	268480060	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5142	3	1000152503	1000152551	1000151985	268480060	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5143	3	1000152503	1000152552	1000163296	268480060	1	268475991	1	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5144	3	1000152503	1000152553	1000151908	268480060	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5145	3	1000152503	1000152554	1000176638	268480060	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5146	3	1000152503	1000152555	1000151988	268480060	1	268475989	1	268484466	1	0	0	0	0	0	false	0	0	0	0	0	4
5147	3	1000152503	1000152556	1000176639	268480060	1	536878002	500	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5148	3	1000152503	1000152557	1000151990	268480060	1	536878002	500	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5149	3	1000152503	1000152558	1000151991	268480060	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5150	3	1000152503	1000152559	1000152024	268480060	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5151	3	1000152503	1000152560	1000152327	268480060	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5152	3	1000152503	1000152561	1000176640	268480060	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5153	3	1000152503	1000152562	1000163288	268480062	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5154	3	1000152503	1000152563	1000163287	268480062	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5155	3	1000152503	1000152564	1000163289	268480062	1	536881435	1	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5156	3	1000152503	1000152565	1000151994	268480062	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5157	3	1000152503	1000152566	1000159773	268480062	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5158	3	1000152503	1000152567	1000152331	268480062	1	268476995	1	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5159	3	1000152503	1000152568	1000152332	268480062	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5160	3	1000152503	1000152569	1000152000	268480062	1	536878046	1	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5161	3	1000152503	1000152570	1000152001	268480062	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5162	3	1000152503	1000152571	1000152002	268480062	1	536878044	1	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5163	3	1000152503	1000152572	1000152003	268480062	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5164	3	1000152503	1000155927	1000169686	268480062	1	536878045	1	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5165	3	1000152503	1000152574	1000152005	268480062	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5166	3	1000152503	1000152575	1000152006	268480062	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5167	3	1000152503	1000152576	1000152007	268480062	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5168	3	1000152503	1000152577	1000152007	268480062	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5169	3	1000152503	1000152578	1000163291	268480062	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5170	3	1000152503	1000152579	1000152009	268480062	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5171	3	1000152503	1000152580	1000152011	268480062	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5172	3	1000152503	1000152581	1000152423	268480064	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5173	3	1000152503	1000152582	1000163292	268480064	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5174	3	1000152503	1000152583	1000151941	268480064	1	268477025	1	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5175	3	1000152503	1000152584	1000151942	268480064	1	268470182	1	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5176	3	1000152503	1000152585	1000176643	268480064	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5177	3	1000152503	1000152586	1000176644	268480066	1	536878984	1	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5178	3	1000152503	1000152587	1000152018	268480066	1	536878985	1	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5179	3	1000152503	1000152588	1000152019	268480066	1	268476902	1	268476903	1	268476904	1	268476905	1	0	false	0	0	0	0	0	4
5180	3	1000152503	1000152589	1000163808	268480066	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5181	3	1000152503	1000152590	1000152021	268480066	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5182	3	1000152503	1000152591	1000151943	268480066	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5183	3	1000152503	1000152592	1000176645	268480066	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5184	3	1000152503	1000152593	1000176646	268480066	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5185	3	1000152503	1000152594	1000153773	268480066	1	268476981	1	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5186	3	1000152503	1000152595	1000151946	268480058	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5187	3	1000152503	1000152596	1000176647	268480058	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5188	3	1000152503	1000152597	1000152424	268480066	1	268476736	1	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5189	3	1000152503	1000152598	1000152425	268480066	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5190	3	1000152503	1000152599	1000152027	268480058	1	536878079	1	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5191	3	1000152503	1000152600	1000152028	268480058	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5192	3	1000152503	1000152601	1000152032	268480058	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5193	3	1000152503	1000152602	1000152335	268480066	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5194	3	1000152503	1000152603	1000163294	268480058	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5195	3	1000152503	1000152766	1000152765	268480058	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5208	11	1000036421	1000128066	1000129149	536880654	1	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5209	11	1000036421	1000128066	1000129149	536880655	1	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5210	11	1000036421	1000128066	1000129149	536880656	1	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5211	11	1000036421	1000128066	1000129149	536880657	1	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5212	11	1000036421	1000128066	1000129149	536880658	1	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5213	11	1000036421	1000128066	1000129149	536880659	1	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5214	11	1000036421	1000128066	1000129149	536880648	1	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5215	11	1000036421	1000128066	1000129149	536880649	1	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5216	11	1000036421	1000128066	1000129149	536880650	1	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5217	11	1000036421	1000128066	1000129149	536880651	1	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5218	11	1000036421	1000128066	1000129149	536880652	1	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5219	11	1000036421	1000128066	1000129149	536880653	1	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5222	11	1000036421	1000128066	1000129149	268480075	1	536880673	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5223	11	1000036421	1000128066	1000129149	268480073	1	536880673	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5224	11	1000036421	1000128066	1000129149	268484685	1	536880673	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5225	11	1000036421	1000128066	1000129149	268484690	1	536880672	1	268484701	1	0	0	0	0	0	false	1	0	0	0	0	4
5226	11	1000036421	1000128066	1000129149	268484693	1	536880672	1	268484701	1	0	0	0	0	0	false	1	0	0	0	0	4
5227	11	1000036421	1000128066	1000129149	268484694	1	536880672	1	268484701	2	268484706	1	0	0	0	false	1	0	0	0	0	4
5228	11	1000036421	1000128066	1000129149	268484686	1	536880672	1	268484701	1	0	0	0	0	0	false	1	0	0	0	0	4
5229	11	1000036421	1000128066	1000129149	268484691	1	536880672	1	268484701	2	268484705	1	0	0	0	false	1	0	0	0	0	4
5230	11	1000036421	1000128066	1000129149	268484692	1	536880672	2	268484702	2	268484703	1	0	0	0	false	1	0	0	0	0	4
5231	11	1000036421	1000128066	1000129149	268480077	1	536880672	2	268484702	2	268484704	1	0	0	0	false	1	0	0	0	0	4
5232	11	1000036421	1000128066	1000129149	268484687	1	536880672	10	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5233	11	1000036421	1000128066	1000129149	268484693	1	536880674	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5234	11	1000036421	1000128066	1000129149	268484687	1	536880672	10	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5235	11	1000036421	1000128066	1000129149	268484697	1	536880675	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5236	11	1000036421	1000128066	1000129149	268484698	1	536880676	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5237	11	1000036421	1000128066	1000129149	268484688	1	536880672	10	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5238	11	1000036421	1000128066	1000129149	268484700	1	536880677	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5239	11	1000036421	1000128066	1000129149	268484689	1	536880672	10	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5240	11	1000036421	1000128066	1000129149	268484681	1	536880678	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5241	11	1000036421	1000128066	1000129149	268484687	1	536880672	10	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5242	11	1000036421	1000128066	1000129149	268484699	1	536880679	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5243	11	1000036421	1000128066	1000129149	268484687	1	536880672	10	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5244	11	1000036421	1000128066	1000129149	268484695	1	536880672	10	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5245	11	1000036421	1000128066	1000129149	268484696	1	536877972	12	536880680	1	0	0	0	0	0	false	1	0	0	0	0	4
5246	11	1000036421	1000128066	1000129149	536880682	1	536880684	1	268477903	1	268477900	1	1073879322	2	0	false	1	0	0	0	0	4
5247	11	1000036421	1000128066	1000129149	536880681	7	536880146	8	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5248	11	1000036421	1000128066	1000129149	536880694	1	536880699	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5249	11	1000036421	1000128066	1000129149	536880695	1	536880700	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5250	11	1000036421	1000128066	1000129149	536880696	1	536880701	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5251	11	1000036421	1000128066	1000129149	536880697	1	536880702	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5252	11	1000036421	1000128066	1000129149	536880698	1	536880703	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5253	11	1000036421	1000128066	1000129149	536880704	1	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5254	11	1000036421	1000128066	1000129149	536880705	1	536880708	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5255	11	1000036421	1000128066	1000129149	536880706	1	536880709	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5256	11	1000036421	1000128066	1000129149	536880707	1	536880710	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5257	25	1000079743	1000079744	1000079745	268466749	5000	536875334	1	805309086	1	0	0	0	0	0	false	1	0	0	0	0	4
5258	25	1000079743	1000079744	1000079746	268466749	2500	536875334	1	805309087	1	0	0	0	0	0	false	1	0	0	0	0	4
5259	25	1000079743	1000079744	1000079747	268466749	1000	536875334	1	805309088	1	0	0	0	0	0	false	1	0	0	0	0	4
5260	25	1000079743	1000079744	1000079748	268466749	500	536875334	1	805309089	1	0	0	0	0	0	false	1	0	0	0	0	4
5261	25	1000079743	1000079744	1000079749	268466749	250	536875334	1	805309089	1	0	0	0	0	0	false	1	0	0	0	0	4
5262	3	1000152503	1000154568	1000154567	268480062	1	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	4
5287	11	1000036421	1000128066	1000129149	268477490	1	838861816	500	268477145	20	0	0	0	0	0	false	1	0	0	0	0	4
5288	11	1000036421	1000128066	1000129149	268477490	1	838861816	500	268477145	20	0	0	0	0	0	false	1	0	0	0	0	4
5289	11	1000036421	1000128066	1000129149	268477490	1	838861816	500	268477145	20	0	0	0	0	0	false	1	0	0	0	0	4
5290	11	1000036421	1000128066	1000129149	268477490	1	838861816	500	268477145	20	0	0	0	0	0	false	1	0	0	0	0	4
5296	11	1000036421	1000128066	1000129149	536880770	1	268470129	5	268470124	5	536880146	1	0	0	0	false	1	0	0	0	0	4
5297	11	1000036421	1000128066	1000129149	536880771	1	268477145	50	536880681	7	536880146	2	0	0	0	false	1	0	0	0	0	4
5298	11	1000036421	1000128066	1000129149	536880682	1	268477903	1	268477900	1	1073879322	2	536880772	1	0	false	1	0	0	0	0	4
5299	11	1000036421	1000155804	1000155805	805311911	1	400660	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5300	11	1000036421	1000155804	1000155805	805311912	1	400661	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5301	11	1000036421	1000155804	1000155805	805311913	1	400662	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5302	3	1000147794	1000147795	1000148055	268477114	1	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5303	3	1000147794	1000147795	1000148056	268477205	1	536880782	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5304	3	1000147794	1000147795	1000148057	268477196	1	536880783	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5305	3	1000147794	1000147795	1000148058	268477214	1	536880784	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5306	3	1000147794	1000147795	1000148059	268478304	1	536880785	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5307	3	1000147794	1000147795	1000159750	268478095	1	536880786	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5308	3	1000147794	1000147795	1000159751	268479986	1	536880787	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5309	3	1000147794	1000147795	1000159752	268484351	1	536880788	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5310	3	1000147794	1000147795	1000159753	268479789	1	536880789	1	0	0	0	0	0	0	0	false	1	0	0	0	0	4
5311	3	1000147794	1000147795	1000159754	268479790	1	536880790	1	268483044	5	0	0	0	0	0	false	1	0	0	0	0	4
