ROWID	_NameID|INTEGER	_FunctionDescriptionID|INTEGER	_ActorIndex|INTEGER	_TalkFile|TEXT	_ScriptFile|TEXT	_Param1|INTEGER	_Param2|INTEGER	_Quest1|INTEGER	_Quest2|INTEGER	_Quest3|INTEGER	_Quest4|INTEGER	_Quest5|INTEGER	_Quest6|INTEGER	_Quest7|INTEGER	_Quest8|INTEGER	_Quest9|INTEGER	_Quest10|INTEGER	_Quest11|INTEGER	_Quest12|INTEGER	_Quest13|INTEGER	_Quest14|INTEGER	_Quest15|INTEGER	_Quest16|INTEGER	_Quest17|INTEGER	_Quest18|INTEGER	_Quest19|INTEGER	_Quest20|INTEGER	_Quest21|INTEGER	_Quest22|INTEGER	_Quest23|INTEGER	_Quest24|INTEGER	_Quest25|INTEGER	_Quest26|INTEGER	_Quest27|INTEGER	_Quest28|INTEGER	_Quest29|INTEGER	_Quest30|INTEGER	_Quest31|INTEGER	_Quest32|INTEGER	_Quest33|INTEGER	_Quest34|INTEGER	_Quest35|INTEGER	_Quest36|INTEGER	_Quest37|INTEGER	_Quest38|INTEGER	_Quest39|INTEGER	_Quest40|INTEGER	_Quest41|INTEGER	_Quest42|INTEGER	_Quest43|INTEGER	_Quest44|INTEGER	_Quest45|INTEGER	_Quest46|INTEGER	_Quest47|INTEGER	_Quest48|INTEGER	_Quest49|INTEGER	_Quest50|INTEGER	_QuestUnmarked|TEXT	_Weapon1Index|INTEGER	_Weapon2Index|INTEGER	_NpcJobIndex|INTEGER	_BeginTalk1|INTEGER	_BeginTalk2|INTEGER	_BeginTalk3|INTEGER	_BeginTalk4|INTEGER	_FinishTalk1|INTEGER	_FinishTalk2|INTEGER	_FinishTalk3|INTEGER	_FinishTalk4|INTEGER	_OpenShop1|TEXT	_OpenShop2|TEXT	_OpenShop3|TEXT	_OpenShop4|TEXT	_CloseShop1|TEXT	_CloseShop2|TEXT	_CloseShop3|TEXT	_CloseShop4|TEXT	_SizeMin|FLOAT	_SizeMax|FLOAT	_MapIndex|TEXT	_ShopIcon|BOOLEAN	_MinimapShow|BOOLEAN
498	1000007515	0	1128	n498_slave_david.xml	n498_slave_david.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
499	0	0	1562	n499_sidel.xml	n499_sidel.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
500	1000025137	0	1511	n500_cataract_warp.xml	n500_cataract_warp.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
501	1000000390	0	1137			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		79	0	0	11970	12052	12138	12211	12680	12443	12532	12601									1.0	1.0		false	true
502	1000000365	0	1160			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11947	12006	12114	12247	12661	12402	12570	0									1.0	1.0		false	true
503	0	0	1163	n503_worldmap_market.xml	n503_worldmap_market.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
504	0	0	1165			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
505	0	0	1521			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		49	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
506	0	0	1522			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		49	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
507	0	0	1523			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		49	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
508	0	0	1524			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
509	0	0	1551			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
510	0	0	1553			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
511	0	0	1559			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
512	0	0	1560			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
513	0	0	1566			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
514	1000019802	0	70016	n514_cian.xml	n514_cian.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11982	0	0	0	0	0	0	0									1.0	1.0		false	true
515	1000019801	0	70017	n515_edan.xml	n515_edan.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11981	0	0	0	0	0	0	0									1.0	1.0		false	true
516	1000019804	0	70015	n516_angelica.xml	n516_angelica.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11984	0	0	0	0	0	0	0									1.0	1.0		false	true
517	1000019803	0	70018	n517_triana.xml	n517_triana.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11983	0	0	0	0	0	0	0									1.0	1.0		false	true
518	1000019802	0	70016	n518_cian.xml	n518_cian.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11982	0	0	0	0	0	0	0									1.0	1.0		false	true
519	1000019802	0	70016	n519_cian.xml	n519_cian.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11982	0	0	0	0	0	0	0									1.0	1.0		false	true
520	1000019804	0	70015	n520_angelica.xml	n520_angelica.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11984	0	0	0	0	0	0	0									1.0	1.0		false	true
521	1000000365	0	1009	n521_velskud.xml	n521_velskud.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11947	12006	12114	0	12661	12402	12508	0									1.0	1.0		false	true
522	1000000365	0	1569	n522_velskud.xml	n522_velskud.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11947	12006	12114	12247	12661	12402	0	0									1.0	1.0		false	true
523	1000000365	0	1569	n523_velskud.xml	n523_velskud.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11947	12006	0	0	12661	12402	0	0									1.0	1.0		false	true
524	1000019802	0	70016	n524_cian.xml	n524_cian.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11982	0	0	0	0	0	0	0									1.0	1.0		false	true
525	1000019801	0	70017	n525_edan.xml	n525_edan.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11981	0	0	0	0	0	0	0									1.0	1.0		false	true
526	1000019803	0	70018	n526_triana.xml	n526_triana.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11983	0	0	0	0	0	0	0									1.0	1.0		false	true
527	1000019804	0	70015	n527_angelica.xml	n527_angelica.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11984	0	0	0	0	0	0	0									1.0	1.0		false	true
528	1000030843	0	1573	n528_acamedic_jasmin.xml	n528_acamedic_jasmin.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
529	1000000365	0	1144	n529_velskud.xml	n529_velskud.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	12217	12145	12449	0	11907	12607	0	0									1.0	1.0		false	true
530	0	0	1174	n530_sleeping_rose.xml	n530_sleeping_rose.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	24238	24239	24240	24244									1.0	1.0		false	true
531	1000000392	0	1038	n531_bishop_ignasio.xml	n531_bishop_ignasio.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
532	0	0	1574	n532_rambert.xml	n532_rambert.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
533	1000019803	0	70018	n533_triana.xml	n533_triana.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11983	0	0	0	0	0	0	0									1.0	1.0		false	true
534	1000019801	0	70017	n534_edan.xml	n534_edan.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11981	0	0	0	0	0	0	0									1.0	1.0		false	true
535	1000019804	0	70015	n535_angelica.xml	n535_angelica.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11984	0	0	0	0	0	0	0									1.0	1.0		false	true
536	1000019804	0	70015	n536_angelica.xml	n536_angelica.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11984	0	0	0	0	0	0	0									1.0	1.0		false	true
537	1000000489	0	1105	n537_cleric_jake.xml	n537_cleric_jake.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11962	12050	0	0	12678	0	0	0									1.0	1.0		false	true
538	1000019801	0	70017	n538_edan.xml	n538_edan.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11981	0	0	0	0	0	0	0									1.0	1.0		false	true
539	1000019804	0	70015	n539_angelica.xml	n539_angelica.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11984	0	0	0	0	0	0	0									1.0	1.0		false	true
540	1000019801	0	70017	n540_edan.xml	n540_edan.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11981	0	0	0	0	0	0	0									1.0	1.0		false	true
541	1000019804	0	70015	n541_angelica.xml	n541_angelica.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11984	0	0	0	0	0	0	0									1.0	1.0		false	true
542	1000019801	0	70017	n542_edan.xml	n542_edan.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11981	0	0	0	0	0	0	0									1.0	1.0		false	true
543	1000019804	0	70015	n543_angelica.xml	n543_angelica.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11984	0	0	0	0	0	0	0									1.0	1.0		false	true
544	1000019801	0	70017	n544_edan.xml	n544_edan.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11981	0	0	0	0	0	0	0									1.0	1.0		false	true
545	1000019801	0	70017	n545_edan.xml	n545_edan.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11981	0	0	0	0	0	0	0									1.0	1.0		false	true
546	1000000365	0	1009	n546_velskud.xml	n546_velskud.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11835	0	0	0	0	0	0	0									1.0	1.0		false	true
547	1000019802	0	70016	n547_cian.xml	n547_cian.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11982	0	0	0	0	0	0	0									1.0	1.0		false	true
548	1000019801	0	70017	n548_edan.xml	n548_edan.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11981	0	0	0	0	0	0	0									1.0	1.0		false	true
549	1000019803	0	70018	n549_triana.xml	n549_triana.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11983	0	0	0	0	0	0	0									1.0	1.0		false	true
550	1000019804	0	70015	n550_angelica.xml	n550_angelica.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11984	0	0	0	0	0	0	0									1.0	1.0		false	true
551	1000019802	0	70016	n551_cian.xml	n551_cian.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11982	0	0	0	0	0	0	0									1.0	1.0		false	true
552	1000037071	0	1115	n552_darkelf_elena.xml	n552_darkelf_elena.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
553	1000019802	0	70016	n553_cian.xml	n553_cian.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11982	0	0	0	0	0	0	0									1.0	1.0		false	true
554	1000019803	0	70018	n554_triana.xml	n554_triana.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11983	0	0	0	0	0	0	0									1.0	1.0		false	true
555	1000037071	0	1115	n555_darkelf_elena.xml	n555_darkelf_elena.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
556	1000019802	0	70016	n556_cian.xml	n556_cian.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11982	0	0	0	0	0	0	0									1.0	1.0		false	true
557	1000019801	0	70017	n557_edan.xml	n557_edan.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11981	0	0	0	0	0	0	0									1.0	1.0		false	true
558	1000019804	0	70015	n558_angelica.xml	n558_angelica.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	11984	0	0	0	0	0	0	0									1.0	1.0		false	true
559	1000000380	0	1082	n559_argenta.xml	n559_argenta.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
560	1000042695	0	70024	n560_gaharam.xml	n560_gaharam.lua	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	18651	18652	18653	18654	18655	18656	18657	18658									1.0	1.0		false	true
561	1000042695	0	70024	n561_gaharam.xml	n561_gaharam.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	18659	18660	18661	18662	18663	18664	18665	18666									1.0	1.0		false	true
562	1000042695	0	70024	n562_gaharam.xml	n562_gaharam.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	18675	18676	18677	18678	18679	18680	18681	18682									1.0	1.0		false	true
563	1000042696	1000045541	70025	n563_kali_totem.xml	n563_kali_totem.lua	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	18	0	0	0	0	0	0	0	0									1.0	1.0		false	true
564	1000042696	1000045541	70025	n564_kali_totem.xml	n564_kali_totem.lua	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	18	0	0	0	0	0	0	0	0									1.0	1.0		false	true
565	1000042696	1000045541	70025	n565_kali_totem.xml	n565_kali_totem.lua	0	0	0	0	0	3831	3832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	18	0	0	0	0	0	0	0	0									1.0	1.0		false	true
566	1000042696	1000045541	70025	n566_kali_totem.xml	n566_kali_totem.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	18	0	0	0	0	0	0	0	0									1.0	1.0		false	true
567	1000042695	0	70024	n567_gaharam.xml	n567_gaharam.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	18667	18668	18669	18670	18671	18672	18673	18674									1.0	1.0		false	true
569	1000000363	0	1007	n569_guard_timose.xml	n569_guard_timose.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
570	1000043110	0	70023	n570_gaharam.xml	n570_gaharam.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	18683	18684	18685	18686	18687	18688	18689	18690									1.0	1.0		false	true
571	0	0	1581	n571_other_kali.xml	n571_other_kali.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
572	1000057913	1000060909	1608	n572_shadow_meow.xml	n572_shadow_meow.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	22	25137	25138	25139	25140	25141	25142	25143	25144	npc_ShadowCat_573_sp_05.ogg	npc_ShadowCat_573_sp_06.ogg			npc_ShadowCat_573_sp_07.ogg	npc_ShadowCat_573_sp_08.ogg			1.0	1.0		false	true
573	1000057913	1000060909	1608	n573_shadow_meow.xml	n573_shadow_meow.lua	0	0	0	4356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	22	25137	25138	25139	25140	25141	25142	25143	25144	npc_ShadowCat_573_sp_05.ogg	npc_ShadowCat_573_sp_06.ogg			npc_ShadowCat_573_sp_07.ogg	npc_ShadowCat_573_sp_08.ogg			1.0	1.0		false	true
