ROWID	_JobName|INTEGER	_CoreStatusNameID|INTEGER	_CoreStatusNameIDParam|TEXT	_JobNumber|INTEGER	_BaseClass|INTEGER	_ParentJob|INTEGER	_EnglishName|TEXT	_JobIcon|INTEGER	_MaxSPJob0|DOUBLE	_MaxSPJob1|DOUBLE	_MaxSPJob2|DOUBLE	_MaxSPJob3|DOUBLE	_MaxSPJob4|DOUBLE	_IdleMotionName|TEXT	_IdleMotionStartTime|DOUBLE	_IdleMotionMinTime|DOUBLE	_IdleMotionMaxTime|DOUBLE	_Class|INTEGER	_Service|BOOLEAN	_JobDescriptionID|INTEGER	_JobChangeAble|BOOLEAN	_JobChangeLimit|BOOLEAN	_CharacterImage|TEXT	_SkillID|TEXT	_ExSkill|TEXT	_Recom|INTEGER	_JobMv|TEXT	_SetQuestStep|TEXT	_SetQuestStepCronicle|TEXT	_QuestRemote|INTEGER	_Characterbutton|TEXT	_ClassTexture|TEXT	_DarkJob|INTEGER	_ContentsID|TEXT	_DamageType|INTEGER	_SkillTreeUITexture|TEXT	_AwakeningItem|INTEGER	_AwakeningIcon|BOOLEAN	_RecommendAttack|DOUBLE	_RecommendHP|DOUBLE	_Gender|INTEGER	_ActorIndex|INTEGER
96	397	1000107171		2	8	95	IMPACTOR	79	0.625	0.69	0.625	0.0	0.0	Normal_Stand_Patrona	180.0	60.0	180.0	9	true	1000143384	true	false			10199;10200	1	Impactor.avi	4726,7,6	2911,3,3	0		P_Launcher.dds	0	0	0	Impactor.dds	0	true	1.2	1.0	2	9
97	398	1000107172		2	8	95	LUSTRE	80	0.625	0.69	0.625	0.0	0.0	Normal_Stand_Patrona	180.0	60.0	180.0	9	true	1000143385	true	false			10300;10303	1	Lustre.avi	4726,7,6	2911,3,3	0		P_Launcher.dds	0	0	1	Impactor.dds	0	true	1.2	1.3	2	9
98	170	1000107170		1	7	8	PLAGA	81	0.625	0.69	0.0	0.0	0.0	Normal_Stand_Piercer	180.0	60.0	180.0	8	true	1000149721	false	false	DwcPiercer.dds			1	VenaPlaga.avi	238,6,4	2910,3,3	38		P_Plaga.dds	1	0	0	Plaga.dds	0	false	1.2	1.0	2	8
99	171	1000107170		2	7	98	VENAPLAGA	82	0.625	0.69	0.625	0.0	0.0	Normal_Stand_Piercer	180.0	60.0	180.0	8	true	1000149721	false	false	DwcPiercer.dds		8500;8400;8402;8502;8406	1	VenaPlaga.avi	238,6,4	2910,3,3	38		P_Plaga.dds	1	0	0	DARKAVENGER.dds	0	false	1.2	1.0	2	8
100	173	1000107171		1	10	201	TREASUREHUNTER	84	0.625	0.69	0.0	0.0	0.0	Normal_Stand_TresureHunter	180.0	60.0	180.0	10	true	1000164786	true	false	DwcSwordMaster.dds			1	TreasureHunter.avi	9866,5,5	2910,3,3	38	ID_RBT_0	P_TreasureHunter.dds	0	0	0	TreasureHunter.dds	0	false	1.0	1.0	1	201
102	351	1000107171		2	10	100	DUELIST	85	0.625	0.69	0.625	0.0	0.0	Normal_Stand_TresureHunter	180.0	60.0	180.0	10	true	1000164787	true	false				1	Duelist.avi	9874,6,7	2911,3,3	0		P_TreasureHunter.dds	0	0	0	OracleElder.dds	400499	true	1.0	1.0	1	201
103	352	1000107172		2	10	100	TRICKSTER	86	0.625	0.69	0.625	0.0	0.0	Normal_Stand_TresureHunter	180.0	60.0	180.0	10	true	1000164788	true	false				0	Trickster.avi	9874,6,7	2911,3,3	0		P_TreasureHunter.dds	0	0	1	OracleElder.dds	400499	true	1.0	1.0	1	201
106	174	1000107172		1	0	1	KNIGHT	87	0.625	0.69	0.625	0.0	0.0	Normal_Stand_Knight	180.0	60.0	180.0	1	true	1000175749	true	false		60;66;64;70	64;70	1	Knight.avi	238,4,4	2910,3,3	0		P_Knight.dds	0	0	1	Knight.dds	400499	false	1.0	1.0	1	1
107	364	1000107172		2	0	106	MYSTICKNIGHT	88	0.625	0.69	0.625	0.0	0.0	Normal_Stand_Knight	180.0	60.0	180.0	1	true	1000175750	true	false			101;103	1	MysticKnight.avi	758,5,5	2911,3,3	0		P_MysticKnight.dds	0	0	1	Impactor.dds	400499	true	1.0	1.0	1	1
108	365	1000107172		2	0	106	GRANDMASTER	89	0.625	0.69	0.625	0.0	0.0	Normal_Stand_Knight	180.0	60.0	180.0	1	true	1000175751	true	false			141;143	1	GrandMaster.avi	758,5,5	2911,3,3	0		P_GrandMaster.dds	0	0	1	Impactor.dds	400499	true	1.0	1.0	1	1
