ROWID	_questID|INTEGER	_step|INTEGER	_class|INTEGER	_Gold|INTEGER	_Exp|INTEGER	_StringIndex|INTEGER	_Type|INTEGER	_SelectMax|INTEGER	_ItemIndex1|INTEGER	_ItemCount1|INTEGER	_ItemIndex2|INTEGER	_ItemCount2|INTEGER	_ItemIndex3|INTEGER	_ItemCount3|INTEGER	_ItemIndex4|INTEGER	_ItemCount4|INTEGER	_ItemIndex5|INTEGER	_ItemCount5|INTEGER	_ItemIndex6|INTEGER	_ItemCount6|INTEGER	_StageLevel|INTEGER	_StageLevelOperator|INTEGER	_MailID|INTEGER	_ItemOptionID1|INTEGER	_ItemOptionID2|INTEGER	_ItemOptionID3|INTEGER	_ItemOptionID4|INTEGER	_ItemOptionID5|INTEGER	_ItemOptionID6|INTEGER	_LevelCabStringIndex|INTEGER	_GiveFTG|INTEGER
5381	538	8	1	13572	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5382	538	8	2	13572	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5383	538	8	3	13572	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5384	538	8	4	13572	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5385	538	8	5	13572	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5386	538	8	6	13572	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5387	538	8	7	13572	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5388	538	8	8	13572	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5389	538	8	9	13572	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5391	539	3	1	11310	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5392	539	3	2	11310	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5393	539	3	3	11310	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5394	539	3	4	11310	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5395	539	3	5	11310	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5396	539	3	6	11310	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5397	539	3	7	11310	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5398	539	3	8	11310	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5399	539	3	9	11310	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5401	540	3	1	11310	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5402	540	3	2	11310	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5403	540	3	3	11310	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5404	540	3	4	11310	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5405	540	3	5	11310	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5406	540	3	6	11310	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5407	540	3	7	11310	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5408	540	3	8	11310	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5409	540	3	9	11310	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5411	541	3	1	14763	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5412	541	3	2	14763	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5413	541	3	3	14763	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5414	541	3	4	14763	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5415	541	3	5	14763	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5416	541	3	6	14763	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5417	541	3	7	14763	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5418	541	3	8	14763	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5419	541	3	9	14763	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5421	542	2	1	12303	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5422	542	2	2	12303	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5423	542	2	3	12303	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5424	542	2	4	12303	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5425	542	2	5	12303	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5426	542	2	6	12303	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5427	542	2	7	12303	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5428	542	2	8	12303	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5429	542	2	9	12303	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260173	0
5430	543	2	1	2383	0	1250002	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5440	544	1	2	2383	0	1250002	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5450	545	2	3	2383	0	1250002	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5460	546	2	4	2383	0	1250002	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5471	547	2	1	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5472	547	2	2	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5473	547	2	3	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5474	547	2	4	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5475	547	2	5	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5476	547	2	6	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5477	547	2	7	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5478	547	2	8	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5479	547	2	9	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5481	548	2	1	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5482	548	2	2	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5483	548	2	3	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5484	548	2	4	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5485	548	2	5	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5486	548	2	6	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5487	548	2	7	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5488	548	2	8	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5489	548	2	9	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5491	549	2	1	13500	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5492	549	2	2	13500	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5493	549	2	3	13500	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5494	549	2	4	13500	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5495	549	2	5	13500	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5496	549	2	6	13500	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5497	549	2	7	13500	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5498	549	2	8	13500	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5499	549	2	9	13500	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5551	555	2	1	11673	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5552	555	2	2	11673	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5553	555	2	3	11673	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5554	555	2	4	11673	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5555	555	2	5	11673	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5556	555	2	6	11673	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5557	555	2	7	11673	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5558	555	2	8	11673	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5559	555	2	9	11673	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5561	556	3	1	11673	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5562	556	3	2	11673	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5563	556	3	3	11673	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5564	556	3	4	11673	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5565	556	3	5	11673	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5566	556	3	6	11673	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5567	556	3	7	11673	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5568	556	3	8	11673	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5569	556	3	9	11673	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5571	557	2	1	28575	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	1260172	0
5572	557	2	2	28575	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	1260172	0
5573	557	2	3	28575	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	1260172	0
5574	557	2	4	28575	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	1260172	0
5575	557	2	5	28575	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	1260172	0
5576	557	2	6	28575	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	1260172	0
5577	557	2	7	28575	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	1260172	0
5581	558	3	1	31432	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	1260172	0
5582	558	3	2	31432	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	1260172	0
5583	558	3	3	31432	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	1260172	0
5584	558	3	4	31432	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	1260172	0
5585	558	3	5	31432	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	1260172	0
5586	558	3	6	31432	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	1260172	0
5587	558	3	7	31432	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	1260172	0
5601	560	2	1	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5602	560	2	2	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5603	560	2	3	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5604	560	2	4	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5605	560	2	5	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5606	560	2	6	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5607	560	2	7	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5608	560	2	8	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5609	560	2	9	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5611	561	4	1	11475	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5612	561	4	2	11475	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5613	561	4	3	11475	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5614	561	4	4	11475	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5615	561	4	5	11475	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5616	561	4	6	11475	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5617	561	4	7	11475	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5618	561	4	8	11475	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5619	561	4	9	11475	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5621	562	2	1	13500	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5622	562	2	2	13500	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5623	562	2	3	13500	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5624	562	2	4	13500	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5625	562	2	5	13500	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5626	562	2	6	13500	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5627	562	2	7	13500	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5628	562	2	8	13500	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5629	562	2	9	13500	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5631	563	3	1	14850	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5632	563	3	2	14850	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5633	563	3	3	14850	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5634	563	3	4	14850	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5635	563	3	5	14850	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5636	563	3	6	14850	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5637	563	3	7	14850	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5638	563	3	8	14850	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5639	563	3	9	14850	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5651	565	2	1	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5652	565	2	2	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5653	565	2	3	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5654	565	2	4	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5655	565	2	5	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5656	565	2	6	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5657	565	2	7	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5658	565	2	8	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5659	565	2	9	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5661	566	2	1	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5662	566	2	2	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5663	566	2	3	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5664	566	2	4	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5665	566	2	5	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5666	566	2	6	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5667	566	2	7	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5668	566	2	8	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5669	566	2	9	12150	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5671	567	2	1	12750	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5672	567	2	2	12750	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5673	567	2	3	12750	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5674	567	2	4	12750	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5675	567	2	5	12750	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5676	567	2	6	12750	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5677	567	2	7	12750	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5678	567	2	8	12750	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5679	567	2	9	12750	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5681	568	6	1	12750	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5682	568	6	2	12750	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5683	568	6	3	12750	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5684	568	6	4	12750	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5685	568	6	5	12750	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5686	568	6	6	12750	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5687	568	6	7	12750	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5688	568	6	8	12750	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5689	568	6	9	12750	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5721	572	3	1	12859	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5722	572	3	2	12859	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5723	572	3	3	12859	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5724	572	3	4	12859	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5725	572	3	5	12859	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5726	572	3	6	12859	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5727	572	3	7	12859	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
5728	572	3	8	12859	0	1250002	1	1	536879755	100	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
