ROWID	_StorageType1|INTEGER	_StorageItem1|INTEGER	_StorageItemValue1|INTEGER	_StorageType2|INTEGER	_StorageItem2|INTEGER	_StorageItemValue2|INTEGER	_StorageType3|INTEGER	_StorageItem3|INTEGER	_StorageItemValue3|INTEGER	_StorageType4|INTEGER	_StorageItem4|INTEGER	_StorageItemValue4|INTEGER	_StorageType5|INTEGER	_StorageItem5|INTEGER	_StorageItemValue5|INTEGER
268475811	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268475812	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268475813	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268475814	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476154	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476155	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476156	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476157	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476158	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476434	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476435	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476436	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476437	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476438	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476602	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476603	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476604	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476605	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476606	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268477644	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268477645	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268477646	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268477647	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268477648	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268477649	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268477650	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268477651	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268477652	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268477653	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268481193	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268481194	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268481195	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268481196	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268481197	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268481198	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268481199	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268481200	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268481201	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268481202	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268484589	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268484590	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268484591	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268484592	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268484593	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268477038	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476609	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476888	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476889	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476890	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476891	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476923	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476924	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476925	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476926	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476927	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476928	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476929	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476930	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476943	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476944	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476945	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476946	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268476894	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268476895	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268476896	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268476897	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268476935	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268476936	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268476937	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268476938	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268476939	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268476940	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268476941	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268476942	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268476947	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268476948	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268476949	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268476950	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268477054	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268477055	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268477056	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268477057	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268477058	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268477059	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268477060	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268477061	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268477062	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268477063	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268477064	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268477065	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268477066	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268477067	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268477068	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268477069	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268477070	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268477071	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268477072	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268477073	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268477074	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268477075	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268477076	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268477077	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268477078	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268477079	2	536878033	2	0	0	0	0	0	0	0	0	0	0	0	0
268477397	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477398	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477399	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477400	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477401	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477402	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477403	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477404	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477405	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477406	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477407	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477408	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477409	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477410	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477411	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477412	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477413	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477414	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477415	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477416	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477417	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477418	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477419	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477420	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477421	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477422	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477423	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477424	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268481188	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477425	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477640	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477387	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477388	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477389	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477390	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477391	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477426	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477427	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477428	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477429	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477430	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477431	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477432	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477433	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477434	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477435	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477436	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477437	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477438	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477439	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477440	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477441	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477442	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477443	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477444	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477445	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477446	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477447	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477448	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477449	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477450	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477451	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477452	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477453	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477454	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477641	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268481304	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477392	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477393	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477394	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477395	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477396	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477494	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477495	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477496	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477497	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477498	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477499	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477500	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477501	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477502	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477503	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477504	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477505	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477506	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477507	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477508	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477509	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477510	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477511	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477512	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477513	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477514	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477515	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477516	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477517	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477518	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477519	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477520	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477521	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477522	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477523	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477524	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477525	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477526	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477527	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477528	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477529	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477530	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477531	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477532	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477533	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477534	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477535	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477536	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477537	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477538	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477539	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477540	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477541	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477542	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477543	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477544	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477545	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477546	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477547	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477548	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477549	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477550	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477551	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477552	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477553	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477554	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477555	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477556	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477557	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477642	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477643	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268481190	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268481191	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268484594	2	536878033	50	0	0	0	0	0	0	0	0	0	0	0	0
268477668	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477669	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477671	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477672	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477673	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477674	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477675	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477676	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477677	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477678	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477679	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477670	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477680	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477681	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477682	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477683	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477684	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477685	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477686	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477687	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477688	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477893	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477894	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477895	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477896	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477897	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477898	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477899	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477900	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477901	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477902	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477903	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477904	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477905	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477906	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477907	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477908	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477909	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477910	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477911	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477912	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477913	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477914	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477915	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477916	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477917	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477918	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477919	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477920	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477921	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477922	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268481189	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477961	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477962	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477963	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477964	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268477965	2	536878033	3	0	0	0	0	0	0	0	0	0	0	0	0
268478872	2	536878033	20	0	0	0	0	0	0	0	0	0	0	0	0
268479783	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268479784	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268479785	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268479786	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268479787	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268481382	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268481383	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268481384	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268481385	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268481386	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268481387	2	536878033	1	0	0	0	0	0	0	0	0	0	0	0	0
268478943	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478944	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478945	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478946	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478947	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478948	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478949	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478950	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478951	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478952	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478953	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478954	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478955	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478956	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478957	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478958	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478959	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478960	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478961	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478962	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478963	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478964	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478965	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478966	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478967	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478968	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478969	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478970	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478971	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478972	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478973	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478974	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478975	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478976	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478977	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478978	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478979	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478980	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478981	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478982	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478983	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478984	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478985	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478986	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478987	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478988	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478989	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478990	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478991	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478992	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478993	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478994	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478995	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478996	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478997	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478998	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268478999	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268479000	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268479001	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268479002	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268479003	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268479004	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268479005	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268479006	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268479007	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268479008	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268479009	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
268479010	2	536879967	1	0	0	0	0	0	0	0	0	0	0	0	0
