ROWID	_SecondarySkillID|INTEGER	_MakeItemCount|INTEGER	_MakeItem1ID|INTEGER	_MinExp1|INTEGER	_MaxExp1|INTEGER	_TypeCompletion1|INTEGER	_MakeItem2ID|INTEGER	_MinExp2|INTEGER	_MaxExp2|INTEGER	_TypeCompletion2|INTEGER	_MakeItem3ID|INTEGER	_MinExp3|INTEGER	_MaxExp3|INTEGER	_TypeCompletion3|INTEGER	_MakeItem4ID|INTEGER	_MinExp4|INTEGER	_MaxExp4|INTEGER	_TypeCompletion4|INTEGER	_MakeItem5ID|INTEGER	_MinExp5|INTEGER	_MaxExp5|INTEGER	_TypeCompletion5|INTEGER	_SecondarySkillClass|INTEGER	_SecondarySkillLevel|INTEGER	_ToolItem1ID|INTEGER	_ToolItem2ID|INTEGER	_ToolItem3ID|INTEGER	_ToolItem4ID|INTEGER	_ToolItem5ID|INTEGER	_StartExp|INTEGER	_MasterExp|INTEGER	_MaxTime|INTEGER	_SuccessProbability|INTEGER	_SuccessCount|INTEGER	_SuccessUpExp|INTEGER	_RecipeUpExp|INTEGER	_MaterialItem1ID|INTEGER	_Count1|INTEGER	_MaterialItem2ID|INTEGER	_Count2|INTEGER	_MaterialItem3ID|INTEGER	_Count3|INTEGER	_MaterialItem4ID|INTEGER	_Count4|INTEGER	_MaterialItem5ID|INTEGER	_Count5|INTEGER
348203010	1101	1	348220418	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	348209154	0	0	0	0	0	1000	8000	100	25	13805	1	348357640	1	348242433	3	348251137	1	335549440	1	0	0
348203073	1101	1	348220419	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	348209154	0	0	0	0	0	1000	8000	100	10	13812	1	348349448	1	348242433	3	348251137	1	335546752	1	0	0
348203074	1101	1	348220420	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	348209155	0	0	0	0	0	1000	8000	100	10	13812	1	348357640	1	348242433	3	348251137	1	335546752	1	0	0
348203075	1101	1	348220421	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	348209153	0	0	0	0	0	1000	8000	100	10	13801	1	348382216	1	348242433	3	348251137	1	335548160	1	0	0
348203137	1101	1	348220422	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	348209155	0	0	0	0	0	1000	8000	100	15	8324	1	348365831	1	348242433	3	348251137	14	335546112	1	0	0
348203138	1101	1	348220423	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	348209154	0	0	0	0	0	1000	8000	100	15	7508	1	348365831	1	348242433	3	348251137	6	335548800	1	0	0
348203139	1101	1	348220424	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	348209154	0	0	0	0	0	1000	8000	100	15	7503	1	348365832	1	348242433	3	348251137	6	335549184	1	0	0
348203201	1101	1	348220425	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	348209156	0	0	0	0	0	1000	8000	100	5	7006	1	348365832	1	348242433	3	348251137	1	335547264	1	0	0
348203202	1101	1	348220426	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	348209155	0	0	0	0	0	1000	8000	100	5	7006	1	348365833	1	348242433	3	348251137	1	335547264	1	0	0
348203203	1101	1	348220427	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	348209154	0	0	0	0	0	1000	8000	100	15	7508	1	348365833	1	348242433	3	348251137	6	335548800	1	0	0
348203204	1101	1	348220428	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	348209154	0	0	0	0	0	1000	8000	100	15	7503	1	348349449	1	348242433	3	348251137	6	335549184	1	0	0
348203205	1101	1	348220429	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	348209153	0	0	0	0	0	1000	8000	100	5	7001	1	348349449	1	348242433	3	348251137	1	335548160	1	0	0
348203265	1101	1	348220430	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	348209153	0	0	0	0	0	1000	8000	100	25	13815	1	348357641	1	348242434	3	348251137	1	335546880	1	0	0
348203266	1101	1	348220431	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	348209155	0	0	0	0	0	1000	8000	100	25	13815	1	348374024	1	348242434	3	348251137	1	335546880	1	0	0
348203267	1101	1	348220432	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	348209155	0	0	0	0	0	1000	8000	100	15	15014	1	348357641	1	348242434	3	348251137	13	335545856	1	0	0
348203329	1101	1	348220433	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	348209156	0	0	0	0	0	1000	8000	100	15	15014	1	348374024	1	348242434	3	348251137	13	335545856	1	0	0
348203330	1101	1	348220434	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	348209155	0	0	0	0	0	1000	8000	100	10	13820	1	348374025	1	348242434	3	348251137	1	335547136	1	0	0
348203331	1101	1	348220435	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	348209153	0	0	0	0	0	1000	8000	100	15	15004	1	348382217	1	348242434	3	348251137	13	335548672	1	0	0
348203332	1101	1	348220436	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	348209154	0	0	0	0	0	1000	8000	100	15	15011	1	348382217	1	348242434	3	348251137	13	335546368	1	0	0
348203393	1101	1	348220437	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	348209157	0	0	0	0	0	1000	8000	100	20	20760	1	348365834	1	348242434	3	348251137	1	335545472	1	0	0
348203394	1101	1	348220438	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	348209155	0	0	0	0	0	1000	8000	100	20	20760	1	348365836	1	348242434	3	348251137	1	335545472	1	0	0
348203395	1101	1	348220439	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	348209154	0	0	0	0	0	1000	8000	100	20	20754	1	348365835	1	348242434	3	348251137	1	335548672	1	0	0
348203396	1101	1	348220440	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	348209156	0	0	0	0	0	1000	8000	100	20	20761	1	348365835	1	348242434	3	348251137	1	335546368	1	0	0
348203457	1101	1	348220441	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	348209154	0	0	0	0	0	1000	8000	100	20	22052	1	348382218	1	348242434	3	348251137	14	335551872	1	0	0
348203458	1101	1	348220442	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	348209155	0	0	0	0	0	1000	8000	100	20	22052	1	348382219	1	348242434	3	348251137	14	335551872	1	0	0
348203459	1101	1	348220443	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	348209153	0	0	0	0	0	1000	8000	100	15	20752	1	348382220	1	348242434	3	348251137	1	335552256	1	0	0
348205059	1101	1	348219959	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	348209153	348209154	0	0	0	0	1000	8000	100	1	4515	1	348383233	6	348242433	2	348251649	3	0	0	0	0
348205060	1101	1	348219960	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	348209153	348209154	0	0	0	0	1000	8000	100	1	4515	1	348383233	6	348242433	2	348251649	3	0	0	0	0
348205124	1101	1	348219961	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	348209153	348209154	0	0	0	0	1000	8000	100	1	9473	1	348375041	1	348242433	2	348251649	8	0	0	0	0
348205125	1101	1	348219962	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	348209153	348209154	0	0	0	0	1000	8000	100	1	9473	1	348375041	1	348242433	2	348251649	8	0	0	0	0
348205126	1101	1	348219963	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	348209153	348209154	0	0	0	0	1000	8000	100	1	9473	1	348375041	1	348242433	2	348251649	8	0	0	0	0
348205188	1101	1	348219964	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	348209153	348209154	0	0	0	0	1000	8000	100	1	4515	1	348383233	6	348242433	2	348251649	3	0	0	0	0
348205189	1101	1	348219965	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	348209153	348209154	0	0	0	0	1000	8000	100	1	3515	1	348383233	6	348242433	2	348251649	2	0	0	0	0
348205190	1101	1	348219966	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	348209153	348209154	0	0	0	0	1000	8000	100	1	3515	1	348383233	6	348242433	2	348251649	2	0	0	0	0
348205254	1101	1	348219967	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	348209153	348209154	0	0	0	0	1000	8000	100	1	9473	1	348375041	1	348242433	2	348251649	8	0	0	0	0
348205255	1101	1	348219968	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	348209153	348209154	0	0	0	0	1000	8000	100	1	9473	1	348375041	1	348242433	2	348251649	8	0	0	0	0
348205256	1101	1	348219969	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	348209153	348209154	0	0	0	0	1000	8000	100	1	3515	1	348383233	6	348242433	2	348251649	2	0	0	0	0
348205257	1101	1	348219970	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	348209153	348209154	0	0	0	0	1000	8000	100	1	3515	1	348383233	6	348242433	2	348251649	2	0	0	0	0
348205258	1101	1	348219971	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	348209153	348209154	0	0	0	0	1000	8000	100	1	9473	1	348375041	1	348242433	2	348251649	8	0	0	0	0
348205316	1101	1	348219972	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	348209153	348209154	0	0	0	0	1000	8000	100	1	3515	1	348383233	6	348242434	2	348251649	2	0	0	0	0
348205317	1101	1	348219973	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	348209153	348209154	0	0	0	0	1000	8000	100	1	3515	1	348383233	6	348242434	2	348251649	2	0	0	0	0
348205318	1101	1	348219974	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	348209153	348209154	0	0	0	0	1000	8000	100	1	7477	1	348358657	2	348242434	2	348251649	6	0	0	0	0
348205381	1101	1	348219975	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	348209153	348209154	0	0	0	0	1000	8000	100	1	7477	1	348358657	2	348242434	2	348251649	6	0	0	0	0
348205382	1101	1	348219976	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	348209153	348209154	0	0	0	0	1000	8000	100	1	10473	1	348375041	1	348242434	2	348251649	9	0	0	0	0
348205383	1101	1	348219977	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	348209153	348209154	0	0	0	0	1000	8000	100	1	7515	1	348383233	6	348242434	2	348251649	6	0	0	0	0
348205384	1101	1	348219978	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	348209153	348209154	0	0	0	0	1000	8000	100	1	7515	1	348383233	6	348242434	2	348251649	6	0	0	0	0
348205445	1101	1	348219979	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	348209153	348209154	0	0	0	0	1000	8000	100	1	7477	1	348358657	2	348242434	2	348251649	6	0	0	0	0
348205446	1101	1	348219980	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	348209153	348209154	0	0	0	0	1000	8000	100	1	7477	1	348358657	2	348242434	2	348251649	6	0	0	0	0
348205447	1101	1	348219981	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	348209153	348209154	0	0	0	0	1000	8000	100	1	7515	1	348383233	6	348242434	2	348251649	6	0	0	0	0
348205448	1101	1	348219982	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	348209153	348209154	0	0	0	0	1000	8000	100	1	7515	1	348383233	6	348242434	2	348251649	6	0	0	0	0
348205508	1101	1	348219983	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	348209153	348209154	0	0	0	0	1000	8000	100	1	8477	1	348358657	2	348242434	2	348251649	7	0	0	0	0
348205509	1101	1	348219984	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	348209153	348209154	0	0	0	0	1000	8000	100	1	8477	1	348358657	2	348242434	2	348251649	7	0	0	0	0
348205510	1101	1	348219985	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	348209153	348209154	0	0	0	0	1000	8000	100	1	10473	1	348375041	1	348242434	2	348251649	9	0	0	0	0
348205574	1101	1	348219986	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	348209153	348209154	0	0	0	0	1000	8000	100	10	65600	1	348366850	2	348242435	4	348251649	12	0	0	0	0
348205575	1101	1	348219987	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	348209153	348209154	0	0	0	0	1000	8000	100	10	65600	1	348366850	2	348242435	4	348251649	12	0	0	0	0
348205576	1101	1	348219988	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	348209153	348209154	0	0	0	0	1000	8000	100	2	30100	1	348350466	3	348242435	4	348251649	1	0	0	0	0
348205577	1101	1	348219989	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	348209153	348209154	0	0	0	0	1000	8000	100	2	30100	1	348350466	3	348242435	4	348251649	1	0	0	0	0
348205578	1101	1	348219990	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	348209153	348209154	0	0	0	0	1000	8000	100	2	30100	1	348350466	3	348242435	4	348251649	1	0	0	0	0
348205641	1101	1	348219991	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	348209153	348209154	0	0	0	0	1000	8000	100	10	65600	1	348366850	2	348242435	4	348251649	12	0	0	0	0
348205642	1101	1	348219992	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	348209153	348209154	0	0	0	0	1000	8000	100	10	59600	1	348358658	2	348242435	4	348251649	6	0	0	0	0
348205643	1101	1	348219993	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	348209153	348209154	0	0	0	0	1000	8000	100	10	59600	1	348358658	2	348242435	4	348251649	6	0	0	0	0
348205644	1101	1	348219994	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	348209153	348209154	0	0	0	0	1000	8000	100	10	59600	1	348358658	2	348242435	4	348251649	6	0	0	0	0
348205645	1101	1	348219995	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	348209153	348209154	0	0	0	0	1000	8000	100	10	59600	1	348358658	2	348242435	4	348251649	6	0	0	0	0
348205646	1101	1	348219996	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	348209153	348209154	0	0	0	0	1000	8000	100	2	30100	1	348350466	3	348242435	4	348251649	1	0	0	0	0
348205647	1101	1	348219997	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	348209153	348209154	0	0	0	0	1000	8000	100	2	30100	1	348350466	3	348242435	4	348251649	1	0	0	0	0
348205648	1101	1	348219998	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	348209153	348209154	0	0	0	0	1000	8000	100	4	59600	1	348366850	2	348242435	4	348251649	6	0	0	0	0
348205704	1101	1	348219999	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	348209153	348209154	0	0	0	0	1000	8000	100	10	59600	1	348366850	2	348242436	4	348251649	6	0	0	0	0
348205705	1101	1	348220000	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	348209153	348209154	0	0	0	0	1000	8000	100	10	59600	1	348366850	2	348242436	4	348251649	6	0	0	0	0
348205706	1101	1	348220001	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	348209153	348209154	0	0	0	0	1000	8000	100	5	59600	1	348375042	2	348242436	4	348251649	6	0	0	0	0
348205707	1101	1	348220002	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	348209153	348209154	0	0	0	0	1000	8000	100	5	59600	1	348375042	2	348242436	4	348251649	6	0	0	0	0
348205708	1101	1	348220003	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	348209153	348209154	0	0	0	0	1000	8000	100	2	33100	1	348350466	3	348242436	4	348251649	4	0	0	0	0
348205709	1101	1	348220004	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	348209153	348209154	0	0	0	0	1000	8000	100	5	59600	1	348358658	2	348242436	4	348251649	6	0	0	0	0
348205710	1101	1	348220005	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	348209153	348209154	0	0	0	0	1000	8000	100	5	59600	1	348358658	2	348242436	4	348251649	6	0	0	0	0
348205768	1101	1	348220006	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	348209153	348209154	0	0	0	0	1000	8000	100	5	59600	1	348375042	2	348242436	4	348251649	6	0	0	0	0
348205769	1101	1	348220007	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	348209153	348209154	0	0	0	0	1000	8000	100	5	59600	1	348383234	2	348242436	4	348251649	6	0	0	0	0
348205770	1101	1	348220008	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	348209153	348209154	0	0	0	0	1000	8000	100	5	59600	1	348358658	2	348242436	4	348251649	6	0	0	0	0
348205771	1101	1	348220009	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	348209153	348209154	0	0	0	0	1000	8000	100	5	59600	1	348358658	2	348242436	4	348251649	6	0	0	0	0
348205772	1101	1	348220010	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	348209153	348209154	0	0	0	0	1000	8000	100	4	54600	1	348383234	2	348242436	4	348251649	1	0	0	0	0
348205773	1101	1	348220011	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	348209153	348209154	0	0	0	0	1000	8000	100	4	54600	1	348383234	2	348242436	4	348251649	1	0	0	0	0
348205774	1101	1	348220012	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	348209153	348209154	0	0	0	0	1000	8000	100	2	33100	1	348350466	3	348242436	4	348251649	4	0	0	0	0
348203011	1101	1	348220444	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	348209153	348209154	0	0	0	0	1000	8000	100	5	54908	1	348366851	2	348242433	6	348251649	1	335548161	1	0	0
348203012	1101	1	348220445	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	348209153	348209154	0	0	0	0	1000	8000	100	5	54908	1	348366851	2	348242433	6	348251649	1	335548161	1	0	0
348203076	1101	1	348220446	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	348209153	348209154	0	0	0	0	1000	8000	100	2	44033	1	348350467	3	348242433	6	348251649	5	335549441	1	0	0
348203077	1101	1	348220447	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	348209153	348209154	0	0	0	0	1000	8000	100	2	44033	1	348350467	3	348242433	6	348251649	5	335549441	1	0	0
348203078	1101	1	348220448	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	348209153	348209154	0	0	0	0	1000	8000	100	2	44070	1	348350467	3	348242433	6	348251649	5	335545857	1	0	0
348203140	1101	1	348220449	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	348209153	348209154	0	0	0	0	1000	8000	100	5	54908	1	348366851	2	348242433	6	348251649	1	335548161	1	0	0
348203141	1101	1	348220450	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	348209153	348209154	0	0	0	0	1000	8000	100	5	54940	1	348358659	2	348242433	6	348251649	1	335548801	1	0	0
348203142	1101	1	348220451	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	348209153	348209154	0	0	0	0	1000	8000	100	5	54940	1	348358659	2	348242433	6	348251649	1	335548801	1	0	0
348203206	1101	1	348220452	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	348209153	348209154	0	0	0	0	1000	8000	100	2	44033	1	348350467	3	348242433	6	348251649	5	335549441	1	0	0
348203207	1101	1	348220453	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	348209153	348209154	0	0	0	0	1000	8000	100	2	44033	1	348350467	3	348242433	6	348251649	5	335549441	1	0	0
348203208	1101	1	348220454	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	348209153	348209154	0	0	0	0	1000	8000	100	5	54940	1	348358659	2	348242433	6	348251649	1	335548801	1	0	0
348203209	1101	1	348220455	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	348209153	348209154	0	0	0	0	1000	8000	100	5	54940	1	348358659	2	348242433	6	348251649	1	335548801	1	0	0
348203210	1101	1	348220456	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	348209153	348209154	0	0	0	0	1000	8000	100	2	44070	1	348350467	3	348242433	6	348251649	5	335545857	1	0	0
348203268	1101	1	348220457	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	348209153	348209154	0	0	0	0	1000	8000	100	5	54917	1	348366851	2	348242434	6	348251649	1	335548673	1	0	0
348203269	1101	1	348220458	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	348209153	348209154	0	0	0	0	1000	8000	100	5	54917	1	348366851	2	348242434	6	348251649	1	335548673	1	0	0
348203270	1101	1	348220459	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	348209153	348209154	0	0	0	0	1000	8000	100	2	42118	1	348383235	1	348242434	6	348251649	1	335549185	1	0	0
348203333	1101	1	348220460	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	348209153	348209154	0	0	0	0	1000	8000	100	2	42118	1	348383235	1	348242434	6	348251649	1	335549185	1	0	0
348203334	1101	1	348220461	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	348209153	348209154	0	0	0	0	1000	8000	100	2	49005	1	348350467	3	348242434	6	348251649	10	335552257	1	0	0
348203335	1101	1	348220462	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	348209153	348209154	0	0	0	0	1000	8000	100	3	54947	1	348358659	2	348242434	6	348251649	1	335545473	1	0	0
348203336	1101	1	348220463	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	348209153	348209154	0	0	0	0	1000	8000	100	3	54947	1	348358659	2	348242434	6	348251649	1	335545473	1	0	0
348203397	1101	1	348220464	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	348209153	348209154	0	0	0	0	1000	8000	100	2	42118	1	348383235	1	348242434	6	348251649	1	335549185	1	0	0
348203398	1101	1	348220465	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	348209153	348209154	0	0	0	0	1000	8000	100	2	42118	1	348375043	1	348242434	6	348251649	1	335549185	1	0	0
348203399	1101	1	348220466	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	348209153	348209154	0	0	0	0	1000	8000	100	3	54947	1	348358659	2	348242434	6	348251649	1	335545473	1	0	0
348203400	1101	1	348220467	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	348209153	348209154	0	0	0	0	1000	8000	100	3	54947	1	348358659	2	348242434	6	348251649	1	335545473	1	0	0
348203460	1101	1	348220468	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	348209153	348209154	0	0	0	0	1000	8000	100	2	42108	1	348375043	1	348242434	6	348251649	1	335551873	1	0	0
348203461	1101	1	348220469	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	348209153	348209154	0	0	0	0	1000	8000	100	2	42108	1	348375043	1	348242434	6	348251649	1	335551873	1	0	0
348203462	1101	1	348220470	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	348209153	348209154	0	0	0	0	1000	8000	100	2	49055	1	348350467	3	348242434	6	348251649	10	335546753	1	0	0
348203013	1101	1	348220471	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	348209153	348209154	0	0	0	0	10000	8000	100	1	56078	1	348367873	3	348242433	9	348252161	4	335549442	1	0	0
348203014	1101	1	348220472	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	348209153	348209154	0	0	0	0	10000	8000	100	1	129470	1	348351489	3	348242433	9	348252161	2	335548802	1	0	0
348203015	1101	1	348220473	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	348209153	348209154	0	0	0	0	10000	8000	100	1	106323	1	348359681	3	348242433	9	348252161	9	335546114	1	0	0
348203016	1101	1	348220474	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	348209153	348209154	0	0	0	0	10000	8000	100	1	119505	1	348376065	3	348242433	9	348252161	1	335546370	1	0	0
348203017	1101	1	348220475	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	348209153	348209154	0	0	0	0	10000	8000	100	1	119405	1	348384257	3	348242433	9	348252161	1	335549186	1	0	0
348203018	1101	1	348220476	0	100	1000020764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	348209153	348209154	0	0	0	0	10000	8000	100	1	81506	1	348234753	5	348242433	9	348252161	8	335546370	1	0	0
348202702	1101	1	348242437	0	100	1000022619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	348209153	348209154	0	0	0	0	10000	8000	100	1	124000	1	348243969	4	0	0	0	0	0	0	0	0
268451826	1101	1	268451825	0	100	1000022619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	348209153	348209154	0	0	0	0	10000	8000	100	1	124000	1	348243969	4	0	0	0	0	0	0	0	0
