ROWID	_ItemID|INTEGER	_Count|INTEGER	_ChaoscubeNum|INTEGER	_GaugeValue|INTEGER	_Chaosmatchingnum|INTEGER
150246	1073916010	1	100906	0	0
150247	1073916012	1	100906	0	0
150248	1073916014	1	100906	0	0
150249	1073916016	1	100906	0	0
150250	1073916018	1	100906	0	0
150251	1073916020	1	100906	0	0
150252	1073916022	1	100906	0	0
150253	1073916024	1	100906	0	0
150254	1073916026	1	100906	0	0
150255	1073916028	1	100906	0	0
150256	1073916030	1	100906	0	0
150257	1073916032	1	100906	0	0
150258	1073916034	1	100906	0	0
150259	1073916036	1	100906	0	0
150260	1073916038	1	100906	0	0
150261	1073916040	1	100906	0	0
150262	1073916042	1	100906	0	0
150263	1073916044	1	100906	0	0
150264	1073916046	1	100906	0	0
150265	1073916048	1	100906	0	0
150266	1073916050	1	100906	0	0
150267	1073916052	1	100906	0	0
150268	1073916054	1	100906	0	0
150269	1073916056	1	100906	0	0
150270	1073916634	1	100901	0	0
150271	1073916636	1	100901	0	0
150272	1073916635	1	100902	0	0
150273	1073916637	1	100902	0	0
150274	1073916638	1	100903	0	0
150275	1073916640	1	100903	0	0
150276	1073916639	1	100904	0	0
150277	1073916641	1	100904	0	0
150278	1073916642	1	100905	0	0
150279	1073916644	1	100905	0	0
150280	1073916643	1	100906	0	0
150281	1073916645	1	100906	0	0
150282	1073917081	1	100907	0	0
150283	1073917083	1	100907	0	0
150284	1073917085	1	100907	0	0
150285	1073917087	1	100907	0	0
150286	1073917089	1	100907	0	0
150287	1073917091	1	100907	0	0
150288	1073917093	1	100907	0	0
150289	1073917095	1	100907	0	0
150290	1073917097	1	100907	0	0
150291	1073917099	1	100907	0	0
150292	1073917101	1	100907	0	0
150293	1073917103	1	100907	0	0
150294	1073917105	1	100907	0	0
150295	1073917107	1	100907	0	0
150296	1073917109	1	100907	0	0
150297	1073917111	1	100907	0	0
150298	1073917113	1	100907	0	0
150299	1073917115	1	100907	0	0
150300	1073917117	1	100907	0	0
150301	1073917119	1	100907	0	0
150302	1073917121	1	100907	0	0
150303	1073917123	1	100907	0	0
150304	1073917125	1	100907	0	0
150305	1073917127	1	100907	0	0
150306	1073917129	1	100907	0	0
150307	1073917131	1	100907	0	0
150308	1073917133	1	100907	0	0
150309	1073917135	1	100907	0	0
150310	1073917137	1	100907	0	0
150311	1073917139	1	100907	0	0
150312	1073917141	1	100907	0	0
150313	1073917143	1	100907	0	0
150314	1073917145	1	100907	0	0
150315	1073917147	1	100907	0	0
150316	1073917149	1	100907	0	0
150317	1073917151	1	100907	0	0
150318	1073917153	1	100907	0	0
150319	1073917155	1	100907	0	0
150320	1073917157	1	100907	0	0
150321	1073917159	1	100907	0	0
150322	1073917161	1	100907	0	0
150323	1073917163	1	100907	0	0
150324	1073917165	1	100907	0	0
150325	1073917167	1	100907	0	0
150326	1073917169	1	100907	0	0
150327	1073917171	1	100907	0	0
150328	1073917173	1	100907	0	0
150329	1073917082	1	100908	0	0
150330	1073917084	1	100908	0	0
150331	1073917086	1	100908	0	0
150332	1073917088	1	100908	0	0
150333	1073917090	1	100908	0	0
150334	1073917092	1	100908	0	0
150335	1073917094	1	100908	0	0
150336	1073917096	1	100908	0	0
150337	1073917098	1	100908	0	0
150338	1073917100	1	100908	0	0
150339	1073917102	1	100908	0	0
150340	1073917104	1	100908	0	0
150341	1073917106	1	100908	0	0
150342	1073917108	1	100908	0	0
150343	1073917110	1	100908	0	0
150344	1073917112	1	100908	0	0
150345	1073917114	1	100908	0	0
150346	1073917116	1	100908	0	0
150347	1073917118	1	100908	0	0
150348	1073917120	1	100908	0	0
150349	1073917122	1	100908	0	0
150350	1073917124	1	100908	0	0
150351	1073917126	1	100908	0	0
150352	1073917128	1	100908	0	0
150353	1073917130	1	100908	0	0
150354	1073917132	1	100908	0	0
150355	1073917134	1	100908	0	0
150356	1073917136	1	100908	0	0
150357	1073917138	1	100908	0	0
150358	1073917140	1	100908	0	0
150359	1073917142	1	100908	0	0
150360	1073917144	1	100908	0	0
150361	1073917146	1	100908	0	0
150362	1073917148	1	100908	0	0
150363	1073917150	1	100908	0	0
150364	1073917152	1	100908	0	0
150365	1073917154	1	100908	0	0
150366	1073917156	1	100908	0	0
150367	1073917158	1	100908	0	0
150368	1073917160	1	100908	0	0
150369	1073917162	1	100908	0	0
150370	1073917164	1	100908	0	0
150371	1073917166	1	100908	0	0
150372	1073917168	1	100908	0	0
150373	1073917170	1	100908	0	0
150374	1073917172	1	100908	0	0
150375	1073917174	1	100908	0	0
150376	1073917081	1	100909	0	0
150377	1073917175	1	100909	0	0
150378	1073917177	1	100909	0	0
150379	1073917179	1	100909	0	0
150380	1073917181	1	100909	0	0
150381	1073917183	1	100909	0	0
150382	1073917185	1	100909	0	0
150383	1073917187	1	100909	0	0
150384	1073917189	1	100909	0	0
150385	1073917191	1	100909	0	0
150386	1073917193	1	100909	0	0
150387	1073917195	1	100909	0	0
150388	1073917197	1	100909	0	0
150389	1073917199	1	100909	0	0
150390	1073917201	1	100909	0	0
150391	1073917203	1	100909	0	0
150392	1073917205	1	100909	0	0
150393	1073917207	1	100909	0	0
150394	1073917209	1	100909	0	0
150395	1073917211	1	100909	0	0
150396	1073917213	1	100909	0	0
150397	1073917215	1	100909	0	0
150398	1073917217	1	100909	0	0
150399	1073917219	1	100909	0	0
150400	1073917221	1	100909	0	0
150401	1073917223	1	100909	0	0
150402	1073917225	1	100909	0	0
150403	1073917227	1	100909	0	0
150404	1073917229	1	100909	0	0
150405	1073917231	1	100909	0	0
150406	1073917233	1	100909	0	0
150407	1073917235	1	100909	0	0
150408	1073917237	1	100909	0	0
150409	1073917239	1	100909	0	0
150410	1073917241	1	100909	0	0
150411	1073917243	1	100909	0	0
150412	1073917245	1	100909	0	0
150413	1073917247	1	100909	0	0
150414	1073917249	1	100909	0	0
150415	1073917251	1	100909	0	0
150416	1073917253	1	100909	0	0
150417	1073917255	1	100909	0	0
150418	1073917257	1	100909	0	0
150419	1073917259	1	100909	0	0
150420	1073917261	1	100909	0	0
150421	1073917263	1	100909	0	0
150422	1073917265	1	100909	0	0
150423	1073917082	1	100910	0	0
150430	1073917176	1	100910	0	0
150431	1073917178	1	100910	0	0
150432	1073917180	1	100910	0	0
150433	1073917182	1	100910	0	0
150434	1073917184	1	100910	0	0
150435	1073917186	1	100910	0	0
150436	1073917188	1	100910	0	0
150437	1073917190	1	100910	0	0
150438	1073917192	1	100910	0	0
150439	1073917194	1	100910	0	0
150440	1073917196	1	100910	0	0
150441	1073917198	1	100910	0	0
150442	1073917200	1	100910	0	0
150443	1073917202	1	100910	0	0
150444	1073917204	1	100910	0	0
150445	1073917206	1	100910	0	0
150446	1073917208	1	100910	0	0
150447	1073917210	1	100910	0	0
150448	1073917212	1	100910	0	0
150449	1073917214	1	100910	0	0
150450	1073917216	1	100910	0	0
150451	1073917218	1	100910	0	0
150452	1073917220	1	100910	0	0
150453	1073917222	1	100910	0	0
150454	1073917224	1	100910	0	0
150455	1073917226	1	100910	0	0
150456	1073917228	1	100910	0	0
150457	1073917230	1	100910	0	0
150458	1073917232	1	100910	0	0
150459	1073917234	1	100910	0	0
150460	1073917236	1	100910	0	0
150461	1073917238	1	100910	0	0
150462	1073917240	1	100910	0	0
150463	1073917242	1	100910	0	0
150464	1073917244	1	100910	0	0
150465	1073917246	1	100910	0	0
150466	1073917248	1	100910	0	0
150467	1073917250	1	100910	0	0
150468	1073917252	1	100910	0	0
150469	1073917254	1	100910	0	0
150470	1073917256	1	100910	0	0
150471	1073917258	1	100910	0	0
150472	1073917260	1	100910	0	0
150473	1073917262	1	100910	0	0
150474	1073917264	1	100910	0	0
150475	1073917266	1	100910	0	0
150476	1073918584	1	100911	0	0
150477	1073918586	1	100911	0	0
150478	1073918588	1	100911	0	0
150479	1073918590	1	100911	0	0
150480	1073918592	1	100911	0	0
150481	1073918594	1	100911	0	0
150482	1073918596	1	100911	0	0
150483	1073918598	1	100911	0	0
150484	1073918600	1	100911	0	0
150485	1073918602	1	100911	0	0
150486	1073918604	1	100911	0	0
150487	1073918606	1	100911	0	0
150488	1073918608	1	100911	0	0
150489	1073918610	1	100911	0	0
150490	1073918612	1	100911	0	0
150491	1073918614	1	100911	0	0
150492	1073918616	1	100911	0	0
150493	1073918618	1	100911	0	0
150494	1073918620	1	100911	0	0
150495	1073918622	1	100911	0	0
150496	1073918624	1	100911	0	0
150497	1073918626	1	100911	0	0
150498	1073918628	1	100911	0	0
150499	1073918630	1	100911	0	0
150500	1073918632	1	100911	0	0
150501	1073918634	1	100911	0	0
150502	1073918636	1	100911	0	0
150503	1073918638	1	100911	0	0
150504	1073918640	1	100911	0	0
150505	1073918642	1	100911	0	0
150506	1073918644	1	100911	0	0
150507	1073918646	1	100911	0	0
150508	1073918648	1	100911	0	0
150509	1073918650	1	100911	0	0
150510	1073918652	1	100911	0	0
150511	1073918654	1	100911	0	0
150512	1073918656	1	100911	0	0
150513	1073918658	1	100911	0	0
150514	1073918660	1	100911	0	0
150515	1073918662	1	100911	0	0
150516	1073918664	1	100911	0	0
150517	1073918666	1	100911	0	0
150518	1073918668	1	100911	0	0
150519	1073918670	1	100911	0	0
150520	1073918672	1	100911	0	0
150521	1073918674	1	100911	0	0
150522	1073918676	1	100911	0	0
150523	1073918585	1	100912	0	0
150524	1073918587	1	100912	0	0
150525	1073918589	1	100912	0	0
150526	1073918591	1	100912	0	0
150527	1073918593	1	100912	0	0
150528	1073918595	1	100912	0	0
150529	1073918597	1	100912	0	0
150530	1073918599	1	100912	0	0
150531	1073918601	1	100912	0	0
150532	1073918603	1	100912	0	0
150533	1073918605	1	100912	0	0
150534	1073918607	1	100912	0	0
150535	1073918609	1	100912	0	0
150536	1073918611	1	100912	0	0
150537	1073918613	1	100912	0	0
150538	1073918615	1	100912	0	0
150539	1073918617	1	100912	0	0
150540	1073918619	1	100912	0	0
150541	1073918621	1	100912	0	0
150542	1073918623	1	100912	0	0
150543	1073918625	1	100912	0	0
150544	1073918627	1	100912	0	0
150545	1073918629	1	100912	0	0
150546	1073918631	1	100912	0	0
150547	1073918633	1	100912	0	0
150548	1073918635	1	100912	0	0
150549	1073918637	1	100912	0	0
150550	1073918639	1	100912	0	0
150551	1073918641	1	100912	0	0
150552	1073918643	1	100912	0	0
150553	1073918645	1	100912	0	0
150554	1073918647	1	100912	0	0
150555	1073918649	1	100912	0	0
150556	1073918651	1	100912	0	0
150557	1073918653	1	100912	0	0
150558	1073918655	1	100912	0	0
150559	1073918657	1	100912	0	0
150560	1073918659	1	100912	0	0
150561	1073918661	1	100912	0	0
150562	1073918663	1	100912	0	0
150563	1073918665	1	100912	0	0
150564	1073918667	1	100912	0	0
150565	1073918669	1	100912	0	0
150566	1073918671	1	100912	0	0
150567	1073918673	1	100912	0	0
150568	1073918675	1	100912	0	0
150569	1073918677	1	100912	0	0
150570	1073918584	1	100913	0	0
150571	1073918678	1	100913	0	0
150572	1073918680	1	100913	0	0
150573	1073918682	1	100913	0	0
150574	1073918684	1	100913	0	0
150575	1073918686	1	100913	0	0
150576	1073918688	1	100913	0	0
150577	1073918690	1	100913	0	0
150578	1073918692	1	100913	0	0
150579	1073918694	1	100913	0	0
150580	1073918696	1	100913	0	0
150581	1073918698	1	100913	0	0
150582	1073918700	1	100913	0	0
150583	1073918702	1	100913	0	0
150584	1073918704	1	100913	0	0
150585	1073918706	1	100913	0	0
150586	1073918708	1	100913	0	0
150587	1073918710	1	100913	0	0
150588	1073918712	1	100913	0	0
150589	1073918714	1	100913	0	0
150590	1073918716	1	100913	0	0
150591	1073918718	1	100913	0	0
150592	1073918720	1	100913	0	0
150593	1073918722	1	100913	0	0
150594	1073918724	1	100913	0	0
150595	1073918726	1	100913	0	0
150596	1073918728	1	100913	0	0
150597	1073918730	1	100913	0	0
150598	1073918732	1	100913	0	0
150599	1073918734	1	100913	0	0
150600	1073918736	1	100913	0	0
150601	1073918738	1	100913	0	0
150602	1073918740	1	100913	0	0
150603	1073918742	1	100913	0	0
150604	1073918744	1	100913	0	0
150605	1073918746	1	100913	0	0
150606	1073918748	1	100913	0	0
150607	1073918750	1	100913	0	0
150608	1073918752	1	100913	0	0
150609	1073918754	1	100913	0	0
150610	1073918756	1	100913	0	0
150611	1073918758	1	100913	0	0
150612	1073918760	1	100913	0	0
150613	1073918762	1	100913	0	0
150614	1073918764	1	100913	0	0
150615	1073918766	1	100913	0	0
150616	1073918768	1	100913	0	0
150617	1073918585	1	100914	0	0
150618	1073918679	1	100914	0	0
150619	1073918681	1	100914	0	0
150620	1073918683	1	100914	0	0
150621	1073918685	1	100914	0	0
150622	1073918687	1	100914	0	0
150623	1073918689	1	100914	0	0
150624	1073918691	1	100914	0	0
150625	1073918693	1	100914	0	0
150626	1073918695	1	100914	0	0
150627	1073918697	1	100914	0	0
150628	1073918699	1	100914	0	0
150629	1073918701	1	100914	0	0
150630	1073918703	1	100914	0	0
150631	1073918705	1	100914	0	0
150632	1073918707	1	100914	0	0
150633	1073918709	1	100914	0	0
150634	1073918711	1	100914	0	0
150635	1073918713	1	100914	0	0
150636	1073918715	1	100914	0	0
150637	1073918717	1	100914	0	0
150638	1073918719	1	100914	0	0
150639	1073918721	1	100914	0	0
150640	1073918723	1	100914	0	0
150641	1073918725	1	100914	0	0
150642	1073918727	1	100914	0	0
150643	1073918729	1	100914	0	0
150644	1073918731	1	100914	0	0
150645	1073918733	1	100914	0	0
150646	1073918735	1	100914	0	0
150647	1073918737	1	100914	0	0
150648	1073918739	1	100914	0	0
150649	1073918741	1	100914	0	0
150650	1073918743	1	100914	0	0
150651	1073918745	1	100914	0	0
150652	1073918747	1	100914	0	0
150653	1073918749	1	100914	0	0
150654	1073918751	1	100914	0	0
150655	1073918753	1	100914	0	0
150656	1073918755	1	100914	0	0
150657	1073918757	1	100914	0	0
150658	1073918759	1	100914	0	0
150659	1073918761	1	100914	0	0
150660	1073918763	1	100914	0	0
150661	1073918765	1	100914	0	0
150662	1073918767	1	100914	0	0
150663	1073918769	1	100914	0	0
150664	1073918584	1	100915	0	0
150665	1073918770	1	100915	0	0
150666	1073918772	1	100915	0	0
150667	1073918774	1	100915	0	0
150668	1073918776	1	100915	0	0
150669	1073918778	1	100915	0	0
150670	1073918780	1	100915	0	0
150671	1073918782	1	100915	0	0
150672	1073918784	1	100915	0	0
150673	1073918786	1	100915	0	0
150674	1073918788	1	100915	0	0
150675	1073918790	1	100915	0	0
150676	1073918792	1	100915	0	0
150677	1073918794	1	100915	0	0
150678	1073918796	1	100915	0	0
150679	1073918798	1	100915	0	0
150680	1073918800	1	100915	0	0
150681	1073918802	1	100915	0	0
150682	1073918804	1	100915	0	0
150683	1073918806	1	100915	0	0
150684	1073918808	1	100915	0	0
150685	1073918810	1	100915	0	0
150686	1073918812	1	100915	0	0
150687	1073918814	1	100915	0	0
150688	1073918816	1	100915	0	0
150689	1073918818	1	100915	0	0
150690	1073918820	1	100915	0	0
150691	1073918822	1	100915	0	0
150692	1073918824	1	100915	0	0
150693	1073918826	1	100915	0	0
150694	1073918828	1	100915	0	0
150695	1073918830	1	100915	0	0
150696	1073918832	1	100915	0	0
150697	1073918834	1	100915	0	0
150698	1073918836	1	100915	0	0
150699	1073918838	1	100915	0	0
150700	1073918840	1	100915	0	0
150701	1073918842	1	100915	0	0
150702	1073918844	1	100915	0	0
150703	1073918846	1	100915	0	0
150704	1073918848	1	100915	0	0
150705	1073918850	1	100915	0	0
150706	1073918852	1	100915	0	0
150707	1073918854	1	100915	0	0
150708	1073918856	1	100915	0	0
150709	1073918858	1	100915	0	0
150710	1073918860	1	100915	0	0
150711	1073918585	1	100916	0	0
150712	1073918771	1	100916	0	0
150713	1073918773	1	100916	0	0
150714	1073918775	1	100916	0	0
150715	1073918777	1	100916	0	0
150716	1073918779	1	100916	0	0
150717	1073918781	1	100916	0	0
150718	1073918783	1	100916	0	0
150719	1073918785	1	100916	0	0
150720	1073918787	1	100916	0	0
150721	1073918789	1	100916	0	0
150722	1073918791	1	100916	0	0
150723	1073918793	1	100916	0	0
150724	1073918795	1	100916	0	0
150725	1073918797	1	100916	0	0
150726	1073918799	1	100916	0	0
150727	1073918801	1	100916	0	0
150728	1073918803	1	100916	0	0
150729	1073918805	1	100916	0	0
150730	1073918807	1	100916	0	0
150731	1073918809	1	100916	0	0
150732	1073918811	1	100916	0	0
150733	1073918813	1	100916	0	0
150734	1073918815	1	100916	0	0
150735	1073918817	1	100916	0	0
150736	1073918819	1	100916	0	0
150737	1073918821	1	100916	0	0
150738	1073918823	1	100916	0	0
150739	1073918825	1	100916	0	0
150740	1073918827	1	100916	0	0
150741	1073918829	1	100916	0	0
150742	1073918831	1	100916	0	0
150743	1073918833	1	100916	0	0
150744	1073918835	1	100916	0	0
150745	1073918837	1	100916	0	0
150746	1073918839	1	100916	0	0
150747	1073918841	1	100916	0	0
150748	1073918843	1	100916	0	0
150749	1073918845	1	100916	0	0
150750	1073918847	1	100916	0	0
150751	1073918849	1	100916	0	0
150752	1073918851	1	100916	0	0
150753	1073918853	1	100916	0	0
150754	1073918855	1	100916	0	0
150755	1073918857	1	100916	0	0
150756	1073918859	1	100916	0	0
150757	1073918861	1	100916	0	0
150758	1073919546	1	100917	0	0
150759	1073919548	1	100917	0	0
150760	1073919550	1	100917	0	0
150761	1073919552	1	100917	0	0
150762	1073919554	1	100917	0	0
150763	1073919556	1	100917	0	0
150764	1073919558	1	100917	0	0
150765	1073919560	1	100917	0	0
150766	1073919562	1	100917	0	0
150767	1073919564	1	100917	0	0
150768	1073919566	1	100917	0	0
150769	1073919568	1	100917	0	0
150770	1073919570	1	100917	0	0
150771	1073919572	1	100917	0	0
150772	1073919574	1	100917	0	0
150773	1073919576	1	100917	0	0
150774	1073919578	1	100917	0	0
150775	1073919580	1	100917	0	0
150776	1073919582	1	100917	0	0
150777	1073919584	1	100917	0	0
150778	1073919586	1	100917	0	0
150779	1073919588	1	100917	0	0
150780	1073919590	1	100917	0	0
150781	1073919592	1	100917	0	0
150782	1073919594	1	100917	0	0
150783	1073919596	1	100917	0	0
150784	1073919598	1	100917	0	0
150785	1073919600	1	100917	0	0
150786	1073919602	1	100917	0	0
150787	1073919604	1	100917	0	0
150788	1073919606	1	100917	0	0
150789	1073919608	1	100917	0	0
150790	1073919610	1	100917	0	0
150791	1073919612	1	100917	0	0
150792	1073919614	1	100917	0	0
150793	1073919616	1	100917	0	0
150794	1073919618	1	100917	0	0
150795	1073919620	1	100917	0	0
150796	1073919622	1	100917	0	0
150797	1073919624	1	100917	0	0
150798	1073919626	1	100917	0	0
150799	1073919628	1	100917	0	0
150800	1073919630	1	100917	0	0
150801	1073919632	1	100917	0	0
150802	1073919634	1	100917	0	0
150803	1073919636	1	100917	0	0
150804	1073919638	1	100917	0	0
150805	1073919547	1	100918	0	0
150806	1073919549	1	100918	0	0
150807	1073919551	1	100918	0	0
150808	1073919553	1	100918	0	0
150809	1073919555	1	100918	0	0
150810	1073919557	1	100918	0	0
150811	1073919559	1	100918	0	0
150812	1073919561	1	100918	0	0
150813	1073919563	1	100918	0	0
150814	1073919565	1	100918	0	0
150815	1073919567	1	100918	0	0
150816	1073919569	1	100918	0	0
150817	1073919571	1	100918	0	0
150818	1073919573	1	100918	0	0
150819	1073919575	1	100918	0	0
150820	1073919577	1	100918	0	0
150821	1073919579	1	100918	0	0
150822	1073919581	1	100918	0	0
150823	1073919583	1	100918	0	0
150824	1073919585	1	100918	0	0
150825	1073919587	1	100918	0	0
150826	1073919589	1	100918	0	0
150827	1073919591	1	100918	0	0
150828	1073919593	1	100918	0	0
150829	1073919595	1	100918	0	0
150830	1073919597	1	100918	0	0
150831	1073919599	1	100918	0	0
150832	1073919601	1	100918	0	0
150833	1073919603	1	100918	0	0
150834	1073919605	1	100918	0	0
150835	1073919607	1	100918	0	0
150836	1073919609	1	100918	0	0
150837	1073919611	1	100918	0	0
150838	1073919613	1	100918	0	0
150839	1073919615	1	100918	0	0
150840	1073919617	1	100918	0	0
150841	1073919619	1	100918	0	0
150842	1073919621	1	100918	0	0
150843	1073919623	1	100918	0	0
150844	1073919625	1	100918	0	0
150845	1073919627	1	100918	0	0
150846	1073919629	1	100918	0	0
150847	1073919631	1	100918	0	0
150848	1073919633	1	100918	0	0
150849	1073919635	1	100918	0	0
150850	1073919637	1	100918	0	0
150851	1073919639	1	100918	0	0
150852	1073919546	1	100919	0	0
150853	1073919640	1	100919	0	0
150854	1073919642	1	100919	0	0
150855	1073919644	1	100919	0	0
150856	1073919646	1	100919	0	0
150857	1073919648	1	100919	0	0
150858	1073919650	1	100919	0	0
150859	1073919652	1	100919	0	0
150860	1073919654	1	100919	0	0
150861	1073919656	1	100919	0	0
150862	1073919658	1	100919	0	0
150863	1073919660	1	100919	0	0
150864	1073919662	1	100919	0	0
150865	1073919664	1	100919	0	0
150866	1073919666	1	100919	0	0
150867	1073919668	1	100919	0	0
150868	1073919670	1	100919	0	0
150869	1073919672	1	100919	0	0
150870	1073919674	1	100919	0	0
150871	1073919676	1	100919	0	0
150872	1073919678	1	100919	0	0
150873	1073919680	1	100919	0	0
150874	1073919682	1	100919	0	0
150875	1073919684	1	100919	0	0
150876	1073919686	1	100919	0	0
150877	1073919688	1	100919	0	0
150878	1073919690	1	100919	0	0
150879	1073919692	1	100919	0	0
150880	1073919694	1	100919	0	0
150881	1073919696	1	100919	0	0
150882	1073919698	1	100919	0	0
150883	1073919700	1	100919	0	0
150884	1073919702	1	100919	0	0
150885	1073919704	1	100919	0	0
150886	1073919706	1	100919	0	0
150887	1073919708	1	100919	0	0
150888	1073919710	1	100919	0	0
150889	1073919712	1	100919	0	0
150890	1073919714	1	100919	0	0
150891	1073919716	1	100919	0	0
150892	1073919718	1	100919	0	0
150893	1073919720	1	100919	0	0
150894	1073919722	1	100919	0	0
150895	1073919724	1	100919	0	0
150896	1073919726	1	100919	0	0
150897	1073919728	1	100919	0	0
150898	1073919730	1	100919	0	0
150899	1073919547	1	100920	0	0
150900	1073919641	1	100920	0	0
150901	1073919643	1	100920	0	0
150902	1073919645	1	100920	0	0
150903	1073919647	1	100920	0	0
150904	1073919649	1	100920	0	0
150905	1073919651	1	100920	0	0
150906	1073919653	1	100920	0	0
150907	1073919655	1	100920	0	0
150908	1073919657	1	100920	0	0
150909	1073919659	1	100920	0	0
150910	1073919661	1	100920	0	0
150911	1073919663	1	100920	0	0
150912	1073919665	1	100920	0	0
150913	1073919667	1	100920	0	0
150914	1073919669	1	100920	0	0
150915	1073919671	1	100920	0	0
150916	1073919673	1	100920	0	0
150917	1073919675	1	100920	0	0
150918	1073919677	1	100920	0	0
150919	1073919679	1	100920	0	0
150920	1073919681	1	100920	0	0
150921	1073919683	1	100920	0	0
150922	1073919685	1	100920	0	0
150923	1073919687	1	100920	0	0
150924	1073919689	1	100920	0	0
150925	1073919691	1	100920	0	0
150926	1073919693	1	100920	0	0
150927	1073919695	1	100920	0	0
150928	1073919697	1	100920	0	0
150929	1073919699	1	100920	0	0
150930	1073919701	1	100920	0	0
150931	1073919703	1	100920	0	0
150932	1073919705	1	100920	0	0
150933	1073919707	1	100920	0	0
150934	1073919709	1	100920	0	0
150935	1073919711	1	100920	0	0
150936	1073919713	1	100920	0	0
150937	1073919715	1	100920	0	0
150938	1073919717	1	100920	0	0
150939	1073919719	1	100920	0	0
150940	1073919721	1	100920	0	0
150941	1073919723	1	100920	0	0
150942	1073919725	1	100920	0	0
150943	1073919727	1	100920	0	0
150944	1073919729	1	100920	0	0
150945	1073919731	1	100920	0	0
150946	1073919546	1	100921	0	0
150947	1073919732	1	100921	0	0
150948	1073919734	1	100921	0	0
150949	1073919736	1	100921	0	0
150950	1073919738	1	100921	0	0
150951	1073919740	1	100921	0	0
150952	1073919742	1	100921	0	0
150953	1073919744	1	100921	0	0
150954	1073919746	1	100921	0	0
150955	1073919748	1	100921	0	0
150956	1073919750	1	100921	0	0
150957	1073919752	1	100921	0	0
150958	1073919754	1	100921	0	0
150959	1073919756	1	100921	0	0
150960	1073919758	1	100921	0	0
150961	1073919760	1	100921	0	0
150962	1073919762	1	100921	0	0
150963	1073919764	1	100921	0	0
150964	1073919766	1	100921	0	0
150965	1073919768	1	100921	0	0
150966	1073919770	1	100921	0	0
150967	1073919772	1	100921	0	0
150968	1073919774	1	100921	0	0
150969	1073919776	1	100921	0	0
150970	1073919778	1	100921	0	0
150971	1073919780	1	100921	0	0
150972	1073919782	1	100921	0	0
150973	1073919784	1	100921	0	0
150974	1073919786	1	100921	0	0
150975	1073919788	1	100921	0	0
150976	1073919790	1	100921	0	0
150977	1073919792	1	100921	0	0
150978	1073919794	1	100921	0	0
150979	1073919796	1	100921	0	0
150980	1073919798	1	100921	0	0
150981	1073919800	1	100921	0	0
150982	1073919802	1	100921	0	0
150983	1073919804	1	100921	0	0
150984	1073919806	1	100921	0	0
150985	1073919808	1	100921	0	0
150986	1073919810	1	100921	0	0
150987	1073919812	1	100921	0	0
150988	1073919814	1	100921	0	0
150989	1073919816	1	100921	0	0
150990	1073919818	1	100921	0	0
150991	1073919820	1	100921	0	0
150992	1073919822	1	100921	0	0
150993	1073919547	1	100922	0	0
150994	1073919733	1	100922	0	0
150995	1073919735	1	100922	0	0
150996	1073919737	1	100922	0	0
150997	1073919739	1	100922	0	0
150998	1073919741	1	100922	0	0
150999	1073919743	1	100922	0	0
151000	1073919745	1	100922	0	0
151001	1073919747	1	100922	0	0
151002	1073919749	1	100922	0	0
151003	1073919751	1	100922	0	0
151004	1073919753	1	100922	0	0
151005	1073919755	1	100922	0	0
151006	1073919757	1	100922	0	0
151007	1073919759	1	100922	0	0
151008	1073919761	1	100922	0	0
151009	1073919763	1	100922	0	0
151010	1073919765	1	100922	0	0
151011	1073919767	1	100922	0	0
151012	1073919769	1	100922	0	0
151013	1073919771	1	100922	0	0
151014	1073919773	1	100922	0	0
151015	1073919775	1	100922	0	0
151016	1073919777	1	100922	0	0
151017	1073919779	1	100922	0	0
151018	1073919781	1	100922	0	0
151019	1073919783	1	100922	0	0
151020	1073919785	1	100922	0	0
151021	1073919787	1	100922	0	0
151022	1073919789	1	100922	0	0
151023	1073919791	1	100922	0	0
151024	1073919793	1	100922	0	0
151025	1073919795	1	100922	0	0
151026	1073919797	1	100922	0	0
151027	1073919799	1	100922	0	0
151028	1073919801	1	100922	0	0
151029	1073919803	1	100922	0	0
151030	1073919805	1	100922	0	0
151031	1073919807	1	100922	0	0
151032	1073919809	1	100922	0	0
151033	1073919811	1	100922	0	0
151034	1073919813	1	100922	0	0
151035	1073919815	1	100922	0	0
151036	1073919817	1	100922	0	0
151037	1073919819	1	100922	0	0
151038	1073919821	1	100922	0	0
151039	1073919823	1	100922	0	0
151040	1073917081	1	100923	0	0
151041	1073921031	1	100923	0	0
151042	1073921033	1	100923	0	0
151043	1073921035	1	100923	0	0
151044	1073921037	1	100923	0	0
151045	1073921039	1	100923	0	0
151046	1073921041	1	100923	0	0
151047	1073921043	1	100923	0	0
151048	1073921045	1	100923	0	0
151049	1073921047	1	100923	0	0
151050	1073921049	1	100923	0	0
151051	1073921051	1	100923	0	0
151052	1073921053	1	100923	0	0
151053	1073921055	1	100923	0	0
151054	1073921057	1	100923	0	0
151055	1073921059	1	100923	0	0
151056	1073921061	1	100923	0	0
151057	1073921063	1	100923	0	0
151058	1073921065	1	100923	0	0
151059	1073921067	1	100923	0	0
151060	1073921069	1	100923	0	0
151061	1073921071	1	100923	0	0
151062	1073921073	1	100923	0	0
151063	1073921075	1	100923	0	0
151064	1073921077	1	100923	0	0
151065	1073921079	1	100923	0	0
151066	1073921081	1	100923	0	0
151067	1073921083	1	100923	0	0
151068	1073921085	1	100923	0	0
151069	1073921087	1	100923	0	0
151070	1073921089	1	100923	0	0
