ROWID	_EnchantRatio|FLOAT	_BreakRatio|FLOAT	_MinDown|INTEGER	_MaxDown|INTEGER	_NeedItemID1|INTEGER	_NeedItemCount1|INTEGER	_NeedItemID2|INTEGER	_NeedItemCount2|INTEGER	_NeedItemID3|INTEGER	_NeedItemCount3|INTEGER	_NeedItemID4|INTEGER	_NeedItemCount4|INTEGER	_NeedItemID5|INTEGER	_NeedItemCount5|INTEGER	_UpStateRatio|FLOAT	_ActionChangeValue|INTEGER	_FailResultDropItemTableID|INTEGER	_ProtectItemCount|INTEGER	_ShieldItemCount|INTEGER
889193157	0.8	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.2505111	0	0	0	0
889193158	0.6	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.31313887	0	0	0	0
889193159	0.5	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.3820294	0	0	0	0
889193160	0.45	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.45780903	1	0	1	1
889193161	0.4	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.5411666	1	0	1	1
889193162	0.35	0.25	0	0	336618240	1	0	0	0	0	0	0	0	0	0.63285995	1	0	1	1
889193163	0.3	0.25	1	1	336618240	1	0	0	0	0	0	0	0	0	0.73372257	2	0	2	2
889193164	0.25	0.25	1	1	336618240	1	0	0	0	0	0	0	0	0	0.8547578	2	0	2	2
889193165	0.2	0.25	1	1	336618240	1	0	0	0	0	0	0	0	0	1.0	2	0	2	2
889193166	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889193167	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889193168	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192509	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.06262778	0	0	0	0
889192510	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.12525555	0	0	0	0
889192511	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.18788332	0	0	0	0
889192512	0.8	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.2505111	0	0	0	0
889192513	0.6	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.31313887	0	0	0	0
889192514	0.5	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.3820294	0	0	0	0
889192515	0.45	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.45780903	1	0	2	2
889192516	0.4	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.5411666	1	0	2	2
889192517	0.35	0.25	0	0	336617472	2	0	0	0	0	0	0	0	0	0.63285995	1	0	2	2
889192518	0.3	0.25	1	1	336617472	2	0	0	0	0	0	0	0	0	0.73372257	2	0	3	3
889192519	0.25	0.25	1	1	336617472	2	0	0	0	0	0	0	0	0	0.8547578	2	0	3	3
889192520	0.2	0.25	1	1	336617472	2	0	0	0	0	0	0	0	0	1.0	2	0	3	3
889192521	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192522	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192523	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192524	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.06262778	0	0	0	0
889192525	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.12525555	0	0	0	0
889192526	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.18788332	0	0	0	0
889192527	0.8	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.2505111	0	0	0	0
889192528	0.6	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.31313887	0	0	0	0
889192529	0.5	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.3820294	0	0	0	0
889192530	0.45	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.45780903	1	0	2	2
889192531	0.4	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.5411666	1	0	2	2
889192532	0.35	0.25	0	0	336617472	2	0	0	0	0	0	0	0	0	0.63285995	1	0	2	2
889192533	0.3	0.25	1	1	336617472	2	0	0	0	0	0	0	0	0	0.73372257	2	0	3	3
889192534	0.25	0.25	1	1	336617472	2	0	0	0	0	0	0	0	0	0.8547578	2	0	3	3
889192535	0.2	0.25	1	1	336617472	2	0	0	0	0	0	0	0	0	1.0	2	0	3	3
889192536	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192537	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192538	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192539	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.06262778	0	0	0	0
889192540	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.12525555	0	0	0	0
889192541	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.18788332	0	0	0	0
889192542	0.8	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.2505111	0	0	0	0
889192543	0.6	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.31313887	0	0	0	0
889192544	0.5	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.3820294	0	0	0	0
889192545	0.45	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.45780903	1	0	2	2
889192546	0.4	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.5411666	1	0	2	2
889192547	0.35	0.25	0	0	336617728	2	0	0	0	0	0	0	0	0	0.63285995	1	0	2	2
889192548	0.3	0.25	1	1	336617728	2	0	0	0	0	0	0	0	0	0.73372257	2	0	3	3
889192549	0.25	0.25	1	1	336617728	2	0	0	0	0	0	0	0	0	0.8547578	2	0	3	3
889192550	0.2	0.25	1	1	336617728	2	0	0	0	0	0	0	0	0	1.0	2	0	3	3
889192551	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192552	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192553	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192554	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.06262778	0	0	0	0
889192555	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.12525555	0	0	0	0
889192556	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.18788332	0	0	0	0
889192557	0.8	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.2505111	0	0	0	0
889192558	0.6	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.31313887	0	0	0	0
889192559	0.5	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.3820294	0	0	0	0
889192560	0.45	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.45780903	1	0	2	2
889192561	0.4	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.5411666	1	0	2	2
889192562	0.35	0.25	0	0	336617728	2	0	0	0	0	0	0	0	0	0.63285995	1	0	2	2
889192563	0.3	0.25	1	1	336617728	2	0	0	0	0	0	0	0	0	0.73372257	2	0	3	3
889192564	0.25	0.25	1	1	336617728	2	0	0	0	0	0	0	0	0	0.8547578	2	0	3	3
889192565	0.2	0.25	1	1	336617728	2	0	0	0	0	0	0	0	0	1.0	2	0	3	3
889192566	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192567	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192568	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192959	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.06262778	0	0	0	0
889192960	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.12525555	0	0	0	0
889192961	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.18788332	0	0	0	0
889192962	0.8	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.2505111	0	0	0	0
889192963	0.6	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.31313887	0	0	0	0
889192964	0.5	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.3820294	0	0	0	0
889192965	0.45	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.45780903	1	0	2	2
889192966	0.4	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.5411666	1	0	2	2
889192967	0.35	0.25	0	0	336617984	2	0	0	0	0	0	0	0	0	0.63285995	1	0	2	2
889192968	0.3	0.25	1	1	336617984	2	0	0	0	0	0	0	0	0	0.73372257	2	0	3	3
889192969	0.25	0.25	1	1	336617984	2	0	0	0	0	0	0	0	0	0.8547578	2	0	3	3
889192970	0.2	0.25	1	1	336617984	2	0	0	0	0	0	0	0	0	1.0	2	0	3	3
889192971	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192972	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192973	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192974	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.06262778	0	0	0	0
889192975	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.12525555	0	0	0	0
889192976	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.18788332	0	0	0	0
889192977	0.8	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.2505111	0	0	0	0
889192978	0.6	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.31313887	0	0	0	0
889192979	0.5	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.3820294	0	0	0	0
889192980	0.45	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.45780903	1	0	2	2
889192981	0.4	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.5411666	1	0	2	2
889192982	0.35	0.25	0	0	336617984	2	0	0	0	0	0	0	0	0	0.63285995	1	0	2	2
889192983	0.3	0.25	1	1	336617984	2	0	0	0	0	0	0	0	0	0.73372257	2	0	3	3
889192984	0.25	0.25	1	1	336617984	2	0	0	0	0	0	0	0	0	0.8547578	2	0	3	3
889192985	0.2	0.25	1	1	336617984	2	0	0	0	0	0	0	0	0	1.0	2	0	3	3
889192986	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192987	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192988	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192989	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.06262778	0	0	0	0
889192990	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.12525555	0	0	0	0
889192991	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.18788332	0	0	0	0
889192992	0.8	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.2505111	0	0	0	0
889192993	0.6	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.31313887	0	0	0	0
889192994	0.5	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.3820294	0	0	0	0
889192995	0.45	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.45780903	1	0	2	2
889192996	0.4	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.5411666	1	0	2	2
889192997	0.35	0.25	0	0	336618240	2	0	0	0	0	0	0	0	0	0.63285995	1	0	2	2
889192998	0.3	0.25	1	1	336618240	2	0	0	0	0	0	0	0	0	0.73372257	2	0	3	3
889192999	0.25	0.25	1	1	336618240	2	0	0	0	0	0	0	0	0	0.8547578	2	0	3	3
889193000	0.2	0.25	1	1	336618240	2	0	0	0	0	0	0	0	0	1.0	2	0	3	3
889193001	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889193002	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889193003	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889193004	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.06262778	0	0	0	0
889193005	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.12525555	0	0	0	0
889193006	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.18788332	0	0	0	0
889193007	0.8	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.2505111	0	0	0	0
889193008	0.6	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.31313887	0	0	0	0
889193009	0.5	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.3820294	0	0	0	0
889193010	0.45	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.45780903	1	0	2	2
889193011	0.4	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.5411666	1	0	2	2
889193012	0.35	0.25	0	0	336618240	2	0	0	0	0	0	0	0	0	0.63285995	1	0	2	2
889193013	0.3	0.25	1	1	336618240	2	0	0	0	0	0	0	0	0	0.73372257	2	0	3	3
889193014	0.25	0.25	1	1	336618240	2	0	0	0	0	0	0	0	0	0.8547578	2	0	3	3
889193015	0.2	0.25	1	1	336618240	2	0	0	0	0	0	0	0	0	1.0	2	0	3	3
889193016	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889193017	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889193018	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192569	1.0	0.0	0	0	336617728	1	0	0	0	0	0	0	0	0	0.042735044	0	0	0	0
889192570	1.0	0.0	0	0	336617728	1	0	0	0	0	0	0	0	0	0.08547009	0	0	0	0
889192571	1.0	0.0	0	0	336617728	1	0	0	0	0	0	0	0	0	0.12820514	0	0	0	0
889192572	0.8	0.0	0	1	336617728	1	0	0	0	0	0	0	0	0	0.17094018	0	0	0	0
889192573	0.6	0.0	0	1	336617728	1	0	0	0	0	0	0	0	0	0.21367522	0	0	0	0
889192574	0.5	0.0	0	1	336617728	2	0	0	0	0	0	0	0	0	0.25641027	0	0	0	0
889192575	0.45	0.25	0	1	336617728	2	0	0	0	0	0	0	0	0	0.30769232	1	0	4	4
889192576	0.4	0.25	0	2	336617728	2	0	0	0	0	0	0	0	0	0.35897437	1	0	4	4
889192577	0.35	0.25	0	2	336617728	2	0	0	0	0	0	0	0	0	0.42307693	1	0	4	4
889192578	0.3	0.25	0	2	336617728	3	0	0	0	0	0	0	0	0	0.4871795	2	0	5	5
889192579	0.25	0.25	0	2	336617728	3	0	0	0	0	0	0	0	0	0.5726496	2	0	5	5
889192580	0.2	0.25	1	2	336617728	3	0	0	0	0	0	0	0	0	0.6581197	2	0	5	5
889192581	0.15	0.25	1	2	336617728	4	0	0	0	0	0	0	0	0	0.74358976	3	0	5	5
889192582	0.05	0.25	1	3	336617728	4	0	0	0	0	0	0	0	0	0.8717949	3	0	0	0
889192583	0.01	0.25	1	3	336617728	4	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192584	1.0	0.0	0	0	336617728	1	0	0	0	0	0	0	0	0	0.042735044	0	0	0	0
889192585	1.0	0.0	0	0	336617728	1	0	0	0	0	0	0	0	0	0.08547009	0	0	0	0
889192586	1.0	0.0	0	0	336617728	1	0	0	0	0	0	0	0	0	0.12820514	0	0	0	0
889192587	0.8	0.0	0	1	336617728	1	0	0	0	0	0	0	0	0	0.17094018	0	0	0	0
889192588	0.6	0.0	0	1	336617728	1	0	0	0	0	0	0	0	0	0.21367522	0	0	0	0
889192589	0.5	0.0	0	1	336617728	2	0	0	0	0	0	0	0	0	0.25641027	0	0	0	0
889192590	0.45	0.25	0	1	336617728	2	0	0	0	0	0	0	0	0	0.30769232	1	0	4	4
889192591	0.4	0.25	0	2	336617728	2	0	0	0	0	0	0	0	0	0.35897437	1	0	4	4
889192592	0.35	0.25	0	2	336617728	2	0	0	0	0	0	0	0	0	0.42307693	1	0	4	4
889192593	0.3	0.25	0	2	336617728	3	0	0	0	0	0	0	0	0	0.4871795	2	0	5	5
889192594	0.25	0.25	0	2	336617728	3	0	0	0	0	0	0	0	0	0.5726496	2	0	5	5
889192595	0.2	0.25	1	2	336617728	3	0	0	0	0	0	0	0	0	0.6581197	2	0	5	5
889192596	0.15	0.25	1	2	336617728	4	0	0	0	0	0	0	0	0	0.74358976	3	0	5	5
889192597	0.05	0.25	1	3	336617728	4	0	0	0	0	0	0	0	0	0.8717949	3	0	0	0
889192598	0.01	0.25	1	3	336617728	4	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192599	1.0	0.0	0	0	336617984	1	0	0	0	0	0	0	0	0	0.042735044	0	0	0	0
889192600	1.0	0.0	0	0	336617984	1	0	0	0	0	0	0	0	0	0.08547009	0	0	0	0
889192601	1.0	0.0	0	0	336617984	1	0	0	0	0	0	0	0	0	0.12820514	0	0	0	0
889192602	0.8	0.0	0	1	336617984	1	0	0	0	0	0	0	0	0	0.17094018	0	0	0	0
889192603	0.6	0.0	0	1	336617984	1	0	0	0	0	0	0	0	0	0.21367522	0	0	0	0
889192604	0.5	0.0	0	1	336617984	2	0	0	0	0	0	0	0	0	0.25641027	0	0	0	0
889192605	0.45	0.25	0	1	336617984	2	0	0	0	0	0	0	0	0	0.30769232	1	0	4	4
889192606	0.4	0.25	0	2	336617984	2	0	0	0	0	0	0	0	0	0.35897437	1	0	4	4
889192607	0.35	0.25	0	2	336617984	2	0	0	0	0	0	0	0	0	0.42307693	1	0	4	4
889192608	0.3	0.25	0	2	336617984	3	0	0	0	0	0	0	0	0	0.4871795	2	0	5	5
889192609	0.25	0.25	0	2	336617984	3	0	0	0	0	0	0	0	0	0.5726496	2	0	5	5
889192610	0.2	0.25	1	2	336617984	3	0	0	0	0	0	0	0	0	0.6581197	2	0	5	5
889192611	0.15	0.25	1	2	336617984	4	0	0	0	0	0	0	0	0	0.74358976	3	0	5	5
889192612	0.05	0.25	1	3	336617984	4	0	0	0	0	0	0	0	0	0.8717949	3	0	0	0
889192613	0.01	0.25	1	3	336617984	4	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889193019	1.0	0.0	0	0	336617984	1	0	0	0	0	0	0	0	0	0.042735044	0	0	0	0
889193020	1.0	0.0	0	0	336617984	1	0	0	0	0	0	0	0	0	0.08547009	0	0	0	0
889193021	1.0	0.0	0	0	336617984	1	0	0	0	0	0	0	0	0	0.12820514	0	0	0	0
889193022	0.8	0.0	0	1	336617984	1	0	0	0	0	0	0	0	0	0.17094018	0	0	0	0
889193023	0.6	0.0	0	1	336617984	1	0	0	0	0	0	0	0	0	0.21367522	0	0	0	0
889193024	0.5	0.0	0	1	336617984	2	0	0	0	0	0	0	0	0	0.25641027	0	0	0	0
889193025	0.45	0.25	0	1	336617984	2	0	0	0	0	0	0	0	0	0.30769232	1	0	5	5
889193026	0.4	0.25	0	2	336617984	2	0	0	0	0	0	0	0	0	0.35897437	1	0	5	5
889193027	0.35	0.25	0	2	336617984	2	0	0	0	0	0	0	0	0	0.42307693	1	0	5	5
889193028	0.3	0.25	0	2	336617984	3	0	0	0	0	0	0	0	0	0.4871795	2	0	7	7
889193029	0.25	0.25	0	2	336617984	3	0	0	0	0	0	0	0	0	0.5726496	2	0	7	7
889193030	0.2	0.25	1	2	336617984	3	0	0	0	0	0	0	0	0	0.6581197	2	0	7	7
889193031	0.15	0.25	1	2	336617984	4	0	0	0	0	0	0	0	0	0.74358976	3	0	7	7
889193032	0.05	0.25	1	3	336617984	4	0	0	0	0	0	0	0	0	0.8717949	3	0	0	0
889193033	0.01	0.25	1	3	336617984	4	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889193034	1.0	0.0	0	0	336618240	1	0	0	0	0	0	0	0	0	0.042735044	0	0	0	0
889193035	1.0	0.0	0	0	336618240	1	0	0	0	0	0	0	0	0	0.08547009	0	0	0	0
889193036	1.0	0.0	0	0	336618240	1	0	0	0	0	0	0	0	0	0.12820514	0	0	0	0
889193037	0.8	0.0	0	1	336618240	1	0	0	0	0	0	0	0	0	0.17094018	0	0	0	0
889193038	0.6	0.0	0	1	336618240	1	0	0	0	0	0	0	0	0	0.21367522	0	0	0	0
889193039	0.5	0.0	0	1	336618240	2	0	0	0	0	0	0	0	0	0.25641027	0	0	0	0
889193040	0.45	0.25	0	1	336618240	2	0	0	0	0	0	0	0	0	0.30769232	1	0	6	6
889193041	0.4	0.25	0	2	336618240	2	0	0	0	0	0	0	0	0	0.35897437	1	0	6	6
889193042	0.35	0.25	0	2	336618240	2	0	0	0	0	0	0	0	0	0.42307693	1	0	6	6
889193043	0.3	0.25	0	2	336618240	3	0	0	0	0	0	0	0	0	0.4871795	2	0	9	9
889193044	0.25	0.25	0	2	336618240	3	0	0	0	0	0	0	0	0	0.5726496	2	0	9	9
889193045	0.2	0.25	1	2	336618240	3	0	0	0	0	0	0	0	0	0.6581197	2	0	9	9
889193046	0.15	0.25	1	2	336618240	4	0	0	0	0	0	0	0	0	0.74358976	3	0	9	9
889193047	0.05	0.25	1	3	336618240	4	0	0	0	0	0	0	0	0	0.8717949	3	0	0	0
889193048	0.01	0.25	1	3	336618240	4	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889193049	1.0	0.0	0	0	336618240	1	0	0	0	0	0	0	0	0	0.042735044	0	0	0	0
889193050	1.0	0.0	0	0	336618240	1	0	0	0	0	0	0	0	0	0.08547009	0	0	0	0
889193051	1.0	0.0	0	0	336618240	1	0	0	0	0	0	0	0	0	0.12820514	0	0	0	0
889193052	0.8	0.0	0	1	336618240	1	0	0	0	0	0	0	0	0	0.17094018	0	0	0	0
889193053	0.6	0.0	0	1	336618240	1	0	0	0	0	0	0	0	0	0.21367522	0	0	0	0
889193054	0.5	0.0	0	1	336618240	2	0	0	0	0	0	0	0	0	0.25641027	0	0	0	0
889193055	0.45	0.25	0	1	336618240	2	0	0	0	0	0	0	0	0	0.30769232	1	0	7	7
889193056	0.4	0.25	0	2	336618240	2	0	0	0	0	0	0	0	0	0.35897437	1	0	7	7
889193057	0.35	0.25	0	2	336618240	2	0	0	0	0	0	0	0	0	0.42307693	1	0	7	7
889193058	0.3	0.25	0	2	336618240	3	0	0	0	0	0	0	0	0	0.4871795	2	0	11	11
889193059	0.25	0.25	0	2	336618240	3	0	0	0	0	0	0	0	0	0.5726496	2	0	11	11
889193060	0.2	0.25	1	2	336618240	3	0	0	0	0	0	0	0	0	0.6581197	2	0	11	11
889193061	0.15	0.25	1	2	336618240	4	0	0	0	0	0	0	0	0	0.74358976	3	0	11	11
889193062	0.05	0.25	1	3	336618240	4	0	0	0	0	0	0	0	0	0.8717949	3	0	0	0
889193063	0.01	0.25	1	3	336618240	4	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889193169	1.0	0.0	0	0	336618240	1	0	0	0	0	0	0	0	0	0.042735044	0	0	0	0
889193170	1.0	0.0	0	0	336618240	1	0	0	0	0	0	0	0	0	0.08547009	0	0	0	0
889193171	1.0	0.0	0	0	336618240	1	0	0	0	0	0	0	0	0	0.12820514	0	0	0	0
889193172	0.8	0.0	0	1	336618240	1	0	0	0	0	0	0	0	0	0.17094018	0	0	0	0
889193173	0.6	0.0	0	1	336618240	1	0	0	0	0	0	0	0	0	0.21367522	0	0	0	0
889193174	0.5	0.0	0	1	336618240	2	0	0	0	0	0	0	0	0	0.25641027	0	0	0	0
889193175	0.45	0.25	0	1	336618240	2	0	0	0	0	0	0	0	0	0.30769232	1	0	7	7
889193176	0.4	0.25	0	2	336618240	2	0	0	0	0	0	0	0	0	0.35897437	1	0	7	7
889193177	0.35	0.25	0	2	336618240	2	0	0	0	0	0	0	0	0	0.42307693	1	0	7	7
889193178	0.3	0.25	0	2	336618240	3	0	0	0	0	0	0	0	0	0.4871795	2	0	11	11
889193179	0.25	0.25	0	2	336618240	3	0	0	0	0	0	0	0	0	0.5726496	2	0	11	11
889193180	0.2	0.25	1	2	336618240	3	0	0	0	0	0	0	0	0	0.6581197	2	0	11	11
889193181	0.15	0.25	1	2	336618240	4	0	0	0	0	0	0	0	0	0.74358976	3	0	11	11
889193182	0.05	0.25	1	3	336618240	4	0	0	0	0	0	0	0	0	0.8717949	3	0	0	0
889193183	0.01	0.25	1	3	336618240	4	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889193184	1.0	0.0	0	0	336618240	1	0	0	0	0	0	0	0	0	0.042735044	0	0	0	0
889193185	1.0	0.0	0	0	336618240	1	0	0	0	0	0	0	0	0	0.08547009	0	0	0	0
889193186	1.0	0.0	0	0	336618240	1	0	0	0	0	0	0	0	0	0.12820514	0	0	0	0
889193187	0.8	0.0	0	1	336618240	1	0	0	0	0	0	0	0	0	0.17094018	0	0	0	0
889193188	0.6	0.0	0	1	336618240	1	0	0	0	0	0	0	0	0	0.21367522	0	0	0	0
889193189	0.5	0.0	0	1	336618240	2	0	0	0	0	0	0	0	0	0.25641027	0	0	0	0
889193190	0.45	0.25	0	1	336618240	2	0	0	0	0	0	0	0	0	0.30769232	1	0	7	7
889193191	0.4	0.25	0	2	336618240	2	0	0	0	0	0	0	0	0	0.35897437	1	0	7	7
889193192	0.35	0.25	0	2	336618240	2	0	0	0	0	0	0	0	0	0.42307693	1	0	7	7
889193193	0.3	0.25	0	2	336618240	3	0	0	0	0	0	0	0	0	0.4871795	2	0	11	11
889193194	0.25	0.25	0	2	336618240	3	0	0	0	0	0	0	0	0	0.5726496	2	0	11	11
889193195	0.2	0.25	1	2	336618240	3	0	0	0	0	0	0	0	0	0.6581197	2	0	11	11
889193196	0.15	0.25	1	2	336618240	4	0	0	0	0	0	0	0	0	0.74358976	3	0	11	11
889193197	0.05	0.25	1	3	336618240	4	0	0	0	0	0	0	0	0	0.8717949	3	0	0	0
889193198	0.01	0.25	1	3	336618240	4	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192614	1.0	0.0	0	0	336593152	1	0	0	0	0	0	0	0	0	0.03474566	0	0	0	0
889192615	1.0	0.0	0	0	336593152	1	0	0	0	0	0	0	0	0	0.06949132	0	0	0	0
889192616	1.0	0.0	0	0	336593152	1	0	0	0	0	0	0	0	0	0.104236975	0	0	0	0
889192617	0.8	0.0	0	1	336593152	2	0	0	0	0	0	0	0	0	0.13898264	0	0	0	0
889192618	0.6	0.0	0	2	336593152	2	0	0	0	0	0	0	0	0	0.17372829	0	0	0	0
889192619	0.5	0.0	0	3	336593152	2	0	0	0	0	0	0	0	0	0.21194851	0	0	0	0
889192620	0.45	0.25	0	1	336593152	3	336609536	1	0	0	0	0	0	0	0.25399077	1	0	7	7
889192621	0.4	0.25	0	2	336593152	3	336609536	1	0	0	0	0	0	0	0.30023724	1	0	7	7
889192622	0.35	0.25	0	3	336593152	3	336609536	1	0	0	0	0	0	0	0.35110834	1	0	7	7
889192623	0.3	0.25	1	3	336593152	4	336609536	2	0	0	0	0	0	0	0.40706658	2	0	11	11
889192624	0.25	0.25	1	3	336593152	4	336609536	2	0	0	0	0	0	0	0.47421646	2	0	11	11
889192625	0.2	0.25	1	3	336593152	4	336609536	2	0	0	0	0	0	0	0.55479634	2	0	11	11
889192626	0.15	0.25	1	3	336593152	5	336609536	3	0	0	0	0	0	0	0.65955013	3	0	11	11
889192627	0.05	0.25	1	3	336593152	5	336609536	3	0	0	0	0	0	0	0.79573005	3	0	0	0
889192628	0.01	0.25	1	3	336593152	5	336609536	3	0	0	0	0	0	0	1.0	3	0	0	0
889192629	1.0	0.0	0	0	336593408	1	0	0	0	0	0	0	0	0	0.03474566	0	0	0	0
