ROWID	_Activate|INTEGER	_TitleNameID|INTEGER	_TitleNameIDParam|TEXT	_SubTitleNameID|INTEGER	_SubTitleNameIDParam|TEXT	_NpcIconID|INTEGER	_AchieveEvent|INTEGER	_Achieve1Type|INTEGER	_Achieve1Param|INTEGER	_Achieve1Operator|INTEGER	_Achieve2Type|INTEGER	_Achieve2Param|INTEGER	_Achieve2Operator|INTEGER	_Achieve3Type|INTEGER	_Achieve3Param|INTEGER	_Achieve3Operator|INTEGER	_Achieve4Type|INTEGER	_Achieve4Param|INTEGER	_Achieve4Operator|INTEGER	_Achieve5Type|INTEGER	_Achieve5Param|INTEGER	_Achieve5Operator|INTEGER	_CounterParam|INTEGER	_CounterOperator|INTEGER	_AchieveCheckType|BOOLEAN	_GuildMissionGrade|INTEGER	_GuildMissionRatio|INTEGER	_StartRewardItemID1|INTEGER	_StartRewardItemAmount1|INTEGER	_StartRewardItemID2|INTEGER	_StartRewardItemAmount2|INTEGER	_StartRewardItemID3|INTEGER	_StartRewardItemAmount3|INTEGER	_StartRewardItemID4|INTEGER	_StartRewardItemAmount4|INTEGER	_StartRewardItemID5|INTEGER	_StartRewardItemAmount5|INTEGER	_EndRewardItemID1|INTEGER	_EndRewardItemAmount1|INTEGER	_EndRewardItemID2|INTEGER	_EndRewardItemAmount2|INTEGER	_EndRewardItemID3|INTEGER	_EndRewardItemAmount3|INTEGER	_EndRewardItemID4|INTEGER	_EndRewardItemAmount4|INTEGER	_EndRewardItemID5|INTEGER	_EndRewardItemAmount5|INTEGER	_IsAchieveNotice|INTEGER	_IsAchieveGuildNotice|INTEGER	_AchieveIcon|INTEGER	_ListSort|INTEGER	_StartTime|TEXT	_EndTime|TEXT
227	1	1000156393	{6328},{1000161641},{1000160400}	1000161508	{2404},{1000000382},{1000159139},{6327}	14	106	10	29	0	13	268487558	0	125	6	0	0	0	0	0	0	0	40	0	false	7	6000	268487921	180	0	0	0	0	0	0	0	0	268487921	1	0	0	0	0	0	0	0	0	0	1	1	23	201910020900	210012300900
228	1	1000156393	{6329},{1000161641},{1000160400}	1000161508	{2404},{1000000382},{1000159139},{6327}	14	106	10	29	0	13	268487558	0	125	6	0	0	0	0	0	0	0	45	0	false	8	6000	268487921	180	0	0	0	0	0	0	0	0	268487921	1	0	0	0	0	0	0	0	0	0	1	1	23	201910020900	210012300900
229	1	1000156393	{6330},{1000161641},{1000160400}	1000161508	{2404},{1000000382},{1000159139},{6327}	14	106	10	29	0	13	268487558	0	125	6	0	0	0	0	0	0	0	50	0	false	9	6000	268487921	180	0	0	0	0	0	0	0	0	268487921	1	0	0	0	0	0	0	0	0	0	1	1	23	201910020900	210012300900
230	1	1000156393	{1012768},{1000161641},{1000160400}	1000161508	{2404},{1000000382},{1000159139},{6327}	14	106	10	29	0	13	268487558	0	125	6	0	0	0	0	0	0	0	55	0	false	10	6000	268487921	180	0	0	0	0	0	0	0	0	268487921	1	0	0	0	0	0	0	0	0	0	1	1	23	201910020900	210012300900
231	1	1000156393	{6322},{1000161640},{1000160401}	1000161508	{2404},{1000000387},{1000159140},{6326}	62	106	10	34	0	13	268487559	0	125	5	0	0	0	0	0	0	0	100	0	false	1	1760	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	24	201910020900	210012300900
232	1	1000156393	{6323},{1000161640},{1000160401}	1000161508	{2404},{1000000387},{1000159140},{6326}	62	106	10	34	0	13	268487559	0	125	5	0	0	0	0	0	0	0	105	0	false	2	1760	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	24	201910020900	210012300900
233	1	1000156393	{6324},{1000161640},{1000160401}	1000161508	{2404},{1000000387},{1000159140},{6326}	62	106	10	34	0	13	268487559	0	125	5	0	0	0	0	0	0	0	110	0	false	3	1760	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	24	201910020900	210012300900
234	1	1000156393	{6325},{1000161640},{1000160401}	1000161508	{2404},{1000000387},{1000159140},{6326}	62	106	10	34	0	13	268487559	0	125	5	0	0	0	0	0	0	0	115	0	false	4	1760	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	24	201910020900	210012300900
235	1	1000156393	{6326},{1000161640},{1000160401}	1000161508	{2404},{1000000387},{1000159140},{6326}	62	106	10	34	0	13	268487559	0	125	5	0	0	0	0	0	0	0	120	0	false	5	1760	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	24	201910020900	210012300900
236	1	1000156393	{6327},{1000161640},{1000160401}	1000161508	{2404},{1000000387},{1000159140},{6326}	62	106	10	34	0	13	268487559	0	125	5	0	0	0	0	0	0	0	125	0	false	6	1760	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	24	201910020900	210012300900
237	1	1000156393	{6328},{1000161640},{1000160401}	1000161508	{2404},{1000000387},{1000159140},{6326}	62	106	10	34	0	13	268487559	0	125	5	0	0	0	0	0	0	0	130	0	false	7	1760	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	24	201910020900	210012300900
238	1	1000156393	{6329},{1000161640},{1000160401}	1000161508	{2404},{1000000387},{1000159140},{6326}	62	106	10	34	0	13	268487559	0	125	5	0	0	0	0	0	0	0	135	0	false	8	1760	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	24	201910020900	210012300900
239	1	1000156393	{6330},{1000161640},{1000160401}	1000161508	{2404},{1000000387},{1000159140},{6326}	62	106	10	34	0	13	268487559	0	125	5	0	0	0	0	0	0	0	140	0	false	9	1760	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	24	201910020900	210012300900
240	1	1000156393	{1012768},{1000161640},{1000160401}	1000161508	{2404},{1000000387},{1000159140},{6326}	62	106	10	34	0	13	268487559	0	125	5	0	0	0	0	0	0	0	145	0	false	10	1760	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	24	201910020900	210012300900
241	1	1000156393	{6322},{1000161640},{1000160402}	1000161508	{1000000828},{1000000435},{1000159141},{6326}	18	106	10	304	0	13	268487560	0	125	5	0	0	0	0	0	0	0	100	0	false	1	1920	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	25	201910020900	210012300900
242	1	1000156393	{6323},{1000161640},{1000160402}	1000161508	{1000000828},{1000000435},{1000159141},{6326}	18	106	10	304	0	13	268487560	0	125	5	0	0	0	0	0	0	0	105	0	false	2	1920	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	25	201910020900	210012300900
243	1	1000156393	{6324},{1000161640},{1000160402}	1000161508	{1000000828},{1000000435},{1000159141},{6326}	18	106	10	304	0	13	268487560	0	125	5	0	0	0	0	0	0	0	110	0	false	3	1920	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	25	201910020900	210012300900
244	1	1000156393	{6325},{1000161640},{1000160402}	1000161508	{1000000828},{1000000435},{1000159141},{6326}	18	106	10	304	0	13	268487560	0	125	5	0	0	0	0	0	0	0	115	0	false	4	1920	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	25	201910020900	210012300900
245	1	1000156393	{6326},{1000161640},{1000160402}	1000161508	{1000000828},{1000000435},{1000159141},{6326}	18	106	10	304	0	13	268487560	0	125	5	0	0	0	0	0	0	0	120	0	false	5	1920	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	25	201910020900	210012300900
246	1	1000156393	{6327},{1000161640},{1000160402}	1000161508	{1000000828},{1000000435},{1000159141},{6326}	18	106	10	304	0	13	268487560	0	125	5	0	0	0	0	0	0	0	125	0	false	6	1920	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	25	201910020900	210012300900
247	1	1000156393	{6328},{1000161640},{1000160402}	1000161508	{1000000828},{1000000435},{1000159141},{6326}	18	106	10	304	0	13	268487560	0	125	5	0	0	0	0	0	0	0	130	0	false	7	1920	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	25	201910020900	210012300900
248	1	1000156393	{6329},{1000161640},{1000160402}	1000161508	{1000000828},{1000000435},{1000159141},{6326}	18	106	10	304	0	13	268487560	0	125	5	0	0	0	0	0	0	0	135	0	false	8	1920	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	25	201910020900	210012300900
249	1	1000156393	{6330},{1000161640},{1000160402}	1000161508	{1000000828},{1000000435},{1000159141},{6326}	18	106	10	304	0	13	268487560	0	125	5	0	0	0	0	0	0	0	140	0	false	9	1920	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	25	201910020900	210012300900
250	1	1000156393	{1012768},{1000161640},{1000160402}	1000161508	{1000000828},{1000000435},{1000159141},{6326}	18	106	10	304	0	13	268487560	0	125	5	0	0	0	0	0	0	0	145	0	false	10	1920	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	25	201910020900	210012300900
251	1	1000156393	{6322},{1000161640},{1000160403}	1000161508	{89},{1000003231},{1000159142},{6326}	72	106	10	302	0	13	268487561	0	125	5	0	0	0	0	0	0	0	100	0	false	1	1760	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	26	201910020900	210012300900
252	1	1000156393	{6323},{1000161640},{1000160403}	1000161508	{89},{1000003231},{1000159142},{6326}	72	106	10	302	0	13	268487561	0	125	5	0	0	0	0	0	0	0	105	0	false	2	1760	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	26	201910020900	210012300900
253	1	1000156393	{6324},{1000161640},{1000160403}	1000161508	{89},{1000003231},{1000159142},{6326}	72	106	10	302	0	13	268487561	0	125	5	0	0	0	0	0	0	0	110	0	false	3	1760	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	26	201910020900	210012300900
254	1	1000156393	{6325},{1000161640},{1000160403}	1000161508	{89},{1000003231},{1000159142},{6326}	72	106	10	302	0	13	268487561	0	125	5	0	0	0	0	0	0	0	115	0	false	4	1760	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	26	201910020900	210012300900
255	1	1000156393	{6326},{1000161640},{1000160403}	1000161508	{89},{1000003231},{1000159142},{6326}	72	106	10	302	0	13	268487561	0	125	5	0	0	0	0	0	0	0	120	0	false	5	1760	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	26	201910020900	210012300900
256	1	1000156393	{6327},{1000161640},{1000160403}	1000161508	{89},{1000003231},{1000159142},{6326}	72	106	10	302	0	13	268487561	0	125	5	0	0	0	0	0	0	0	125	0	false	6	1760	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	26	201910020900	210012300900
257	1	1000156393	{6328},{1000161640},{1000160403}	1000161508	{89},{1000003231},{1000159142},{6326}	72	106	10	302	0	13	268487561	0	125	5	0	0	0	0	0	0	0	130	0	false	7	1760	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	26	201910020900	210012300900
258	1	1000156393	{6329},{1000161640},{1000160403}	1000161508	{89},{1000003231},{1000159142},{6326}	72	106	10	302	0	13	268487561	0	125	5	0	0	0	0	0	0	0	135	0	false	8	1760	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	26	201910020900	210012300900
259	1	1000156393	{6330},{1000161640},{1000160403}	1000161508	{89},{1000003231},{1000159142},{6326}	72	106	10	302	0	13	268487561	0	125	5	0	0	0	0	0	0	0	140	0	false	9	1760	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	26	201910020900	210012300900
260	1	1000156393	{1012768},{1000161640},{1000160403}	1000161508	{89},{1000003231},{1000159142},{6326}	72	106	10	302	0	13	268487561	0	125	5	0	0	0	0	0	0	0	145	0	false	10	1760	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	26	201910020900	210012300900
261	1	1000156393	{6322},{1000161640},{1000160404}	1000161508	{1000144687},{1000144517},{1000159145},{6326}	64	106	10	2669	0	13	268487564	0	125	5	0	0	0	0	0	0	0	100	0	false	1	1760	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	27	201910020900	210012300900
262	1	1000156393	{6323},{1000161640},{1000160404}	1000161508	{1000144687},{1000144517},{1000159145},{6326}	64	106	10	2669	0	13	268487564	0	125	5	0	0	0	0	0	0	0	105	0	false	2	1760	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	27	201910020900	210012300900
263	1	1000156393	{6324},{1000161640},{1000160404}	1000161508	{1000144687},{1000144517},{1000159145},{6326}	64	106	10	2669	0	13	268487564	0	125	5	0	0	0	0	0	0	0	110	0	false	3	1760	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	27	201910020900	210012300900
264	1	1000156393	{6325},{1000161640},{1000160404}	1000161508	{1000144687},{1000144517},{1000159145},{6326}	64	106	10	2669	0	13	268487564	0	125	5	0	0	0	0	0	0	0	115	0	false	4	1760	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	27	201910020900	210012300900
265	1	1000156393	{6326},{1000161640},{1000160404}	1000161508	{1000144687},{1000144517},{1000159145},{6326}	64	106	10	2669	0	13	268487564	0	125	5	0	0	0	0	0	0	0	120	0	false	5	1760	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	27	201910020900	210012300900
266	1	1000156393	{6327},{1000161640},{1000160404}	1000161508	{1000144687},{1000144517},{1000159145},{6326}	64	106	10	2669	0	13	268487564	0	125	5	0	0	0	0	0	0	0	125	0	false	6	1760	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	27	201910020900	210012300900
267	1	1000156393	{6328},{1000161640},{1000160404}	1000161508	{1000144687},{1000144517},{1000159145},{6326}	64	106	10	2669	0	13	268487564	0	125	5	0	0	0	0	0	0	0	130	0	false	7	1760	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	27	201910020900	210012300900
268	1	1000156393	{6329},{1000161640},{1000160404}	1000161508	{1000144687},{1000144517},{1000159145},{6326}	64	106	10	2669	0	13	268487564	0	125	5	0	0	0	0	0	0	0	135	0	false	8	1760	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	27	201910020900	210012300900
269	1	1000156393	{6330},{1000161640},{1000160404}	1000161508	{1000144687},{1000144517},{1000159145},{6326}	64	106	10	2669	0	13	268487564	0	125	5	0	0	0	0	0	0	0	140	0	false	9	1760	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	27	201910020900	210012300900
270	1	1000156393	{1012768},{1000161640},{1000160404}	1000161508	{1000144687},{1000144517},{1000159145},{6326}	64	106	10	2669	0	13	268487564	0	125	5	0	0	0	0	0	0	0	145	0	false	10	1760	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	27	201910020900	210012300900
271	1	1000156393	{6322},{1000161640},{1000160405}	1000161508	{89},{1000000367},{1000159143},{6326}	63	106	10	12	0	13	268487562	0	125	5	0	0	0	0	0	0	0	100	0	false	1	1760	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	28	201910020900	210012300900
272	1	1000156393	{6323},{1000161640},{1000160405}	1000161508	{89},{1000000367},{1000159143},{6326}	63	106	10	12	0	13	268487562	0	125	5	0	0	0	0	0	0	0	105	0	false	2	1760	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	28	201910020900	210012300900
273	1	1000156393	{6324},{1000161640},{1000160405}	1000161508	{89},{1000000367},{1000159143},{6326}	63	106	10	12	0	13	268487562	0	125	5	0	0	0	0	0	0	0	110	0	false	3	1760	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	28	201910020900	210012300900
274	1	1000156393	{6325},{1000161640},{1000160405}	1000161508	{89},{1000000367},{1000159143},{6326}	63	106	10	12	0	13	268487562	0	125	5	0	0	0	0	0	0	0	115	0	false	4	1760	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	28	201910020900	210012300900
275	1	1000156393	{6326},{1000161640},{1000160405}	1000161508	{89},{1000000367},{1000159143},{6326}	63	106	10	12	0	13	268487562	0	125	5	0	0	0	0	0	0	0	120	0	false	5	1760	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	28	201910020900	210012300900
276	1	1000156393	{6327},{1000161640},{1000160405}	1000161508	{89},{1000000367},{1000159143},{6326}	63	106	10	12	0	13	268487562	0	125	5	0	0	0	0	0	0	0	125	0	false	6	1760	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	28	201910020900	210012300900
277	1	1000156393	{6328},{1000161640},{1000160405}	1000161508	{89},{1000000367},{1000159143},{6326}	63	106	10	12	0	13	268487562	0	125	5	0	0	0	0	0	0	0	130	0	false	7	1760	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	28	201910020900	210012300900
278	1	1000156393	{6329},{1000161640},{1000160405}	1000161508	{89},{1000000367},{1000159143},{6326}	63	106	10	12	0	13	268487562	0	125	5	0	0	0	0	0	0	0	135	0	false	8	1760	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	28	201910020900	210012300900
279	1	1000156393	{6330},{1000161640},{1000160405}	1000161508	{89},{1000000367},{1000159143},{6326}	63	106	10	12	0	13	268487562	0	125	5	0	0	0	0	0	0	0	140	0	false	9	1760	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	28	201910020900	210012300900
280	1	1000156393	{1012768},{1000161640},{1000160405}	1000161508	{89},{1000000367},{1000159143},{6326}	63	106	10	12	0	13	268487562	0	125	5	0	0	0	0	0	0	0	145	0	false	10	1760	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	28	201910020900	210012300900
281	1	1000156393	{6322},{1000161640},{1000160406}	1000161508	{2404},{1000000457},{1000159144},{6326}	2	106	10	323	0	13	268487563	0	125	5	0	0	0	0	0	0	0	100	0	false	1	1760	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	29	201910020900	210012300900
282	1	1000156393	{6323},{1000161640},{1000160406}	1000161508	{2404},{1000000457},{1000159144},{6326}	2	106	10	323	0	13	268487563	0	125	5	0	0	0	0	0	0	0	105	0	false	2	1760	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	29	201910020900	210012300900
283	1	1000156393	{6324},{1000161640},{1000160406}	1000161508	{2404},{1000000457},{1000159144},{6326}	2	106	10	323	0	13	268487563	0	125	5	0	0	0	0	0	0	0	110	0	false	3	1760	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	29	201910020900	210012300900
284	1	1000156393	{6325},{1000161640},{1000160406}	1000161508	{2404},{1000000457},{1000159144},{6326}	2	106	10	323	0	13	268487563	0	125	5	0	0	0	0	0	0	0	115	0	false	4	1760	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	29	201910020900	210012300900
285	1	1000156393	{6326},{1000161640},{1000160406}	1000161508	{2404},{1000000457},{1000159144},{6326}	2	106	10	323	0	13	268487563	0	125	5	0	0	0	0	0	0	0	120	0	false	5	1760	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	29	201910020900	210012300900
286	1	1000156393	{6327},{1000161640},{1000160406}	1000161508	{2404},{1000000457},{1000159144},{6326}	2	106	10	323	0	13	268487563	0	125	5	0	0	0	0	0	0	0	125	0	false	6	1760	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	29	201910020900	210012300900
287	1	1000156393	{6328},{1000161640},{1000160406}	1000161508	{2404},{1000000457},{1000159144},{6326}	2	106	10	323	0	13	268487563	0	125	5	0	0	0	0	0	0	0	130	0	false	7	1760	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	29	201910020900	210012300900
288	1	1000156393	{6329},{1000161640},{1000160406}	1000161508	{2404},{1000000457},{1000159144},{6326}	2	106	10	323	0	13	268487563	0	125	5	0	0	0	0	0	0	0	135	0	false	8	1760	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	29	201910020900	210012300900
289	1	1000156393	{6330},{1000161640},{1000160406}	1000161508	{2404},{1000000457},{1000159144},{6326}	2	106	10	323	0	13	268487563	0	125	5	0	0	0	0	0	0	0	140	0	false	9	1760	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	29	201910020900	210012300900
290	1	1000156393	{1012768},{1000161640},{1000160406}	1000161508	{2404},{1000000457},{1000159144},{6326}	2	106	10	323	0	13	268487563	0	125	5	0	0	0	0	0	0	0	145	0	false	10	1760	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	29	201910020900	210012300900
291	1	1000156393	{6322},{9108},{1000161302}	1000161508	{1000000828},{1000007829},{1000145328},{1012768}	101	106	10	325	0	13	268483044	0	125	10	0	0	0	0	0	0	0	50	0	false	1	6000	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	30	201910020900	210012300900
292	1	1000156393	{6323},{9108},{1000161302}	1000161508	{1000000828},{1000007829},{1000145328},{1012768}	101	106	10	325	0	13	268483044	0	125	10	0	0	0	0	0	0	0	75	0	false	2	6000	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	30	201910020900	210012300900
293	1	1000156393	{6324},{9108},{1000161302}	1000161508	{1000000828},{1000007829},{1000145328},{1012768}	101	106	10	325	0	13	268483044	0	125	10	0	0	0	0	0	0	0	100	0	false	3	6000	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	30	201910020900	210012300900
294	1	1000156393	{6325},{9108},{1000161302}	1000161508	{1000000828},{1000007829},{1000145328},{1012768}	101	106	10	325	0	13	268483044	0	125	10	0	0	0	0	0	0	0	125	0	false	4	6000	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	30	201910020900	210012300900
295	1	1000156393	{6326},{9108},{1000161302}	1000161508	{1000000828},{1000007829},{1000145328},{1012768}	101	106	10	325	0	13	268483044	0	125	10	0	0	0	0	0	0	0	150	0	false	5	6000	268487921	10	0	0	0	0	0	0	0	0	268487921	7	0	0	0	0	0	0	0	0	0	1	1	30	201910020900	210012300900
296	1	1000156393	{6327},{9108},{1000161302}	1000161508	{1000000828},{1000007829},{1000145328},{1012768}	101	106	10	325	0	13	268483044	0	125	10	0	0	0	0	0	0	0	175	0	false	6	6000	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	30	201910020900	210012300900
297	1	1000156393	{6328},{9108},{1000161302}	1000161508	{1000000828},{1000007829},{1000145328},{1012768}	101	106	10	325	0	13	268483044	0	125	10	0	0	0	0	0	0	0	200	0	false	7	6000	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	30	201910020900	210012300900
298	1	1000156393	{6329},{9108},{1000161302}	1000161508	{1000000828},{1000007829},{1000145328},{1012768}	101	106	10	325	0	13	268483044	0	125	10	0	0	0	0	0	0	0	225	0	false	8	6000	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	30	201910020900	210012300900
299	1	1000156393	{6330},{9108},{1000161302}	1000161508	{1000000828},{1000007829},{1000145328},{1012768}	101	106	10	325	0	13	268483044	0	125	10	0	0	0	0	0	0	0	250	0	false	9	6000	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	30	201910020900	210012300900
300	1	1000156393	{1012768},{9108},{1000161302}	1000161508	{1000000828},{1000007829},{1000145328},{1012768}	101	106	10	325	0	13	268483044	0	125	10	0	0	0	0	0	0	0	275	0	false	10	6000	268487921	11	0	0	0	0	0	0	0	0	268487921	8	0	0	0	0	0	0	0	0	0	1	1	30	201910020900	210012300900
301	1	1000156393	{6322},{7301},{1000160419}	1000161508	{90},{1000000358},{1000084836},{6326}	69	106	10	3	0	13	268456669	0	125	5	0	0	0	0	0	0	0	60	0	false	1	3500	268487921	17	0	0	0	0	0	0	0	0	268487921	1	0	0	0	0	0	0	0	0	0	1	1	31	201910020900	210012300900
302	1	1000156393	{6323},{7301},{1000160419}	1000161508	{90},{1000000358},{1000084836},{6326}	69	106	10	3	0	13	268456669	0	125	5	0	0	0	0	0	0	0	65	0	false	2	3500	268487921	17	0	0	0	0	0	0	0	0	268487921	1	0	0	0	0	0	0	0	0	0	1	1	31	201910020900	210012300900
303	1	1000156393	{6324},{7301},{1000160419}	1000161508	{90},{1000000358},{1000084836},{6326}	69	106	10	3	0	13	268456669	0	125	5	0	0	0	0	0	0	0	70	0	false	3	1500	268487921	17	0	0	0	0	0	0	0	0	268487921	1	0	0	0	0	0	0	0	0	0	1	1	31	201910020900	210012300900
304	1	1000156393	{6325},{7301},{1000160419}	1000161508	{90},{1000000358},{1000084836},{6326}	69	106	10	3	0	13	268456669	0	125	5	0	0	0	0	0	0	0	75	0	false	4	500	268487921	17	0	0	0	0	0	0	0	0	268487921	1	0	0	0	0	0	0	0	0	0	1	1	31	201910020900	210012300900
305	1	1000156393	{6326},{7301},{1000160419}	1000161508	{90},{1000000358},{1000084836},{6326}	69	106	10	3	0	13	268456669	0	125	5	0	0	0	0	0	0	0	80	0	false	5	500	268487921	17	0	0	0	0	0	0	0	0	268487921	1	0	0	0	0	0	0	0	0	0	1	1	31	201910020900	210012300900
306	1	1000156393	{6327},{7301},{1000160419}	1000161508	{90},{1000000358},{1000084836},{6326}	69	106	10	3	0	13	268456669	0	125	5	0	0	0	0	0	0	0	85	0	false	6	500	268487921	18	0	0	0	0	0	0	0	0	268487921	1	0	0	0	0	0	0	0	0	0	1	1	31	201910020900	210012300900
307	1	1000156393	{6328},{7301},{1000160419}	1000161508	{90},{1000000358},{1000084836},{6326}	69	106	10	3	0	13	268456669	0	125	5	0	0	0	0	0	0	0	90	0	false	7	500	268487921	18	0	0	0	0	0	0	0	0	268487921	1	0	0	0	0	0	0	0	0	0	1	1	31	201910020900	210012300900
