ROWID	_SkinID|INTEGER	_NeedJobClass|TEXT	_Player_SkinName|INTEGER	_HelmetShowLevel|INTEGER	_IgnoreCombine|BOOLEAN
990	10101	9	39014	1	false
991	10102	1	8525	1	false
992	10102	2	5610	1	false
993	10102	3	7756	1	false
994	10102	4	6871	1	false
995	10102	5	5297	1	false
996	10102	6	18629	1	false
997	10102	7	24379	1	false
998	10102	8	31718	1	false
999	10102	9	39086	1	false
1000	10103	1	8524	1	false
1001	10103	2	5609	1	false
1002	10103	3	7755	1	false
1003	10103	4	6870	1	false
1004	10103	5	5296	1	false
1005	10103	6	18630	1	false
1006	10103	7	24380	1	false
1007	10103	8	31719	1	false
1008	10103	9	39011	1	false
1009	10104	5	5352	1	false
1010	10104	2	5723	1	false
1011	10104	7	24404	0	false
1012	10104	4	6956	1	false
1013	10104	6	18826	0	false
1014	10104	8	32146	0	false
1015	10104	3	7841	1	false
1016	10104	1	8650	1	false
1017	10105	1	8523	1	false
1018	10105	2	5608	1	false
1019	10105	3	7754	1	false
1020	10105	4	6869	1	false
1021	10105	5	5295	1	false
1022	10105	6	18627	1	false
1023	10105	7	24377	1	false
1024	10105	8	31716	1	false
1025	10105	9	39010	1	false
1026	10106	1	8526	1	false
1027	10106	2	5611	1	false
1028	10106	3	7757	1	false
1029	10106	4	6872	1	false
1030	10106	5	5298	1	false
1031	10106	6	18628	1	false
1032	10106	7	24378	1	false
1033	10106	8	31717	1	false
1034	10106	9	39014	1	false
1035	10107	1	8525	1	false
1036	10107	2	5610	1	false
1037	10107	3	7756	1	false
1038	10107	4	6871	1	false
1039	10107	5	5297	1	false
1040	10107	6	18629	1	false
1041	10107	7	24379	1	false
1042	10107	8	31718	1	false
1043	10107	9	39086	1	false
1044	10108	1	8524	1	false
1045	10108	2	5609	1	false
1046	10108	3	7755	1	false
1047	10108	4	6870	1	false
1048	10108	5	5296	1	false
1049	10108	6	18630	1	false
1050	10108	7	24380	1	false
1051	10108	8	31719	1	false
1052	10108	9	39011	1	false
1053	10109	5	30207	1	false
1054	10109	2	30208	1	false
1055	10109	7	30209	1	false
1056	10109	4	30210	2	false
1057	10109	6	30211	0	false
1058	10109	8	32262	0	false
1059	10109	3	30212	2	false
1060	10109	1	30213	2	false
1061	10110	1	8523	1	false
1062	10110	2	5608	1	false
1063	10110	3	7754	1	false
1064	10110	4	6869	1	false
1065	10110	5	5295	1	false
1066	10110	6	18627	1	false
1067	10110	7	24377	1	false
1068	10110	8	31716	1	false
1069	10110	9	37576	1	false
1070	10111	1	8526	1	false
1071	10111	2	5611	1	false
1072	10111	3	7757	1	false
1073	10111	4	6872	1	false
1074	10111	5	5298	1	false
1075	10111	6	18628	1	false
1076	10111	7	24378	1	false
1077	10111	8	31717	1	false
1078	10111	9	39046	1	false
1079	10112	1	8525	1	false
1080	10112	2	5610	1	false
1081	10112	3	7756	1	false
1082	10112	4	6871	1	false
1083	10112	5	5297	1	false
1084	10112	6	18629	1	false
1085	10112	7	24379	1	false
1086	10112	8	31718	1	false
1087	10112	9	39045	1	false
1088	10113	1	8524	1	false
1089	10113	2	5609	1	false
1090	10113	3	7755	1	false
1091	10113	4	6870	1	false
1092	10113	5	5296	1	false
1093	10113	6	18630	1	false
1094	10113	7	24380	1	false
1095	10113	8	31719	1	false
1096	10113	9	39044	1	false
1097	10114	1	8648	1	false
1098	10114	2	5720	1	false
1099	10114	3	7839	1	false
1100	10114	4	6954	1	false
1101	10114	5	5351	1	false
1102	10114	6	18829	0	false
1103	10114	7	24396	0	false
1104	10114	8	32530	1	false
1105	10115	1	8523	1	false
1106	10115	2	5608	1	false
1107	10115	3	7754	1	false
1108	10115	4	6869	1	false
1109	10115	5	5295	1	false
1110	10115	6	18627	1	false
1111	10115	7	24377	1	false
1112	10115	8	31716	1	false
1113	10115	9	39010	1	false
1114	10116	1	8526	1	false
1115	10116	2	5611	1	false
1116	10116	3	7757	1	false
1117	10116	4	6872	1	false
1118	10116	5	5298	1	false
1119	10116	6	18628	1	false
1120	10116	7	24378	1	false
1121	10116	8	31717	1	false
1122	10116	9	39014	1	false
1123	10117	1	8525	1	false
1124	10117	2	5610	1	false
1125	10117	3	7756	1	false
1126	10117	4	6871	1	false
1127	10117	5	5297	1	false
1128	10117	6	18629	1	false
1129	10117	7	24379	1	false
1130	10117	8	31718	1	false
1131	10117	9	39086	1	false
1132	10118	1	8524	1	false
1133	10118	2	5609	1	false
1134	10118	3	7755	1	false
1135	10118	4	6870	1	false
1136	10118	5	5296	1	false
1137	10118	6	18630	1	false
1138	10118	7	24380	1	false
1139	10118	8	31719	1	false
1140	10118	9	39011	1	false
1141	10119	1	17615	1	false
1142	10119	2	17616	0	false
1143	10119	3	18559	0	false
1144	10119	4	18560	0	false
1145	10119	5	17619	1	false
1146	10119	6	18831	0	false
1147	10119	7	24406	0	false
1148	10119	8	32531	0	false
1149	10120	1	8523	1	false
1150	10120	2	5608	1	false
1151	10120	3	7754	1	false
1152	10120	4	6869	1	false
1153	10120	5	5295	1	false
1154	10120	6	18627	1	false
1155	10120	7	24377	1	false
1156	10120	8	31716	1	false
1157	10120	9	39010	1	false
1158	10121	1	8526	1	false
1159	10121	2	5611	1	false
1160	10121	3	7757	1	false
1161	10121	4	6872	1	false
1162	10121	5	5298	1	false
1163	10121	6	18628	1	false
1164	10121	7	24378	1	false
1165	10121	8	31717	1	false
1166	10121	9	39014	1	false
1167	10122	1	8525	1	false
1168	10122	2	5610	1	false
1169	10122	3	7756	1	false
1170	10122	4	6871	1	false
1171	10122	5	5297	1	false
1172	10122	6	18629	1	false
1173	10122	7	24379	1	false
1174	10122	8	31718	1	false
1175	10122	9	39086	1	false
1176	10123	1	8524	1	false
1177	10123	2	5609	1	false
1178	10123	3	7755	1	false
1179	10123	4	6870	1	false
1180	10123	5	5296	1	false
1181	10123	6	18630	1	false
1182	10123	7	24380	1	false
1183	10123	8	31719	1	false
1184	10123	9	39011	1	false
1185	10124	1	17621	1	false
1186	10124	2	17622	0	false
1187	10124	3	18561	0	false
1188	10124	4	18562	0	false
1189	10124	5	17625	0	false
1190	10124	6	18832	0	false
1191	10124	7	24395	0	false
1192	10124	8	32150	0	false
1193	10125	1	8523	1	false
1194	10125	2	5608	1	false
1195	10125	3	7754	1	false
1196	10125	4	6869	1	false
1197	10125	5	5295	1	false
1198	10125	6	18627	1	false
1199	10125	7	24377	1	false
1200	10125	8	31716	1	false
1201	10125	9	39010	1	false
1202	10126	1	8526	1	false
1203	10126	2	5611	1	false
1204	10126	3	7757	1	false
1205	10126	4	6872	1	false
1206	10126	5	5298	1	false
1207	10126	6	18628	1	false
1208	10126	7	24378	1	false
1209	10126	8	31717	1	false
1210	10126	9	39014	1	false
1211	10127	1	8525	1	false
1212	10127	2	5610	1	false
1213	10127	3	7756	1	false
1214	10127	4	6871	1	false
1215	10127	5	5297	1	false
1216	10127	6	18629	1	false
1217	10127	7	24379	1	false
1218	10127	8	31718	1	false
1219	10127	9	39086	1	false
1220	10128	1	8524	1	false
1221	10128	2	5609	1	false
1222	10128	3	7755	1	false
1223	10128	4	6870	1	false
1224	10128	5	5296	1	false
1225	10128	6	18630	1	false
1226	10128	7	24380	1	false
1227	10128	8	31719	1	false
1228	10128	9	39011	1	false
1229	10129	1	24744	0	false
1230	10129	2	24745	0	false
1231	10129	3	24746	0	false
1232	10129	4	24747	0	false
1233	10129	5	24750	0	false
1234	10129	6	24749	0	false
1235	10129	7	25496	0	false
1236	10129	8	32585	1	false
1237	10130	1	8523	1	false
1238	10130	2	5608	1	false
1239	10130	3	7754	1	false
1240	10130	4	6869	1	false
1241	10130	5	5295	1	false
1242	10130	6	18627	1	false
1243	10130	7	24377	1	false
1244	10130	8	31716	1	false
1245	10130	9	39010	1	false
1246	10131	1	8526	1	false
1247	10131	2	5611	1	false
1248	10131	3	7757	1	false
1249	10131	4	6872	1	false
1250	10131	5	5298	1	false
1251	10131	6	18628	1	false
1252	10131	7	24378	1	false
1253	10131	8	31717	1	false
1254	10131	9	39014	1	false
1255	10132	1	8525	1	false
1256	10132	2	5610	1	false
1257	10132	3	7756	1	false
1258	10132	4	6871	1	false
1259	10132	5	5297	1	false
1260	10132	6	18629	1	false
1261	10132	7	24379	1	false
1262	10132	8	31718	1	false
1263	10132	9	39086	1	false
1264	10133	1	8524	1	false
1265	10133	2	5609	1	false
1266	10133	3	7755	1	false
1267	10133	4	6870	1	false
1268	10133	5	5296	1	false
1269	10133	6	18630	1	false
1270	10133	7	24380	1	false
1271	10133	8	31719	1	false
1272	10133	9	39011	1	false
1273	10056	9	38429	1	false
1274	10058	9	38430	1	false
1275	10059	9	38431	1	false
1276	10060	9	38432	0	false
1277	10057	9	38433	1	false
1278	10066	9	39064	1	false
1279	10065	9	39065	1	false
1280	10067	9	39066	1	false
1281	10068	9	39067	1	false
1282	10071	9	39073	1	false
1283	10069	9	39074	1	false
1284	10073	9	39075	1	false
1285	10076	9	39076	0	false
1286	10075	9	39077	1	false
1287	10061	9	39039	1	false
1288	10062	9	39038	1	false
1289	10063	9	39040	1	false
1290	10064	9	39041	1	false
1291	10129	9	39036	1	false
1292	10041	9	39026	1	false
1293	10039	9	39027	1	false
1294	10043	9	39028	1	false
1295	10046	9	39029	0	false
1296	10044	9	39030	1	false
1297	10032	9	39015	1	false
1298	10030	9	39016	1	false
1299	10034	9	39017	1	false
1300	10037	9	39018	0	false
1301	10035	9	39019	1	false
1302	10050	9	38924	1	false
1303	10048	9	38925	1	false
1304	10052	9	38926	1	false
1305	10055	9	38927	0	false
1306	10053	9	38928	1	false
1307	10023	9	38997	1	false
1308	10021	9	38998	1	false
1309	10025	9	38999	1	false
1310	10028	9	39000	0	false
1311	10026	9	39001	1	false
1312	10109	9	39009	1	false
1313	10145	9	39031	1	false
1314	10038	9	39032	1	false
1315	10042	9	39033	1	false
1316	10045	9	39034	0	false
1317	10040	9	39035	1	false
1318	10144	9	39020	1	false
1319	10029	9	39021	1	false
1320	10033	9	39022	1	false
1321	10036	9	39023	0	false
1322	10031	9	39024	1	false
1323	10146	9	38929	1	false
1324	10047	9	38930	1	false
1325	10051	9	38931	1	false
1326	10054	9	38939	0	false
1327	10049	9	38933	1	false
1328	10143	9	39002	1	false
1329	10020	9	39003	1	false
1330	10024	9	39004	1	false
1331	10027	9	39005	0	false
1332	10022	9	39006	1	false
1333	10148	1	8523	1	false
1334	10148	2	5608	1	false
1335	10148	3	7754	1	false
1336	10148	4	6869	1	false
1337	10148	5	5295	1	false
1338	10148	6	18627	1	false
1339	10148	7	24377	1	false
1340	10148	8	31716	1	false
1341	10148	9	39010	1	false
1342	10149	1	8526	1	false
1343	10149	2	5611	1	false
1344	10149	3	7757	1	false
1345	10149	4	6872	1	false
1346	10149	5	5298	1	false
1347	10149	6	18628	1	false
1348	10149	7	24378	1	false
1349	10149	8	31717	1	false
1350	10149	9	39014	1	false
1351	10150	1	8525	1	false
1352	10150	2	5610	1	false
1353	10150	3	7756	1	false
1354	10150	4	6871	1	false
1355	10150	5	5297	1	false
1356	10150	6	18629	1	false
1357	10150	7	24379	1	false
1358	10150	8	31718	1	false
1359	10150	9	39086	1	false
1360	10151	1	8524	1	false
1361	10151	2	5609	1	false
1362	10151	3	7755	1	false
1363	10151	4	6870	1	false
1364	10151	5	5296	1	false
1365	10151	6	18630	1	false
1366	10151	7	24380	1	false
1367	10151	8	31719	1	false
1368	10151	9	39011	1	false
1369	10152	1	40967	1	false
1370	10152	2	41260	0	true
1371	10152	3	41003	0	false
1372	10152	4	40976	0	false
1373	10152	5	41261	1	true
1374	10152	6	40986	0	false
1375	10152	7	40971	0	false
1376	10152	8	40979	0	true
1377	10152	9	40982	0	true
1378	10153	5	43634	0	false
1379	10153	2	43643	0	false
1380	10153	7	43653	0	false
1381	10153	4	43662	0	false
1382	10153	6	43673	0	false
1383	10153	8	43683	0	false
1384	10153	9	43691	0	false
1385	10153	3	43703	0	false
1386	10153	1	43714	0	false
1387	10154	5	43629	0	false
1388	10154	2	43645	0	false
1389	10154	7	43655	0	false
1390	10154	4	43665	0	false
1391	10154	6	43675	0	false
1392	10154	8	43685	0	false
1393	10154	9	43695	0	false
1394	10154	3	43705	0	false
1395	10154	1	43709	0	false
1396	10155	5	43636	0	false
1397	10155	2	43646	0	false
1398	10155	7	43656	0	false
1399	10155	4	43666	0	false
1400	10155	6	43676	0	false
1401	10155	8	43686	0	false
1402	10155	9	43696	0	false
1403	10155	3	43706	0	false
1404	10155	1	43716	0	false
1405	10156	5	43635	0	false
1406	10156	2	43644	0	false
1407	10156	7	43654	0	false
1408	10156	4	43664	0	false
1409	10156	6	43674	0	false
1410	10156	8	43684	0	false
1411	10156	9	43694	0	false
1412	10156	3	43704	0	false
1413	10156	1	43715	0	false
1414	10157	5	43637	0	false
1415	10157	2	43647	0	false
1416	10157	7	43657	0	false
1417	10157	4	43667	0	false
1418	10157	6	43677	0	false
1419	10157	8	43687	0	false
1420	10157	9	43697	0	false
1421	10157	3	43707	0	false
1422	10157	1	43717	0	false
1423	10158	5	43630	0	false
1424	10158	2	43638	0	false
1425	10158	7	43648	0	false
1426	10158	4	43658	0	false
1427	10158	6	43668	0	false
1428	10158	8	43678	0	false
1429	10158	9	43688	0	false
1430	10158	3	43698	0	false
1431	10158	1	43711	0	false
1432	10159	5	43628	0	false
1433	10159	2	43640	0	false
1434	10159	7	43650	0	false
1435	10159	4	43660	0	false
1436	10159	6	43670	0	false
1437	10159	8	43680	0	false
1438	10159	9	43690	0	false
1439	10159	3	43700	0	false
1440	10159	1	43708	0	false
1441	10160	5	43632	0	false
1442	10160	2	43641	0	false
1443	10160	7	43651	0	false
1444	10160	4	43661	0	false
1445	10160	6	43671	0	false
1446	10160	8	43681	0	false
1447	10160	9	43692	0	false
1448	10160	3	43701	0	false
1449	10160	1	43710	0	false
1450	10161	5	43631	0	false
1451	10161	2	43639	0	false
1452	10161	7	43649	0	false
1453	10161	4	43659	0	false
1454	10161	6	43669	0	false
1455	10161	8	43679	0	false
1456	10161	9	43689	0	false
1457	10161	3	43699	0	false
1458	10161	1	43712	0	false
1459	10162	5	43633	0	false
1460	10162	2	43642	0	false
1461	10162	7	43652	0	false
1462	10162	4	43663	0	false
1463	10162	6	43672	0	false
1464	10162	8	43682	0	false
1465	10162	9	43693	0	false
1466	10162	3	43702	0	false
1467	10162	1	43713	0	false
1468	10163	5	49901	0	false
1469	10163	2	49910	0	false
1470	10163	7	49920	0	false
1471	10163	4	49929	0	false
1472	10163	6	49940	0	false
1473	10163	8	49950	0	false
1474	10163	9	49958	0	false
1475	10163	3	49970	0	false
1539	10170	1	49977	0	false
1477	10164	5	49896	0	false
1478	10164	2	49912	0	false
1479	10164	7	49922	0	false
1480	10164	4	49932	0	false
1481	10164	6	49942	0	false
1482	10164	8	49952	0	false
1483	10164	9	49962	0	false
1484	10164	3	49972	0	false
1807	10083	10	63074	1	false
1486	10165	5	49903	0	false
1487	10165	2	49913	0	false
1488	10165	7	49923	0	false
1489	10165	4	49933	0	false
1490	10165	6	49943	0	false
1491	10165	8	49953	0	false
1492	10165	9	49963	0	false
1493	10165	3	49973	0	false
1494	10165	1	49983	0	false
1495	10166	5	49902	0	false
1496	10166	2	49911	0	false
1497	10166	7	49921	0	false
1498	10166	4	49931	0	false
1499	10166	6	49941	0	false
1500	10166	8	49951	0	false
1501	10166	9	49961	0	false
1502	10166	3	49971	0	false
1806	10082	10	63073	1	false
1504	10167	5	49904	0	false
1505	10167	2	49914	0	false
1506	10167	7	49924	0	false
1507	10167	4	49934	0	false
1508	10167	6	49944	0	false
1509	10167	8	49954	0	false
1510	10167	9	49964	0	false
1511	10167	3	49974	0	false
1548	10171	1	49979	0	false
1513	10168	5	49897	0	false
1514	10168	2	49905	0	false
1515	10168	7	49915	0	false
1516	10168	4	49925	0	false
1517	10168	6	49935	0	false
1518	10168	8	49945	0	false
1519	10168	9	49955	0	false
1520	10168	3	49965	0	false
1893	10183	10	63491	0	false
1522	10169	5	49895	0	false
1523	10169	2	49907	0	false
1524	10169	7	49917	0	false
1525	10169	4	49927	0	false
1526	10169	6	49937	0	false
1527	10169	8	49947	0	false
1528	10169	9	49957	0	false
1529	10169	3	49967	0	false
1503	10166	1	49982	0	false
1531	10170	5	49899	0	false
1532	10170	2	49908	0	false
1533	10170	7	49918	0	false
1534	10170	4	49928	0	false
1535	10170	6	49938	0	false
1536	10170	8	49948	0	false
1537	10170	9	49959	0	false
1538	10170	3	49968	0	false
1894	10184	10	63496	0	false
1540	10171	5	49898	0	false
1541	10171	2	49906	0	false
1542	10171	7	49916	0	false
1543	10171	4	49926	0	false
1544	10171	6	49936	0	false
1545	10171	8	49946	0	false
1546	10171	9	49956	0	false
1547	10171	3	49966	0	false
1530	10169	1	49975	0	false
1549	10172	5	49900	0	false
1550	10172	2	49909	0	false
1551	10172	7	49919	0	false
1552	10172	4	49930	0	false
1553	10172	6	49939	0	false
1554	10172	8	49949	0	false
1555	10172	9	49960	0	false
1556	10172	3	49969	0	false
10191	10191	10	63734	1	false
1558	10173	1	52133	1	false
1559	10174	1	52131	1	false
1560	10175	1	52135	1	false
1561	10176	1	52139	1	false
1562	10177	1	52137	1	false
1563	10176	2	52068	1	false
1564	10177	2	52066	0	false
1565	10175	2	52064	1	false
1566	10173	2	52062	1	false
1567	10174	2	52061	1	false
1568	10174	3	52121	1	false
1569	10176	3	52129	1	false
1570	10175	3	52125	1	false
1571	10177	3	52127	0	false
1572	10173	3	52123	1	false
1573	10177	4	52087	0	false
1574	10175	4	52085	1	false
1575	10173	4	52083	1	false
1576	10174	4	52081	1	false
1577	10176	4	52089	1	false
1578	10177	5	52057	0	false
1579	10176	5	52059	1	false
1580	10175	5	52055	1	false
1581	10174	5	52051	1	false
1582	10173	5	52053	1	false
1583	10175	6	52095	1	false
1584	10176	6	52099	1	false
1585	10177	6	52097	0	false
1586	10173	6	52093	1	false
1587	10174	6	52091	1	false
1588	10176	7	52079	1	false
1589	10175	7	52075	1	false
1590	10177	7	52077	0	false
1591	10174	7	52071	1	false
1592	10173	7	52073	1	false
1593	10175	8	52105	1	false
1594	10176	8	52109	1	false
1595	10177	8	52107	0	false
1596	10173	8	52103	1	false
1597	10174	8	52101	1	false
1598	10174	9	52111	1	false
1599	10173	9	52113	1	false
1600	10175	9	52115	1	false
1601	10177	9	52117	0	false
1602	10176	9	52119	1	false
1603	10178	1	57431	0	false
1604	10179	1	57432	1	false
1605	10180	1	57433	1	false
1606	10181	1	57434	1	false
1607	10182	1	57435	1	false
1608	10178	2	57436	0	false
1609	10179	2	57437	1	false
1610	10180	2	57438	1	false
1611	10181	2	57439	1	false
1612	10182	2	57440	1	false
1613	10178	3	57441	0	false
1614	10179	3	57442	1	false
1615	10180	3	57443	1	false
1616	10181	3	57444	1	false
1617	10182	3	57445	1	false
1618	10178	4	57446	0	false
1619	10179	4	57447	1	false
1620	10180	4	57448	1	false
1621	10181	4	57449	1	false
1622	10182	4	57450	1	false
1623	10178	5	57451	0	false
1624	10179	5	57452	1	false
1625	10180	5	57453	1	false
1626	10181	5	57454	1	false
1627	10182	5	57455	1	false
1628	10178	6	57456	0	false
1629	10179	6	57457	1	false
1630	10180	6	57458	1	false
1631	10181	6	57459	1	false
1632	10182	6	57460	1	false
1633	10178	7	57461	0	false
1634	10179	7	57462	1	false
1635	10180	7	57463	1	false
1636	10181	7	57464	1	false
1637	10182	7	57465	1	false
1638	10178	8	57466	0	false
1639	10179	8	57467	1	false
1640	10180	8	57468	1	false
1641	10181	8	57469	1	false
1642	10182	8	57470	1	false
1643	10178	9	57471	0	false
1644	10179	9	57472	1	false
1645	10180	9	57473	1	false
1646	10181	9	57474	1	false
1647	10182	9	57475	1	false
1648	10183	5	61665	0	false
1649	10183	2	61666	0	false
1650	10183	7	61667	0	false
1651	10183	4	61668	0	false
1652	10183	6	61669	0	false
1653	10183	8	61670	0	false
1654	10183	9	61671	0	false
1655	10183	3	61672	0	false
1656	10183	1	61673	0	false
1657	10184	5	61674	0	false
1658	10184	2	61675	0	false
1659	10184	7	61676	0	false
1660	10184	4	61677	0	false
1661	10184	6	61699	0	false
1662	10184	8	61679	0	false
1663	10184	9	61680	0	false
1664	10184	3	61681	0	false
1665	10184	1	61682	0	false
1666	10185	5	62093	1	false
1667	10185	2	62098	1	false
1668	10185	7	62103	1	false
1669	10185	4	62108	1	false
1670	10185	6	62113	1	false
1671	10185	8	62118	1	false
1672	10185	9	62123	1	false
1673	10185	3	62128	1	false
1674	10185	1	62133	1	false
1675	10186	5	62094	1	false
1676	10186	2	62099	1	false
1677	10186	7	62104	1	false
1678	10186	4	62109	1	false
1679	10186	6	62114	1	false
1680	10186	8	62119	1	false
1681	10186	9	62124	1	false
1682	10186	3	62129	1	false
1683	10186	1	62134	1	false
1684	10187	5	62095	1	false
1685	10187	2	62100	1	false
1686	10187	7	62105	1	false
1687	10187	4	62110	1	false
1688	10187	6	62115	1	false
1689	10187	8	62120	1	false
1690	10187	9	62125	1	false
1691	10187	3	62130	1	false
1692	10187	1	62135	1	false
1693	10188	5	62096	0	false
1694	10188	2	62101	0	false
1695	10188	7	62106	0	false
1696	10188	4	62111	0	false
1697	10188	6	62116	0	false
1698	10188	8	62121	0	false
1699	10188	9	62126	0	false
1700	10188	3	62131	0	false
1701	10188	1	62137	0	false
1702	10189	5	62097	1	false
1703	10189	2	62102	1	false
1704	10189	7	62107	1	false
1705	10189	4	62112	1	false
1706	10189	6	62117	1	false
1707	10189	8	62122	1	false
1708	10189	9	62127	1	false
1709	10189	3	62132	1	false
1710	10189	1	62136	1	false
10194	10194	10	63737	1	false
10193	10193	10	63736	1	false
10190	10190	10	63733	0	false
10192	10192	10	63735	1	false
1895	10185	10	63659	1	false
1896	10186	10	63661	1	false
1897	10187	10	63663	1	false
1898	10188	10	63667	0	false
1899	10189	10	63665	1	false
1945	10195	10	63898	1	false
1946	10196	10	63900	1	false
1947	10197	10	63902	1	false
1949	10198	10	63904	0	false
1485	10164	1	49976	0	false
1948	10199	10	63906	1	false
1711	10000	10	63416	1	false
1715	10004	10	63416	1	false
1719	10008	10	63416	1	false
1723	10012	10	63416	1	false
1727	10016	10	63416	1	false
1731	10000	10	63416	1	false
1781	10062	10	63416	1	false
1785	10066	10	63416	1	false
1789	10066	10	63416	1	false
1809	10085	10	63416	1	false
1814	10090	10	63416	1	false
1819	10095	10	63416	1	false
1824	10100	10	63416	1	false
1829	10105	10	63416	1	false
1839	10115	10	63416	1	false
1844	10120	10	63416	1	false
1849	10125	10	63416	1	false
1854	10130	10	63416	1	false
1858	10148	10	63416	1	false
1714	10003	10	63418	1	false
1718	10007	10	63418	1	false
1722	10011	10	63418	1	false
1726	10015	10	63418	1	false
1730	10019	10	63418	1	false
1734	10003	10	63418	1	false
1780	10061	10	63418	1	false
1784	10065	10	63418	1	false
1788	10065	10	63418	1	false
1812	10088	10	63418	1	false
1817	10093	10	63418	1	false
1822	10098	10	63418	1	false
1827	10103	10	63418	1	false
1832	10108	10	63418	1	false
1842	10118	10	63418	1	false
1847	10123	10	63418	1	false
1852	10128	10	63418	1	false
1857	10133	10	63418	1	false
1557	10172	1	49980	0	false
1861	10151	10	63418	1	false
1713	10002	10	63420	1	false
1717	10006	10	63420	1	false
1721	10010	10	63420	1	false
1725	10014	10	63420	1	false
1729	10018	10	63420	1	false
1733	10002	10	63420	1	false
1782	10063	10	63420	1	false
1786	10067	10	63420	1	false
1790	10067	10	63420	1	false
1811	10087	10	63420	1	false
1816	10092	10	63420	1	false
1821	10097	10	63420	1	false
1826	10102	10	63420	1	false
1831	10107	10	63420	1	false
1841	10117	10	63420	1	false
1846	10122	10	63420	1	false
1851	10127	10	63420	1	false
1856	10132	10	63420	1	false
1860	10150	10	63420	1	false
1712	10001	10	63422	1	false
1716	10005	10	63422	1	false
1720	10009	10	63422	1	false
1724	10013	10	63422	1	false
1728	10017	10	63422	1	false
1732	10001	10	63422	1	false
1787	10068	10	63422	1	false
1791	10068	10	63422	1	false
1810	10086	10	63422	1	false
1815	10091	10	63422	1	false
1820	10096	10	63422	1	false
1825	10101	10	63422	1	false
1830	10106	10	63422	1	false
1840	10116	10	63422	1	false
1845	10121	10	63422	1	false
1850	10126	10	63422	1	false
1855	10131	10	63422	1	false
1859	10149	10	63422	1	false
1512	10167	1	49984	0	false
1737	10143	10	63680	1	false
1738	10023	10	63680	1	false
1747	10144	10	63680	1	false
1748	10032	10	63680	1	false
1757	10145	10	63680	1	false
1758	10041	10	63680	1	false
1767	10146	10	63680	1	false
1768	10050	10	63680	1	false
1794	10071	10	63680	1	false
1795	10147	10	63680	1	false
1865	10155	10	63680	0	false
1870	10160	10	63680	0	false
1875	10165	10	63680	0	false
1880	10170	10	63680	0	false
1884	10174	10	63680	1	false
1735	10020	10	63684	1	false
1736	10021	10	63684	1	false
1745	10029	10	63684	1	false
1746	10030	10	63684	1	false
1755	10038	10	63684	1	false
1756	10039	10	63684	1	false
1765	10047	10	63684	1	false
1766	10048	10	63684	1	false
1792	10069	10	63684	1	false
1793	10070	10	63684	1	false
1866	10156	10	63684	0	false
1871	10161	10	63684	0	false
1876	10166	10	63684	0	false
1881	10171	10	63684	0	false
1883	10173	10	63684	1	false
1739	10024	10	63688	1	false
1740	10025	10	63688	1	false
1749	10033	10	63688	1	false
1750	10034	10	63688	1	false
1759	10042	10	63688	1	false
1760	10043	10	63688	1	false
1769	10051	10	63688	1	false
1770	10052	10	63688	1	false
1521	10168	1	49978	0	false
1796	10073	10	63688	1	false
1797	10074	10	63688	1	false
1864	10154	10	63688	0	false
1869	10159	10	63688	0	false
1874	10164	10	63688	0	false
1879	10169	10	63688	0	false
1885	10175	10	63688	1	false
1743	10027	10	63692	0	false
1744	10028	10	63692	0	false
1753	10036	10	63692	0	false
1754	10037	10	63692	0	false
1763	10045	10	63692	0	false
1764	10046	10	63692	0	false
1773	10054	10	63692	0	false
1774	10055	10	63692	0	false
1800	10076	10	63692	0	false
1801	10077	10	63692	0	false
1862	10152	10	63692	0	false
1863	10153	10	63692	0	false
1868	10158	10	63692	0	false
1873	10163	10	63692	0	false
1878	10168	10	63692	0	false
1887	10177	10	63692	0	false
1741	10022	10	63696	1	false
1742	10026	10	63696	1	false
1751	10031	10	63696	1	false
1752	10035	10	63696	1	false
1761	10040	10	63696	1	false
1762	10044	10	63696	1	false
1771	10049	10	63696	1	false
1772	10053	10	63696	1	false
1476	10163	1	49981	0	false
1798	10075	10	63696	1	false
1799	10072	10	63696	1	false
1867	10157	10	63696	0	false
1872	10162	10	63696	0	false
1877	10167	10	63696	0	false
1882	10172	10	63696	0	false
1886	10176	10	63696	1	false
1889	10179	10	63717	1	false
1892	10182	10	63719	1	false
1891	10181	10	63721	1	false
1888	10178	10	63723	0	false
1890	10180	10	63725	1	false
1802	10078	10	63456	1	false
1805	10081	10	63444	1	false
1804	10080	10	63448	1	false
1803	10079	10	63452	1	false
1775	10056	10	0	1	false
1776	10057	10	0	1	false
1777	10058	10	0	1	false
1778	10059	10	0	1	false
1779	10060	10	0	1	false
1783	10064	10	0	1	false
1808	10084	10	0	1	false
1813	10089	10	0	1	false
1818	10094	10	0	1	false
1823	10099	10	0	1	false
1900	10195	5	63824	1	false
1901	10195	2	63922	1	false
1902	10195	7	63841	1	false
1903	10195	4	63849	1	false
1904	10195	6	63858	1	false
1905	10195	8	63868	1	false
1906	10195	9	63878	1	false
1907	10195	3	63888	1	false
1908	10195	1	63908	1	false
1909	10196	5	63826	1	false
1910	10196	2	63834	1	false
1911	10196	7	63842	1	false
1912	10196	4	63924	1	false
1913	10196	6	63860	1	false
1914	10196	8	63870	1	false
1915	10196	9	63880	1	false
1916	10196	3	63890	1	false
1917	10196	1	63910	1	false
1918	10197	5	63828	1	false
