ROWID	_Name1|TEXT	_FaceID1|INTEGER	_Name2|TEXT	_FaceID2|INTEGER	_Name3|TEXT	_FaceID3|INTEGER	_Name4|TEXT	_FaceID4|INTEGER	_Name5|TEXT	_FaceID5|INTEGER	_Name6|TEXT	_FaceID6|INTEGER	_Name7|TEXT	_FaceID7|INTEGER	_Name8|TEXT	_FaceID8|INTEGER	_Name9|TEXT	_FaceID9|INTEGER	_Name10|TEXT	_FaceID10|INTEGER	_Name11|TEXT	_FaceID11|INTEGER	_Name12|TEXT	_FaceID12|INTEGER	_Name13|TEXT	_FaceID13|INTEGER	_Name14|TEXT	_FaceID14|INTEGER	_Name15|TEXT	_FaceID15|INTEGER	_Name16|TEXT	_FaceID16|INTEGER	_Name17|TEXT	_FaceID17|INTEGER	_Name18|TEXT	_FaceID18|INTEGER	_Name19|TEXT	_FaceID19|INTEGER	_Name20|TEXT	_FaceID20|INTEGER	_Name21|TEXT	_FaceID21|INTEGER	_Name22|TEXT	_FaceID22|INTEGER	_Name23|TEXT	_FaceID23|INTEGER	_Name24|TEXT	_FaceID24|INTEGER	_Name25|TEXT	_FaceID25|INTEGER	_Name26|TEXT	_FaceID26|INTEGER	_Name27|TEXT	_FaceID27|INTEGER	_Name28|TEXT	_FaceID28|INTEGER	_Name29|TEXT	_FaceID29|INTEGER	_Name30|TEXT	_FaceID30|INTEGER	_Name31|TEXT	_FaceID31|INTEGER	_Name32|TEXT	_FaceID32|INTEGER	_Name33|TEXT	_FaceID33|INTEGER	_Name34|TEXT	_FaceID34|INTEGER	_Name35|TEXT	_FaceID35|INTEGER	_Name36|TEXT	_FaceID36|INTEGER	_Name37|TEXT	_FaceID37|INTEGER	_Name38|TEXT	_FaceID38|INTEGER	_Name39|TEXT	_FaceID39|INTEGER	_Name40|TEXT	_FaceID40|INTEGER	_Name41|TEXT	_FaceID41|INTEGER	_Name42|TEXT	_FaceID42|INTEGER	_Name43|TEXT	_FaceID43|INTEGER	_Name44|TEXT	_FaceID44|INTEGER	_Name45|TEXT	_FaceID45|INTEGER	_Name46|TEXT	_FaceID46|INTEGER	_Name47|TEXT	_FaceID47|INTEGER	_Name48|TEXT	_FaceID48|INTEGER	_Name49|TEXT	_FaceID49|INTEGER	_Name50|TEXT	_FaceID50|INTEGER	_UseMaskTexture|BOOLEAN
6000006	Kali	506	Flicker	6120	Serious	6121	Pain	6122	Laugh	6123	Sad	6124	Shout	6125	Surprise	6126	Sleep	6127		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
6000007	Kali	507	Flicker	6140	Serious	6141	Pain	6142	Laugh	6143	Sad	6144	Shout	6145	Surprise	6146	Sleep	6147		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
6000008	Kali	508	Flicker	6160	Serious	6161	Pain	6162	Laugh	6163	Sad	6164	Shout	6165	Surprise	6166	Sleep	6167		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
6000009	Kali	509	Flicker	6180	Serious	6181	Pain	6182	Laugh	6183	Sad	6184	Shout	6185	Surprise	6186	Sleep	6187		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
6000010	Kali	510	Flicker	6190	Serious	6191	Pain	6192	Laugh	6193	Sad	6194	Shout	6195	Surprise	6196	Sleep	6197		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
6000011	Kali	511	Flicker	6200	Serious	6201	Pain	6202	Laugh	6203	Sad	6204	Shout	6205	Surprise	6206	Sleep	6207		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
6000012	Kali	512	Flicker	6220	Serious	6221	Pain	6222	Laugh	6223	Sad	6224	Shout	6225	Surprise	6226	Sleep	6227		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
6000013	Kali	513	Flicker	6230	Serious	6231	Pain	6232	Laugh	6233	Sad	6234	Shout	6235	Surprise	6236	Sleep	6237		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
7000001	Assassin	601	Flicker	7020	Serious	7021	Pain	7022	Laugh	7023	Sad	7024	Shout	7025	Surprise	7026	Sleep	7027		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
7000002	Assassin	602	Flicker	7040	Serious	7041	Pain	7042	Laugh	7043	Sad	7044	Shout	7045	Surprise	7046	Sleep	7047		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
7000003	Assassin	603	Flicker	7060	Serious	7061	Pain	7062	Laugh	7063	Sad	7064	Shout	7065	Surprise	7066	Sleep	7067		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
7000010	Assassin	610	Flicker	7190	Serious	7191	Pain	7192	Laugh	7193	Sad	7194	Shout	7195	Surprise	7196	Sleep	7197		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
7000011	Assassin	611	Flicker	7200	Serious	7201	Pain	7202	Laugh	7203	Sad	7204	Shout	7205	Surprise	7206	Sleep	7207		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
7000012	Assassin	612	Flicker	7210	Serious	7211	Pain	7212	Laugh	7213	Sad	7214	Shout	7215	Surprise	7216	Sleep	7217		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
8000001	Lencea	701	Flicker	8020	Serious	8021	Pain	8022	Laugh	8023	Sad	8024	Shout	8025	Surprise	8026	Sleep	8027		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
8000002	Lencea	702	Flicker	8040	Serious	8041	Pain	8042	Laugh	8043	Sad	8044	Shout	8045	Surprise	8046	Sleep	8047		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
8000003	Lencea	703	Flicker	8060	Serious	8061	Pain	8062	Laugh	8063	Sad	8064	Shout	8065	Surprise	8066	Sleep	8067		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
8000004	Lencea	704	Flicker	8080	Serious	8081	Pain	8082	Laugh	8083	Sad	8084	Shout	8085	Surprise	8086	Sleep	8087		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
8000005	Lencea	704	Flicker	8100	Serious	8101	Pain	8102	Laugh	8103	Sad	8104	Shout	8105	Surprise	8106	Sleep	8107		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
8000006	Lencea	705	Flicker	8120	Serious	8121	Pain	8122	Laugh	8123	Sad	8124	Shout	8125	Surprise	8126	Sleep	8127		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
8000007	Lencea	706	Flicker	8130	Serious	8131	Pain	8132	Laugh	8133	Sad	8134	Shout	8135	Surprise	8136	Sleep	8137		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
9000001	Machina	801	Flicker	9020	Serious	9021	Pain	9022	Laugh	9023	Sad	9024	Shout	9025	Surprise	9026	Sleep	9027		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
9000002	Machina	802	Flicker	9040	Serious	9041	Pain	9042	Laugh	9043	Sad	9044	Shout	9045	Surprise	9046	Sleep	9047		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
9000003	Machina	803	Flicker	9060	Serious	9061	Pain	9062	Laugh	9063	Sad	9064	Shout	9065	Surprise	9066	Sleep	9067		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
9000004	Machina	804	Flicker	9080	Serious	9081	Pain	9082	Laugh	9083	Sad	9084	Shout	9085	Surprise	9086	Sleep	9087		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
9000005	Machina	805	Flicker	9100	Serious	9101	Pain	9102	Laugh	9103	Sad	9104	Shout	9105	Surprise	9106	Sleep	9107		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
9000006	Machina	806	Flicker	9110	Serious	9111	Pain	9112	Laugh	9113	Sad	9114	Shout	9115	Surprise	9116	Sleep	9117		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
1010001	Vandar	101002	Flicker	101040	Serious	101041	Pain	101042	Laugh	101043	Sad	101044	Shout	101045	Surprise	101046	Sleep	101047		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
1010002	Vandar	101003	Flicker	101060	Serious	101061	Pain	101062	Laugh	101063	Sad	101064	Shout	101065	Surprise	101066	Sleep	101067		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
1010003	Vandar	101004	Flicker	101080	Serious	101081	Pain	101082	Laugh	101083	Sad	101084	Shout	101085	Surprise	101086	Sleep	101087		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
1010004	Vandar	101005	Flicker	101100	Serious	101101	Pain	101102	Laugh	101103	Sad	101104	Shout	101105	Surprise	101106	Sleep	101107		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85004	Pet	31000	Flicker	31001	Anger01	31002	Quest	31003	Sad	31004	Shine	31005	Surprise	31006	Anger02	31007	Sleep	31008		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85006	Pet	31100	Flicker	31200	Anger01	31300	Quest	31400	Sad	31500	Shine	31600	Surprise	31700	Anger02	31800	Sick	31900	Vertigo	32000	Heart	32100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85007	Pet	32300	Flicker	32400	Anger01	32500	Wink	32600	Sad	32700	Shine	32800	Surprise	32900	Zoom	33000	Happy	33100	Vertigo	33200	Heart	33300		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85008	Pet	33500	Flicker	33600	Anger01	33700	Sick	33800	Sad	33900	Shine	34000	Surprise	34100	Quest	34200	Happy	34300	Heart	34400		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85009	Pet	33500	Flicker	33600	Anger01	33700	Sick	33800	Sad	33900	Shine	34000	Surprise	34100	Quest	34200	Happy	34300	Heart	34400		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85011	Pet	34600	Flicker	34700	Anger01	34800	Happy	34900	Sad	35000	Surprise	35100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85012	Pet	35300	Flicker	35400	Anger01	35500	Happy	35600	Sad	35700	Surprise	35800		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85014	Pet	36000	Flicker	36100	Anger01	36200	Happy	36300	Sad	36400	Surprise	36500		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85015	Pet	36700	Flicker	36800	Anger01	36900	Happy	37000	Sad	37100	Surprise	37200		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85016	Pet	37400	Flicker	37500	Anger01	37600	Happy	37700	Sad	37800	Surprise	37900		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85024	Pet	38100	Flicker	38200	Anger01	38300	Happy	38400	Sad	38500	Surprise	38600		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85025	Pet	38800	Flicker	38900	Anger01	39000	Happy	39100	Sad	39200	Surprise	39300		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85026	Pet	39500	Flicker	39600	Anger01	39700	Happy	39800	Sad	39900	Surprise	40000		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85027	1010	40200	Flicker	40300	Anger01	40400	Happy	40500	Sad	40600	Surprise	40700		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85028	Pet	40900	Flicker	41000	Anger01	41100	Happy	41200	Sad	41300	Surprise	41400		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85029	Pet	41600	Flicker	41700	Anger01	41800	Happy	41900	Sad	42000	Surprise	42100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85030	Pet	42300	Flicker	42400	Anger01	42500	Happy	42600	Sad	42700	Surprise	42800		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85031	Pet	43000	Flicker	43100	Anger01	43200	Happy	43300	Sad	43400	Surprise	43500		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85032	Pet	43700	Flicker	43800	Anger01	43900	Happy	44000	Sad	44100	Surprise	44200		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85033	Pet	44400	Flicker	44500	Anger01	44600	Happy	44700	Sad	44800	Surprise	44900		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85034	Pet	45100	Flicker	45200	Anger01	45300	Happy	45400	Sad	45500	Surprise	45600		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85035	Pet	45800	Flicker	45900	Anger01	46000	Happy	46100	Sad	46200	Surprise	46300		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85036	Pet	46500	Flicker	46600	Anger01	46700	Happy	46800	Sad	46900	Surprise	47000		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85037	Pet	47200	Flicker	47300	Anger01	47400	Happy	47500	Sad	47600	Surprise	47700		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85041	Pet	47900	Flicker	48000	Anger01	48100	Happy	48200	Sad	48300	Surprise	48400		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85042	Pet	48600	Flicker	48700	Anger01	48800	Happy	48900	Sad	49000	Surprise	49100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85043	Pet	49300	Flicker	49400	Anger01	49500	Happy	49600	Sad	49700	Surprise	49800		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85044	Pet	50000	Flicker	50100	Anger01	50200	Happy	50300	Sad	50400	Surprise	50500		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85045	Pet	50700	Flicker	50800	Anger01	50900	Happy	51000	Sad	51100	Surprise	51200		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85046	Pet	51400	Flicker	51500	Anger01	51600	Happy	51700	Sad	51800	Surprise	51900		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85047	Pet	52100	Flicker	52200	Anger01	52300	Happy	52400	Sad	52500	Surprise	52600		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85048	Pet	52800	Flicker	52900	Anger01	53000	Happy	53100	Sad	53200	Surprise	53300		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85049	Pet	53500	Flicker	53600	Anger01	53700	Happy	53800	Sad	53900	Surprise	54000		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85050	Pet	54200	Flicker	54300	Anger01	54400	Happy	54500	Sad	54600	Surprise	54700		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85051	Pet	54900	Flicker	55000	Anger01	55100	Happy	55200	Sad	55300	Surprise	55400		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85052	Pet	55600	Flicker	55700	Anger01	55800	Happy	55900	Sad	56000	Surprise	56100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85053	Pet	56300	Flicker	56400	Anger01	56500	Happy	56600	Sad	56700	Surprise	56800		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85054	Pet	57000	Flicker	57100	Anger01	57200	Quest	57300	Sad	57400	Shine	57500	Surprise	57600	Anger02	57700	Sleep	57800		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85056	Pet	58000	Flicker	58100	Anger01	58200	Happy	58300	Sad	58400	Surprise	58500		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85058	Pet	59700	Flicker	59800	Anger01	59900	Happy	60000	Sad	60100	Surprise	60200		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85059	Pet	60400	Flicker	60500	Anger01	60600	Happy	60700	Sad	60800	Surprise	60900		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85022	Pet	61100	Flicker	61200	Anger01	61300	Happy	61400	Sad	61500	Surprise	61600		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85061	Pet	61800	Flicker	61900	Anger01	62000	Happy	62100	Sad	62200	Surprise	62300		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85062	Pet	62500	Flicker	62600	Anger01	62700	Happy	62800	Sad	62900	Surprise	63000		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85063	Pet	63200	Flicker	63300	Anger01	63400	Happy	63500	Sad	63600	Surprise	63700		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85064	Pet	63900	Flicker	64000	Anger01	64100	Happy	64200	Sad	64300	Surprise	64400		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85065	Pet	64600	Flicker	64700	Anger01	64800	Happy	64900	Sad	65000	Surprise	65100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85066	Pet	65300	Flicker	65400	Anger01	65500	Happy	65600	Sad	65700	Surprise	65800		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85067	Pet	66000	Flicker	66100	Anger01	66200	Happy	66300	Sad	66400	Surprise	66500		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85068	Pet	66700	Flicker	66800	Anger01	66900	Happy	67000	Sad	67100	Surprise	67200		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85069	Pet	67400	Flicker	67500	Anger01	67600	Happy	67700	Sad	67800	Surprise	67900		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85070	Pet	68100	Flicker	68200	Anger01	68300	Happy	68400	Sad	68500	Surprise	68600		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85071	Pet	68800	Flicker	68900	Anger01	69000	Happy	69100	Sad	69200	Surprise	69300		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85072	Pet	69500	Flicker	69600	Anger01	69700	Quest	69800	Sad	69900	Shine	70000	Surprise	70100	Anger02	70200	Sleep	70300		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85074	Pet	70500	Flicker	70600	Anger01	70700	Happy	70800	Sad	70900	Surprise	71000		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85075	Pet	71200	Flicker	71300	Anger01	71400	Happy	71500	Sad	71600	Surprise	71700		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
85076	Pet	71900	Flicker	72000	Anger01	72100	Happy	72200	Sad	72300	Surprise	72400		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	true
