ROWID	_HeroLevelExp|TEXT	_HeroLevelAbilityID|INTEGER
1292	647201930.429696	905973936
1293	648277944.492596	905973937
1294	649353958.555496	905973938
1295	650429972.618396	905973939
1296	651505986.681296	905973940
1297	652582000.744196	905973941
1298	653658014.807096	905973942
1299	654734028.869995	905973943
1300	655810042.932895	905973944
1301	656886056.995795	905973945
1302	657962071.058695	905973946
1303	659038085.121595	905973947
1304	660114099.184495	905973948
1305	661190113.247395	905973949
1306	662266127.310295	905973950
1307	663342141.373195	905973951
1308	664418155.436095	905973952
1309	665494169.498995	905973953
1310	666570183.561895	905973954
1311	667646197.624795	905973955
1312	668722211.687695	905973956
1313	669798225.750595	905973957
1314	670874239.813495	905973958
1315	671950253.876395	905973959
1316	673026267.939295	905973960
1317	674102282.002195	905973961
1318	675178296.065094	905973962
1319	676254310.127994	905973963
1320	677330324.190894	905973964
1321	678406338.253794	905973965
1322	679482352.316694	905973966
1323	680558366.379594	905973967
1324	681634380.442494	905973968
1325	682710394.505394	905973969
1326	683786408.568294	905973970
1327	684862422.631194	905973971
1328	685938436.694094	905973972
1329	687014450.756994	905973973
1330	688090464.819894	905973974
1331	689166478.882794	905973975
1332	690242492.945694	905973976
1333	691318507.008594	905973977
1334	692394521.071494	905973978
1335	693470535.134394	905973979
1336	694546549.197294	905973980
1337	695622563.260193	905973981
1338	696698577.323093	905973982
1339	697774591.385993	905973983
1340	698850605.448893	905973984
1341	699926619.511793	905973985
1342	701002633.574693	905973986
1343	702078647.637593	905973987
1344	703154661.700493	905973988
1345	704230675.763393	905973989
1346	705306689.826293	905973990
1347	706382703.889193	905973991
1348	707458717.952093	905973992
1349	708534732.014993	905973993
1350	709610746.077893	905973994
1351	710686760.140793	905973995
1352	711762774.203693	905973996
1353	712838788.266593	905973997
1354	713914802.329493	905973998
1355	714990816.392393	905973999
1356	716066830.455292	905974000
1357	717142844.518192	905974001
1358	718218858.581092	905974002
1359	719294872.643992	905974003
1360	720370886.706892	905974004
1361	721446900.769792	905974005
1362	722522914.832692	905974006
1363	723598928.895592	905974007
1364	724674942.958492	905974008
1365	725750957.021392	905974009
1366	726826971.084292	905974010
1367	727902985.147192	905974011
1368	728978999.210092	905974012
1369	730055013.272992	905974013
1370	731131027.335892	905974014
1371	732207041.398792	905974015
1372	733283055.461692	905974016
1373	734359069.524592	905974017
1374	735435083.587492	905974018
1375	736511097.650391	905974019
1376	737587111.713291	905974020
1377	738663125.776191	905974021
1378	739739139.839091	905974022
1379	740815153.901991	905974023
1380	741891167.964891	905974024
1381	742967182.027791	905974025
1382	744043196.090691	905974026
1383	745119210.153591	905974027
1384	746195224.216491	905974028
1385	747271238.279391	905974029
1386	748347252.342291	905974030
1387	749423266.405191	905974031
1388	750499280.468091	905974032
1389	751575294.530991	905974033
1390	752651308.593891	905974034
1391	753727322.656791	905974035
1392	754803336.719691	905974036
1393	755879350.782591	905974037
1394	756955364.84549	905974038
1395	758031378.90839	905974039
1396	759107392.97129	905974040
1397	760183407.03419	905974041
1398	761259421.09709	905974042
1399	762335435.15999	905974043
1400	763411449.22289	905974044
1401	764487463.28579	905974045
1402	765563477.34869	905974046
1403	766639491.41159	905974047
1404	767715505.47449	905974048
1405	768791519.53739	905974049
1406	769867533.60029	905974050
1407	770943547.66319	905974051
1408	772019561.72609	905974052
1409	773095575.78899	905974053
1410	774171589.85189	905974054
1411	775247603.91479	905974055
1412	776323617.97769	905974056
1413	777399632.040589	905974057
1414	778475646.103489	905974058
1415	779551660.166389	905974059
1416	780627674.229289	905974060
1417	781703688.292189	905974061
1418	782779702.355089	905974062
1419	783855716.417989	905974063
1420	784931730.480889	905974064
1421	786007744.543789	905974065
1422	787083758.606689	905974066
1423	788159772.669589	905974067
1424	789235786.732489	905974068
1425	790311800.795389	905974069
1426	791387814.858289	905974070
1427	792463828.921189	905974071
1428	793539842.984089	905974072
1429	794615857.046989	905974073
1430	795691871.109889	905974074
1431	796767885.172789	905974075
1432	797843899.235688	905974076
1433	798919913.298588	905974077
1434	799995927.361488	905974078
1435	801071941.424388	905974079
1436	802147955.487288	905974080
1437	803223969.550188	905974081
1438	804299983.613088	905974082
1439	805375997.675988	905974083
1440	806452011.738888	905974084
1441	807528025.801788	905974085
1442	808604039.864688	905974086
1443	809680053.927588	905974087
1444	810756067.990488	905974088
1445	811832082.053388	905974089
1446	812908096.116288	905974090
1447	813984110.179188	905974091
1448	815060124.242088	905974092
1449	816136138.304988	905974093
1450	817212152.367887	905974094
1451	818288166.430787	905974095
1452	819364180.493687	905974096
1453	820440194.556587	905974097
1454	821516208.619487	905974098
1455	822592222.682387	905974099
1456	823668236.745287	905974100
1457	824744250.808187	905974101
1458	825820264.871087	905974102
1459	826896278.933987	905974103
1460	827972292.996887	905974104
1461	829048307.059787	905974105
1462	830124321.122687	905974106
1463	831200335.185587	905974107
1464	832276349.248487	905974108
1465	833352363.311387	905974109
1466	834428377.374287	905974110
1467	835504391.437187	905974111
1468	836580405.500087	905974112
1469	837656419.562986	905974113
1470	838732433.625886	905974114
1471	839808447.688786	905974115
1472	840884461.751686	905974116
1473	841960475.814586	905974117
1474	843036489.877486	905974118
1475	844112503.940386	905974119
1476	845188518.003286	905974120
1477	846264532.066186	905974121
1478	847340546.129086	905974122
1479	848416560.191986	905974123
1480	849492574.254886	905974124
1481	850568588.317786	905974125
1482	851644602.380686	905974126
1483	852720616.443586	905974127
1484	853796630.506486	905974128
1485	854872644.569386	905974129
1486	855948658.632286	905974130
1487	857024672.695186	905974131
1488	858100686.758085	905974132
1489	859176700.820985	905974133
1490	860252714.883885	905974134
1491	861328728.946785	905974135
1492	862404743.009685	905974136
1493	863480757.072585	905974137
1494	864556771.135485	905974138
1495	865632785.198385	905974139
1496	866708799.261285	905974140
1497	867784813.324185	905974141
1498	868860827.387085	905974142
1499	869936841.449985	905974143
1500	871012855.512885	905974144
1501	907936841.449985	905974145
1502	944860827.387085	905974146
1503	981784813.324185	905974147
1504	1018708799.26129	905974148
1505	1055632785.19839	905974149
1506	1092556771.13549	905974150
1507	1129480757.07259	905974151
1508	1166404743.00969	905974152
1509	1203328728.94678	905974153
1510	1240252714.88388	905974154
1511	1277176700.82098	905974155
1512	1314100686.75808	905974156
1513	1351024672.69518	905974157
1514	1387948658.63228	905974158
1515	1424872644.56938	905974159
1516	1461796630.50648	905974160
1517	1498720616.44358	905974161
1518	1535644602.38068	905974162
1519	1572568588.31778	905974163
1520	1609492574.25488	905974164
1521	1646416560.19198	905974165
1522	1683340546.12908	905974166
1523	1720264532.06618	905974167
1524	1757188518.00328	905974168
1525	1794112503.94038	905974169
1526	1831036489.87748	905974170
1527	1867960475.81458	905974171
1528	1904884461.75168	905974172
1529	1941808447.68878	905974173
1530	1978732433.62588	905974174
1531	2015656419.56298	905974175
1532	2052580405.50008	905974176
1533	2089504391.43718	905974177
1534	2126428377.37428	905974178
1535	2163352363.31138	905974179
1536	2200276349.24848	905974180
1537	2237200335.18558	905974181
1538	2274124321.12268	905974182
1539	2311048307.05978	905974183
1540	2347972292.99688	905974184
1541	2384896278.93398	905974185
1542	2421820264.87108	905974186
1543	2458744250.80818	905974187
1544	2495668236.74528	905974188
1545	2532592222.68238	905974189
1546	2569516208.61948	905974190
1547	2606440194.55658	905974191
1548	2643364180.49368	905974192
1549	2680288166.43078	905974193
1550	2717212152.36788	905974194
1551	2754136138.30498	905974195
1552	2791060124.24208	905974196
1553	2827984110.17918	905974197
1554	2864908096.11628	905974198
1555	2901832082.05338	905974199
1556	2938756067.99048	905974200
1557	2975680053.92758	905974201
1558	3012604039.86468	905974202
1559	3049528025.80178	905974203
1560	3086452011.73888	905974204
1561	3123375997.67598	905974205
1562	3160299983.61308	905974206
1563	3197223969.55018	905974207
1564	3234147955.48728	905974208
1565	3271071941.42438	905974209
1566	3307995927.36148	905974210
1567	3344919913.29858	905974211
1568	3381843899.23568	905974212
1569	3418767885.17278	905974213
1570	3455691871.10988	905974214
1571	3492615857.04698	905974215
1572	3529539842.98408	905974216
1573	3566463828.92118	905974217
1574	3603387814.85828	905974218
1575	3640311800.79538	905974219
1576	3677235786.73248	905974220
1577	3714159772.66958	905974221
1578	3751083758.60668	905974222
1579	3788007744.54378	905974223
1580	3824931730.48088	905974224
1581	3861855716.41798	905974225
1582	3898779702.35508	905974226
1583	3935703688.29218	905974227
1584	3972627674.22928	905974228
1585	4009551660.16638	905974229
1586	4046475646.10348	905974230
1587	4083399632.04058	905974231
1588	4120323617.97768	905974232
1589	4157247603.91478	905974233
1590	4194171589.85188	905974234
1591	4231095575.78898	905974235
1592	4268019561.72608	905974236
1593	4304943547.66318	905974237
1594	4341867533.60028	905974238
1595	4378791519.53738	905974239
1596	4415715505.47448	905974240
1597	4452639491.41158	905974241
1598	4489563477.34868	905974242
1599	4526487463.28578	905974243
1600	4563411449.22288	905974244
1601	4600335435.15998	905974245
1602	4637259421.09708	905974246
1603	4674183407.03418	905974247
1604	4711107392.97128	905974248
1605	4748031378.90838	905974249
1606	4784955364.84548	905974250
1607	4821879350.78259	905974251
1608	4858803336.71969	905974252
1609	4895727322.65679	905974253
1610	4932651308.59389	905974254
1611	4969575294.53099	905974255
1612	5006499280.46809	905974256
1613	5043423266.40519	905974257
1614	5080347252.34229	905974258
1615	5117271238.27939	905974259
1616	5154195224.21649	905974260
1617	5191119210.15359	905974261
1618	5228043196.09069	905974262
1619	5264967182.02779	905974263
1620	5301891167.96489	905974264
1621	5338815153.90199	905974265
1622	5375739139.83909	905974266
1623	5412663125.77619	905974267
1624	5449587111.71329	905974268
1625	5486511097.65039	905974269
1626	5523435083.58749	905974270
1627	5560359069.52459	905974271
1628	5597283055.46169	905974272
1629	5634207041.39879	905974273
1630	5671131027.33589	905974274
1631	5708055013.27299	905974275
1632	5744978999.2101	905974276
1633	5781902985.1472	905974277
1634	5818826971.0843	905974278
1635	5855750957.0214	905974279
1636	5892674942.9585	905974280
1637	5929598928.8956	905974281
1638	5966522914.8327	905974282
1639	6003446900.7698	905974283
1640	6040370886.7069	905974284
1641	6077294872.644	905974285
1642	6114218858.5811	905974286
1643	6151142844.5182	905974287
1644	6188066830.4553	905974288
1645	6224990816.3924	905974289
1646	6261914802.3295	905974290
1647	6298838788.2666	905974291
1648	6335762774.2037	905974292
1649	6372686760.1408	905974293
1650	6409610746.0779	905974294
1651	6446534732.015	905974295
1652	6483458717.9521	905974296
1653	6520382703.8892	905974297
1654	6557306689.8263	905974298
1655	6594230675.7634	905974299
1656	6631154661.70051	905974300
1657	6668078647.63761	905974301
1658	6705002633.57471	905974302
1659	6741926619.51181	905974303
1660	6778850605.44891	905974304
1661	6815774591.38601	905974305
1662	6852698577.32311	905974306
1663	6889622563.26021	905974307
1664	6926546549.19731	905974308
1665	6963470535.13441	905974309
1666	7000394521.07151	905974310
1667	7037318507.00861	905974311
1668	7074242492.94571	905974312
1669	7111166478.88281	905974313
1670	7148090464.81991	905974314
1671	7185014450.75701	905974315
1672	7221938436.69411	905974316
1673	7258862422.63121	905974317
1674	7295786408.56831	905974318
1675	7332710394.50541	905974319
1676	7369634380.44251	905974320
1677	7406558366.37961	905974321
1678	7443482352.31671	905974322
1679	7480406338.25381	905974323
1680	7517330324.19092	905974324
1681	7554254310.12802	905974325
1682	7591178296.06512	905974326
1683	7628102282.00222	905974327
1684	7665026267.93932	905974328
1685	7701950253.87642	905974329
1686	7738874239.81352	905974330
1687	7775798225.75062	905974331
1688	7812722211.68772	905974332
1689	7849646197.62482	905974333
1690	7886570183.56192	905974334
1691	7923494169.49902	905974335
1692	7960418155.43612	905974336
1693	7997342141.37322	905974337
1694	8034266127.31032	905974338
1695	8071190113.24742	905974339
1696	8108114099.18452	905974340
1697	8145038085.12162	905974341
1698	8181962071.05872	905974342
1699	8218886056.99582	905974343
1700	8255810042.93292	905974344
1701	8292734028.87002	905974345
1702	8329658014.80712	905974346
1703	8366582000.74422	905974347
1704	8403505986.68132	905974348
1705	8440429972.61843	905974349
1706	8477353958.55553	905974350
1707	8514277944.49263	905974351
1708	8551201930.42973	905974352
1709	8588125916.36683	905974353
1710	8625049902.30393	905974354
1711	8661973888.24103	905974355
1712	8698897874.17813	905974356
1713	8735821860.11522	905974357
1714	8772745846.05232	905974358
1715	8809669831.98942	905974359
1716	8846593817.92652	905974360
1717	8883517803.86362	905974361
1718	8920441789.80072	905974362
1719	8957365775.73782	905974363
1720	8994289761.67492	905974364
1721	9031213747.61202	905974365
1722	9068137733.54912	905974366
1723	9105061719.48622	905974367
1724	9141985705.42332	905974368
1725	9178909691.36042	905974369
1726	9215833677.29752	905974370
1727	9252757663.23462	905974371
1728	9289681649.17172	905974372
1729	9326605635.10882	905974373
1730	9363529621.04592	905974374
1731	9400453606.98302	905974375
1732	9437377592.92011	905974376
1733	9474301578.85721	905974377
1734	9511225564.79431	905974378
1735	9548149550.73141	905974379
1736	9585073536.66851	905974380
1737	9621997522.60561	905974381
1738	9658921508.54271	905974382
1739	9695845494.47981	905974383
1740	9732769480.41691	905974384
1741	9769693466.35401	905974385
1742	9806617452.29111	905974386
1743	9843541438.22821	905974387
1744	9880465424.16531	905974388
1745	9917389410.10241	905974389
1746	9954313396.03951	905974390
1747	9991237381.97661	905974391
1748	10028161367.9137	905974392
1749	10065085353.8508	905974393
1750	10102009339.7879	905974394
1751	10138933325.725	905974395
1752	10175857311.6621	905974396
1753	10212781297.5992	905974397
1754	10249705283.5363	905974398
1755	10286629269.4734	905974399
1756	10323553255.4105	905974400
1757	10360477241.3476	905974401
1758	10397401227.2847	905974402
1759	10434325213.2218	905974403
1760	10471249199.1589	905974404
1761	10508173185.096	905974405
1762	10545097171.0331	905974406
1763	10582021156.9702	905974407
1764	10618945142.9073	905974408
1765	10655869128.8444	905974409
1766	10692793114.7815	905974410
1767	10729717100.7186	905974411
1768	10766641086.6557	905974412
1769	10803565072.5928	905974413
1770	10840489058.5299	905974414
1771	10877413044.467	905974415
1772	10914337030.4041	905974416
1773	10951261016.3412	905974417
1774	10988185002.2783	905974418
1775	11025108988.2154	905974419
1776	11062032974.1525	905974420
1777	11098956960.0896	905974421
1778	11135880946.0267	905974422
1779	11172804931.9638	905974423
1780	11209728917.9009	905974424
1781	11246652903.838	905974425
1782	11283576889.7751	905974426
1783	11320500875.7122	905974427
1784	11357424861.6493	905974428
1785	11394348847.5864	905974429
1786	11431272833.5235	905974430
1787	11468196819.4606	905974431
1788	11505120805.3977	905974432
1789	11542044791.3348	905974433
1790	11578968777.2719	905974434
1791	11615892763.209	905974435
1792	11652816749.1461	905974436
1793	11689740735.0832	905974437
1794	11726664721.0203	905974438
1795	11763588706.9574	905974439
1796	11800512692.8945	905974440
1797	11837436678.8316	905974441
1798	11874360664.7687	905974442
1799	11911284650.7058	905974443
1800	11948208636.6429	905974444
1801	11985132622.58	905974445
1802	12022056608.5171	905974446
1803	12058980594.4542	905974447
1804	12095904580.3913	905974448
1805	12132828566.3284	905974449
1806	12169752552.2655	905974450
1807	12206676538.2026	905974451
1808	12243600524.1397	905974452
1809	12280524510.0768	905974453
1810	12317448496.0139	905974454
1811	12354372481.951	905974455
1812	12391296467.8881	905974456
1813	12428220453.8252	905974457
1814	12465144439.7623	905974458
1815	12502068425.6994	905974459
1816	12538992411.6365	905974460
1817	12575916397.5736	905974461
1818	12612840383.5107	905974462
1819	12649764369.4478	905974463
1820	12686688355.3849	905974464
1821	12723612341.322	905974465
1822	12760536327.2591	905974466
1823	12797460313.1962	905974467
1824	12834384299.1333	905974468
1825	12871308285.0704	905974469
1826	12908232271.0075	905974470
1827	12945156256.9446	905974471
1828	12982080242.8817	905974472
1829	13019004228.8188	905974473
1830	13055928214.7559	905974474
1831	13092852200.693	905974475
1832	13129776186.6301	905974476
1833	13166700172.5672	905974477
1834	13203624158.5043	905974478
1835	13240548144.4414	905974479
1836	13277472130.3785	905974480
1837	13314396116.3156	905974481
1838	13351320102.2527	905974482
1839	13388244088.1898	905974483
1840	13425168074.1269	905974484
1841	13462092060.064	905974485
1842	13499016046.0011	905974486
1843	13535940031.9382	905974487
1844	13572864017.8753	905974488
1845	13609788003.8124	905974489
1846	13646711989.7495	905974490
1847	13683635975.6866	905974491
1848	13720559961.6237	905974492
1849	13757483947.5608	905974493
1850	13794407933.4979	905974494
1851	13831331919.4349	905974495
1852	13868255905.372	905974496
1853	13905179891.3091	905974497
1854	13942103877.2462	905974498
1855	13979027863.1833	905974499
1856	14015951849.1204	905974500
1857	14052875835.0575	905974501
1858	14089799820.9946	905974502
1859	14126723806.9317	905974503
1860	14163647792.8688	905974504
1861	14200571778.8059	905974505
1862	14237495764.743	905974506
1863	14274419750.6801	905974507
1864	14311343736.6172	905974508
1865	14348267722.5543	905974509
1866	14385191708.4914	905974510
1867	14422115694.4285	905974511
1868	14459039680.3656	905974512
1869	14495963666.3027	905974513
1870	14532887652.2398	905974514
1871	14569811638.1769	905974515
1872	14606735624.114	905974516
1873	14643659610.0511	905974517
1874	14680583595.9882	905974518
1875	14717507581.9253	905974519
1876	14754431567.8624	905974520
1877	14791355553.7995	905974521
1878	14828279539.7366	905974522
1879	14865203525.6737	905974523
1880	14902127511.6108	905974524
1881	14939051497.5479	905974525
1882	14975975483.485	905974526
1883	15012899469.4221	905974527
1884	15049823455.3592	905974528
1885	15086747441.2963	905974529
1886	15123671427.2334	905974530
1887	15160595413.1705	905974531
1888	15197519399.1076	905974532
1889	15234443385.0447	905974533
1890	15271367370.9818	905974534
1891	15308291356.9189	905974535
1892	15345215342.856	905974536
1893	15382139328.7931	905974537
1894	15419063314.7302	905974538
1895	15455987300.6673	905974539
1896	15492911286.6044	905974540
1897	15529835272.5415	905974541
1898	15566759258.4786	905974542
1899	15603683244.4157	905974543
1900	15640607230.3528	905974544
1901	15677531216.2899	905974545
1902	15714455202.227	905974546
1903	15751379188.1641	905974547
1904	15788303174.1012	905974548
1905	15825227160.0383	905974549
1906	15862151145.9754	905974550
1907	15899075131.9125	905974551
1908	15935999117.8496	905974552
1909	15972923103.7867	905974553
1910	16009847089.7238	905974554
1911	16046771075.6609	905974555
1912	16083695061.598	905974556
1913	16120619047.5351	905974557
1914	16157543033.4722	905974558
1915	16194467019.4093	905974559
1916	16231391005.3464	905974560
1917	16268314991.2835	905974561
1918	16305238977.2206	905974562
1919	16342162963.1577	905974563
1920	16379086949.0948	905974564
1921	16416010935.0319	905974565
1922	16452934920.969	905974566
1923	16489858906.9061	905974567
1924	16526782892.8432	905974568
1925	16563706878.7803	905974569
1926	16600630864.7174	905974570
1927	16637554850.6545	905974571
1928	16674478836.5916	905974572
1929	16711402822.5287	905974573
1930	16748326808.4658	905974574
1931	16785250794.4029	905974575
1932	16822174780.34	905974576
1933	16859098766.2771	905974577
1934	16896022752.2142	905974578
1935	16932946738.1513	905974579
1936	16969870724.0884	905974580
1937	17006794710.0255	905974581
1938	17043718695.9626	905974582
1939	17080642681.8997	905974583
1940	17117566667.8368	905974584
1941	17154490653.7739	905974585
1942	17191414639.711	905974586
1943	17228338625.6481	905974587
1944	17265262611.5852	905974588
1945	17302186597.5223	905974589
1946	17339110583.4594	905974590
1947	17376034569.3965	905974591
1948	17412958555.3336	905974592
1949	17449882541.2707	905974593
1950	17486806527.2078	905974594
1951	17523730513.1449	905974595
1952	17560654499.082	905974596
1953	17597578485.0191	905974597
1954	17634502470.9562	905974598
1955	17671426456.8933	905974599
1956	17708350442.8304	905974600
1957	17745274428.7675	905974601
1958	17782198414.7046	905974602
1959	17819122400.6417	905974603
1960	17856046386.5788	905974604
1961	17892970372.5159	905974605
1962	17929894358.453	905974606
1963	17966818344.3901	905974607
1964	18003742330.3272	905974608
1965	18040666316.2643	905974609
1966	18077590302.2014	905974610
1967	18114514288.1385	905974611
1968	18151438274.0756	905974612
1969	18188362260.0127	905974613
1970	18225286245.9498	905974614
1971	18262210231.8869	905974615
1972	18299134217.824	905974616
1973	18336058203.7611	905974617
1974	18372982189.6982	905974618
1975	18409906175.6353	905974619
1976	18446830161.5724	905974620
1977	18483754147.5095	905974621
1978	18520678133.4466	905974622
1979	18557602119.3837	905974623
1980	18594526105.3208	905974624
1981	18631450091.2579	905974625
1982	18668374077.195	905974626
1983	18705298063.1321	905974627
1984	18742222049.0692	905974628
1985	18779146035.0063	905974629
1986	18816070020.9434	905974630
1987	18852994006.8805	905974631
1988	18889917992.8176	905974632
1989	18926841978.7547	905974633
1990	18963765964.6918	905974634
1991	19000689950.6289	905974635
1992	19037613936.566	905974636
1993	19074537922.5031	905974637
1994	19111461908.4402	905974638
1995	19148385894.3773	905974639
1996	19185309880.3144	905974640
1997	19222233866.2515	905974641
1998	19259157852.1886	905974642
1999	19296081838.1257	905974643
2000	19333005824	905974644
2001	19702245683.4338	905974645
2002	20071485542.8048	905974646
2003	20440725402.1758	905974647
2004	20809965261.5467	905974648
2005	21179205120.9177	905974649
2006	21548444980.2887	905974650
2007	21917684839.6597	905974651
2008	22286924699.0307	905974652
2009	22656164558.4017	905974653
2010	23025404417.7727	905974654
2011	23394644277.1437	905974655
2012	23763884136.5147	905974656
2013	24133123995.8857	905974657
2014	24502363855.2567	905974658
2015	24871603714.6277	905974659
2016	25240843573.9987	905974660
2017	25610083433.3697	905974661
2018	25979323292.7407	905974662
2019	26348563152.1117	905974663
2020	26717803011.4827	905974664
2021	27087042870.8537	905974665
2022	27456282730.2247	905974666
2023	27825522589.5956	905974667
2024	28194762448.9666	905974668
2025	28564002308.3376	905974669
2026	28933242167.7086	905974670
2027	29302482027.0796	905974671
2028	29671721886.4506	905974672
2029	30040961745.8216	905974673
2030	30410201605.1926	905974674
2031	30779441464.5636	905974675
2032	31148681323.9346	905974676
2033	31517921183.3056	905974677
2034	31887161042.6766	905974678
2035	32256400902.0476	905974679
2036	32625640761.4186	905974680
2037	32994880620.7896	905974681
2038	33364120480.1606	905974682
2039	33733360339.5316	905974683
2040	34102600198.9026	905974684
2041	34471840058.2736	905974685
2042	34841079917.6445	905974686
2043	35210319777.0155	905974687
2044	35579559636.3865	905974688
2045	35948799495.7575	905974689
2046	36318039355.1285	905974690
2047	36687279214.4995	905974691
2048	37056519073.8705	905974692
2049	37425758933.2415	905974693
2050	37794998792.6125	905974694
2051	38164238651.9835	905974695
2052	38533478511.3545	905974696
2053	38902718370.7255	905974697
2054	39271958230.0965	905974698
2055	39641198089.4675	905974699
2056	40010437948.8385	905974700
2057	40379677808.2095	905974701
2058	40748917667.5805	905974702
2059	41118157526.9515	905974703
2060	41487397386.3224	905974704
2061	41856637245.6934	905974705
2062	42225877105.0644	905974706
2063	42595116964.4354	905974707
2064	42964356823.8064	905974708
2065	43333596683.1774	905974709
2066	43702836542.5484	905974710
2067	44072076401.9194	905974711
2068	44441316261.2904	905974712
2069	44810556120.6614	905974713
2070	45179795980.0324	905974714
2071	45549035839.4034	905974715
2072	45918275698.7744	905974716
2073	46287515558.1454	905974717
2074	46656755417.5164	905974718
2075	47025995276.8874	905974719
2076	47395235136.2584	905974720
2077	47764474995.6294	905974721
2078	48133714855.0004	905974722
2079	48502954714.3713	905974723
2080	48872194573.7423	905974724
2081	49241434433.1133	905974725
2082	49610674292.4843	905974726
2083	49979914151.8553	905974727
2084	50349154011.2263	905974728
2085	50718393870.5973	905974729
2086	51087633729.9683	905974730
2087	51456873589.3393	905974731
2088	51826113448.7103	905974732
2089	52195353308.0813	905974733
2090	52564593167.4523	905974734
2091	52933833026.8233	905974735
2092	53303072886.1943	905974736
2093	53672312745.5653	905974737
2094	54041552604.9363	905974738
2095	54410792464.3073	905974739
2096	54780032323.6783	905974740
2097	55149272183.0492	905974741
2098	55518512042.4202	905974742
2099	55887751901.7912	905974743
2100	56256991761.1622	905974744
2101	56626231620.5332	905974745
2102	56995471479.9042	905974746
2103	57364711339.2752	905974747
2104	57733951198.6462	905974748
2105	58103191058.0172	905974749
2106	58472430917.3882	905974750
2107	58841670776.7592	905974751
2108	59210910636.1302	905974752
2109	59580150495.5012	905974753
2110	59949390354.8722	905974754
2111	60318630214.2432	905974755
2112	60687870073.6142	905974756
2113	61057109932.9852	905974757
2114	61426349792.3562	905974758
2115	61795589651.7271	905974759
2116	62164829511.0981	905974760
2117	62534069370.4691	905974761
2118	62903309229.8401	905974762
2119	63272549089.2111	905974763
2120	63641788948.5821	905974764
2121	64011028807.9531	905974765
2122	64380268667.3241	905974766
2123	64749508526.6951	905974767
2124	65118748386.0661	905974768
2125	65487988245.4371	905974769
2126	65857228104.8081	905974770
2127	66226467964.1791	905974771
2128	66595707823.5501	905974772
2129	66964947682.9211	905974773
2130	67334187542.2921	905974774
2131	67703427401.6631	905974775
2132	68072667261.0341	905974776
2133	68441907120.4051	905974777
2134	68811146979.776	905974778
2135	69180386839.147	905974779
2136	69549626698.5181	905974780
2137	69918866557.8891	905974781
2138	70288106417.2601	905974782
2139	70657346276.6311	905974783
2140	71026586136.0021	905974784
2141	71395825995.3731	905974785
2142	71765065854.7441	905974786
2143	72134305714.1151	905974787
2144	72503545573.4861	905974788
2145	72872785432.8571	905974789
2146	73242025292.2281	905974790
2147	73611265151.5991	905974791
2148	73980505010.9701	905974792
2149	74349744870.3411	905974793
2150	74718984729.7121	905974794
2151	75088224589.0831	905974795
2152	75457464448.4541	905974796
2153	75826704307.8251	905974797
2154	76195944167.1961	905974798
2155	76565184026.5671	905974799
2156	76934423885.9381	905974800
2157	77303663745.3091	905974801
2158	77672903604.6801	905974802
2159	78042143464.0511	905974803
2160	78411383323.4221	905974804
2161	78780623182.7931	905974805
2162	79149863042.1641	905974806
2163	79519102901.5351	905974807
2164	79888342760.9061	905974808
2165	80257582620.2771	905974809
2166	80626822479.6481	905974810
2167	80996062339.0191	905974811
2168	81365302198.3901	905974812
2169	81734542057.7611	905974813
2170	82103781917.1321	905974814
2171	82473021776.5031	905974815
2172	82842261635.8741	905974816
2173	83211501495.2451	905974817
2174	83580741354.6161	905974818
2175	83949981213.9871	905974819
2176	84319221073.3581	905974820
2177	84688460932.7291	905974821
2178	85057700792.1001	905974822
2179	85426940651.4711	905974823
2180	85796180510.8421	905974824
2181	86165420370.2132	905974825
2182	86534660229.5842	905974826
2183	86903900088.9552	905974827
2184	87273139948.3262	905974828
2185	87642379807.6972	905974829
2186	88011619667.0682	905974830
2187	88380859526.4392	905974831
2188	88750099385.8102	905974832
2189	89119339245.1812	905974833
2190	89488579104.5522	905974834
2191	89857818963.9232	905974835
2192	90227058823.2942	905974836
2193	90596298682.6652	905974837
2194	90965538542.0362	905974838
2195	91334778401.4072	905974839
2196	91704018260.7782	905974840
2197	92073258120.1492	905974841
2198	92442497979.5202	905974842
2199	92811737838.8912	905974843
2200	93180977698.2622	905974844
2201	93550217557.6332	905974845
2202	93919457417.0042	905974846
2203	94288697276.3752	905974847
2204	94657937135.7462	905974848
2205	95027176995.1172	905974849
2206	95396416854.4882	905974850
2207	95765656713.8592	905974851
2208	96134896573.2302	905974852
2209	96504136432.6012	905974853
2210	96873376291.9722	905974854
2211	97242616151.3432	905974855
2212	97611856010.7142	905974856
2213	97981095870.0852	905974857
2214	98350335729.4562	905974858
2215	98719575588.8272	905974859
2216	99088815448.1982	905974860
2217	99458055307.5692	905974861
2218	99827295166.9402	905974862
2219	100196535026.311	905974863
2220	100565774885.682	905974864
2221	100935014745.053	905974865
2222	101304254604.424	905974866
2223	101673494463.795	905974867
2224	102042734323.166	905974868
2225	102411974182.537	905974869
2226	102781214041.908	905974870
2227	103150453901.279	905974871
2228	103519693760.65	905974872
2229	103888933620.021	905974873
2230	104258173479.392	905974874
2231	104627413338.763	905974875
2232	104996653198.134	905974876
2233	105365893057.505	905974877
2234	105735132916.876	905974878
2235	106104372776.247	905974879
2236	106473612635.618	905974880
2237	106842852494.989	905974881
2238	107212092354.36	905974882
2239	107581332213.731	905974883
