ROWID	_TargetItemGroupID|INTEGER	_ItemID|INTEGER
1660	3	268469574
1661	3	268469575
1662	3	268469576
1663	3	268469577
1664	3	268469578
1665	3	268469579
1666	3	268469580
1667	3	268469581
1668	3	268469582
1669	3	268469583
1670	3	268469584
1671	3	268469585
1672	3	268469586
1673	3	268469587
1674	3	268469588
1675	3	268469589
1676	3	268469590
1677	3	268469591
1678	3	268469592
1679	3	268469593
1680	3	268469594
1681	3	268469595
1682	3	268469596
1683	3	268469597
1684	3	268469598
1685	3	268469599
1686	3	268469600
1687	3	268469601
1688	3	268469602
1689	3	268469603
1690	3	268469891
1691	3	268469892
1692	3	268469893
1693	3	268469894
1694	3	268469895
1695	3	268469896
1696	3	268469897
1697	3	268469898
1698	3	268469899
1699	3	268469900
1700	3	268469901
1701	3	268469902
1702	3	268469903
1703	3	268469904
1704	3	268469905
1705	3	268469906
1706	3	268469907
1707	3	268469908
1708	3	268469909
1709	3	268469910
1710	3	268469911
1711	3	268469912
1712	3	268469913
1713	3	268469914
1714	3	268469915
1715	3	268469916
1716	3	268469917
1717	3	268469918
1718	3	268469919
1719	3	268465904
1720	3	268465905
1721	3	268465906
1722	3	268465907
1723	3	268465908
1724	3	268469604
1725	3	268469605
1726	3	268469606
1727	3	268469607
1728	3	268469608
1729	3	268469609
1730	3	268469610
1731	3	268469611
1732	3	268469612
1733	3	268469613
1734	3	268469614
1735	3	268469615
1736	3	268469616
1737	3	268469617
1738	3	268469618
1739	3	268469619
1740	3	268469620
1741	3	268469621
1742	3	268469622
1743	3	268469623
1744	3	268469920
1745	3	268469921
1746	3	268469922
1747	3	268469923
1748	3	268469924
1749	3	268477636
1750	3	268481175
1751	3	268475920
1752	3	268475921
1753	3	268475922
1754	3	268475923
1755	3	268475924
1756	3	268475925
1757	3	268475926
1758	3	268475927
1759	3	268475928
1760	3	268475929
1761	3	268475930
1762	3	268475931
1763	3	268475932
1764	3	268475933
1765	3	268475934
1766	3	268475935
1767	3	268475936
1768	3	268475937
1769	3	268475938
1770	3	268475939
1771	3	268475940
1772	3	268475941
1773	3	268475942
1774	3	268475943
1775	3	268475944
1776	3	268475945
1777	3	268475946
1778	3	268475947
1779	3	268475948
1780	3	268477637
1781	3	268481176
1782	3	268476501
1783	3	268476502
1784	3	268476177
1785	3	268476503
1786	3	268476504
1787	3	268476505
1788	3	268476506
1789	3	268476507
1790	3	268476508
1791	3	268476509
1792	3	268476510
1793	3	268476511
1794	3	268476512
1795	3	268476513
1796	3	268476514
1797	3	268476515
1798	3	268476516
1799	3	268476517
1800	3	268476518
1801	3	268476519
1802	3	268476520
1803	3	268476521
1804	3	268476522
1805	3	268476523
1806	3	268476524
1807	3	268476525
1808	3	268476526
1809	3	268476527
1810	3	268476528
1811	3	268475954
1812	3	268475955
1813	3	268475956
1814	3	268475957
1815	3	268475958
1816	3	268476534
1817	3	268476535
1818	3	268476536
1819	3	268476537
1820	3	268476538
1821	3	268475988
1822	3	268475989
1823	3	268475990
1824	3	268475991
1825	3	268475992
1826	3	268477638
1827	3	268481186
1828	3	268475959
1829	3	268475960
1830	3	268475961
1831	3	268475962
1832	3	268475963
1833	3	268475964
1834	3	268475965
1835	3	268475966
1836	3	268475967
1837	3	268475968
1838	3	268475969
1839	3	268475970
1840	3	268475971
1841	3	268475972
1842	3	268475973
1843	3	268475974
1844	3	268475975
1845	3	268475976
1846	3	268475977
1847	3	268475978
1848	3	268475979
1849	3	268475980
1850	3	268475981
1851	3	268475982
1852	3	268475983
1853	3	268475984
1854	3	268475985
1855	3	268475986
1856	3	268475987
1857	3	268476568
1858	3	268476569
1859	3	268476570
1860	3	268476571
1861	3	268476572
1862	3	268477639
1863	3	268481187
1864	3	268476539
1865	3	268476540
1866	3	268476541
1867	3	268476542
1868	3	268476543
1869	3	268476544
1870	3	268476545
1871	3	268476546
1872	3	268476547
1873	3	268476548
1874	3	268476549
1875	3	268476550
1876	3	268476551
1877	3	268476552
1878	3	268476553
1879	3	268476554
1880	3	268476555
1881	3	268476556
1882	3	268476557
1883	3	268476558
1884	3	268476559
1885	3	268476560
1886	3	268476561
1887	3	268476562
1888	3	268476563
1889	3	268476564
1890	3	268476565
1891	3	268476566
1892	3	268476567
1893	4	268470259
1894	4	268470260
1895	4	268470261
1896	4	268470262
1897	4	268470263
1898	4	268470230
1899	4	268470231
1900	4	268470232
1901	4	268470233
1902	4	268470234
1903	4	268470235
1904	4	268470236
1905	4	268470237
1906	4	268470238
1907	4	268470239
1908	4	268470240
1909	4	268470241
1910	4	268470242
1911	4	268470243
1912	4	268470244
1913	4	268470245
1914	4	268470246
1915	4	268470247
1916	4	268470248
1917	4	268470249
1918	4	268470250
1919	4	268470251
1920	4	268470252
1921	4	268470253
1922	4	268470254
1923	4	268470255
1924	4	268470256
1925	4	268470257
1926	4	268470258
1927	5	268470264
1928	5	268470265
1929	5	268470266
1930	5	268470267
1931	5	268470268
1932	5	268470269
1933	5	268470270
1934	5	268470271
1935	5	268470272
1936	5	268470273
1937	5	268470274
1938	5	268470275
1939	5	268470276
1940	5	268470277
1941	5	268470278
1942	5	268470279
1943	5	268470280
1944	5	268470281
1945	5	268470282
1946	5	268470283
1947	5	268470284
1948	5	268470285
1949	5	268470286
1950	5	268470287
1951	5	268470288
1952	5	268470289
1953	5	268470290
1954	5	268470291
1955	5	268470292
1956	5	268470293
1957	5	268470294
1958	5	268470295
1959	5	268470296
1960	5	268470297
1961	6	268466559
1962	6	268466560
1963	6	268466561
1964	6	268466562
1965	6	268466563
1966	6	268466564
1967	6	268466565
1968	6	268466566
1969	6	268466567
1970	6	268466568
1971	6	268466569
1972	6	268466570
1973	6	268466571
1974	6	268466572
1975	6	268466573
1976	6	268466574
1977	6	268466575
1978	6	268466576
1979	6	268466577
1980	6	268466578
1981	6	268466579
1982	6	268466580
1983	6	268466581
1984	6	268466582
1985	6	268466583
1986	6	268466584
1987	6	268466585
1988	6	268466586
1989	6	268466587
1990	6	268466588
1991	6	268466589
1992	6	268466590
1993	6	268466591
1994	6	268466592
1995	6	268466593
1996	6	268466594
1997	6	268466595
1998	6	268466596
1999	6	268466597
2000	6	268466598
2001	6	268466599
2002	6	268466600
2003	6	268466601
2004	6	268466602
2005	6	268466603
2006	6	268466604
2007	6	268466605
2008	6	268466606
2009	6	268466607
2010	6	268466608
2011	6	268466609
2012	6	268466610
2013	6	268466611
2014	6	268466612
2015	6	268466613
2016	6	268466614
2017	6	268466615
2018	6	268466616
2019	6	268466617
2020	6	268466618
2021	6	268466619
2022	6	268466620
2023	6	268466621
2024	6	268466622
2025	6	268466623
2026	6	268466624
2027	6	268466625
2028	6	268466626
2029	6	268466627
2030	6	268466628
2031	6	268466629
2032	6	268466630
2033	6	268466631
2034	6	268466632
2035	6	268466633
2036	6	268466634
2037	6	268466635
2038	6	268466636
2039	6	268466637
2040	6	268466638
2041	6	268466639
2042	6	268466640
2043	6	268466641
2044	6	268466642
2045	6	268466643
2046	6	268466644
2047	6	268466645
2048	6	268468268
2049	6	268468269
2050	6	268468270
2051	6	268468271
2052	6	268468272
2053	6	268468273
2054	6	268468274
2055	6	268468275
2056	6	268468276
2057	6	268468277
2058	6	268468278
2059	6	268468279
2060	6	268468280
2061	6	268468281
2062	6	268468282
2063	6	268468283
2064	6	268468284
2065	6	268468285
2066	6	268468286
2067	6	268468287
2068	6	268468288
2069	6	268468289
2070	6	268468290
2071	6	268468291
2072	6	268468292
2073	6	268468293
2074	6	268468294
2075	6	268468295
2076	6	268468296
2077	6	268466975
2078	6	268466976
2079	6	268466977
2080	6	268466978
2081	6	268466979
2082	6	268466980
2083	6	268466981
2084	6	268466982
2085	6	268466983
2086	6	268466984
2087	6	268466985
2088	6	268466986
2089	6	268466987
2090	6	268466988
2091	6	268466989
2092	6	268466990
2093	6	268466991
2094	6	268466992
2095	6	268466993
2096	6	268466994
2097	6	268466995
2098	6	268466996
2099	6	268466997
2100	6	268466998
2101	6	268466999
2102	6	268467000
2103	6	268467001
2104	6	268467002
2105	6	268467003
2106	6	268468303
2107	6	268468304
2108	6	268468305
2109	6	268468306
2110	6	268468307
2111	6	268468308
2112	6	268468309
2113	6	268468310
2114	6	268468311
2115	6	268468312
2116	6	268468313
2117	6	268468314
2118	6	268468315
2119	6	268468316
2120	6	268468317
2121	6	268468318
2122	6	268468319
2123	6	268468320
2124	6	268468321
2125	6	268468322
2126	6	268468323
2127	6	268468324
2128	6	268468325
2129	6	268468326
2130	6	268468327
2131	6	268468328
2132	6	268468329
2133	6	268468330
2134	6	268468331
2135	6	268468670
2136	6	268468671
2137	6	268468672
2138	6	268468673
2139	6	268468674
2140	6	268468675
2141	6	268468676
2142	6	268468677
2143	6	268468678
2144	6	268468679
2145	6	268468680
2146	6	268468681
2147	6	268468682
2148	6	268468683
2149	6	268468684
2150	6	268468685
2151	6	268468686
2152	6	268468687
2153	6	268468688
2154	6	268468689
2155	6	268468690
2156	6	268468691
2157	6	268468692
2158	6	268468693
2159	6	268468694
2160	6	268468695
2161	6	268468696
2162	6	268468697
2163	6	268468698
2164	6	268466646
2165	6	268466647
2166	6	268466648
2167	6	268466649
2168	6	268466650
2169	6	268466651
2170	6	268466652
2171	6	268466653
2172	6	268466654
2173	6	268466655
2174	6	268466656
2175	6	268466657
2176	6	268466658
2177	6	268466659
2178	6	268466660
2179	6	268467004
2180	6	268467005
2181	6	268467006
2182	6	268467007
2183	6	268467008
2184	6	268468332
2185	6	268468333
2186	6	268468334
2187	6	268468335
2188	6	268468336
2189	6	268468699
2190	6	268468700
2191	6	268468701
2192	6	268468702
2193	6	268468703
2194	6	268477635
2195	6	268481174
2196	6	268475891
2197	6	268475892
2198	6	268475893
2199	6	268475894
2200	6	268475895
2201	6	268475896
2202	6	268475897
2203	6	268475898
2204	6	268475899
2205	6	268475900
2206	6	268475901
2207	6	268475902
2208	6	268475903
2209	6	268475904
2210	6	268475905
2211	6	268475906
2212	6	268475907
2213	6	268475908
2214	6	268475909
2215	6	268475910
2216	6	268475911
2217	6	268475912
2218	6	268475913
2219	6	268475914
2220	6	268475915
2221	6	268475916
2222	6	268475917
2223	6	268475918
2224	6	268475919
2225	6	268476472
2226	6	268476473
2227	6	268476474
2228	6	268476475
2229	6	268476476
2230	6	268476477
2231	6	268476478
2232	6	268476479
2233	6	268476480
2234	6	268476481
2235	6	268476482
2236	6	268476483
2237	6	268476484
2238	6	268476485
2239	6	268476486
2240	6	268476487
2241	6	268476488
2242	6	268476489
2243	6	268476490
2244	6	268476491
2245	6	268476492
2246	6	268476493
2247	6	268476494
2248	6	268476495
2249	6	268476496
2250	6	268476497
2251	6	268476498
2252	6	268476499
2253	6	268476500
2254	6	268475949
2255	6	268475950
2256	6	268475951
2257	6	268475952
2258	6	268475953
2259	6	268476529
2260	6	268476530
2261	6	268476531
2262	6	268476532
2263	6	268476533
2264	6	268466559
2265	6	268466560
2266	6	268466561
2267	6	268466562
2268	6	268466563
2269	6	268466564
2270	6	268466565
2271	6	268466566
2272	6	268466567
2273	6	268466568
2274	6	268466569
2275	6	268466570
2276	6	268466571
2277	6	268466572
2278	6	268466573
2279	6	268466574
2280	6	268466575
2281	6	268466576
2282	6	268466577
2283	6	268466578
2284	6	268466579
2285	6	268466580
2286	6	268466581
2287	6	268466582
2288	6	268466583
2289	6	268466584
2290	6	268466585
2291	6	268466586
2292	6	268466587
2293	6	268466588
2294	6	268466589
2295	6	268466590
2296	6	268466591
2297	6	268466592
2298	6	268466593
2299	6	268466594
2300	6	268466595
2301	6	268466596
2302	6	268466597
2303	6	268466598
2304	6	268466599
2305	6	268466600
2306	6	268466601
2307	6	268466602
2308	6	268466603
2309	6	268466604
2310	6	268466605
2311	6	268466606
2312	6	268466607
2313	6	268466608
2314	6	268466609
2315	6	268466610
2316	6	268466611
2317	6	268466612
2318	6	268466613
2319	6	268466614
2320	6	268466615
2321	6	268466616
2322	6	268466617
2323	6	268466618
2324	6	268466619
2325	6	268466620
2326	6	268466621
2327	6	268466622
2328	6	268466623
2329	6	268466624
2330	6	268466625
2331	6	268466626
2332	6	268466627
2333	6	268466628
2334	6	268466629
2335	6	268466630
2336	6	268466631
2337	6	268466632
2338	6	268466633
2339	6	268466634
2340	6	268466635
2341	6	268466636
2342	6	268466637
2343	6	268466638
2344	6	268466639
2345	6	268466640
2346	6	268466641
2347	6	268466642
2348	6	268466643
2349	6	268466644
2350	6	268466645
2351	6	268468268
2352	6	268468269
2353	6	268468270
2354	6	268468271
2355	6	268468272
2356	6	268468273
2357	6	268468274
2358	6	268468275
2359	6	268468276
2360	6	268468277
2361	6	268468278
2362	6	268468279
2363	6	268468280
2364	6	268468281
2365	6	268468282
2366	6	268468283
2367	6	268468284
2368	6	268468285
2369	6	268468286
2370	6	268468287
2371	6	268468288
2372	6	268468289
2373	6	268468290
2374	6	268468291
2375	6	268468292
2376	6	268468293
2377	6	268468294
2378	6	268468295
2379	6	268468296
2380	6	268466975
2381	6	268466976
2382	6	268466977
2383	6	268466978
2384	6	268466979
2385	6	268466980
2386	6	268466981
2387	6	268466982
2388	6	268466983
2389	6	268466984
2390	6	268466985
2391	6	268466986
2392	6	268466987
2393	6	268466988
2394	6	268466989
2395	6	268466990
2396	6	268466991
2397	6	268466992
2398	6	268466993
2399	6	268466994
2400	6	268466995
2401	6	268466996
2402	6	268466997
2403	6	268466998
2404	6	268466999
2405	6	268467000
2406	6	268467001
2407	6	268467002
2408	6	268467003
2409	6	268468303
2410	6	268468304
2411	6	268468305
2412	6	268468306
2413	6	268468307
2414	6	268468308
2415	6	268468309
2416	6	268468310
2417	6	268468311
2418	6	268468312
2419	6	268468313
2420	6	268468314
2421	6	268468315
2422	6	268468316
2423	6	268468317
2424	6	268468318
2425	6	268468319
2426	6	268468320
2427	6	268468321
2428	6	268468322
2429	6	268468323
2430	6	268468324
2431	6	268468325
2432	6	268468326
2433	6	268468327
2434	6	268468328
2435	6	268468329
2436	6	268468330
2437	6	268468331
2438	6	268468670
2439	6	268468671
2440	6	268468672
2441	6	268468673
2442	6	268468674
2443	6	268468675
2444	6	268468676
2445	6	268468677
2446	6	268468678
2447	6	268468679
2448	6	268468680
2449	6	268468681
2450	6	268468682
2451	6	268468683
2452	6	268468684
2453	6	268468685
2454	6	268468686
2455	6	268468687
2456	6	268468688
2457	6	268468689
2458	6	268468690
2459	6	268468691
2460	6	268468692
2461	6	268468693
2462	6	268468694
2463	6	268468695
2464	6	268468696
2465	6	268468697
2466	6	268468698
2467	6	268466646
2468	6	268466647
2469	6	268466648
2470	6	268466649
2471	6	268466650
2472	6	268466651
2473	6	268466652
2474	6	268466653
2475	6	268466654
2476	6	268466655
2477	6	268466656
2478	6	268466657
2479	6	268466658
2480	6	268466659
2481	6	268466660
2482	6	268467004
2483	6	268467005
2484	6	268467006
2485	6	268467007
2486	6	268467008
2487	6	268468332
2488	6	268468333
2489	6	268468334
2490	6	268468335
2491	6	268468336
2492	6	268468699
2493	6	268468700
2494	6	268468701
2495	6	268468702
2496	6	268468703
2497	6	268475891
2498	6	268475892
2499	6	268475893
2500	6	268475894
2501	6	268475895
2502	6	268475896
2503	6	268475897
2504	6	268475898
2505	6	268475899
2506	6	268475900
2507	6	268475901
2508	6	268475902
2509	6	268475903
2510	6	268475904
2511	6	268475905
2512	6	268475906
2513	6	268475907
2514	6	268475908
2515	6	268475909
2516	6	268475910
2517	6	268475911
2518	6	268475912
2519	6	268475913
2520	6	268475914
2521	6	268475915
2522	6	268475916
2523	6	268475917
2524	6	268475918
2525	6	268475919
2526	6	268476472
2527	6	268476473
2528	6	268476474
2529	6	268476475
2530	6	268476476
2531	6	268476477
2532	6	268476478
2533	6	268476479
2534	6	268476480
2535	6	268476481
2536	6	268476482
2537	6	268476483
2538	6	268476484
2539	6	268476485
2540	6	268476486
2541	6	268476487
2542	6	268476488
2543	6	268476489
2544	6	268476490
2545	6	268476491
2546	6	268476492
2547	6	268476493
2548	6	268476494
2549	6	268476495
2550	6	268476496
2551	6	268476497
2552	6	268476498
2553	6	268476499
2554	6	268476500
2555	6	268475949
2556	6	268475950
2557	6	268475951
2558	6	268475952
2559	6	268475953
2560	6	268476529
2561	6	268476530
2562	6	268476531
2563	6	268476532
2564	6	268476533
2565	6	268465759
2566	6	268465760
2567	6	268465761
2568	6	268465762
2569	6	268465763
2570	6	268465764
2571	6	268465765
2572	6	268465766
2573	6	268465767
2574	6	268465768
2575	6	268465769
2576	6	268465770
2577	6	268465771
2578	6	268465772
2579	6	268465773
2580	6	268465774
2581	6	268465775
2582	6	268465776
2583	6	268465777
2584	6	268465778
2585	6	268465779
2586	6	268465780
2587	6	268465781
2588	6	268465782
2589	6	268465783
2590	6	268465784
2591	6	268465785
2592	6	268465786
2593	6	268465787
2594	6	268469459
2595	6	268469460
2596	6	268469461
2597	6	268469462
2598	6	268469463
2599	6	268469464
2600	6	268469465
2601	6	268469466
2602	6	268469467
2603	6	268469468
2604	6	268469469
2605	6	268469470
2606	6	268469471
2607	6	268469472
2608	6	268469473
2609	6	268469474
2610	6	268469475
2611	6	268469476
2612	6	268469477
2613	6	268469478
2614	6	268469479
2615	6	268469480
2616	6	268469481
2617	6	268469482
2618	6	268469483
2619	6	268469484
2620	6	268469485
2621	6	268469486
2622	6	268469487
2623	6	268469488
2624	6	268469489
2625	6	268469490
2626	6	268469491
2627	6	268469492
2628	6	268469493
2629	6	268469494
2630	6	268469495
2631	6	268469496
2632	6	268469497
2633	6	268469498
2634	6	268469499
2635	6	268469500
2636	6	268469501
2637	6	268469502
2638	6	268469503
2639	6	268469504
2640	6	268469505
2641	6	268469506
2642	6	268469507
2643	6	268469508
2644	6	268469509
2645	6	268469510
2646	6	268469511
2647	6	268469512
2648	6	268469513
2649	6	268469514
2650	6	268469515
2651	6	268469516
2652	6	268469517
2653	6	268469518
2654	6	268469519
2655	6	268469520
2656	6	268469521
2657	6	268469522
2658	6	268469523
2659	6	268469524
2660	6	268469525
2661	6	268469526
2662	6	268469527
2663	6	268469528
2664	6	268469529
2665	6	268469530
2666	6	268469531
2667	6	268469532
2668	6	268469533
2669	6	268469534
2670	6	268469535
2671	6	268469536
2672	6	268469537
2673	6	268469538
2674	6	268469539
2675	6	268469540
2676	6	268469541
2677	6	268469542
2678	6	268469543
2679	6	268469544
2680	6	268469545
2681	6	268469546
2682	6	268469547
2683	6	268469548
2684	6	268469549
2685	6	268469550
2686	6	268469551
2687	6	268469552
2688	6	268469553
2689	6	268469554
2690	6	268469555
2691	6	268469556
2692	6	268469557
2693	6	268469558
2694	6	268469559
2695	6	268469560
2696	6	268469561
2697	6	268469562
2698	6	268469563
2699	6	268469564
2700	6	268469565
2701	6	268469566
2702	6	268469567
2703	6	268469568
2704	6	268469569
2705	6	268469570
2706	6	268469571
2707	6	268469572
2708	6	268469573
2709	6	268469574
2710	6	268469575
2711	6	268469576
2712	6	268469577
2713	6	268469578
2714	6	268469579
2715	6	268469580
2716	6	268469581
2717	6	268469582
2718	6	268469583
2719	6	268469584
2720	6	268469585
2721	6	268469586
2722	6	268469587
2723	6	268469588
2724	6	268469589
2725	6	268469590
2726	6	268469591
2727	6	268469592
2728	6	268469593
2729	6	268469594
2730	6	268469595
2731	6	268469596
2732	6	268469597
2733	6	268469598
2734	6	268469599
2735	6	268469600
2736	6	268469601
2737	6	268469602
2738	6	268469603
2739	6	268469891
2740	6	268469892
2741	6	268469893
2742	6	268469894
2743	6	268469895
2744	6	268469896
2745	6	268469897
2746	6	268469898
2747	6	268469899
2748	6	268469900
2749	6	268469901
2750	6	268469902
2751	6	268469903
2752	6	268469904
2753	6	268469905
2754	6	268469906
2755	6	268469907
2756	6	268469908
2757	6	268469909
2758	6	268469910
2759	6	268469911
2760	6	268469912
2761	6	268469913
2762	6	268469914
2763	6	268469915
2764	6	268469916
2765	6	268469917
2766	6	268469918
2767	6	268469919
2768	6	268465904
2769	6	268465905
2770	6	268465906
2771	6	268465907
2772	6	268465908
2773	6	268469604
2774	6	268469605
2775	6	268469606
2776	6	268469607
2777	6	268469608
2778	6	268469609
2779	6	268469610
2780	6	268469611
2781	6	268469612
2782	6	268469613
2783	6	268469614
2784	6	268469615
2785	6	268469616
2786	6	268469617
2787	6	268469618
2788	6	268469619
2789	6	268469620
2790	6	268469621
2791	6	268469622
2792	6	268469623
2793	6	268469920
2794	6	268469921
2795	6	268469922
2796	6	268469923
2797	6	268469924
2798	6	268477636
2799	6	268481175
2800	6	268475920
2801	6	268475921
2802	6	268475922
2803	6	268475923
2804	6	268475924
2805	6	268475925
2806	6	268475926
2807	6	268475927
2808	6	268475928
2809	6	268475929
2810	6	268475930
2811	6	268475931
2812	6	268475932
2813	6	268475933
2814	6	268475934
2815	6	268475935
2816	6	268475936
2817	6	268475937
2818	6	268475938
2819	6	268475939
2820	6	268475940
2821	6	268475941
2822	6	268475942
2823	6	268475943
2824	6	268475944
2825	6	268475945
2826	6	268475946
2827	6	268475947
2828	6	268475948
2829	6	268477637
2830	6	268481176
2831	6	268476501
2832	6	268476502
2833	6	268476177
2834	6	268476503
2835	6	268476504
2836	6	268476505
2837	6	268476506
2838	6	268476507
2839	6	268476508
2840	6	268476509
2841	6	268476510
2842	6	268476511
2843	6	268476512
2844	6	268476513
2845	6	268476514
2846	6	268476515
2847	6	268476516
2848	6	268476517
2849	6	268476518
2850	6	268476519
2851	6	268476520
2852	6	268476521
2853	6	268476522
2854	6	268476523
2855	6	268476524
2856	6	268476525
2857	6	268476526
2858	6	268476527
2859	6	268476528
2860	6	268475954
2861	6	268475955
2862	6	268475956
2863	6	268475957
2864	6	268475958
2865	6	268476534
2866	6	268476535
2867	6	268476536
2868	6	268476537
2869	6	268476538
2870	6	268477638
2871	6	268481186
2872	6	268475959
2873	6	268475960
2874	6	268475961
2875	6	268475962
2876	6	268475963
2877	6	268475964
2878	6	268475965
2879	6	268475966
2880	6	268475967
2881	6	268475968
2882	6	268475969
2883	6	268475970
2884	6	268475971
2885	6	268475972
2886	6	268475973
2887	6	268475974
2888	6	268475975
2889	6	268475976
2890	6	268475977
2891	6	268475978
2892	6	268475979
2893	6	268475980
2894	6	268475981
2895	6	268475982
2896	6	268475983
2897	6	268475984
2898	6	268475985
2899	6	268475986
2900	6	268475987
2901	6	268477639
2902	6	268481187
2903	6	268476539
2904	6	268476540
2905	6	268476541
2906	6	268476542
2907	6	268476543
2908	6	268476544
2909	6	268476545
2910	6	268476546
2911	6	268476547
2912	6	268476548
2913	6	268476549
2914	6	268476550
2915	6	268476551
2916	6	268476552
2917	6	268476553
2918	6	268476554
2919	6	268476555
2920	6	268476556
2921	6	268476557
2922	6	268476558
2923	6	268476559
2924	6	268476560
2925	6	268476561
2926	6	268476562
2927	6	268476563
2928	6	268476564
2929	6	268476565
2930	6	268476566
2931	6	268476567
2932	7	268466559
2933	7	268466560
2934	7	268466561
2935	7	268466562
2936	7	268466563
2937	7	268466564
2938	7	268466565
2939	7	268466566
2940	7	268466567
2941	7	268466568
2942	7	268466569
2943	7	268466570
2944	7	268466571
2945	7	268466572
2946	7	268466573
2947	7	268466574
2948	7	268466575
2949	7	268466576
2950	7	268466577
2951	7	268466578
2952	7	268466579
2953	7	268466580
2954	7	268466581
2955	7	268466582
2956	7	268466583
2957	7	268466584
2958	7	268466585
2959	7	268466586
2960	7	268466587
2961	7	268466588
2962	7	268466589
2963	7	268466590
2964	7	268466591
2965	7	268466592
2966	7	268466593
2967	7	268466594
2968	7	268466595
2969	7	268466596
2970	7	268466597
2971	7	268466598
2972	7	268466599
2973	7	268466600
2974	7	268466601
2975	7	268466602
2976	7	268466603
2977	7	268466604
2978	7	268466605
2979	7	268466606
2980	7	268466607
2981	7	268466608
2982	7	268466609
2983	7	268466610
2984	7	268466611
2985	7	268466612
2986	7	268466613
2987	7	268466614
2988	7	268466615
2989	7	268466616
2990	7	268466617
2991	7	268466618
2992	7	268466619
2993	7	268466620
2994	7	268466621
2995	7	268466622
2996	7	268466623
2997	7	268466624
2998	7	268466625
2999	7	268466626
3000	7	268466627
3001	7	268466628
3002	7	268466629
3003	7	268466630
3004	7	268466631
3005	7	268466632
3006	7	268466633
3007	7	268466634
3008	7	268466635
3009	7	268466636
3010	7	268466637
3011	7	268466638
3012	7	268466639
3013	7	268466640
3014	7	268466641
3015	7	268466642
3016	7	268466643
3017	7	268466644
3018	7	268466645
3019	7	268468268
3020	7	268468269
3021	7	268468270
3022	7	268468271
3023	7	268468272
3024	7	268468273
3025	7	268468274
3026	7	268468275
3027	7	268468276
3028	7	268468277
3029	7	268468278
3030	7	268468279
3031	7	268468280
3032	7	268468281
3033	7	268468282
3034	7	268468283
3035	7	268468284
3036	7	268468285
3037	7	268468286
3038	7	268468287
3039	7	268468288
3040	7	268468289
3041	7	268468290
3042	7	268468291
3043	7	268468292
3044	7	268468293
3045	7	268468294
3046	7	268468295
3047	7	268468296
3048	7	268466975
3049	7	268466976
3050	7	268466977
3051	7	268466978
3052	7	268466979
3053	7	268466980
3054	7	268466981
3055	7	268466982
3056	7	268466983
3057	7	268466984
3058	7	268466985
3059	7	268466986
3060	7	268466987
3061	7	268466988
3062	7	268466989
3063	7	268466990
3064	7	268466991
3065	7	268466992
3066	7	268466993
3067	7	268466994
3068	7	268466995
3069	7	268466996
3070	7	268466997
3071	7	268466998
3072	7	268466999
3073	7	268467000
3074	7	268467001
3075	7	268467002
3076	7	268467003
3077	7	268468303
3078	7	268468304
3079	7	268468305
3080	7	268468306
3081	7	268468307
3082	7	268468308
3083	7	268468309
3084	7	268468310
3085	7	268468311
3086	7	268468312
3087	7	268468313
3088	7	268468314
3089	7	268468315
3090	7	268468316
3091	7	268468317
3092	7	268468318
3093	7	268468319
3094	7	268468320
3095	7	268468321
3096	7	268468322
3097	7	268468323
3098	7	268468324
3099	7	268468325
3100	7	268468326
3101	7	268468327
3102	7	268468328
3103	7	268468329
3104	7	268468330
3105	7	268468331
3106	7	268468670
3107	7	268468671
3108	7	268468672
3109	7	268468673
3110	7	268468674
3111	7	268468675
3112	7	268468676
3113	7	268468677
3114	7	268468678
3115	7	268468679
3116	7	268468680
3117	7	268468681
3118	7	268468682
3119	7	268468683
3120	7	268468684
3121	7	268468685
3122	7	268468686
3123	7	268468687
3124	7	268468688
3125	7	268468689
3126	7	268468690
3127	7	268468691
3128	7	268468692
3129	7	268468693
3130	7	268468694
3131	7	268468695
3132	7	268468696
3133	7	268468697
3134	7	268468698
3135	7	268466646
3136	7	268466647
3137	7	268466648
3138	7	268466649
3139	7	268466650
3140	7	268466651
3141	7	268466652
3142	7	268466653
3143	7	268466654
3144	7	268466655
3145	7	268466656
3146	7	268466657
3147	7	268466658
3148	7	268466659
3149	7	268466660
3150	7	268467004
3151	7	268467005
3152	7	268467006
3153	7	268467007
3154	7	268467008
3155	7	268468332
3156	7	268468333
3157	7	268468334
3158	7	268468335
3159	7	268468336
3160	7	268468699
3161	7	268468700
3162	7	268468701
3163	7	268468702
3164	7	268468703
3165	7	268475891
3166	7	268475892
3167	7	268475893
3168	7	268475894
3169	7	268475895
3170	7	268475896
3171	7	268475897
3172	7	268475898
3173	7	268475899
3174	7	268475900
3175	7	268475901
3176	7	268475902
3177	7	268475903
3178	7	268475904
3179	7	268475905
3180	7	268475906
3181	7	268475907
3182	7	268475908
3183	7	268475909
3184	7	268475910
3185	7	268475911
3186	7	268475912
3187	7	268475913
3188	7	268475914
3189	7	268475915
3190	7	268475916
3191	7	268475917
3192	7	268475918
3193	7	268475919
3194	7	268476472
3195	7	268476473
3196	7	268476474
3197	7	268476475
3198	7	268476476
3199	7	268476477
3200	7	268476478
3201	7	268476479
3202	7	268476480
3203	7	268476481
3204	7	268476482
3205	7	268476483
3206	7	268476484
3207	7	268476485
3208	7	268476486
3209	7	268476487
3210	7	268476488
