ROWID	_Activate|INTEGER	_Type|INTEGER	_MainCategory|INTEGER	_SubCategoryID|TEXT	_TitleNameID|INTEGER	_SubTitleNameID|INTEGER	_TitleNameIDParam|TEXT	_SubTitleNameIDParam|TEXT	_Icon|INTEGER	_AchieveIcon|INTEGER	_RewardAppellation|INTEGER	_RewardPoint|INTEGER	_IsAchieveNotice|BOOLEAN	_GainEvent|INTEGER	_Gain1Type|INTEGER	_Gain1Param|INTEGER	_Gain1Operator|INTEGER	_Gain2Type|INTEGER	_Gain2Param|INTEGER	_Gain2Operator|INTEGER	_Gain3Type|INTEGER	_Gain3Param|INTEGER	_Gain3Operator|INTEGER	_Gain4Type|INTEGER	_Gain4Param|INTEGER	_Gain4Operator|INTEGER	_Gain5Type|INTEGER	_Gain5Param|INTEGER	_Gain5Operator|INTEGER	_AchieveEvent|INTEGER	_Achieve1Type|INTEGER	_Achieve1Param|INTEGER	_Achieve1Operator|INTEGER	_Achieve2Type|INTEGER	_Achieve2Param|INTEGER	_Achieve2Operator|INTEGER	_Achieve3Type|INTEGER	_Achieve3Param|INTEGER	_Achieve3Operator|INTEGER	_Achieve4Type|INTEGER	_Achieve4Param|INTEGER	_Achieve4Operator|INTEGER	_Achieve5Type|INTEGER	_Achieve5Param|INTEGER	_Achieve5Operator|INTEGER	_GainCheckType|BOOLEAN	_AchieveCheckType|BOOLEAN	_SystemMsg|INTEGER	_MailID|INTEGER
1258	0	0	1	1000000832/10023	1000000602	1000032204	{2373}	{2373}	1	0	0	10	false	2	1	42	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	511	0	4	3	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1259	0	0	1	1000000832/10023	1000023244	1000032206		{2373},15	1	0	0	10	false	2	1	42	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	511	0	15	900	5	4	3	0	0	0	0	0	0	0	false	false	0	0
1260	0	0	1	1000000832/10023	1000023245	1000004982			1	0	0	10	false	2	1	42	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	511	0	36	4	0	21	1	3	23	1	3	4	3	0	false	false	0	0
1261	0	0	1	1000000832/10023	1000023246	1000028366			1	0	0	10	false	2	1	42	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	511	0	36	1	0	4	3	0	0	0	0	0	0	0	false	false	0	0
1262	0	0	1	1000000832/10023	1000000613	1000000729	100	100	1	0	0	10	false	2	1	42	4	3	14	0	0	0	0	0	0	0	0	0	0	3	16	100	4	3	511	0	4	3	5	0	0	0	0	0	0	false	false	0	0
1263	0	2	1	0	1000016652	0			1	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	1267	0	20	1268	0	20	1269	0	20	1270	0	20	1271	0	false	false	0	0
1264	0	2	1	0	1000016652	0			1	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	1272	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1265	0	1	1	1000000832/10026	1000032155	1000032260	{1000022771}	{1000022771}	5	1	0	50	false	2	1	44	4	3	14	0	0	0	0	0	0	0	0	0	0	13	20	1263	0	20	1264	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1266	0	0	1	1000000832/10026	1000023257	1000032225		{1000022239}	0	0	0	0	false	2	1	44	4	3	14	0	0	0	0	0	0	0	0	0	0	19	9	1576	0	9	201576	0	0	0	0	0	0	0	0	0	0	false	true	0	0
1267	0	0	1	1000000832/10026	1000032159	1000032203	{1000032162}	{1000032162}	1	0	0	10	false	2	1	44	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	553	0	14	1	5	4	3	5	0	0	0	0	0	0	false	false	0	0
1268	0	0	1	1000000832/10026	1000000602	1000032204	{2373}	{2373}	1	0	0	10	false	2	1	44	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	553	0	4	3	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1269	0	0	1	1000000832/10026	1000023258	1000032206		{2373},15	1	0	0	10	false	2	1	44	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	553	0	15	900	5	4	3	0	0	0	0	0	0	0	false	false	0	0
1270	0	0	1	1000000832/10026	1000023259	1000004982			1	0	0	10	false	2	1	44	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	553	0	36	4	0	21	1	3	23	1	3	4	3	0	false	false	0	0
1271	0	0	1	1000000832/10026	1000023260	1000028366			1	0	0	10	false	2	1	44	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	553	0	36	1	0	4	3	0	0	0	0	0	0	0	false	false	0	0
1272	0	0	1	1000000832/10026	1000000613	1000000729	100	100	1	0	0	10	false	2	1	44	4	3	14	0	0	0	0	0	0	0	0	0	0	3	16	100	4	3	553	0	4	3	5	0	0	0	0	0	0	false	false	0	0
1273	0	2	1	0	1000016652	0			1	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	1277	0	20	1278	0	20	1279	0	20	1280	0	20	1281	0	false	false	0	0
1274	0	2	1	0	1000016652	0			1	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	1282	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1275	0	1	1	1000000832/10025	1000032155	1000032260	{1000022770}	{1000022770}	5	1	0	50	false	2	1	46	4	3	14	0	0	0	0	0	0	0	0	0	0	13	20	1273	0	20	1274	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1276	0	0	1	1000000832/10025	1000023253	1000032225		{1000022233}	0	0	0	0	false	2	1	46	4	3	14	0	0	0	0	0	0	0	0	0	0	19	9	1455	0	9	201455	0	0	0	0	0	0	0	0	0	0	false	true	0	0
1277	0	0	1	1000000832/10025	1000032159	1000032203	{1000032162}	{1000032162}	1	0	0	10	false	2	1	46	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	542	0	14	1	5	4	3	5	0	0	0	0	0	0	false	false	0	0
1278	0	0	1	1000000832/10025	1000000602	1000032204	{2373}	{2373}	1	0	0	10	false	2	1	46	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	542	0	4	3	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1279	0	0	1	1000000832/10025	1000020229	1000032206		{2373},15	1	0	0	10	false	2	1	46	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	542	0	15	900	5	4	3	0	0	0	0	0	0	0	false	false	0	0
1280	0	0	1	1000000832/10025	1000023254	1000004982			1	0	0	10	false	2	1	46	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	542	0	36	4	0	21	1	3	23	1	3	4	3	0	false	false	0	0
1281	0	0	1	1000000832/10025	1000023255	1000028366			1	0	0	10	false	2	1	46	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	542	0	36	1	0	4	3	0	0	0	0	0	0	0	false	false	0	0
1282	0	0	1	1000000832/10025	1000000613	1000000729	100	100	1	0	0	10	false	2	1	46	4	3	14	0	0	0	0	0	0	0	0	0	0	3	16	100	4	3	542	0	4	3	5	0	0	0	0	0	0	false	false	0	0
1283	0	2	1	0	1000016652	0			1	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	1287	0	20	1288	0	20	1289	0	20	1290	0	20	1291	0	false	false	0	0
1284	0	2	1	0	1000016652	0			1	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	1292	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1285	0	1	1	1000000832/10027	1000032155	1000032201	{1000022772}	{1000022772}	5	1	0	50	false	2	1	48	4	3	14	0	0	0	0	0	0	0	0	0	0	13	20	1283	0	20	1284	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1286	0	0	1	1000000832/10027	1000023262	1000032225		{1000022244}	0	0	0	0	false	2	1	48	4	3	14	0	0	0	0	0	0	0	0	0	0	19	9	1611	0	9	201611	0	0	0	0	0	0	0	0	0	0	false	true	0	0
1287	0	0	1	1000000832/10027	1000032159	1000032203	{1000032162}	{1000032162}	1	0	0	10	false	2	1	48	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	563	0	14	1	5	4	3	5	0	0	0	0	0	0	false	false	0	0
1288	0	0	1	1000000832/10027	1000000602	1000032204	{2373}	{2373}	1	0	0	10	false	2	1	48	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	563	0	4	3	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1289	0	0	1	1000000832/10027	1000023263	1000032206		{2373},15	1	0	0	10	false	2	1	48	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	563	0	15	900	5	4	3	0	0	0	0	0	0	0	false	false	0	0
1290	0	0	1	1000000832/10027	1000023264	1000004982			1	0	0	10	false	2	1	48	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	563	0	36	4	0	21	1	3	23	1	3	4	3	0	false	false	0	0
1291	0	0	1	1000000832/10027	1000026375	1000028366			1	0	0	10	false	2	1	48	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	563	0	36	1	0	4	3	0	0	0	0	0	0	0	false	false	0	0
1292	0	0	1	1000000832/10027	1000000613	1000000729	100	100	1	0	0	10	false	2	1	48	4	3	14	0	0	0	0	0	0	0	0	0	0	3	16	100	4	3	563	0	4	3	5	0	0	0	0	0	0	false	false	0	0
1293	1	0	0	9701	1000023280	1000032200		{2407}	1	0	0	10	false	2	3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1294	0	0	1	1000000832	1000032153	1000032200	{1000000831}	{1000000831}	1	0	0	10	false	2	3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1295	0	0	0	9701	1000023194	1000023199			0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1296	1	6	0	0	1000031487	0			0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	510034
1297	1	6	0	0	1000031487	0			0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	510035
1298	1	5	1	0	0	0			0	0	0	0	false	4	13	336592896	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	336592896	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1299	1	5	1	0	0	0			0	0	0	0	false	1	1	15	4	7	1	0	0	0	0	0	0	0	0	0	0	1	1	15	4	7	1	0	1	45	5	0	0	0	0	0	0	false	false	0	0
1300	0	0	4	1000003489/1000037513	1000025374	1000032239		35	1	0	387	100	true	2	3	8	0	0	15	0	0	0	0	0	0	0	0	0	0	41	32	35	2	3	12006	0	0	0	0	0	0	0	0	0	0	true	false	0	0
1301	0	1	1	9751	1000026376	1000032201		{1000032261}	5	1	0	50	false	2	1	40	4	3	14	0	0	0	0	0	0	0	0	0	0	13	20	1302	0	20	1303	0	20	1304	0	20	1305	0	20	1306	0	false	false	0	0
1302	0	0	1	9751	1000032183	1000032204	{1000020627}	{2374}	1	0	0	10	false	2	1	40	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	523	0	4	4	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1303	0	0	1	9751	1000032183	1000032204	{1000022769}	{2374}	1	0	0	10	false	2	1	42	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	511	0	4	4	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1304	0	0	1	9751	1000032183	1000032204	{1000022771}	{2374}	1	0	0	10	false	2	1	44	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	553	0	4	4	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1305	0	0	1	9751	1000032183	1000032204	{1000022770}	{2374}	1	0	0	10	false	2	1	46	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	542	0	4	4	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1306	0	0	1	9751	1000032183	1000032204	{1000022772}	{2374}	1	0	0	10	false	2	1	48	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	563	0	4	4	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1307	1	5	1	0	0	0			0	0	0	0	false	4	13	336596992	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	336596992	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1308	1	5	1	0	0	0			0	0	0	0	false	4	13	336601088	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	336601088	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1309	1	5	1	0	0	0			0	0	0	0	false	4	13	336605184	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	336605184	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1310	1	5	1	0	0	0			0	0	0	0	false	4	13	336609280	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	336609280	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1311	1	5	1	0	0	0			0	0	0	0	false	4	13	336617472	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	336617472	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1312	1	5	1	0	0	0			0	0	0	0	false	4	13	336085248	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	336085248	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1313	1	5	1	0	0	0			0	0	0	0	false	4	13	336085504	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	336085504	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1314	1	5	1	0	0	0			0	0	0	0	false	4	13	336085760	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	336085760	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1315	1	5	1	0	0	0			0	0	0	0	false	4	13	336086016	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	336086016	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1316	1	5	1	0	0	0			0	0	0	0	false	4	13	336723968	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	336723968	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1317	1	5	1	0	0	0			0	0	0	0	false	4	13	336728064	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	336728064	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1318	1	5	1	0	0	0			0	0	0	0	false	4	13	336732160	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	336732160	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1319	1	5	1	0	0	0			0	0	0	0	false	1	1	10	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	10	4	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1320	0	5	1	0	0	0			0	0	0	0	false	1	1	60	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	60	4	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1321	1	5	1	0	0	0			0	0	0	0	false	1	1	32	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	32	4	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1322	1	5	1	0	0	0			0	0	0	0	false	1	1	16	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	16	4	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1323	1	5	1	0	0	0			0	0	0	0	false	4	13	337839105	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	337839105	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1324	1	5	1	0	0	0			0	0	0	0	false	4	13	337838337	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	337838337	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1325	1	5	1	0	0	0			0	0	0	0	false	4	13	337838593	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	337838593	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1326	1	5	1	0	0	0			0	0	0	0	false	4	13	342654992	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	342654992	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1327	1	5	1	0	0	0			0	0	0	0	false	4	13	306350096	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	306350096	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1328	1	5	1	0	0	0			0	0	0	0	false	4	13	306333712	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	306333712	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1329	1	5	1	0	0	0			0	0	0	0	false	4	13	306366480	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	306366480	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1330	1	5	1	0	0	0			0	0	0	0	false	4	13	306450448	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	306450448	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1331	0	2	1	0	1000016652	0			1	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	1334	0	20	1335	0	20	1336	0	20	1337	0	20	1338	0	false	false	0	0
1332	0	2	1	0	1000016652	0			1	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	1339	0	20	1340	0	20	1341	0	0	0	0	0	0	0	false	false	0	0
1333	0	1	1	9751/10028	1000032155	1000032262	{1000020627}	{1000020627}	5	1	0	50	false	2	1	40	4	3	14	0	0	0	0	0	0	0	0	0	0	13	20	1331	0	20	1332	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1334	0	0	1	9751/10028	1000032156	1000004961	{1000022228}		1	0	0	10	false	2	1	40	4	3	14	0	0	0	0	0	0	0	0	0	0	19	9	201417	0	3	523	0	4	4	0	0	0	0	0	0	0	false	false	0	0
1335	0	0	1	9751/10028	1000000613	1000000729	100	100	1	0	0	10	false	2	1	40	4	3	14	0	0	0	0	0	0	0	0	0	0	3	16	100	4	3	523	0	4	4	0	0	0	0	0	0	0	false	false	0	0
1336	0	0	1	9751/10028	1000028375	1000000790		20	1	0	0	10	false	2	1	40	4	3	14	0	0	0	0	0	0	0	0	0	0	3	15	1200	5	3	523	0	4	4	0	0	0	0	0	0	0	false	false	0	0
1337	0	0	1	9751/10028	1000004885	1000000767			1	0	0	10	false	2	1	40	4	3	14	0	0	0	0	0	0	0	0	0	0	3	14	2	5	3	523	0	4	4	0	0	0	0	0	0	0	false	false	0	0
1338	0	0	1	9751/10028	1000032159	1000032203	{1000032162}	{1000032162}	1	0	0	10	false	2	1	40	4	3	14	0	0	0	0	0	0	0	0	0	0	3	14	1	5	3	523	0	4	4	0	0	0	0	0	0	0	false	false	0	0
1339	0	0	1	9751/10028	1000032159	1000032203	{1000032164}	{1000032164}	1	0	0	10	false	2	1	40	4	3	14	0	0	0	0	0	0	0	0	0	0	3	14	0	5	3	523	0	4	4	0	0	0	0	0	0	0	false	false	0	0
1340	0	0	1	9751/10028	1000028376	1000004963			1	0	0	10	false	2	1	40	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	523	0	4	4	0	36	1	0	0	0	0	0	0	0	false	false	0	0
1341	0	0	1	9751/10028	1000028377	1000004964			1	0	0	10	false	2	1	40	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	523	0	4	4	0	2	4	0	21	1	3	23	1	3	false	false	0	0
1342	0	2	1	0	1000016652	0			1	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	1345	0	20	1346	0	20	1347	0	20	1348	0	20	1349	0	false	false	0	0
1343	0	2	1	0	1000016652	0			1	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	1350	0	20	1351	0	20	1352	0	0	0	0	0	0	0	false	false	0	0
1344	0	1	1	9751/10029	1000032155	1000032262	{1000022769}	{1000022769}	5	1	0	50	false	2	1	42	4	3	14	0	0	0	0	0	0	0	0	0	0	13	20	1342	0	20	1343	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1345	0	0	1	9751/10029	1000032156	1000004961	{1000022219}		1	0	0	10	false	2	1	42	4	3	14	0	0	0	0	0	0	0	0	0	0	19	9	201400	0	3	511	0	4	4	0	0	0	0	0	0	0	false	false	0	0
1346	0	0	1	9751/10029	1000000613	1000000729	100	100	1	0	0	10	false	2	1	42	4	3	14	0	0	0	0	0	0	0	0	0	0	3	16	100	4	3	511	0	4	4	0	0	0	0	0	0	0	false	false	0	0
1347	0	0	1	9751/10029	1000028379	1000000790		20	1	0	0	10	false	2	1	42	4	3	14	0	0	0	0	0	0	0	0	0	0	3	15	1200	5	3	511	0	4	4	0	0	0	0	0	0	0	false	false	0	0
1348	0	0	1	9751/10029	1000004885	1000000767			1	0	0	10	false	2	1	42	4	3	14	0	0	0	0	0	0	0	0	0	0	3	14	2	5	3	511	0	4	4	0	0	0	0	0	0	0	false	false	0	0
1349	0	0	1	9751/10029	1000032159	1000032203	{1000032162}	{1000032162}	1	0	0	10	false	2	1	42	4	3	14	0	0	0	0	0	0	0	0	0	0	3	14	1	5	3	511	0	4	4	0	0	0	0	0	0	0	false	false	0	0
1350	0	0	1	9751/10029	1000032159	1000032203	{1000032164}	{1000032164}	1	0	0	10	false	2	1	42	4	3	14	0	0	0	0	0	0	0	0	0	0	3	14	0	5	3	511	0	4	4	0	0	0	0	0	0	0	false	false	0	0
1351	0	0	1	9751/10029	1000028380	1000004963			1	0	0	10	false	2	1	42	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	511	0	4	4	0	36	1	0	0	0	0	0	0	0	false	false	0	0
1352	0	0	1	9751/10029	1000028381	1000004964			1	0	0	10	false	2	1	42	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	511	0	4	4	0	2	4	0	21	1	3	23	1	3	false	false	0	0
1353	0	2	1	0	1000016652	0			1	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	1356	0	20	1357	0	20	1358	0	20	1359	0	20	1360	0	false	false	0	0
1354	0	2	1	0	1000016652	0			1	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	1361	0	20	1362	0	20	1363	0	0	0	0	0	0	0	false	false	0	0
1355	0	1	1	9751/10030	1000032155	1000032262	{1000022771}	{1000022771}	5	1	0	50	false	2	1	44	4	3	14	0	0	0	0	0	0	0	0	0	0	13	20	1353	0	20	1354	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1356	0	0	1	9751/10030	1000032156	1000004961	{1000022239}		1	0	0	10	false	2	1	44	4	3	14	0	0	0	0	0	0	0	0	0	0	19	9	201576	0	3	553	0	4	4	0	0	0	0	0	0	0	false	false	0	0
1357	0	0	1	9751/10030	1000000613	1000000729	100	100	1	0	0	10	false	2	1	44	4	3	14	0	0	0	0	0	0	0	0	0	0	3	16	100	4	3	553	0	4	4	0	0	0	0	0	0	0	false	false	0	0
1358	0	0	1	9751/10030	1000028383	1000000790		20	1	0	0	10	false	2	1	44	4	3	14	0	0	0	0	0	0	0	0	0	0	3	15	1200	5	3	553	0	4	4	0	0	0	0	0	0	0	false	false	0	0
1359	0	0	1	9751/10030	1000004885	1000000767			1	0	0	10	false	2	1	44	4	3	14	0	0	0	0	0	0	0	0	0	0	3	14	2	5	3	553	0	4	4	0	0	0	0	0	0	0	false	false	0	0
1360	0	0	1	9751/10030	1000032159	1000032203	{1000032162}	{1000032162}	1	0	0	10	false	2	1	44	4	3	14	0	0	0	0	0	0	0	0	0	0	3	14	1	5	3	553	0	4	4	0	0	0	0	0	0	0	false	false	0	0
1361	0	0	1	9751/10030	1000032159	1000032203	{1000032164}	{1000032164}	1	0	0	10	false	2	1	44	4	3	14	0	0	0	0	0	0	0	0	0	0	3	14	0	5	3	553	0	4	4	0	0	0	0	0	0	0	false	false	0	0
1362	0	0	1	9751/10030	1000028384	1000004963			1	0	0	10	false	2	1	44	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	553	0	4	4	0	36	1	0	0	0	0	0	0	0	false	false	0	0
1363	0	0	1	9751/10030	1000028385	1000004964			1	0	0	10	false	2	1	44	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	553	0	4	4	0	2	4	0	21	1	3	23	1	3	false	false	0	0
1364	0	2	1	0	1000016652	0			1	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	1367	0	20	1368	0	20	1369	0	20	1370	0	20	1371	0	false	false	0	0
1365	0	2	1	0	1000016652	0			1	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	1372	0	20	1373	0	20	1374	0	0	0	0	0	0	0	false	false	0	0
1366	0	1	1	9751/10031	1000032155	1000032262	{1000022770}	{1000022770}	5	1	0	50	false	2	1	46	4	3	14	0	0	0	0	0	0	0	0	0	0	13	20	1364	0	20	1365	0	0	0	0	0	0	0	0	0	0	false	false	0	0
1367	0	0	1	9751/10031	1000032156	1000004961	{1000022233}		1	0	0	10	false	2	1	46	4	3	14	0	0	0	0	0	0	0	0	0	0	19	9	201455	0	3	542	0	4	4	0	0	0	0	0	0	0	false	false	0	0
1368	0	0	1	9751/10031	1000000613	1000000729	100	100	1	0	0	10	false	2	1	46	4	3	14	0	0	0	0	0	0	0	0	0	0	3	16	100	4	3	542	0	4	4	0	0	0	0	0	0	0	false	false	0	0
1369	0	0	1	9751/10031	1000028387	1000000790		20	1	0	0	10	false	2	1	46	4	3	14	0	0	0	0	0	0	0	0	0	0	3	15	1200	5	3	542	0	4	4	0	0	0	0	0	0	0	false	false	0	0
1370	0	0	1	9751/10031	1000004885	1000000767			1	0	0	10	false	2	1	46	4	3	14	0	0	0	0	0	0	0	0	0	0	3	14	2	5	3	542	0	4	4	0	0	0	0	0	0	0	false	false	0	0
1371	0	0	1	9751/10031	1000032159	1000032203	{1000032162}	{1000032162}	1	0	0	10	false	2	1	46	4	3	14	0	0	0	0	0	0	0	0	0	0	3	14	1	5	3	542	0	4	4	0	0	0	0	0	0	0	false	false	0	0
1372	0	0	1	9751/10031	1000032159	1000032203	{1000032164}	{1000032164}	1	0	0	10	false	2	1	46	4	3	14	0	0	0	0	0	0	0	0	0	0	3	14	0	5	3	542	0	4	4	0	0	0	0	0	0	0	false	false	0	0
1373	0	0	1	9751/10031	1000028388	1000004963			1	0	0	10	false	2	1	46	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	542	0	4	4	0	36	1	0	0	0	0	0	0	0	false	false	0	0
1374	0	0	1	9751/10031	1000028389	1000004964			1	0	0	10	false	2	1	46	4	3	14	0	0	0	0	0	0	0	0	0	0	3	3	542	0	4	4	0	2	4	0	21	1	3	23	1	3	false	false	0	0
1375	0	2	1	0	1000016652	0			1	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	1378	0	20	1379	0	20	1380	0	20	1381	0	20	1382	0	false	false	0	0
1376	0	2	1	0	1000016652	0			1	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	1383	0	20	1384	0	20	1385	0	0	0	0	0	0	0	false	false	0	0
1377	0	1	1	9751/10032	1000032155	1000032262	{1000022772}	{1000022772}	5	1	0	50	false	2	1	48	4	3	14	0	0	0	0	0	0	0	0	0	0	13	20	1375	0	20	1376	0	0	0	0	0	0	0	0	0	0	false	false	0	0
