ROWID	_Activate|INTEGER	_QuestID|INTEGER	_PreQuestCheckType|BOOLEAN	_PreQuestCondition1|INTEGER	_PreQuestCondition2|INTEGER	_PreQuestCondition3|INTEGER	_PreQuestCondition4|INTEGER	_PreQuestCondition5|INTEGER	_PreQuestCondition6|INTEGER	_PreQuestCondition7|INTEGER	_PreQuestCondition8|INTEGER	_PreQuestCondition9|INTEGER	_PreQuestCondition10|INTEGER	_JobQuestPriority|INTEGER	_JobQuestMID|INTEGER	_GainEvent|INTEGER	_Gain1Type|INTEGER	_Gain1Param|INTEGER	_Gain1Operator|INTEGER	_Gain2Type|INTEGER	_Gain2Param|INTEGER	_Gain2Operator|INTEGER	_Gain3Type|INTEGER	_Gain3Param|INTEGER	_Gain3Operator|INTEGER	_Gain4Type|INTEGER	_Gain4Param|INTEGER	_Gain4Operator|INTEGER	_Gain5Type|INTEGER	_Gain5Param|INTEGER	_Gain5Operator|INTEGER	_AchieveEvent|INTEGER	_Achieve1Type|INTEGER	_Achieve1Param|INTEGER	_Achieve1Operator|INTEGER	_Achieve2Type|INTEGER	_Achieve2Param|INTEGER	_Achieve2Operator|INTEGER	_Achieve3Type|INTEGER	_Achieve3Param|INTEGER	_Achieve3Operator|INTEGER	_Achieve4Type|INTEGER	_Achieve4Param|INTEGER	_Achieve4Operator|INTEGER	_Achieve5Type|INTEGER	_Achieve5Param|INTEGER	_Achieve5Operator|INTEGER	_GainCheckType|BOOLEAN	_AchieveCheckType|BOOLEAN
123	0	4298	false	4297	0	0	0	0	0	0	0	0	0	0	0	2	3	811	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
124	0	4299	false	4298	0	0	0	0	0	0	0	0	0	0	0	2	3	811	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
125	0	4300	false	4299	0	0	0	0	0	0	0	0	0	0	0	2	3	811	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
126	0	4301	false	4300	0	0	0	0	0	0	0	0	0	0	0	2	3	811	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
127	0	4302	false	4301	0	0	0	0	0	0	0	0	0	0	0	2	3	811	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
128	0	4303	false	4302	0	0	0	0	0	0	0	0	0	0	0	2	3	811	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
129	0	4304	false	4303	0	0	0	0	0	0	0	0	0	0	0	2	3	811	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
130	0	4305	false	4304	0	0	0	0	0	0	0	0	0	0	0	2	3	811	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
131	0	4306	false	4305	0	0	0	0	0	0	0	0	0	0	0	2	3	811	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
132	0	4307	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
133	0	4308	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
134	0	4309	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
135	0	313	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	8	0	1	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
136	0	4311	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	1	60	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
137	0	4335	false	0	0	0	0	0	0	0	0	0	0	0	0	19	9	601020	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
138	0	4335	false	0	0	0	0	0	0	0	0	0	0	0	0	19	9	701020	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
139	0	4336	false	4335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
140	0	4339	false	0	0	0	0	0	0	0	0	0	0	0	0	19	9	601210	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
141	0	4339	false	0	0	0	0	0	0	0	0	0	0	0	0	19	9	701210	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
142	0	4340	false	4339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
143	0	4341	false	0	0	0	0	0	0	0	0	0	0	0	0	19	9	601316	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
144	0	4341	false	0	0	0	0	0	0	0	0	0	0	0	0	19	9	701316	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
145	0	4343	false	0	0	0	0	0	0	0	0	0	0	0	0	19	9	601402	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
146	0	4343	false	0	0	0	0	0	0	0	0	0	0	0	0	19	9	701402	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
147	0	4344	false	4343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
148	0	4346	false	0	0	0	0	0	0	0	0	0	0	0	0	2	1	40	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
149	1	1206	false	1241	1242	1243	1244	1245	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
150	1	1207	false	1241	1242	1243	1244	1245	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
151	1	1208	false	1241	1242	1243	1244	1245	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
152	0	1209	false	1241	1242	1243	1244	1245	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
153	0	1210	false	1241	1242	1243	1244	1245	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
154	0	1211	false	1241	1242	1243	1244	1245	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
155	1	1212	false	1241	1242	1243	1244	1245	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
156	0	4361	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	1	70	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
157	0	4362	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	8	0	1	20	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
158	0	4362	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	1	20	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
159	0	4362	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	15	0	1	20	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
160	0	4363	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	1	70	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
161	1	244	false	0	0	0	0	0	0	0	0	0	0	1	140278	1	1	15	4	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
162	1	4357	false	0	0	0	0	0	0	0	0	0	0	2	140279	1	1	45	4	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
163	0	4364	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	1	70	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
164	0	1206	false	1185	1186	1187	1188	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
165	0	1207	false	1185	1186	1187	1188	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
166	0	1208	false	1185	1186	1187	1188	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
167	0	1209	false	1185	1186	1187	1188	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
168	0	1210	false	1185	1186	1187	1188	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
169	0	1211	false	1185	1186	1187	1188	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
170	0	1212	false	1185	1186	1187	1188	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
171	0	2279	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
172	0	2280	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
173	0	2281	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
174	0	2282	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
175	0	2283	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
176	0	2284	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
177	0	2285	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
178	0	2286	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
179	0	2287	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
180	0	2288	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
181	0	4365	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	1	70	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
182	0	62	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	8	7	0	1	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
183	0	63	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	8	7	0	1	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
184	0	2296	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	1	32	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
185	0	4371	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
186	0	4372	false	4371	0	0	0	0	0	0	0	0	0	0	0	2	3	821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
187	0	4373	false	4372	0	0	0	0	0	0	0	0	0	0	0	2	3	821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
188	0	4374	false	4373	0	0	0	0	0	0	0	0	0	0	0	2	3	821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
189	0	4375	false	4374	0	0	0	0	0	0	0	0	0	0	0	2	3	821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
190	0	4376	false	4375	0	0	0	0	0	0	0	0	0	0	0	2	3	821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
191	0	4377	false	4376	0	0	0	0	0	0	0	0	0	0	0	2	3	821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
192	0	4378	false	4377	0	0	0	0	0	0	0	0	0	0	0	2	3	821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
193	0	4379	false	4378	0	0	0	0	0	0	0	0	0	0	0	2	3	821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
194	0	4380	false	4379	0	0	0	0	0	0	0	0	0	0	0	2	3	821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
195	0	4381	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
196	0	4382	false	4381	0	0	0	0	0	0	0	0	0	0	0	2	3	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
197	0	4383	false	4382	0	0	0	0	0	0	0	0	0	0	0	2	3	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
198	0	4384	false	4383	0	0	0	0	0	0	0	0	0	0	0	2	3	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
199	0	4385	false	4384	0	0	0	0	0	0	0	0	0	0	0	2	3	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
200	0	4386	false	4385	0	0	0	0	0	0	0	0	0	0	0	2	3	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
201	0	4387	false	4386	0	0	0	0	0	0	0	0	0	0	0	2	3	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
202	0	4388	false	4387	0	0	0	0	0	0	0	0	0	0	0	2	3	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
203	0	4389	false	4388	0	0	0	0	0	0	0	0	0	0	0	2	3	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
204	0	4390	false	4389	0	0	0	0	0	0	0	0	0	0	0	2	3	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
205	0	4391	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
206	0	4392	false	4391	0	0	0	0	0	0	0	0	0	0	0	2	3	841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
207	0	4393	false	4392	0	0	0	0	0	0	0	0	0	0	0	2	3	841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
208	0	4394	false	4393	0	0	0	0	0	0	0	0	0	0	0	2	3	841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
209	0	4395	false	4394	0	0	0	0	0	0	0	0	0	0	0	2	3	841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
210	0	4396	false	4395	0	0	0	0	0	0	0	0	0	0	0	2	3	841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
211	0	4397	false	4396	0	0	0	0	0	0	0	0	0	0	0	2	3	841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
212	0	4398	false	4397	0	0	0	0	0	0	0	0	0	0	0	2	3	841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
213	0	4399	false	4398	0	0	0	0	0	0	0	0	0	0	0	2	3	841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
214	0	4400	false	4399	0	0	0	0	0	0	0	0	0	0	0	2	3	841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
215	0	4401	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
216	0	4402	false	4401	0	0	0	0	0	0	0	0	0	0	0	2	3	851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
217	0	4403	false	4402	0	0	0	0	0	0	0	0	0	0	0	2	3	851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
218	0	4404	false	4403	0	0	0	0	0	0	0	0	0	0	0	2	3	851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
219	0	4405	false	4404	0	0	0	0	0	0	0	0	0	0	0	2	3	851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
220	0	4406	false	4405	0	0	0	0	0	0	0	0	0	0	0	2	3	851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
221	0	4407	false	4406	0	0	0	0	0	0	0	0	0	0	0	2	3	851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
222	0	4408	false	4407	0	0	0	0	0	0	0	0	0	0	0	2	3	851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
223	0	4409	false	4408	0	0	0	0	0	0	0	0	0	0	0	2	3	851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
224	0	4410	false	4409	0	0	0	0	0	0	0	0	0	0	0	2	3	851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
225	0	4411	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
226	0	4412	false	4411	0	0	0	0	0	0	0	0	0	0	0	2	3	861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
227	0	4413	false	4412	0	0	0	0	0	0	0	0	0	0	0	2	3	861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
228	0	4414	false	4413	0	0	0	0	0	0	0	0	0	0	0	2	3	861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
229	0	4415	false	4414	0	0	0	0	0	0	0	0	0	0	0	2	3	861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
230	0	4416	false	4415	0	0	0	0	0	0	0	0	0	0	0	2	3	861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
231	0	4417	false	4416	0	0	0	0	0	0	0	0	0	0	0	2	3	861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
232	0	4418	false	4417	0	0	0	0	0	0	0	0	0	0	0	2	3	861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
233	0	4419	false	4418	0	0	0	0	0	0	0	0	0	0	0	2	3	861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
234	0	4420	false	4419	0	0	0	0	0	0	0	0	0	0	0	2	3	861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
235	1	243	false	0	0	0	0	0	0	0	0	0	0	1	140278	2	1	15	4	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
236	1	238	false	0	0	0	0	0	0	0	0	0	0	1	140278	2	1	15	4	8	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
237	1	239	false	0	0	0	0	0	0	0	0	0	0	1	140278	2	1	15	4	8	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
238	1	240	false	0	0	0	0	0	0	0	0	0	0	1	140278	2	1	15	4	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
239	1	241	false	0	0	0	0	0	0	0	0	0	0	1	140278	2	1	15	4	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
240	1	242	false	0	0	0	0	0	0	0	0	0	0	1	140278	2	1	15	4	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
241	1	755	false	0	0	0	0	0	0	0	0	0	0	2	140279	2	1	45	4	8	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
242	1	764	false	0	0	0	0	0	0	0	0	0	0	2	140279	2	1	45	4	8	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
243	1	759	false	0	0	0	0	0	0	0	0	0	0	2	140279	2	1	45	4	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
244	1	751	false	0	0	0	0	0	0	0	0	0	0	2	140279	2	1	45	4	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
245	1	747	false	0	0	0	0	0	0	0	0	0	0	2	140279	2	1	45	4	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
246	1	4069	false	0	0	0	0	0	0	0	0	0	0	2	140279	2	1	45	4	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
247	1	244	false	0	0	0	0	0	0	0	0	0	0	1	140278	2	1	15	4	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
248	1	4357	false	0	0	0	0	0	0	0	0	0	0	2	140279	2	1	45	4	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
249	0	2308	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	1	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
250	0	2308	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	5	0	1	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
251	0	2308	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	8	0	1	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
