ROWID	_ItemID|INTEGER	_CompoundTableIndex1|INTEGER	_CompoundTableIndex2|INTEGER	_CompoundTableIndex3|INTEGER	_CompoundTableIndex4|INTEGER	_CompoundTableIndex5|INTEGER	_CompoundTableIndex6|INTEGER	_CompoundTableIndex7|INTEGER	_CompoundTableIndex8|INTEGER	_CompoundTableIndex9|INTEGER	_CompoundTableIndex10|INTEGER
268441928	268441928	268441832	268441833	0	0	0	0	0	0	0	0
268441929	268441929	268441834	268441835	0	0	0	0	0	0	0	0
268483110	268483110	268481949	268481950	0	0	0	0	0	0	0	0
268476840	268476840	268476809	268476810	0	0	0	0	0	0	0	0
268483111	268483111	268481951	268481952	0	0	0	0	0	0	0	0
342164518	342164518	444732160	444732161	0	0	0	0	0	0	0	0
342131750	342131750	440537856	440537857	0	0	0	0	0	0	0	0
342197286	342197286	448926464	448926465	0	0	0	0	0	0	0	0
268481357	268481357	268481305	268481306	0	0	0	0	0	0	0	0
268483112	268483112	268481953	268481954	0	0	0	0	0	0	0	0
268448257	268448257	268448048	268448049	0	0	0	0	0	0	0	0
268448258	268448258	268448050	268448051	0	0	0	0	0	0	0	0
268448259	268448259	268448052	268448053	0	0	0	0	0	0	0	0
268483113	268483113	268481955	268481956	0	0	0	0	0	0	0	0
342166152	342166152	444941312	444941313	0	0	0	0	0	0	0	0
342134408	342134408	440878080	440878081	0	0	0	0	0	0	0	0
342197896	342197896	449004544	449004545	0	0	0	0	0	0	0	0
268483114	268483114	268481957	268481958	0	0	0	0	0	0	0	0
342168210	342168210	445204736	445204737	0	0	0	0	0	0	0	0
342136466	342136466	441141504	441141505	0	0	0	0	0	0	0	0
342199954	342199954	449267968	449267969	0	0	0	0	0	0	0	0
268483115	268483115	268481959	268481960	0	0	0	0	0	0	0	0
342166148	342166148	444940800	444940801	0	0	0	0	0	0	0	0
342134404	342134404	440877568	440877569	0	0	0	0	0	0	0	0
342197892	342197892	449004032	449004033	0	0	0	0	0	0	0	0
268483116	268483116	268481961	268481962	0	0	0	0	0	0	0	0
342164622	342164622	444745472	444745473	0	0	0	0	0	0	0	0
342132878	342132878	440682240	440682241	0	0	0	0	0	0	0	0
342197390	342197390	448939776	448939777	0	0	0	0	0	0	0	0
342167181	342167181	445073024	445073025	0	0	0	0	0	0	0	0
342135437	342135437	441009792	441009793	0	0	0	0	0	0	0	0
342198925	342198925	449136256	449136257	0	0	0	0	0	0	0	0
268483117	268483117	268481963	268481964	0	0	0	0	0	0	0	0
268484575	268484575	268484546	268484547	0	0	0	0	0	0	0	0
342166922	342166922	445039872	445039873	0	0	0	0	0	0	0	0
342135178	342135178	440976640	440976641	0	0	0	0	0	0	0	0
342198666	342198666	449103104	449103105	0	0	0	0	0	0	0	0
268483118	268483118	268481965	268481966	0	0	0	0	0	0	0	0
268465730	268465730	268465697	0	0	0	0	0	0	0	0	0
268465731	268465731	268465699	0	0	0	0	0	0	0	0	0
268483119	268483119	268481967	268481968	0	0	0	0	0	0	0	0
268441245	268441245	268441035	268441036	0	0	0	0	0	0	0	0
268441246	268441246	268441037	268441038	0	0	0	0	0	0	0	0
268441247	268441247	268441039	268441040	0	0	0	0	0	0	0	0
268436660	268436660	268436534	268436535	0	0	0	0	0	0	0	0
268436661	268436661	268436536	268436537	0	0	0	0	0	0	0	0
268436662	268436662	268436538	268436539	0	0	0	0	0	0	0	0
268483120	268483120	268481969	268481970	0	0	0	0	0	0	0	0
342165862	342165862	444904192	444904193	0	0	0	0	0	0	0	0
342134118	342134118	440840960	440840961	0	0	0	0	0	0	0	0
342197606	342197606	448967424	448967425	0	0	0	0	0	0	0	0
268483121	268483121	268481971	268481972	0	0	0	0	0	0	0	0
268454842	268454842	268454620	268454621	0	0	0	0	0	0	0	0
268454843	268454843	268454622	268454623	0	0	0	0	0	0	0	0
268454844	268454844	268454624	268454625	0	0	0	0	0	0	0	0
268476385	268476385	268476359	268476360	0	0	0	0	0	0	0	0
268483122	268483122	268481973	268481974	0	0	0	0	0	0	0	0
342170107	342170107	445447552	445447553	0	0	0	0	0	0	0	0
342138363	342138363	441384320	441384321	0	0	0	0	0	0	0	0
342200827	342200827	449379712	449379713	0	0	0	0	0	0	0	0
268483123	268483123	268481975	268481976	0	0	0	0	0	0	0	0
342164517	342164517	444732032	444732033	0	0	0	0	0	0	0	0
342131749	342131749	440537728	440537729	0	0	0	0	0	0	0	0
342197285	342197285	448926336	448926337	0	0	0	0	0	0	0	0
268477807	268477807	268477766	268477767	0	0	0	0	0	0	0	0
268483124	268483124	268481977	268481978	0	0	0	0	0	0	0	0
268481358	268481358	268481307	268481308	0	0	0	0	0	0	0	0
268483125	268483125	268481979	268481980	0	0	0	0	0	0	0	0
268489076	268489076	268489018	0	0	0	0	0	0	0	0	0
268488388	268488388	268488378	268488379	0	0	0	0	0	0	0	0
342165184	342165184	444817408	444817409	0	0	0	0	0	0	0	0
342133440	342133440	440754176	440754177	0	0	0	0	0	0	0	0
342197952	342197952	449011712	449011713	0	0	0	0	0	0	0	0
268483126	268483126	268481981	268481982	0	0	0	0	0	0	0	0
268483127	268483127	268481983	268481984	0	0	0	0	0	0	0	0
268483128	268483128	268481985	268481986	0	0	0	0	0	0	0	0
342164609	342164609	444743808	444743809	0	0	0	0	0	0	0	0
342131841	342131841	440549504	440549505	0	0	0	0	0	0	0	0
342197377	342197377	448938112	448938113	0	0	0	0	0	0	0	0
342167179	342167179	445072768	445072769	0	0	0	0	0	0	0	0
342135435	342135435	441009536	441009537	0	0	0	0	0	0	0	0
342198923	342198923	449136000	449136001	0	0	0	0	0	0	0	0
268483129	268483129	268481987	268481988	0	0	0	0	0	0	0	0
342166895	342166895	445036416	445036417	0	0	0	0	0	0	0	0
342135151	342135151	440973184	440973185	0	0	0	0	0	0	0	0
342198639	342198639	449099648	449099649	0	0	0	0	0	0	0	0
268483130	268483130	268481989	268481990	0	0	0	0	0	0	0	0
268449730	268449730	268449700	268449701	0	0	0	0	0	0	0	0
268449731	268449731	268449702	268449703	0	0	0	0	0	0	0	0
268449732	268449732	268449704	268449705	0	0	0	0	0	0	0	0
268483131	268483131	268481991	268481992	0	0	0	0	0	0	0	0
268477808	268477808	268477768	268477769	0	0	0	0	0	0	0	0
268483132	268483132	268481993	268481994	0	0	0	0	0	0	0	0
268462838	268462838	268462383	268462384	0	0	0	0	0	0	0	0
268462839	268462839	268462385	268462386	0	0	0	0	0	0	0	0
268462840	268462840	268462387	268462388	0	0	0	0	0	0	0	0
268469406	268469406	268469376	268469377	0	0	0	0	0	0	0	0
268483133	268483133	268481995	268481996	0	0	0	0	0	0	0	0
268477809	268477809	268477770	268477771	0	0	0	0	0	0	0	0
268483134	268483134	268481997	268481998	0	0	0	0	0	0	0	0
268441930	268441930	268441836	268441837	0	0	0	0	0	0	0	0
268441931	268441931	268441838	268441839	0	0	0	0	0	0	0	0
268441932	268441932	268441840	268441841	0	0	0	0	0	0	0	0
268483135	268483135	268481999	268482000	0	0	0	0	0	0	0	0
268436663	268436663	268436540	268436541	0	0	0	0	0	0	0	0
268436664	268436664	268436542	268436543	0	0	0	0	0	0	0	0
268436665	268436665	268436544	268436545	0	0	0	0	0	0	0	0
268483136	268483136	268482001	268482002	0	0	0	0	0	0	0	0
268454845	268454845	268454626	268454627	0	0	0	0	0	0	0	0
268454846	268454846	268454628	268454629	0	0	0	0	0	0	0	0
268454847	268454847	268454630	268454631	0	0	0	0	0	0	0	0
268483137	268483137	268482003	268482004	0	0	0	0	0	0	0	0
268454848	268454848	268454632	268454633	0	0	0	0	0	0	0	0
268454849	268454849	268454634	268454635	0	0	0	0	0	0	0	0
268454850	268454850	268454636	268454637	0	0	0	0	0	0	0	0
268483138	268483138	268482005	268482006	0	0	0	0	0	0	0	0
342168018	342168018	445180160	445180161	0	0	0	0	0	0	0	0
342136274	342136274	441116928	441116929	0	0	0	0	0	0	0	0
342199762	342199762	449243392	449243393	0	0	0	0	0	0	0	0
268483139	268483139	268482007	268482008	0	0	0	0	0	0	0	0
268476386	268476386	268476361	268476362	0	0	0	0	0	0	0	0
268483140	268483140	268482009	268482010	0	0	0	0	0	0	0	0
268448260	268448260	268448055	0	0	0	0	0	0	0	0	0
268448261	268448261	268448057	0	0	0	0	0	0	0	0	0
268448262	268448262	268448059	0	0	0	0	0	0	0	0	0
268469984	268469984	268469954	268469955	0	0	0	0	0	0	0	0
268483141	268483141	268482011	268482012	0	0	0	0	0	0	0	0
268483142	268483142	268482013	268482014	0	0	0	0	0	0	0	0
268483143	268483143	268482015	268482016	0	0	0	0	0	0	0	0
268481359	268481359	268481309	268481310	0	0	0	0	0	0	0	0
268483144	268483144	268482017	268482018	0	0	0	0	0	0	0	0
342170200	342170200	445459456	445459457	0	0	0	0	0	0	0	0
342138456	342138456	441396224	441396225	0	0	0	0	0	0	0	0
342200920	342200920	449391616	449391617	0	0	0	0	0	0	0	0
268483145	268483145	268482019	268482020	0	0	0	0	0	0	0	0
342167116	342167116	445064704	445064705	0	0	0	0	0	0	0	0
342135372	342135372	441001472	441001473	0	0	0	0	0	0	0	0
342198860	342198860	449127936	449127937	0	0	0	0	0	0	0	0
268483146	268483146	268482021	268482022	0	0	0	0	0	0	0	0
268465732	268465732	268464018	268465700	0	0	0	0	0	0	0	0
268465733	268465733	268464019	268465701	0	0	0	0	0	0	0	0
268483147	268483147	268482023	268482024	0	0	0	0	0	0	0	0
268448263	268448263	268448060	268448061	0	0	0	0	0	0	0	0
268448264	268448264	268448062	268448063	0	0	0	0	0	0	0	0
268448265	268448265	268448064	268448065	0	0	0	0	0	0	0	0
268483148	268483148	268482025	268482026	0	0	0	0	0	0	0	0
268448266	268448266	268448066	268448067	0	0	0	0	0	0	0	0
268448267	268448267	268448068	268448069	0	0	0	0	0	0	0	0
268448268	268448268	268448070	268448071	0	0	0	0	0	0	0	0
268483149	268483149	268482027	268482028	0	0	0	0	0	0	0	0
268476108	268476108	268490606	268490607	0	0	0	0	0	0	0	0
268483150	268483150	268482029	268482030	0	0	0	0	0	0	0	0
268489077	268489077	268489019	0	0	0	0	0	0	0	0	0
342165957	342165957	444916352	444916353	0	0	0	0	0	0	0	0
342134213	342134213	440853120	440853121	0	0	0	0	0	0	0	0
342197701	342197701	448979585	0	0	0	0	0	0	0	0	0
268483151	268483151	268482031	268482032	0	0	0	0	0	0	0	0
342165185	342165185	444817536	444817537	0	0	0	0	0	0	0	0
342133441	342133441	440754304	440754305	0	0	0	0	0	0	0	0
342197953	342197953	449011840	449011841	0	0	0	0	0	0	0	0
268483152	268483152	268482033	268482034	0	0	0	0	0	0	0	0
342168272	342168272	445212673	0	0	0	0	0	0	0	0	0
342136528	342136528	441149441	0	0	0	0	0	0	0	0	0
342200016	342200016	449275905	0	0	0	0	0	0	0	0	0
268483153	268483153	268482036	0	0	0	0	0	0	0	0	0
342167244	342167244	445081089	0	0	0	0	0	0	0	0	0
342135500	342135500	441017857	0	0	0	0	0	0	0	0	0
342198988	342198988	449144321	0	0	0	0	0	0	0	0	0
268483154	268483154	268482038	0	0	0	0	0	0	0	0	0
342168273	342168273	445212801	0	0	0	0	0	0	0	0	0
342136529	342136529	441149569	0	0	0	0	0	0	0	0	0
342200017	342200017	449276033	0	0	0	0	0	0	0	0	0
268483155	268483155	268482040	0	0	0	0	0	0	0	0	0
342166215	342166215	444949377	0	0	0	0	0	0	0	0	0
342134471	342134471	440886145	0	0	0	0	0	0	0	0	0
342197959	342197959	449012609	0	0	0	0	0	0	0	0	0
268483156	268483156	268482041	268482042	0	0	0	0	0	0	0	0
268462841	268462841	268462389	268462390	0	0	0	0	0	0	0	0
268462842	268462842	268462391	268462392	0	0	0	0	0	0	0	0
268462843	268462843	268462393	268462394	0	0	0	0	0	0	0	0
342164548	342164548	444736001	0	0	0	0	0	0	0	0	0
342131780	342131780	440541697	0	0	0	0	0	0	0	0	0
342197316	342197316	448930305	0	0	0	0	0	0	0	0	0
268489078	268489078	268489020	0	0	0	0	0	0	0	0	0
342165221	342165221	444822144	444822145	0	0	0	0	0	0	0	0
342133477	342133477	440758912	440758913	0	0	0	0	0	0	0	0
342197989	342197989	449016448	449016449	0	0	0	0	0	0	0	0
268483157	268483157	268482043	268482044	0	0	0	0	0	0	0	0
268462844	268462844	268462395	268462396	0	0	0	0	0	0	0	0
268462845	268462845	268462397	268462398	0	0	0	0	0	0	0	0
268462846	268462846	268462400	0	0	0	0	0	0	0	0	0
268483158	268483158	268482045	268482046	0	0	0	0	0	0	0	0
268483159	268483159	268482047	268482048	0	0	0	0	0	0	0	0
268483160	268483160	268482049	268482050	0	0	0	0	0	0	0	0
268484576	268484576	268484548	268484549	0	0	0	0	0	0	0	0
268454851	268454851	268454638	268454639	0	0	0	0	0	0	0	0
268454852	268454852	268454640	268454641	0	0	0	0	0	0	0	0
268454853	268454853	268454642	268454643	0	0	0	0	0	0	0	0
268483161	268483161	268482051	268482052	0	0	0	0	0	0	0	0
342170168	342170168	445455360	445455361	0	0	0	0	0	0	0	0
342138424	342138424	441392128	441392129	0	0	0	0	0	0	0	0
342200888	342200888	449387520	449387521	0	0	0	0	0	0	0	0
268483162	268483162	268482053	268482054	0	0	0	0	0	0	0	0
268462847	268462847	268462402	0	0	0	0	0	0	0	0	0
268462848	268462848	268462404	0	0	0	0	0	0	0	0	0
268462849	268462849	268462406	0	0	0	0	0	0	0	0	0
342166927	342166927	445040512	445040513	0	0	0	0	0	0	0	0
342135183	342135183	440977280	440977281	0	0	0	0	0	0	0	0
342198671	342198671	449103744	449103745	0	0	0	0	0	0	0	0
268483163	268483163	268482055	268482056	0	0	0	0	0	0	0	0
268483164	268483164	268482057	0	0	0	0	0	0	0	0	0
268483165	268483165	268482058	0	0	0	0	0	0	0	0	0
342165057	342165057	444801152	444801153	0	0	0	0	0	0	0	0
342133313	342133313	440737920	440737921	0	0	0	0	0	0	0	0
342197825	342197825	448995456	448995457	0	0	0	0	0	0	0	0
268483166	268483166	268482059	268482060	0	0	0	0	0	0	0	0
268481360	268481360	268481311	268481312	0	0	0	0	0	0	0	0
268483167	268483167	268482061	268482062	0	0	0	0	0	0	0	0
268483168	268483168	268482063	0	0	0	0	0	0	0	0	0
268483169	268483169	268482064	0	0	0	0	0	0	0	0	0
268465734	268465734	268465702	268465703	0	0	0	0	0	0	0	0
268465735	268465735	268465704	268465705	0	0	0	0	0	0	0	0
268483170	268483170	268482065	268482066	0	0	0	0	0	0	0	0
268483171	268483171	268482067	268482068	0	0	0	0	0	0	0	0
268483172	268483172	268482069	268482070	0	0	0	0	0	0	0	0
268441933	268441933	268441842	268441843	0	0	0	0	0	0	0	0
268441934	268441934	268441844	268441845	0	0	0	0	0	0	0	0
268441935	268441935	268441846	268441847	0	0	0	0	0	0	0	0
268483173	268483173	268482071	268482072	0	0	0	0	0	0	0	0
268448269	268448269	268448072	268448073	0	0	0	0	0	0	0	0
268448270	268448270	268448074	268448075	0	0	0	0	0	0	0	0
268448271	268448271	268448076	268448077	0	0	0	0	0	0	0	0
268483174	268483174	268482073	268482074	0	0	0	0	0	0	0	0
268476841	268476841	268476811	268476812	0	0	0	0	0	0	0	0
268483175	268483175	268482075	268482076	0	0	0	0	0	0	0	0
268489079	268489079	268489021	0	0	0	0	0	0	0	0	0
268441936	268441936	268441848	268441849	0	0	0	0	0	0	0	0
268441937	268441937	268441850	268441851	0	0	0	0	0	0	0	0
268483176	268483176	268482077	268482078	0	0	0	0	0	0	0	0
268441257	268441257	268441059	268441060	0	0	0	0	0	0	0	0
268441258	268441258	268441061	268441062	0	0	0	0	0	0	0	0
268441259	268441259	268441063	268441064	0	0	0	0	0	0	0	0
268463164	268463164	268463048	268463049	0	0	0	0	0	0	0	0
268463165	268463165	268463050	268463051	0	0	0	0	0	0	0	0
268463166	268463166	268463053	0	0	0	0	0	0	0	0	0
268483177	268483177	268482079	268482080	0	0	0	0	0	0	0	0
268448272	268448272	268448078	268448079	0	0	0	0	0	0	0	0
268448273	268448273	268448080	268448081	0	0	0	0	0	0	0	0
268448274	268448274	268448082	268448083	0	0	0	0	0	0	0	0
268442510	268442510	268442387	268442388	0	0	0	0	0	0	0	0
268442511	268442511	268442389	268442390	0	0	0	0	0	0	0	0
268442512	268442512	268442391	268442392	0	0	0	0	0	0	0	0
268483178	268483178	268482081	268482082	0	0	0	0	0	0	0	0
268489080	268489080	268489022	0	0	0	0	0	0	0	0	0
268470114	268470114	268470104	268470105	0	0	0	0	0	0	0	0
268483179	268483179	268482083	268482084	0	0	0	0	0	0	0	0
268462853	268462853	268462413	268462414	0	0	0	0	0	0	0	0
268462854	268462854	268462415	268462416	0	0	0	0	0	0	0	0
268462855	268462855	268462418	0	0	0	0	0	0	0	0	0
268483180	268483180	268482085	268482086	0	0	0	0	0	0	0	0
342166578	342166578	444995840	444995841	0	0	0	0	0	0	0	0
342134834	342134834	440932608	440932609	0	0	0	0	0	0	0	0
342198322	342198322	449059072	449059073	0	0	0	0	0	0	0	0
268449431	268449431	268449329	268449330	0	0	0	0	0	0	0	0
268449432	268449432	268449331	268449332	0	0	0	0	0	0	0	0
268449433	268449433	268449333	268449334	0	0	0	0	0	0	0	0
268483181	268483181	268482087	268482088	0	0	0	0	0	0	0	0
268449434	268449434	268449335	268449336	0	0	0	0	0	0	0	0
268449435	268449435	268449337	268449338	0	0	0	0	0	0	0	0
268449436	268449436	268449339	268449340	0	0	0	0	0	0	0	0
268483182	268483182	268482089	268482090	0	0	0	0	0	0	0	0
268449733	268449733	268449706	268449707	0	0	0	0	0	0	0	0
268449734	268449734	268449708	268449709	0	0	0	0	0	0	0	0
268449735	268449735	268449710	268449711	0	0	0	0	0	0	0	0
268483183	268483183	268482091	268482092	0	0	0	0	0	0	0	0
268436666	268436666	268436547	0	0	0	0	0	0	0	0	0
268436667	268436667	268436549	0	0	0	0	0	0	0	0	0
268436668	268436668	268436551	0	0	0	0	0	0	0	0	0
268483184	268483184	268482093	268482094	0	0	0	0	0	0	0	0
268436669	268436669	268436552	268436553	0	0	0	0	0	0	0	0
268436670	268436670	268436554	268436555	0	0	0	0	0	0	0	0
268436671	268436671	268436556	268436557	0	0	0	0	0	0	0	0
268483185	268483185	268482095	268482096	0	0	0	0	0	0	0	0
268483186	268483186	268482097	0	0	0	0	0	0	0	0	0
268483187	268483187	268482098	0	0	0	0	0	0	0	0	0
268436672	268436672	268436558	268436559	0	0	0	0	0	0	0	0
268436673	268436673	268436560	268436561	0	0	0	0	0	0	0	0
268436674	268436674	268436562	268436563	0	0	0	0	0	0	0	0
268483188	268483188	268482099	268482100	0	0	0	0	0	0	0	0
341902400	341902400	411173120	0	0	0	0	0	0	0	0	0
268444808	268444808	268444702	0	0	0	0	0	0	0	0	0
268451869	268451869	268451833	0	0	0	0	0	0	0	0	0
268463167	268463167	268463054	0	0	0	0	0	0	0	0	0
268467776	268467776	268467754	0	0	0	0	0	0	0	0	0
341903424	341903424	411304192	0	0	0	0	0	0	0	0	0
341904448	341904448	411435264	0	0	0	0	0	0	0	0	0
341905472	341905472	411566336	0	0	0	0	0	0	0	0	0
341906496	341906496	411697408	0	0	0	0	0	0	0	0	0
341907520	341907520	411828480	0	0	0	0	0	0	0	0	0
268440799	268440799	268437310	0	0	0	0	0	0	0	0	0
268440800	268440800	268439584	0	0	0	0	0	0	0	0	0
268444809	268444809	268444703	0	0	0	0	0	0	0	0	0
341869632	341869632	406978816	0	0	0	0	0	0	0	0	0
268444810	268444810	268444704	0	0	0	0	0	0	0	0	0
268444811	268444811	268444705	0	0	0	0	0	0	0	0	0
341870656	341870656	407109888	0	0	0	0	0	0	0	0	0
341871680	341871680	407240960	0	0	0	0	0	0	0	0	0
341872704	341872704	407372032	0	0	0	0	0	0	0	0	0
341873728	341873728	407503104	0	0	0	0	0	0	0	0	0
341874752	341874752	407634176	0	0	0	0	0	0	0	0	0
341875776	341875776	407765248	0	0	0	0	0	0	0	0	0
268440801	268440801	268437311	0	0	0	0	0	0	0	0	0
268440802	268440802	268439585	0	0	0	0	0	0	0	0	0
341935168	341935168	415367424	0	0	0	0	0	0	0	0	0
341936192	341936192	415498496	0	0	0	0	0	0	0	0	0
341937216	341937216	415629568	0	0	0	0	0	0	0	0	0
341938240	341938240	415760640	0	0	0	0	0	0	0	0	0
268440803	268440803	268437312	0	0	0	0	0	0	0	0	0
268444812	268444812	268444706	0	0	0	0	0	0	0	0	0
268451870	268451870	268450158	0	0	0	0	0	0	0	0	0
268463168	268463168	268463055	0	0	0	0	0	0	0	0	0
268466754	268466754	268466728	0	0	0	0	0	0	0	0	0
268442978	268442978	268442934	0	0	0	0	0	0	0	0	0
268444813	268444813	268444707	0	0	0	0	0	0	0	0	0
268451871	268451871	268451834	0	0	0	0	0	0	0	0	0
268463169	268463169	268463056	0	0	0	0	0	0	0	0	0
268466877	268466877	268466860	0	0	0	0	0	0	0	0	0
341902560	341902560	411173760	0	0	0	0	0	0	0	0	0
268444814	268444814	268444708	0	0	0	0	0	0	0	0	0
268451872	268451872	268451835	0	0	0	0	0	0	0	0	0
268463170	268463170	268463057	0	0	0	0	0	0	0	0	0
268467777	268467777	268467755	0	0	0	0	0	0	0	0	0
341903584	341903584	411304832	0	0	0	0	0	0	0	0	0
341904608	341904608	411435904	0	0	0	0	0	0	0	0	0
341905632	341905632	411566976	0	0	0	0	0	0	0	0	0
341906656	341906656	411698048	0	0	0	0	0	0	0	0	0
341907680	341907680	411829120	0	0	0	0	0	0	0	0	0
268440804	268440804	268437313	0	0	0	0	0	0	0	0	0
268440805	268440805	268439586	0	0	0	0	0	0	0	0	0
268444815	268444815	268444709	0	0	0	0	0	0	0	0	0
341869792	341869792	406979456	0	0	0	0	0	0	0	0	0
268444816	268444816	268444710	0	0	0	0	0	0	0	0	0
268444817	268444817	268444711	0	0	0	0	0	0	0	0	0
341870816	341870816	407110528	0	0	0	0	0	0	0	0	0
341871840	341871840	407241600	0	0	0	0	0	0	0	0	0
341872864	341872864	407372672	0	0	0	0	0	0	0	0	0
341873888	341873888	407503744	0	0	0	0	0	0	0	0	0
341874912	341874912	407634816	0	0	0	0	0	0	0	0	0
341875936	341875936	407765888	0	0	0	0	0	0	0	0	0
268440806	268440806	268437314	0	0	0	0	0	0	0	0	0
268440807	268440807	268439587	0	0	0	0	0	0	0	0	0
341935328	341935328	415368064	0	0	0	0	0	0	0	0	0
341936352	341936352	415499136	0	0	0	0	0	0	0	0	0
341937376	341937376	415630208	0	0	0	0	0	0	0	0	0
341938400	341938400	415761280	0	0	0	0	0	0	0	0	0
268440808	268440808	268437315	0	0	0	0	0	0	0	0	0
268444818	268444818	268444712	0	0	0	0	0	0	0	0	0
268451873	268451873	268450159	0	0	0	0	0	0	0	0	0
268463171	268463171	268463058	0	0	0	0	0	0	0	0	0
268466755	268466755	268466729	0	0	0	0	0	0	0	0	0
268466167	268466167	268466155	0	0	0	0	0	0	0	0	0
268466168	268466168	268466156	0	0	0	0	0	0	0	0	0
268466169	268466169	268466157	0	0	0	0	0	0	0	0	0
268466170	268466170	268466158	0	0	0	0	0	0	0	0	0
268466878	268466878	268466861	0	0	0	0	0	0	0	0	0
342166083	342166083	444932480	444932481	0	0	0	0	0	0	0	0
342134339	342134339	440869248	440869249	0	0	0	0	0	0	0	0
342197827	342197827	448995712	448995713	0	0	0	0	0	0	0	0
268483189	268483189	268482101	268482102	0	0	0	0	0	0	0	0
268483190	268483190	268482103	268482104	0	0	0	0	0	0	0	0
268483191	268483191	268482105	268482106	0	0	0	0	0	0	0	0
342166211	342166211	444948864	444948865	0	0	0	0	0	0	0	0
342134467	342134467	440885632	440885633	0	0	0	0	0	0	0	0
342197955	342197955	449012096	449012097	0	0	0	0	0	0	0	0
268483192	268483192	268482107	268482108	0	0	0	0	0	0	0	0
342167265	342167265	445083776	0	0	0	0	0	0	0	0	0
342135521	342135521	441020544	0	0	0	0	0	0	0	0	0
342199009	342199009	449147008	0	0	0	0	0	0	0	0	0
268483193	268483193	268482109	268482110	0	0	0	0	0	0	0	0
268484577	268484577	268484550	268484551	0	0	0	0	0	0	0	0
268476842	268476842	268476813	268476814	0	0	0	0	0	0	0	0
268483194	268483194	268482111	268482112	0	0	0	0	0	0	0	0
342169049	342169049	445312129	0	0	0	0	0	0	0	0	0
342137305	342137305	441248897	0	0	0	0	0	0	0	0	0
342200793	342200793	449375361	0	0	0	0	0	0	0	0	0
268483195	268483195	268482113	0	0	0	0	0	0	0	0	0
342164555	342164555	444736896	444736897	0	0	0	0	0	0	0	0
342131787	342131787	440542592	440542593	0	0	0	0	0	0	0	0
342197323	342197323	448931200	448931201	0	0	0	0	0	0	0	0
268463172	268463172	268463059	268463060	0	0	0	0	0	0	0	0
268463173	268463173	268463061	268463062	0	0	0	0	0	0	0	0
268463174	268463174	268463064	0	0	0	0	0	0	0	0	0
268483196	268483196	268482114	268482115	0	0	0	0	0	0	0	0
268489081	268489081	268489023	0	0	0	0	0	0	0	0	0
342164551	342164551	444736384	444736385	0	0	0	0	0	0	0	0
342131783	342131783	440542080	440542081	0	0	0	0	0	0	0	0
342197319	342197319	448930688	448930689	0	0	0	0	0	0	0	0
268475516	268475516	268490608	268490609	0	0	0	0	0	0	0	0
268483197	268483197	268482116	268482117	0	0	0	0	0	0	0	0
342164649	342164649	444748928	444748929	0	0	0	0	0	0	0	0
342131881	342131881	440554624	440554625	0	0	0	0	0	0	0	0
342197417	342197417	448943232	448943233	0	0	0	0	0	0	0	0
342164645	342164645	444748416	444748417	0	0	0	0	0	0	0	0
342131877	342131877	440554112	440554113	0	0	0	0	0	0	0	0
342197413	342197413	448942720	448942721	0	0	0	0	0	0	0	0
342170011	342170011	445435264	445435265	0	0	0	0	0	0	0	0
342138267	342138267	441372032	441372033	0	0	0	0	0	0	0	0
342200731	342200731	449367424	449367425	0	0	0	0	0	0	0	0
268483198	268483198	268482118	268482119	0	0	0	0	0	0	0	0
342167281	342167281	445085824	445085825	0	0	0	0	0	0	0	0
342135537	342135537	441022592	441022593	0	0	0	0	0	0	0	0
342199025	342199025	449149056	449149057	0	0	0	0	0	0	0	0
268483199	268483199	268482120	268482121	0	0	0	0	0	0	0	0
342166258	342166258	444954881	0	0	0	0	0	0	0	0	0
342134514	342134514	440891649	0	0	0	0	0	0	0	0	0
342198002	342198002	449018113	0	0	0	0	0	0	0	0	0
268483200	268483200	268482122	268482123	0	0	0	0	0	0	0	0
342166256	342166256	444954625	0	0	0	0	0	0	0	0	0
342134512	342134512	440891393	0	0	0	0	0	0	0	0	0
342198000	342198000	449017857	0	0	0	0	0	0	0	0	0
268483201	268483201	268482124	268482125	0	0	0	0	0	0	0	0
268483202	268483202	268482126	0	0	0	0	0	0	0	0	0
268483203	268483203	268482127	0	0	0	0	0	0	0	0	0
342165231	342165231	444823424	444823425	0	0	0	0	0	0	0	0
342133487	342133487	440760192	440760193	0	0	0	0	0	0	0	0
342197999	342197999	449017728	449017729	0	0	0	0	0	0	0	0
268483204	268483204	268482128	268482129	0	0	0	0	0	0	0	0
268489082	268489082	268489024	0	0	0	0	0	0	0	0	0
268483205	268483205	268482130	0	0	0	0	0	0	0	0	0
268483206	268483206	268482131	0	0	0	0	0	0	0	0	0
268477810	268477810	268477772	268477773	0	0	0	0	0	0	0	0
268483207	268483207	268482132	268482133	0	0	0	0	0	0	0	0
268465736	268465736	268465706	268465707	0	0	0	0	0	0	0	0
268465737	268465737	268465708	268465709	0	0	0	0	0	0	0	0
268483208	268483208	268482134	268482135	0	0	0	0	0	0	0	0
268448275	268448275	268448084	268448085	0	0	0	0	0	0	0	0
268448276	268448276	268448086	268448087	0	0	0	0	0	0	0	0
268448277	268448277	268448088	268448089	0	0	0	0	0	0	0	0
268483209	268483209	268482136	268482137	0	0	0	0	0	0	0	0
268464139	268464139	268464030	268464095	0	0	0	0	0	0	0	0
