ROWID	_State1|INTEGER	_State1Value|TEXT	_State2|INTEGER	_State2Value|TEXT	_State3|INTEGER	_State3Value|TEXT	_State4|INTEGER	_State4Value|TEXT	_State5|INTEGER	_State5Value|TEXT	_State6|INTEGER	_State6Value|TEXT	_State7|INTEGER	_State7Value|TEXT	_State8|INTEGER	_State8Value|TEXT	_State9|INTEGER	_State9Value|TEXT	_State10|INTEGER	_State10Value|TEXT
4809728	4	644.606135561388	5	1197.12568032829	6	441.367206850493	7	819.681955579487	0		0		0		0		0		0	
4810240	4	900.715563489981	5	1672.75747505282	6	616.727472006015	7	1145.35101943974	0		0		0		0		0		0	
4810752	4	1829.38397211048	5	3397.4273767766	6	1252.5944906253	7	2326.24691116128	0		0		0		0		0		0	
847251948	4	4352.00818628388	5	8082.30091738434	6	2979.85636717178	7	5534.01896760473	0		0		0		0		0		0	
4809223	4	452.126261607288	5	839.663057270679	6	309.574628940776	7	574.924310890013	0		0		0		0		0		0	
4809735	4	644.606135561388	5	1197.12568032829	6	441.367206850493	7	819.681955579487	0		0		0		0		0		0	
4810247	4	900.715563489981	5	1672.75747505282	6	616.727472006015	7	1145.35101943974	0		0		0		0		0		0	
4810759	4	1829.38397211048	5	3397.4273767766	6	1252.5944906253	7	2326.24691116128	0		0		0		0		0		0	
847251949	4	4352.00818628388	5	8082.30091738434	6	2979.85636717178	7	5534.01896760473	0		0		0		0		0		0	
847250789	4	1299.8690079375	5	2414.0424433125	6	890.0311704375	7	1652.9150308125	0		0		0		0		0		0	
847250903	4	2708.06043320312	5	5029.25509023438	6	1854.23160507812	7	3443.57298085937	0		0		0		0		0		0	
4809712	4	452.126261607288	5	839.663057270679	6	309.574628940776	7	574.924310890013	0		0		0		0		0		0	
4810224	4	644.606135561388	5	1197.12568032829	6	441.367206850493	7	819.681955579487	0		0		0		0		0		0	
4810736	4	900.715563489981	5	1672.75747505282	6	616.727472006015	7	1145.35101943974	0		0		0		0		0		0	
4811248	4	1829.38397211048	5	3397.4273767766	6	1252.5944906253	7	2326.24691116128	0		0		0		0		0		0	
847251193	4	4352.00818628388	5	8082.30091738434	6	2979.85636717178	7	5534.01896760473	0		0		0		0		0		0	
847250070	4	1299.8690079375	5	2414.0424433125	6	890.0311704375	7	1652.9150308125	0		0		0		0		0		0	
847250071	4	2708.06043320312	5	5029.25509023438	6	1854.23160507812	7	3443.57298085937	0		0		0		0		0		0	
847251327	4	6442.33324109375	5	11964.3331620313	6	4411.11939734375	7	8192.07888078125	0		0		0		0		0		0	
4784688	4	83.6950004432094	5	155.433572251675	6	32.665004509492	7	60.6635798033422	0		0		0		0		0		0	
4785200	4	103.625536509978	5	192.447424947102	6	40.4436178920123	7	75.1095760851656	0		0		0		0		0		0	
4785712	4	128.933890740716	5	239.448654232759	6	50.321119543211	7	93.4535077231061	0		0		0		0		0		0	
4786224	4	182.84035368566	5	339.560656844797	6	71.3600686544205	7	132.525841786781	0		0		0		0		0		0	
4786736	4	260.194204764277	5	483.217808847944	6	101.550210012077	7	188.593247165286	0		0		0		0		0		0	
4787248	4	364.243535844029	5	676.452280853197	6	142.159229080497	7	264.00999686378	0		0		0		0		0		0	
4784704	4	54.4416741824866	5	101.105966338904	6	61.9183307702148	7	114.991185716113	0		0		0		0		0		0	
4785216	4	67.4060298200205	5	125.182626808609	6	76.6631245819699	7	142.374374223658	0		0		0		0		0		0	
4785728	4	83.8685325720183	5	155.755846205177	6	95.3864777119088	7	177.146315750688	0		0		0		0		0		0	
4786240	4	118.933447757368	5	220.876402977968	6	135.266974582713	7	251.210095653609	0		0		0		0		0		0	
4786752	4	169.250350020128	5	314.32207860881	6	192.494064756226	7	357.48897740442	0		0		0		0		0		0	
4787264	4	236.932048467495	5	440.016661439634	6	269.470716457031	7	500.445616277343	0		0		0		0		0		0	
4792880	4	107.607857712698	5	199.843164323582	6	41.9978629407754	7	77.9960311757257	0		0		0		0		0		0	
4793392	4	133.232832655686	5	247.432403503417	6	51.9989372897301	7	96.5694549666416	0		0		0		0		0		0	
4793904	4	165.772145238064	5	307.862555442118	6	64.6985822698427	7	120.154509929708	0		0		0		0		0		0	
4794416	4	235.080454738705	5	436.577987371882	6	91.7486596985407	7	170.390368011576	0		0		0		0		0		0	
4794928	4	334.5354061255	5	621.280039947357	6	130.564555729813	7	242.477032069653	0		0		0		0		0		0	
4795440	4	468.313117513752	5	869.724361096967	6	182.776151674925	7	339.441424539146	0		0		0		0		0		0	
4792896	4	69.9964382346257	5	129.993385292876	6	79.6092824188476	7	147.845810206431	0		0		0		0		0		0	
4793408	4	86.6648954828835	5	160.949091611069	6	98.5668744625328	7	183.052766858989	0		0		0		0		0		0	
4793920	4	107.830970449738	5	200.257516549513	6	122.639757058168	7	227.759548822313	0		0		0		0		0		0	
4794432	4	152.914432830901	5	283.983946685959	6	173.914681606345	7	322.984408697498	0		0		0		0		0		0	
4794944	4	217.607592883022	5	404.128386782756	6	247.492368972291	7	459.628685234254	0		0		0		0		0		0	
4795456	4	304.626919458208	5	565.735707565243	6	346.462349730468	7	643.43007807087	0		0		0		0		0		0	
4793088	4	69.9964382346257	5	129.993385292876	6	41.9978629407754	7	77.9960311757257	0	42.9844794035111	0		0		0		0		0	
4793600	4	86.6648954828835	5	160.949091611069	6	51.9989372897301	7	96.5694549666416	0	53.2204996260602	0		0		0		0		0	
4794112	4	107.830970449738	5	200.257516549513	6	64.6985822698427	7	120.154509929708	0	66.2184854723723	0		0		0		0		0	
4794624	4	152.914432830901	5	283.983946685959	6	91.7486596985407	7	170.390368011576	0	93.9040250374905	0		0		0		0		0	
4795136	4	217.607592883022	5	404.128386782756	6	130.564555729813	7	242.477032069653	0	133.631786562831	0		0		0		0		0	
4795648	4	304.626919458208	5	565.735707565243	6	182.776151674925	7	339.441424539146	0	187.069940634907	0		0		0		0		0	
4793168	4	69.9964382346257	5	129.993385292876	6	41.9978629407754	7	77.9960311757257	25	342.532570246729	26	319.697065563614	0		0		0		0	
4793680	4	86.6648954828835	5	160.949091611069	6	51.9989372897301	7	96.5694549666416	25	424.100856395168	26	395.827465968823	0		0		0		0	
4794192	4	107.830970449738	5	200.257516549513	6	64.6985822698427	7	120.154509929708	25	527.678556107967	26	492.499985700769	0		0		0		0	
4794704	4	152.914432830901	5	283.983946685959	6	91.7486596985407	7	170.390368011576	25	748.297699517503	26	698.411186216336	0		0		0		0	
4795216	4	217.607592883022	5	404.128386782756	6	130.564555729813	7	242.477032069653	25	1064.87829917256	26	993.886412561057	0		0		0		0	
4795728	4	304.626919458208	5	565.735707565243	6	182.776151674925	7	339.441424539146	25	1490.71358943442	26	1391.33268347212	0		0		0		0	
4801040	4	209.946771305843	5	389.901146710851	6	143.752308466376	7	266.968572866127	0		0		0		0		0		0	
4801552	4	293.316388438463	5	544.730435671432	6	200.836181889289	7	372.981480651537	0		0		0		0		0		0	
4802064	4	418.187483682087	5	776.633898266732	6	286.336464129143	7	531.767719096979	0		0		0		0		0		0	
4802576	4	584.338178353092	5	1085.19947408431	6	400.101232997414	7	743.045146995198	0		0		0		0		0		0	
4801072	4	254.407385513018	5	472.470858809891	6	99.2916942592005	7	184.398860767087	0		0		0		0		0		0	
4801584	4	355.432260503992	5	660.088483793128	6	138.720309823761	7	257.623432529842	0		0		0		0		0		0	
4802096	4	506.747418481814	5	941.102348609083	6	197.776529329416	7	367.299268754629	0		0		0		0		0		0	
4802608	4	708.08399331699	5	1315.01313044584	6	276.355418033517	7	513.231490633675	0		0		0		0		0		0	
4801088	4	165.486157098668	5	307.331434611811	6	188.212922673551	7	349.538284965167	0		0		0		0		0		0	
4801600	4	231.200516372935	5	429.372387549736	6	262.952053954818	7	488.339528773233	0		0		0		0		0		0	
4802112	4	329.627548882359	5	612.165447924382	6	374.89639892887	7	696.23616943933	0		0		0		0		0		0	
4802624	4	460.592363389195	5	855.385817722791	6	523.847047961311	7	972.858803356721	0		0		0		0		0		0	
4801104	4	165.486157098668	5	307.331434611811	6	99.2916942592005	7	184.398860767087	12	457.309174702375	0		0		0		0		0	
4801616	4	231.200516372935	5	429.372387549736	6	138.720309823761	7	257.623432529842	12	638.906112674007	0		0		0		0		0	
4802128	4	329.627548882359	5	612.165447924382	6	197.776529329416	7	367.299268754629	12	910.90218651148	0		0		0		0		0	
4802640	4	460.592363389195	5	855.385817722791	6	276.355418033517	7	513.231490633675	12	1272.81409677151	0		0		0		0		0	
4801120	4	165.486157098668	5	307.331434611811	6	99.2916942592005	7	184.398860767087	10	609.745566269833	0		0		0		0		0	
4801632	4	231.200516372935	5	429.372387549736	6	138.720309823761	7	257.623432529842	10	851.874816898676	0		0		0		0		0	
4802144	4	329.627548882359	5	612.165447924382	6	197.776529329416	7	367.299268754629	10	1214.53624868197	0		0		0		0		0	
4802656	4	460.592363389195	5	855.385817722791	6	276.355418033517	7	513.231490633675	10	1697.08546236202	0		0		0		0		0	
4801136	4	165.486157098668	5	307.331434611811	6	99.2916942592005	7	184.398860767087	14	762.181957837292	0		0		0		0		0	
4801648	4	231.200516372935	5	429.372387549736	6	138.720309823761	7	257.623432529842	14	1064.84352112335	0		0		0		0		0	
4802160	4	329.627548882359	5	612.165447924382	6	197.776529329416	7	367.299268754629	14	1518.17031085247	0		0		0		0		0	
4802672	4	460.592363389195	5	855.385817722791	6	276.355418033517	7	513.231490633675	14	2121.35682795252	0		0		0		0		0	
4801280	4	165.486157098668	5	307.331434611811	6	99.2916942592005	7	184.398860767087	0	101.624261044972	0		0		0		0		0	
4801792	4	231.200516372935	5	429.372387549736	6	138.720309823761	7	257.623432529842	0	141.979136149779	0		0		0		0		0	
4802304	4	329.627548882359	5	612.165447924382	6	197.776529329416	7	367.299268754629	0	202.422708113662	0		0		0		0		0	
4802816	4	460.592363389195	5	855.385817722791	6	276.355418033517	7	513.231490633675	0	282.847577060336	0		0		0		0		0	
4801296	4	165.486157098668	5	307.331434611811	6	99.2916942592005	7	184.398860767087	1	101.624261044972	0		0		0		0		0	
4801808	4	231.200516372935	5	429.372387549736	6	138.720309823761	7	257.623432529842	1	141.979136149779	0		0		0		0		0	
4802320	4	329.627548882359	5	612.165447924382	6	197.776529329416	7	367.299268754629	1	202.422708113662	0		0		0		0		0	
4802832	4	460.592363389195	5	855.385817722791	6	276.355418033517	7	513.231490633675	1	282.847577060336	0		0		0		0		0	
4801312	4	165.486157098668	5	307.331434611811	6	99.2916942592005	7	184.398860767087	2	76.2181957837292	0		0		0		0		0	
4801824	4	231.200516372935	5	429.372387549736	6	138.720309823761	7	257.623432529842	2	106.484352112335	0		0		0		0		0	
4802336	4	329.627548882359	5	612.165447924382	6	197.776529329416	7	367.299268754629	2	151.817031085247	0		0		0		0		0	
4802848	4	460.592363389195	5	855.385817722791	6	276.355418033517	7	513.231490633675	2	212.135682795252	0		0		0		0		0	
4801360	4	165.486157098668	5	307.331434611811	6	99.2916942592005	7	184.398860767087	25	809.818330202122	26	755.830441521981	0		0		0		0	
4801872	4	231.200516372935	5	429.372387549736	6	138.720309823761	7	257.623432529842	25	1131.39624119355	26	1055.96982511398	0		0		0		0	
4802384	4	329.627548882359	5	612.165447924382	6	197.776529329416	7	367.299268754629	25	1613.05595528075	26	1505.51889159536	0		0		0		0	
4802896	4	460.592363389195	5	855.385817722791	6	276.355418033517	7	513.231490633675	25	2253.94162969956	26	2103.67885438625	0		0		0		0	
4809232	4	452.126261607288	5	839.663057270679	6	309.574628940776	7	574.924310890013	0		0		0		0		0		0	
4809744	4	644.606135561388	5	1197.12568032829	6	441.367206850493	7	819.681955579487	0		0		0		0		0		0	
4810256	4	900.715563489981	5	1672.75747505282	6	616.727472006015	7	1145.35101943974	0		0		0		0		0		0	
4809264	4	547.873441548296	5	1017.47924858969	6	213.827448999769	7	397.108119570999	0		0		0		0		0		0	
4809776	4	781.114949345539	5	1450.64204878457	6	304.858393066342	7	566.165587123207	0		0		0		0		0		0	
4810288	4	1091.46089827005	5	2026.99881107294	6	425.98213722595	7	791.109683419622	0		0		0		0		0		0	
4809280	4	356.379081666281	5	661.846865951665	6	405.321808881784	7	752.740502209027	0		0		0		0		0		0	
4809792	4	508.097321777237	5	943.609311872011	6	577.876020634644	7	1073.19832403577	0		0		0		0		0		0	
4810304	4	709.970228709917	5	1318.5161390327	6	807.472806786079	7	1499.59235545986	0		0		0		0		0		0	
4809296	4	356.379081666281	5	661.846865951665	6	213.827448999769	7	397.108119570999	12	984.828136536077	0		0		0		0		0	
4809808	4	508.097321777237	5	943.609311872011	6	304.858393066342	7	566.165587123207	12	1404.09065606555	0		0		0		0		0	
4810320	4	709.970228709917	5	1318.5161390327	6	425.98213722595	7	791.109683419622	12	1961.95201488066	0		0		0		0		0	
4809312	4	356.379081666281	5	661.846865951665	6	213.827448999769	7	397.108119570999	10	1313.1041820481	0		0		0		0		0	
4809824	4	508.097321777237	5	943.609311872011	6	304.858393066342	7	566.165587123207	10	1872.12087475407	0		0		0		0		0	
4810336	4	709.970228709917	5	1318.5161390327	6	425.98213722595	7	791.109683419622	10	2615.93601984088	0		0		0		0		0	
4809328	4	356.379081666281	5	661.846865951665	6	213.827448999769	7	397.108119570999	14	1641.38022756013	0		0		0		0		0	
4809840	4	508.097321777237	5	943.609311872011	6	304.858393066342	7	566.165587123207	14	2340.15109344259	0		0		0		0		0	
4810352	4	709.970228709917	5	1318.5161390327	6	425.98213722595	7	791.109683419622	14	3269.9200248011	0		0		0		0		0	
4809424	4	356.379081666281	5	661.846865951665	6	213.827448999769	7	397.108119570999	25	3487.93298356527	0		0		0		0		0	
4809936	4	508.097321777237	5	943.609311872011	6	304.858393066342	7	566.165587123207	25	4972.8210735655	0		0		0		0		0	
4810448	4	709.970228709917	5	1318.5161390327	6	425.98213722595	7	791.109683419622	25	6948.58005270234	0		0		0		0		0	
4809440	4	356.379081666281	5	661.846865951665	6	213.827448999769	7	397.108119570999	26	3255.40411799425	0		0		0		0		0	
4809952	4	508.097321777237	5	943.609311872011	6	304.858393066342	7	566.165587123207	26	4641.29966866113	0		0		0		0		0	
4810464	4	709.970228709917	5	1318.5161390327	6	425.98213722595	7	791.109683419622	26	6485.34138252219	0		0		0		0		0	
4809472	4	356.379081666281	5	661.846865951665	6	213.827448999769	7	397.108119570999	0	218.850697008017	0		0		0		0		0	
4809984	4	508.097321777237	5	943.609311872011	6	304.858393066342	7	566.165587123207	0	312.020145792345	0		0		0		0		0	
4810496	4	709.970228709917	5	1318.5161390327	6	425.98213722595	7	791.109683419622	0	435.989336640147	0		0		0		0		0	
4809488	4	356.379081666281	5	661.846865951665	6	213.827448999769	7	397.108119570999	1	218.850697008017	0		0		0		0		0	
4810000	4	508.097321777237	5	943.609311872011	6	304.858393066342	7	566.165587123207	1	312.020145792345	0		0		0		0		0	
4810512	4	709.970228709917	5	1318.5161390327	6	425.98213722595	7	791.109683419622	1	435.989336640147	0		0		0		0		0	
4809504	4	356.379081666281	5	661.846865951665	6	213.827448999769	7	397.108119570999	2	164.138022756013	0		0		0		0		0	
4810016	4	508.097321777237	5	943.609311872011	6	304.858393066342	7	566.165587123207	2	234.015109344259	0		0		0		0		0	
4810528	4	709.970228709917	5	1318.5161390327	6	425.98213722595	7	791.109683419622	2	326.99200248011	0		0		0		0		0	
4809552	4	356.379081666281	5	661.846865951665	6	213.827448999769	7	397.108119570999	25	1743.96649178264	26	1627.70205899713	0		0		0		0	
4810064	4	508.097321777237	5	943.609311872011	6	304.858393066342	7	566.165587123207	25	2486.41053678275	26	2320.64983433057	0		0		0		0	
4810576	4	709.970228709917	5	1318.5161390327	6	425.98213722595	7	791.109683419622	25	3474.29002635117	26	3242.67069126109	0		0		0		0	
4809696	4	452.126261607288	5	839.663057270679	6	309.574628940776	7	574.924310890013	0		0		0		0		0		0	
4810208	4	644.606135561388	5	1197.12568032829	6	441.367206850493	7	819.681955579487	0		0		0		0		0		0	
4810720	4	900.715563489981	5	1672.75747505282	6	616.727472006015	7	1145.35101943974	0		0		0		0		0		0	
847249517	4	1299.8690079375	5	2414.0424433125	6	890.0311704375	7	1652.9150308125	0		0		0		0		0		0	
847250072	4	1575.143422125	5	2925.266355375	6	614.75675625	7	1141.69111875	0		0		0		0		0		0	
847250073	4	1024.59459375	5	1902.81853125	6	1165.305584625	7	2164.138942875	0		0		0		0		0		0	
847250074	4	1024.59459375	5	1902.81853125	6	614.75675625	7	1141.69111875	12	2831.3939745	0		0		0		0		0	
847249518	4	1024.59459375	5	1902.81853125	6	614.75675625	7	1141.69111875	10	3775.191966	0		0		0		0		0	
847250075	4	1024.59459375	5	1902.81853125	6	614.75675625	7	1141.69111875	14	4718.9899575	0		0		0		0		0	
847250076	4	1024.59459375	5	1902.81853125	6	614.75675625	7	1141.69111875	25	10027.8536596875	0		0		0		0		0	
847250077	4	1024.59459375	5	1902.81853125	6	614.75675625	7	1141.69111875	26	9359.330082375	0		0		0		0		0	
847250078	4	1024.59459375	5	1902.81853125	6	614.75675625	7	1141.69111875	0	629.198661	0		0		0		0		0	
847250079	4	1024.59459375	5	1902.81853125	6	614.75675625	7	1141.69111875	1	629.198661	0		0		0		0		0	
847250080	4	1024.59459375	5	1902.81853125	6	614.75675625	7	1141.69111875	2	471.89899575	0		0		0		0		0	
847249519	4	1024.59459375	5	1902.81853125	6	614.75675625	7	1141.69111875	25	5013.92682984375	26	4679.6650411875	0		0		0		0	
4801473	4	209.946771305843	5	389.901146710851	6	143.752308466376	7	266.968572866127	0		0		0		0		0		0	
4810177	4	644.606135561388	5	1197.12568032829	6	441.367206850493	7	819.681955579487	0		0		0		0		0		0	
4810178	4	508.097321777237	5	943.609311872011	6	577.876020634644	7	1073.19832403577	0		0		0		0		0		0	
4810179	4	381.072991332928	5	707.706983904009	6	228.643794799757	7	424.624190342405	25	4972.8210735655	26	4641.29966866113	0		0		0		0	
4810689	4	900.715563489981	5	1672.75747505282	6	616.727472006015	7	1145.35101943974	0		0		0		0		0		0	
4810690	4	709.970228709917	5	1318.5161390327	6	807.472806786079	7	1499.59235545986	0		0		0		0		0		0	
4810691	4	532.477671532438	5	988.887104274527	6	319.486602919463	7	593.332262564716	25	6948.58005270234	26	6485.34138252219	0		0		0		0	
4810692	4	900.715563489981	5	1672.75747505282	6	616.727472006015	7	1145.35101943974	0		0		0		0		0		0	
4810693	4	709.970228709917	5	1318.5161390327	6	807.472806786079	7	1499.59235545986	0		0		0		0		0		0	
4810694	4	532.477671532438	5	988.887104274527	6	319.486602919463	7	593.332262564716	25	6948.58005270234	26	6485.34138252219	0		0		0		0	
4817856	4	2131.03212595	5	3957.63109105	6	1439.34089845	7	2673.06166855	0	574.005796	0		0		0		0		0	
847249520	4	4379.88573963281	5	8134.07351646094	6	2958.26074080469	7	5493.91280435156	0	1179.747489375	0		0		0		0		0	
847251328	4	10419.5176542844	5	19350.5327865281	6	7037.54660444062	7	13069.7294082469	0	2806.55718525	0		0		0		0		0	
4817857	4	2131.03212595	5	3957.63109105	6	1439.34089845	7	2673.06166855	0	574.005796	0		0		0		0		0	
847249521	4	4379.88573963281	5	8134.07351646094	6	2958.26074080469	7	5493.91280435156	0	1179.747489375	0		0		0		0		0	
847251329	4	10419.5176542844	5	19350.5327865281	6	7037.54660444062	7	13069.7294082469	0	2806.55718525	0		0		0		0		0	
4817858	4	2131.03212595	5	3957.63109105	6	1439.34089845	7	2673.06166855	1	574.005796	0		0		0		0		0	
847249522	4	4379.88573963281	5	8134.07351646094	6	2958.26074080469	7	5493.91280435156	1	1179.747489375	0		0		0		0		0	
847251330	4	10419.5176542844	5	19350.5327865281	6	7037.54660444062	7	13069.7294082469	1	2806.55718525	0		0		0		0		0	
4817859	4	2131.03212595	5	3957.63109105	6	1439.34089845	7	2673.06166855	1	574.005796	0		0		0		0		0	
847249523	4	4379.88573963281	5	8134.07351646094	6	2958.26074080469	7	5493.91280435156	1	1179.747489375	0		0		0		0		0	
847251331	4	10419.5176542844	5	19350.5327865281	6	7037.54660444062	7	13069.7294082469	1	2806.55718525	0		0		0		0		0	
4817860	4	2131.03212595	5	3957.63109105	6	1439.34089845	7	2673.06166855	0	574.005796	0		0		0		0		0	
847249524	4	4379.88573963281	5	8134.07351646094	6	2958.26074080469	7	5493.91280435156	0	1179.747489375	0		0		0		0		0	
847251332	4	10419.5176542844	5	19350.5327865281	6	7037.54660444062	7	13069.7294082469	0	2806.55718525	0		0		0		0		0	
4817861	4	2131.03212595	5	3957.63109105	6	1439.34089845	7	2673.06166855	2	430.504347	0		0		0		0		0	
847249525	4	4379.88573963281	5	8134.07351646094	6	2958.26074080469	7	5493.91280435156	2	884.81061703125	0		0		0		0		0	
847251333	4	10419.5176542844	5	19350.5327865281	6	7037.54660444062	7	13069.7294082469	2	2104.9178889375	0		0		0		0		0	
4817862	4	2131.03212595	5	3957.63109105	6	1439.34089845	7	2673.06166855	2	430.504347	0		0		0		0		0	
847249526	4	4379.88573963281	5	8134.07351646094	6	2958.26074080469	7	5493.91280435156	2	884.81061703125	0		0		0		0		0	
847251334	4	10419.5176542844	5	19350.5327865281	6	7037.54660444062	7	13069.7294082469	2	2104.9178889375	0		0		0		0		0	
4817863	4	2131.03212595	5	3957.63109105	6	1439.34089845	7	2673.06166855	2	430.504347	0		0		0		0		0	
847249527	4	4379.88573963281	5	8134.07351646094	6	2958.26074080469	7	5493.91280435156	2	884.81061703125	0		0		0		0		0	
847251335	4	10419.5176542844	5	19350.5327865281	6	7037.54660444062	7	13069.7294082469	2	2104.9178889375	0		0		0		0		0	
4817864	4	2131.03212595	5	3957.63109105	6	1439.34089845	7	2673.06166855	1	574.005796	0		0		0		0		0	
847249528	4	4379.88573963281	5	8134.07351646094	6	2958.26074080469	7	5493.91280435156	1	1179.747489375	0		0		0		0		0	
847251336	4	10419.5176542844	5	19350.5327865281	6	7037.54660444062	7	13069.7294082469	1	2806.55718525	0		0		0		0		0	
847251114	4	2131.03212595	5	3957.63109105	6	1439.34089845	7	2673.06166855	2	430.504347	0		0		0		0		0	
847251115	4	4379.88573963281	5	8134.07351646094	6	2958.26074080469	7	5493.91280435156	2	884.81061703125	0		0		0		0		0	
847251337	4	10419.5176542844	5	19350.5327865281	6	7037.54660444062	7	13069.7294082469	2	2104.9178889375	0		0		0		0		0	
847254056	4	2131.03212595	5	3957.63109105	6	1439.34089845	7	2673.06166855	2	430.504347	0		0		0		0		0	
847254057	4	4379.88573963281	5	8134.07351646094	6	2958.26074080469	7	5493.91280435156	2	884.81061703125	0		0		0		0		0	
847254058	4	10419.5176542844	5	19350.5327865281	6	7037.54660444062	7	13069.7294082469	2	2104.9178889375	0		0		0		0		0	
847254059	4	2131.03212595	5	3957.63109105	6	1439.34089845	7	2673.06166855	0	574.005796	0		0		0		0		0	
847254060	4	4379.88573963281	5	8134.07351646094	6	2958.26074080469	7	5493.91280435156	0	1179.747489375	0		0		0		0		0	
847254061	4	10419.5176542844	5	19350.5327865281	6	7037.54660444062	7	13069.7294082469	0	2806.55718525	0		0		0		0		0	
4787760	4	390.307127076269	5	724.856093141643	6	267.246551014387	7	496.315023312433	0		0		0		0		0		0	
4788272	4	501.210748935836	5	930.819962309409	6	343.183187526744	7	637.34020540681	0		0		0		0		0		0	
847252330	4	760.114101956423	5	1411.64047506193	6	520.456476536637	7	966.562027853754	0		0		0		0		0		0	
847252331	4	1148.22203275813	5	2132.41234655082	6	786.197219487045	7	1460.08055047594	0		0		0		0		0		0	
4787776	4	390.307127076269	5	724.856093141643	6	267.246551014387	7	496.315023312433	0		0		0		0		0		0	
4788288	4	501.210748935836	5	930.819962309409	6	343.183187526744	7	637.34020540681	0		0		0		0		0		0	
847252332	4	760.114101956423	5	1411.64047506193	6	520.456476536637	7	966.562027853754	0		0		0		0		0		0	
847252333	4	1148.22203275813	5	2132.41234655082	6	786.197219487045	7	1460.08055047594	0		0		0		0		0		0	
4795952	4	501.82344909806	5	931.957834039255	6	343.602708447069	7	638.119315687414	0		0		0		0		0		0	
4796464	4	644.41382006036	5	1196.76852296924	6	441.235526820099	7	819.437406951613	0		0		0		0		0		0	
847252334	4	977.289559658259	5	1814.96632507962	6	669.158326975676	7	1242.72260724054	0		0		0		0		0		0	
847252335	4	1476.28547068903	5	2741.67301699391	6	1010.82499648334	7	1877.2464220405	0		0		0		0		0		0	
4795968	4	501.82344909806	5	931.957834039255	6	343.602708447069	7	638.119315687414	0		0		0		0		0		0	
4796480	4	644.41382006036	5	1196.76852296924	6	441.235526820099	7	819.437406951613	0		0		0		0		0		0	
847252336	4	977.289559658259	5	1814.96632507962	6	669.158326975676	7	1242.72260724054	0		0		0		0		0		0	
847252337	4	1476.28547068903	5	2741.67301699391	6	1010.82499648334	7	1877.2464220405	0		0		0		0		0		0	
4796160	4	501.82344909806	5	931.957834039255	6	343.602708447069	7	638.119315687414	0		0		0		0		0		0	
4796672	4	644.41382006036	5	1196.76852296924	6	441.235526820099	7	819.437406951613	0		0		0		0		0		0	
847252338	4	977.289559658259	5	1814.96632507962	6	669.158326975676	7	1242.72260724054	0		0		0		0		0		0	
847252339	4	1476.28547068903	5	2741.67301699391	6	1010.82499648334	7	1877.2464220405	0		0		0		0		0		0	
4796240	4	501.82344909806	5	931.957834039255	6	343.602708447069	7	638.119315687414	0		0		0		0		0		0	
4796752	4	644.41382006036	5	1196.76852296924	6	441.235526820099	7	819.437406951613	0		0		0		0		0		0	
847252340	4	977.289559658259	5	1814.96632507962	6	669.158326975676	7	1242.72260724054	0		0		0		0		0		0	
847252341	4	1476.28547068903	5	2741.67301699391	6	1010.82499648334	7	1877.2464220405	0		0		0		0		0		0	
4915712	4	51.2338602039686	5	76.8507903059529	6	51.2338602039686	7	76.8507903059529	8	10.0819485189987	9	20.1638970379975	0		0		0		0	
4916224	4	63.4343296851517	5	95.1514945277275	6	63.4343296851517	7	95.1514945277275	8	12.4827925062995	9	24.9655850125989	0		0		0		0	
4916736	4	78.9268283503494	5	118.390242525524	6	78.9268283503494	7	118.390242525524	8	15.5314516030638	9	31.0629032061276	0		0		0		0	
4917248	4	111.925647538906	5	167.888471308359	6	111.925647538906	7	167.888471308359	8	22.0250555384746	9	44.0501110769492	0		0		0		0	
4917760	4	159.277775759392	5	238.916663639089	6	159.277775759392	7	238.916663639089	8	31.3431455102896	9	62.6862910205791	0		0		0		0	
4918272	4	222.971531116663	5	334.457296674995	6	222.971531116663	7	334.457296674995	8	43.8769885573915	9	87.7539771147829	0		0		0		0	
4918784	4	289.523992660503	5	434.285988990755	6	289.523992660503	7	434.285988990755	8	56.9733761500185	9	113.946752300037	0		0		0		0	
4919296	4	371.790641598784	5	557.685962398176	6	371.790641598784	7	557.685962398176	8	73.162047394471	9	146.324094788942	0		0		0		0	
847251950	4	563.841278852622	5	845.761918278933	6	563.841278852622	7	845.761918278933	8	110.954332225746	9	221.908664451492	0		0		0		0	
847251951	4	851.733940589644	5	1277.60091088447	6	851.733940589644	7	1277.60091088447	8	167.606690316174	9	335.213380632348	0		0		0		0	
4923904	4	65.872105976531	5	98.8081589647965	6	65.872105976531	7	98.8081589647965	8	12.9625052387127	9	25.9250104774253	0		0		0		0	
4924416	4	81.5584238809093	5	122.337635821364	6	81.5584238809093	7	122.337635821364	8	16.0493046509564	9	32.0986093019129	0		0		0		0	
4924928	4	101.477350736164	5	152.216026104245	6	101.477350736164	7	152.216026104245	8	19.9690092039392	9	39.9380184078783	0		0		0		0	
4925440	4	143.904403978594	5	215.856605967891	6	143.904403978594	7	215.856605967891	8	28.3179285494673	9	56.6358570989347	0		0		0		0	
4925952	4	204.785711690647	5	307.178567535971	6	204.785711690647	7	307.178567535971	8	40.2983299418009	9	80.5966598836017	0		0		0		0	
4926464	4	286.677682864281	5	430.016524296422	6	286.677682864281	7	430.016524296422	8	56.4132710023605	9	112.826542004721	0		0		0		0	
