ROWID	_Activate|INTEGER	_CheckGroup|BOOLEAN	_Group|INTEGER	_Sequence|INTEGER	_MinLevel|INTEGER	_MaxLevel|INTEGER	_CheckMapID|INTEGER	_CheckMissionID|INTEGER	_Probabillity|INTEGER	_Grade|INTEGER	_StampIMG|INTEGER	_Orderer|INTEGER	_TitleNameID|INTEGER	_TitleNameIDParam|TEXT	_SubTitleNameID|INTEGER	_SubTitleNameIDParam|TEXT	_RequestType|INTEGER	_AchieveEvent|INTEGER	_Achieve1Type|INTEGER	_Achieve1Param|INTEGER	_Achieve1Operator|INTEGER	_Achieve2Type|INTEGER	_Achieve2Param|INTEGER	_Achieve2Operator|INTEGER	_Achieve3Type|INTEGER	_Achieve3Param|INTEGER	_Achieve3Operator|INTEGER	_Achieve4Type|INTEGER	_Achieve4Param|INTEGER	_Achieve4Operator|INTEGER	_Achieve5Type|INTEGER	_Achieve5Param|INTEGER	_Achieve5Operator|INTEGER	_AchieveCheckType|BOOLEAN	_AchieveCounterParam|INTEGER	_LimitType|INTEGER	_GoalID|INTEGER	_GoalIDParam|TEXT
144	1	false	0	0	95	95	0	0	23375	0	1	1000003226	1000146261		1000146817	0	1	3	3	19012	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000137508	0
145	1	false	0	0	95	95	0	0	23375	0	1	1000105341	1000146262		1000146502	0	1	3	3	19015	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000137509	0
146	1	false	0	0	95	95	0	0	23375	0	1	1000146163	1000146263		1000147545	0	1	3	3	19018	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000137510	0
147	0	false	0	0	95	95	0	0	0	0	2	1000003507	1000148235		1000148248	0	1	3	3	19108	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000137511	0
148	0	false	0	0	95	95	0	0	0	0	2	1000003507	1000148236		1000148249	0	1	3	3	19115	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000137512	0
149	0	false	0	0	95	95	0	0	0	0	2	1000003507	1000148237		1000148250	0	1	3	3	14856	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000137513	0
150	0	false	0	0	95	95	0	0	0	0	3	1000003507	1000148238		1000148251	0	1	3	3	14893	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000137514	0
151	0	false	0	0	95	95	0	0	0	0	4	1000003507	1000148239		1000148252	0	1	3	3	14762	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000137515	0
152	0	false	0	0	95	95	0	0	0	0	1	1000003507	1000148240		1000148253	0	1	3	3	13631	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000137516	0
153	0	false	0	0	95	95	0	0	0	0	1	1000003507	1000148241		1000148254	0	1	3	3	13639	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000137517	0
154	0	false	0	0	95	95	0	0	0	0	0	1000003507	1000148242		1000148255	0	1	3	3	13646	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000137518	0
155	0	false	0	0	95	95	0	0	0	0	0	1000003507	1000148243		1000148256	0	1	3	3	13644	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000137519	0
156	0	false	0	0	95	95	0	0	0	0	0	1000003507	1000148244		1000148257	0	1	3	3	13648	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000137520	0
157	0	false	0	0	95	95	0	0	0	0	0	1000003507	1000148245		1000148258	0	1	3	3	13643	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000137521	0
158	0	false	0	0	95	95	0	0	0	0	1	1000003507	1000148246		1000148259	0	1	63	20	4785	0	20	4812	0	20	4710	0	0	0	0	0	0	0	true	1	0	1000137522	0
159	0	false	0	0	95	95	0	0	0	0	2	1000003507	1000148247		1000148260	0	1	3	45	21	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000137523	0
160	1	false	0	0	95	95	0	0	23375	0	1	1000000439	1000146264		1000148451	0	1	3	3	19019	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138086	0
161	1	false	0	0	95	95	0	0	23375	0	1	1000146172	1000146265		1000147546	0	1	3	3	19021	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138087	0
162	1	false	0	0	95	95	0	0	23375	0	1	1000085907	1000146266		1000147547	0	1	3	3	19024	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138088	0
163	0	false	0	0	95	95	0	0	0	0	1	1000085912	1000137469		0	0	1	3	3	1121	0	116	11	4	2	1	0	0	0	0	0	0	0	false	0	0	1000137498	0
164	0	false	0	0	95	95	0	0	0	0	1	1000085912	1000137469		0	0	1	3	3	1121	0	116	11	4	2	2	4	16	1	3	0	0	0	false	0	0	1000137498	0
165	0	false	0	0	95	95	0	0	0	0	1	1000085912	1000137469		0	0	1	3	3	1121	0	116	14	4	15	600	5	0	0	0	0	0	0	false	0	0	1000137498	0
166	0	false	0	0	95	95	0	0	0	0	1	1000085912	1000137469		0	0	1	3	3	1121	0	116	14	4	15	420	5	0	0	0	0	0	0	false	0	0	1000137498	0
167	0	false	0	0	95	95	0	0	0	0	1	1000085912	1000137469		0	0	1	3	3	1121	0	116	14	4	21	1	3	0	0	0	0	0	0	false	0	0	1000137498	0
168	0	false	0	0	95	95	0	0	0	0	1	1000089406	1000137470		0	0	1	49	3	1122	0	116	9	4	9	604684	0	0	0	0	0	0	0	false	30	0	1000137499	0
169	0	false	0	0	95	95	0	0	0	0	1	1000089406	1000137470		0	0	1	3	3	1122	0	116	11	4	2	1	0	21	1	3	0	0	0	false	0	0	1000137499	0
170	0	false	0	0	95	95	0	0	0	0	1	1000089406	1000137470		0	0	1	3	3	1122	0	116	15	4	0	0	0	0	0	0	0	0	0	false	0	0	1000137499	0
171	0	false	0	0	95	95	0	0	0	0	1	1000089406	1000137470		0	0	1	3	3	1122	0	116	14	4	15	420	5	0	0	0	0	0	0	false	0	0	1000137499	0
172	0	false	0	0	95	95	0	0	0	0	1	1000089406	1000137470		0	0	1	3	3	1122	0	116	14	4	2	1	0	0	0	0	0	0	0	false	0	0	1000137499	0
173	0	false	0	0	95	95	0	0	0	0	1	1000091073	1000137471		0	0	1	3	3	1123	0	116	9	4	2	2	4	16	1	3	0	0	0	false	0	0	1000137500	0
174	0	false	0	0	95	95	0	0	0	0	1	1000091073	1000137471		0	0	1	3	3	1123	0	116	11	4	15	420	5	0	0	0	0	0	0	false	0	0	1000137500	0
175	0	false	0	0	95	95	0	0	0	0	1	1000091073	1000137471		0	0	1	3	3	1123	0	116	15	4	0	0	0	0	0	0	0	0	0	false	0	0	1000137500	0
176	0	false	0	0	95	95	0	0	0	0	1	1000091073	1000137471		0	0	1	3	3	1123	0	116	14	4	21	1	3	0	0	0	0	0	0	false	0	0	1000137500	0
177	0	false	0	0	95	95	0	0	0	0	1	1000091073	1000137471		0	0	1	3	3	1123	0	116	14	4	15	600	5	0	0	0	0	0	0	false	0	0	1000137500	0
178	0	false	0	0	95	95	0	0	0	0	1	1000089404	1000137472		0	0	1	3	3	1124	0	116	9	4	2	1	0	0	0	0	0	0	0	false	0	0	1000137501	0
179	0	false	0	0	95	95	0	0	0	0	1	1000089404	1000137472		0	0	1	3	3	1124	0	116	11	4	2	1	0	21	1	3	0	0	0	false	0	0	1000137501	0
180	0	false	0	0	95	95	0	0	0	0	1	1000089404	1000137472		0	0	1	3	3	1124	0	116	15	4	0	0	0	0	0	0	0	0	0	false	0	0	1000137501	0
181	0	false	0	0	95	95	0	0	0	0	1	1000089404	1000137472		0	0	1	3	3	1124	0	116	14	4	15	600	5	0	0	0	0	0	0	false	0	0	1000137501	0
182	0	false	0	0	95	95	0	0	0	0	1	1000089404	1000137472		0	0	1	3	3	1124	0	116	14	4	15	420	5	0	0	0	0	0	0	false	0	0	1000137501	0
183	0	false	0	0	95	95	0	0	0	0	1	1000090416	1000137473		0	0	1	49	3	1125	0	116	9	4	9	604775	0	0	0	0	0	0	0	false	8	0	1000137502	0
184	0	false	0	0	95	95	0	0	0	0	1	1000090416	1000137473		0	0	1	3	3	1125	0	116	11	4	2	1	0	21	1	3	0	0	0	false	0	0	1000137502	0
185	0	false	0	0	95	95	0	0	0	0	1	1000090416	1000137473		0	0	1	3	3	1125	0	116	11	4	15	600	5	0	0	0	0	0	0	false	0	0	1000137502	0
186	0	false	0	0	95	95	0	0	0	0	1	1000090416	1000137473		0	0	1	3	3	1125	0	116	14	4	21	1	3	0	0	0	0	0	0	false	0	0	1000137502	0
187	0	false	0	0	95	95	0	0	0	0	1	1000090416	1000137473		0	0	1	49	3	1125	0	116	14	4	9	604774	0	0	0	0	0	0	0	false	15	0	1000137502	0
188	0	false	0	0	95	95	0	0	0	0	1	1000144399	1000144401		0	0	1	3	3	1121	0	2	2	4	23	3	0	0	0	0	0	0	0	false	1	0	1000144426	0
189	0	false	0	0	95	95	0	0	0	0	1	1000144399	1000144402		0	0	1	24	33	38	0	3	1121	0	0	0	0	0	0	0	0	0	0	false	1	0	1000144427	0
190	0	false	0	0	95	95	0	0	0	0	1	1000144399	1000144403		0	0	1	3	3	1121	0	68	2	4	2	2	4	0	0	0	0	0	0	false	1	0	1000144428	0
191	0	false	0	0	95	95	0	0	0	0	1	1000144399	1000144404		0	0	1	3	3	1121	0	19	30	4	0	0	0	0	0	0	0	0	0	false	1	0	1000144429	0
192	0	false	0	0	95	95	0	0	0	0	1	1000144399	1000144405		0	0	1	3	3	1121	0	9	604667	0	22	3	4	0	0	0	0	0	0	false	1	0	1000144430	0
193	0	false	0	0	95	95	0	0	0	0	1	1000105345	1000144406		0	0	1	24	33	2	0	3	1122	0	0	0	0	0	0	0	0	0	0	false	1	0	1000144431	0
194	0	true	3	1	95	95	0	0	0	0	1	1000105345	1000144407		0	0	1	3	3	1122	0	46	2	0	0	0	0	0	0	0	0	0	0	false	1	0	1000144432	0
195	0	true	3	2	95	95	0	0	0	0	1	1000105345	1000144408		0	0	1	3	3	1122	0	19	50	4	0	0	0	0	0	0	0	0	0	false	1	0	1000144433	0
196	0	false	0	0	95	95	0	0	0	0	1	1000105345	1000144409		0	0	1	3	3	1122	0	2	2	4	21	3	4	23	3	0	0	0	0	false	1	0	1000144434	0
197	0	false	0	0	95	95	0	0	0	0	1	1000105345	1000144410		0	0	1	3	3	1122	0	14	2	0	0	0	0	0	0	0	0	0	0	false	1	0	1000144435	0
198	0	false	0	0	95	95	0	0	0	0	1	1000144400	1000144411		0	0	1	24	33	8	0	3	1123	0	0	0	0	0	0	0	0	0	0	false	1	0	1000144436	0
199	0	false	0	0	95	95	0	0	0	0	1	1000144400	1000144412		0	0	1	3	3	1123	0	9	604714	0	22	5	4	0	0	0	0	0	0	false	1	0	1000144437	0
200	0	false	0	0	95	95	0	0	0	0	1	1000144400	1000144413		0	0	1	3	3	1123	0	2	2	4	19	1	3	0	0	0	0	0	0	false	1	0	1000144438	0
201	0	false	0	0	95	95	0	0	0	0	1	1000144400	1000144414		0	0	1	3	3	1123	0	4	3	4	19	100	4	21	1	3	0	0	0	false	1	0	1000144439	0
202	0	false	0	0	95	95	0	0	0	0	1	1000144400	1000144415		0	0	1	3	3	1123	0	33	38	0	0	0	0	0	0	0	0	0	0	false	1	0	1000144440	0
203	0	false	0	0	95	95	0	0	0	0	1	1000085905	1000144416		0	0	1	3	3	1124	0	30	5	4	4	2	4	0	0	0	0	0	0	false	1	0	1000144441	0
204	0	false	0	0	95	95	0	0	0	0	1	1000085905	1000144417		0	0	1	3	3	1124	0	2	2	0	23	1	3	0	0	0	0	0	0	false	1	0	1000144442	0
205	0	false	0	0	95	95	0	0	0	0	1	1000085905	1000144418		0	0	1	3	3	1124	0	2	4	0	23	1	3	0	0	0	0	0	0	false	1	0	1000144443	0
206	0	false	0	0	95	95	0	0	0	0	1	1000085905	1000144419		0	0	1	3	3	1124	0	16	54	0	0	0	0	0	0	0	0	0	0	false	1	0	1000144444	0
207	0	false	0	0	95	95	0	0	0	0	1	1000085905	1000144420		0	0	1	3	3	1124	0	9	604742	0	22	7	4	0	0	0	0	0	0	false	1	0	1000144445	0
208	0	true	4	1	95	95	0	0	0	0	1	1000121252	1000144421		0	0	1	24	33	1	0	3	1125	0	0	0	0	0	0	0	0	0	0	false	1	0	1000144446	0
209	0	true	4	2	95	95	0	0	0	0	1	1000121252	1000144422		0	0	1	3	3	1125	0	9	604793	0	22	7	4	0	0	0	0	0	0	false	1	0	1000144447	0
210	0	true	4	3	95	95	0	0	0	0	1	1000121252	1000144423		0	0	1	3	3	1125	0	19	1	3	2	1	0	0	0	0	0	0	0	false	1	0	1000144448	0
211	0	true	4	4	95	95	0	0	0	0	1	1000121252	1000144424		0	0	1	3	3	1125	0	16	100	4	0	0	0	0	0	0	0	0	0	false	1	0	1000144449	0
212	0	true	4	5	95	95	0	0	0	0	1	1000121252	1000144425		0	0	1	3	3	1125	0	2	2	4	21	1	3	23	3	4	0	0	0	false	1	0	1000144450	0
213	1	false	0	0	95	95	0	0	37205	0	1	1000091747	1000146267		1000146823	0	1	3	3	1126	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000173836	0
214	1	false	0	0	95	95	0	0	37205	0	1	1000146175	1000146268		1000146824	0	1	3	3	1128	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000145064	0
215	1	false	0	0	95	95	0	0	18600	0	1	1000146176	1000146269		1000146825	0	1	3	3	1129	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000145572	0
216	1	false	0	0	95	95	0	0	18600	0	1	1000146177	1000146270		1000147548	0	1	3	3	1130	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000145573	0
217	1	false	0	0	95	95	0	0	18600	0	1	1000146178	1000146271		1000147549	0	1	3	3	1131	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000145574	0
218	1	false	0	0	95	95	0	0	18600	0	1	1000146179	1000146272		1000148453	0	1	3	3	1132	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000145575	0
219	1	false	0	0	95	95	0	0	556	3	1	1000146172	1000146273		1000152777	0	4	63	20	5687	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150446	0
220	1	false	0	0	95	95	0	0	556	3	1	1000146172	1000146273		1000152778	0	4	63	20	5688	0	116	11	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145070	0
221	1	false	0	0	95	95	0	0	555	3	1	1000146172	1000146273		1000152779	0	4	63	20	5689	0	116	12	4	2	4	4	0	0	0	0	0	0	false	1	0	1000146389	0
222	1	false	0	0	95	95	0	0	556	3	1	1000146172	1000146274		1000152780	0	4	63	20	5690	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150447	0
223	1	false	0	0	95	95	0	0	555	3	1	1000146172	1000146274		1000152781	0	4	63	20	5691	0	116	11	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145073	0
224	1	false	0	0	95	95	0	0	555	3	1	1000146172	1000146274		1000152782	0	4	63	20	5692	0	116	12	4	2	4	4	0	0	0	0	0	0	false	1	0	1000146391	0
225	1	false	0	0	95	95	0	0	556	3	1	1000146172	1000146275		1000152783	0	4	63	20	5693	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145075	0
226	1	false	0	0	95	95	0	0	555	3	1	1000146172	1000146275		1000152784	0	4	63	20	5694	0	116	11	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145076	0
227	1	false	0	0	95	95	0	0	555	3	1	1000146172	1000146275		1000152785	0	4	63	20	5695	0	116	12	4	2	4	4	0	0	0	0	0	0	false	1	0	1000146410	0
228	1	false	0	0	95	95	0	0	556	3	1	1000146180	1000146276		1000152786	0	4	63	20	5696	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150448	0
229	1	false	0	0	95	95	0	0	556	3	1	1000146180	1000146276		1000152787	0	4	63	20	5697	0	116	11	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145079	0
230	1	false	0	0	95	95	0	0	555	3	1	1000146180	1000146276		1000152788	0	4	63	20	5698	0	116	12	4	2	4	4	0	0	0	0	0	0	false	1	0	1000146394	0
231	1	false	0	0	95	95	0	0	556	3	1	1000049094	1000146277		1000152789	0	4	63	20	5699	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150449	0
232	1	false	0	0	95	95	0	0	556	3	1	1000049094	1000146277		1000152790	0	4	63	20	5700	0	116	11	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145082	0
233	1	false	0	0	95	95	0	0	555	3	1	1000049094	1000146277		1000152791	0	4	63	20	5701	0	116	12	4	2	4	4	0	0	0	0	0	0	false	1	0	1000146396	0
234	1	false	0	0	95	95	0	0	556	3	1	1000146181	1000146278		1000152792	0	4	63	20	5702	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150450	0
235	1	false	0	0	95	95	0	0	556	3	1	1000146181	1000146278		1000152793	0	4	63	20	5703	0	116	11	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145085	0
236	1	false	0	0	95	95	0	0	555	3	1	1000146181	1000146278		1000152794	0	4	63	20	5704	0	116	12	4	2	4	4	0	0	0	0	0	0	false	1	0	1000146398	0
237	1	false	0	0	95	95	0	0	556	3	1	1000146182	1000146279		1000152795	0	4	63	20	5705	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150451	0
238	1	false	0	0	95	95	0	0	556	3	1	1000146182	1000146279		1000152796	0	4	63	20	5706	0	116	11	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145088	0
239	1	false	0	0	95	95	0	0	555	3	1	1000146182	1000146279		1000152797	0	4	63	20	5707	0	116	12	4	2	4	4	0	0	0	0	0	0	false	1	0	1000146400	0
240	1	false	0	0	95	95	0	0	556	3	1	1000146183	1000146280		1000152798	0	4	63	20	5708	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150452	0
241	1	false	0	0	95	95	0	0	555	3	1	1000146183	1000146280		1000152799	0	4	63	20	5709	0	116	11	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145091	0
242	1	false	0	0	95	95	0	0	555	3	1	1000146183	1000146280		1000152800	0	4	63	20	5710	0	116	12	4	2	4	4	0	0	0	0	0	0	false	1	0	1000146402	0
243	1	false	0	0	95	95	0	0	556	3	1	1000146172	1000146281		1000152801	0	4	63	20	5711	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150453	0
244	1	false	0	0	95	95	0	0	556	3	1	1000146172	1000146281		1000152802	0	4	63	20	5712	0	116	11	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145094	0
245	1	false	0	0	95	95	0	0	555	3	1	1000146172	1000146281		1000152803	0	4	63	20	5713	0	116	12	4	2	4	4	0	0	0	0	0	0	false	1	0	1000146404	0
246	1	false	0	0	95	95	0	0	556	3	1	1000146181	1000146282		1000152804	0	4	63	20	5714	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150454	0
247	1	false	0	0	95	95	0	0	555	3	1	1000146181	1000146282		1000152805	0	4	63	20	5715	0	116	11	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145097	0
248	1	false	0	0	95	95	0	0	555	3	1	1000146181	1000146282		1000152806	0	4	63	20	5716	0	116	12	4	2	4	4	0	0	0	0	0	0	false	1	0	1000146406	0
249	1	false	0	0	95	95	0	0	556	3	1	1000146182	1000146283		1000152807	0	4	63	20	5717	0	116	10	4	2	4	4	0	0	0	0	0	0	false	1	0	1000150455	0
250	1	false	0	0	95	95	0	0	556	3	1	1000146182	1000146283		1000152808	0	4	63	20	5718	0	116	11	4	2	4	4	0	0	0	0	0	0	false	1	0	1000145100	0
251	1	false	0	0	95	95	0	0	555	3	1	1000146182	1000146283		1000152809	0	4	63	20	5719	0	116	12	4	2	4	4	0	0	0	0	0	0	false	1	0	1000146408	0
252	1	false	0	0	95	95	0	0	83	1	0	1000000389	1000146284		1000147583	0	3	63	20	5572	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138015	0
253	1	false	0	0	95	95	0	0	83	1	0	1000000389	1000146285		1000147584	0	3	63	20	5573	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138016	0
254	1	false	0	0	95	95	0	0	83	1	0	1000000389	1000146286		1000147585	0	3	63	20	5574	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138017	0
255	1	false	0	0	95	95	0	0	83	1	0	1000000389	1000146287		1000147586	0	3	63	20	5575	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138018	0
256	1	false	0	0	95	95	0	0	83	1	0	1000000389	1000146288		1000147587	0	3	63	20	5576	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138019	0
257	1	false	0	0	95	95	0	0	83	1	0	1000000389	1000146289		1000147588	0	3	63	20	5577	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138020	0
258	1	false	0	0	95	95	0	0	83	1	0	1000000389	1000146290		1000147589	0	3	63	20	5578	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138021	0
259	1	false	0	0	95	95	0	0	83	1	0	1000000389	1000146291		1000147590	0	3	63	20	5579	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138022	0
260	1	false	0	0	95	95	0	0	83	1	0	1000000389	1000146292		1000147591	0	3	63	20	5580	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138023	0
261	1	false	0	0	95	95	0	0	83	1	0	1000000389	1000146293		1000147592	0	3	63	20	5581	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138024	0
262	1	false	0	0	95	95	0	0	83	1	0	1000000389	1000146294		1000147593	0	3	63	20	5582	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138025	0
263	1	false	0	0	95	95	0	0	83	1	0	1000000389	1000146295		1000147594	0	3	63	20	5583	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138026	0
264	1	false	0	0	95	95	0	0	83	1	0	1000000389	1000146296		1000147595	0	3	63	20	5584	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138027	0
265	1	false	0	0	95	95	0	0	83	1	0	1000000389	1000146297		1000147596	0	3	63	20	5585	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138028	0
266	1	false	0	0	95	95	0	0	83	1	0	1000000389	1000146298		1000147597	0	3	63	20	5586	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138029	0
267	1	false	0	0	95	95	0	0	83	1	0	1000000389	1000146299		1000147598	0	3	63	20	5587	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138030	0
268	1	false	0	0	95	95	0	0	83	1	0	1000000389	1000146300		1000147599	0	3	63	20	5588	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138031	0
269	1	false	0	0	95	95	0	0	83	1	0	1000000389	1000146301		1000147600	0	3	63	20	5589	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138032	0
270	1	false	0	0	95	95	0	0	83	1	0	1000000389	1000146302		1000147601	0	3	63	20	5590	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138033	0
271	1	false	0	0	95	95	0	0	83	1	0	1000000389	1000146303		1000147602	0	3	63	20	5591	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138034	0
272	1	false	0	0	95	95	0	0	83	1	0	1000023867	1000146304		1000147603	0	3	63	20	5721	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138035	0
273	1	false	0	0	95	95	0	0	83	1	0	1000023867	1000146305		1000147604	0	3	63	20	5540	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138036	0
274	1	false	0	0	95	95	0	0	83	1	0	1000023867	1000146306		1000147605	0	3	63	20	5722	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138037	0
275	1	false	0	0	95	95	0	0	83	1	0	1000023867	1000146307		1000147606	0	3	63	20	5541	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138038	0
276	1	false	0	0	95	95	0	0	83	1	0	1000023867	1000146308		1000147607	0	3	63	20	5542	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138039	0
277	1	false	0	0	95	95	0	0	83	1	0	1000023867	1000146309		1000147608	0	3	63	20	5543	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138040	0
278	1	false	0	0	95	95	0	0	83	1	0	1000023867	1000146310		1000147609	0	3	63	20	5544	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138041	0
279	1	false	0	0	95	95	0	0	83	1	0	1000023867	1000146311		1000147610	0	3	63	20	5555	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138042	0
280	1	false	0	0	95	95	0	0	83	1	0	1000023867	1000146312		1000147611	0	3	63	20	5556	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138043	0
281	1	false	0	0	95	95	0	0	83	1	0	1000023867	1000146313		1000147612	0	3	63	20	5557	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138044	0
282	1	false	0	0	95	95	0	0	83	1	0	1000023867	1000146314		1000147613	0	3	63	20	5558	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138045	0
283	1	false	0	0	95	95	0	0	83	1	0	1000023867	1000146315		1000147614	0	3	63	20	5559	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138046	0
284	1	false	0	0	95	95	0	0	83	1	0	1000023867	1000146316		1000147615	0	3	63	20	5545	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138047	0
285	1	false	0	0	95	95	0	0	83	1	0	1000023867	1000146317		1000147616	0	3	63	20	5546	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138048	0
286	1	false	0	0	95	95	0	0	83	1	0	1000023867	1000146318		1000147617	0	3	63	20	5547	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138049	0
287	1	false	0	0	95	95	0	0	83	1	0	1000023867	1000146319		1000147618	0	3	63	20	5723	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138050	0
288	1	false	0	0	95	95	0	0	83	1	0	1000023867	1000146320		1000147619	0	3	63	20	5724	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138051	0
289	1	false	0	0	95	95	0	0	83	1	0	1000023867	1000146321		1000147620	0	3	63	20	5548	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138052	0
290	1	false	0	0	95	95	0	0	83	1	0	1000023867	1000146322		1000147621	0	3	63	20	5549	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138053	0
291	1	false	0	0	95	95	0	0	83	1	0	1000023867	1000146323		1000147622	0	3	63	20	5550	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138054	0
292	1	false	0	0	95	95	0	0	83	1	0	1000023867	1000146324		1000147623	0	3	63	20	5551	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138055	0
293	1	false	0	0	95	95	0	0	83	1	0	1000023867	1000146325		1000147624	0	3	63	20	5552	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138056	0
294	1	false	0	0	95	95	0	0	83	1	0	1000023867	1000146326		1000147625	0	3	63	20	5553	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138057	0
295	1	false	0	0	95	95	0	0	83	1	0	1000023867	1000146327		1000147626	0	3	63	20	5554	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	1000138058	0
