ROWID	_Name|TEXT	_ClassID|INTEGER	_VisibleProb|FLOAT	_VisibleWeather|TEXT	_AniName|TEXT	_ActName|TEXT	_DefaultAction|TEXT	_IntersectionType|INTEGER	_Particle|INTEGER	_Sound|INTEGER	_Sound_Range|DOUBLE	_Sound_Rolloff|FLOAT	_CullingRange|INTEGER	_IsStaticCollision|BOOLEAN	_SpecLevel|INTEGER	_IsCastLightmap|BOOLEAN	_IsLightmapInfluence|BOOLEAN	_IsIncludeNavMesh|BOOLEAN	_IsCastWater|BOOLEAN	_IsProjectileSkip|BOOLEAN	_IsMonsterAggro|BOOLEAN	_IsMonsterCardTypeSkip|INTEGER	_ForceShow|BOOLEAN
2196	SD_N_StoneGateA.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2197	SD_N_StoneGateB.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2198	EYE_LWY_WO_Sea-Dragon-Portal_02.skn	1	1.0	All		EYE_LWY_WO_Sea-Dragon-Portal_02.act	Idle	1	0	0	10.0	0.5	1000	false	0	false	false	false	false	false	false	0	false
2199	EYE_LWY_WO_Sea-Dragon-Portal_03.skn	1	1.0	All		EYE_LWY_WO_Sea-Dragon-Portal_03.act	Idle	1	0	0	10.0	0.5	1000	false	0	false	false	false	false	false	false	0	false
2200	SD_A_MagicalPositionA.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	false	0	true	true	true	true	false	false	0	false
2201	SD_A_MagicalPositionB.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	false	0	true	true	true	true	false	false	0	false
2202	SD_A_MagicalPositionC.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	false	0	true	true	true	true	false	false	0	false
2203	SD_N_BlackHole02.skn	7	1.0	All		SD_N_BlackHole02.act	Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2204	SD_N_STONE01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2205	SD_N_STONE02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2206	SD_N_STONE03.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2207	SD_N_DownSfloor01.skn	1	1.0	All	SD_N_DownSfloor01.ani	SD_N_DownSfloor01.act	Stand	2	0	0	10.0	0.5	0	false	0	true	true	true	true	false	false	0	false
2251	LM_A_Loom.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2252	LM_A_Loomchair.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2253	LM_A_VineGate.skn	1	1.0	All	LM_A_VineGate.ani	LM_A_VineGate.act	Close	2	0	0	10.0	0.5	0	false	0	true	true	true	true	false	false	0	false
2254	LM_A_Lighthouse.skn	1	1.0	All	LM_A_Lighthouse.ani	LM_A_Lighthouse.act	Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2255	LotusMarsh_LotusLeaf.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2256	LM_A_Smallship02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2257	LM_A_Stakerope.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2258	LotusMarsh_Gate.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2259	LM_A_pot01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2260	LM_A_pot02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2261	LM_A_pot03.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2262	LM_A_pot04.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2263	LM_A_Karkhouse_outside.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2264	Co_N_plant4A.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	3	true	true	true	true	false	false	0	false
2265	Co_N_plant4B.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	3	true	true	true	true	false	false	0	false
2266	Co_N_TPplantA.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	3	true	true	true	true	false	false	0	false
2267	Co_N_TPalmtreeA.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	3	true	true	true	true	false	false	0	false
2268	Co_N_TPalmtreeB.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	3	true	true	true	true	false	false	0	false
2269	LM_Blacksmith.skn	1	1.0	All	LM_Blacksmith.ani	LM_Blacksmith.act	Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2271	Co_N_Carnivoreleaf01.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	3	true	true	true	true	false	false	0	false
2273	CO_A_Sacks01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2274	CO_A_Sacks02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2275	CO_N_cherryblossoms.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	3	true	true	true	true	false	false	0	false
2276	Co_N_LonggressA.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2277	Co_N_LonggressB.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2278	LM_A_Teleport.skn	1	1.0	All		LM_A_Teleport.act	Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2279	LM_A_Tlport_doll.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2280	LM_A_Tlport_broken.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2281	LM_A_Tlport_face.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2282	LM_A_Teleport_1.skn	1	1.0	All		LM_A_Teleport_1.act	Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2283	LM_A_HellGate.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2351	CircusTent01.skn	1	1.0	All	CircusTent01.ani	CircusTent01.act	Stand	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2352	CircusTent02.skn	1	1.0	All	CircusTent02.ani	CircusTent02.act	Stand	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2353	Circus_A_TicketOfficeA.skn	1	1.0	All	Circus_A_TicketOfficeA.ani	Circus_A_TicketOfficeA.act	Stand	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2354	Circus_A_Cart.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2355	Circus_A_barrel1.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2356	Circus_A_barrel2.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2357	Circus_A_box.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2358	Circus_A_box2.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	false	0	true	true	true	true	false	false	0	false
2359	Circus_A_box3.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2360	Circus_A_infoboard.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2361	Circus_A_lighting.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2362	Circus_A_obstacle.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2363	Circus_A_platform1.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2364	Circus_A_platform2.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2365	CircusFlag01.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2366	Circus_Fence01.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2367	Circus_Fence02.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2368	Circus_A_BalloonA.skn	1	1.0	All	Circus_A_BalloonA.ani	Circus_A_BalloonA.act	Stand	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2369	Circus_A_BalloonB.skn	1	1.0	All	Circus_A_BalloonB.ani	Circus_A_BalloonB.act	Stand	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2370	Circus_A_FlagBoxA.skn	1	1.0	All	Circus_A_FlagBoxA.ani	Circus_A_FlagBoxA.act	Stand	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2401	Christmas_doorlgt.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2402	Christmas_wreaths01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2403	Christmas_wreaths02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2404	Christmas_wreaths_ball01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2405	Christmas_wreaths_ball02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2406	Christmas_wreaths_ball03.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2407	Christmas_wreaths_bell01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2408	Christmas_wreaths_bell02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2409	Christmas_wreaths_candy01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2410	Christmas_wreaths_candy02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2411	Christmas_wreaths_candy03.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2412	Christmas_wreaths_lgt01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2413	Christmas_wreaths_lgt02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2414	Christmas_wreaths_ribbon.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2415	Christmas_wreaths_sock01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2416	Christmas_wreaths_sock02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2417	Christmas_wreaths_stand.skn	1	1.0	All		Christmas_wreaths_stand.act	Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2418	Christmas_Gift01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2419	Christmas_Gift02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2420	Christmas_Gift03.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2421	Christmas_Gift04.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2422	Christmas_Gift05.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2423	Christmas_Gift06.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2424	Christmas_Gift07.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2425	Christmas_Gift08.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2426	Christmas_Gift09.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2427	Christmas_Gift10.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2428	Christmas_LadderA.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2429	Christmas_Liquid01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2430	Christmas_Liquid02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2431	Christmas_SledgeA.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2432	Christmas_SledgeB.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2433	Christmas_Weapon01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2434	Christmas_Weapon02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2435	Christmas_Weapon03.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2436	ChristmasTree.skn	1	1.0	All	ChristmasTree.ani	ChristmasTree.act	Action #00	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2437	Christmas_Rudolph.skn	1	1.0	All		Christmas_Rudolph.act	Idle	0	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2438	Christmas_Bigwreath.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2439	Christmas_candle01.skn	1	1.0	All		Christmas_candle01.act	Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2440	Christmas_duck01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2441	Christmas_MainCastleDecorate.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2442	Christmas_SideCastleDecorate.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2443	Christmas2013_Smallribbon.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2444	Christmas2013_Bigribbon.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2445	Christmas_2013stand.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2446	Christmas_2013door.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2447	Christmas2013_Tree.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2448	Christmas_Cake01.skn	1	1.0	All	Christmas_Cake01.ani	Christmas_Cake01.act	Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2449	Christmas_Cake01_Ribbon.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2500	FarmPlants01.skn	5	1.0	All	FarmPlants01.ani	FarmPlants01.act	Idle	2	0	0	10.0	0.5	0	false	0	true	true	false	true	false	false	0	false
2501	FarmPlants02.skn	5	1.0	All	FarmPlants02.ani	FarmPlants02.act	Idle	2	0	0	10.0	0.5	0	false	0	true	true	false	true	false	false	0	false
2502	FarmPlants03.skn	5	1.0	All	FarmPlants03.ani	FarmPlants03.act	Idle	2	0	0	10.0	0.5	0	false	0	true	true	false	true	false	false	0	false
2503	FarmPlants04.skn	5	1.0	All	FarmPlants04.ani	FarmPlants04.act	Idle	2	0	0	10.0	0.5	0	false	0	true	true	false	true	false	false	0	false
2504	FarmPlants05.skn	5	1.0	All	FarmPlants05.ani	FarmPlants05.act	Idle	2	0	0	10.0	0.5	0	false	0	true	true	false	true	false	false	0	false
2505	FarmPlants_Basic.skn	5	1.0	All			Idle	2	0	0	10.0	0.5	0	false	0	true	true	false	true	false	false	0	false
2506	FishingBorad01.skn	9	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2507	FishingBorad02.skn	9	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2508	FishingBorad03.skn	9	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2509	FishingBorad04.skn	9	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2510	FishingBasket01.skn	1	1.0	All	FishingBasket01.ani	FishingBasket01.act	Stand;Stand2;Stand3	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2511	FishingBasket02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2512	Fishing_Prop01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2513	Fishing_Prop02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2514	Fishing_Prop03.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2515	Fishing_Prop04.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2516	Fishing_Prop05.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2517	Fish_prop01.skn	1	1.0	All	Fish_prop.ani	Fish_prop.act	Stand;Stand2;Stand3	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2518	Fish_prop02.skn	1	1.0	All	Fish_prop.ani	Fish_prop.act	Stand;Stand2;Stand3	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2519	Fish_prop03.skn	1	1.0	All	Fish_prop.ani	Fish_prop.act	Stand;Stand2;Stand3	0	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2520	Fishing_Shoes01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	false	true	false	false	0	false
2521	SeaFishing_A_BigGate.skn	1	1.0	All	SeaFishing_A_BigGate.ani	SeaFishing_A_BigGate.act	Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2522	SeaFishing_A_SmallGate.skn	1	1.0	All	SeaFishing_A_SmallGate.ani	SeaFishing_A_SmallGate.act	Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2523	SeaFishing_A_parasol01.skn	1	1.0	All	SeaFishing_A_parasol01.ani	SeaFishing_A_parasol01.act	Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2524	SeaFishing_A_parasol02.skn	1	1.0	All	SeaFishing_A_parasol02.ani	SeaFishing_A_parasol02.act	Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2525	SeaFishing_A_Chair.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2526	SeaFishing_A_Fence01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2527	SeaFishing_A_LightHouse_01.skn	1	1.0	All	SeaFishing_A_LightHouse_01.ani	SeaFishing_A_LightHouse_01.act	Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2528	SeaFishing_A_Island01.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2529	SeaFishing_A_Starfish01.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2530	SeaFishing_A_GiantClam01.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2531	SeaFishing_A_Mat01.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2532	SeaFishing_A_Mat02.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2533	SeaFishing_A_House.skn	1	1.0	All	SeaFishing_A_House.ani	SeaFishing_A_House.act	Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2534	EYE_MOO_WO_wave01.skn	1	1.0	All		EYE_MOO_WO_wave01.act	Idle	1	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2535	HS_N_CherryTree01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2536	HS_N_CherryTree02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2537	HS_A_HotSpringGate01.skn	1	1.0	All	HS_A_HotSpringGate01.ani	HS_A_HotSpringGate01.act	Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2538	HS_A_HsLamp01.skn	1	1.0	All	HS_A_HsLamp01.ani	HS_A_HsLamp01.act	Idle	0	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2539	HS_A_HsLamp02.skn 	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2540	HS_A_TicketOffice01.skn	1	1.0	All	HS_A_TicketOffice01.ani	HS_A_TicketOffice01.act	Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2541	HS_A_HotSpringFlag01.skn	1	1.0	All	HS_A_HotSpringFlag01.ani	HS_A_HotSpringFlag01.act	Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2542	HS_A_HotSpringFlag02.skn	1	1.0	All	HS_A_HotSpringFlag02.ani	HS_A_HotSpringFlag02.act	Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2543	HS_A_HotSpringShop01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2544	HS_A_HotSpringWall01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2545	HS_A_HotSpringWall02.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2546	HS_A_HotSpringWall03.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2547	HS_A_HotSpringbamboo01.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2548	HS_A_Bath_01.skn	1	1.0	All		HS_A_Bath_01.act	Idle	0	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2549	HS_A_Bridge_01.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2550	HS_A_Carpet_01.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2551	HS_A_Parasol_01.skn	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2552	HS_A_WaterMelon_01.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2553	HS_A_WaterMelon_02.skn	0	1.0	All			Idle	0	0	0	10.0	0.5	0	true	0	true	true	true	true	false	false	0	false
2554	HS_FishStatue_01.skn	1	1.0	All		HS_FishStatue_01.act	Idle	0	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2555	NPC_Spa_fairy.skn	1	1.0	All	NPC_Spa_fairy.ani	NPC_Spa_fairy.act	Stand;Stand2	0	0	0	10.0	0.5	0	true	0	false	true	true	true	false	false	0	false
2556	SeaFishing_A_Fence03	0	1.0	All			Idle	2	0	0	10.0	0.5	0	true	0	true	false	true	true	false	false	0	false
2557	FarmPlants_PointTree_01.skn	5	1.0	All	FarmPlants_PointTree_01.ani	FarmPlants_PointTree_01.act	Idle	2	0	0	10.0	0.5	0	false	0	true	true	false	true	false	false	0	false
2558	FarmPlants_PointTree_02.skn	5	1.0	All	FarmPlants_PointTree_02.ani	FarmPlants_PointTree_02.act	Idle	2	0	0	10.0	0.5	0	false	0	true	true	false	true	false	false	0	false
2601	RangkingFlag01.skn	5	1.0	All	RangkingFlag01.ani	RangkingFlag01.act	Idle	2	0	0	10.0	0.5	0	false	0	true	true	false	true	false	false	0	false
2602	RangkingFlag02.skn	5	1.0	All	RangkingFlag02.ani	RangkingFlag02.act	Idle	2	0	0	10.0	0.5	0	false	0	true	true	false	true	false	false	0	false
2603	RangkingFlag03.skn	5	1.0	All	RangkingFlag03.ani	RangkingFlag03.act	Idle	2	0	0	10.0	0.5	0	false	0	true	true	false	true	false	false	0	false
2604	LM_D_AncientSlate03_Click.skn	5	1.0	All	LM_D_AncientSlate03_Click.ani	LM_D_AncientSlate03_Click.act	Idle	0	0	0	10.0	0.5	0	false	0	true	true	false	true	false	false	0	false
2605	LM_N_DragonEgg_Ope.skn	5	1.0	All	LM_N_DragonEgg_Ope.ani	LM_N_DragonEgg_Ope.act	Idle	2	736	123	10.0	0.5	0	false	0	false	true	false	true	false	false	0	false
2606	4d_rabbit_Key.skn	1	1.0	All	4d_rabbit_Key.ani	4d_rabbit_Key.act	Stand	0	0	0	10.0	0.5	0	false	0	true	false	true	true	false	false	0	false
2607	TreasureBox02.skn	5	1.0	All	TreasureBox02.ani	TreasureBox02.act	Idle	2	0	0	10.0	0.5	0	false	0	true	true	true	true	false	false	0	false
2801	LM_D_JungleAncientSwitchA.skn	5	1.0	All	LM_D_JungleAncientSwitchA.ani	LM_D_JungleAncientSwitchA.act	Idle	2	0	0	10.0	0.5	0	false	0	true	true	false	true	false	false	0	false
2802	LM_A_LifeExtractionFloor.skn	1	1.0	All	LM_A_LifeExtractionFloor.ani	LM_A_LifeExtractionFloor.act	Idle	2	0	0	10.0	0.5	0	false	0	true	true	false	true	true	false	0	false
2803	LM_A_LifeExtractionPillar.skn	2	1.0	All	LM_A_LifeExtractionPillar.ani	LM_A_LifeExtractionPillar.act	Idle	2	736	123	10.0	0.5	0	false	0	false	true	false	true	false	false	0	false
2804	LM_A_Closedspacevariation01.skn	2	1.0	All	LM_A_Closedspacevariation01.ani	LM_A_Closedspacevariation01.act	Idle	2	736	123	10.0	0.5	0	false	0	false	true	false	true	false	false	0	false
2805	RW_N_HolyWall.skn	1	1.0	All	RW_N_HolyWall.ani	RW_N_HolyWall.act	Idle	2	0	0	10.0	0.5	0	false	0	false	false	false	true	false	false	0	false
