ROWID	_StaticName|TEXT	_StateEffectIndex|INTEGER	_ShowTimingType|INTEGER	_EffectOutputType|INTEGER	_EffectPlayType|INTEGER	_EffectSkinFileName|INTEGER	_EffectAniFileName|INTEGER	_EffectActFileName|INTEGER	_ActorActionName|TEXT	_UseDiffuseVariation|INTEGER	_DiffuseR1|DOUBLE	_DiffuseG1|DOUBLE	_DiffuseB1|DOUBLE	_DiffuseR2|DOUBLE	_DiffuseG2|DOUBLE	_DiffuseB2|DOUBLE	_DiffuseChangeSpeed|DOUBLE	_LinkBoneIndex|TEXT	_ContentsID|TEXT	_SetParent|BOOLEAN
559	소울_스크림	250	0	2	0	0	0	17171		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
560	스펫터오브페인	249	0	2	0	0	0	17172		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
561	스피릿오브지니	87	0	2	0	0	0	17173		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
562	스티그마오브커즈	246	0	2	0	0	0	17174		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
563	서먼_퍼펫	247	0	2	0	0	0	17175		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
564	네거티브고스트	148	0	2	0	0	0	17609		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
565	브리즈콜댄스	134	0	2	0	0	0	20246		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
566	일루전댄스	276	0	2	0	0	0	20247		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
567	스콜플레이커	129	0	2	0	0	0	20248		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
568	브리즈콜댄스(디버프)	244	0	2	0	0	0	20721		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
569	일루전댄스(디버프)	161	0	2	0	0	0	20722		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
570	엑스태틱 댄스 - 오크	15	0	2	1	0	0	13100		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
571	엑스태틱 댄스 - 구울	279	0	2	0	0	0	13148		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
572	엑스태틱 댄스 - 미노	9	0	2	0	0	0	20991		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
573	엑스태틱 댄스2 - 다엘	278	0	2	0	0	0	13028		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
574		22	0	2	0	0	0	20990		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
576	ProtectionShell	134	0	2	0	0	0	13020		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
577	일루전 게이즈	276	0	2	0	0	0	12983		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
578	와이드 스팅어(경직저항 감소)	123	0	2	0	0	0	12991		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
579	프라이토르 - 골절	161	0	2	0	0	0	20994		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
801	베니쉬쉐도우_버프	25	0	2	0	0	0	22287		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
802	레이드_버프	169	0	2	0	0	0	22288		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
803	크리플퍼니셔	25	0	2	0	0	0	23309		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
804	페이드	73	0	2	0	0	0	23310		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
805	마크오브크로우	278	0	2	1	0	0	23311		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
806	마크오브울프	135	0	2	1	0	0	23312		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
807	움브라	25	0	2	0	0	0	23313		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
808	마크오브크로우_서브	285	0	2	0	0	0	23386		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
809	마크오브울프_서브	16	0	2	0	0	0	13099		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
810	피지컬 라이징	0	0	2	0	0	0	29451		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	10;11		false
811	디엔드 디버프	25	0	2	0	0	0	23957		0	0.0	6.0	0.0	0.0	0.0	0.0	1.0	1		false
812	매직 어택 마스터리	165	0	2	0	0	0	29451		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	10;11		false
813	아소니스트_버프	32	0	2	0	0	0	23314		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	10;11		false
901	전용 버프	0	0	2	0	0	0	30307		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;1;1;1;1;1;1;1;1		false
902	하모나이즈	346	0	2	0	0	0	30774		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
903	이래틱 파워	349	0	2	0	0	0	31859		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
904	이래틱 파워 데미지	76	0	2	0	0	0	31860		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
905	PhysicalBullsEye	246	0	2	0	0	0	12978		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
906	ArcaneFocus	38	0	2	0	0	0	32004		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
907	UnguardedPoint	347	0	2	0	0	0	32324		0	0.94509804	0.26666668	0.26666668	1.0	0.4	0.4	3.0	0;1;2;3;4;5;6;7;8;9		false
908	언가디언 포인트 데미지	100	0	2	0	0	0	33078		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
909	무한 약점노출	100	0	2	0	0	0	49030		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
500	동상(리뉴얼)	25	0	2	0	13084	13083	13090	Freezing	1	0.23	1.47	1.5	0.25882354	0.6509804	0.9843137	15.0	1;3;4;5;6		false
501	광폭화(리뉴얼)	76	0	2	0	0	0	13130		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
601	Vehicle_Slow	25	0	0	0	0	0	13143		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
602	Vehicle_Boost	25	0	0	0	0	0	13142		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
603	느려짐(초록색독)	25	0	0	0	0	0	13079		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
701		0	0	0	0	0	0	14755		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
702		218	1	0	0	0	0	15352		1	0.23	1.0	0.18	0.105882354	0.46666667	0.023529412	2.0	1;3;4;5;6		false
703		220	0	2	0	0	0	15931		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
704		220	0	2	0	0	0	15932		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
705		0	0	2	0	0	0	17084		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
1011	공성무기_혼돈	0	0	2	0	0	0	13091		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0;1;2;3;4;5;6;7;8;9		false
1012	공성무기_질서	0	0	2	0	0	0	13092		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0;1;2;3;4;5;6;7;8;9		false
1013	공성무기_혼돈	0	0	2	0	0	0	13095		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
1014	공성무기_질서	0	0	2	0	0	0	13096		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
1015	물리공격저항	134	0	2	0	0	0	13094		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
1016	데미갓	134	0	2	0	0	0	13093		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
1017	붕대덫	70	0	2	0	0	0	12996	Hold	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
1018	왕관	61	0	2	0	0	0	34822		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
1019		28	0	2	1	0	0	35475		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
1020		25	0	2	0	0	0	12986		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
1021		218	0	2	0	0	0	23105	Hold	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
3001	아이스배리어(FREEZING_SHIELD)	173	0	0	0	0	0	12987		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
3002	이속증가(아크비숍), 무적	75	0	0	0	0	0	12988		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
3003	호밍미사일(느려지는독)	44	0	2	0	0	0	12986		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
3004	폭탄 아이콘	0	0	2	0	0	0	13101		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0;1;2;3;4;5;6;7;8;9		false
3005	Freezing 효과	41	1	0	0	13007	13006	13005	Hold	1	0.6156863	0.9372549	0.9019608	0.2	0.60784316	0.79607844	2.0			false
3006	폭탄 아이콘	0	0	2	0	0	0	13102		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0;1;2;3;4;5;6;7;8;9		false
3007	Lets Dance	41	0	2	0	0	0	13009		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
3008	Dance Fail	100	0	2	0	0	0	13008		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
3101	아이스배리어(FREEZING_SHIELD)	173	0	0	0	0	0	29391		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
5001		0	0	2	0	0	0	15517		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
5002		0	0	2	0	0	0	15518		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
5003		0	0	2	0	0	0	15519		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
5004		11	0	2	0	0	0	15520		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
5005		13	0	2	0	0	0	15521		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
5006		11	0	2	0	0	0	15522		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
5007		234	0	2	0	0	0	15519		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
5008		0	0	2	0	0	0	24385		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
5009		0	0	2	0	0	0	24387		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
5010		0	0	2	0	0	0	24386		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
5011		0	0	2	0	0	0	12992		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
5012		0	0	2	0	0	0	13034		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
5013		134	0	2	0	0	0	25803		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
5014		0	0	2	0	0	0	12989		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
5100		2	0	2	1	0	0	42158		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
5101		2	0	2	1	0	0	42159		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
5102		2	0	2	1	0	0	42160		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
5103		2	0	2	1	0	0	42161		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
5104		2	0	2	1	0	0	42162		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
5105		2	0	2	1	0	0	42163		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
5106		2	0	2	1	0	0	42164		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
10001	모든공격력 증가	2	0	2	0	0	0	12994		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
10002	모든공격력 감소	2	0	2	0	0	0	12990		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
10003	모든방어력 증가	4	0	2	0	0	0	13035		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
10004	모든방어력 감소	4	0	2	0	0	0	13032		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
10005	경직확률 증가	123	0	2	0	0	0	13134		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
10006	경직확률 감소	123	0	2	0	0	0	12990		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
10007	스턴확률 증가	127	0	2	0	0	0	13137		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
10008	스턴확률 감소	127	0	2	0	0	0	12990		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
10009	크리티컬 증가	125	0	2	0	0	0	13029		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
10010	크리티컬 감소	125	0	2	0	0	0	12990		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
10011	이동속도 증가	76	0	2	0	0	0	13131		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
10012	이동속도 감소	76	0	2	0	0	0	12990		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
10013	발렌타인 물약	76	0	0	0	0	0	21810		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
10014	천사링 물약	76	0	2	0	0	0	23100		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
10015	경험치 획득	76	0	2	0	0	0	24460		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
10016	레벨 상승	76	0	2	0	0	0	24461		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11001	공격력 상승 방어력 감소	2	0	2	0	0	0	12995		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11002	방어력 상승 공격력 감소	4	0	2	0	0	0	13037		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11003	쿨타임 감소 마나소비 감소	96	0	2	0	0	0	13027		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11101	오라_HP회복(500)	0	0	2	0	0	0	14072		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11102	오라_디펜스강화(500)	0	0	2	0	0	0	14073		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11103	오라_종합오라(500)	0	0	2	0	0	0	14074		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11104	격노(디퓨즈)	0	0	2	0	0	0	14104		1	0.7	0.0	0.5	0.7	1.0	0.25	5.0	2		false
11105	골렘버블	218	1	0	0	0	0	14053		0	0.45	1.0	0.18	0.45	1.0	0.18	1.0			false
11106	혼란	225	0	2	0	0	0	14054		0	0.0	0.0	0.0	0.45	1.0	0.58	2.0	1;3;4;5;6		false
11107	강한 중독	44	1	2	0	0	0	14052		0	0.23	1.0	0.18	0.105882354	0.46666667	0.023529412	2.0	1;3;4;5;6		false
11108	오라_광폭화(300)	0	0	0	0	0	0	14075		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			false
11109	오라_스피드다운(300)	0	0	0	0	0	0	14076		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			false
11110	카라한 다크 오라	2	0	0	0	0	0	14256		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			false
11111	골렘버블(퍼플)	218	1	0	0	0	0	14105		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
11112	종합오라 스테이트	0	0	2	0	0	0	14107		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11113	거미고치	41	1	0	0	0	0	14147		1	0.23	1.0	0.18	0.105882354	0.46666667	0.023529412	2.0	1;3;4;5;6		false
11114	아포칼립스 격노	0	0	2	0	0	0	14267		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11115	아포칼립스 수면	0	0	2	0	0	0	14266		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11116	액션제한_점프불가	0	0	2	0	0	0	14302		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11117	문장버프_화염저항냉기감소	37	0	2	0	0	0	14320		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11118	문장버프_냉기저항화염감소	36	0	2	0	0	0	14321		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11119	문장버프_MP0	18	0	2	0	0	0	14322		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
11120	문장버프_MP회복	18	0	2	0	0	0	14323		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
11121	점프불가	224	0	2	0	0	0	14355		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11122		0	0	2	0	0	0	19521		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11123		100	0	2	0	0	0	19612		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
11124		2	0	2	0	0	0	19587		1	0.94509804	0.26666668	0.26666668	1.0	0.4	0.4	3.0	0		false
11125		0	0	2	0	0	0	20491		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11126		149	1	0	0	0	0	19613	Hit_Up	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11127		0	0	2	0	0	0	19595		1	0.94509804	0.26666668	0.26666668	1.0	1.0	1.0	3.0	2		false
11128		16	0	2	0	0	0	20477		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
11129		0	0	2	0	0	0	19708		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
11130		0	0	2	0	0	0	19767		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11131		0	0	2	0	0	0	20192		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11132		2	0	2	0	0	0	20507		1	0.94509804	0.26666668	0.26666668	1.0	0.4	0.4	3.0	0		false
11133		2	0	2	0	0	0	20508		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
11134		218	1	0	0	0	0	20512		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
11135		218	1	0	0	0	0	13145		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11136		0	0	2	0	0	0	13098		0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2		false
11137		0	0	2	0	0	0	23515		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3;4		false
11151	구울 저주	16	0	0	0	0	0	15306		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			false
11152	구울 묶기	70	0	2	0	0	0	15338	Hold	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11155	Aura_fire	0	0	2	0	0	0	16770		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11156	Stare	0	0	2	0	0	0	17142		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11157	Shock_typoon	0	0	2	0	0	0	17379		1	0.07058824	0.36078432	0.9490196	0.03137255	0.19607843	0.6039216	45.0	1;3;4;5;6		false
11165	Single_buff	0	0	2	0	0	0	13051		1	1.0	1.0	1.0	0.4	0.4	0.4	5.0	1;3;4;5;6		false
11166	PowerCharge	2	0	2	0	0	0	17569		1	0.94509804	0.26666668	0.26666668	1.0	1.0	1.0	3.0	2		false
11167	AuraRangeCheck	0	0	2	0	0	0	14073		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11170	HoldingInBubble	70	0	0	0	0	0	22251		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11171	Mushroom_Yellow_Allow	0	0	2	0	0	0	22541		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11172	Mushroom_Black_Allow	0	0	2	0	0	0	22540		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11173	Guide_Buff	16	0	2	0	0	0	23091		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11174	Heartmark	0	0	2	0	0	0	23103		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11175	Vine_ESCAPE	218	0	2	0	0	0	23105	Hold	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11176	IronSkin	61	0	0	0	0	0	23337		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
11177	Guide_Invisible	0	0	2	0	0	0	24180		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11190		2	0	2	0	0	0	22319		1	0.94509804	0.26666668	0.26666668	1.0	1.0	1.0	3.0	2		false
11191		0	0	0	0	0	0	14755		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11192		0	0	2	0	0	0	25464		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
11194		99	0	2	0	0	0	25463		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11195		99	0	2	0	0	0	25465		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11196		0	0	2	0	0	0	27650		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11201		0	0	2	0	0	0	23398		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11202		0	0	2	0	0	0	23399		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11203		0	0	2	0	0	0	23400		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11204		0	0	2	0	0	0	23401		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11205		0	0	2	0	0	0	23402		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11206		0	0	2	0	0	0	23403		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11211		0	0	2	0	0	0	23410		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11212		0	0	2	0	0	0	23411		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11213		0	0	2	0	0	0	23412		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11214		0	0	2	0	0	0	23413		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11215		0	0	2	0	0	0	23414		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11216		0	0	2	0	0	0	23415		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11221		0	0	2	0	0	0	23509		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
11222		0	0	2	0	0	0	23510		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
11223		0	0	2	0	0	0	23511		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
11224		0	0	2	0	0	0	23512		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
11225		0	0	2	0	0	0	23513		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
11226		0	0	2	0	0	0	23514		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
11231		0	0	2	0	0	0	23515		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
11232		0	0	2	0	0	0	23516		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
11233		0	0	2	0	0	0	23517		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
11234		0	0	2	0	0	0	23518		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
11235		0	0	2	0	0	0	23519		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
11236		0	0	2	0	0	0	23520		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
11241		0	0	2	0	0	0	23509		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3;4		false
11242		0	0	2	0	0	0	23510		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3;4		false
11243		0	0	2	0	0	0	23511		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3;4		false
11244		0	0	2	0	0	0	23512		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3;4		false
11245		0	0	2	0	0	0	23513		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3;4		false
11246		0	0	2	0	0	0	23514		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3;4		false
11251		0	0	2	0	0	0	24053		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11252		0	0	2	0	0	0	24054		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11253		0	0	2	0	0	0	24055		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11254		0	0	2	0	0	0	24056		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11255		0	0	2	0	0	0	24052		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11271		0	0	2	0	0	0	25462		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11272		0	0	2	0	0	0	25463		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11273		0	0	2	0	0	0	25464		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11274		0	0	2	0	0	0	25465		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11275		0	0	2	0	0	0	25785		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11276		0	0	2	0	0	0	14284		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
11278		0	0	2	0	0	0	26741		1	0.94509804	0.26666668	0.26666668	1.0	0.4	0.4	3.0	0		false
11279		0	0	2	0	0	0	26742		1	0.94509804	0.26666668	0.26666668	1.0	0.4	0.4	3.0	0		false
11280		0	0	2	0	0	0	26743		1	0.94509804	0.26666668	0.26666668	1.0	0.4	0.4	3.0	0		false
11281		0	0	2	0	0	0	26744		1	0.94509804	0.26666668	0.26666668	1.0	0.4	0.4	3.0	0		false
11282		0	0	2	0	0	0	17084		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
11283		0	0	2	0	0	0	0		1	0.94509804	0.26666668	0.26666668	1.0	0.4	0.4	3.0	0		false
11284		0	0	2	0	0	0	26808		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11285		0	0	2	0	0	0	27045		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11286		0	0	2	0	0	0	27046		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11287		0	0	2	0	0	0	23103		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11288		225	0	2	0	0	0	14054		0	0.0	0.0	0.0	0.45	1.0	0.58	2.0	1;3;4;5;6		false
11289		0	1	2	0	13084	13083	13082	Freezing	1	0.23	1.47	1.5	0.25882354	0.6509804	0.9843137	15.0	1;3;4;5;6		false
11290		305	0	2	0	0	0	25906		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
11291		0	0	2	0	0	0	15338	Hold	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11301		0	0	2	0	0	0	23437		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11302		0	0	2	0	0	0	23505		0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2		false
11303		0	0	2	0	0	0	23789		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11351		0	0	2	0	0	0	25237		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
11352		134	0	2	0	0	0	25262		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
11353		254	0	0	0	0	0	13155		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
