ROWID	_HP|INTEGER	_HPRefreshTimems|INTEGER	_MainDamageRate|FLOAT	_DefenseRate|FLOAT	_PassiveSkillIndex|INTEGER	_PassiveSkillLevel|INTEGER	_PassiveSkillLink|BOOLEAN	_PartsHPLink|TEXT	_DeadSkillIndex|INTEGER	_DeadSkinName|TEXT	_DeadAniName|TEXT	_DeadActionName|TEXT	_DeadAction|TEXT	_DeadActorAction|TEXT	_DeadActorActionBoneName|TEXT	_DeadActorActionFixBoneName|TEXT	_LimitAction1|TEXT	_LimitAction2|TEXT	_LimitAction3|TEXT	_LimitAction4|TEXT	_LimitAction5|TEXT	_BoneName1|TEXT	_MeshName1|TEXT	_EffectType1|BOOLEAN	_BoneName2|TEXT	_MeshName2|TEXT	_EffectType2|BOOLEAN	_BoneName3|TEXT	_MeshName3|TEXT	_EffectType3|BOOLEAN	_BoneName4|TEXT	_MeshName4|TEXT	_EffectType4|BOOLEAN	_BoneName5|TEXT	_MeshName5|TEXT	_EffectType5|BOOLEAN	_BoneName6|TEXT	_MeshName6|TEXT	_EffectType6|BOOLEAN	_BoneName7|TEXT	_MeshName7|TEXT	_EffectType7|BOOLEAN	_BoneName8|TEXT	_MeshName8|TEXT	_EffectType8|BOOLEAN	_BoneName9|TEXT	_MeshName9|TEXT	_EffectType9|BOOLEAN	_BoneName10|TEXT	_MeshName10|TEXT	_EffectType10|BOOLEAN	_BoneName11|TEXT	_MeshName11|TEXT	_EffectType11|BOOLEAN	_BoneName12|TEXT	_MeshName12|TEXT	_EffectType12|BOOLEAN	_BoneName13|TEXT	_MeshName13|TEXT	_EffectType13|BOOLEAN	_BoneName14|TEXT	_MeshName14|TEXT	_EffectType14|BOOLEAN	_BoneName15|TEXT	_MeshName15|TEXT	_EffectType15|BOOLEAN	_BoneName16|TEXT	_MeshName16|TEXT	_EffectType16|BOOLEAN	_BoneName17|TEXT	_MeshName17|TEXT	_EffectType17|BOOLEAN	_BoneName18|TEXT	_MeshName18|TEXT	_EffectType18|BOOLEAN	_BoneName19|TEXT	_MeshName19|TEXT	_EffectType19|BOOLEAN	_BoneName20|TEXT	_MeshName20|TEXT	_EffectType20|BOOLEAN	_DeadActorAmbient_R|DOUBLE	_DeadActorAmbient_G|DOUBLE	_DeadActorAmbient_B|DOUBLE	_DeadActorDiffuse_R|DOUBLE	_DeadActorDiffuse_G|DOUBLE	_DeadActorDiffuse_B|DOUBLE	_ToHitBlinkRed|DOUBLE	_ToHitBlinkGreen|DOUBLE	_ToHitBlinkBlue|DOUBLE	_ToHitBlinkTime|DOUBLE	_ToHitShakeTime|DOUBLE	_RequiredPartsID|TEXT	_RequiredPartsHP|TEXT	_Scaling|DOUBLE	_NameID|INTEGER	_PartsHPDisplay|BOOLEAN
153	500000	7000	1.0	1.0	0	0	false	0	30594				Idle	Destroy_Tail	Bone08	~MainDummy						Bone08	Object01	true	Bone09	Object01	true	Bone10	Object01	true			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.46	0.46	0.46	0.46	0.46	0.46	1.0	0.0	0.0	0.4	0.3			4.0	2233	false
154	5000	7000	1.0	1.0	0	0	false	0	30595				Idle	Stun	Bip01 Head	~MainDummy						Bip01 Head	Object02	true			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.46	0.46	0.46	0.46	0.46	0.46	1.0	0.0	0.0	0.4	0.3	151	0	4.0	1000036378	false
155	2500000	7000	1.0	1.0	0	0	false	0	30594				Idle	Destroy_Tail	Bone08	~MainDummy						Bone08	Object01	true	Bone09	Object01	true	Bone10	Object01	true			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.46	0.46	0.46	0.46	0.46	0.46	1.0	0.0	0.0	0.4	0.3			4.0	2233	false
156	0	0	1.0	1.0	0	0	false	0	0															false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0	false
157	2400000	30000	0.0	1.0	0	0	false	0	30971													~Dummy21	Lotus_Golem_Face	false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.21	0.22	0.28	0.43	0.46	0.59	1.0	0.0	0.0	0.3	0.3			3.0	1000032819	true
158	9000000	30000	1.5	1.0	0	0	false	0	0													~Dummy42	Object01	false	~Dummy42	DragonSycophant_Bishop_Black_body	false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.21	0.22	0.28	0.43	0.46	0.59	1.0	0.0	0.0	0.3	0.3			3.0	1000023862	false
159	0	0	1.0	1.0	0	0	false	0	0															false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0	false
160	400000	30000	0.0	1.0	0	0	false	0	30971													~Dummy21	Lotus_Golem_Face	false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.21	0.22	0.28	0.43	0.46	0.59	1.0	0.0	0.0	0.3	0.3			3.0	1000032819	true
161	9000000	30000	1.5	1.0	0	0	false	0	0													~Dummy42	Object01	false	~Dummy42	DragonSycophant_Bishop_Black_body	false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.21	0.22	0.28	0.43	0.46	0.59	1.0	0.0	0.0	0.3	0.3			3.0	1000023862	false
162	0	0	1.0	1.0	0	0	false	0	0															false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0	false
163	600000	30000	0.0	1.0	0	0	false	0	30971													~Dummy21	Lotus_Golem_Face	false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.21	0.22	0.28	0.43	0.46	0.59	1.0	0.0	0.0	0.3	0.3			3.0	1000032819	true
164	9000000	30000	1.5	1.0	0	0	false	0	0													~Dummy42	Object01	false	~Dummy42	DragonSycophant_Bishop_Black_body	false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.21	0.22	0.28	0.43	0.46	0.59	1.0	0.0	0.0	0.3	0.3			3.0	1000023862	false
165	0	0	1.0	1.0	0	0	false	0	0															false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0	false
166	100000	30000	0.0	1.0	0	0	false	0	30971													~Dummy21	Lotus_Golem_Face	false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.21	0.22	0.28	0.43	0.46	0.59	1.0	0.0	0.0	0.3	0.3			3.0	1000032819	true
167	9000000	30000	1.5	1.0	0	0	false	0	0													~Dummy42	Object01	false	~Dummy42	DragonSycophant_Bishop_Black_body	false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.21	0.22	0.28	0.43	0.46	0.59	1.0	0.0	0.0	0.3	0.3			3.0	1000023862	false
168	200000	30000	0.0	1.0	0	0	false	0	30971													~Dummy21	Lotus_Golem_Face	false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.21	0.22	0.28	0.43	0.46	0.59	1.0	0.0	0.0	0.3	0.3			3.0	1000032819	true
169	9000000	30000	1.5	1.0	0	0	false	0	0													~Dummy42	Object01	false	~Dummy42	DragonSycophant_Bishop_Black_body	false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.21	0.22	0.28	0.43	0.46	0.59	1.0	0.0	0.0	0.3	0.3			3.0	1000023862	false
170	100000	10000	1.0	1.0	0	0	false	0	31551				Idle									Bip01 Head	GreenDragon_Head	true			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.46	0.46	0.46	0.46	0.46	0.46	1.0	0.0	0.0	0.4	0.3			2.0	1000036378	true
171	600000	10000	1.0	1.0	0	0	false	0	31552				Idle									Bone30	Object01	true	Bone31	Object01	true	Bone32	Object01	true	Bone33	Object01	true	Bone34	Object01	true	Bone36	Object01	true	one38	Object01	true			false			false			false			false			false			false			false			false			false			false			false			false			false	0.46	0.46	0.46	0.46	0.46	0.46	1.0	0.0	0.0	0.4	0.3			2.0	2233	true
172	150000	10000	1.0	1.0	0	0	false	0	31562				Idle									Bone00	GreenDragon_Wing	true	Bone02	GreenDragon_Wing	true	Bone04	GreenDragon_Wing	true	Bone06	GreenDragon_Wing	true	Bone22	GreenDragon_Wing	true	Bone24	GreenDragon_Wing	true	Bone16	GreenDragon_Wing	true	Bone18	GreenDragon_Wing	true	Bone10	GreenDragon_Wing	true	Bone12	GreenDragon_Wing	true	Bone01	GreenDragon_Wing	true	Bone03	GreenDragon_Wing	true	Bone05	GreenDragon_Wing	true	Bone07	GreenDragon_Wing	true	Bone11	GreenDragon_Wing	true	Bone13	GreenDragon_Wing	true	Bone17	GreenDragon_Wing	true	Bone19	GreenDragon_Wing	true	Bone23	GreenDragon_Wing	true	Bone25	GreenDragon_Wing	true	0.46	0.46	0.46	0.46	0.46	0.46	1.0	0.0	0.0	0.4	0.3			2.0	2232	true
173	0	0	1.0	1.0	0	0	false	0	0															false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0	false
174	200000	30000	0.0	1.0	0	0	false	0	30971													~Dummy21	Lotus_Golem_Face	false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.21	0.22	0.28	0.43	0.46	0.59	1.0	0.0	0.0	0.3	0.3			3.0	1000032819	true
175	9000000	30000	1.5	1.0	0	0	false	0	0													~Dummy42	Object01	false	~Dummy42	DragonSycophant_Bishop_Black_body	false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.21	0.22	0.28	0.43	0.46	0.59	1.0	0.0	0.0	0.3	0.3			3.0	1000023862	false
176	400000	30000	0.0	1.0	0	0	false	0	30971													~Dummy21	Lotus_Golem_Face	false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.21	0.22	0.28	0.43	0.46	0.59	1.0	0.0	0.0	0.3	0.3			3.0	1000032819	true
177	9000000	30000	1.5	1.0	0	0	false	0	0													~Dummy42	Object01	false	~Dummy42	DragonSycophant_Bishop_Black_body	false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.21	0.22	0.28	0.43	0.46	0.59	1.0	0.0	0.0	0.3	0.3			3.0	1000023862	false
178	0	0	1.0	1.0	0	0	false	0	0															false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0	false
179	0	0	1.0	1.0	0	0	false	0	0															false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0	false
180	0	0	1.0	1.0	0	0	false	0	0															false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0	false
181	75000000	99999000	0.0	1.0	0	0	false	0	32066													~Main_Dummy01	Capsule01	false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.46	0.46	0.46	0.46	0.46	0.46	1.0	0.0	0.0	0.4	0.3			3.0	1000036378	true
182	150000	30000	1.0	1.0	0	0	false	0	0				Idle									~Spl_02	Capsule02	false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.46	0.46	0.46	0.46	0.46	0.46	1.0	0.0	0.0	0.4	0.3			2.0	2233	false
183	0	0	1.0	1.0	0	0	false	0	0															false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0	false
184	0	0	1.0	1.0	0	0	false	0	0															false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0	false
185	0	0	1.0	1.0	0	0	false	0	0															false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0	false
186	0	0	1.0	1.0	0	0	false	0	0															false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0	false
187	0	0	1.0	1.0	0	0	false	0	0															false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0	false
188	0	0	1.0	1.0	0	0	false	0	0															false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0	false
189	0	0	1.0	1.0	0	0	false	0	0															false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0	false
190	0	0	1.0	1.0	0	0	false	0	0															false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0	false
191	40000000	180000	1.0	1.0	0	0	false	0	0				Idle									Bip01 L Hand	DesertDragon_Larm	true	Bip01 L Forearm	DesertDragon_Larm	true	Bip01 L UpperArm	DesertDragon_Larm	true			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.46	0.46	0.46	0.46	0.46	0.46	1.0	0.0	0.0	0.4	0.3			2.0	1000032479	true
192	40000000	180000	1.0	1.0	0	0	false	0	0				Idle									Bip01 R Hand	DesertDragon_Rarm	true	Bip01 R Forearm	DesertDragon_Rarm	true	Bip01 R UpperArm	DesertDragon_Rarm	true			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.46	0.46	0.46	0.46	0.46	0.46	1.0	0.0	0.0	0.4	0.3			2.0	1000032477	true
193	40000000	180000	1.0	1.0	0	0	false	0	0				Idle									Bip01 L Foot	DesertDragon_Lfoot	true	Bip01 L HorseLink	DesertDragon_Lfoot	true	Bip01 L Calf	DesertDragon_Lfoot	true	Bip01 L Thigh	DesertDragon_Lfoot	true			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.46	0.46	0.46	0.46	0.46	0.46	1.0	0.0	0.0	0.4	0.3			2.0	1000032480	true
194	40000000	180000	1.0	1.0	0	0	false	0	0				Idle									Bip01 R Foot	DesertDragon_Rfoot	true	Bip01 R HorseLink	DesertDragon_Rfoot	true	Bip01 R Calf	DesertDragon_Rfoot	true	Bip01 R Thigh	DesertDragon_Rfoot	true			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.46	0.46	0.46	0.46	0.46	0.46	1.0	0.0	0.0	0.4	0.3			2.0	1000032481	true
195	0	0	1.0	1.0	0	0	false	0	0															false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0	false
196	200000	99999999	0.0	1.0	0	1	false	0	33338								Attack10_Bite	Attack1_Poison				Bip01 Head	Manticore_Head	true			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.46	0.46	0.46	0.43	0.46	0.59	1.0	0.0	0.0	0.3	0.3			5.0	1000036378	true
197	360000	99999999	0.0	1.0	0	0	false	0	33336						Bone08	~MainDummy						Bone01	Object01	true	Bone02	Object01	true	Bone03	Object01	true	Bone04	Object01	true	Bone05	Object01	true	Bone06	Object01	true	Bone07	Object01	true	Bone08	Object01	true	Bone09	Object01	true	Bone10	Object01	true			false			false			false			false			false			false			false			false			false			false	0.46	0.46	0.46	0.46	0.46	0.46	1.0	0.0	0.0	0.3	0.3			4.0	2233	true
198	130000	99999999	0.0	1.0	0	0	false	0	33340													Bone13	cerberos_R	false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.21	0.22	0.28	0.43	0.46	0.59	1.0	0.0	0.0	0.3	0.3			5.0	1000032477	true
199	130000	99999999	0.0	1.0	0	0	false	0	33339													Bip01 Head	cerberos_C	false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.21	0.22	0.28	0.43	0.46	0.59	1.0	0.0	0.0	0.3	0.3			5.0	1000032478	true
200	130000	99999999	0.0	1.0	0	0	false	0	33337													Bone09	cerberos_L	false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.21	0.22	0.28	0.43	0.46	0.59	1.0	0.0	0.0	0.3	0.3			5.0	1000032479	true
211	15000000	40000	1.0	1.0	0	0	false	0	301196													~Dummy21	Lotus_Golem_Face	false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.21	0.22	0.28	0.43	0.46	0.59	1.0	0.0	0.0	0.3	0.3			3.0	1000032819	true
212	9000000	15000	1.5	1.0	0	0	false	0	0													~Dummy42	Object01	false	~Dummy42	DragonSycophant_Bishop_Black_body	false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.21	0.22	0.28	0.43	0.46	0.59	1.0	0.0	0.0	0.3	0.3			3.0	1000023862	false
221	30000000	40000	1.0	1.0	0	0	false	0	301196													~Dummy21	Lotus_Golem_Face	false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.21	0.22	0.28	0.43	0.46	0.59	1.0	0.0	0.0	0.3	0.3			3.0	1000032819	true
222	18000000	15000	2.5	1.0	0	0	false	0	0													~Dummy42	Object01	false	~Dummy42	DragonSycophant_Bishop_Black_body	false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.21	0.22	0.28	0.43	0.46	0.59	1.0	0.0	0.0	0.3	0.3			3.0	1000023862	false
300	999999999	10000	1.0	1.0	0	0	false	0	309251				Idle									Bip01 Head	GreenDragon_Head	true			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false			false	0.46	0.46	0.46	0.46	0.46	0.46	1.0	0.0	0.0	0.4	0.3			2.0	1000036378	true
301	600000	10000	1.0	1.0	0	0	false	0	31552				Idle									Bone30	Object01	true	Bone31	Object01	true	Bone32	Object01	true	Bone33	Object01	true	Bone34	Object01	true	Bone36	Object01	true	one38	Object01	true			false			false			false			false			false			false			false			false			false			false			false			false			false	0.46	0.46	0.46	0.46	0.46	0.46	1.0	0.0	0.0	0.4	0.3			2.0	2233	true
302	150000	10000	1.0	1.0	0	0	false	0	31562				Idle									Bone00	GreenDragon_Wing	true	Bone02	GreenDragon_Wing	true	Bone04	GreenDragon_Wing	true	Bone06	GreenDragon_Wing	true	Bone22	GreenDragon_Wing	true	Bone24	GreenDragon_Wing	true	Bone16	GreenDragon_Wing	true	Bone18	GreenDragon_Wing	true	Bone10	GreenDragon_Wing	true	Bone12	GreenDragon_Wing	true	Bone01	GreenDragon_Wing	true	Bone03	GreenDragon_Wing	true	Bone05	GreenDragon_Wing	true	Bone07	GreenDragon_Wing	true	Bone11	GreenDragon_Wing	true	Bone13	GreenDragon_Wing	true	Bone17	GreenDragon_Wing	true	Bone19	GreenDragon_Wing	true	Bone23	GreenDragon_Wing	true	Bone25	GreenDragon_Wing	true	0.46	0.46	0.46	0.46	0.46	0.46	1.0	0.0	0.0	0.4	0.3			2.0	2232	true
