ROWID	_JobID|INTEGER	_Mode|INTEGER	_PhysicalAttackMinRevision|INTEGER	_PhysicalAttackMaxRevision|INTEGER	_MagicAttackMinRevision|INTEGER	_MagicAttackMaxRevision|INTEGER	_PhysicalDefenseRevision|INTEGER	_MagicDefenseRevision|INTEGER	_MaxHPRevision|INTEGER	_MaxSPRevision|INTEGER	_RecoverySPRevision|INTEGER	_StiffRevision|INTEGER	_StiffResistanceRevision|INTEGER	_CriticalRevision|INTEGER	_CriticalResistanceRevision|INTEGER	_StunRevision|INTEGER	_StunResistanceRevision|INTEGER	_SuperAmmorRevision|INTEGER	_MoveSpeedRevision|INTEGER	_FinalDamageRevision|INTEGER	_ElementAttackRevision|DOUBLE	_ElementDefenseRevision|DOUBLE	_StrengthRevision|INTEGER	_AgilityRevision|INTEGER	_IntelligenceRevision|INTEGER	_StaminaRevision|INTEGER	_BaseLevel|INTEGER	_CriticalDamageRevision|INTEGER	_PVPAttackPowerRevision|INTEGER	_PVPDefencePowerRevision|INTEGER
175	75	2	1274	1557	1184	1448	9394	6864	11115	37695	136	2272	1404	2655	3602	1712	975	100	300	50	0.0	1.0	468	343	359	390	80	2655	0	0
176	76	2	1305	1595	1155	1411	9394	6826	11115	32760	136	2506	1638	2525	3276	1907	975	100	300	50	0.0	1.0	546	312	312	390	80	2525	0	0
177	77	2	905	1106	674	824	10146	8956	14040	24570	136	1755	984	2723	5565	1362	1170	100	300	50	0.0	60.0	328	530	234	468	80	2723	0	0
178	78	2	905	1106	674	824	10164	8956	14970	24570	136	1848	1077	2506	4914	1440	1248	100	300	50	0.0	60.0	359	468	234	499	80	2506	0	0
179	79	2	905	1106	674	824	10127	8956	13110	24570	136	1848	1077	2723	5565	1440	1092	100	300	50	0.0	60.0	359	530	234	437	80	2723	0	0
180	80	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
181	81	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
182	82	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
183	83	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
184	84	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
185	85	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
186	86	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
187	87	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
188	88	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
189	89	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
190	90	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
191	91	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
192	92	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
193	93	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
194	94	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
195	95	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
196	96	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
197	97	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
198	98	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
199	99	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
201	1	3	2417	2954	2274	2779	20456	13828	74568	9240	400	6672	3321	3619	7308	6464	2212	100	300	50	0.2	0.2	1107	696	474	885	80	3619	1	1
202	2	3	1816	2220	1208	1477	13626	14864	74568	9240	400	2370	2370	10183	11624	1975	1740	100	300	50	0.2	0.2	790	1107	569	696	80	10183	1	1
203	3	3	1516	1853	2126	2598	9505	19137	74568	9240	400	1803	1803	6898	8631	1502	1580	100	300	50	0.2	0.2	601	822	1107	632	80	6898	1	1
204	4	3	1814	2217	1957	2391	19259	18629	74568	9240	400	5161	3321	3645	2656	2768	2530	100	300	50	0.2	0.2	1107	253	790	1012	80	3645	1	1
205	5	3	1975	2414	2093	2558	13626	18395	74568	9240	400	1518	1518	5204	10290	1265	1740	100	300	50	0.2	0.2	506	980	980	696	80	5204	1	1
206	6	3	1987	2428	2082	2544	13587	18370	62140	9240	400	2847	2847	3986	6636	2372	1580	100	300	50	0.2	0.2	949	632	949	632	80	3986	1	1
207	7	3	1817	2221	1390	1699	14106	12700	74568	9240	400	2943	2943	5007	10290	2452	1422	100	300	50	0.2	0.2	1087	549	676	676	80	5007	1	1
208	8	3	2568	3139	1685	2059	14492	13809	74568	9240	400	5577	3606	3433	4977	4483	2212	100	300	50	0.2	0.2	1182	454	581	865	80	3433	1	1
209	9	3	1479	1808	1101	1346	20742	18310	74568	9240	400	3569	1992	5537	11288	2769	2372	100	300	50	0.2	14.0	664	1075	474	949	80	5537	1	1
210	10	3	0	0	0	0	0	0	74568	9240	400	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
211	11	3	2604	3183	2422	2960	20411	14036	74568	9240	400	4642	2868	4527	7371	3499	1995	100	300	50	0.2	0.2	956	702	734	798	80	4527	1	1
212	12	3	2059	2517	1517	1855	15646	12448	74568	9240	400	6702	3351	3640	7371	3244	2232	100	300	50	0.2	0.2	1117	702	478	893	80	3640	1	1
213	13	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
214	14	3	1800	2200	1231	1504	13629	14919	74568	9240	400	2394	2394	9990	11046	1995	1755	100	300	50	0.2	0.2	798	1052	638	702	80	9990	1	1
215	15	3	1834	2241	1285	1570	13629	14868	74568	9240	400	2394	2394	8637	11718	1995	1755	100	300	50	0.2	0.2	798	1116	574	702	80	8637	1	1
216	16	3	0	0	0	0	0	0	74568	9240	400	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
217	17	3	1519	1856	2131	2605	9508	19145	74568	9240	400	1818	1818	6923	8704	1515	1595	100	300	50	0.2	0.2	606	829	1117	638	80	6923	1	1
218	18	3	1519	1856	2131	2605	9508	19145	74568	9240	400	1818	1818	6923	8704	1515	1595	100	300	50	0.2	0.2	606	829	1117	638	80	6923	1	1
219	19	3	0	0	0	0	0	0	74568	9240	400	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
220	20	3	2110	2579	1519	1857	14126	13665	74568	9240	400	7028	3348	2548	2678	3982	2552	100	300	50	0.2	0.2	1116	255	798	1021	80	2548	1	1
221	21	3	0	0	0	0	0	0	74568	9240	400	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
222	22	3	1762	2153	2540	3104	14105	13735	74568	8316	400	4711	2871	3876	3350	2392	2392	100	300	50	0.2	0.2	957	319	957	957	80	3876	1	1
223	23	3	2667	3260	2362	2886	15609	13959	74568	6845	400	5122	3348	4303	6699	3899	1995	100	300	50	0.2	0.2	1116	638	638	798	80	4303	1	1
224	24	3	2325	2841	2681	3276	15609	14137	74568	9240	356	4453	3617	4303	6699	3341	1995	100	300	50	0.2	0.2	893	638	861	798	80	4303	1	1
225	25	3	2071	2532	1517	1855	15646	12448	74568	5134	480	6894	3543	3416	6699	6649	2232	100	300	50	0.2	0.2	1181	638	478	893	80	3416	1	1
226	26	3	2071	2532	1517	1855	15646	12448	74568	5134	268	6894	3543	3416	6699	6649	2232	100	300	50	0.2	0.2	1181	638	478	893	80	3416	1	1
227	27	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
228	28	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
229	29	3	1810	2212	1231	1504	13629	14919	74568	6845	400	2202	2202	10214	11718	1835	1755	100	300	50	0.2	0.2	734	1116	638	702	80	10214	1	1
230	30	3	1356	1657	1605	1962	13629	15123	74568	9582	356	1914	1914	9658	10048	1595	1755	100	300	50	0.2	0.2	638	957	893	702	80	9658	1	1
231	31	3	1834	2241	1285	1570	13629	14868	74568	6160	496	2394	2394	8637	11718	1995	1755	100	300	50	0.2	0.2	798	1116	574	702	80	8637	1	1
232	32	3	1834	2241	1285	1570	13629	14868	74568	6160	320	2394	2394	8637	11718	1995	1755	100	300	50	0.2	0.2	798	1116	574	702	80	8637	1	1
233	33	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
234	34	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
235	35	3	1519	1856	2131	2605	9508	19145	74568	11977	400	1818	1818	6923	8704	1515	1595	100	300	50	0.2	0.2	606	829	1117	638	80	6923	1	1
236	36	3	1519	1856	2131	2605	9508	19145	74568	11977	624	1818	1818	6923	8704	1515	1595	100	300	50	0.2	0.2	606	829	1117	638	80	6923	1	1
237	37	3	1519	1856	2131	2605	9508	19145	74568	11977	624	1818	1818	6923	8704	1515	1595	100	300	50	0.2	0.2	606	829	1117	638	80	6923	1	1
238	38	3	1519	1856	2131	2605	9508	19145	74568	11977	624	1818	1818	6923	8704	1515	1595	100	300	50	0.2	0.2	606	829	1117	638	80	6923	1	1
239	39	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
240	40	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
241	41	3	2321	2837	1671	2043	14126	13665	74568	10267	400	7028	3348	2548	2678	7965	2552	100	300	50	0.2	0.2	1116	255	798	1021	80	2548	1	1
242	42	3	2074	2535	2068	2528	14105	13735	74568	8556	532	6839	3159	2436	2342	7807	2392	100	300	50	0.2	0.2	1053	223	957	957	80	2436	1	1
243	43	3	1726	2109	2945	3600	14084	13805	74568	10779	444	4519	2679	3764	3014	2232	2232	100	300	50	0.2	0.2	893	287	1117	893	80	3764	1	1
244	44	3	1726	2109	2945	3600	14084	13805	74568	10779	624	4519	2679	3764	3014	2232	2232	100	300	50	0.2	0.2	893	287	1117	893	80	3764	1	1
245	45	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
246	46	3	2048	2503	2027	2478	13591	18249	74568	9240	400	1914	1914	5680	11718	1595	1595	100	300	50	0.2	0.2	638	1116	798	638	80	5680	1	1
247	47	3	2048	2503	2027	2478	13591	18249	74568	8556	400	1914	1914	5680	11718	1595	1595	100	300	50	0.2	0.2	638	1116	798	638	80	5680	1	1
248	48	3	2048	2503	2027	2478	13591	18249	74568	8556	444	1914	1914	5680	11718	1595	1595	100	300	50	0.2	0.2	638	1116	798	638	80	5680	1	1
249	49	3	1939	2370	2142	2618	13591	18504	74568	9240	444	1818	1818	4676	8704	1515	1595	100	300	50	0.2	0.2	606	829	1117	638	80	4676	1	1
250	50	3	1939	2370	2142	2618	13591	18504	74568	11977	400	1818	1818	4676	8704	1515	1595	100	300	50	0.2	0.2	606	829	1117	638	80	4676	1	1
251	51	3	1939	2370	2142	2618	13591	18504	74568	11977	624	1818	1818	4676	8704	1515	1595	100	300	50	0.2	0.2	606	829	1117	638	80	4676	1	1
252	52	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
253	53	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
254	54	3	1870	2286	1714	2094	13668	18504	62140	9240	400	1722	1722	4343	7707	1435	1915	100	300	50	0.2	0.2	574	734	1116	766	80	4343	1	1
255	55	3	2316	2831	2142	2618	13687	18504	62140	11977	400	1530	1530	4455	8043	1275	1995	100	300	50	0.2	0.2	510	766	1116	798	80	4455	1	1
256	56	3	2548	3114	2356	2880	13687	18504	62140	11977	624	1530	1530	4455	8043	1275	1995	100	300	50	0.2	0.2	510	766	1116	798	80	4455	1	1
257	57	3	1819	2224	1738	2124	13668	18070	62140	9240	624	3348	3348	4343	7707	2790	1915	100	300	50	0.2	0.2	1116	734	574	766	80	4343	1	1
258	58	3	1824	2229	1715	2096	13687	18019	62140	5250	400	5022	3348	4455	8043	2790	1995	100	300	50	0.2	0.2	1116	766	510	798	80	4455	1	1
259	59	3	1824	2229	1715	2096	13687	18019	62140	5250	548	5022	3348	4455	8043	2790	1995	100	300	50	0.2	0.2	1116	766	510	798	80	4455	1	1
260	60	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
261	61	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
262	62	3	1817	2221	1390	1699	14106	12700	67111	5250	548	2943	2943	5007	10290	2452	1422	100	300	50	0.2	0.2	778	1032	618	682	80	5007	1	1
263	63	3	1821	2225	1392	1701	14108	12704	67111	5250	548	2967	2967	5039	10384	2472	1435	100	300	50	0.2	0.2	714	1096	618	682	80	5039	1	1
264	64	3	1821	2225	1392	1701	14108	12704	67111	5250	548	2967	2967	5039	10384	2472	1435	100	300	50	0.2	0.2	618	937	873	682	80	5039	1	1
265	65	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
266	66	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
267	67	3	1817	2221	1390	1699	14106	12700	67111	5250	400	2943	2943	5007	10290	2452	1422	100	300	50	0.2	0.2	778	1032	618	682	80	5007	1	1
268	68	3	1817	2221	1390	1699	14106	12700	67111	5250	444	2943	2943	5007	10290	2452	1422	100	300	50	0.2	0.2	778	1032	618	682	80	5007	1	1
269	69	3	1817	2221	1390	1699	14106	12700	67111	5250	444	2943	2943	5007	10290	2452	1422	100	300	50	0.2	0.2	778	1032	618	682	80	5007	1	1
270	70	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
271	71	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
272	72	3	3227	3945	2076	2537	14509	13774	67111	5250	548	5610	3639	3559	5355	4511	2312	100	300	50	0.2	0.2	1193	490	522	905	80	3559	1	1
273	73	3	3197	3908	2092	2557	14523	13793	67111	5250	548	5514	3543	3447	5019	4431	2392	100	300	50	0.2	0.2	1161	458	554	937	80	3447	1	1
274	74	3	2820	3447	2367	2893	14523	14119	67111	5250	548	3693	1722	3671	5691	2913	2392	100	300	50	0.2	0.2	554	522	1097	937	80	3671	1	1
275	75	3	2604	3183	2422	2960	19211	14036	59654	6468	400	4642	2868	5432	7371	3499	1995	100	300	50	0.2	0.2	956	702	734	798	80	5432	1	1
276	76	3	2667	3260	2362	2886	19211	13959	59654	6468	400	5122	3348	5163	6699	3899	1995	100	300	50	0.2	0.2	1116	638	638	798	80	5163	1	1
277	77	3	1851	2262	1379	1685	20747	18313	74568	9240	400	3587	2010	5572	11392	2784	2392	100	300	50	0.2	14.0	670	1085	478	957	80	5572	1	1
278	78	3	1851	2262	1379	1685	20785	18313	74568	9240	400	3779	2202	5124	10048	2944	2552	100	300	50	0.2	14.0	734	957	478	1021	80	5124	1	1
279	79	3	1851	2262	1379	1685	20708	18313	74568	9240	400	3779	2202	5572	11392	2944	2232	100	300	50	0.2	14.0	734	1085	478	893	80	5572	1	1
280	80	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
281	81	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
282	82	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
283	83	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
284	84	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
285	85	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
286	86	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
287	87	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
288	88	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
289	89	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
290	90	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
291	91	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
292	92	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
293	93	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
294	94	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
295	95	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
296	96	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
297	97	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
298	98	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
299	99	3	0	0	0	0	0	0	74568	9240	268	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	1	1
301	1	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	536	337	230	429	80	10	0	0
302	2	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	383	536	276	337	80	10	0	0
303	3	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	291	398	537	306	80	10	0	0
304	4	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	536	123	383	490	80	10	0	0
305	5	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	245	475	475	337	80	10	0	0
306	6	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	460	306	460	306	80	10	0	0
307	7	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	516	256	317	317	80	10	0	0
308	8	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	562	210	271	409	80	10	0	0
309	9	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	322	520	230	460	80	10	0	0
310	10	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
311	11	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	468	343	359	390	80	10	0	0
312	12	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	546	343	234	437	80	10	0	0
313	13	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
314	14	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	390	515	312	343	80	10	0	0
315	15	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	390	546	281	343	80	10	0	0
316	16	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
317	17	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	296	406	546	312	80	10	0	0
318	18	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	296	406	546	312	80	10	0	0
319	19	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
320	20	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	546	125	390	499	80	10	0	0
321	21	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
322	22	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	468	156	468	468	80	10	0	0
323	23	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	546	312	312	390	80	10	0	0
324	24	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	437	312	421	390	80	10	0	0
325	25	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	577	312	234	437	80	10	0	0
326	26	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	577	312	234	437	80	10	0	0
327	27	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
328	28	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
329	29	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	359	546	312	343	80	10	0	0
330	30	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	312	468	437	343	80	10	0	0
331	31	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	390	546	281	343	80	10	0	0
332	32	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	390	546	281	343	80	10	0	0
333	33	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
334	34	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
335	35	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	296	406	546	312	80	10	0	0
336	36	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	296	406	546	312	80	10	0	0
337	37	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	296	406	546	312	80	10	0	0
338	38	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	296	406	546	312	80	10	0	0
339	39	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
340	40	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
341	41	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	546	125	390	499	80	10	0	0
342	42	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	515	109	468	468	80	10	0	0
343	43	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	437	140	546	437	80	10	0	0
344	44	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	437	140	546	437	80	10	0	0
345	45	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
346	46	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	312	546	390	312	80	10	0	0
347	47	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	312	546	390	312	80	10	0	0
348	48	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	312	546	390	312	80	10	0	0
349	49	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	296	406	546	312	80	10	0	0
350	50	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	296	406	546	312	80	10	0	0
351	51	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	296	406	546	312	80	10	0	0
352	52	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
353	53	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
354	54	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	281	359	546	374	80	10	0	0
355	55	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	250	374	546	390	80	10	0	0
356	56	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	250	374	546	390	80	10	0	0
357	57	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	546	359	281	374	80	10	0	0
358	58	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	546	374	250	390	80	10	0	0
359	59	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	546	374	250	390	80	10	0	0
360	60	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
361	61	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	0	0	0	0	80	10	0	0
362	62	4	100	100	100	100	0	0	1000	10000	10	10	100	10	10	10	100	100	300	0	0.0	0.0	370	495	292	323	80	10	0	0
